,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,locked_date
1238,"['c#', 'azure-devops', 'automated-tests', 'nunit']","{'account_id': 16986324, 'reputation': 61, 'user_id': 12287029, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/475bc263158f380173d341294d1aee82?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/12287029/alex'}",True,584,58616166.0,1,3,1572987442,1572283374,58595604,CC BY-SA 4.0,https://stackoverflow.com/questions/58595604/azure-devops-visual-studio-tests-task-cannot-discover-nunit-tests-with-the-testc,Azure Devops Visual Studio Tests task cannot discover Nunit tests with the TestCaseSource attribute,1572987241.0,,,,
1239,"['c#', 'winforms', 'size', 'design-time']","{'user_type': 'does_not_exist', 'display_name': 'user12128654'}",True,250,58222461.0,2,-1,1572984901,1570116116,58222260,CC BY-SA 4.0,https://stackoverflow.com/questions/58222260/how-to-make-a-forms-size-to-fill-all-screen-at-design-time,How to make a form&#39;s size to fill all screen at design time?,,,,,
1240,"['c#', 'winforms']","{'account_id': 14066731, 'reputation': 1, 'user_id': 10161384, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ksy8o.jpg?s=256&g=1', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/10161384/dave'}",False,82,,2,-3,1572976355,1570284324,58249078,CC BY-SA 4.0,https://stackoverflow.com/questions/58249078/if-statement-how-do-you-stop-the-program-from-continuing-to-read-past-the-first,"if statement, how do you stop the program from continuing to read past the first correct if or else if statement",1570284783.0,,,,
1241,"['c#', 'azure', 'botframework']","{'account_id': 13259294, 'reputation': 165, 'user_id': 9675597, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10157248829272067/picture?type=large', 'display_name': 'Amintas Lopes Neto', 'link': 'https://stackoverflow.com/users/9675597/amintas-lopes-neto'}",True,587,58716499.0,1,1,1572974762,1571003073,58368040,CC BY-SA 4.0,https://stackoverflow.com/questions/58368040/direct-channel-bot-publishing-issue-bot-framework-v4,Direct Channel Bot Publishing Issue (bot framework V4),1571020728.0,,,,
1242,"['c#', '.net', 'http', 'cookies']","{'account_id': 1973665, 'reputation': 2099, 'user_id': 1771963, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/v2orT.jpg?s=256&g=1', 'display_name': 'Ramon Medeiros', 'link': 'https://stackoverflow.com/users/1771963/ramon-medeiros'}",True,1367,58716178.0,2,0,1572973497,1571837937,58524190,CC BY-SA 4.0,https://stackoverflow.com/questions/58524190/how-to-retrieve-cookies-with-system-net-http-httprequestmessage,How to retrieve Cookies with System.Net.Http.HttpRequestMessage,,,,,
1243,"['c#', 'asp.net', '.net', 'azure', 'azure-cosmosdb']","{'account_id': 354947, 'reputation': 30814, 'user_id': 1014217, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/6zW1x.jpg?s=256&g=1', 'display_name': 'Luis Valencia', 'link': 'https://stackoverflow.com/users/1014217/luis-valencia'}",True,1693,,2,2,1572970187,1572421437,58620602,CC BY-SA 4.0,https://stackoverflow.com/questions/58620602/partitionkey-value-must-be-supplied-for-this-operation-in-cosmosdb-delete-operai,PartitionKey value must be supplied for this operation in cosmosdb delete operaiton,1572422382.0,,,,
1244,"['c#', '.net', 'data-annotations']","{'account_id': 2489515, 'reputation': 1060, 'user_id': 2167293, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/gi0L7.jpg?s=256&g=1', 'display_name': 'jpishko', 'link': 'https://stackoverflow.com/users/2167293/jpishko'}",False,910,,0,3,1572970103,1571949972,58548926,CC BY-SA 4.0,https://stackoverflow.com/questions/58548926/net-standard-2-0-nuget-package-with-dependency-on-system-componentmodel-annotat,.Net Standard 2.0 Nuget Package with dependency on System.ComponentModel.Annotations throws exceptions only when consumed from .Net Framework project,1572970103.0,,,,
1245,"['c#', 'asp.net']","{'account_id': 16597230, 'reputation': 191, 'user_id': 11993827, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10162061923430114/picture?type=large', 'display_name': 'Ellen Sellers', 'link': 'https://stackoverflow.com/users/11993827/ellen-sellers'}",True,51,,2,2,1572970070,1572507618,58638771,,https://stackoverflow.com/questions/58638771/being-redirected-back-to-login-screen-when-using-authorization-in-web-config-fil,Being redirected back to login screen when using Authorization in web.config file,,1572970489.0,Duplicate,,
1246,"['c#', 'unity3d', 'virtual-reality', 'oculus']","{'account_id': 12684656, 'reputation': 19, 'user_id': 9216947, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-FX9S1_8TNlw/AAAAAAAAAAI/AAAAAAAAAnI/mIg-da_hfc4/photo.jpg?sz=256', 'display_name': 'hydos06', 'link': 'https://stackoverflow.com/users/9216947/hydos06'}",False,563,,2,0,1572968488,1570951543,58361431,CC BY-SA 4.0,https://stackoverflow.com/questions/58361431/the-type-of-namespace-name-ovrgrabbable-could-not-be-found-unity-ovr-asset-c,the type of namespace name &#39;OVRGrabbable&#39; could not be found unity OVR asset c# unity,1571085672.0,,,,
1247,"['c#', 'oracle', 'entity-framework-6']","{'account_id': 6774316, 'reputation': 3113, 'user_id': 5216651, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d5afb8df66b98797e5bd9bfe1b0e5dcd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Caverman', 'link': 'https://stackoverflow.com/users/5216651/caverman'}",False,556,,1,1,1572964882,1571324776,58435661,CC BY-SA 4.0,https://stackoverflow.com/questions/58435661/how-to-call-oracle-function-with-ef-6-using-database-first,How to call Oracle function with EF 6 using Database First?,,,,,
1248,"['c#', 'selenium', 'appium', 'winappdriver']","{'account_id': 17000673, 'reputation': 11, 'user_id': 12298148, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1af87ce57c98e535db8794853299cd52?s=256&d=identicon&r=PG&f=1', 'display_name': 'VanGoghh', 'link': 'https://stackoverflow.com/users/12298148/vangoghh'}",True,745,,3,0,1572964329,1572448960,58628662,CC BY-SA 4.0,https://stackoverflow.com/questions/58628662/numeric-text-box-updown-control-automationid-access-with-winappdriver,Numeric text box UpDown control AutomationID access with WinAppDriver,1572956463.0,,,,
1249,"['c#', 'asp.net', 'swagger', 'owin']","{'account_id': 889131, 'reputation': 71, 'user_id': 927810, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f98ebedee5bde687f0aa0c352e1c4b1?s=256&d=identicon&r=PG', 'display_name': 'GioSfoza', 'link': 'https://stackoverflow.com/users/927810/giosfoza'}",False,239,,0,5,1572963654,1572352855,58607690,CC BY-SA 4.0,https://stackoverflow.com/questions/58607690/unable-to-run-swagger-when-running-web-api-with-virtual-directory,Unable to run Swagger when running Web API with virtual directory,1572963654.0,,,,
1250,"['c#', '.net', '.net-core', 'conditional-compilation']","{'account_id': 29422, 'reputation': 14472, 'user_id': 79485, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/lbfZC.png?s=256&g=1', 'display_name': 'Marcel', 'link': 'https://stackoverflow.com/users/79485/marcel'}",True,351,58620046.0,1,1,1572963021,1572418291,58619971,CC BY-SA 4.0,https://stackoverflow.com/questions/58619971/is-there-an-or-operator-in-c-conditional-compilation,Is there an OR operator in C# conditional compilation?,1572963021.0,,,,
1251,"['c#', 'xaml', 'xamarin', 'xamarin.forms']","{'account_id': 9698348, 'reputation': 25, 'user_id': 7194078, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10209295226355326/picture?type=large', 'display_name': 'Massimo Ausiello', 'link': 'https://stackoverflow.com/users/7194078/massimo-ausiello'}",True,578,58651382.0,2,0,1572962106,1572532540,58645670,CC BY-SA 4.0,https://stackoverflow.com/questions/58645670/how-to-perform-a-text-search-on-other-pages-labels-in-xamarin-forms,How to perform a text search on other pages (labels) in Xamarin.Forms,1572962106.0,,,,
1252,"['c#', 'unity3d']","{'account_id': 5488418, 'reputation': 1, 'user_id': 4362518, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-e0Co2oO2XVs/AAAAAAAAAAI/AAAAAAAAAW0/1qY3m3X_qZY/photo.jpg?sz=256', 'display_name': 'trecoolio', 'link': 'https://stackoverflow.com/users/4362518/trecoolio'}",False,383,,1,0,1572961871,1572521446,58642429,CC BY-SA 4.0,https://stackoverflow.com/questions/58642429/unity3d-cant-create-primitives-in-for-loop,Unity3D: Can&#39;t create primitives in for loop,1572521713.0,,,,
1253,"['c#', 'selenium', 'selenium-webdriver', 'window-handles']","{'account_id': 11051962, 'reputation': 167, 'user_id': 8116078, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/027c9f4802b24b0f6da7b810aff8d1b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'm_finn', 'link': 'https://stackoverflow.com/users/8116078/m-finn'}",False,559,,1,0,1572960663,1572447369,58628158,CC BY-SA 4.0,https://stackoverflow.com/questions/58628158/timeout-on-click-event-when-action-is-opening-a-new-window,Timeout on click event when action is opening a new window,1572448487.0,,,,
1254,"['c#', 'wpf', 'entity-framework', 'mvvm']","{'account_id': 12212758, 'reputation': 1, 'user_id': 11613071, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f4cfccab2fd42dc359ad8dd5b425a14?s=256&d=identicon&r=PG&f=1', 'display_name': 'S.P.', 'link': 'https://stackoverflow.com/users/11613071/s-p'}",True,42,58706891.0,1,-1,1572956565,1572359612,58609568,CC BY-SA 4.0,https://stackoverflow.com/questions/58609568/refresh-datagrid-when-changes-to-database-are-made,Refresh datagrid when changes to database are made,,,,,
1255,"['c#', 'class', 'oop', 'memory', 'memory-address']","{'account_id': 13822681, 'reputation': 870, 'user_id': 9977758, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f093d9d5b8e4ef87e83e7b655c5a8e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'SagiZiv', 'link': 'https://stackoverflow.com/users/9977758/sagiziv'}",True,670,58307695.0,2,3,1572952209,1570633362,58307085,CC BY-SA 4.0,https://stackoverflow.com/questions/58307085/does-accessing-a-variable-in-c-class-reads-the-entire-class-from-memory,Does accessing a variable in C# class reads the entire class from memory?,1572952209.0,,,,
1256,"['c#', 'mongodb', 'mongodb-query']","{'account_id': 17006270, 'reputation': 13, 'user_id': 12302413, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-v4ZFzDaJFAc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdPcDcU46_nDeTAohXZyLjuo4X-tQ/photo.jpg?sz=256', 'display_name': 'Martin Wallink', 'link': 'https://stackoverflow.com/users/12302413/martin-wallink'}",True,613,58708583.0,1,1,1572952040,1572516873,58641057,CC BY-SA 4.0,https://stackoverflow.com/questions/58641057/ignore-a-bsonignore-when-using-bsonserializer-deserialize,Ignore a [BsonIgnore] when using BsonSerializer.Deserialize(),1572520339.0,,,,
1257,"['c#', '.net', 'log4net', 'log4net-configuration']","{'account_id': 274481, 'reputation': 5234, 'user_id': 566745, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/FgNyj.jpg?s=256&g=1', 'display_name': 'ZedZip', 'link': 'https://stackoverflow.com/users/566745/zedzip'}",True,30,58709203.0,1,0,1572949167,1572516873,58641058,CC BY-SA 4.0,https://stackoverflow.com/questions/58641058/how-to-filter-log-records-in-an-application,How to filter log records in an application?,,,,,
1258,"['c#', 'botframework']","{'account_id': 16772431, 'reputation': 53, 'user_id': 12124574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9d2c7ec5f68d06479278d5728a3feb5?s=256&d=identicon&r=PG&f=1', 'display_name': 'User96', 'link': 'https://stackoverflow.com/users/12124574/user96'}",True,163,58708901.0,2,0,1572948159,1572432168,58623574,CC BY-SA 4.0,https://stackoverflow.com/questions/58623574/how-to-add-luis-key-and-app-id-in-custom-skill-template,How to add LUIS Key and App Id in Custom Skill Template?,,,,,
1259,"['c#', 'visual-studio', 'uwp']","{'account_id': 16860623, 'reputation': 1, 'user_id': 12191523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c936b313582df8da072961800ea0947?s=256&d=identicon&r=PG&f=1', 'display_name': 'CeeTee', 'link': 'https://stackoverflow.com/users/12191523/ceetee'}",False,825,,2,0,1572946994,1570971284,58363764,CC BY-SA 4.0,https://stackoverflow.com/questions/58363764/how-to-directly-open-file-from-a-button-click,How to directly open file from a button click?,,,,,
1260,"['c#', 'asynchronous', 'async-await', 'task-parallel-library']","{'account_id': 11092070, 'reputation': 81, 'user_id': 8143566, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/951121855030085/picture?type=large', 'display_name': 'Rajeev Verma', 'link': 'https://stackoverflow.com/users/8143566/rajeev-verma'}",True,51,58708197.0,1,-1,1572946009,1572466677,58633044,CC BY-SA 4.0,https://stackoverflow.com/questions/58633044/why-to-use-async-inside-task-run,Why to use Async inside Task.Run?,1572946009.0,,,,
1261,"['c#', 'multithreading', 'windows-services']","{'account_id': 16898282, 'reputation': 1, 'user_id': 12220334, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10157717589474712/picture?type=large', 'display_name': 'Omar Adnan Isaid', 'link': 'https://stackoverflow.com/users/12220334/omar-adnan-isaid'}",False,325,,1,0,1572945688,1572434161,58624173,CC BY-SA 4.0,https://stackoverflow.com/questions/58624173/windows-service-aggregateexception-at-production-server,Windows Service AggregateException at Production Server,1572698456.0,,,,
1262,"['c#', 'asp.net-core']","{'account_id': 6272728, 'reputation': 59, 'user_id': 4876453, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/306857c80624822ceba8457b8023d241?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nils', 'link': 'https://stackoverflow.com/users/4876453/nils'}",False,251,,1,1,1572945135,1572445724,58627627,CC BY-SA 4.0,https://stackoverflow.com/questions/58627627/linq-on-identity-not-working-after-upgrading-to-3-0,LINQ on Identity not working after upgrading to 3.0?,,,,,
1263,"['c#', 'data-annotations']","{'account_id': 2637225, 'reputation': 2942, 'user_id': 2281602, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/b63b31ed172fe78fa96cfd03f50d97e0?s=256&d=identicon&r=PG', 'display_name': 'Rumpelstinsk', 'link': 'https://stackoverflow.com/users/2281602/rumpelstinsk'}",True,136,58556859.0,2,0,1572944820,1571997556,58556313,CC BY-SA 4.0,https://stackoverflow.com/questions/58556313/check-annotation-schema-from-base-class,Check annotation schema from base class,1572944820.0,,,,
1264,"['c#', 'neo4j', 'cypher']","{'account_id': 12687418, 'reputation': 495, 'user_id': 9218726, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b760b2e3f1fc4e9a52cbb2a6e40037d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Liam', 'link': 'https://stackoverflow.com/users/9218726/liam'}",False,148,,0,1,1572940949,1571144004,58395206,CC BY-SA 4.0,https://stackoverflow.com/questions/58395206/neo4j-cypher-shortest-path-with-properties,Neo4j Cypher Shortest path with properties,1572940949.0,,,,
1265,"['c#', 'azure', 'unity3d', 'azure-spatial-anchors']","{'account_id': 16920476, 'reputation': 11, 'user_id': 12237418, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1Truz.jpg?s=256&g=1', 'display_name': 'Tobias Pott', 'link': 'https://stackoverflow.com/users/12237418/tobias-pott'}",False,481,,1,1,1572939966,1571392300,58448334,CC BY-SA 4.0,https://stackoverflow.com/questions/58448334/unable-to-use-multiple-cloudspatialanchorwatcher-concurrently-in-current-sdk-ver,Unable to use multiple CloudSpatialAnchorWatcher concurrently in current SDK version,,,,,
1266,"['c#', 'binaryreader', 'binarywriter']","{'account_id': 2830704, 'reputation': 297, 'user_id': 2432346, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/9af06f5860051b7589d4e81e2a4bcf96?s=256&d=identicon&r=PG&f=1', 'display_name': 'purbsel', 'link': 'https://stackoverflow.com/users/2432346/purbsel'}",True,672,58706635.0,2,0,1572939795,1571919362,58541196,CC BY-SA 4.0,https://stackoverflow.com/questions/58541196/read-and-write-from-to-the-same-line-with-binaryreader-binarywriter,Read and write from/to the same line with BinaryReader/BinaryWriter,1571989029.0,,,,
1267,"['c#', 'asp.net', 'asp.net-core', 'entity-framework-core']","{'account_id': 17007139, 'reputation': 36, 'user_id': 12303095, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-h5NTqxVw_P8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf_otFrQlZN6ACPGEAOCy0xtyww3A/photo.jpg?sz=256', 'display_name': 'Luka Tarkhnishvili', 'link': 'https://stackoverflow.com/users/12303095/luka-tarkhnishvili'}",True,224,58646924.0,1,1,1572936743,1572525318,58643470,CC BY-SA 4.0,https://stackoverflow.com/questions/58643470/i-get-error-value-cannot-be-null-why-is-my-icollection-always-null,"I get error: Value cannot be null, Why is my ICollection always null?",1572936743.0,,,,
1268,"['c#', 'sql', 'asp.net', 'pdf', 'ocr']","{'account_id': 6268771, 'reputation': 11, 'user_id': 4873581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52f3268c41c076625a8c3364436b7919?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vivek Chavan', 'link': 'https://stackoverflow.com/users/4873581/vivek-chavan'}",False,156,,1,-3,1572930597,1570427468,58264103,CC BY-SA 4.0,https://stackoverflow.com/questions/58264103/what-are-different-ways-to-read-unstructured-data-from-pdf-or-tiff,What are different ways to read unstructured data from .pdf or .tiff,1570429050.0,,,,
1269,"['c#', 'wcf', 'operationcontract']","{'account_id': 14734927, 'reputation': 450, 'user_id': 10641226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f104f7700309f7bb8fad4cc33d50c338?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pieter', 'link': 'https://stackoverflow.com/users/10641226/pieter'}",True,43,58690954.0,1,-1,1572917014,1572532385,58645611,CC BY-SA 4.0,https://stackoverflow.com/questions/58645611/overloading-actions-wcfservice,Overloading actions wcfservice,,,,,
1270,"['c#', 'visual-studio', 'monogame']","{'account_id': 15235208, 'reputation': 337, 'user_id': 10993110, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LRZnh.jpg?s=256&g=1', 'display_name': 'Branden', 'link': 'https://stackoverflow.com/users/10993110/branden'}",True,73,,1,2,1572915918,1571014915,58368946,CC BY-SA 4.0,https://stackoverflow.com/questions/58368946/monolauncher-instance-suspended-after-stopping-my-visual-studio-debug,MonoLauncher instance suspended after stopping my Visual Studio Debug,,,,,
1271,"['c#', 'entity-framework', 'entity-framework-6']","{'account_id': 1427825, 'reputation': 1755, 'user_id': 1350913, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/rzC4w.jpg?s=256&g=1', 'display_name': 'IronAces', 'link': 'https://stackoverflow.com/users/1350913/ironaces'}",True,200,58703049.0,1,1,1572915549,1572433432,58623951,CC BY-SA 4.0,https://stackoverflow.com/questions/58623951/ef6-method-not-found-set-sqlservertypesassemblynames,EF6 Method not found set_SqlServerTypesAssemblyNames,1572532880.0,,,,
1272,"['c#', 'regex', 'string']","{'account_id': 151902, 'reputation': 1325, 'user_id': 366050, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/2426ce1527c64785c110bfce55d05c49?s=256&d=identicon&r=PG', 'display_name': 'nhoyti', 'link': 'https://stackoverflow.com/users/366050/nhoyti'}",True,55,58702672.0,2,0,1572911688,1572401263,58617790,CC BY-SA 4.0,https://stackoverflow.com/questions/58617790/how-to-check-string-value-if-table-tag-is-available-and-implement-regex,how to check string value if table tag is available and implement regex,,,,,
1273,"['c#', 'html', 'css', 'hyperlink']","{'account_id': 16989695, 'reputation': 3, 'user_id': 12289557, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25b8af9c380e5cd99a5f3223da974300?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kaeto', 'link': 'https://stackoverflow.com/users/12289557/kaeto'}",True,76,58700409.0,2,0,1572907237,1572326662,58601823,CC BY-SA 4.0,https://stackoverflow.com/questions/58601823/can-you-remember-what-link-is-clicked-on-a-webpage,Can you &quot;remember&quot; what link is clicked on a webpage?,1572335478.0,,,,
1274,"['c#', 'sql', '.net', 'sql-server', 'dapper']","{'account_id': 12930958, 'reputation': 73, 'user_id': 9349992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03238c7b62b6d69d708e520c3951e7aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Techie', 'link': 'https://stackoverflow.com/users/9349992/techie'}",True,3307,58700791.0,1,-1,1572900327,1572265875,58590989,CC BY-SA 4.0,https://stackoverflow.com/questions/58590989/dapper-not-able-to-parse-column-string,Dapper Not able to parse column String,,,,,
1275,"['c#', 'asp.net-mvc', 'hangfire', 'light-inject']","{'account_id': 1226059, 'reputation': 971, 'user_id': 1191559, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/768903ea2e6545017d0d98e757967fef?s=256&d=identicon&r=PG', 'display_name': 'dalcam', 'link': 'https://stackoverflow.com/users/1191559/dalcam'}",False,358,,1,0,1572899656,1571079741,58382665,CC BY-SA 4.0,https://stackoverflow.com/questions/58382665/get-hangfire-working-with-asp-net-mvc-and-lightinject,Get Hangfire working with ASP.NET MVC and LightInject,,,,,
1276,"['c#', 'publishing', 'setup.exe']","{'account_id': 16598386, 'reputation': 1935, 'user_id': 11994733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b021364a53b38903905f55827cf89101?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mandelbrotter', 'link': 'https://stackoverflow.com/users/11994733/mandelbrotter'}",True,679,58700481.0,1,1,1572898812,1572366023,58611511,CC BY-SA 4.0,https://stackoverflow.com/questions/58611511/one-click-deployment-setup-requires-installation-of-net-framework-4-7-2,One Click Deployment Setup Requires Installation of .NET Framework 4.7.2,1572366372.0,,,,
1277,"['c#', 'nhibernate', 'fluent-nhibernate']","{'account_id': 7959096, 'reputation': 708, 'user_id': 6007429, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/e75c8ca744f86d904f65f70ab2a74dca?s=256&d=identicon&r=PG&f=1', 'display_name': 'ket', 'link': 'https://stackoverflow.com/users/6007429/ket'}",True,36,58699593.0,1,-1,1572894295,1572468246,58633375,CC BY-SA 4.0,https://stackoverflow.com/questions/58633375/nhibernate-same-type-different-classmaps,"NHibernate: Same type, different ClassMaps?",,,,,
1278,"['c#', 'async-await']","{'account_id': 1467048, 'reputation': 807, 'user_id': 1379613, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/hQ9VM.jpg?s=256&g=1', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/1379613/ali'}",True,449,,3,3,1572884377,1572433173,58623888,CC BY-SA 4.0,https://stackoverflow.com/questions/58623888/would-it-be-async-if-i-call-a-number-of-async-methods-without-awaits-but-then-us,Would it be async if I call a number of async methods without awaits but then use Task.WhenAll?,1572884377.0,,,,
1279,"['c#', 'image', 'email', 'outlook', 'office-interop']","{'account_id': 14513268, 'reputation': 33, 'user_id': 10483078, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Mohojd5FOeE/AAAAAAAAAAI/AAAAAAAAAQA/ADMrsU4me-o/photo.jpg?sz=256', 'display_name': 'Kenshinaro', 'link': 'https://stackoverflow.com/users/10483078/kenshinaro'}",True,606,58697318.0,1,0,1572884368,1572517437,58641245,CC BY-SA 4.0,https://stackoverflow.com/questions/58641245/outlook-mailitem-embed-images-not-shown-in-sent-mails,Outlook MailItem embed images not shown in sent mails,1572521862.0,,,,
1280,"['c#', 'asp.net', 'hangfire']","{'account_id': 4540524, 'reputation': 1, 'user_id': 12252459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35b7bd37550285396edf6a5d5f4bd737?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeremy', 'link': 'https://stackoverflow.com/users/12252459/jeremy'}",False,316,,2,0,1572881503,1572383747,58615522,CC BY-SA 4.0,https://stackoverflow.com/questions/58615522/how-to-render-output-of-user-control-to-a-string-from-a-background-job,How to render output of user control to a string from a background job,1572398997.0,,,,
1281,"['c#', 'asp.net', 'oop', 'inheritance', 'interface']","{'account_id': 15105697, 'reputation': 77, 'user_id': 10901449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64e99e66b2d591eb197508b17dbcfa84?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raphael', 'link': 'https://stackoverflow.com/users/10901449/raphael'}",True,811,58695935.0,3,1,1572879409,1571924822,58542802,CC BY-SA 4.0,https://stackoverflow.com/questions/58542802/asp-net-web-api-get-dto-from-body-with-interface-type,ASP.NET Web API get dto from body with interface type,1571926303.0,,,,
1282,"['c#', 'zeromq']","{'account_id': 2396591, 'reputation': 41, 'user_id': 2095272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21a4c13b1c89b6c2ed09ada3c5b0db19?s=256&d=identicon&r=PG', 'display_name': 'Michalis', 'link': 'https://stackoverflow.com/users/2095272/michalis'}",False,3098,,1,2,1572878575,1570610911,58300317,CC BY-SA 4.0,https://stackoverflow.com/questions/58300317/zeromq-use-with-net-core,ZeroMQ use with .net core,1570612624.0,,,,
1283,"['c#', 'wpf', 'multithreading', 'excel-dna', 'c-api']","{'account_id': 16820539, 'reputation': 3, 'user_id': 12161121, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-d7qURwyuzs4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rea3GQM-0qJ6tJVLeYrXQipe3KHCg/photo.jpg?sz=256', 'display_name': 'Lucas Elia', 'link': 'https://stackoverflow.com/users/12161121/lucas-elia'}",True,184,58578364.0,1,0,1572878347,1572032557,58564800,CC BY-SA 4.0,https://stackoverflow.com/questions/58564800/exceldna-c-api-calls-from-asynchronous-wpf-window-running-in-a-different-thread,ExcelDna C API calls from asynchronous WPF window running in a different thread than Excel,1572878347.0,,,,
1284,"['c#', 'wpf', 'listview']","{'account_id': 1804987, 'reputation': 900, 'user_id': 2110255, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/Lih1Q.jpg?s=256&g=1', 'display_name': 'Tom L.', 'link': 'https://stackoverflow.com/users/2110255/tom-l'}",True,60,58694941.0,1,0,1572875880,1571377306,58444580,CC BY-SA 4.0,https://stackoverflow.com/questions/58444580/determining-collapsed-groups-of-a-list-view,Determining collapsed groups of a list view,,,,,
1285,"['c#', 'xamarin.forms', 'xamarin.forms.shell']","{'account_id': 11598587, 'reputation': 73, 'user_id': 8496520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c59f0b73b7fea088ef5b599202db00a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tecnopresley', 'link': 'https://stackoverflow.com/users/8496520/tecnopresley'}",True,3314,58551695.0,1,4,1572869060,1571927802,58543694,CC BY-SA 4.0,https://stackoverflow.com/questions/58543694/xamarin-forms-shell-how-to-inject-multiple-and-different-values-to-string-in-ro,Xamarin.Forms Shell how to inject multiple and different values ​to string in route navigation,1572869060.0,,,,
