,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date
1188,"['c#', '.net', 'c', 'marshalling']","{'account_id': 181807, 'reputation': 1587, 'user_id': 416059, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/f605d5cf9c77ae0df8dd7a6b5bb91f13?s=256&d=identicon&r=PG', 'display_name': 'Vikram', 'link': 'https://stackoverflow.com/users/416059/vikram'}",True,2079,3,2,1481542656,1342679068,1481542569.0,11555043,CC BY-SA 3.0,https://stackoverflow.com/questions/11555043/get-string-array-from-c-using-marshalling-in-c,Get string array from C using marshalling in C#,11555411.0,,,,
1189,"['c#', '.net', 'skype']","{'account_id': 1190944, 'reputation': 2064, 'user_id': 1163742, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/5T8dV.png?s=256&g=1', 'display_name': 'Xcelled', 'link': 'https://stackoverflow.com/users/1163742/xcelled'}",False,3617,2,2,1481408790,1342906168,,11595994,CC BY-SA 3.0,https://stackoverflow.com/questions/11595994/getting-the-chat-id-from-call-id-with-the-skype-api,Getting the chat ID from call ID with the Skype API,,,,,
1190,"['c#', 'vb.net', 'html-parsing', 'html-agility-pack']","{'account_id': 1595615, 'reputation': 8827, 'user_id': 1477816, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/597a0fb77374cfc48caaa72066eade14?s=256&d=identicon&r=PG', 'display_name': 'Hello-World', 'link': 'https://stackoverflow.com/users/1477816/hello-world'}",True,1221,2,0,1481387271,1342800686,,11583137,CC BY-SA 3.0,https://stackoverflow.com/questions/11583137/proxy-and-htmlagilitypack-issues,proxy and htmlagilitypack issues,12482190.0,,,,
1191,"['c#', 'wcf', 'web-services']","{'account_id': 1563322, 'reputation': 255, 'user_id': 1452681, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/6b31f2c0d4037eeab8a3b59e30722e72?s=256&d=identicon&r=PG', 'display_name': 'Nguyễn Văn Thắng', 'link': 'https://stackoverflow.com/users/1452681/nguy%e1%bb%85n-v%c4%83n-th%e1%ba%afng'}",True,24825,4,11,1481208051,1342258453,1342317104.0,11482624,CC BY-SA 3.0,https://stackoverflow.com/questions/11482624/x-509-certificates-on-wcf,X.509 certificates on WCF?,11488895.0,,,,
1192,"['c#', 'usb', 'hardware', 'microcontroller', 'led']","{'account_id': 1300014, 'reputation': 239, 'user_id': 1250138, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/A0aYI.jpg?s=256&g=1', 'display_name': 'Kasisnu', 'link': 'https://stackoverflow.com/users/1250138/kasisnu'}",False,6013,0,1,1481166141,1341633242,,11372112,CC BY-SA 3.0,https://stackoverflow.com/questions/11372112/how-to-control-an-led-using-c-over-the-usb,How to control an LED using C# over the USB,,,,,
1193,"['c#', 'wpf', 'data-binding', 'datagrid', 'collectionviewsource']","{'account_id': 913595, 'reputation': 5715, 'user_id': 946904, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/4GvFw.jpg?s=256&g=1', 'display_name': 'marc wellman', 'link': 'https://stackoverflow.com/users/946904/marc-wellman'}",True,31667,5,34,1481153727,1342444971,1464317869.0,11505283,CC BY-SA 3.0,https://stackoverflow.com/questions/11505283/re-sort-wpf-datagrid-after-bounded-data-has-changed,Re-sort WPF DataGrid after bounded Data has changed,11509339.0,,,,
1194,"['c#', 'multithreading', 'serial-port']","{'account_id': 1660273, 'reputation': 4952, 'user_id': 1528699, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/XlKDW.jpg?s=256&g=1', 'display_name': 'Shiridish', 'link': 'https://stackoverflow.com/users/1528699/shiridish'}",True,64166,3,6,1481028197,1342862037,,11590945,CC BY-SA 3.0,https://stackoverflow.com/questions/11590945/how-to-display-the-data-read-in-datareceived-event-handler-of-serialport,How to display the data read in DataReceived event handler of serialport,11591116.0,,,,
1195,"['c#', 'resharper', 'resharper-5.1']","{'account_id': 1653239, 'reputation': 1296, 'user_id': 1523402, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/da97a3780187395ff3d5af65e6bf6702?s=256&d=identicon&r=PG', 'display_name': 'thersch', 'link': 'https://stackoverflow.com/users/1523402/thersch'}",True,5905,4,6,1480680830,1342451201,1342611448.0,11507108,CC BY-SA 3.0,https://stackoverflow.com/questions/11507108/automatically-rename-class-to-match-file-name,Automatically rename class to match file name,32355443.0,,,,
1196,"['c#', 'sockets']","{'account_id': 1201283, 'reputation': 882, 'user_id': 1171898, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/dbc6077fb673ade0fecc4153d8a8ed91?s=256&d=identicon&r=PG', 'display_name': 'Mars', 'link': 'https://stackoverflow.com/users/1171898/mars'}",True,11535,1,5,1480615746,1341476023,1341476368.0,11340312,CC BY-SA 3.0,https://stackoverflow.com/questions/11340312/detecting-unexpected-socket-disconnect,Detecting unexpected socket disconnect,11340431.0,,,,
1197,"['c#', 'class', 'constructor', 'namespaces', 'nested']","{'account_id': 1578556, 'reputation': 3533, 'user_id': 1464444, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/5213db7ccc9b33ec570bee601f45cb3b?s=256&d=identicon&r=PG', 'display_name': '4444', 'link': 'https://stackoverflow.com/users/1464444/4444'}",True,7168,4,6,1480520852,1342194230,1480520852.0,11473830,CC BY-SA 3.0,https://stackoverflow.com/questions/11473830/one-constructor-for-a-class-and-its-nested-classes,One Constructor for a Class and its Nested Classes,11473891.0,,,,
1198,"['c#', 'windows-services', 'console-application']","{'account_id': 1646236, 'reputation': 95, 'user_id': 1517740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0ccf9c72dceb314ab8b52f8ba3ac276?s=256&d=identicon&r=PG', 'display_name': 'Juni', 'link': 'https://stackoverflow.com/users/1517740/juni'}",True,8195,6,7,1480196588,1343652264,,11721851,CC BY-SA 3.0,https://stackoverflow.com/questions/11721851/is-it-good-to-have-windows-service-or-console-application,Is it good to have windows service or console application?,11721952.0,,,,
1199,"['c#', '.net', 'msbuild', 'teamcity', 'msbuild-4.0']","{'account_id': 163621, 'reputation': 623, 'user_id': 385883, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/caf3c98f6af9b7a51bca0e2fab29da7b?s=256&d=identicon&r=PG', 'display_name': 'pmanolov', 'link': 'https://stackoverflow.com/users/385883/pmanolov'}",True,19890,4,24,1480187658,1342617520,1480187658.0,11542367,CC BY-SA 3.0,https://stackoverflow.com/questions/11542367/where-can-i-find-microsoft-build-utilities-v3-5,Where can I find Microsoft.Build.Utilities.v3.5,,,,,
1200,"['c#', 'wpf']","{'account_id': 1095009, 'reputation': 125, 'user_id': 1088788, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/18a68ef0aa723a7aab8c84dd2be687ee?s=256&d=identicon&r=PG', 'display_name': 'Bryan Ulfers', 'link': 'https://stackoverflow.com/users/1088788/bryan-ulfers'}",True,1151,1,3,1480147905,1343052651,1343053053.0,11614250,CC BY-SA 3.0,https://stackoverflow.com/questions/11614250/all-text-completely-missing-or-rendering-as-boxes,All text completely missing or rendering as boxes,11614925.0,,,,
1201,"['c#', 'asp.net', 'sql-server-2008-r2']","{'account_id': 1487972, 'reputation': 107, 'user_id': 1395782, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/1965d1ce937c9e01589e5dea5061755e?s=256&d=identicon&r=PG', 'display_name': 'user1395782', 'link': 'https://stackoverflow.com/users/1395782/user1395782'}",True,1235,1,0,1479962077,1341397687,,11327257,CC BY-SA 3.0,https://stackoverflow.com/questions/11327257/how-to-send-an-email-notification-about-updating-the-status-of-the-suggestion-to,How to send an email notification about updating the status of the suggestion to its owner?,,,,,
1202,"['c#', 'crystal-reports', 'report']","{'account_id': 1566582, 'reputation': 43, 'user_id': 1455232, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/6688974f5b676c70ad5a0552992b8d3e?s=256&d=identicon&r=PG', 'display_name': 'user1455232', 'link': 'https://stackoverflow.com/users/1455232/user1455232'}",False,1787,4,0,1479471695,1342082110,1342083302.0,11447944,CC BY-SA 3.0,https://stackoverflow.com/questions/11447944/crystal-report-failed,crystal report failed,,,,,
1203,"['c#', 'sql-server', 'sql-server-2008']","{'account_id': 479869, 'reputation': 5194, 'user_id': 892788, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e233ae4d7776dd50ffc5dd43eab2d8e8?s=256&d=identicon&r=PG', 'display_name': 'diyoda_', 'link': 'https://stackoverflow.com/users/892788/diyoda'}",True,34135,2,1,1479463989,1342178292,1342178541.0,11469457,CC BY-SA 3.0,https://stackoverflow.com/questions/11469457/run-executable-from-sql-server,Run executable from SQL Server,,,,,
1204,"['c#', 'streamreader']","{'account_id': 1687664, 'reputation': 13, 'user_id': 1550607, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af7351371847e68503daa26948f84271?s=256&d=identicon&r=PG', 'display_name': 'user1550607', 'link': 'https://stackoverflow.com/users/1550607/user1550607'}",True,4357,4,1,1479350736,1343283942,1348646300.0,11663585,CC BY-SA 3.0,https://stackoverflow.com/questions/11663585/parsing-a-file-with-strings-and-integers-c,Parsing a file with strings and integers c#,11663704.0,,,,
1205,"['c#', '.net', 'encoding', 'utf-8']","{'account_id': 952226, 'reputation': 567, 'user_id': 978126, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2dd09a1d014aaedaee63c5f1a204124a?s=256&d=identicon&r=PG', 'display_name': 'valch', 'link': 'https://stackoverflow.com/users/978126/valch'}",True,68390,1,32,1479338548,1342608468,,11539631,CC BY-SA 3.0,https://stackoverflow.com/questions/11539631/how-to-convert-utf8-string-to-utf8-byte-array,How to convert utf8 string to utf8 byte array?,11539739.0,,,,
1206,"['c#', 'wcf', 'visual-studio', 'amazon-ec2', 'remote-debugging']","{'account_id': 385129, 'reputation': 6329, 'user_id': 742084, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/569c94b33b92b9e2aeac4e10fcea1643?s=256&d=identicon&r=PG', 'display_name': 'Cel', 'link': 'https://stackoverflow.com/users/742084/cel'}",True,1021,2,0,1479225773,1342694549,1592644375.0,11559090,CC BY-SA 4.0,https://stackoverflow.com/questions/11559090/debugging-wcf-application-with-visual-studio-on-aws-ec2-instance,Debugging WCF application with Visual Studio on AWS EC2 instance,13681948.0,,,,
1207,"['c#', 'encoding', 'streaming', 'capture']","{'account_id': 1523793, 'reputation': 350, 'user_id': 1422713, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/9e030f73de89fe1ccefc9c7e332a3225?s=256&d=identicon&r=PG', 'display_name': 'Radius', 'link': 'https://stackoverflow.com/users/1422713/radius'}",True,1919,2,2,1479101542,1342245003,1342312204.0,11481414,CC BY-SA 3.0,https://stackoverflow.com/questions/11481414/how-to-stream-video-from-videogame-to-another-computer-in-realtime,How to stream video from videogame to another computer in realtime?,11482500.0,,,,
1208,"['c#', 'export-to-excel']","{'account_id': 1622347, 'reputation': 71, 'user_id': 1498646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd02daa53fc4bf0d4374cae093368d83?s=256&d=identicon&r=PG', 'display_name': 'user1498646', 'link': 'https://stackoverflow.com/users/1498646/user1498646'}",False,3819,1,4,1478694490,1341581878,1478694490.0,11363284,CC BY-SA 3.0,https://stackoverflow.com/questions/11363284/how-create-excel-table-in-c,How create Excel Table in C#,,,,,
1209,"['c#', 'xml', 'xml-serialization', 'clone', 'xmlreader']","{'account_id': 151678, 'reputation': 740, 'user_id': 365706, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/6ac9e6b196e782081e94dec6971591ed?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/365706/anonymous'}",True,2254,3,1,1478621646,1342716972,1478621646.0,11565711,CC BY-SA 3.0,https://stackoverflow.com/questions/11565711/cant-successfully-clone-xmlreader-unexpected-eof,Can&#39;t successfully clone XMLReader (Unexpected EOF),11566724.0,,,,
1210,"['c#', 'silverlight', 'windows-phone-7']","{'account_id': 471898, 'reputation': 2622, 'user_id': 879992, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/bb1c9fe1230bbfc9692203941e8624bd?s=256&d=identicon&r=PG', 'display_name': 'revolutionkpi', 'link': 'https://stackoverflow.com/users/879992/revolutionkpi'}",True,524,2,2,1478259075,1342437880,1418625207.0,11503257,CC BY-SA 3.0,https://stackoverflow.com/questions/11503257/how-to-check-content-file-for-existence,How to check content file for existence?,,,,,
1211,"['c#', '.net', 'oop']","{'account_id': 733666, 'reputation': 22304, 'user_id': 696627, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/x4YHl.gif?s=256&g=1', 'display_name': 'LCJ', 'link': 'https://stackoverflow.com/users/696627/lcj'}",True,13465,5,7,1478245246,1341298188,1341317183.0,11305825,CC BY-SA 3.0,https://stackoverflow.com/questions/11305825/how-to-check-whether-a-base-class-object-or-derived-object,How to check whether a base class object or derived object?,11307421.0,,,,
1212,['c#'],"{'account_id': 1376568, 'reputation': 10993, 'user_id': 1310467, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/5cf642385fc2d0e1588c9c931a533def?s=256&d=identicon&r=PG', 'display_name': 'HatSoft', 'link': 'https://stackoverflow.com/users/1310467/hatsoft'}",True,27234,5,35,1478064108,1341677846,1342437743.0,11376657,CC BY-SA 3.0,https://stackoverflow.com/questions/11376657/what-is-the-difference-between-delegate-action-in-c,What is the difference between Delegate &amp; Action in C#,11376763.0,,,,
1213,"['c#', 'asp.net', 'sql-server', 'image']","{'account_id': 1566412, 'reputation': 5960, 'user_id': 1455108, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/zaRtd.jpg?s=256&g=1', 'display_name': 'Jo&#227;o Paulo', 'link': 'https://stackoverflow.com/users/1455108/jo%c3%a3o-paulo'}",True,14759,2,4,1477951442,1341164069,1477951442.0,11284217,CC BY-SA 3.0,https://stackoverflow.com/questions/11284217/how-can-i-display-an-image-from-sql-server-using-asp-net,How can I display an image from SQL Server using ASP.NET?,11284283.0,,,,
1214,"['c#', '.net']","{'account_id': 380928, 'reputation': 5593, 'user_id': 735259, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/l4Cx3.jpg?s=256&g=1', 'display_name': 'Barış Velioğlu', 'link': 'https://stackoverflow.com/users/735259/bar%c4%b1%c5%9f-velio%c4%9flu'}",True,5659,3,5,1477650159,1343155303,1343156330.0,11637255,CC BY-SA 3.0,https://stackoverflow.com/questions/11637255/check-if-property-has-an-specified-attribute-and-then-print-value-of-it,"Check if property has an specified attribute, and then print value of it",11637281.0,,,,
1215,"['c#', 'openssl', 'x509certificate2', 'smime']","{'account_id': 1477591, 'reputation': 1295, 'user_id': 1387633, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c83fbd2af13aa463f9401d28ca4b8e8a?s=256&d=identicon&r=PG', 'display_name': 'Arian Sharifian', 'link': 'https://stackoverflow.com/users/1387633/arian-sharifian'}",True,2948,1,3,1477626639,1342541447,1477626639.0,11526572,CC BY-SA 3.0,https://stackoverflow.com/questions/11526572/different-s-mime-signature-between-openssl-and-c,Different S/MIME signature between OpenSSL and C#,11671937.0,,,,
1216,"['c#', '.net', 'wpf', 'xaml', 'treeview']","{'account_id': 1570957, 'reputation': 145, 'user_id': 1458657, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/07fdcf8585a593e3aabec20d3a3e8d12?s=256&d=identicon&r=PG', 'display_name': 'Larimow', 'link': 'https://stackoverflow.com/users/1458657/larimow'}",True,8091,2,7,1477476720,1342611509,1346250269.0,11540459,CC BY-SA 3.0,https://stackoverflow.com/questions/11540459/create-refresh-a-wpf-treeview-and-remember-expanded-nodes-without-xaml,"Create, refresh a WPF TreeView and remember expanded nodes without XAML",,,,,
1217,"['c#', 'winforms', 'listview']","{'account_id': 10085, 'reputation': 6214, 'user_id': 18882, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/1f4862a8f8c91e2ad84b28cf074f4dd5?s=256&d=identicon&r=PG', 'display_name': 'Steve Fallows', 'link': 'https://stackoverflow.com/users/18882/steve-fallows'}",True,6386,2,1,1477241198,1342717065,,11565730,CC BY-SA 3.0,https://stackoverflow.com/questions/11565730/how-to-convert-selectedlistviewitemcollection-to-listviewitemcollection,How to convert SelectedListViewItemCollection to ListViewItemCollection,11565986.0,,,,
1218,"['c#', 'windows', 'process', 'processstartinfo']","{'account_id': 451349, 'reputation': 23579, 'user_id': 847200, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ac14814bcfc842f847af55f9b3ad55b5?s=256&d=identicon&r=PG', 'display_name': 'Arsen Zahray', 'link': 'https://stackoverflow.com/users/847200/arsen-zahray'}",True,1693,3,3,1476714975,1342605608,,11538848,CC BY-SA 3.0,https://stackoverflow.com/questions/11538848/prevent-child-process-from-showing-a-shell-window-in-c,Prevent child process from showing a shell window in c#,11538892.0,,,,
1219,"['c#', 'string', 'unicode', 'utf-8']","{'account_id': 59345, 'reputation': 1220, 'user_id': 177596, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/6c0399d36946b8d54593a3e7078de252?s=256&d=identicon&r=PG', 'display_name': 'remio', 'link': 'https://stackoverflow.com/users/177596/remio'}",True,145659,4,8,1476380248,1341233236,1341233754.0,11293994,CC BY-SA 3.0,https://stackoverflow.com/questions/11293994/how-to-convert-a-utf-8-string-into-unicode,How to convert a UTF-8 string into Unicode?,11300580.0,,,,
1220,"['c#', 'list', 'inheritance']","{'account_id': 1524554, 'reputation': 91, 'user_id': 1423312, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e01b1df20ebd2c371a0502df4bf394a7?s=256&d=identicon&r=PG', 'display_name': 'Deadrust', 'link': 'https://stackoverflow.com/users/1423312/deadrust'}",True,15310,5,8,1476377440,1342392296,1342394377.0,11496274,CC BY-SA 3.0,https://stackoverflow.com/questions/11496274/c-listbaseclass-any-way-to-store-inherited-classes-within-too,"C# List&lt;baseClass&gt; - any way to store inherited classes within, too?",,,,,
1221,"['c#', 'wpf', 'binding', 'commandparameter']","{'account_id': 82454, 'reputation': 4630, 'user_id': 231826, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/4eedf2a257ec3d80eb6b14ede73473b6?s=256&d=identicon&r=PG', 'display_name': 'TrustyCoder', 'link': 'https://stackoverflow.com/users/231826/trustycoder'}",True,1501,2,1,1476350195,1343423973,1343427487.0,11695784,CC BY-SA 3.0,https://stackoverflow.com/questions/11695784/binding-each-item-on-gridview-row,binding each item on gridview row,11696259.0,,,,
1222,"['c#', 'xml', 'linq']","{'account_id': 332624, 'reputation': 13245, 'user_id': 658031, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/711e76c263d03660772b5a5198d33671?s=256&d=identicon&r=PG', 'display_name': 'EMBEDONIX', 'link': 'https://stackoverflow.com/users/658031/embedonix'}",True,2183,2,1,1476269447,1342426241,1342426331.0,11500367,CC BY-SA 3.0,https://stackoverflow.com/questions/11500367/conversion-from-xpathnodeiterator-to-linq,Conversion from `XPathNodeIterator` to `linq`,11500670.0,,,,
1223,"['c#', 'validation', 'datagridview']","{'account_id': 1650056, 'reputation': 945, 'user_id': 1520835, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/5b9a2af6a7794c6f6446790d1321af73?s=256&d=identicon&r=PG', 'display_name': 'CHRISTOPHER MCCONVILLE', 'link': 'https://stackoverflow.com/users/1520835/christopher-mcconville'}",True,3907,6,2,1476117406,1343132797,,11630850,CC BY-SA 3.0,https://stackoverflow.com/questions/11630850/converting-a-negative-value-to-0,converting a negative value to 0,11630994.0,,,,
1224,"['c#', 'asp.net-mvc', 'ab-testing']","{'account_id': 44527, 'reputation': 2256, 'user_id': 130753, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/3Pd2h.jpg?s=256&g=1', 'display_name': 'skub', 'link': 'https://stackoverflow.com/users/130753/skub'}",True,4271,2,3,1476108381,1341538704,,11354792,CC BY-SA 3.0,https://stackoverflow.com/questions/11354792/good-a-b-testing-framework-for-asp-net-mvc,Good A/B testing framework for ASP.NET MVC,11473695.0,,,,
1225,"['c#', 'visual-studio-2010']","{'account_id': 1648608, 'reputation': 21, 'user_id': 1519617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9cb497db27337159b37dc768e40eca1?s=256&d=identicon&r=PG', 'display_name': 'abbas BozorgiRad', 'link': 'https://stackoverflow.com/users/1519617/abbas-bozorgirad'}",False,140,1,0,1475841957,1342066517,1475841957.0,11444922,CC BY-SA 3.0,https://stackoverflow.com/questions/11444922/f11-debugs-correctly-but-f5-does-not,F11 debugs correctly but F5 does not,,,,,
1226,"['c#', 'asp.net', 'web']","{'account_id': 419602, 'reputation': 1533, 'user_id': 796862, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a646f301eef062712f16ca85f82c8ab3?s=256&d=identicon&r=PG', 'display_name': 'Alon M', 'link': 'https://stackoverflow.com/users/796862/alon-m'}",True,1402,2,0,1475792213,1341076375,1475792213.0,11276018,CC BY-SA 3.0,https://stackoverflow.com/questions/11276018/find-out-if-server-is-running-asp-net,"Find out if server is running, asp.net",11276151.0,,,,
1227,"['c#', 'mono', 'gtk', 'monodevelop', 'gtk#']","{'account_id': 1595307, 'reputation': 734, 'user_id': 1477597, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/00d4962ccd4f1cf0bb7d0d688d09eb54?s=256&d=identicon&r=PG', 'display_name': 'Razick', 'link': 'https://stackoverflow.com/users/1477597/razick'}",True,3819,4,0,1475664454,1342576997,1386291368.0,11533340,CC BY-SA 3.0,https://stackoverflow.com/questions/11533340/monodevelop-gtk-errors,MonoDevelop GTK# Errors,11552105.0,,,,
1228,"['c#', 'excel']","{'account_id': 1654652, 'reputation': 21, 'user_id': 1524520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b592b4a5f2c1f3f3a0c7f97e6bdbd307?s=256&d=identicon&r=PG', 'display_name': 'user1524520', 'link': 'https://stackoverflow.com/users/1524520/user1524520'}",True,5056,3,1,1475596812,1342209887,1342273333.0,11477581,CC BY-SA 3.0,https://stackoverflow.com/questions/11477581/when-excel-file-is-opened-externally-during-c-application-an-exception-occurs,"When Excel file is opened externally during C# application, an exception occurs",,,,,
1229,"['c#', '.net', 'winforms', 'data-binding']","{'account_id': 19805, 'reputation': 11976, 'user_id': 46724, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/01b43bfdbd4fa48a3eee5a9dbe773d4a?s=256&d=identicon&r=PG', 'display_name': 'Refracted Paladin', 'link': 'https://stackoverflow.com/users/46724/refracted-paladin'}",False,215,1,4,1475485689,1341259484,1341334603.0,11300414,CC BY-SA 3.0,https://stackoverflow.com/questions/11300414/second-level-property-binding-exception-on-win-xpx86-os-but-not-win-7x64,Second Level Property Binding exception on Win XP(x86) OS but not Win 7(x64),,,,,
1230,"['c#', 'xaml', 'uwp', 'microsoft-metro', 'bitmapimage']","{'account_id': 1132800, 'reputation': 6258, 'user_id': 1118485, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/12af5844add68c986217e4267f2b69c9?s=256&d=identicon&r=PG', 'display_name': 'Darf Zon', 'link': 'https://stackoverflow.com/users/1118485/darf-zon'}",True,2978,2,0,1475313561,1342745111,1475313561.0,11571365,CC BY-SA 3.0,https://stackoverflow.com/questions/11571365/how-to-get-the-width-and-height-of-a-bitmapimage-in-metro-uwp,How to get the width and height of a BitmapImage in metro (UWP)?,11571855.0,,,,
1231,"['c#', 'gethashcode']","{'account_id': 49269, 'reputation': 45490, 'user_id': 146622, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5240a4744cdf2fffb8bd36c0649fcab4?s=256&d=identicon&r=PG', 'display_name': 'Daniel A.A. Pelsmaeker', 'link': 'https://stackoverflow.com/users/146622/daniel-a-a-pelsmaeker'}",True,953,3,6,1475223783,1343606154,1343606568.0,11713980,CC BY-SA 3.0,https://stackoverflow.com/questions/11713980/bug-in-array-istructuralequatable-gethashcode,Bug in Array.IStructuralEquatable.GetHashCode?,11714003.0,,,,
1232,"['c#', 'wpf', 'panel']","{'account_id': 311126, 'reputation': 1287, 'user_id': 624525, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/dde6ba8dfc1f6006d73888a660edb9e7?s=256&d=identicon&r=PG', 'display_name': 'Moataz Aahmed Mohammed', 'link': 'https://stackoverflow.com/users/624525/moataz-aahmed-mohammed'}",True,3215,2,1,1475090061,1342286690,,11485843,CC BY-SA 3.0,https://stackoverflow.com/questions/11485843/how-can-i-create-hexagon-menu-using-wpf,How can i create hexagon menu using WPF?,11486140.0,,,,
1233,"['c#', 'asp.net-mvc', 'task-parallel-library', 'async-await']","{'account_id': 3833, 'reputation': 5148, 'user_id': 5599, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4226360f69e7847c4492a4efb5ec9203?s=256&d=identicon&r=PG', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/5599/anthony'}",True,8686,2,9,1475042019,1341585277,1495539955.0,11364272,CC BY-SA 3.0,https://stackoverflow.com/questions/11364272/asp-net-mvc-4-controller-hangs-whenever-async-is-used,ASP.Net MVC 4 controller hangs whenever async is used,,,,,1341673248.0
1234,"['c#', 'asp.net']","{'account_id': 911979, 'reputation': 952, 'user_id': 945604, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/5c1a1abd7c33eaf123e10928a8296376?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/945604/jack'}",True,2731,2,0,1474953351,1341291671,1341458733.0,11304738,CC BY-SA 3.0,https://stackoverflow.com/questions/11304738/asp-net-page-freezing,ASP.NET page freezing,11337525.0,,,,
1235,"['c#', 'visual-studio-2010']","{'account_id': 1659628, 'reputation': 1, 'user_id': 1528157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d991bb01a15a57f0b33527dbffc270c?s=256&d=identicon&r=PG', 'display_name': 'Isaac Zhr', 'link': 'https://stackoverflow.com/users/1528157/isaac-zhr'}",True,151,1,0,1474918280,1342424591,1474918280.0,11500015,CC BY-SA 3.0,https://stackoverflow.com/questions/11500015/passing-one-cell-of-datagridview-form-form2-to-textbox-of-in-form1,Passing one cell of DataGridView form form2 to textbox of in form1,,,,,
