,tags,migrated_from,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,accepted_answer_id,content_license,protected_date,closed_date,closed_reason,community_owned_date
1000,"['c#', 'serialization', 'datacontractserializer', 'datacontractjsonserializer']",,"{'account_id': 1878500, 'reputation': 3766, 'user_id': 1699169, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/9oJa4.jpg?s=256&g=1', 'display_name': 'Kishor', 'link': 'https://stackoverflow.com/users/1699169/kishor'}",True,17722,1,21,1502317959,1353563716,1502317959.0,13506630,https://stackoverflow.com/questions/13506630/datacontractjsonserializer-to-skip-nodes-with-null-values,DataContractJsonSerializer to skip nodes with null values,13506715.0,CC BY-SA 3.0,,,,
1001,"['c#', 'json', 'serialization', 'datacontractjsonserializer']",,"{'account_id': 1287938, 'reputation': 651, 'user_id': 1240646, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/86913beb9b7de83dfab09b8101778e92?s=256&d=identicon&r=PG', 'display_name': 'mumu2', 'link': 'https://stackoverflow.com/users/1240646/mumu2'}",True,655,1,3,1502317949,1353595845,1502317949.0,13515213,https://stackoverflow.com/questions/13515213/deserialize-json-with-array-of-different-types-using-datacontractjsonserializer,Deserialize json with array of different types using DataContractJsonSerializer,,CC BY-SA 3.0,,,,
1002,"['c#', 'file', 'datatable']",,"{'account_id': 2050503, 'reputation': 571, 'user_id': 1829626, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/frj1y.jpg?s=256&g=1', 'display_name': 'Djama', 'link': 'https://stackoverflow.com/users/1829626/djama'}",True,15494,2,4,1502236529,1353316281,,13450601,https://stackoverflow.com/questions/13450601/fill-a-data-table-from-a-text-file,Fill a Data table from a text file,,CC BY-SA 3.0,,,,
1003,"['c#', '.net', 'wpf', 'xaml']",,"{'account_id': 19805, 'reputation': 11976, 'user_id': 46724, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/01b43bfdbd4fa48a3eee5a9dbe773d4a?s=256&d=identicon&r=PG', 'display_name': 'Refracted Paladin', 'link': 'https://stackoverflow.com/users/46724/refracted-paladin'}",True,30264,1,23,1502193610,1353950124,1500380604.0,13569782,https://stackoverflow.com/questions/13569782/how-to-access-control-in-code-behind-that-was-created-in-xaml,How to access control in Code Behind that was &#39;created&#39; in XAML,13569886.0,CC BY-SA 3.0,,,,
1004,"['c#', 'dynamic', 'architecture']",,"{'account_id': 1449615, 'reputation': 1932, 'user_id': 1366938, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/aaa9992a2040aa4b3015a6303c2e9b05?s=256&d=identicon&r=PG', 'display_name': 'Yogiraj', 'link': 'https://stackoverflow.com/users/1366938/yogiraj'}",True,1149,2,2,1501726654,1353017316,1353040040.0,13407116,https://stackoverflow.com/questions/13407116/is-it-architecturally-wrong-to-use-dynamic-return-type-on-a-method-exposed-throu,Is it architecturally wrong to use dynamic return type on a method exposed through interface?,13407584.0,,,1353054537.0,not constructive,
1005,"['c#', 'bitmap', 'png', 'console-application']",,"{'account_id': 2000356, 'reputation': 13, 'user_id': 1791564, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec80da957a049dd8d4f07e50bc7e6a73?s=256&d=identicon&r=PG', 'display_name': 'tech_guy', 'link': 'https://stackoverflow.com/users/1791564/tech-guy'}",True,3463,4,-1,1501655322,1351781186,1501655322.0,13179522,https://stackoverflow.com/questions/13179522/how-to-save-a-bitmap-as-an-png-in-console-application-of-c,How to save a bitmap as an png in console application of c#,,CC BY-SA 3.0,,,,
1006,"['c#', '.net', 'database', 'tsql', 'visual-studio-2012']",,"{'account_id': 300185, 'reputation': 527, 'user_id': 607188, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0d36972fa319668fcd614a86b158c5ec?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/607188/david'}",True,1362,2,-1,1501655233,1353418342,1501655233.0,13474344,https://stackoverflow.com/questions/13474344/copying-a-row-from-one-database-table-to-its-twin-on-a-different-server-through,Copying a row from one database table to its twin on a different server through C#,,CC BY-SA 3.0,,,,
1007,"['c#', 'windows', 'arrays', 'forms', 'listview']",,"{'account_id': 2013850, 'reputation': 483, 'user_id': 1801629, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/72495108823b44cd1f707f9096b504ca?s=256&d=identicon&r=PG', 'display_name': 'Edwin Torres', 'link': 'https://stackoverflow.com/users/1801629/edwin-torres'}",True,1664,3,0,1501655173,1353690075,1501655173.0,13533223,https://stackoverflow.com/questions/13533223/indexoutofrangeexception-was-unhandled-index-was-outside-the-bounds-of-the-arra,IndexOutOfRangeException was unhandled- Index was outside the bounds of the array,13533272.0,CC BY-SA 3.0,,,,
1008,"['c#', 'database', 'ado.net', 'enterprise-architect']",,"{'account_id': 1848555, 'reputation': 19, 'user_id': 1675665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e06d53f55cebde18a3d3803eeb175cab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Khalil Ahmed Al-Hadidi', 'link': 'https://stackoverflow.com/users/1675665/khalil-ahmed-al-hadidi'}",True,1146,2,-1,1501655077,1353702157,1501655077.0,13535294,https://stackoverflow.com/questions/13535294/an-attempt-to-attach-an-auto-named-database-in-windows-application,An attempt to attach an auto-named database in windows Application,,CC BY-SA 3.0,,,,
1009,"['c#', '.net', 'string']",,"{'account_id': 1066483, 'reputation': 157, 'user_id': 1066909, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/eb74d1cf3ecc11ee99807d24e0d0c6b6?s=256&d=identicon&r=PG', 'display_name': '02446', 'link': 'https://stackoverflow.com/users/1066909/02446'}",True,9473,8,1,1501655007,1353952282,1501655007.0,13570360,https://stackoverflow.com/questions/13570360/c-substring-throws-an-exception,C# substring throws an exception,13570433.0,CC BY-SA 3.0,,,,
1010,"['c#', 'jquery', 'asp.net']",,"{'account_id': 1964568, 'reputation': 61, 'user_id': 1765168, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/7502a3d6e51283297da5175146ef447e?s=256&d=identicon&r=PG', 'display_name': 'siva', 'link': 'https://stackoverflow.com/users/1765168/siva'}",True,2464,2,4,1501582792,1351926750,1351927462.0,13206939,https://stackoverflow.com/questions/13206939/how-to-get-return-value-from-pagemethods-in-jquery,How to get return value from pagemethods in Jquery..?,,CC BY-SA 3.0,,,,
1011,"['c#', 'regex', 'timeout']",,"{'account_id': 1833195, 'reputation': 3743, 'user_id': 1664109, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/JAlH9.jpg?s=256&g=1', 'display_name': 'RockOnGom', 'link': 'https://stackoverflow.com/users/1664109/rockongom'}",False,731,2,2,1501561682,1353075487,1443541249.0,13418406,https://stackoverflow.com/questions/13418406/matchcollection-timeout,matchcollection timeout,,CC BY-SA 3.0,,,,
1012,"['c#', 'facebook', 'xamarin.ios', 'monotouch.dialog']",,"{'account_id': 1951307, 'reputation': 452, 'user_id': 1755332, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/399cb8cfa5f1969d61c7c47209175061?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dorababu Dodda', 'link': 'https://stackoverflow.com/users/1755332/dorababu-dodda'}",True,194,1,0,1501554521,1354076652,1501554521.0,13597807,https://stackoverflow.com/questions/13597807/logout-not-working-properly-in-monotouch-bindings-facebook-sample,logout not working properly in monotouch-bindings facebook sample,13605682.0,CC BY-SA 3.0,,,,
1013,"['c#', 'asp.net', 'data-binding', 'gridview']",,"{'account_id': 1837797, 'reputation': 291, 'user_id': 1667797, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/1e49366b2d76c9c5694e06252a8723d7?s=256&d=identicon&r=PG', 'display_name': 'Esha', 'link': 'https://stackoverflow.com/users/1667797/esha'}",True,1265,3,0,1501466398,1354164755,1354165551.0,13619056,https://stackoverflow.com/questions/13619056/data-binding-for-gridview,data binding for gridview,13619189.0,CC BY-SA 3.0,,,,
1014,"['c#', 'winforms', 'ado.net']",,"{'account_id': 1166212, 'reputation': 1116, 'user_id': 1144431, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/30491c94c6f2052234d824c3089cc07f?s=256&d=identicon&r=PG', 'display_name': 'Amanda_Panda', 'link': 'https://stackoverflow.com/users/1144431/amanda-panda'}",True,10771,3,3,1501365039,1354224702,1501335238.0,13635109,https://stackoverflow.com/questions/13635109/populating-a-datagridviewcomboboxcolumn-with-dictionary-keys-and-values,Populating a DataGridViewComboBoxColumn with dictionary keys and values,13635532.0,CC BY-SA 3.0,,,,
1015,"['c#', 'class', 'object', 'reflection', 'gettype']",,"{'account_id': 1864663, 'reputation': 57, 'user_id': 1688519, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/922337d0377503a8e847ae1c92c6ec3e?s=256&d=identicon&r=PG', 'display_name': 'SwissEngineer', 'link': 'https://stackoverflow.com/users/1688519/swissengineer'}",True,4361,2,2,1501349646,1351779453,1501349646.0,13178988,https://stackoverflow.com/questions/13178988/c-set-property-in-unknown-object,C# Set Property in unknown object,13179295.0,CC BY-SA 3.0,,,,
1016,"['c#', 'excel', 'email', 'attachment']",,"{'account_id': 2009972, 'reputation': 139, 'user_id': 1798681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2aa7c34043c04e277315c107955b395d?s=256&d=identicon&r=PG', 'display_name': 'ZYD', 'link': 'https://stackoverflow.com/users/1798681/zyd'}",True,40147,5,9,1501152214,1352065169,1352066626.0,13223200,https://stackoverflow.com/questions/13223200/how-can-i-send-an-excel-file-by-email,How can I send an Excel file by email?,13324435.0,CC BY-SA 3.0,,,,
1017,"['c#', '.net', 'entity-framework', 'linq-to-entities']",,"{'account_id': 44143, 'reputation': 1683, 'user_id': 129386, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/129386/tom'}",True,1190,2,4,1500868389,1353494094,1353504244.0,13491340,https://stackoverflow.com/questions/13491340/entity-framework-5-log-database-changes-at-runtime,Entity Framework 5 log database changes at runtime,,CC BY-SA 3.0,,,,
1018,"['c#', 'html', 'asp.net-mvc']",,"{'account_id': 259129, 'reputation': 13672, 'user_id': 541786, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/jLC30.jpg?s=256&g=1', 'display_name': 'Nitish', 'link': 'https://stackoverflow.com/users/541786/nitish'}",True,191,1,1,1500801854,1353071851,1500801854.0,13417406,https://stackoverflow.com/questions/13417406/put-value-from-view-in-viewbag,Put value from view in viewBag,13417432.0,CC BY-SA 3.0,,,,
1019,"['c#', '.net', 'wpf', 'observablecollection', 'inotifypropertychanged']",,"{'account_id': 70864, 'reputation': 1175, 'user_id': 205110, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2b1ad65d162d234207b2a70658837ce4?s=256&d=identicon&r=PG', 'display_name': 'Reza M.', 'link': 'https://stackoverflow.com/users/205110/reza-m'}",True,7208,3,18,1500564525,1351894688,1351946821.0,13203795,https://stackoverflow.com/questions/13203795/binding-multiple-observablecollections-to-one-observablecollection,Binding multiple ObservableCollections to One ObservableCollection,13205040.0,CC BY-SA 3.0,,,,
1020,"['c#', 'websocket4net']",,"{'account_id': 2039883, 'reputation': 61, 'user_id': 1821355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea95061a6e4760fd23fb28595540eee1?s=256&d=identicon&r=PG', 'display_name': 'Canda', 'link': 'https://stackoverflow.com/users/1821355/canda'}",True,2159,1,4,1500294782,1353434689,1500294782.0,13479346,https://stackoverflow.com/questions/13479346/can-you-specify-an-activity-timeout-for-websocket4net-websocket,Can you specify an activity timeout for WebSocket4Net websocket,,CC BY-SA 3.0,,,,
1021,"['c#', 'winforms']",,"{'account_id': 1121516, 'reputation': 5055, 'user_id': 1109750, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/T9Ryt.jpg?s=256&g=1', 'display_name': 'PJW', 'link': 'https://stackoverflow.com/users/1109750/pjw'}",True,80,1,0,1500199157,1353071725,1500199157.0,13417378,https://stackoverflow.com/questions/13417378/conditional-formatting-datagrid-will-not-work-in-forms-load-event,Conditional formatting Datagrid will not work in Forms Load Event,13417516.0,CC BY-SA 3.0,,,,
1022,"['c#', 'asp.net-mvc', 'asp.net-web-api']",,"{'account_id': 1819670, 'reputation': 239, 'user_id': 1653991, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f896ec702afe286e7771f65d75e12d5d?s=256&d=identicon&r=PG', 'display_name': 'Marius', 'link': 'https://stackoverflow.com/users/1653991/marius'}",True,7047,5,9,1500162278,1354005586,,13580243,https://stackoverflow.com/questions/13580243/asp-net-webapi-how-to-load-additional-controllers-at-runtime,ASP.Net WebApi: How to load additional controllers at runtime,,CC BY-SA 3.0,,,,
1023,"['c#', 'dropbox', 'dropbox-api', 'dropnet']",,"{'account_id': 1674043, 'reputation': 102, 'user_id': 1539928, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7BGiZ.jpg?s=256&g=1', 'display_name': 'Aminul Islam', 'link': 'https://stackoverflow.com/users/1539928/aminul-islam'}",False,1083,2,0,1500148531,1352450953,1500148531.0,13304756,https://stackoverflow.com/questions/13304756/how-can-i-get-the-members-of-a-dropbox-shared-folder-programmatically-using-c,How can i get the members of a Dropbox shared folder programmatically using c#?,,CC BY-SA 3.0,,,,
1024,"['c#', 'vb6-migration', 'crystal-reports-8.5']",,"{'account_id': 1649986, 'reputation': 582, 'user_id': 1520772, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f5b6b238725cee8db23074bea03786d8?s=256&d=identicon&r=PG', 'display_name': 'Thundter', 'link': 'https://stackoverflow.com/users/1520772/thundter'}",True,2129,1,2,1500103619,1353942206,1353942582.0,13567488,https://stackoverflow.com/questions/13567488/loop-through-crystal-sub-reports-using-craxdrt,loop through crystal sub reports using craxdrt,13569334.0,CC BY-SA 3.0,,,,
1025,"['c#', 'visual-studio']",,"{'account_id': 308884, 'reputation': 1888, 'user_id': 621023, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/7359dff10c6fb9d05965c8887363fd6e?s=256&d=identicon&r=PG', 'display_name': 'Michał Kuliński', 'link': 'https://stackoverflow.com/users/621023/micha%c5%82-kuli%c5%84ski'}",True,3488,2,15,1500056737,1351844078,1480420230.0,13191542,https://stackoverflow.com/questions/13191542/how-to-remove-all-c-methods-properties-fields-summary-comments-starting-with,How to remove all C# methods/properties/fields &quot;summary&quot; comments (starting with ///) in current document in Visual Studio with one shot?,13191711.0,CC BY-SA 3.0,,,,
1026,"['c#', '.net-3.5', 'c#-3.0']",,"{'account_id': 1658303, 'reputation': 9741, 'user_id': 1527189, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/24c82dd16a032e15dda2e71ffd9e836b?s=256&d=identicon&r=PG', 'display_name': 'Yograj Gupta', 'link': 'https://stackoverflow.com/users/1527189/yograj-gupta'}",True,29675,3,10,1500037434,1351800501,1495540732.0,13184698,https://stackoverflow.com/questions/13184698/dictionary-with-duplicate-key,Dictionary with duplicate Key,13184737.0,,,1351806610.0,exact duplicate,
1027,"['c#', 'crystal-reports']",,"{'account_id': 2014936, 'reputation': 172, 'user_id': 1802473, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/67f14da9414cde0a394ba3631006b8e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'ypcryz', 'link': 'https://stackoverflow.com/users/1802473/ypcryz'}",False,994,2,1,1499842355,1352192087,1410723763.0,13247505,https://stackoverflow.com/questions/13247505/crystal-report-logon-failed,Crystal Report Logon Failed,,CC BY-SA 3.0,,,,
1028,['c#'],,"{'account_id': 2041772, 'reputation': 51, 'user_id': 1822739, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39b15b72718e049752a6da19a51e3128?s=256&d=identicon&r=PG', 'display_name': 'user1822739', 'link': 'https://stackoverflow.com/users/1822739/user1822739'}",True,11255,5,2,1499839968,1352869786,,13373359,https://stackoverflow.com/questions/13373359/how-to-count-word-occurrences-in-an-array-of-strings-using-c,How to count word occurrences in an array of strings using c#?,,CC BY-SA 3.0,,,,
1029,"['c#', 'asp.net', 'visual-studio-2010', 'ms-access']",,"{'account_id': 563473, 'reputation': 8821, 'user_id': 180837, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/ff44ae938d84fe70d9e6f73ceba24baa?s=256&d=identicon&r=PG', 'display_name': 'InvalidSyntax', 'link': 'https://stackoverflow.com/users/180837/invalidsyntax'}",True,7787,2,5,1499713645,1354122758,1354126921.0,13610683,https://stackoverflow.com/questions/13610683/could-not-find-control-x-in-controlparameter-y,Could not find control &#39;x&#39; in ControlParameter &#39;y&#39;,13631559.0,CC BY-SA 3.0,,,,
1030,"['c#', '.net', 'parsing', 'midi']",,"{'account_id': 161573, 'reputation': 5278, 'user_id': 382456, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/1ac25865669434ea8bbb18d03838acc0?s=256&d=identicon&r=PG', 'display_name': 'Scott', 'link': 'https://stackoverflow.com/users/382456/scott'}",True,4831,2,3,1499430961,1352161675,1352163940.0,13242646,https://stackoverflow.com/questions/13242646/parsing-a-midi-file-for-note-on-only,Parsing a MIDI file for Note On only,44177751.0,CC BY-SA 3.0,,,,
1031,"['c#', '.net', 'wcf', 'service', 'wcf-binding']",,"{'account_id': 125733, 'reputation': 829, 'user_id': 321710, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/68bbacb9daebae69c2f01b7d461b20f8?s=256&d=identicon&r=PG', 'display_name': 'Subbu', 'link': 'https://stackoverflow.com/users/321710/subbu'}",True,1152,3,3,1499344747,1352741484,,13348504,https://stackoverflow.com/questions/13348504/wcf-implementation-for-interprocess-communication,wcf implementation for interprocess communication,13348645.0,CC BY-SA 3.0,,,,
1032,"['c#', 'asp.net', 'visual-studio-2010', 'user-controls']",,"{'account_id': 2043816, 'reputation': 11, 'user_id': 1824390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c245c2613202a874b120afe9c672ff15?s=256&d=identicon&r=PG', 'display_name': 'Justin Bone', 'link': 'https://stackoverflow.com/users/1824390/justin-bone'}",False,4081,1,1,1499262895,1352912810,1352913120.0,13383632,https://stackoverflow.com/questions/13383632/ascx-user-control-when-its-been-registered-on-aspx-page,ascx user control when it&#39;s been registered on aspx page,,CC BY-SA 3.0,,,,
1033,"['c#', '.net', 'winforms', 'visual-studio-2010', 'drag-and-drop']",,"{'account_id': 1166282, 'reputation': 880, 'user_id': 1144476, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/5c2a1da31b7a48c0047c1ca062634a7f?s=256&d=identicon&r=PG', 'display_name': 'Tacit', 'link': 'https://stackoverflow.com/users/1144476/tacit'}",True,300,1,2,1499163270,1352397583,1499163270.0,13294955,https://stackoverflow.com/questions/13294955/compare-winforms-control-positions-when-dragging,Compare WinForms control positions when dragging,13295715.0,CC BY-SA 3.0,,,,
1034,"['c#', 'linq', 'lambda']",,"{'account_id': 1888334, 'reputation': 163, 'user_id': 1707081, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/121dda3209eaf6dd92dc405c24383dab?s=256&d=identicon&r=PG', 'display_name': 'Chi', 'link': 'https://stackoverflow.com/users/1707081/chi'}",True,3007,5,0,1499154502,1352590251,1499154502.0,13327119,https://stackoverflow.com/questions/13327119/split-a-list-into-multiple-lists-using-lambda-expression,Split a list into multiple lists using lambda expression,13327190.0,CC BY-SA 3.0,,,,
1035,"['c#', '.net', 'web-config', 'membership-provider']",,"{'account_id': 1684301, 'reputation': 1386, 'user_id': 1547882, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/1f7269cccca4f69aa205df4333af1eac?s=256&d=identicon&r=PG', 'display_name': 'GowthamanSS', 'link': 'https://stackoverflow.com/users/1547882/gowthamanss'}",True,114,1,1,1499087550,1352265157,1499087550.0,13263450,https://stackoverflow.com/questions/13263450/altering-the-type-field-in-sqlmembership-provider,altering the type field in sqlmembership provider,13264089.0,CC BY-SA 3.0,,,,
1036,"['c#', '.net', 'sql-server', 'linq', 'ado.net']",,"{'account_id': 733666, 'reputation': 22304, 'user_id': 696627, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/x4YHl.gif?s=256&g=1', 'display_name': 'LCJ', 'link': 'https://stackoverflow.com/users/696627/lcj'}",True,1186,1,0,1498724130,1352963194,1495542465.0,13392899,https://stackoverflow.com/questions/13392899/handling-special-character-input-for-data-selection,Handling special character input for data selection,,,,1498724135.0,Duplicate,
1037,"['c#', 'c++-cli', 'unmanaged', 'vbo', 'glew']",,"{'account_id': 2040746, 'reputation': 45, 'user_id': 1822011, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2482880d3111277c987af94fa659a0fe?s=256&d=identicon&r=PG', 'display_name': 'mooviies', 'link': 'https://stackoverflow.com/users/1822011/mooviies'}",False,194,0,2,1498724104,1352840617,1352907838.0,13368742,https://stackoverflow.com/questions/13368742/how-to-use-vertex-buffer-objects-vbo-with-glew-and-sharpgl-using-managed-to-un,How to use Vertex Buffer Objects (VBO) with glew and SharpGL using managed to unmanaged call,,,,1498724109.0,Duplicate,
1038,"['c#', 'workflow']",,"{'account_id': 2025433, 'reputation': 243, 'user_id': 1810582, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01f23d14493f42335961d74dd99facd5?s=256&d=identicon&r=PG', 'display_name': 'user1810582', 'link': 'https://stackoverflow.com/users/1810582/user1810582'}",False,690,0,2,1498659729,1352411226,1352411845.0,13298384,https://stackoverflow.com/questions/13298384/instancestore-waitforevents-not-firing-when-using-workflowapplication-with-a-wor,InstanceStore WaitForEvents not firing when using WorkflowApplication with a WorkflowIdentity,,CC BY-SA 3.0,,,,
1039,"['c#', 'merge', 'interop', 'mailmerge', 'mergefield']",,"{'account_id': 1937221, 'reputation': 6179, 'user_id': 1744379, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a413835ed4aa8047dba481793dc9f663?s=256&d=identicon&r=PG', 'display_name': 'John Ernest Guadalupe', 'link': 'https://stackoverflow.com/users/1744379/john-ernest-guadalupe'}",True,4027,1,3,1498640220,1351823398,1498640220.0,13188472,https://stackoverflow.com/questions/13188472/how-to-add-data-into-a-merge-field,How to add data into a Merge Field,13195951.0,CC BY-SA 3.0,,,,
1040,"['c#', '.net', 'wpf', 'datagrid', 'rows']",,"{'account_id': 1622571, 'reputation': 987, 'user_id': 1498837, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/8c193ba013ab67a7b0ea498da369afe9?s=256&d=identicon&r=PG', 'display_name': 'Matan L', 'link': 'https://stackoverflow.com/users/1498837/matan-l'}",True,17072,1,3,1498630063,1354037840,1375522304.0,13589898,https://stackoverflow.com/questions/13589898/wpf-datagrid-row-height,WPF DataGrid row height,13590211.0,CC BY-SA 3.0,,,,
1041,"['c#', 'installation', 'wix', 'custom-action']",,"{'account_id': 2044529, 'reputation': 53, 'user_id': 1824935, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40dbc942417f0dae5968e6cab34c209d?s=256&d=identicon&r=PG', 'display_name': 'Rupert Puxton', 'link': 'https://stackoverflow.com/users/1824935/rupert-puxton'}",True,2997,1,3,1498570994,1352927865,,13387486,https://stackoverflow.com/questions/13387486/wix-custom-action-not-executing,WiX Custom action not executing,,CC BY-SA 3.0,,,,
1042,"['c#', 'asp.net', 'tinymce']",,"{'account_id': 553036, 'reputation': 4350, 'user_id': 918348, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/02040afbf766e2bef0851f90f890c869?s=256&d=identicon&r=PG', 'display_name': 'TheGateKeeper', 'link': 'https://stackoverflow.com/users/918348/thegatekeeper'}",True,409,1,0,1498199151,1352382013,,13290063,https://stackoverflow.com/questions/13290063/reading-the-tinymce-editor-content-in-asp-net,Reading the TinyMCE editor content in ASP.NET,,CC BY-SA 3.0,,,,
1043,"['c#', '.net', 'enums', 'task-parallel-library']",,"{'account_id': 1400270, 'reputation': 2121, 'user_id': 1329184, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/9f29cf4add3f8a14b25e4c4df0dbddce?s=256&d=identicon&r=PG', 'display_name': 'LoneXcoder', 'link': 'https://stackoverflow.com/users/1329184/lonexcoder'}",True,1597,3,3,1497953800,1353548830,1353566652.0,13504797,https://stackoverflow.com/questions/13504797/iterating-through-each-enum-value-needs-to-be-parallelized,Iterating through each Enum value needs to be parallelized,13504850.0,CC BY-SA 3.0,,,,
1044,"['c#', 'wpf', 'directx', 'dispatcher', 'sharpdx']",,"{'account_id': 1428902, 'reputation': 121, 'user_id': 1351762, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cdc350e9c0ee2e97374c4a3d7f36ab1?s=256&d=identicon&r=PG', 'display_name': 'CBent', 'link': 'https://stackoverflow.com/users/1351762/cbent'}",True,3510,2,1,1497479658,1352841376,1353004077.0,13368940,https://stackoverflow.com/questions/13368940/performance-issues-with-sharpdx-and-d3dimage,Performance Issues with SharpDX and D3DImage,,CC BY-SA 3.0,,,,
1045,"['c#', 'asp.net-web-api', 'asp.net-web-api-routing']",,"{'account_id': 100703, 'reputation': 1143, 'user_id': 271323, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/c9bfcec9e1212c3523d002aa861bf30d?s=256&d=identicon&r=PG', 'display_name': 'Luc C', 'link': 'https://stackoverflow.com/users/271323/luc-c'}",True,1617,2,3,1497474164,1352731777,1352808024.0,13345810,https://stackoverflow.com/questions/13345810/routing-of-file-like-names-in-asp-net-webapi,Routing of file-like names in Asp.NET WebApi,,CC BY-SA 3.0,,,,
1046,"['c#', 'asp.net', 'linq', 'lambda']",,"{'account_id': 294552, 'reputation': 34648, 'user_id': 598511, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/4529263ec7aae0cdd9a37062544ffaf0?s=256&d=identicon&r=PG', 'display_name': 'Johan', 'link': 'https://stackoverflow.com/users/598511/johan'}",True,6376,4,2,1497437516,1354111895,1486999079.0,13607042,https://stackoverflow.com/questions/13607042/lambda-check-if-list-contains-certain-property-values-on-all-properties,Lambda check if list contains certain property values on all properties,13607058.0,CC BY-SA 3.0,,,,
