,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
992,"['c#', '.net', 'this', 'static-classes']","{'account_id': 30899, 'reputation': 37977, 'user_id': 84539, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/277f6eb5c0f422fa7bec5b1d2cb51e82?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/84539/jon'}",True,9831,4,2,1504166399,1334479862,10160692,CC BY-SA 3.0,https://stackoverflow.com/questions/10160692/returning-this-in-a-static-method,Returning &#39;this&#39; in a static method,10160702.0,1334480205.0,,,,,
993,"['c#', 'asp.net-mvc', 'json']","{'account_id': 463634, 'reputation': 2626, 'user_id': 866659, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/mAaJx.jpg?s=256&g=1', 'display_name': 'Nothing', 'link': 'https://stackoverflow.com/users/866659/nothing'}",True,14122,1,13,1504047325,1335261874,10295776,CC BY-SA 3.0,https://stackoverflow.com/questions/10295776/a-circular-reference-was-detected-while-serializing-an-object-of-type,A circular reference was detected while serializing an object of type,10658915.0,1335313418.0,,,,,
994,"['c#', 'printing', 'printers', 'braille']","{'account_id': 1207073, 'reputation': 107, 'user_id': 1176453, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/0c4d308213334420961dc8b9e1039678?s=256&d=identicon&r=PG', 'display_name': 'Martin Vavrečka', 'link': 'https://stackoverflow.com/users/1176453/martin-vavre%c4%8dka'}",False,495,1,0,1504034671,1334497663,10162591,CC BY-SA 3.0,https://stackoverflow.com/questions/10162591/braille-printing,Braille printing,,,1504038647.0,,,,
995,"['c#', 'file-handling']","{'account_id': 1192832, 'reputation': 369, 'user_id': 1165235, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/252f1adab5d71e1e079300b57f32f037?s=256&d=identicon&r=PG', 'display_name': 'Sarao', 'link': 'https://stackoverflow.com/users/1165235/sarao'}",True,64633,5,4,1503988533,1334036509,10083651,CC BY-SA 3.0,https://stackoverflow.com/questions/10083651/giving-path-of-a-file-in-c,Giving path of a file in C#,10083671.0,,,,,,
996,"['c#', 'excel', 'office-interop']","{'account_id': 1399446, 'reputation': 11, 'user_id': 1328492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca875b25054bd7185baf98e302ed0595?s=256&d=identicon&r=PG', 'display_name': 'Snuge', 'link': 'https://stackoverflow.com/users/1328492/snuge'}",True,6109,2,0,1503930721,1334220490,10120262,CC BY-SA 3.0,https://stackoverflow.com/questions/10120262/import-data-from-excel-into-a-two-dimensional-array,Import data from excel into a two-dimensional array,,1334221063.0,,,,,
997,"['c#', 'sql-server-2008-r2', 'sqlcommand']","{'account_id': 1354433, 'reputation': 119, 'user_id': 1293139, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d50cff0d433fa74e40346803e3d052bb?s=256&d=identicon&r=PG', 'display_name': 'wingman55', 'link': 'https://stackoverflow.com/users/1293139/wingman55'}",True,21751,2,5,1503811153,1333649528,10033758,CC BY-SA 3.0,https://stackoverflow.com/questions/10033758/create-sql-server-table-programmatically,Create SQL Server table programmatically,10036332.0,1503811153.0,,,,,
998,"['c#', '.net', 'arraylist', 'hashtable', 'arguments']","{'account_id': 1401014, 'reputation': 602, 'user_id': 1329798, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/261dae7dbdafaa2acc8c9bac996d2a80?s=256&d=identicon&r=PG', 'display_name': 'Tgys', 'link': 'https://stackoverflow.com/users/1329798/tgys'}",True,692,5,1,1503798219,1334252308,10128823,CC BY-SA 3.0,https://stackoverflow.com/questions/10128823/how-to-let-a-method-accept-two-types-of-data-as-argument,How to let a method accept two types of data as argument?,10128867.0,1503798219.0,,,,,
999,"['c#', 'function', 'methods', 'dictionary', 'error-handling']","{'account_id': 1306024, 'reputation': 23, 'user_id': 1255009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1370f8dcb54efbddede3c040c42a1034?s=256&d=identicon&r=PG', 'display_name': 'user1255009', 'link': 'https://stackoverflow.com/users/1255009/user1255009'}",True,4078,4,2,1503796957,1333384764,9980292,CC BY-SA 3.0,https://stackoverflow.com/questions/9980292/error-not-all-code-paths-return-a-value,Error: Not all code paths return a value,9980336.0,1503796957.0,,,,,
1000,"['c#', 'email', 'save', 'attachment', 'openpop']","{'account_id': 1434643, 'reputation': 14008, 'user_id': 1356321, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/HMQcY.jpg?s=256&g=1', 'display_name': 'Pomster', 'link': 'https://stackoverflow.com/users/1356321/pomster'}",True,27024,7,12,1503689874,1335362827,10317411,CC BY-SA 3.0,https://stackoverflow.com/questions/10317411/how-to-save-email-attachment-using-openpop,How to save email attachment using OpenPop,,1389266097.0,,,,,
1001,"['c#', 'wpf', 'xaml']","{'account_id': 20801, 'reputation': 4869, 'user_id': 50018, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ee21f8a2e186efddaa75b34815438f98?s=256&d=identicon&r=PG', 'display_name': 'NitroxDM', 'link': 'https://stackoverflow.com/users/50018/nitroxdm'}",True,12910,2,28,1503687142,1335369983,10319447,CC BY-SA 3.0,https://stackoverflow.com/questions/10319447/release-handle-on-file-imagesource-from-bitmapimage,Release handle on file. ImageSource from BitmapImage,10319689.0,1335371446.0,,,,,
1002,"['c#', 'asp.net', 'exception']","{'account_id': 369519, 'reputation': 126, 'user_id': 716946, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/11413746a51429c8328db8682a61d1ef?s=256&d=identicon&r=PG', 'display_name': 'Vidya', 'link': 'https://stackoverflow.com/users/716946/vidya'}",True,34302,1,0,1503649457,1333362859,9974813,CC BY-SA 3.0,https://stackoverflow.com/questions/9974813/system-web-ui-page-processrequestmainboolean-includestagesbeforeasyncpoint-boo,"System.Web.UI.Page.ProcessRequestMain(Boolean includeStagesBeforeAsyncPoint, Boolean includeStagesAfterAsyncPoint)",9979411.0,1333373546.0,1503668525.0,,,,
1003,"['c#', 'udp']","{'account_id': 1005680, 'reputation': 655, 'user_id': 1019521, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/dc961fca604545f2892c507da3ddd444?s=256&d=identicon&r=PG', 'display_name': 'mefmef', 'link': 'https://stackoverflow.com/users/1019521/mefmef'}",True,3295,1,1,1503595143,1333523459,10006464,CC BY-SA 3.0,https://stackoverflow.com/questions/10006464/udp-c-connection,UDP C# connection,10007606.0,1333527876.0,,,,,
1004,"['c#', 'linq', 'entity-framework', 'ado.net']","{'account_id': 1253044, 'reputation': 407, 'user_id': 1213055, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/8cc980bbcb4362d8c6bd38438907f9bf?s=256&d=identicon&r=PG', 'display_name': 'user1213055', 'link': 'https://stackoverflow.com/users/1213055/user1213055'}",True,1868,3,-2,1503399501,1333419876,9986315,CC BY-SA 3.0,https://stackoverflow.com/questions/9986315/bool-in-iqueryable,Bool in IQueryable,,1333420658.0,,,,,
1005,"['c#', 'android', 'unity3d', 'screen-resolution']","{'account_id': 1415071, 'reputation': 1, 'user_id': 1340888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6431ef327909fd5cd86eb8df1d240a15?s=256&d=identicon&r=PG', 'display_name': 'ShirleyXiao', 'link': 'https://stackoverflow.com/users/1340888/shirleyxiao'}",True,2889,2,0,1503394019,1334740275,10206278,CC BY-SA 3.0,https://stackoverflow.com/questions/10206278/how-to-adjust-the-screen-for-many-types-of-screens-in-android-using-unity-3-5x,How to adjust the screen for many types of screens in Android using Unity 3.5x?,10294136.0,1503394019.0,,,,,
1006,"['c#', 'windows-phone-7', 'windows-phone']","{'account_id': 1133111, 'reputation': 194, 'user_id': 1118722, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/1b54d1cc593f84dacd7e018a45128a57?s=256&d=identicon&r=PG', 'display_name': 'Lavi', 'link': 'https://stackoverflow.com/users/1118722/lavi'}",True,35,1,0,1503389405,1334470555,10159985,CC BY-SA 3.0,https://stackoverflow.com/questions/10159985/i-want-to-have-a-page-that-collects-information-from-the-user-and-i-want-to-tak,"I want to have a page that collects information from the user, and i want to take that information and use it on other pages and classes",10160056.0,1503389405.0,,,,,
1007,"['c#', 'windows-phone-7', 'xna', 'windows-phone']","{'account_id': 551574, 'reputation': 370, 'user_id': 879211, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/wgV7d.jpg?s=256&g=1', 'display_name': 'vblinden', 'link': 'https://stackoverflow.com/users/879211/vblinden'}",False,243,0,1,1503389394,1335030834,10261508,CC BY-SA 3.0,https://stackoverflow.com/questions/10261508/sharestatustask-immediately-shuts-down-after-opening-in-windows-phone-xna,ShareStatusTask immediately shuts down after opening in Windows Phone XNA,,1503389394.0,,,,,
1008,"['c#', 'windows-phone']","{'account_id': 1421561, 'reputation': 31, 'user_id': 1346066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b4e3b140b44f9072aa5dd8d65fc1f4c?s=256&d=identicon&r=PG', 'display_name': 'user1346066', 'link': 'https://stackoverflow.com/users/1346066/user1346066'}",False,445,0,3,1503319188,1334912383,10243152,CC BY-SA 3.0,https://stackoverflow.com/questions/10243152/recurrence-interval-for-minutes-reminder-in-windows-phone,Recurrence interval for minutes reminder in windows phone,,1503319188.0,,,,,
1009,"['c#', 'xna', 'windows-phone']","{'account_id': 381677, 'reputation': 843, 'user_id': 736485, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/f6d6572d257ca9b8c870ece338ceae22?s=256&d=identicon&r=PG', 'display_name': 'Shannon', 'link': 'https://stackoverflow.com/users/736485/shannon'}",True,210,1,2,1503319144,1334421955,10155412,CC BY-SA 3.0,https://stackoverflow.com/questions/10155412/display-dialog-box-in-landscape,Display dialog box in landscape,10155953.0,1503319144.0,,,,,
1010,"['c#', 'multithreading', 'suspend']","{'account_id': 1324948, 'reputation': 2679, 'user_id': 1269997, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/dE3UU.jpg?s=256&g=1', 'display_name': 'sanchop22', 'link': 'https://stackoverflow.com/users/1269997/sanchop22'}",True,3996,3,3,1503302380,1334741676,10206664,CC BY-SA 3.0,https://stackoverflow.com/questions/10206664/alternative-to-thread-suspend-method,Alternative to Thread.Suspend() method,10206972.0,1334762598.0,,,,,
1011,"['c#', '.net', 'winforms']","{'account_id': 1102073, 'reputation': 5867, 'user_id': 1094268, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/baa3c6b97c9803e3c3acdb7997f05b15?s=256&d=identicon&r=PG', 'display_name': 'David S.', 'link': 'https://stackoverflow.com/users/1094268/david-s'}",True,58177,3,8,1503136459,1333543943,10011508,CC BY-SA 3.0,https://stackoverflow.com/questions/10011508/textbox-maximum-amount-of-characters-its-not-maxlength,TextBox maximum amount of characters (it&#39;s not MaxLength),10013009.0,1333544847.0,,,,,
1012,"['c#', 'javascript', 'httpwebrequest']","{'account_id': 1332483, 'reputation': 1192, 'user_id': 1276061, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/47a02e17e67a8f02035dfd468c1f016f?s=256&d=identicon&r=PG', 'display_name': 'unbalanced', 'link': 'https://stackoverflow.com/users/1276061/unbalanced'}",True,1403,1,0,1503020218,1335360848,10316810,CC BY-SA 3.0,https://stackoverflow.com/questions/10316810/how-to-call-a-javascript-function-with-parameters-on-c,How to call a JavaScript function with parameters on C#,10317281.0,1503020218.0,,,,,
1013,"['c#', 'asp.net', 'deployment', 'iis-7']","{'account_id': 83533, 'reputation': 5495, 'user_id': 234132, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/t3XVW.jpg?s=256&g=1', 'display_name': 'dochoffiday', 'link': 'https://stackoverflow.com/users/234132/dochoffiday'}",True,15274,4,8,1502978173,1335474842,10341526,CC BY-SA 3.0,https://stackoverflow.com/questions/10341526/is-there-an-explanation-behind-the-error-the-type-or-namespace-name-script-do,Is there an explanation behind the error &quot;The type or namespace name &#39;Script&#39; does not exist in the namespace &#39;System.Web&#39;&quot;,,1495541806.0,,,,,
1014,['c#'],"{'account_id': 1379250, 'reputation': 17, 'user_id': 1312620, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5807b6819a0fd2e0756d670db99da68a?s=256&d=identicon&r=PG', 'display_name': 'DeeGo', 'link': 'https://stackoverflow.com/users/1312620/deego'}",True,294,1,-2,1502973445,1333688406,10039318,CC BY-SA 3.0,https://stackoverflow.com/questions/10039318/how-to-compare-two-strings-which-having-%c3%a1-%c3%ad-%c3%a4-like-characters-in-c,"How to compare two strings which having (&#225;,&#237;,&#228;) like characters in c#?",,1502973445.0,,,,,
1015,"['c#', 'asp.net', '.net', 'include']","{'account_id': 1189565, 'reputation': 2700, 'user_id': 1162727, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/180b8657df861613f7766cd66051089a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Novak', 'link': 'https://stackoverflow.com/users/1162727/novak'}",True,21237,6,4,1502759824,1334667998,10191865,CC BY-SA 3.0,https://stackoverflow.com/questions/10191865/c-net-include-file,C# .NET include file,10191898.0,1363780440.0,,,,,
1016,"['c#', 'asp.net']","{'account_id': 987103, 'reputation': 4004, 'user_id': 1005335, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/aa2e6cbbd3621c66ea42ef9bac207c14?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kiwimoisi', 'link': 'https://stackoverflow.com/users/1005335/kiwimoisi'}",True,1039,2,1,1502719719,1335181628,10279928,CC BY-SA 3.0,https://stackoverflow.com/questions/10279928/keep-the-text-of-the-text-box-through-a-pageload,Keep the text of the text box through a PageLoad();,10280025.0,,,,,,
1017,"['c#', '.net', 'sql-server']","{'account_id': 1265313, 'reputation': 21, 'user_id': 1222731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/215bdf86c45dafa2fbbfa292573d5c65?s=256&d=identicon&r=PG', 'display_name': 'Nami', 'link': 'https://stackoverflow.com/users/1222731/nami'}",True,3117,1,1,1502719277,1335173716,10278034,CC BY-SA 3.0,https://stackoverflow.com/questions/10278034/how-to-get-timestamp-with-milliseconds-while-retrieving-from-sql-server,How to get timestamp with milliseconds while retrieving from SQL Server?,,1502719277.0,,,,,
1018,['c#'],"{'account_id': 177394, 'reputation': 141, 'user_id': 408698, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcc360b624fc983143138f19021410c7?s=256&d=identicon&r=PG', 'display_name': 'user408698', 'link': 'https://stackoverflow.com/users/408698/user408698'}",True,7302,5,8,1502714353,1335696423,10371524,CC BY-SA 3.0,https://stackoverflow.com/questions/10371524/getting-year-and-week-from-date,Getting year and week from date,,1335860717.0,,,,,
1019,"['c#', 'overriding', 'overloading']","{'account_id': 1000186, 'reputation': 4871, 'user_id': 1015239, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/66021439dd5110610ae1035996db574c?s=256&d=identicon&r=PG', 'display_name': 'vharavy', 'link': 'https://stackoverflow.com/users/1015239/vharavy'}",True,219,2,7,1502516825,1333389430,9981320,CC BY-SA 3.0,https://stackoverflow.com/questions/9981320/how-to-call-overridden-method-which-have-overloads,How to call overridden method which have overloads?,9981379.0,1502516825.0,,,,,
1020,"['c#', 'character-encoding', 'httpwebrequest']","{'account_id': 173525, 'reputation': 31, 'user_id': 402269, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/2a79dc71a732dfe2bf27bf8e9d39c63f?s=256&d=identicon&r=PG', 'display_name': 'Sindoki', 'link': 'https://stackoverflow.com/users/402269/sindoki'}",True,8620,2,1,1502355398,1334877424,10238190,CC BY-SA 3.0,https://stackoverflow.com/questions/10238190/how-to-specify-a-content-character-set-in-web-request-on-c,How to specify a content character set in web request on c#?,,1334885002.0,,,,,
1021,"['c#', '.net', 'datacontractjsonserializer']","{'account_id': 994188, 'reputation': 469, 'user_id': 1010572, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/08f085d8134dff82ee025904da56907b?s=256&d=identicon&r=PG', 'display_name': 'user1010572', 'link': 'https://stackoverflow.com/users/1010572/user1010572'}",True,1047,2,2,1502318091,1333452511,9992315,CC BY-SA 3.0,https://stackoverflow.com/questions/9992315/prevent-a-propery-from-being-serialized-using-a-datacontractjsonserializer-c,prevent a propery from being serialized using a datacontractjsonserializer C#,9992343.0,1502318091.0,,,,,
1022,"['c#', 'json', 'windows-phone-7', 'datacontractjsonserializer']","{'account_id': 1407983, 'reputation': 77, 'user_id': 1335169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a78527283756fdd91f948a205a11e8b?s=256&d=identicon&r=PG', 'display_name': 'user1335169', 'link': 'https://stackoverflow.com/users/1335169/user1335169'}",True,3121,2,4,1502318072,1334531681,10167009,CC BY-SA 3.0,https://stackoverflow.com/questions/10167009/deserialize-json-to-object-c-on-windows-phone,deserialize json to object c# on windows phone,10173549.0,1502318072.0,,,,,
1023,"['c#', 'multithreading', 'compact-framework']","{'account_id': 468522, 'reputation': 2076, 'user_id': 874571, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/341730a879bf37e049b4939afad67843?s=256&d=identicon&r=PG', 'display_name': 'anouar.bagari', 'link': 'https://stackoverflow.com/users/874571/anouar-bagari'}",True,399,2,1,1502254190,1334226816,10121845,CC BY-SA 3.0,https://stackoverflow.com/questions/10121845/threadstatic-for-net-compact-framework,ThreadStatic for .net compact framework,10121913.0,,,,,,
1024,"['c#', 'asp.net', 'ado.net', 'datatable', 'datarow']","{'account_id': 1202695, 'reputation': 4603, 'user_id': 1173017, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/b052d14ec7db25940eaf2eb0c7799659?s=256&d=identicon&r=PG', 'display_name': 'MaxRecursion', 'link': 'https://stackoverflow.com/users/1173017/maxrecursion'}",True,55592,2,13,1502105801,1335430519,10330173,CC BY-SA 3.0,https://stackoverflow.com/questions/10330173/copy-a-single-row-from-one-datatable-to-other,copy a single row from one datatable to other,10330352.0,,,,,,
1025,"['c#', 'winforms', 'devexpress']","{'account_id': 242351, 'reputation': 123, 'user_id': 513808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef69c3005e5a837ef665cf5bc7ca7991?s=256&d=identicon&r=PG&f=1', 'display_name': 'thiago', 'link': 'https://stackoverflow.com/users/513808/thiago'}",True,28026,2,0,1502094230,1334672793,10193149,,https://stackoverflow.com/questions/10193149/best-way-to-use-devexpress-gridcontrol,Best way to use devexpress gridcontrol,10202683.0,1334674396.0,,1502093117.0,Needs more focus,,
1026,"['c#', 'mongodb', 'bson', 'database']","{'account_id': 371347, 'reputation': 2341, 'user_id': 719825, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/a9cafb9cd8527bd63c486fca0b8d1f88?s=256&d=identicon&r=PG', 'display_name': 'tdjfdjdj', 'link': 'https://stackoverflow.com/users/719825/tdjfdjdj'}",False,347,1,0,1501672557,1334693399,10198373,CC BY-SA 3.0,https://stackoverflow.com/questions/10198373/mongo-bson-insert-read-child-records,mongo bson insert/read child records,,1506103077.0,,,,,
1027,"['c#', 'mongodb', 'database']","{'account_id': 33792, 'reputation': 2582, 'user_id': 94923, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7ef3d00f1b48a075be1f802237b8ba7b?s=256&d=identicon&r=PG', 'display_name': 'Paw Baltzersen', 'link': 'https://stackoverflow.com/users/94923/paw-baltzersen'}",True,912,1,1,1501672257,1335510688,10346291,CC BY-SA 3.0,https://stackoverflow.com/questions/10346291/c-mongodb-remove-top-10-from-sorted-collection,"C# MongoDB, remove top 10 from sorted collection",10346679.0,1506103077.0,,,,,
1028,"['c#', 'asp.net', '.net', 'xml', 'webforms']","{'account_id': 1082351, 'reputation': 79, 'user_id': 1078988, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/3e039747b6af705a48217e5ab92b5cbc?s=256&d=identicon&r=PG', 'display_name': 'smitz', 'link': 'https://stackoverflow.com/users/1078988/smitz'}",True,1433,2,-1,1501666223,1333910499,10065357,CC BY-SA 3.0,https://stackoverflow.com/questions/10065357/xml-file-reading-by-its-node-c,Xml file reading by its node c#,15994406.0,1501666223.0,,,,,
1029,"['c#', 'silverlight', 'windows-phone-7', 'silverlight-4.0', 'silverlight-3.0']","{'account_id': 471898, 'reputation': 2622, 'user_id': 879992, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/bb1c9fe1230bbfc9692203941e8624bd?s=256&d=identicon&r=PG', 'display_name': 'revolutionkpi', 'link': 'https://stackoverflow.com/users/879992/revolutionkpi'}",False,507,2,-1,1501666144,1333971727,10072659,CC BY-SA 3.0,https://stackoverflow.com/questions/10072659/how-hide-info-from-my-custom-text-box-windows-phone,How hide info from my custom text box? (Windows Phone),,1501666144.0,,,,,
1030,"['c#', 'asp.net', 'response']","{'account_id': 978255, 'reputation': 363, 'user_id': 998837, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/4e16b9ad89deeeca9725041ebab738f4?s=256&d=identicon&r=PG', 'display_name': 'Jay', 'link': 'https://stackoverflow.com/users/998837/jay'}",True,763,1,-1,1501666067,1334581341,10174624,CC BY-SA 3.0,https://stackoverflow.com/questions/10174624/how-to-use-using-response-transmit,How to use Using Response.Transmit(),10175006.0,1501666067.0,,,,,
1031,"['c#', '.net', 'debugging', 'windbg']","{'account_id': 212626, 'reputation': 9449, 'user_id': 465558, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6bef631b2e4da7009c8e1483e1222c9c?s=256&d=identicon&r=PG', 'display_name': 'Yanshof', 'link': 'https://stackoverflow.com/users/465558/yanshof'}",True,8818,3,8,1501592094,1334055657,10087458,CC BY-SA 3.0,https://stackoverflow.com/questions/10087458/how-to-make-my-code-creating-dump-file-before-crash,How to make my code creating dump file before crash?,10087856.0,1501592094.0,,,,,
1032,"['c#', 'asp.net-mvc', 'attributes', 'data-annotations']","{'account_id': 173144, 'reputation': 11819, 'user_id': 401643, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/89503845649598e0ea21e8e9d5b5f9ca?s=256&d=identicon&r=PG', 'display_name': 'Pascal', 'link': 'https://stackoverflow.com/users/401643/pascal'}",True,1041,2,1,1501512027,1334344987,10147067,CC BY-SA 3.0,https://stackoverflow.com/questions/10147067/how-can-i-create-a-datatype-dropdownlist-attribute-in-asp-net-mvc,How can I create a DataType.DropDownList attribute in asp.net mvc,,1334348082.0,,,,,
1033,"['c#', '.net', 'custom-controls', 'scrollbar']","{'account_id': 1251788, 'reputation': 1985, 'user_id': 1212071, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/640f4200482390e7e3b9bb47cdbfe33b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tanuj Wadhwa', 'link': 'https://stackoverflow.com/users/1212071/tanuj-wadhwa'}",True,1698,1,4,1501511476,1335085416,10266625,CC BY-SA 3.0,https://stackoverflow.com/questions/10266625/same-scroll-bar-for-two-richtextboxes,same scroll bar for two richtextboxes,11221913.0,,,,,,
1034,"['c#', 'dependency-injection']","{'account_id': 36391, 'reputation': 3193, 'user_id': 103791, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/5d3dde70979847001714452779e70fc4?s=256&d=identicon&r=PG', 'display_name': 'nivlam', 'link': 'https://stackoverflow.com/users/103791/nivlam'}",True,34787,4,42,1501497593,1335340493,10311571,CC BY-SA 3.0,https://stackoverflow.com/questions/10311571/dependency-injection-with-interfaces-or-classes,Dependency injection with interfaces or classes,10311655.0,,,,,,
1035,"['c#', 'asp.net', 'rest', 'model', 'asp.net-web-api']","{'account_id': 464035, 'reputation': 19183, 'user_id': 867294, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/fcb041f273e31f7f8b4f635fba685060?s=256&d=identicon&r=PG', 'display_name': 'Willem D&#39;Haeseleer', 'link': 'https://stackoverflow.com/users/867294/willem-dhaeseleer'}",True,14227,4,17,1501487813,1335441035,10332809,CC BY-SA 3.0,https://stackoverflow.com/questions/10332809/asp-web-api-patch-implementation,asp web api patch implementation,12475027.0,1335445644.0,,,,,
1036,"['c#', 'linq']","{'account_id': 718071, 'reputation': 9812, 'user_id': 887835, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/727fa5c34573207db5bad5480da311e3?s=256&d=identicon&r=PG', 'display_name': 'Y2theZ', 'link': 'https://stackoverflow.com/users/887835/y2thez'}",True,3136,2,1,1501401070,1333470754,9997555,CC BY-SA 3.0,https://stackoverflow.com/questions/9997555/fast-way-to-convert-a-string-to-a-struct,Fast way to convert a string to a struct,9997601.0,,,,,,
1037,"['c#', '.net', 'winforms', 'bindingsource', 'bindinglist']","{'account_id': 405271, 'reputation': 203, 'user_id': 774062, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db5218c5106b81a28a5f99404df25150?s=256&d=identicon&r=PG', 'display_name': 'user774062', 'link': 'https://stackoverflow.com/users/774062/user774062'}",True,26753,3,15,1501155094,1335085236,10266611,CC BY-SA 3.0,https://stackoverflow.com/questions/10266611/what-are-the-benefits-of-using-a-bindingsource-with-bindinglistbusiness-obj-as,What are the benefits of using a bindingsource with bindinglist&lt;business obj&gt; as datasource?,,1501155094.0,,,,,
1038,"['c#', 'linq', 'casting', 'int']","{'account_id': 358897, 'reputation': 34758, 'user_id': 699978, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8d1551e1896dd0160ee8e9e438f1d813?s=256&d=identicon&r=PG', 'display_name': 'Only Bolivian Here', 'link': 'https://stackoverflow.com/users/699978/only-bolivian-here'}",True,27881,3,15,1501086258,1334207249,10117681,CC BY-SA 3.0,https://stackoverflow.com/questions/10117681/linq-to-entities-does-not-recognize-the-method-int32-toint32system-object-me,"LINQ to Entities does not recognize the method &#39;Int32 ToInt32(System.Object)&#39; method, and this method cannot be translated into a store expression",10117941.0,,,,,,
1039,"['c#', 'delphi', 'tdataset']","{'account_id': 251303, 'reputation': 3648, 'user_id': 528588, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/aae4d666764ebe4d7165c792432cad49?s=256&d=identicon&r=PG', 'display_name': 'MajidTaheri', 'link': 'https://stackoverflow.com/users/528588/majidtaheri'}",True,4487,9,4,1501083822,1335332328,10309908,CC BY-SA 3.0,https://stackoverflow.com/questions/10309908/datatable-like-dataset-component-in-delphi,DataTable (like DataSet) component in Delphi,10309972.0,1430484609.0,,,,,
