,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,closed_date,closed_reason
264,"['c#', '.net-core', 'db2', 'informix']","{'account_id': 20325275, 'reputation': 37, 'user_id': 14908900, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f10c07017c5e16ab81b0b91d59155cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kiran Anand', 'link': 'https://stackoverflow.com/users/14908900/kiran-anand'}",False,57,,0,0,1667235728,1667057397,74246543,CC BY-SA 4.0,https://stackoverflow.com/questions/74246543/informix-database-connection-using-net-core-giving-protocol-specific-error-code,Informix database connection using .net core giving Protocol specific error code(s) error,1667235728.0,,,,
265,"['c#', 'azure', 'azure-web-app-service', 'azure-blob-storage', 'azure-storage']","{'account_id': 2670814, 'reputation': 45, 'user_id': 2308269, 'user_type': 'registered', 'accept_rate': 13, 'profile_image': 'https://www.gravatar.com/avatar/720fd1e322e346cc883d31f64485e64f?s=256&d=identicon&r=PG', 'display_name': 'Rob644', 'link': 'https://stackoverflow.com/users/2308269/rob644'}",True,78,,2,0,1667235475,1667214135,74262283,CC BY-SA 4.0,https://stackoverflow.com/questions/74262283/check-web-app-config-settings-microsoft-azure,Check web app config settings - Microsoft Azure,,,,,
266,"['c#', 'postman', 'asp.net-core-webapi']","{'account_id': 26587186, 'reputation': 9, 'user_id': 20210938, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1yCsNLg2wV9TdnImkiudCFsjLM9x3TgJ1sy8LA=k-s256', 'display_name': 'Priyadharshini Charles', 'link': 'https://stackoverflow.com/users/20210938/priyadharshini-charles'}",False,58,,0,0,1667235460,1667044765,74245065,CC BY-SA 4.0,https://stackoverflow.com/questions/74245065/system-invalidoperationexception-the-required-column-empid-was-not-present-in,System.InvalidOperationException: The required column &#39;EmpID&#39; was not present in the results of a &#39;FromSql&#39; operation,1667235460.0,,,,
267,"['c#', '.net', 'windows-forms-designer']","{'account_id': 26783123, 'reputation': 3, 'user_id': 20377687, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MA8PQ.png?s=256&g=1', 'display_name': 'Darcy', 'link': 'https://stackoverflow.com/users/20377687/darcy'}",True,43,74263423.0,1,0,1667233749,1667211532,74261800,CC BY-SA 4.0,https://stackoverflow.com/questions/74261800/get-cursor-location-relative-to-picturebox-image-not-form-c-windows-forms,Get cursor location relative to picturebox image (not form) - C# Windows Forms .net,1667233749.0,,,,
268,"['c#', '.net', 'xunit', 'xunit.net']","{'account_id': 6694933, 'reputation': 1, 'user_id': 5163220, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10204959911493749/picture?type=large', 'display_name': 'Ashwin Jeyaseelan', 'link': 'https://stackoverflow.com/users/5163220/ashwin-jeyaseelan'}",False,50,,0,0,1667233721,1666997427,74241595,CC BY-SA 4.0,https://stackoverflow.com/questions/74241595/how-to-repeat-an-xunit-test-collection-multiple-times-in-parallel,How to Repeat an xUnit Test Collection multiple times in parallel,1667233721.0,,,,
269,"['c#', 'wpf', 'mvvm', 'datagrid', 'material-design']","{'account_id': 17912259, 'reputation': 51, 'user_id': 19658060, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8jTjM.jpg?s=256&g=1', 'display_name': 'Enki', 'link': 'https://stackoverflow.com/users/19658060/enki'}",True,30,74265850.0,1,1,1667231395,1667123525,74252029,CC BY-SA 4.0,https://stackoverflow.com/questions/74252029/c-wpf-datagrid-autogeneratingcolumn-packicon-content,C# WPF DataGrid AutoGeneratingColumn PackIcon Content,,,,,
270,"['c#', 'datetime', '.net-5']","{'account_id': 18457397, 'reputation': 93, 'user_id': 13445783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a15c02a067e8c8c4d12666c00767ddf9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/13445783/jimmy'}",True,56,74265776.0,1,1,1667231095,1666817690,74214110,CC BY-SA 4.0,https://stackoverflow.com/questions/74214110/date-and-time-logic-for-an-multi-time-zone-open-close-place-system,Date and time logic for an multi Time Zone Open/Close place system,1667159517.0,,,,
271,"['c#', 'api', 'asp.net-core', 'asp.net-core-webapi', '.net-6.0']","{'account_id': 20706503, 'reputation': 70, 'user_id': 15204250, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hBKaC.jpg?s=256&g=1', 'display_name': 'AliSalehi', 'link': 'https://stackoverflow.com/users/15204250/alisalehi'}",False,62,,1,0,1667230321,1667132025,74252954,CC BY-SA 4.0,https://stackoverflow.com/questions/74252954/create-an-api-for-existing-web-application-in-asp-net-core,Create an api for existing web application in ASP.NET Core,1667230321.0,,,,
272,"['c#', 'unity3d']","{'account_id': 26786099, 'reputation': 3, 'user_id': 20380269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0761d32b1438fdd0f35475cf4eefcc41?s=256&d=identicon&r=PG', 'display_name': 'TBNR_SKULL ', 'link': 'https://stackoverflow.com/users/20380269/tbnr-skull'}",True,25,74265603.0,1,-1,1667230309,1667228116,74265175,CC BY-SA 4.0,https://stackoverflow.com/questions/74265175/create-a-list-from-the-debug-log-menu,Create a list from the debug.log menu,,,,,
273,"['c#', 'winforms', 'fonts']","{'account_id': 20340557, 'reputation': 105, 'user_id': 14953032, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6138e17910d1ba138698e899ef88c564?s=256&d=identicon&r=PG&f=1', 'display_name': 'geek175', 'link': 'https://stackoverflow.com/users/14953032/geek175'}",False,49,,0,0,1667229718,1666802252,74211310,CC BY-SA 4.0,https://stackoverflow.com/questions/74211310/c-and-variable-fonts,c# and variable fonts,1667229718.0,,,,
274,"['c#', 'opc-ua', 'unified-automation-sdk']","{'account_id': 26622962, 'reputation': 37, 'user_id': 20241458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00ee19ba9b8c7bbfb95246ddb73dac4e?s=256&d=identicon&r=PG', 'display_name': 'oiergoiergh', 'link': 'https://stackoverflow.com/users/20241458/oiergoiergh'}",True,37,74265474.0,1,1,1667229700,1667159213,74256249,CC BY-SA 4.0,https://stackoverflow.com/questions/74256249/creating-instance-of-custom-opcua-object-type-node,Creating instance of custom opcua object type node,,,,,
275,"['c#', '.net-6.0', 'blazor-webassembly', 'serilog', 'serilog-aspnetcore']","{'account_id': 4455, 'reputation': 6680, 'user_id': 6704, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/61367ec03673e89c5215db3d812f3547?s=256&d=identicon&r=PG', 'display_name': 'freddoo', 'link': 'https://stackoverflow.com/users/6704/freddoo'}",False,23,,1,0,1667228912,1666992641,74241115,CC BY-SA 4.0,https://stackoverflow.com/questions/74241115/why-is-serilog-not-logging-what-is-in-my-blazor-wasm-net-6-hosted-api-controlle,Why is serilog not logging what is in my Blazor wasm .net 6 hosted api controller?,,,,,
276,"['c#', 'pdf', 'itext']","{'account_id': 15127042, 'reputation': 321, 'user_id': 10916063, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-6-11PiLeNvY/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZDPoxvGanIUy9elpv8tH6bLjq4Kg/mo/photo.jpg?sz=256', 'display_name': 'Mischa Morf', 'link': 'https://stackoverflow.com/users/10916063/mischa-morf'}",False,54,,0,0,1667228577,1667222162,74263871,CC BY-SA 4.0,https://stackoverflow.com/questions/74263871/c-reading-pdf-issues,c# reading pdf issues,1667228577.0,,,,
277,"['c#', 'xaml', 'button', 'combobox', 'devexpress']","{'account_id': 2071359, 'reputation': 117, 'user_id': 1845777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cb50678a0dc68c75def4c85a3f8e2ed?s=256&d=identicon&r=PG', 'display_name': 'user1845777', 'link': 'https://stackoverflow.com/users/1845777/user1845777'}",False,18,,1,0,1667227782,1667226463,74264813,CC BY-SA 4.0,https://stackoverflow.com/questions/74264813/build-combobox-dynamically,Build ComboBox dynamically,,,,,
278,"['c#', '.net', 'async-await', 'deadlock', 'nlog']","{'account_id': 1800327, 'reputation': 300, 'user_id': 1638842, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6d94a0f8d8e3a8e7d653a0e954afd15?s=256&d=identicon&r=PG', 'display_name': 'Maddin', 'link': 'https://stackoverflow.com/users/1638842/maddin'}",True,119,74231410.0,1,1,1667227778,1666901138,74227740,CC BY-SA 4.0,https://stackoverflow.com/questions/74227740/why-does-nlog-ilogger-debug-dead-lock-when-called-from-an-async-function-in-a-ne,Why does NLog.ILogger.Debug dead lock when called from an async function in a nested class during initialization?,1666987136.0,,,,
279,"['c#', 'sql', 'wifi', 'qr-code']","{'account_id': 26777277, 'reputation': 1, 'user_id': 20372715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c69d4e9f3db225d55cd5237bfd4ee52a?s=256&d=identicon&r=PG', 'display_name': 'Celestyn', 'link': 'https://stackoverflow.com/users/20372715/celestyn'}",False,62,,1,-1,1667227658,1667145927,74254610,CC BY-SA 4.0,https://stackoverflow.com/questions/74254610/phone-sends-data-to-c-application-via-wifi,Phone sends data to c# application via wifi,1667227658.0,,,,
280,"['c#', 'authentication', 'popup', 'webrequest', 'servicenow']","{'account_id': 26732209, 'reputation': 1, 'user_id': 20334364, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0gyiE_zQYuzM2sqZLBQX8tFZn5z814Wv6bTIsv9A=k-s256', 'display_name': 'R M', 'link': 'https://stackoverflow.com/users/20334364/r-m'}",False,29,,0,-1,1667227546,1666976787,74238691,CC BY-SA 4.0,https://stackoverflow.com/questions/74238691/how-to-programmatically-pull-data-in-csv-format-from-a-servicenow-account-using,How to programmatically pull data in csv format from a ServiceNow account using C# on .NET 4.8,1667227546.0,,,,
281,"['c#', '.net', 'streamreader']","{'account_id': 3024956, 'reputation': 1458, 'user_id': 2592937, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7f6f1b4360b689a449aa8d8b16decaa4?s=256&d=identicon&r=PG&f=1', 'display_name': 'KWallace', 'link': 'https://stackoverflow.com/users/2592937/kwallace'}",True,35,74264976.0,1,0,1667227279,1667226327,74264790,CC BY-SA 4.0,https://stackoverflow.com/questions/74264790/c-net-streamreader-returning-literal-length-of-buffer-as-a-string-instead-of,C# .NET StreamReader() returning literal length of buffer as a string instead of actual stream data,,,,,
282,['c#'],"{'account_id': 16178061, 'reputation': 540, 'user_id': 11680236, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10157772537361320/picture?type=large', 'display_name': 'Danny Jebb', 'link': 'https://stackoverflow.com/users/11680236/danny-jebb'}",False,14,,0,0,1667227042,1667227042,74264939,,https://stackoverflow.com/questions/74264939/object-reference-not-set-to-an-instance-of-an-object-when-changing-to-a-dto-obje,Object reference not set to an instance of an object when changing to a DTO object,,,,1667227136.0,Duplicate
283,"['javascript', 'c#', 'jquery', 'asp.net-core', 'viewmodel']","{'account_id': 23084197, 'reputation': 35, 'user_id': 17195990, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa7b86270c5f4d3bd7ad62e02d233b5a?s=256&d=identicon&r=PG', 'display_name': 'user17195990', 'link': 'https://stackoverflow.com/users/17195990/user17195990'}",True,70,74217779.0,2,0,1667226905,1666839597,74216305,CC BY-SA 4.0,https://stackoverflow.com/questions/74216305/jquery-not-sending-data-to-post-action-asp-net-core-mvc,jquery not sending data to Post Action Asp.Net Core MVC,1666840058.0,,,,
284,"['c#', 'linq', 'group-by']","{'account_id': 26780023, 'reputation': 3, 'user_id': 20375009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c95e88d1968bf77fcbe50774e8947de?s=256&d=identicon&r=PG', 'display_name': 'Jakob', 'link': 'https://stackoverflow.com/users/20375009/jakob'}",True,58,74257819.0,3,0,1667226877,1667176289,74257714,CC BY-SA 4.0,https://stackoverflow.com/questions/74257714/group-by-a-list-of-string-with-specific-substring,Group by a list of string with specific substring,1667226877.0,,,,
285,"['c#', 'browser', 'blazor', 'webassembly', 'client-side']","{'account_id': 7926931, 'reputation': 125, 'user_id': 5986116, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f271ad4c2439029a4b2bc3af164f16b2?s=256&d=identicon&r=PG', 'display_name': 'Mehdi Nassim KHODJA', 'link': 'https://stackoverflow.com/users/5986116/mehdi-nassim-khodja'}",False,56,,0,-1,1667226612,1667224642,74264396,CC BY-SA 4.0,https://stackoverflow.com/questions/74264396/running-c-code-dynamically-on-client-side,Running C# code dynamically on client-side,1667226612.0,,,,
286,"['c#', 'scheduled-tasks']","{'account_id': 26718476, 'reputation': 15, 'user_id': 20322735, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/5851636638227091/picture?type=large', 'display_name': 'Pablo Ricardo', 'link': 'https://stackoverflow.com/users/20322735/pablo-ricardo'}",True,24,74263260.0,1,0,1667226496,1667218372,74263101,CC BY-SA 4.0,https://stackoverflow.com/questions/74263101/run-visual-studio-tests-with-selenium-webdriver-from-task-scheduler,Run visual studio tests with selenium webdriver from task scheduler,1667226496.0,,,,
287,"['c#', 'html', 'cookies', 'razor', 'iframe']","{'account_id': 1875739, 'reputation': 993, 'user_id': 1696992, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/BapjX.png?s=256&g=1', 'display_name': 'Leth', 'link': 'https://stackoverflow.com/users/1696992/leth'}",False,18,,0,0,1667226413,1667226413,74264809,CC BY-SA 4.0,https://stackoverflow.com/questions/74264809/html-raw-on-razer-page-removing-data-src-and-data-cookieconsent-attributes-from,Html.Raw on Razer Page removing data-src and data-cookieconsent attributes from iframe elements,,,,,
288,"['c#', 'asp.net', 'asp.net-mvc']","{'account_id': 21727518, 'reputation': 1, 'user_id': 16036726, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgGYd2itssU_KJTGukpPZJrxbDeDpawrCBNgPieXXY=k-s256', 'display_name': 'Vandit Joshi', 'link': 'https://stackoverflow.com/users/16036726/vandit-joshi'}",True,61,74264740.0,1,0,1667226295,1666871383,74221578,CC BY-SA 4.0,https://stackoverflow.com/questions/74221578/cant-get-updated-value-from-text-box,Can&#39;t Get Updated Value from Text box,1667037270.0,,,,
289,"['c#', 'asp.net-core', 'automapper']","{'account_id': 26225655, 'reputation': 19, 'user_id': 19902391, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqCyRUnLc8GrQDcJRT1jSG1IftsoSCxyvcbw9ef=k-s256', 'display_name': 'Peter Parker', 'link': 'https://stackoverflow.com/users/19902391/peter-parker'}",True,57,74264671.0,2,0,1667226154,1667223949,74264225,CC BY-SA 4.0,https://stackoverflow.com/questions/74264225/set-up-automapper-one-to-many-relationship-in-asp-net-core,Set up automapper one to many relationship in asp.net core,,,,,
290,"['c#', 'unity3d', 'namespaces']","{'account_id': 2679825, 'reputation': 2545, 'user_id': 2315405, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/kq3iR.png?s=256&g=1', 'display_name': 'D4rWiNS', 'link': 'https://stackoverflow.com/users/2315405/d4rwins'}",True,48,74263555.0,1,0,1667225802,1667218919,74263200,CC BY-SA 4.0,https://stackoverflow.com/questions/74263200/namespaces-not-being-recognized,Namespaces not being recognized,1667219187.0,,,,
291,"['c#', 'wpf']","{'account_id': 23526675, 'reputation': 7, 'user_id': 17573097, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyhc3GF0GQSu-8gcHyFL5x-bUCNkrv9hP79hM0c=k-s256', 'display_name': 'Sergi Guiral', 'link': 'https://stackoverflow.com/users/17573097/sergi-guiral'}",True,46,74264540.0,2,-1,1667225398,1667224837,74264441,CC BY-SA 4.0,https://stackoverflow.com/questions/74264441/how-to-use-1-function-to-diferent-ui-elemnets-like-textblock-and-label-or-header,How to use 1 function to diferent UI elemnets like textblock and label or header,1667225194.0,,,,
292,"['c#', 'redis', 'duende-identity-server']","{'account_id': 6385931, 'reputation': 740, 'user_id': 4953847, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/rpiNJ.png?s=256&g=1', 'display_name': 'Stuart Frankish', 'link': 'https://stackoverflow.com/users/4953847/stuart-frankish'}",False,47,,0,1,1667225134,1667222034,74263848,CC BY-SA 4.0,https://stackoverflow.com/questions/74263848/adding-redis-caching-to-identity-server-6,Adding Redis Caching to Identity Server 6,1667225134.0,,,,
293,"['c#', 'f#', 'pattern-matching', 'active-pattern']","{'account_id': 2344607, 'reputation': 4175, 'user_id': 2055187, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/aabd504a8d92dc457c1807a3cb21e9c8?s=256&d=identicon&r=PG', 'display_name': 'Rm558', 'link': 'https://stackoverflow.com/users/2055187/rm558'}",True,78,,1,0,1667224831,1667113859,74251163,CC BY-SA 4.0,https://stackoverflow.com/questions/74251163/how-c-pattern-matching-do-things-like-fs-active-pattern,how c# pattern matching do things like f#&#39;s active pattern,1667224598.0,,,,
294,"['c#', 'wpf', 'wcf']","{'account_id': 3948277, 'reputation': 21, 'user_id': 3259859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3259859', 'link': 'https://stackoverflow.com/users/3259859/user3259859'}",True,32,74264395.0,1,-1,1667224641,1667198243,74259537,CC BY-SA 4.0,https://stackoverflow.com/questions/74259537/reference-wpf-main-window-variables-from-a-wcf-callback-method,Reference WPF Main window variables from a WCF Callback method,,,,,
295,"['c#', 'unity3d']","{'account_id': 26767040, 'reputation': 1, 'user_id': 20364027, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0l_mOW1IIwYGcHav9IgSrjFT2N4w0RfIT7vrKy=k-s256', 'display_name': 'For Tankista', 'link': 'https://stackoverflow.com/users/20364027/for-tankista'}",False,23,,2,-2,1667224498,1667203697,74260350,CC BY-SA 4.0,https://stackoverflow.com/questions/74260350/set-position-for-player-from-variable-in-unity,Set position for player from variable in Unity,1667203801.0,,,,
296,"['c#', 'entity-framework', 'linq']","{'account_id': 328754, 'reputation': 3384, 'user_id': 651887, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/7120869b34e0c739502318f4f862c26c?s=256&d=identicon&r=PG', 'display_name': 'c-sharp-and-swiftui-devni', 'link': 'https://stackoverflow.com/users/651887/c-sharp-and-swiftui-devni'}",True,41,74254563.0,3,1,1667224426,1667141462,74254081,CC BY-SA 4.0,https://stackoverflow.com/questions/74254081/more-than-one-column-back-in-linq-when-using-take-1,More than one column back in linq when using Take 1,,,,,
297,"['c#', 'sql-server', 'database']","{'account_id': 26769915, 'reputation': 1, 'user_id': 20366486, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2x-hC8T-Zh0BaLyJCi8pALIAer4WsRAPG4QX8AOg=k-s256', 'display_name': 'Pasha', 'link': 'https://stackoverflow.com/users/20366486/pasha'}",True,56,74264317.0,2,0,1667224418,1667057230,74246520,CC BY-SA 4.0,https://stackoverflow.com/questions/74246520/button-not-updating-the-database,Button not updating the database,1667057541.0,,,,
298,"['c#', '.net', 'google-cloud-platform', 'google-cloud-storage']","{'account_id': 986161, 'reputation': 2173, 'user_id': 1004592, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/c9811e7d0160cde543042a8d025436cb?s=256&d=identicon&r=PG', 'display_name': 'Yasitha', 'link': 'https://stackoverflow.com/users/1004592/yasitha'}",False,85,,1,-1,1667224238,1666888609,74225441,CC BY-SA 4.0,https://stackoverflow.com/questions/74225441/how-to-upload-large-files-to-gcp-cloud-storage-using-net-client-library,How to upload large files to GCP Cloud Storage using .Net client library,,,,,
299,"['c#', '.net', 'xamarin', 'maui', '.net-maui']","{'account_id': 10096950, 'reputation': 12151, 'user_id': 7462031, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/HOUoK.jpg?s=256&g=1', 'display_name': 'FreakyAli', 'link': 'https://stackoverflow.com/users/7462031/freakyali'}",True,53,,1,2,1667224202,1667221404,74263723,CC BY-SA 4.0,https://stackoverflow.com/questions/74263723/platform-getrendererview-is-obsolete,Platform.GetRenderer(view) is obsolete,1667224202.0,,,,
300,"['c#', 'type-conversion']","{'account_id': 23218277, 'reputation': 3, 'user_id': 17310899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af394cad3315fb79a6e7b53357bb3239?s=256&d=identicon&r=PG', 'display_name': 'david9990', 'link': 'https://stackoverflow.com/users/17310899/david9990'}",True,57,74264279.0,1,0,1667224179,1667223525,74264135,CC BY-SA 4.0,https://stackoverflow.com/questions/74264135/how-can-i-create-a-byte-array-from-a-string,How can I create a byte (array) from a string?,1667224052.0,,,,
301,"['c#', '.net', 'entity-framework-core', 'dbcontext']","{'account_id': 23225677, 'reputation': 28, 'user_id': 17317257, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4e0a77c52bf82a69b344e6086384263?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sotiris', 'link': 'https://stackoverflow.com/users/17317257/sotiris'}",False,25,,0,0,1667223943,1667223943,74264223,CC BY-SA 4.0,https://stackoverflow.com/questions/74264223/insert-statement-conflicted-with-the-foreign-keyconfilct-with-table-not-include,INSERT statement conflicted with the FOREIGN KEY(confilct with table not included in context build),,,,,
302,"['c#', 'blazor', 'blazor-webassembly', 'asp.net-blazor']","{'account_id': 20809390, 'reputation': 329, 'user_id': 15283686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02365c31b2d9e128323d6703543d6449?s=256&d=identicon&r=PG', 'display_name': 'yueyinqiu', 'link': 'https://stackoverflow.com/users/15283686/yueyinqiu'}",False,20,,0,0,1667223594,1667223014,74264029,CC BY-SA 4.0,https://stackoverflow.com/questions/74264029/blazor-how-should-i-get-an-ijsobjectreference-when-invoking-a-js-function-whic,Blazor How should I get an `IJSObjectReference` when invoking a js function which may return `null`?,1667223594.0,,,,
303,"['c#', 'asp.net-core', 'ssl', 'kestrel-http-server']","{'account_id': 10655223, 'reputation': 67, 'user_id': 7844945, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2315e23cbff5bb91fdefd3bb0f897ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'daliDV', 'link': 'https://stackoverflow.com/users/7844945/dalidv'}",False,50,,0,0,1667223538,1667223538,74264136,CC BY-SA 4.0,https://stackoverflow.com/questions/74264136/how-to-add-ssl-certificate-to-net-core-project-with-kestrel,How to add ssl certificate to .Net core Project with Kestrel,,,,,
304,"['c#', 'formatting', 'double', 'string-interpolation']","{'account_id': 26778438, 'reputation': 1, 'user_id': 20373680, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2xelvpY-XS_SBMJx6YyD8w2tL8mZK_w-zdgv_dJK8=k-s256', 'display_name': 'Kristina Yorgova', 'link': 'https://stackoverflow.com/users/20373680/kristina-yorgova'}",False,28,,2,0,1667222293,1667154812,74255738,CC BY-SA 4.0,https://stackoverflow.com/questions/74255738/formatting-a-double-within-an-interpolation,Formatting a double within an interpolation,1667222293.0,,,,
305,"['c#', '.net', 'visual-studio', 'roslyn', 'c#-6.0']","{'account_id': 2102746, 'reputation': 1101, 'user_id': 1869908, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/uHErA.jpg?s=256&g=1', 'display_name': 'Robin Sun', 'link': 'https://stackoverflow.com/users/1869908/robin-sun'}",True,91,74263894.0,1,-1,1667222264,1666835769,74215952,CC BY-SA 4.0,https://stackoverflow.com/questions/74215952/string-interpolation-cannot-be-recognized-in-visual-studio-when-net-framework-i,String interpolation cannot be recognized in visual studio when .net framework is set to 4.6.2,,,,,
306,['c#'],"{'account_id': 24441482, 'reputation': 13, 'user_id': 19577619, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzSSwzwU5yKQbdB1Q21cuSOlHArLmOG0ii3-KK3=k-s256', 'display_name': 'Giorgi Tamazashvili', 'link': 'https://stackoverflow.com/users/19577619/giorgi-tamazashvili'}",True,53,74263713.0,3,0,1667222110,1667220800,74263584,CC BY-SA 4.0,https://stackoverflow.com/questions/74263584/how-can-i-cut-value-after-point-i-mean-double-a-4-33333333-i-need-print-it-l,How can I cut value after point? I mean: double a = 4.33333333 I need print it like this: 4.33?,1667221220.0,,,,
307,"['javascript', 'c#', 'asp.net']","{'account_id': 26098617, 'reputation': 59, 'user_id': 19794409, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac8e4e42fc6334f2fd28eb43774ad2de?s=256&d=identicon&r=PG', 'display_name': 'popo', 'link': 'https://stackoverflow.com/users/19794409/popo'}",False,78,,0,0,1667221881,1666877460,74222933,CC BY-SA 4.0,https://stackoverflow.com/questions/74222933/how-to-submit-a-form-to-an-external-page-using-c-asp-net,How to submit a form to an external page using C# ASP.NET?,1667221881.0,,,,
308,['c#'],"{'account_id': 12260128, 'reputation': 41, 'user_id': 8948095, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-RqFa2era52w/AAAAAAAAAAI/AAAAAAAAAEU/wEM80Giaq-o/photo.jpg?sz=256', 'display_name': 'Manuel', 'link': 'https://stackoverflow.com/users/8948095/manuel'}",False,25,,1,-1,1667220987,1667219214,74263270,CC BY-SA 4.0,https://stackoverflow.com/questions/74263270/process-output-stream-stuck-on-read-even-though-process-writes-to-console,Process output stream stuck on read even though process writes to console,,,,,
309,"['javascript', 'c#', 'selenium', 'recaptcha']","{'account_id': 24397717, 'reputation': 11, 'user_id': 18326858, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/107cd4e4faf033c4d74f77329456c4fd?s=256&d=identicon&r=PG', 'display_name': 'sayborok', 'link': 'https://stackoverflow.com/users/18326858/sayborok'}",False,116,,1,-2,1667220917,1667056435,74246437,CC BY-SA 4.0,https://stackoverflow.com/questions/74246437/c-selenium-bypass-recaptcha-v2-i-cant-use-callback-function,C# Selenium bypass reCaptcha V2 I cant use callback function,1667061820.0,,,,
310,"['c#', 'json', 'asp.net-mvc', 'asp.net-core']","{'account_id': 2488262, 'reputation': 83, 'user_id': 2166283, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4Bi8S.jpg?s=256&g=1', 'display_name': 'aegsomweb', 'link': 'https://stackoverflow.com/users/2166283/aegsomweb'}",True,54,74263572.0,3,-1,1667220742,1666273998,74141091,CC BY-SA 4.0,https://stackoverflow.com/questions/74141091/json-failing-to-mesh-with-c-model-class,Json failing to mesh with C# Model class,1666275429.0,,,,
311,"['c#', 'encryption', 'google-api', 'google-reviews']","{'account_id': 2985451, 'reputation': 2646, 'user_id': 2534421, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/zV5it.jpg?s=256&g=1', 'display_name': 'Derorrist', 'link': 'https://stackoverflow.com/users/2534421/derorrist'}",False,46,,0,0,1667220398,1666615392,74181257,CC BY-SA 4.0,https://stackoverflow.com/questions/74181257/decrypting-reviewid-from-google-business-api,Decrypting reviewId from Google Business API,1667220398.0,,,,
