,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,locked_date
1168,"['c#', 'uwp', 'template10']","{'account_id': 67626, 'reputation': 3897, 'user_id': 197791, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/LzPaY.png?s=256&g=1', 'display_name': 'Rod', 'link': 'https://stackoverflow.com/users/197791/rod'}",True,69,1,0,1569988474,1567868315,1569676028.0,57834831,CC BY-SA 4.0,https://stackoverflow.com/questions/57834831/the-data-i-enter-into-a-textbox-is-not-being-assigned-to-the-value-variable-in-a,The data I enter into a TextBox is not being assigned to the value variable in a UWP app,58194991.0,,,,
1169,"['c#', 'wpf', 'azure', 'chromium-embedded']","{'account_id': 10849657, 'reputation': 25, 'user_id': 7977893, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nVyYo.jpg?s=256&g=1', 'display_name': 'Magdaleno', 'link': 'https://stackoverflow.com/users/7977893/magdaleno'}",True,252,1,-2,1569985188,1569602079,,58138426,CC BY-SA 4.0,https://stackoverflow.com/questions/58138426/how-can-i-play-videos-in-stream-azure-media-player-of-a-page-loaded-with-cefsh,How can I play videos in Stream (Azure Media player) of a page loaded with CEFSharp in WPF project?,58194685.0,,,,
1170,"['c#', 'class', '.net-core', 'automapper']","{'user_type': 'does_not_exist', 'display_name': 'user12109818'}",False,182,0,2,1569983852,1569475451,1569983852.0,58110062,CC BY-SA 4.0,https://stackoverflow.com/questions/58110062/net-core-automapper-for-mapping-id-to-classnameid-in-generic-repository,Net Core: Automapper for Mapping Id to ClassName+Id in Generic Repository,,,,,
1171,"['c#', 'wordpress', 'azure', 'authentication', 'azure-web-app-service']","{'account_id': 432566, 'reputation': 6794, 'user_id': 817399, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0e2bf4b1dbd922c32133e08d9ea34282?s=256&d=identicon&r=PG', 'display_name': 'vainolo', 'link': 'https://stackoverflow.com/users/817399/vainolo'}",True,162,1,0,1569983657,1569704068,1569983657.0,58150230,CC BY-SA 4.0,https://stackoverflow.com/questions/58150230/unable-to-authenticate-to-wordpress-hosted-in-azure-in-linux-with-wordpresspcl-a,Unable to authenticate to WordPress hosted in Azure in Linux with WordPressPCL and wp-api-jwt-auth,,,,,
1172,"['c#', 'wpf']","{'account_id': 2017515, 'reputation': 163, 'user_id': 1804451, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fce825e7658c8449fddc143efbb4b17?s=256&d=identicon&r=PG', 'display_name': 'thehan83', 'link': 'https://stackoverflow.com/users/1804451/thehan83'}",True,413,1,1,1569982465,1569840183,,58166253,,https://stackoverflow.com/questions/58166253/how-do-i-keep-my-wpf-app-from-terminating-while-handling-application-exit-event,How do I keep my WPF app from terminating while handling Application.Exit event when raised due to a system shutdown?,,,1569982454.0,Duplicate,
1173,"['c#', 'linq']","{'account_id': 1122580, 'reputation': 2662, 'user_id': 1110590, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/a68c4e3595e7a518a87b8c4018496ae9?s=256&d=identicon&r=PG', 'display_name': 'DannyD', 'link': 'https://stackoverflow.com/users/1110590/dannyd'}",True,899,3,0,1569981924,1568756931,,57982485,CC BY-SA 4.0,https://stackoverflow.com/questions/57982485/how-to-use-linq-to-return-a-boolean,How to use linq to return a boolean,57982542.0,,,,
1174,"['c#', 'blazor', 'blazor-client-side']","{'account_id': 16758334, 'reputation': 75, 'user_id': 12113763, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87ba09aaf5a328287c1fbc3dc5d4785d?s=256&d=identicon&r=PG&f=1', 'display_name': 'FusionBreak', 'link': 'https://stackoverflow.com/users/12113763/fusionbreak'}",True,14425,1,6,1569975138,1569851483,1569915906.0,58169328,CC BY-SA 4.0,https://stackoverflow.com/questions/58169328/growing-textarea-in-blazor,Growing TextArea in Blazor,58171389.0,,,,
1175,"['c#', 'asp.net-mvc', 'entity-framework']","{'account_id': 9117789, 'reputation': 492, 'user_id': 6806653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b832c56210e32d74a6cd0d0fe1623c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/6806653/dan'}",False,53,1,0,1569973648,1568148511,1568285917.0,57878040,CC BY-SA 4.0,https://stackoverflow.com/questions/57878040/how-to-set-checkboxfor-values-correctly-based-on-viewmodel-change,How To Set CheckBoxFor Values Correctly Based On ViewModel Change?,,,,,
1176,"['c#', '.net', 'azure', 'botframework', 'bots']","{'account_id': 10849585, 'reputation': 3, 'user_id': 7977824, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5adf39df3edae492749fbbef6344b3d7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Strasco', 'link': 'https://stackoverflow.com/users/7977824/strasco'}",True,79,2,-3,1569972797,1569518066,,58121743,CC BY-SA 4.0,https://stackoverflow.com/questions/58121743/i-am-not-able-to-reach-the-companys-database-when-bot-is-hosted-on-microsoft-az,I am not able to reach the company&#39;s database when bot is hosted on microsoft azure,58193516.0,,,,
1177,"['c#', 'winforms', 'fonts', 'combobox', 'richtextbox']","{'account_id': 16610584, 'reputation': 58, 'user_id': 12003724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6f631ea6b03dcc2f03fa8c53f7158e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheProgrammer', 'link': 'https://stackoverflow.com/users/12003724/theprogrammer'}",True,54,1,1,1569968101,1568721315,1592644375.0,57973701,CC BY-SA 4.0,https://stackoverflow.com/questions/57973701/how-do-i-change-the-font-in-a-wpf-richtextbox-in-one-form-using-another-form,How do I change the font in a WPF RichTextBox in one Form using another Form?,57975154.0,,,,
1178,"['c#', 'sql', 'asp.net', 'asp.net-mvc', 'azure']","{'account_id': 8491053, 'reputation': 3, 'user_id': 6367368, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e43d1f34b8909425b23ba5b02fca94c?s=256&d=identicon&r=PG&f=1', 'display_name': 'QuicK', 'link': 'https://stackoverflow.com/users/6367368/quick'}",False,425,1,0,1569962916,1569771187,1569962916.0,58156689,CC BY-SA 4.0,https://stackoverflow.com/questions/58156689/how-to-backup-microsoft-azure-sql-database-using-asp-net,How To Backup Microsoft Azure SQL Database Using ASP.NET,,,,,
1179,"['c#', 'azure-search-.net-sdk']","{'account_id': 9541094, 'reputation': 643, 'user_id': 7089274, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/6frsT.jpg?s=256&g=1', 'display_name': 'Faseeh Haris', 'link': 'https://stackoverflow.com/users/7089274/faseeh-haris'}",True,176,1,1,1569961798,1568046419,,57857866,CC BY-SA 4.0,https://stackoverflow.com/questions/57857866/i-want-to-perform-time-range-search-on-date-range-in-azure-search,I want to perform time range search on date range in azure search,58191856.0,,,,
1180,"['c#', 'wpf', '.net-core-3.0']","{'account_id': 1284043, 'reputation': 6097, 'user_id': 1237491, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eea07516cacdaf68113f82f6b6665d15?s=256&d=identicon&r=PG', 'display_name': 'Dmitrii Dovgopolyi', 'link': 'https://stackoverflow.com/users/1237491/dmitrii-dovgopolyi'}",True,9741,2,4,1569959388,1569501033,,58116849,CC BY-SA 4.0,https://stackoverflow.com/questions/58116849/can-i-compile-net-core-3-wpf-application-in-linux,Can i compile .net Core 3 WPF application in Linux?,58118299.0,,,,
1181,"['c#', 'winforms', 'async-await', 'event-handling', 'syncfusion']","{'account_id': 1299797, 'reputation': 23521, 'user_id': 1249962, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://i.stack.imgur.com/rHCpd.gif?s=256&g=1', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/1249962/richard'}",False,605,2,0,1569958641,1567610931,,57791574,CC BY-SA 4.0,https://stackoverflow.com/questions/57791574/programmatically-setting-drop-down-list-selection-does-not-await-in-event-handle,Programmatically setting drop down list selection does not await in event handler,,,,,
1182,"['c#', 'asp.net-core', 'entity-framework-core']","{'account_id': 8195193, 'reputation': 89, 'user_id': 6168290, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e20ed9108d74d6640f634a4ef31ad804?s=256&d=identicon&r=PG&f=1', 'display_name': 'WorkJ', 'link': 'https://stackoverflow.com/users/6168290/workj'}",True,667,2,0,1569953914,1569594762,1569595149.0,58136612,CC BY-SA 4.0,https://stackoverflow.com/questions/58136612/entity-framework-core-cant-add-child-records,Entity Framework Core - Can&#39;t Add Child records,58190293.0,,,,
1183,"['c#', 'wcf', 'soap', '.net-core', 'xmlserializer']","{'account_id': 1906456, 'reputation': 9, 'user_id': 1721231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c3762f58e0dc36311e11043674c8f73?s=256&d=identicon&r=PG', 'display_name': 'benja', 'link': 'https://stackoverflow.com/users/1721231/benja'}",True,334,1,0,1569951151,1567713889,,57812322,CC BY-SA 4.0,https://stackoverflow.com/questions/57812322/restrict-framework-from-adding-optional-tags-in-soap-xml-message-in-c-netcore,Restrict framework from adding optional tags in SOAP xml message in c# NetCore,58189743.0,,,,
1184,"['c#', 'wpf']","{'account_id': 6941601, 'reputation': 424, 'user_id': 5327728, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/0M0xF.png?s=256&g=1', 'display_name': 'lecloneur', 'link': 'https://stackoverflow.com/users/5327728/lecloneur'}",False,180,1,0,1569948456,1569295510,,58072657,CC BY-SA 4.0,https://stackoverflow.com/questions/58072657/textbox-in-treeviewitem-datatemplate-lostfocus-event-not-firing,TextBox in TreeViewItem DataTemplate LostFocus event not firing,,,,,
1185,"['c#', '.net', 'wpf']","{'account_id': 9455518, 'reputation': 17, 'user_id': 7030952, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MYRH1.jpg?s=256&g=1', 'display_name': 'ＧetsuKami-Hao', 'link': 'https://stackoverflow.com/users/7030952/%ef%bc%a7etsukami-hao'}",False,294,1,-1,1569940344,1569738096,,58152815,CC BY-SA 4.0,https://stackoverflow.com/questions/58152815/wpf-app-open-window-very-slowly-for-the-first-time,WPF App， open window very slowly for the first time,,,,,
1186,"['c#', 'asp.net', 'asp.net-mvc', 'razor', 'url-routing']","{'account_id': 922301, 'reputation': 343, 'user_id': 3011319, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2c4d93c76b29ca5ac85a4515ca9dd3a4?s=256&d=identicon&r=PG', 'display_name': 'Erik Humphrey', 'link': 'https://stackoverflow.com/users/3011319/erik-humphrey'}",True,269,1,0,1569939691,1569441076,1569445206.0,58105656,CC BY-SA 4.0,https://stackoverflow.com/questions/58105656/passing-an-instance-of-a-class-as-an-argument-to-the-action-method-of-url-action,Passing an instance of a class as an argument to the action/method of Url.Action,58186866.0,,,,
1187,"['c#', 'image', 'asp.net-web-api']","{'account_id': 4744062, 'reputation': 5704, 'user_id': 3835843, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/6uN8g.jpg?s=256&g=1', 'display_name': 'Arif', 'link': 'https://stackoverflow.com/users/3835843/arif'}",True,210,1,2,1569938670,1568987255,1569938670.0,58029657,CC BY-SA 4.0,https://stackoverflow.com/questions/58029657/image-doesnt-render-from-system-drawing-image-in-c,Image doesn&#39;t render from System.Drawing.Image in C#,,,,,
1188,"['c#', '.net', 'asp.net-mvc']","{'account_id': 6358778, 'reputation': 97, 'user_id': 4935022, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/efd013a1ba6b5812164599794e966493?s=256&d=identicon&r=PG&f=1', 'display_name': 'BenoitM', 'link': 'https://stackoverflow.com/users/4935022/benoitm'}",False,975,1,0,1569938421,1569326939,1569938421.0,58080015,CC BY-SA 4.0,https://stackoverflow.com/questions/58080015/mvc4-to-mv5-machine-key-validation,MVC4 to MV5 machine key validation,,,,,
1189,"['c#', 'asp.net-web-api', 'json.net']","{'account_id': 2811946, 'reputation': 508, 'user_id': 2418006, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Uh6Jk.jpg?s=256&g=1', 'display_name': 'OneManBand', 'link': 'https://stackoverflow.com/users/2418006/onemanband'}",True,217,1,2,1569937401,1569611697,1569867738.0,58140295,CC BY-SA 4.0,https://stackoverflow.com/questions/58140295/how-to-pass-webapi-controller-data-such-that-posted-model-has-access-at-binding,How to pass WebAPI Controller data such that Posted Model has access at Binding/Deserialization or Validation Time,,,,,
1190,"['c#', 'string', 'search', 'console']","{'account_id': 11412200, 'reputation': 1, 'user_id': 8366025, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/756194924562648/picture?type=large', 'display_name': 'Mutasadiq Sheikh', 'link': 'https://stackoverflow.com/users/8366025/mutasadiq-sheikh'}",True,753,1,-2,1569936799,1569853616,1569854549.0,58169952,CC BY-SA 4.0,https://stackoverflow.com/questions/58169952/search-function-in-c-console,Search function in c# console,,,,,
1191,"['c#', 'android', 'ionic-framework', 'ionic4', 'whatsapp']","{'account_id': 6720781, 'reputation': 1045, 'user_id': 5180893, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/FOUJy.png?s=256&g=1', 'display_name': 'Bilal Ahmed', 'link': 'https://stackoverflow.com/users/5180893/bilal-ahmed'}",False,295,0,1,1569936247,1567578139,1569936247.0,57782553,CC BY-SA 4.0,https://stackoverflow.com/questions/57782553/how-to-send-a-text-message-to-a-whatsapp-group-using-social-sharing-plugin,How to send a text message to a whatsapp group using social sharing plugin,,,,,
1192,"['c#', 'sql-server', 'asp.net-core', '.net-core', 'amazon-lightsail']","{'account_id': 1582560, 'reputation': 11, 'user_id': 1467590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ff2120c5bde0ec7fa9db33771305e39?s=256&d=identicon&r=PG', 'display_name': 'Leonardo Rodrigues', 'link': 'https://stackoverflow.com/users/1467590/leonardo-rodrigues'}",False,637,3,1,1569936092,1569455652,1569519217.0,58107882,CC BY-SA 4.0,https://stackoverflow.com/questions/58107882/net-core-webapi-app-connects-locally-but-fails-on-the-server-with-sql-network-i,.NET Core WebAPI app connects locally but fails on the Server with SQL Network Interfaces error: 26 Error Locating Server/Instance Specified,,,,,
1193,"['c#', 'binding', 'hook', 'specflow']","{'account_id': 16165919, 'reputation': 5, 'user_id': 11670912, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-w3y09j7pbvA/AAAAAAAAAAI/AAAAAAAAALs/Ofly25UaS1o/photo.jpg?sz=256', 'display_name': 'Fabio Cardoso', 'link': 'https://stackoverflow.com/users/11670912/fabio-cardoso'}",True,991,2,0,1569934773,1569776761,1569783088.0,58157406,CC BY-SA 4.0,https://stackoverflow.com/questions/58157406/c-specflow-beforescenario-hook-is-not-being-called-and-driver-gets-null,C# Specflow - BeforeScenario hook is not being called and driver gets null,58185315.0,,,,
1194,"['c#', 'asynchronous', 'uwp', 'uart', 'windows-iot-core-10']","{'account_id': 16432680, 'reputation': 93, 'user_id': 11871102, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79d554f3b472b1b98d7116b5b101718c?s=256&d=identicon&r=PG&f=1', 'display_name': 'TonicLoyal', 'link': 'https://stackoverflow.com/users/11871102/tonicloyal'}",True,115,1,-1,1569933083,1569677971,1569757809.0,58146852,CC BY-SA 4.0,https://stackoverflow.com/questions/58146852/return-serial-comunication-with-async-void,return serial Comunication with async void,,,,,
1195,"['c#', 'microsoft-graph-api', 'onedrive', 'microsoft-graph-sdks']","{'account_id': 6511507, 'reputation': 625, 'user_id': 5038596, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/uMbaI.png?s=256&g=1', 'display_name': 'Ask Too Much', 'link': 'https://stackoverflow.com/users/5038596/ask-too-much'}",True,239,1,1,1569932079,1569754107,1569932079.0,58154485,CC BY-SA 4.0,https://stackoverflow.com/questions/58154485/include-description-in-uploaded-file,Include Description in Uploaded File,58158675.0,,,,
1196,"['c#', 'machine-learning', 'ml.net']","{'account_id': 9190685, 'reputation': 199, 'user_id': 6831325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b61f1233600286b07772beb2349bc38d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lucas', 'link': 'https://stackoverflow.com/users/6831325/lucas'}",True,1078,2,2,1569931863,1568200758,1568201374.0,57887990,CC BY-SA 4.0,https://stackoverflow.com/questions/57887990/ml-net-how-to-train-a-dataset-that-doesnt-contain-labels,(ML.NET) How to train a dataset that doesn&#39;t contain labels,,,,,
1197,"['c#', 'sql-server', 'msdtc']","{'account_id': 2584563, 'reputation': 1111, 'user_id': 2240562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cb5abab4acc6bdd53f8d16d460f1c24?s=256&d=identicon&r=PG', 'display_name': 'staale.skaland', 'link': 'https://stackoverflow.com/users/2240562/staale-skaland'}",True,569,1,8,1569930482,1567458799,1569930482.0,57762733,CC BY-SA 4.0,https://stackoverflow.com/questions/57762733/how-to-detect-that-rollback-has-occurred,How to detect that rollback has occurred?,57763461.0,,,,
1198,"['c#', 'unity3d', 'collider']","{'account_id': 16596751, 'reputation': 13, 'user_id': 11993444, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lHpqyh-N1x8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd0vJfNeKxad1XSUWbd-cyhASyeCQ/photo.jpg?sz=256', 'display_name': 'Eko Grah', 'link': 'https://stackoverflow.com/users/11993444/eko-grah'}",True,227,4,0,1569930325,1569845952,1569861346.0,58167779,CC BY-SA 4.0,https://stackoverflow.com/questions/58167779/pause-collider-in-unity,Pause collider in Unity,58167876.0,,,,
1199,"['c#', '.net', 'wcf', 'transactionscope']","{'account_id': 2584563, 'reputation': 1111, 'user_id': 2240562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cb5abab4acc6bdd53f8d16d460f1c24?s=256&d=identicon&r=PG', 'display_name': 'staale.skaland', 'link': 'https://stackoverflow.com/users/2240562/staale-skaland'}",True,56,1,0,1569930204,1569349275,,58086155,CC BY-SA 4.0,https://stackoverflow.com/questions/58086155/transactionscope-transactional-wcf-and-paralellism-multithreading,TransactionScope - Transactional WCF and paralellism/multithreading,58184117.0,,,,
1200,"['c#', 'uwp', 'xbind']","{'account_id': 1277077, 'reputation': 20305, 'user_id': 1232087, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5dd18aac5106e03afdffc1da755b1695?s=256&d=identicon&r=PG', 'display_name': 'nam', 'link': 'https://stackoverflow.com/users/1232087/nam'}",False,95,2,-1,1569929835,1569690648,,58148593,CC BY-SA 4.0,https://stackoverflow.com/questions/58148593/confusion-on-binding-uwp-datagrid-to-mvvm-model,Confusion on Binding UWP DataGrid to MVVM model,,,,,
1201,"['c#', 'ms-access']","{'account_id': 14885994, 'reputation': 370, 'user_id': 10749156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e58b262e888b2d477d3d28fa82105c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tsal Giorgos', 'link': 'https://stackoverflow.com/users/10749156/tsal-giorgos'}",True,58,3,1,1569927882,1568383152,,57925053,CC BY-SA 4.0,https://stackoverflow.com/questions/57925053/get-the-text-of-headers-and-footers-in-access-using-interop-access,Get the text of Headers and Footers in Access using Interop.Access,58179955.0,,,,
1202,"['c#', 'wpf', 'datagrid']","{'account_id': 12607950, 'reputation': 33, 'user_id': 9168181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c08d0a52daaca34bd3fdcfabb2ed2fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thokle', 'link': 'https://stackoverflow.com/users/9168181/thokle'}",True,74,1,-1,1569927675,1569816182,,58161391,CC BY-SA 4.0,https://stackoverflow.com/questions/58161391/drop-down-box-is-empty-in-edit-create-mode-in-datagrid,Drop down box is empty in edit/create mode in DataGrid,58169673.0,,,,
1203,"['c#', 'wcf', 'wsdl']","{'account_id': 4891816, 'reputation': 515, 'user_id': 3942739, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f588a7e296c3b04ef85bf0621598296?s=256&d=identicon&r=PG&f=1', 'display_name': 'AndrewR', 'link': 'https://stackoverflow.com/users/3942739/andrewr'}",True,705,1,3,1569925506,1569174400,1569400804.0,58051858,CC BY-SA 4.0,https://stackoverflow.com/questions/58051858/wcf-type-mismatch-between-xopxml-and-soapxml,WCF type mismatch between xop+xml and soap+xml,,,,,
1204,"['c#', 'windows', 'winforms']","{'account_id': 139305, 'reputation': 4966, 'user_id': 344822, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b61d7877c4ec3c416fbb7df2dd128de5?s=256&d=identicon&r=PG', 'display_name': 'prabhakaran', 'link': 'https://stackoverflow.com/users/344822/prabhakaran'}",False,145,0,0,1569923081,1569838693,1592644375.0,58165823,CC BY-SA 4.0,https://stackoverflow.com/questions/58165823/how-to-get-the-windows-messages-according-to-the-child,How to get the windows messages according to the child?,,,,,
1205,"['c#', '.net', '.net-core', 'entity-framework-core']","{'account_id': 1203030, 'reputation': 5008, 'user_id': 1173307, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/661da69d4d513e5b58a94d670a136f5f?s=256&d=identicon&r=PG', 'display_name': 'pantonis', 'link': 'https://stackoverflow.com/users/1173307/pantonis'}",False,381,0,6,1569922310,1569833793,1569834526.0,58164533,CC BY-SA 4.0,https://stackoverflow.com/questions/58164533/ef-core-2-2-query-produces-where-is-null-for-nullable-column,EF Core 2.2 query produces WHERE IS null for nullable column,,,,,
1206,"['c#', 'sql', '.net', 'asp.net-web-api']","{'user_type': 'does_not_exist', 'display_name': 'user9922915'}",True,109,1,0,1569922133,1569840742,1569922133.0,58166406,CC BY-SA 4.0,https://stackoverflow.com/questions/58166406/combining-2-select-statement-and-join-sql,Combining 2 select statement and join sql,58166542.0,,,,
1207,"['c#', 'wpf', 'mvvm', 'datagridview', 'datatable']","{'account_id': 2540110, 'reputation': 1236, 'user_id': 2328071, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/074f29a07729087458c3ac9937e6c111?s=256&d=identicon&r=PG&f=1', 'display_name': 'ThEpRoGrAmMiNgNoOb', 'link': 'https://stackoverflow.com/users/2328071/theprogrammingnoob'}",True,1439,2,0,1569921435,1569827430,,58163069,CC BY-SA 4.0,https://stackoverflow.com/questions/58163069/adding-tag-in-datatable,Adding Tag in DataTable,58181671.0,,,,
1208,"['c#', '.net', 'windows', 'winforms', 'drag-and-drop']","{'account_id': 13119653, 'reputation': 109, 'user_id': 9477539, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/deVtK.png?s=256&g=1', 'display_name': 'wael mrabet', 'link': 'https://stackoverflow.com/users/9477539/wael-mrabet'}",True,176,1,0,1569921141,1569402248,1569417664.0,58094874,CC BY-SA 4.0,https://stackoverflow.com/questions/58094874/cant-drag-and-drop-a-file-from-a-windows-window-to-a-winform-in-windows-10,Can&#39;t drag and drop a file from a windows window to a winform in windows 10,58181582.0,,,,
1209,"['c#', 'generics', 'static', 'polymorphism']","{'user_type': 'does_not_exist', 'display_name': 'user12031933'}",True,302,2,-6,1569920120,1569823609,1569830173.0,58162264,CC BY-SA 4.0,https://stackoverflow.com/questions/58162264/how-to-create-a-static-variable-shared-amongst-instances-of-closed-constructed-g,How to create a static variable shared amongst instances of closed constructed generic types?,58163871.0,,,,
1210,"['c#', 'jquery', 'asp.net-mvc', 'asp.net-ajax', 'dapper']","{'account_id': 13786486, 'reputation': 75, 'user_id': 9950237, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Qdd4uzb5wRQ/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq171BOXiJdumDDGKn0Fm2w4W6mwwQ/mo/photo.jpg?sz=256', 'display_name': 'Jun Cain', 'link': 'https://stackoverflow.com/users/9950237/jun-cain'}",False,530,1,0,1569920007,1569577459,1569920007.0,58131990,CC BY-SA 4.0,https://stackoverflow.com/questions/58131990/how-to-make-array-values-readable-into-c-mvc-controller,How to make array values readable into C# MVC controller,,,,,
1211,"['c#', 'console-application', 'com-interop', 'enterprise-architect']","{'account_id': 6689587, 'reputation': 3905, 'user_id': 5159468, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/dace09a5ca5ec6979278374f2d183ce7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Spikee', 'link': 'https://stackoverflow.com/users/5159468/spikee'}",True,497,1,1,1569919856,1568877418,1568879172.0,58005654,CC BY-SA 4.0,https://stackoverflow.com/questions/58005654/get-all-child-nodes-of-an-enterprise-architect-package-node,Get all child nodes of an Enterprise Architect package node,58179495.0,,,,
1212,"['c#', 'asp.net', 'web-services', 'soap']","{'account_id': 8905311, 'reputation': 25, 'user_id': 6647341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69dcfbf46b66f7718ce6204f74067c70?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bhavika Patel', 'link': 'https://stackoverflow.com/users/6647341/bhavika-patel'}",True,1124,1,1,1569919807,1569822029,1569823180.0,58162030,CC BY-SA 4.0,https://stackoverflow.com/questions/58162030/c-parse-soap-response-to-extract-data,C# - Parse Soap response to extract data,58181192.0,,,,
1213,"['c#', 'asp.net-mvc', 'authentication']","{'account_id': 16762536, 'reputation': 75, 'user_id': 12116902, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d90f94672fd527a0eeb8f98d0b7bbaa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Archana', 'link': 'https://stackoverflow.com/users/12116902/archana'}",False,1285,1,0,1569918167,1569843240,1569918167.0,58167097,CC BY-SA 4.0,https://stackoverflow.com/questions/58167097/secure-login-method-in-asp-net-mvc,Secure login method in ASP.NET MVC,,,,,
1214,"['c#', 'entity-framework', 'visual-studio-2017']","{'account_id': 15002465, 'reputation': 35, 'user_id': 10829672, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-dUcphWWWqqM/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbraVpwP2cSuTSyLZYFLftBOsSOjw/mo/photo.jpg?sz=256', 'display_name': 'user10829672', 'link': 'https://stackoverflow.com/users/10829672/user10829672'}",False,255,0,0,1569918094,1569509546,,58119496,CC BY-SA 4.0,https://stackoverflow.com/questions/58119496/enable-migrations-entityframework-6-3-command-gives-error-in-vs2017-package-m,"Enable-Migrations (EntityFrameWork 6.3) command gives error in VS2017, Package Manager Console",,,,,
1215,"['c#', 'postgresql', '.net-core']","{'account_id': 9308033, 'reputation': 592, 'user_id': 6910939, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19dd2f303a71a4d4344796b4f640bd6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shoba ', 'link': 'https://stackoverflow.com/users/6910939/shoba'}",False,256,1,0,1569915884,1569493118,,58114637,CC BY-SA 4.0,https://stackoverflow.com/questions/58114637/read-committed-isolation-level-in-postgres,Read committed Isolation Level in postgres,,,,,
