,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
1398,"['c#', 'entity-framework', 'linq']","{'account_id': 23160015, 'reputation': 11, 'user_id': 17260776, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5ab15ecbb6c3267e66947577a392124?s=256&d=identicon&r=PG', 'display_name': 'Mikioe', 'link': 'https://stackoverflow.com/users/17260776/mikioe'}",False,55,0,1,1656244210,1656243570,72761241,CC BY-SA 4.0,https://stackoverflow.com/questions/72761241/entity-framework-linq-using-additional-where-clause-with-join-significantly-sl,Entity Framework LINQ - Using additional Where clause with Join significantly slows down query,1656244210.0,,,,,
1399,"['c#', '.net-core', 'webapi']","{'account_id': 4389011, 'reputation': 55, 'user_id': 3696089, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/LEieQ.jpg?s=256&g=1', 'display_name': 'Shakir Ali', 'link': 'https://stackoverflow.com/users/3696089/shakir-ali'}",False,55,0,0,1656244109,1656243828,72761274,CC BY-SA 4.0,https://stackoverflow.com/questions/72761274/getting-unexpected-values-in-postman-response-asp-net-core-webapi,Getting unexpected values in postman response (Asp.net Core WebApi),1656244109.0,,,,,
1400,"['c#', 'html', 'ajax', 'visual-studio', 'model-view-controller']","{'account_id': 305734, 'reputation': 3843, 'user_id': 616076, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/fe43a81cc28c5e4e79c06100fccef344?s=256&d=identicon&r=PG', 'display_name': 'user616076', 'link': 'https://stackoverflow.com/users/616076/user616076'}",False,40,0,0,1656244088,1656244088,72761308,CC BY-SA 4.0,https://stackoverflow.com/questions/72761308/wont-return-data-to-my-view-from-controller-in-vs2022-c,Wont return data to my View from Controller in VS2022 C#,,,,,,
1401,"['c#', 'sqlite', 'crystal-reports', 'desktop-application']","{'account_id': 25650440, 'reputation': 1, 'user_id': 19417765, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhlB4zHn3E3XsZByRJL46uavBFKDeA2dVjOQfAbVA=k-s256', 'display_name': 'Shah Faisal', 'link': 'https://stackoverflow.com/users/19417765/shah-faisal'}",False,29,1,0,1656244014,1656215502,72758775,CC BY-SA 4.0,https://stackoverflow.com/questions/72758775/unit-price-in-crystal-report-is-not-matching,Unit Price in Crystal Report is not matching,,,,,,
1402,"['c#', 'file', 'import']","{'account_id': 22190219, 'reputation': 1, 'user_id': 16432535, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9669d2303068e2fa1692b9e6c4a5b05?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lardblast', 'link': 'https://stackoverflow.com/users/16432535/lardblast'}",False,96,1,-1,1656243636,1656241961,72761068,CC BY-SA 4.0,https://stackoverflow.com/questions/72761068/c-how-to-programmatically-import-files-into-visual-studio-project,C# How to programmatically import files into Visual Studio project,,,,,,
1403,"['c#', 'encryption', 'pusher']","{'account_id': 8357089, 'reputation': 1480, 'user_id': 6276911, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Sqtpe.jpg?s=256&g=1', 'display_name': '&#201;der Rocha', 'link': 'https://stackoverflow.com/users/6276911/%c3%89der-rocha'}",False,44,0,2,1656243504,1656212764,72758623,CC BY-SA 4.0,https://stackoverflow.com/questions/72758623/pusherclient-2-1-0-doesnt-decrypt-messages,PusherClient 2.1.0 doesn&#39;t decrypt messages,1656243504.0,,,,,
1404,"['c#', '.net', 'winui-3']","{'account_id': 20457782, 'reputation': 311, 'user_id': 15011055, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yOjMn.jpg?s=256&g=1', 'display_name': 'Ricky Kresslein', 'link': 'https://stackoverflow.com/users/15011055/ricky-kresslein'}",True,65,1,-1,1656243400,1656177026,72755825,CC BY-SA 4.0,https://stackoverflow.com/questions/72755825/system-timers-timer-stutters,System.Timers.Timer stutters,,,,,,
1405,"['c#', '.net', 'migration', 'autofac', '.net-6.0']","{'account_id': 11181593, 'reputation': 703, 'user_id': 8205497, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/969d8d66d897d4c29db14a722b10a7cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jason Landbridge', 'link': 'https://stackoverflow.com/users/8205497/jason-landbridge'}",True,148,1,3,1656241998,1656175992,72755718,CC BY-SA 4.0,https://stackoverflow.com/questions/72755718/all-tests-are-inconclusive-with-the-same-an-assembly-specified-in-the-applicati,All tests are inconclusive with the same &quot;An assembly specified in the application dependencies manifest was not found&quot; error when migrating to .NET 6,1656182229.0,72760896.0,,,,
1406,['c#'],"{'account_id': 7986135, 'reputation': 339, 'user_id': 6025593, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7d09e02335b022f0d615d120388b493f?s=256&d=identicon&r=PG&f=1', 'display_name': 'DmO', 'link': 'https://stackoverflow.com/users/6025593/dmo'}",True,51,1,2,1656241765,1656239043,72760729,CC BY-SA 4.0,https://stackoverflow.com/questions/72760729/change-value-of-a-string-multiple-times-does-affect-memory,Change value of a string multiple times does affect memory?,1656241765.0,72761038.0,,,,
1407,['c#'],"{'account_id': 16471236, 'reputation': 21, 'user_id': 11900211, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-cImkpC398Rk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf2aWH6rJcsjJ1gOBZ-ySbE9jXFfw/photo.jpg?sz=256', 'display_name': 'rahul jha', 'link': 'https://stackoverflow.com/users/11900211/rahul-jha'}",False,21,0,0,1656238499,1656238499,72760659,CC BY-SA 4.0,https://stackoverflow.com/questions/72760659/rabbit-mq-multiple-consumers-fir-multiple-producers,Rabbit mq multiple consumers fir multiple producers,,,,,,
1408,"['c#', 'itext7']","{'account_id': 25627247, 'reputation': 1, 'user_id': 19398170, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c89b4e90e7f7530ecca9173b5c92fba9?s=256&d=identicon&r=PG', 'display_name': 'fadaidechengxuyuan', 'link': 'https://stackoverflow.com/users/19398170/fadaidechengxuyuan'}",False,30,0,0,1656235099,1655976055,72727704,CC BY-SA 4.0,https://stackoverflow.com/questions/72727704/c-itext7-how-to-delete-pdfcanvas-after-adding-image,C# iText7 How to delete pdfcanvas after adding Image,1656235099.0,,,,,
1409,['c#'],"{'account_id': 17258107, 'reputation': 113, 'user_id': 15673075, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCTXr___Wy1EQlSIkLpo1i_p_hwngzZhF2jylvr=k-s256', 'display_name': 'Тимон Яблоков', 'link': 'https://stackoverflow.com/users/15673075/%d0%a2%d0%b8%d0%bc%d0%be%d0%bd-%d0%af%d0%b1%d0%bb%d0%be%d0%ba%d0%be%d0%b2'}",False,40,0,1,1656234865,1656234865,72760266,,https://stackoverflow.com/questions/72760266/get-class-name-from-constructor,Get class name from constructor?,,,1656235348.0,Duplicate,,
1410,"['c#', 'unity3d', 'maps', 'procedural-generation']","{'account_id': 24697002, 'reputation': 21, 'user_id': 18588834, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/usQ5E.jpg?s=256&g=1', 'display_name': 'gregghy', 'link': 'https://stackoverflow.com/users/18588834/gregghy'}",False,51,2,1,1656234425,1656167872,72754757,CC BY-SA 4.0,https://stackoverflow.com/questions/72754757/unity-crash-when-i-try-to-generate-rooms,Unity crash when I try to generate rooms,1656169582.0,,,,,
1411,"['c#', 'itext', 'itext7']","{'account_id': 4243663, 'reputation': 167, 'user_id': 3472931, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/11ba20f0221dfe6dc44f2dc5621ddf04?s=256&d=identicon&r=PG&f=1', 'display_name': 'argledhel', 'link': 'https://stackoverflow.com/users/3472931/argledhel'}",False,141,0,0,1656233602,1655993878,72731756,CC BY-SA 4.0,https://stackoverflow.com/questions/72731756/itext7-function-to-get-pdfobject-in-annotations,iText7: Function to get pdfobject in annotations,1656233602.0,,,,,
1412,"['c#', 'opengl', 'framebuffer', 'opentk']","{'account_id': 22406740, 'reputation': 141, 'user_id': 16616154, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzz2ZjIf07yuVl2byi6jhyIdV554SnoPE_qfZNB=k-s256', 'display_name': 'theflamingtiger', 'link': 'https://stackoverflow.com/users/16616154/theflamingtiger'}",False,83,0,1,1656233093,1656129727,72751169,CC BY-SA 4.0,https://stackoverflow.com/questions/72751169/using-a-frame-buffer-yields-strange-results,Using a frame buffer yields strange results?,1656233093.0,,,,,
1413,"['c#', 'asp.net', 'database']","{'account_id': 20955302, 'reputation': 23, 'user_id': 15395970, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4495955643754788/picture?type=large', 'display_name': 'Rasca Rafael', 'link': 'https://stackoverflow.com/users/15395970/rasca-rafael'}",False,130,1,0,1656232961,1656231462,72759950,CC BY-SA 4.0,https://stackoverflow.com/questions/72759950/cannot-convert-from-system-web-mvc-selectlist-to-string-so-my-item-id-is-sho,Cannot convert from &#39;System.Web.Mvc.SelectList&#39; to &#39;string&#39; so my Item Id is shown,1656232961.0,,,,,
1414,"['c#', 'selenium', 'selenium-webdriver']","{'account_id': 20420632, 'reputation': 1, 'user_id': 14981688, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GimSlZfa8nTiXQN_6JbiIVPwEcQXWnADSYeYS1-=k-s256', 'display_name': 'Marees Bala', 'link': 'https://stackoverflow.com/users/14981688/marees-bala'}",True,216,2,0,1656232192,1654752239,72555082,CC BY-SA 4.0,https://stackoverflow.com/questions/72555082/selenium-c-while-running-how-should-i-skip-the-login-if-already-logged-in,Selenium C# - While running - How should i skip the login if already logged in,1654767430.0,,,,,
1415,"['c#', 'asp.net-core', 'asp.net-core-identity']","{'account_id': 25651240, 'reputation': 1, 'user_id': 19418434, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg01mMPwcSXmNovoRId07cjv0KT6z5OqEY49_Il=k-s256', 'display_name': 'NATEA PETRISOR-OVIDIU', 'link': 'https://stackoverflow.com/users/19418434/natea-petrisor-ovidiu'}",False,77,0,0,1656231723,1656227867,72759616,CC BY-SA 4.0,https://stackoverflow.com/questions/72759616/query-new-table-in-asp-net-core-identity,Query new table in ASP.NET Core Identity,1656231723.0,,,,,
1416,"['c#', 'string', 'unity3d', 'constants']","{'account_id': 7563840, 'reputation': 3310, 'user_id': 5740243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a84de649451213c7d2dc312643ab236c?s=256&d=identicon&r=PG', 'display_name': 'KiynL', 'link': 'https://stackoverflow.com/users/5740243/kiynl'}",False,52,1,-1,1656231371,1656073399,72744042,CC BY-SA 4.0,https://stackoverflow.com/questions/72744042/do-const-string-within-the-update-method-improve-performance,Do const string within the Update method improve performance?,,,,,,
1417,"['c#', 'unity3d', 'collision']","{'account_id': 25648029, 'reputation': 1, 'user_id': 19415813, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/429948505688686/picture?type=large', 'display_name': 'Raphael Kallweit', 'link': 'https://stackoverflow.com/users/19415813/raphael-kallweit'}",False,134,3,0,1656231201,1656177590,72755891,CC BY-SA 4.0,https://stackoverflow.com/questions/72755891/how-can-i-set-an-object-active-when-its-already-set-to-disabled,How can i set an object active when its already set to disabled?,1656217798.0,,,,,
1418,"['c#', 'asp.net-core', 'asp.net-core-webapi', '.net-6.0']","{'account_id': 6412677, 'reputation': 2582, 'user_id': 4971859, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/C4KE3.png?s=256&g=1', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/4971859/steve'}",True,209,1,3,1656230450,1656200050,72757979,CC BY-SA 4.0,https://stackoverflow.com/questions/72757979/why-automatic-modelstate-returns-400-status-code-instead-of-422,Why automatic modelstate returns 400 status code instead of 422?,1656230450.0,72758988.0,,,,
1419,"['c#', 'android', 'xamarin']","{'account_id': 25073739, 'reputation': 316, 'user_id': 18972846, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b860d47d80fc72f0e8264b7613186bb?s=256&d=identicon&r=PG', 'display_name': 'TechGeek', 'link': 'https://stackoverflow.com/users/18972846/techgeek'}",False,34,0,0,1656229935,1656229935,72759789,CC BY-SA 4.0,https://stackoverflow.com/questions/72759789/how-to-create-an-instance-of-a-filedescriptor-for-recording-audio-in-android-xam,How to create an instance of a FileDescriptor for recording audio in Android Xamarin?,,,,,,
1420,['c#'],"{'account_id': 25648565, 'reputation': 1, 'user_id': 19416245, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1dc343c08b5a5aa897cd91f8192949c?s=256&d=identicon&r=PG', 'display_name': 'Carmen', 'link': 'https://stackoverflow.com/users/19416245/carmen'}",False,31,0,0,1656229588,1656184163,72756659,CC BY-SA 4.0,https://stackoverflow.com/questions/72756659/how-can-i-avoid-the-following-errors-in-unity-for-distancegrabber-cs,How can I avoid the following errors in Unity (for DistanceGrabber.cs)?,1656229588.0,,,,,
1421,"['c#', 'regex', 'regular-language']","{'account_id': 1235329, 'reputation': 3098, 'user_id': 1199019, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/f2b20868e20d94f2a73c0e0908c38570?s=256&d=identicon&r=PG', 'display_name': 'Aneesh Narayanan', 'link': 'https://stackoverflow.com/users/1199019/aneesh-narayanan'}",True,90,2,0,1656229340,1655879671,72710700,CC BY-SA 4.0,https://stackoverflow.com/questions/72710700/extract-strings-followed-by-number-with-space-using-regex,Extract strings followed by number with space using regex,1655892723.0,72710976.0,,,,
1422,"['c#', 'opengl', 'sharpgl']","{'account_id': 53211, 'reputation': 16830, 'user_id': 159072, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/217605bccd955128d5ffc2c6e3d8267e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user366312', 'link': 'https://stackoverflow.com/users/159072/user366312'}",True,62,1,1,1656229293,1656199664,72757959,CC BY-SA 4.0,https://stackoverflow.com/questions/72757959/the-hidden-surface-removal-is-not-working-as-expected,The hidden surface removal is not working as expected,1656229177.0,72759713.0,,,,
1423,"['c#', 'json', '.net', '.net-attributes', 'json2csharp']","{'account_id': 25475629, 'reputation': 21, 'user_id': 19272959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45d06f7ae1852134431c9a8be2fcf341?s=256&d=identicon&r=PG', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/19272959/jeff'}",True,47,1,1,1656226558,1656206217,72758304,CC BY-SA 4.0,https://stackoverflow.com/questions/72758304/why-does-the-json2csharp-online-converter-decorate-each-property-with-a-jsonpro,Why does the JSON2CSharp online converter decorate each property with a [JsonProperty(&quot;...&quot;)] attribute?,1656226558.0,,,,,
1424,"['c#', 'json', 'httpwebresponse']","{'account_id': 11731836, 'reputation': 19, 'user_id': 8587040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b0abeb575b4a66b46494d7c08624b83?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel ', 'link': 'https://stackoverflow.com/users/8587040/daniel'}",True,175,1,1,1656225949,1656156299,72753470,CC BY-SA 4.0,https://stackoverflow.com/questions/72753470/solved-c-httpwebresponse-delivers-different-response-than-postman,SOLVED C# HttpWebResponse delivers different response than Postman,1656225949.0,,,,,
1425,"['c#', 'unity3d', 'tuples']","{'account_id': 21594741, 'reputation': 19, 'user_id': 15923993, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2b05436b2a6dda8e4ab500f5f51e5e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tsubodai', 'link': 'https://stackoverflow.com/users/15923993/tsubodai'}",False,245,1,1,1656225186,1656220954,72759083,CC BY-SA 4.0,https://stackoverflow.com/questions/72759083/namespace-tuple-could-not-be-found,Namespace Tuple could not be found,1656223240.0,,,,,
1426,"['c#', 'visual-studio-code', 'azure-functions']","{'account_id': 8012205, 'reputation': 4088, 'user_id': 6043544, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/fafb6acf4f4504b54e7484bc0c17cc7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Serdia', 'link': 'https://stackoverflow.com/users/6043544/serdia'}",True,126,2,0,1656225126,1655939059,72722858,CC BY-SA 4.0,https://stackoverflow.com/questions/72722858/failed-to-find-csproj-file-in-folder-unable-to-create-c-template-in-vscode,Failed to find csproj file in folder - unable to create c# template in vscode,1656028003.0,,,,,
1427,"['c#', 'android', 'timer']","{'account_id': 25650886, 'reputation': 1, 'user_id': 19418127, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx5uHAz7xpfiLFAtb6NXFo24vNOpisodNjcgUdG=k-s256', 'display_name': 'Moneer Ashaebi', 'link': 'https://stackoverflow.com/users/19418127/moneer-ashaebi'}",False,38,0,0,1656223936,1656223936,72759286,CC BY-SA 4.0,https://stackoverflow.com/questions/72759286/how-to-update-bitmap,how to update bitmap?,,,,,,
1428,"['c#', '.net', 'roslyn']","{'account_id': 17214799, 'reputation': 150, 'user_id': 12463119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68c65336cf1efc14ca2f4a318da005d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'martinrhan', 'link': 'https://stackoverflow.com/users/12463119/martinrhan'}",False,88,1,0,1656221400,1655958351,72724521,CC BY-SA 4.0,https://stackoverflow.com/questions/72724521/in-c-code-analysis-how-to-know-if-a-typesyntax-is-an-enum,"In C# code analysis, how to know if a TypeSyntax is an Enum?",,,,,,
1429,"['c#', 'loops']","{'account_id': 10408042, 'reputation': 25, 'user_id': 7674357, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/772edac6c9fbc6b135ff7c176cffcbfa?s=256&d=identicon&r=PG&f=1', 'display_name': 'dmullad', 'link': 'https://stackoverflow.com/users/7674357/dmullad'}",True,90,3,0,1656218828,1655240905,72623375,CC BY-SA 4.0,https://stackoverflow.com/questions/72623375/how-to-skip-over-characters-already-looped-through-in-a-string,How to skip over characters already looped through in a string,,72623767.0,,,,
1430,"['c#', 'unity3d', 'dll']","{'account_id': 10937947, 'reputation': 87, 'user_id': 8038911, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gvtQ2.png?s=256&g=1', 'display_name': 'BreMea', 'link': 'https://stackoverflow.com/users/8038911/bremea'}",True,201,1,3,1656216724,1655264426,72625655,CC BY-SA 4.0,https://stackoverflow.com/questions/72625655/how-can-i-resolve-conflicting-dlls-in-two-of-my-unity-packages,How can I resolve conflicting DLLs in two of my Unity packages?,1656216724.0,72641434.0,,,,
1431,"['c#', 'unity3d']","{'account_id': 24770563, 'reputation': 1, 'user_id': 18654267, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwZ5svNGLaKnUQ1GtNLWvfgBuwOTajZBr1wjUs5=k-s256', 'display_name': 'Eric Smith', 'link': 'https://stackoverflow.com/users/18654267/eric-smith'}",False,71,2,-1,1656216448,1656203550,72758179,CC BY-SA 4.0,https://stackoverflow.com/questions/72758179/in-c-can-i-use-a-list-key-as-a-argument-in-a-method,In C# can I use a List key as a argument in a method?,1656216448.0,,,,,
1432,"['c#', 'sqlite', '.net-core', 'apple-m1', 'ormlite-servicestack']","{'account_id': 9003, 'reputation': 3915, 'user_id': 16454, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/dc63df22e32e75284fef01d0e5d28a58?s=256&d=identicon&r=PG', 'display_name': 'devlord', 'link': 'https://stackoverflow.com/users/16454/devlord'}",True,72,1,1,1656214168,1656078741,72745111,CC BY-SA 4.0,https://stackoverflow.com/questions/72745111/servicestack-ormlite-sqlite-implementation-fails-on-mac-m1,ServiceStack ORMLite SQLite implementation fails on Mac M1,1656214168.0,72751232.0,,,,
1433,"['c#', 'unity3d', 'game-physics', 'game-development']","{'account_id': 25634149, 'reputation': 11, 'user_id': 19404007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9eebb22be44dd081b3351b432b0dcd80?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rylan B', 'link': 'https://stackoverflow.com/users/19404007/rylan-b'}",False,42,1,1,1656213957,1656189913,72757253,CC BY-SA 4.0,https://stackoverflow.com/questions/72757253/how-can-i-fix-a-force-only-being-applied-vertically-and-not-horizontally,How can I fix a force only being applied vertically and not horizontally?,1656209313.0,,,,,
1434,"['c#', 'list', 'unity3d', 'enums', 'artificial-intelligence']","{'account_id': 25645029, 'reputation': 11, 'user_id': 19413249, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx-wBJ-Pzbno7xpYNFCWDj41D53UtvXLMmy3cL2=k-s256', 'display_name': 'chana banana', 'link': 'https://stackoverflow.com/users/19413249/chana-banana'}",False,73,1,0,1656211877,1656159047,72753743,CC BY-SA 4.0,https://stackoverflow.com/questions/72753743/c-repeating-enum-elements,C# repeating Enum elements,1656160469.0,,,,,
1435,"['c#', 'roslyn-code-analysis', 'sourcegenerators']","{'account_id': 880577, 'reputation': 1225, 'user_id': 168589, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/57b86bd55f16d57ef9f886e6e9a224e5?s=256&d=identicon&r=PG', 'display_name': 'Tim Bassett', 'link': 'https://stackoverflow.com/users/168589/tim-bassett'}",True,153,1,1,1656209657,1656031232,72737939,CC BY-SA 4.0,https://stackoverflow.com/questions/72737939/using-microsoft-codeanalysis-how-do-i-get-the-value-of-an-attribute-property-th,"Using Microsoft.CodeAnalysis, how do I get the value of an Attribute property that is of type Type?",,72758432.0,,,,
1436,"['c#', 'visual-studio', 'unity3d']","{'account_id': 21172202, 'reputation': 15, 'user_id': 19410177, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgWaQLihKnrke54ZCNx4xjkno4_jxfkyG8MjoG38g=k-s256', 'display_name': 'Vitaliy Radchuk', 'link': 'https://stackoverflow.com/users/19410177/vitaliy-radchuk'}",True,272,1,1,1656208793,1656156989,72753527,CC BY-SA 4.0,https://stackoverflow.com/questions/72753527/how-to-get-a-difference-between-colors-in-percentages-in-unity,How to get a difference between colors in percentages in Unity?,,72758406.0,,,,
1437,"['c#', 'unity3d', 'serialization', 'wait', 'binaryformatter']","{'account_id': 23400212, 'reputation': 31, 'user_id': 17463495, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d85fce699f1733ef0b3a0400b060f37d?s=256&d=identicon&r=PG', 'display_name': 'tok23', 'link': 'https://stackoverflow.com/users/17463495/tok23'}",False,37,1,0,1656207760,1656156229,72753457,CC BY-SA 4.0,https://stackoverflow.com/questions/72753457/detect-when-binary-formatter-finishes-serializing,Detect when Binary Formatter finishes serializing,1656157860.0,,,,,
1438,"['c#', 'websocket', 'blazor', 'httpclient', 'upnp']","{'account_id': 1803593, 'reputation': 2346, 'user_id': 1641247, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/2b90a270380fe955f08f1036e3dc35b7?s=256&d=identicon&r=PG', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/1641247/sean'}",True,45,1,-1,1656206837,1655847850,72707428,CC BY-SA 4.0,https://stackoverflow.com/questions/72707428/blazor-upnp-setup,Blazor UPnP setup,1655849469.0,72758320.0,,,,
1439,"['c#', 'asp.net-core', 'razor', 'blazor']","{'account_id': 24448673, 'reputation': 257, 'user_id': 18371219, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7702facff15bce96fdf48039a89299e?s=256&d=identicon&r=PG', 'display_name': 'Mdarende', 'link': 'https://stackoverflow.com/users/18371219/mdarende'}",False,59,2,0,1656206614,1655801127,72697760,CC BY-SA 4.0,https://stackoverflow.com/questions/72697760/how-can-i-restore-my-cvariables-that-are-binded-to-the-resp-asp-net-razor-page,"How can I restore my C#variables that are binded to the resp. ASP.NET razor page, after I leave the chtml page and navigate to the page back again?",,,,,,
1440,"['c#', '.net', 'cultureinfo']","{'account_id': 5298631, 'reputation': 709, 'user_id': 4229046, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/c3138fc9069397d8e1d1c006e1467337?s=256&d=identicon&r=PG&f=1', 'display_name': 'tjsmith', 'link': 'https://stackoverflow.com/users/4229046/tjsmith'}",True,89,1,0,1656205877,1656204898,72758247,CC BY-SA 4.0,https://stackoverflow.com/questions/72758247/why-are-certain-cultures-missing-from-cultureinfo-getculturesculturetypes-allcu,Why are certain cultures missing from CultureInfo.GetCultures(CultureTypes.AllCultures)?,,72758291.0,,,,
1441,"['c#', 'unity3d', 'botframework', 'direct-line-botframework']","{'account_id': 2935776, 'reputation': 251, 'user_id': 2514699, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d3bafdf659d8430a83471874b9856923?s=256&d=identicon&r=PG', 'display_name': 'witchlightning', 'link': 'https://stackoverflow.com/users/2514699/witchlightning'}",False,65,1,0,1656203083,1656169600,72754967,CC BY-SA 4.0,https://stackoverflow.com/questions/72754967/can-you-connect-to-a-botframework-bot-in-unity-using-directline,Can you connect to a BotFramework bot in Unity using Directline?,,,,,,
1442,['c#'],"{'account_id': 24167915, 'reputation': 11, 'user_id': 18130437, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyUQRAYxlalwUVHU9svvXU7C9awPG2cpfHC2AN2=k-s256', 'display_name': 'manfred peter', 'link': 'https://stackoverflow.com/users/18130437/manfred-peter'}",False,48,0,0,1656202681,1656112357,72750169,CC BY-SA 4.0,https://stackoverflow.com/questions/72750169/compare-and-output-2-different-states,compare and output 2 different states,1656202681.0,,,,,
1443,"['c#', 'firebase', 'unity3d', 'firebase-realtime-database']","{'account_id': 25646717, 'reputation': 11, 'user_id': 19415302, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhU9IrEfGhN3_c44YgOUYcQ8uL3tVdyBgAg1jPL=k-s256', 'display_name': 'Windmill stories', 'link': 'https://stackoverflow.com/users/19415302/windmill-stories'}",True,56,1,0,1656202617,1656171365,72755169,,https://stackoverflow.com/questions/72755169/firebase-realtime-db-getvalueasync-returning-different-value-than-from-db,"Firebase realtime DB, GetValueAsync returning different value than from DB",1656202617.0,,1656202680.0,Duplicate,,
1444,"['c#', 'android', 'firebase', 'unity3d', 'firebase-authentication']","{'account_id': 163459, 'reputation': 2932, 'user_id': 385623, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/768520cb816dac68d400fd5fe74e3bc7?s=256&d=identicon&r=PG', 'display_name': 'Ciprian', 'link': 'https://stackoverflow.com/users/385623/ciprian'}",False,43,0,0,1656201948,1656186650,72756937,CC BY-SA 4.0,https://stackoverflow.com/questions/72756937/google-authentication-throws-error-after-selecting-email-account,Google Authentication throws error after selecting email account,1656201948.0,,,,,
