,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,locked_date
1143,"['c#', 'asp.net', 'web-services', 'console-application']","{'account_id': 20938371, 'reputation': 1, 'user_id': 15383050, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71419899918a4391b19d5f135400bcd7?s=256&d=identicon&r=PG&f=1', 'display_name': 'szylber', 'link': 'https://stackoverflow.com/users/15383050/szylber'}",False,133,0,0,1648578737,1648578737,71667150,CC BY-SA 4.0,https://stackoverflow.com/questions/71667150/error-calling-ws-on-asp-net-cannot-process-the-message-because-the-content-type,Error calling WS on ASP.NET: Cannot process the message because the content type application soap xml charset utf 8,,,,,,,
1144,"['c#', 'sql-server', 'linq']","{'account_id': 24735333, 'reputation': 1, 'user_id': 18622777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b3cd3621cc559fa27b8b6adc6622320?s=256&d=identicon&r=PG', 'display_name': 'Bslrogs', 'link': 'https://stackoverflow.com/users/18622777/bslrogs'}",False,27,0,0,1648578351,1648573220,71666075,CC BY-SA 4.0,https://stackoverflow.com/questions/71666075/how-to-display-the-value-of-a-field-of-a-related-table-and-not-its-code-using-a,"How to display the value of a field of a related table, and not its code using a LINQ-query, C#, SQL Server?",,1648578351.0,,,,,
1145,"['c#', 'c++', 'linux', 'c++11', 'g++']","{'account_id': 140870, 'reputation': 9118, 'user_id': 347484, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/H60ZG.jpg?s=256&g=1', 'display_name': 'Boppity Bop', 'link': 'https://stackoverflow.com/users/347484/boppity-bop'}",True,112,1,0,1648576700,1647969288,71576273,CC BY-SA 4.0,https://stackoverflow.com/questions/71576273/fast-byte-copy-c11,Fast byte copy C++11,71576466.0,1647969504.0,,,,,
1146,"['c#', '.net', 'dictionary', 'asynchronous', 'task']","{'account_id': 1099330, 'reputation': 4924, 'user_id': 1092125, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/117a4f1806447a141c84d2c3b32848c9?s=256&d=identicon&r=PG', 'display_name': 'renathy', 'link': 'https://stackoverflow.com/users/1092125/renathy'}",True,324,3,2,1648576650,1648560615,71662977,CC BY-SA 4.0,https://stackoverflow.com/questions/71662977/waitall-for-tasks-from-dictionary-and-get-result-including-dictionary-key,"WaitAll for tasks from dictionary and get result, including Dictionary key",,1648574697.0,,,,,
1147,"['c#', 'sharepoint', 'console-application', 'csom', 'sharepoint-2016']","{'account_id': 1281272, 'reputation': 135, 'user_id': 1235322, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49ef292d4a036e380977878b5aecf0c7?s=256&d=identicon&r=PG', 'display_name': 'Jools', 'link': 'https://stackoverflow.com/users/1235322/jools'}",False,502,0,0,1648574328,1648574328,71666269,CC BY-SA 4.0,https://stackoverflow.com/questions/71666269/get-app-only-access-token-in-sharepoint-2016,Get App-Only Access Token in SharePoint 2016,,,,,,,
1148,"['c#', 'visual-studio', 'ms-access']","{'account_id': 18804458, 'reputation': 11, 'user_id': 13714108, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/74ntk.jpg?s=256&g=1', 'display_name': 'Rodrigo Quendera', 'link': 'https://stackoverflow.com/users/13714108/rodrigo-quendera'}",False,67,0,0,1648574215,1648569138,71665166,CC BY-SA 4.0,https://stackoverflow.com/questions/71665166/different-forms-for-different-kinds-of-users,Different forms for different kinds of users,,1648574215.0,,,,,
1149,"['c#', '.net', 'types', 'system.reflection']","{'account_id': 3494497, 'reputation': 1, 'user_id': 2923187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2923187', 'link': 'https://stackoverflow.com/users/2923187/user2923187'}",False,229,1,0,1648573669,1648554201,71661401,CC BY-SA 4.0,https://stackoverflow.com/questions/71661401/how-to-cast-propertyinfo-to-its-own-type-using-reflection,How to cast PropertyInfo to its own type using reflection,,1648555706.0,,,,,
1150,"['javascript', 'c#', 'jquery', 'css']","{'account_id': 23653711, 'reputation': 95, 'user_id': 17682302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/309d6ca656fa1c29e5bbc4a7d34eee91?s=256&d=identicon&r=PG', 'display_name': 'Rnue', 'link': 'https://stackoverflow.com/users/17682302/rnue'}",False,80,0,0,1648573627,1648573627,71666147,CC BY-SA 4.0,https://stackoverflow.com/questions/71666147/jquery-trigger-click-event-2nd-time-not-working,Jquery trigger click event 2nd time not working,,,,,,,
1151,"['c#', 'docusignapi']","{'account_id': 24485511, 'reputation': 3, 'user_id': 18403253, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29abfcbdee3be9aa9bad0b8eae9635b4?s=256&d=identicon&r=PG', 'display_name': 'please_work', 'link': 'https://stackoverflow.com/users/18403253/please-work'}",True,386,1,0,1648573476,1646700574,71388823,CC BY-SA 4.0,https://stackoverflow.com/questions/71388823/docusign-c-sdk-setting-prefilled-fields,DocuSign C# SDK setting prefilled fields,71399521.0,1648573476.0,,,,,
1152,"['c#', 'asp.net-core-mvc', 'mime', 'mailkit', 'mjml']","{'account_id': 24735212, 'reputation': 1, 'user_id': 18622671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd3de5e95165663d52ed656f50621acb?s=256&d=identicon&r=PG', 'display_name': 'harish', 'link': 'https://stackoverflow.com/users/18622671/harish'}",False,112,0,0,1648572933,1648572082,71665859,CC BY-SA 4.0,https://stackoverflow.com/questions/71665859/how-to-send-a-string-as-mjml-with-mailkit-in-asp-net-core,How to send a string as MJML with MailKit in ASP.NET core?,,1648572933.0,,,,,
1153,"['c#', 'unity3d']","{'account_id': 20795629, 'reputation': 13, 'user_id': 15272735, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2593681670922294/picture?type=large', 'display_name': 'Август Кук', 'link': 'https://stackoverflow.com/users/15272735/%d0%90%d0%b2%d0%b3%d1%83%d1%81%d1%82-%d0%9a%d1%83%d0%ba'}",True,112,1,-1,1648572663,1648566413,71664539,CC BY-SA 4.0,https://stackoverflow.com/questions/71664539/checking-an-array-of-fields-for-a-repeated-word,Checking an array of fields for a repeated word,71665963.0,,,,,,
1154,"['c#', 'asp.net', 'validation', 'syntax', 'parameters']","{'account_id': 22392665, 'reputation': 81, 'user_id': 16604440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46d74da35db4d3ddbde36554d8b4d6ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'hyden97', 'link': 'https://stackoverflow.com/users/16604440/hyden97'}",False,57,0,0,1648572581,1648572581,71665952,CC BY-SA 4.0,https://stackoverflow.com/questions/71665952/validation-with-enum-replacements-in-asp-net,validation with enum replacements in asp.net,,,,,,,
1155,"['c#', 'firebase', 'xaml', 'xamarin', 'firebase-realtime-database']","{'account_id': 18031155, 'reputation': 53, 'user_id': 13105743, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FBuPGZWXaEk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmrSmz73WlHrVXHB-SdAofK6ucLCg/s96-c/photo.jpg?sz=256', 'display_name': 'MMelo31', 'link': 'https://stackoverflow.com/users/13105743/mmelo31'}",True,131,1,0,1648572062,1648570841,71665580,CC BY-SA 4.0,https://stackoverflow.com/questions/71665580/how-to-define-your-own-database-id-firebase-xamarin,How to define your own database ID - Firebase Xamarin,71665852.0,1648571982.0,,,,,
1156,"['c#', 'desktop-application']","{'account_id': 2081637, 'reputation': 1904, 'user_id': 1853517, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/0e801633addbf2ae49791d7d6e97f2f0?s=256&d=identicon&r=PG', 'display_name': 'Chizl', 'link': 'https://stackoverflow.com/users/1853517/chizl'}",True,65,1,0,1648571776,1648517536,71655470,CC BY-SA 4.0,https://stackoverflow.com/questions/71655470/c-process-viewer-which-is-service-vs-desktop-app,"C#, Process Viewer, which is service vs desktop app",71665782.0,,,,,,
1157,"['c#', 'angular', 'typescript', 'ckeditor', 'ckeditor4.x']","{'account_id': 71399, 'reputation': 135, 'user_id': 206567, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/02ab07612ab1bf8e8e49c909d21f9de0?s=256&d=identicon&r=PG', 'display_name': 'Jefferson', 'link': 'https://stackoverflow.com/users/206567/jefferson'}",True,328,1,4,1648571679,1648226762,71620435,CC BY-SA 4.0,https://stackoverflow.com/questions/71620435/angular-typescript-ckeditor,Angular Typescript CKEDITOR,71646773.0,1648571679.0,,,,,
1158,"['c#', 'mikrotik']","{'account_id': 15514226, 'reputation': 1, 'user_id': 11575876, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/509a690107f00ad4d2587071a85acd93?s=256&d=identicon&r=PG&f=1', 'display_name': 'Xrou', 'link': 'https://stackoverflow.com/users/11575876/xrou'}",False,55,0,0,1648571461,1648571461,71665711,CC BY-SA 4.0,https://stackoverflow.com/questions/71665711/how-to-add-interfaces-in-mikrotik-by-tik4net,how to add interfaces in mikrotik by tik4net,,,,,,,
1159,"['c#', '.net', 'linq', 'infragistics']","{'account_id': 24052820, 'reputation': 11, 'user_id': 18031068, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/79nn6.jpg?s=256&g=1', 'display_name': 'AlBundy', 'link': 'https://stackoverflow.com/users/18031068/albundy'}",True,105,2,0,1648571375,1648476273,71648769,CC BY-SA 4.0,https://stackoverflow.com/questions/71648769/use-last-value-in-column-for-summary-instead-of-sum,Use Last Value in Column for Summary Instead of SUM,71665433.0,1648481332.0,,,,,
1160,"['c#', '.net', 'linq', 'sql-order-by', 'iqueryable']","{'account_id': 21753379, 'reputation': 21, 'user_id': 16059061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f6e6899f30b92aaa8ccf22514a1af22?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rahul Vaity', 'link': 'https://stackoverflow.com/users/16059061/rahul-vaity'}",False,194,1,0,1648571091,1648562283,71663427,CC BY-SA 4.0,https://stackoverflow.com/questions/71663427/how-to-set-order-of-iqueryable-query-based-on-another-list-using-linq-in-c,How to set order of IQueryable query based on another list using linq in c#?,,,,,,,
1161,"['c#', 'winforms', 'if-statement', 'text', 'while-loop']","{'user_type': 'does_not_exist', 'display_name': 'user18533075'}",True,295,1,2,1648570933,1648036511,71586774,CC BY-SA 4.0,https://stackoverflow.com/questions/71586774/textbox-save-value-input-automatically,TextBox save value/input automatically,,,,,,,
1162,"['c#', '.net-6.0', 'visual-studio-2022', 'vstest', 'vstest.console.exe']","{'account_id': 19529, 'reputation': 29785, 'user_id': 45843, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/55f76441107f14055f95e08bb7bd01df?s=256&d=identicon&r=PG&f=1', 'display_name': 'rwallace', 'link': 'https://stackoverflow.com/users/45843/rwallace'}",True,2258,1,0,1648570619,1648565085,71664177,CC BY-SA 4.0,https://stackoverflow.com/questions/71664177/vstest-console-exe-could-not-load-file-or-assembly-microsoft-testplatform-coreut,VSTest.Console.exe Could not load file or assembly Microsoft.TestPlatform.CoreUtilities,71665195.0,,,,,,
1163,"['c#', 'entity-framework', 'asp.net-core', 'dependency-injection']","{'account_id': 3753215, 'reputation': 1939, 'user_id': 3120232, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': '3xGuy', 'link': 'https://stackoverflow.com/users/3120232/3xguy'}",True,348,1,1,1648570425,1648568658,71665068,CC BY-SA 4.0,https://stackoverflow.com/questions/71665068/entity-framework-core-with-dependency-injection-with-singletons,Entity Framework Core with dependency injection with singletons,71665494.0,1648569709.0,,,,,
1164,"['c#', '.net', 'crystal-reports', 'office365', 'ms-office']","{'account_id': 8579659, 'reputation': 1, 'user_id': 6427755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75a8b9cfd1e46c3ea220835e90e52390?s=256&d=identicon&r=PG&f=1', 'display_name': 'Angel', 'link': 'https://stackoverflow.com/users/6427755/angel'}",False,39,1,0,1648570353,1648102760,71597846,CC BY-SA 4.0,https://stackoverflow.com/questions/71597846/outlook-365-ribbon-and-crystal-report,Outlook 365 Ribbon and Crystal Report,,1648570353.0,,,,,
1165,"['c#', '.net', 'wpf', 'windows', 'toast']","{'account_id': 22565997, 'reputation': 51, 'user_id': 16753008, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxjyxC-3Sb971YUFGC1pHSI8UsUMO56SgahXgUO=k-s256', 'display_name': 'Udin M', 'link': 'https://stackoverflow.com/users/16753008/udin-m'}",True,375,1,1,1648570104,1648468914,71647156,CC BY-SA 4.0,https://stackoverflow.com/questions/71647156/change-toast-notification-icon-in-wpf,Change toast notification icon in wpf,71664987.0,1648524744.0,,,,,
1166,"['c#', '.net', 'asp.net-core', '.net-core', 'moq']","{'account_id': 2357618, 'reputation': 1068, 'user_id': 2065088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96a53cade1d9c3c37cba0f1e92b6b736?s=256&d=identicon&r=PG', 'display_name': 'Dylan', 'link': 'https://stackoverflow.com/users/2065088/dylan'}",False,72,0,0,1648570046,1648570046,71665409,CC BY-SA 4.0,https://stackoverflow.com/questions/71665409/moq-class-library,Moq Class library,,,,,,,
1167,"['c#', 'json', 'json.net']","{'account_id': 2650735, 'reputation': 31, 'user_id': 2292496, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f07eae040ef80774378e07e00f77c26?s=256&d=identicon&r=PG', 'display_name': 'user2292496', 'link': 'https://stackoverflow.com/users/2292496/user2292496'}",False,335,1,0,1648569551,1648568255,71664977,CC BY-SA 4.0,https://stackoverflow.com/questions/71664977/c-newtonsoft-json-deserialize-into-another-internal-property,C# Newtonsoft JSON deserialize into another (internal) property,,,,,,,
1168,"['c#', 'image', 'stream']","{'account_id': 24734799, 'reputation': 1, 'user_id': 18622314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63c66cb8d3c4a3d7da9b94b928eece54?s=256&d=identicon&r=PG', 'display_name': 'TypeTest', 'link': 'https://stackoverflow.com/users/18622314/typetest'}",False,122,0,0,1648569197,1648569197,71665186,CC BY-SA 4.0,https://stackoverflow.com/questions/71665186/c-reading-bitmap-from-stream,C# Reading Bitmap from Stream,,,,,,,
1169,"['c#', 'asp.net-core', 'fluentvalidation']","{'account_id': 5653, 'reputation': 4730, 'user_id': 9222, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/36aac0284b1da0e9b2aa42e95cc8c712?s=256&d=identicon&r=PG', 'display_name': 'soren.enemaerke', 'link': 'https://stackoverflow.com/users/9222/soren-enemaerke'}",True,361,1,1,1648568997,1648568329,71664992,CC BY-SA 4.0,https://stackoverflow.com/questions/71664992/fluentvalidation-for-list-parameter,FluentValidation for List parameter,71665132.0,,,,,,
1170,"['c#', 'list', 'linq', 'casting']","{'account_id': 14397822, 'reputation': 71, 'user_id': 10400536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abf2dbe9bec4698f2d90ea320d1d322a?s=256&d=identicon&r=PG&f=1', 'display_name': 'KubaJ', 'link': 'https://stackoverflow.com/users/10400536/kubaj'}",True,64,1,1,1648568642,1648568193,71664962,CC BY-SA 4.0,https://stackoverflow.com/questions/71664962/linq-var-type-cast-to-list,LINQ var type cast to List,71665066.0,,,,,,
1171,"['c#', 'asp.net', 'authentication', 'registration', 'googleplacesautocomplete']","{'account_id': 19230389, 'reputation': 1, 'user_id': 14052341, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JfNz8.jpg?s=256&g=1', 'display_name': 'Sheikh Kamran', 'link': 'https://stackoverflow.com/users/14052341/sheikh-kamran'}",False,27,0,0,1648568611,1647590467,71523960,,https://stackoverflow.com/questions/71523960/asp-net-webform-autocomplete-or-autocomplete-off-not-working,ASP.net webform autocomplete=&quot;&quot; or autocomplete=&quot;off&quot; not working,,1648568611.0,1648568600.0,Duplicate,,,
1172,"['c#', 'logging', '.net-core']","{'account_id': 62694, 'reputation': 3548, 'user_id': 186046, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/RWuUl.png?s=256&g=1', 'display_name': 'Trevor Balcom', 'link': 'https://stackoverflow.com/users/186046/trevor-balcom'}",False,302,0,2,1648568111,1648568111,71664943,CC BY-SA 4.0,https://stackoverflow.com/questions/71664943/microsoft-extensions-logging-loggermessageattribute-and-message-templates-stru,"Microsoft.Extensions.Logging, LoggerMessageAttribute, and Message Templates structure capturing operator",,,,,,,
1173,"['c#', 'winforms', 'entity-framework', 'listbox', 'bindinglist']","{'account_id': 21326068, 'reputation': 33, 'user_id': 15698417, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-d9SpuVI1m3w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckwWs6Qwf1mfSv0EjT7LvP-EMigBw/s96-c/photo.jpg?sz=256', 'display_name': 'Hayden', 'link': 'https://stackoverflow.com/users/15698417/hayden'}",False,33,0,0,1648568003,1648568003,71664919,CC BY-SA 4.0,https://stackoverflow.com/questions/71664919/how-do-i-get-my-list-box-to-display-the-actual-names-of-my-properties-in-my-enti,How do I get my List Box to display the actual names of my properties in my entity framework data base,,,,,,,
1174,"['c#', '.net-core', 'cryptography', 'elliptic-curve', 'google-cloud-kms']","{'account_id': 3970628, 'reputation': 41, 'user_id': 3275324, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000180020575/picture?type=large', 'display_name': 'Lior Schwimmer', 'link': 'https://stackoverflow.com/users/3275324/lior-schwimmer'}",True,225,1,1,1648567957,1648481156,71649865,CC BY-SA 4.0,https://stackoverflow.com/questions/71649865/how-to-verify-signature-authenticity-that-was-signed-using-google-kms-asymmetri,"How to verify signature authenticity that was signed using google KMS (Asymmetric sign, Elliptic Curve P-256 key SHA256 Digest) in C#",,1648538829.0,,,,,
1175,"['c#', 'async-await', 'blazor', 'blazor-webassembly']","{'account_id': 13228344, 'reputation': 225, 'user_id': 9552817, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/014c23d628b9352ec842e4d6d23bd887?s=256&d=identicon&r=PG&f=1', 'display_name': 'gazoh', 'link': 'https://stackoverflow.com/users/9552817/gazoh'}",True,948,1,1,1648567604,1648566469,71664550,CC BY-SA 4.0,https://stackoverflow.com/questions/71664550/blazor-wasm-why-does-await-task-blocks-ui-but-await-async-doesnt,"Blazor-Wasm: Why does `await Task` blocks UI, but `await`-`async` doesn&#39;t?",71664816.0,,,,,,
1176,"['c#', 'arduino', 'serial-port']","{'account_id': 205181, 'reputation': 24572, 'user_id': 453803, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/QDltN.jpg?s=256&g=1', 'display_name': 'Spook', 'link': 'https://stackoverflow.com/users/453803/spook'}",False,74,0,1,1648567355,1648566202,71664472,CC BY-SA 4.0,https://stackoverflow.com/questions/71664472/why-cannot-i-receive-information-through-com-port,Why cannot I receive information through COM port?,,,,,,,
1177,"['c#', 'asp.net-core', 'wcf', 'configuration']","{'account_id': 1752606, 'reputation': 11, 'user_id': 1601355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f893c8a761eef14791224704e0835c72?s=256&d=identicon&r=PG', 'display_name': 'Eeyore', 'link': 'https://stackoverflow.com/users/1601355/eeyore'}",False,207,0,1,1648566990,1648566990,71664675,CC BY-SA 4.0,https://stackoverflow.com/questions/71664675/how-do-i-access-net-core-configuration-from-the-wcf-configureendpoint-partial-m,How do I access .NET Core configuration from the WCF ConfigureEndpoint partial method?,,,,,,,
1178,"['c#', 'unit-testing', 'entity-framework-core']","{'account_id': 80420, 'reputation': 18323, 'user_id': 227436, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ea9b1dccafcdbaa702ee1cf957ff3692?s=256&d=identicon&r=PG', 'display_name': 'Daryl', 'link': 'https://stackoverflow.com/users/227436/daryl'}",False,35,0,1,1648566885,1648566885,71664661,CC BY-SA 4.0,https://stackoverflow.com/questions/71664661/how-to-configure-different-ef-models-for-different-tests-for-the-same-context,How to Configure Different EF Models For Different Tests for the same context?,,,,,,,
1179,"['c#', 'uwp', 'uwp-xaml', 'contentdialog']","{'account_id': 1396974, 'reputation': 2050, 'user_id': 1326559, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/udNmD.jpg?s=256&g=1', 'display_name': 'yeasir007', 'link': 'https://stackoverflow.com/users/1326559/yeasir007'}",True,122,1,0,1648566729,1648421240,71640862,CC BY-SA 4.0,https://stackoverflow.com/questions/71640862/how-to-blocked-inactivate-uwp-app-title-bar-due-to-show-contentdialog,How to blocked/Inactivate Uwp app title bar due to show ContentDialog?,71641888.0,1648458126.0,,,,,
1180,"['c#', '.net', 'unit-testing', 'asp.net-core', 'mstest']","{'account_id': 21700908, 'reputation': 1, 'user_id': 16014108, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyb66Sw18QRpP7fXetb4qmiJtJwh9dW_JKp5Omp=k-s256', 'display_name': 'Hema Latha', 'link': 'https://stackoverflow.com/users/16014108/hema-latha'}",False,64,1,0,1648566519,1647949480,71571506,CC BY-SA 4.0,https://stackoverflow.com/questions/71571506/how-to-create-mstest-method-for-mediatr,How to create MSTest method for Mediatr,,1648010567.0,,,,,
1181,"['c#', 'conditional-statements']","{'account_id': 24720153, 'reputation': 1, 'user_id': 18609358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a738068ce2d807c5f9c34eea3b0c4ab?s=256&d=identicon&r=PG', 'display_name': 'Al-Farooqi', 'link': 'https://stackoverflow.com/users/18609358/al-farooqi'}",False,22,0,0,1648566370,1648566110,71664447,,https://stackoverflow.com/questions/71664447/question-mark-and-colon-mark-separate-statement-anyone-explain-whats-mean-of,"Question mark and Colon mark separate statement , anyone explain what&#39;s mean of these two operator and portion of statment?",,1648566370.0,1648566609.0,Duplicate,,,
1182,"['c#', 'propertygrid', 'propertydescriptor']","{'account_id': 16833244, 'reputation': 1, 'user_id': 12170623, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-zQQk0dgubJY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd4xX9CUhsMK1c18HrC30KFFwIzog/photo.jpg?sz=256', 'display_name': 'Ashley Liang', 'link': 'https://stackoverflow.com/users/12170623/ashley-liang'}",False,34,0,0,1648566345,1648566345,71664521,CC BY-SA 4.0,https://stackoverflow.com/questions/71664521/nest-several-properties-in-one-expanded-property,Nest several properties in one expanded property,,,,,,,
1183,"['c#', 'asp.net', '.net', 'asp.net-core', '.net-core']","{'account_id': 14620794, 'reputation': 59, 'user_id': 10559540, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-mBxy1MG2kXE/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbCnC95h-gTJj6nHXWV3Av31LuNmwQ/mo/photo.jpg?sz=256', 'display_name': 'bigShaq', 'link': 'https://stackoverflow.com/users/10559540/bigshaq'}",True,362,2,0,1648566338,1648558573,71662443,CC BY-SA 4.0,https://stackoverflow.com/questions/71662443/for-a-post-request-where-is-the-entry-point-in-net-core-web-application-so-tha,"For a POST request, where is the entry point in NET Core Web application (so that I can place a breakpoint there)?",71664518.0,1648566232.0,,,,,
1184,"['c#', 'dial-up', 'dotras']","{'account_id': 7553212, 'reputation': 19, 'user_id': 5733903, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/288d93b75c1a9f84a0bfdccf4ecd47a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Htekin', 'link': 'https://stackoverflow.com/users/5733903/htekin'}",False,32,0,0,1648566216,1648566216,71664478,CC BY-SA 4.0,https://stackoverflow.com/questions/71664478/c-dial-up-connection-on-industrial-pc,C# Dial up connection on industrial PC,,,,,,,
1185,"['c#', 'xaml', 'mvvm', 'icommand', 'xamarin-community-toolkit']","{'account_id': 2782847, 'reputation': 353, 'user_id': 2395007, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/lMutX.jpg?s=256&g=1', 'display_name': 'Ray Brennan', 'link': 'https://stackoverflow.com/users/2395007/ray-brennan'}",False,120,1,0,1648565415,1648477750,71649094,CC BY-SA 4.0,https://stackoverflow.com/questions/71649094/httpclient-getasync-not-re-enabling-the-button-mvvm,HttpClient.GetAsync not re-enabling the button MVVM,,1648565415.0,,,,,
1186,"['c#', 'sql', 'linq']","{'account_id': 24103332, 'reputation': 25, 'user_id': 18074879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff5aac66311cc174924ed4b1ccb601da?s=256&d=identicon&r=PG', 'display_name': 'asimjin', 'link': 'https://stackoverflow.com/users/18074879/asimjin'}",False,72,1,0,1648564601,1648558563,71662442,CC BY-SA 4.0,https://stackoverflow.com/questions/71662442/converting-sql-statement-to-linq-in-c,Converting SQl statement to Linq in C#,,,,,,,
1187,"['c#', 'asp.net-mvc', 'controller']","{'account_id': 15405008, 'reputation': 1, 'user_id': 11113371, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d45af6898e91eb55f189ad866abf0e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stefano Attanasio', 'link': 'https://stackoverflow.com/users/11113371/stefano-attanasio'}",False,29,0,0,1648564202,1648564202,71663938,CC BY-SA 4.0,https://stackoverflow.com/questions/71663938/how-to-create-a-controller-to-create-a-text-file-after-hitting-submit,How to create a controller to create a text file after hitting submit?,,,,,,,
1188,"['c#', 'syntax']","{'account_id': 10209129, 'reputation': 1102, 'user_id': 7536864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cabd23035f69f6d95474f5396cd13e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gy&#246;rgy Guly&#225;s', 'link': 'https://stackoverflow.com/users/7536864/gy%c3%b6rgy-guly%c3%a1s'}",False,100,2,0,1648564185,1648533473,71657112,CC BY-SA 4.0,https://stackoverflow.com/questions/71657112/c-sugar-syntax-for-auto-property,C# sugar syntax for auto property,,1648564185.0,,,,,
1189,"['c#', 'asp.net']","{'account_id': 5681394, 'reputation': 11, 'user_id': 4492478, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3b7f6850e09dcdaeac93f7d04f4880c?s=256&d=identicon&r=PG&f=1', 'display_name': 'guvera', 'link': 'https://stackoverflow.com/users/4492478/guvera'}",False,56,1,0,1648563955,1648560818,71663043,CC BY-SA 4.0,https://stackoverflow.com/questions/71663043/getting-an-error-in-taskfinditemsresultsitem-does-not-contain-definition,Getting an error in Task&lt;FindItemsResults&lt;Item&gt;&gt; does not contain definition,,1648561675.0,,,,,
