,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date
1511,"['c#', 'asp.net']","{'account_id': 105177, 'reputation': 6908, 'user_id': 280785, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/648f0240f2318affea7788fb481e919d?s=256&d=identicon&r=PG', 'display_name': 's15199d', 'link': 'https://stackoverflow.com/users/280785/s15199d'}",True,9986,2,1,1452633942,1338408987,1338469745.0,10823597,CC BY-SA 3.0,https://stackoverflow.com/questions/10823597/dropdownlist-selectedindexchanged-firing-on-every-postback,Dropdownlist SelectedIndexChanged firing on every postback,10837909.0,,,,
1512,"['c#', 'linq', 'nhibernate']","{'account_id': 1460630, 'reputation': 3407, 'user_id': 1375068, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1b34822398f5658915785406832f0de1?s=256&d=identicon&r=PG', 'display_name': 'panjo', 'link': 'https://stackoverflow.com/users/1375068/panjo'}",True,216,4,1,1452462323,1338320225,1338321088.0,10805545,CC BY-SA 3.0,https://stackoverflow.com/questions/10805545/nhibernate-query-without-collections,nhibernate query without collections,10806021.0,,,,
1513,"['c#', 'asp.net-mvc-3', 'json.net']","{'account_id': 1468569, 'reputation': 359, 'user_id': 1380740, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/b0516866ad7ac774a1166db22265dd5d?s=256&d=identicon&r=PG', 'display_name': 'fcmaine', 'link': 'https://stackoverflow.com/users/1380740/fcmaine'}",True,44872,2,13,1452374195,1336427201,1410812639.0,10489611,CC BY-SA 3.0,https://stackoverflow.com/questions/10489611/httpclient-putasync-doesnt-send-a-parameter-to-api,HttpClient PutAsync doesn&#39;t send a parameter to api,12938338.0,,,,
1514,"['c#', 'vb.net', 'visual-studio', 'visual-studio-2010']","{'account_id': 17583, 'reputation': 6630, 'user_id': 39478, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/9d2e2b3529de5a513255a0647ee29dfd?s=256&d=identicon&r=PG', 'display_name': 'Seth Spearman', 'link': 'https://stackoverflow.com/users/39478/seth-spearman'}",True,7677,3,7,1452165957,1336050537,,10432067,CC BY-SA 3.0,https://stackoverflow.com/questions/10432067/how-do-i-troubleshoot-visual-studio-which-is-hanging-when-loading-asp-net-mvc-pr,How do I troubleshoot Visual Studio which is hanging when loading ASP.NET MVC project?,,,,,
1515,['c#'],"{'account_id': 89053, 'reputation': 7956, 'user_id': 245926, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/94bd3d32c146e9d0a65bc30bccbdfeac?s=256&d=identicon&r=PG', 'display_name': 'Nick LaMarca', 'link': 'https://stackoverflow.com/users/245926/nick-lamarca'}",True,55401,3,16,1452115360,1337698129,,10704444,CC BY-SA 3.0,https://stackoverflow.com/questions/10704444/get-file-path-of-a-file-in-your-current-project,Get File Path of A File In Your Current Project,10704508.0,,,,
1516,"['c#', 'winforms']","{'account_id': 477471, 'reputation': 4588, 'user_id': 888990, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/934770dcfa012ee44ab5a7da9e12a7e9?s=256&d=identicon&r=PG', 'display_name': 'crmepham', 'link': 'https://stackoverflow.com/users/888990/crmepham'}",True,2318,4,0,1452018698,1336671879,1336672282.0,10539482,CC BY-SA 3.0,https://stackoverflow.com/questions/10539482/change-label-text-based-on-the-current-time,Change Label.Text based on the current time?,,,,,
1517,"['c#', 'c++', 'windows', 'search', 'listbox']","{'account_id': 1483038, 'reputation': 1, 'user_id': 1391923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/709ec38b83f49e97a624a6754929de54?s=256&d=identicon&r=PG', 'display_name': 'Alen', 'link': 'https://stackoverflow.com/users/1391923/alen'}",True,322,1,-1,1452016783,1336896831,,10570252,CC BY-SA 3.0,https://stackoverflow.com/questions/10570252/how-to-implement-search-for-form-objects,How to implement search for form objects?,10570314.0,,,,
1518,"['c#', 'winforms', 'infragistics', 'ultrawingrid']","{'account_id': 246777, 'reputation': 1148, 'user_id': 521092, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/cdc5c8c7fed7debb8e5da81d618bcc88?s=256&d=identicon&r=PG', 'display_name': 'alexpov', 'link': 'https://stackoverflow.com/users/521092/alexpov'}",True,20104,4,1,1451987694,1336813867,1336818593.0,10562408,CC BY-SA 3.0,https://stackoverflow.com/questions/10562408/ultrawingrid-how-to-refresh-displayed-data,UltraWinGrid: How to refresh displayed data,,,,,
1519,"['c#', 'jpeg', 'exif']","{'account_id': 155993, 'reputation': 9314, 'user_id': 373021, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/a773240d2c4f8fb794c957087ce3adde?s=256&d=identicon&r=PG', 'display_name': 'Marek Kwiendacz', 'link': 'https://stackoverflow.com/users/373021/marek-kwiendacz'}",True,21133,4,5,1451827592,1336463909,1495540835.0,10494796,CC BY-SA 3.0,https://stackoverflow.com/questions/10494796/reading-exif-data-from-jpg,Reading EXIF data from JPG,10494877.0,,,,
1520,"['c#', 'asp.net', 'shortest-path']","{'account_id': 376747, 'reputation': 93, 'user_id': 728415, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/fb8a7643e397c6853782c28f3bb05208?s=256&d=identicon&r=PG', 'display_name': 'clockworkworks', 'link': 'https://stackoverflow.com/users/728415/clockworkworks'}",True,2634,1,0,1451825590,1336689065,1451825590.0,10543070,CC BY-SA 3.0,https://stackoverflow.com/questions/10543070/c-graph-algorithm-for-shortest-path,C# Graph Algorithm for shortest path,10543193.0,,,,
1521,['c#'],"{'account_id': 86557, 'reputation': 49015, 'user_id': 240613, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/97ec33bbad0a2e26f7fcc1feea6447fc?s=256&d=identicon&r=PG', 'display_name': 'Arseni Mourzenko', 'link': 'https://stackoverflow.com/users/240613/arseni-mourzenko'}",True,1652,5,2,1451791395,1336741124,1451791395.0,10551839,CC BY-SA 3.0,https://stackoverflow.com/questions/10551839/why-checking-for-null-before-comparing-a-value-to-a-constant,Why checking for null before comparing a value to a constant?,10551884.0,,,,
1522,"['c#', 'jquery', 'asp.net-mvc', 'asp.net-mvc-3']","{'account_id': 1228831, 'reputation': 4251, 'user_id': 1193841, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9b9ef3d6871aff9a24b5e9dff8959ae9?s=256&d=identicon&r=PG', 'display_name': 'InspiredBy', 'link': 'https://stackoverflow.com/users/1193841/inspiredby'}",True,847,1,0,1451658118,1336767704,1451658118.0,10558119,CC BY-SA 3.0,https://stackoverflow.com/questions/10558119/the-best-approach-to-send-data-to-a-partial-view-model-and-html-being-slow,The best approach to send data to a Partial View Model and .html() being slow,,,,,
1523,"['c#', 'winforms', 'proxy', 'webclient']","{'account_id': 1078824, 'reputation': 7481, 'user_id': 1076389, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/lCBCP.png?s=256&g=1', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/1076389/andrew'}",True,7108,2,0,1451615931,1336323226,1336323621.0,10472367,CC BY-SA 3.0,https://stackoverflow.com/questions/10472367/how-to-add-remote-proxy-to-all-webclient-requests,How to add remote proxy to all WebClient requests,10489600.0,,,,
1524,"['c#', 'winapi', 'visual-c++']","{'account_id': 327640, 'reputation': 923, 'user_id': 650135, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/50a98ff145bd64d90c0b599fdd24a0df?s=256&d=identicon&r=PG', 'display_name': 'alexandertr', 'link': 'https://stackoverflow.com/users/650135/alexandertr'}",True,2767,2,-1,1451602205,1336299576,1336391445.0,10469783,CC BY-SA 3.0,https://stackoverflow.com/questions/10469783/unload-loaded-dlls-of-external-process,Unload loaded dlls of external process,10469846.0,,,,
1525,"['c#', 'algorithm', 'math', 'unique']","{'account_id': 365793, 'reputation': 3236, 'user_id': 710925, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/4c205f504291d4aac1de6e127e4a26dd?s=256&d=identicon&r=PG', 'display_name': 'Razort4x', 'link': 'https://stackoverflow.com/users/710925/razort4x'}",True,2298,5,2,1451580523,1338278179,1338278624.0,10795158,,https://stackoverflow.com/questions/10795158/find-a-unique-output-based-on-two-inputs,find a unique output based on two inputs?,10795230.0,,1451661700.0,Duplicate,
1526,"['c#', 'asp.net-mvc', 'rest']","{'account_id': 1000925, 'reputation': 6795, 'user_id': 1015790, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/4010b0e9c9ff23d18a3f87c38560fe76?s=256&d=identicon&r=PG&f=1', 'display_name': 'fiberOptics', 'link': 'https://stackoverflow.com/users/1015790/fiberoptics'}",True,15446,3,8,1451470019,1338286142,1368951957.0,10797041,CC BY-SA 3.0,https://stackoverflow.com/questions/10797041/how-to-handle-webfaultexception-to-return-customexception,How to Handle WebFaultException to return CustomException?,10893833.0,,,,
1527,"['c#', 'sql', 'azure', 'export']","{'account_id': 1467089, 'reputation': 1242, 'user_id': 1379647, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/0zB6x.jpg?s=256&g=1', 'display_name': 'Hope', 'link': 'https://stackoverflow.com/users/1379647/hope'}",True,1177,3,1,1451255705,1336392084,1451255705.0,10481704,CC BY-SA 3.0,https://stackoverflow.com/questions/10481704/sql-azure-data-export-service-using-c,SQL Azure Data Export Service using C#,10483499.0,,,,
1528,"['c#', '.net', 'group-policy']","{'account_id': 934529, 'reputation': 2342, 'user_id': 963718, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/18bba28f2850fd309b1106071aed9051?s=256&d=identicon&r=PG', 'display_name': 'User1234', 'link': 'https://stackoverflow.com/users/963718/user1234'}",True,1306,1,2,1451253965,1336139418,1336139775.0,10450198,CC BY-SA 3.0,https://stackoverflow.com/questions/10450198/how-to-hide-user-from-login-screen-using-net-c,How to hide user from login screen using .NET C#?,10450385.0,,,,
1529,"['c#', '.net', '.net-4.0', 'clr']","{'account_id': 458956, 'reputation': 141534, 'user_id': 859154, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UFFIs.jpg?s=256&g=1', 'display_name': 'Royi Namir', 'link': 'https://stackoverflow.com/users/859154/royi-namir'}",True,290,3,7,1451230094,1338215427,1451230094.0,10786300,CC BY-SA 3.0,https://stackoverflow.com/questions/10786300/overloading-across-inheritance-boundaries-in-c,Overloading across inheritance boundaries in c#?,10786662.0,,,,
1530,"['c#', 'performance', 'static']","{'account_id': 1520167, 'reputation': 31, 'user_id': 1420052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31e235e0284b0aed4c18fe84d0397f0a?s=256&d=identicon&r=PG', 'display_name': 'Neha', 'link': 'https://stackoverflow.com/users/1420052/neha'}",True,1189,6,3,1451143158,1338118141,1451143158.0,10773632,CC BY-SA 3.0,https://stackoverflow.com/questions/10773632/how-to-store-list-of-static-data-in-c,How to store list of static data in C#?,,,,,
1531,"['c#', 'wpf', 'datagrid', 'populate']","{'account_id': 206593, 'reputation': 4393, 'user_id': 455979, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a86b6908bab05c47e17b1f120324cbf7?s=256&d=identicon&r=PG', 'display_name': 'Tvd', 'link': 'https://stackoverflow.com/users/455979/tvd'}",True,978,4,1,1451143112,1337250505,1451143112.0,10633987,CC BY-SA 3.0,https://stackoverflow.com/questions/10633987/c-wpf-fail-in-populating-datagrid,C# WPF : Fail in populating DataGrid,10634301.0,,,,
1532,"['c#', 'asp.net']","{'account_id': 1485745, 'reputation': 775, 'user_id': 1394071, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/ad33649043ae55ee273fcde1627e02db?s=256&d=identicon&r=PG', 'display_name': 'drinu16', 'link': 'https://stackoverflow.com/users/1394071/drinu16'}",True,376,2,0,1451143086,1337109155,1451143086.0,10607296,CC BY-SA 3.0,https://stackoverflow.com/questions/10607296/display-data-dynamically,Display data dynamically,10607376.0,,,,
1533,"['c#', 'winforms']","{'user_type': 'does_not_exist', 'display_name': 'user1162388'}",False,2757,3,1,1451143051,1337101074,1451143051.0,10605471,CC BY-SA 3.0,https://stackoverflow.com/questions/10605471/c-parent-form-not-updating-from-child,C# Parent form not updating from child,,,,,
1534,"['c#', 'mysql', 'database']","{'account_id': 1426969, 'reputation': 418, 'user_id': 1350218, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ade299ec328f1feb7c5f81153bdad1e5?s=256&d=identicon&r=PG', 'display_name': 'Chip Snyder', 'link': 'https://stackoverflow.com/users/1350218/chip-snyder'}",True,118,3,1,1451143016,1336587566,1451143016.0,10521841,CC BY-SA 3.0,https://stackoverflow.com/questions/10521841/database-access-on-other-machine,Database access on other machine,10521880.0,,,,
1535,"['c#', 'json', 'json.net']","{'account_id': 943775, 'reputation': 7644, 'user_id': 1306394, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6e4e67164229b60341a501962e25dcbc?s=256&d=identicon&r=PG', 'display_name': 'shashwat', 'link': 'https://stackoverflow.com/users/1306394/shashwat'}",True,2372,1,8,1450793981,1335803835,1450793981.0,10387243,CC BY-SA 3.0,https://stackoverflow.com/questions/10387243/serialize-enum-as-a-string-in-json-net-using-attributes,Serialize enum as a string in JSON.NET using attributes,10387480.0,,,,
1536,"['c#', 'asp.net', 'asp.net-mvc', 'asp.net-mvc-3', 'entity-framework']","{'account_id': 1337046, 'reputation': 856, 'user_id': 1279541, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6c793831b02da0f02ecb7c15f0b9a7ec?s=256&d=identicon&r=PG', 'display_name': 'keshav', 'link': 'https://stackoverflow.com/users/1279541/keshav'}",True,4321,4,2,1450490033,1338154819,,10777481,CC BY-SA 3.0,https://stackoverflow.com/questions/10777481/updating-db-entry-with-childrens,Updating db entry with childrens,10777577.0,,,,
1537,"['c#', 'coded-ui-tests']","{'account_id': 1037087, 'reputation': 63, 'user_id': 1044050, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/746777c88a4ca96a8dd8c2a10ba4f7ae?s=256&d=identicon&r=PG', 'display_name': 'aralele', 'link': 'https://stackoverflow.com/users/1044050/aralele'}",True,2156,2,0,1450456755,1337777751,1450456702.0,10720383,CC BY-SA 3.0,https://stackoverflow.com/questions/10720383/hidden-control-at-coded-ui,Hidden control at Coded UI,10897643.0,,,,
1538,"['c#', 'web-config', 'log4net']","{'account_id': 1103043, 'reputation': 479, 'user_id': 1095005, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/dbb961cda3ddcd3428313370da92dfcd?s=256&d=identicon&r=PG', 'display_name': 'SuryaKavitha', 'link': 'https://stackoverflow.com/users/1095005/suryakavitha'}",True,5361,1,1,1450369876,1337846931,1450369876.0,10733539,CC BY-SA 3.0,https://stackoverflow.com/questions/10733539/how-to-change-log-file-names-in-log4net-at-run-time-using-c,How to change log file names in Log4net at run time using C#,,,,,
1539,"['c#', '.net', 'css', 'templates', 'charts']","{'account_id': 1171540, 'reputation': 2543, 'user_id': 1148619, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/BBLJP.jpg?s=256&g=1', 'display_name': 'Ben Sewards', 'link': 'https://stackoverflow.com/users/1148619/ben-sewards'}",True,11615,2,3,1450213525,1336060628,1336071399.0,10435032,CC BY-SA 3.0,https://stackoverflow.com/questions/10435032/setting-width-on-a-column-series-using-dotnetcharting,Setting Width on a Column Series: Using dotNetCharting,10451126.0,,,,
1540,"['c#', 'linq', 'entity-framework', 'entity-framework-4']","{'account_id': 99979, 'reputation': 1900, 'user_id': 269763, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/nKUKm.jpg?s=256&g=1', 'display_name': 'Pouya', 'link': 'https://stackoverflow.com/users/269763/pouya'}",True,7835,4,4,1450185031,1338191170,1338200589.0,10781073,CC BY-SA 3.0,https://stackoverflow.com/questions/10781073/how-to-join-4-table-in-linq,how to join 4 table in linq,11028570.0,,,,
1541,"['c#', '.net', 'mutex']","{'account_id': 1449877, 'reputation': 377, 'user_id': 1367130, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/67c57feb1d2df8d6367da232876bee13?s=256&d=identicon&r=PG', 'display_name': 'kevp', 'link': 'https://stackoverflow.com/users/1367130/kevp'}",True,160,1,0,1450109351,1338392018,1592644375.0,10819500,CC BY-SA 4.0,https://stackoverflow.com/questions/10819500/only-allow-the-newest-instance-of-my-application-to-execute,Only allow the newest instance of my application to execute?,10820603.0,,,,
1542,"['c#', 'asp.net', '.net', 'radiobuttonlist']","{'account_id': 1500767, 'reputation': 35, 'user_id': 1405508, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/6b1ecce39c82f722ac7f8e5274e7bbe9?s=256&d=identicon&r=PG', 'display_name': 'user1405508', 'link': 'https://stackoverflow.com/users/1405508/user1405508'}",True,571,2,0,1450109285,1338396113,1450109285.0,10820567,,https://stackoverflow.com/questions/10820567/how-to-access-a-control-in-an-aspx-page,How to access a control in an .aspx page,,,1450109244.0,Duplicate,
1543,"['c#', 'web-scraping', 'html-agility-pack']","{'account_id': 1246573, 'reputation': 1945, 'user_id': 1207895, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4b73a38b0ce79844895ec29312a500dc?s=256&d=identicon&r=PG', 'display_name': 'thatsIT', 'link': 'https://stackoverflow.com/users/1207895/thatsit'}",True,42405,1,32,1450101265,1336767866,1450101265.0,10558149,CC BY-SA 3.0,https://stackoverflow.com/questions/10558149/html-agility-pack-load-and-scrape-webpage,Html Agility Pack. Load and scrape webpage,,,,,
1544,"['c#', 'winforms', 'image', 'image-processing', 'image-resizing']","{'account_id': 1078824, 'reputation': 7481, 'user_id': 1076389, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/lCBCP.png?s=256&g=1', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/1076389/andrew'}",True,2298,2,0,1449789717,1337964541,1449789717.0,10758390,CC BY-SA 3.0,https://stackoverflow.com/questions/10758390/c-resize-image-and-fit-it-into-the-square-while-preserving-aspect-ratio,c# resize image and fit it into the square while preserving aspect ratio,10758509.0,,,,
1545,"['c#', 'wpf']","{'account_id': 106222, 'reputation': 95863, 'user_id': 283055, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b974640a01aa5cbed74cbd0700de5852?s=256&d=identicon&r=PG', 'display_name': 'Tower', 'link': 'https://stackoverflow.com/users/283055/tower'}",True,1404,1,2,1449781165,1337526104,,10674540,CC BY-SA 3.0,https://stackoverflow.com/questions/10674540/disabling-aero-glass-transparency-for-wpf-window,Disabling Aero glass/transparency for WPF window?,,,,,
1546,"['c#', 'sql-server-2008', 'ssis', 'pdf-generation', 'ms-office']","{'account_id': 202218, 'reputation': 5785, 'user_id': 449156, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/cae5e0e0869780a2367bd7d3b414c2c1?s=256&d=identicon&r=PG', 'display_name': 'BlueChippy', 'link': 'https://stackoverflow.com/users/449156/bluechippy'}",True,7059,3,14,1449753948,1336027176,1336538373.0,10426346,CC BY-SA 3.0,https://stackoverflow.com/questions/10426346/how-to-produce-documents-docx-or-pdf-from-sql-server,How to produce documents (docx or pdf) from SQL Server?,10427444.0,,,,
1547,"['c#', 'jquery', 'asp.net', 'ajax', 'json']","{'account_id': 195496, 'reputation': 259, 'user_id': 438407, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/3f57472715bf5ae42d2c288dba44ca03?s=256&d=identicon&r=PG', 'display_name': 'Kaner TUNCEL', 'link': 'https://stackoverflow.com/users/438407/kaner-tuncel'}",True,81017,3,13,1449716115,1337348016,1449715168.0,10653637,CC BY-SA 3.0,https://stackoverflow.com/questions/10653637/jquery-ajax-post-to-c,JQuery Ajax Post to C#,10653696.0,,,,
1548,"['c#', 'visual-studio-2010']","{'account_id': 467572, 'reputation': 2120, 'user_id': 873043, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/jCiyg.jpg?s=256&g=1', 'display_name': 'Brendon Dugan', 'link': 'https://stackoverflow.com/users/873043/brendon-dugan'}",True,3171,4,2,1449588536,1337889820,1449588536.0,10744499,CC BY-SA 3.0,https://stackoverflow.com/questions/10744499/visual-studio-solution-with-multiple-projects-reference-paths,Visual Studio Solution with Multiple Projects: Reference Paths,11637534.0,,,,
1549,"['c#', 'cryptography']","{'account_id': 453750, 'reputation': 1422, 'user_id': 850932, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0343f37913011d46d0271804761e5920?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thabo', 'link': 'https://stackoverflow.com/users/850932/thabo'}",True,565,1,2,1449574211,1337792119,1337792223.0,10724509,CC BY-SA 3.0,https://stackoverflow.com/questions/10724509/purpose-of-rijndaelmanaged-instance,Purpose of RijndaelManaged instance?,10724590.0,,,,
1550,"['c#', 'reflection', 'dynamic', 'expression-trees', 'typedescriptor']","{'account_id': 33888, 'reputation': 12163, 'user_id': 95245, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/7a9645d49aa683c44714ba60392e9c5f?s=256&d=identicon&r=PG', 'display_name': 'Berryl', 'link': 'https://stackoverflow.com/users/95245/berryl'}",True,3050,2,0,1449567050,1336220994,1336221195.0,10461849,CC BY-SA 3.0,https://stackoverflow.com/questions/10461849/getting-propertyinfo-name-and-value,Getting PropertyInfo Name and Value,10464245.0,,,,
1551,"['c#', 'asp.net', 'repeater', 'add', 'insert-update']","{'account_id': 1435564, 'reputation': 129, 'user_id': 1357042, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/bcd21fc911a4e71842989ba3c4095b55?s=256&d=identicon&r=PG', 'display_name': 'mack28', 'link': 'https://stackoverflow.com/users/1357042/mack28'}",True,8792,3,3,1449558473,1336123440,1336132922.0,10446142,CC BY-SA 3.0,https://stackoverflow.com/questions/10446142/how-to-insert-edit-values-from-repeaters-dynamically,how to insert / edit values from repeaters dynamically?,10447319.0,,,,
1552,"['c#', 'winforms', 'reference', 'tags', 'controls']","{'account_id': 1330368, 'reputation': 2027, 'user_id': 1274425, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/5757b02155e565e68899c1983565a99a?s=256&d=identicon&r=PG', 'display_name': 'Kestami', 'link': 'https://stackoverflow.com/users/1274425/kestami'}",True,209,4,2,1449239012,1337700612,1449239012.0,10705181,CC BY-SA 3.0,https://stackoverflow.com/questions/10705181/how-do-i-find-and-use-a-programatically-created-control,How do I find and use a programatically-created control?,10705391.0,,,,
1553,"['c#', 'xml']","{'account_id': 45216, 'reputation': 25731, 'user_id': 133212, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/1ccd0e0470758c08685b10abc2b503bd?s=256&d=identicon&r=PG', 'display_name': 'The Light', 'link': 'https://stackoverflow.com/users/133212/the-light'}",True,2132,3,1,1449227543,1337773687,,10719281,CC BY-SA 3.0,https://stackoverflow.com/questions/10719281/how-to-work-with-an-xml-file-without-loading-the-whole-document-in-memory,How to work with an Xml file without loading the whole document in memory?,,,,,
1554,"['c#', 'c#-4.0']","{'account_id': 1464701, 'reputation': 223, 'user_id': 1377926, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d655ad9b0609eae0cb74c8e9c95c7a2f?s=256&d=identicon&r=PG', 'display_name': 'Jone Mamni', 'link': 'https://stackoverflow.com/users/1377926/jone-mamni'}",True,15775,3,6,1449075107,1336388467,1449075107.0,10480893,CC BY-SA 3.0,https://stackoverflow.com/questions/10480893/removing-prefixes-and-suffixes-from-words-in-c,Removing prefixes and suffixes from words in C#,,,,,
1555,"['c#', 'regex']","{'account_id': 216955, 'reputation': 1502, 'user_id': 472502, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/bea5f1f0f294f663d3b9d1debeae4300?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/472502/john'}",True,1767,1,5,1448982952,1336656086,1336656609.0,10534910,CC BY-SA 3.0,https://stackoverflow.com/questions/10534910/regex-ignore-case-option-doesnt-work-when-the-compiled-option-is-specified,Regex &#39;Ignore Case&#39; option doesn&#39;t work when the &#39;Compiled&#39; option is specified,10534934.0,,,,
1556,"['c#', '.net', 'twitter', 'cursor', 'tweetsharp']","{'account_id': 1376956, 'reputation': 551, 'user_id': 1416095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd731b766679730e82cbfebdca890bc6?s=256&d=identicon&r=PG', 'display_name': 'ActiveNick', 'link': 'https://stackoverflow.com/users/1416095/activenick'}",True,3109,3,2,1448551673,1337894553,1495540296.0,10745475,CC BY-SA 3.0,https://stackoverflow.com/questions/10745475/how-to-retrieve-all-twitter-users-with-tweetsharp-using-cursors,How to retrieve all Twitter users with TweetSharp using cursors?,,,,,
1557,['c#'],"{'account_id': 1264470, 'reputation': 292, 'user_id': 1222088, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/46aa989ce0b0f50663c4c22f6cbf4532?s=256&d=identicon&r=PG', 'display_name': 'Scott-David Jones', 'link': 'https://stackoverflow.com/users/1222088/scott-david-jones'}",True,2769,2,1,1448323234,1336464279,1495542220.0,10494874,CC BY-SA 3.0,https://stackoverflow.com/questions/10494874/wait-for-application-window-to-open-then-do-something,Wait for application window to open then do something,10494971.0,,,,
1558,"['c#', 'asp.net', 'asp.net-ajax']","{'account_id': 354947, 'reputation': 30844, 'user_id': 1014217, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/6zW1x.jpg?s=256&g=1', 'display_name': 'Luis Valencia', 'link': 'https://stackoverflow.com/users/1014217/luis-valencia'}",True,2744,1,3,1448213435,1337001752,1337164544.0,10584194,CC BY-SA 3.0,https://stackoverflow.com/questions/10584194/ajaxfileupload-hide-upload-button-and-handle-manually-the-upload,AjaxFileUpload hide upload button and handle manually the upload?,10585895.0,,,,
1559,"['c#', 'double', 'precision']","{'account_id': 46322, 'reputation': 2921, 'user_id': 136785, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/9afad51125c0284700be138d48c0728a?s=256&d=identicon&r=PG', 'display_name': 'Metal450', 'link': 'https://stackoverflow.com/users/136785/metal450'}",True,11686,6,8,1448068603,1336115573,1336115925.0,10444350,CC BY-SA 3.0,https://stackoverflow.com/questions/10444350/c-loss-of-precision-when-dividing-doubles,C# loss of precision when dividing doubles,10444454.0,,,,
