,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,locked_date,migrated_from
958,"['c#', 'javascript', 'json', 'web-services', 'jquery']","{'account_id': 1312290, 'reputation': 13, 'user_id': 1260056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e9e8135fe72e0dcc99657425f8d26c79?s=256&d=identicon&r=PG', 'display_name': 'KapitanX', 'link': 'https://stackoverflow.com/users/1260056/kapitanx'}",True,922,9641764.0,1,1,1520533279,1331322812,1361491746.0,9640112,CC BY-SA 3.0,https://stackoverflow.com/questions/9640112/jquery-json-objects-and-net-webservices,"jQuery, JSON objects and .NET WebServices",,,,,,
959,"['c#', 'linq', 'lambda', 'petapoco']","{'account_id': 312692, 'reputation': 2774, 'user_id': 626911, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ae474dd4a074fd22e897c4c54770c05a?s=256&d=identicon&r=PG', 'display_name': 'Brady Holt', 'link': 'https://stackoverflow.com/users/626911/brady-holt'}",True,3641,9916541.0,5,4,1520515672,1332971939,1332973515.0,9916269,CC BY-SA 3.0,https://stackoverflow.com/questions/9916269/how-do-i-get-property-names-of-a-type-using-a-lambda-expression-and-anonymous-ty,How do I get property names of a type using a lambda expression and anonymous type?,,,,,,
960,"['c#', 'winforms']","{'account_id': 199660, 'reputation': 2067, 'user_id': 445117, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a9690286c96df4f5f050ebede92dd315?s=256&d=identicon&r=PG', 'display_name': 'Yoav', 'link': 'https://stackoverflow.com/users/445117/yoav'}",True,2151,,4,2,1520496487,1330611060,1520496419.0,9517673,CC BY-SA 3.0,https://stackoverflow.com/questions/9517673/best-strategy-to-implement-reader-for-large-text-files,Best strategy to implement reader for large text files,,,,,,
961,"['c#', '.net', 'continuous-integration', 'teamcity', 'approval-tests']","{'account_id': 81592, 'reputation': 11708, 'user_id': 229949, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/809d801884711036985af824a0695f34?s=256&d=identicon&r=PG', 'display_name': 'the_joric', 'link': 'https://stackoverflow.com/users/229949/the-joric'}",True,2260,9945841.0,4,12,1520418018,1333095032,1333117781.0,9939209,CC BY-SA 3.0,https://stackoverflow.com/questions/9939209/how-to-use-approvaltests-on-teamcity,How to use ApprovalTests on Teamcity?,,,,,,
962,"['c#', 'asp.net']","{'account_id': 305958, 'reputation': 295, 'user_id': 616406, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/c21aa6b28a6d9f46cbc414e913b7ed10?s=256&d=identicon&r=PG', 'display_name': 'Dhenn', 'link': 'https://stackoverflow.com/users/616406/dhenn'}",True,12109,9953955.0,3,0,1520403560,1333178840,,9953941,CC BY-SA 3.0,https://stackoverflow.com/questions/9953941/datetime-parse-converting-string-to-datetime-format-equals-to-datetime-field-in,DateTime.Parse Converting String to DateTime Format Equals to DateTime Field in Database,,,,,,
963,"['c#', '.net', 'entity-framework']","{'account_id': 98918, 'reputation': 2894, 'user_id': 267470, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/26e35b3effb143f10bab2885cf4c6bc5?s=256&d=identicon&r=PG', 'display_name': 'Glinkot', 'link': 'https://stackoverflow.com/users/267470/glinkot'}",True,17564,9886447.0,3,12,1520365357,1332838407,,9886190,CC BY-SA 3.0,https://stackoverflow.com/questions/9886190/entity-framework-efficiently-grouping-by-month,Entity Framework: Efficiently grouping by month,,,,,,
964,"['c#', 'linq', 'linqer']","{'account_id': 1157661, 'reputation': 365, 'user_id': 1137837, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7281225ac4f32f03b3f800a95777c029?s=256&d=identicon&r=PG', 'display_name': 'Polymorphism', 'link': 'https://stackoverflow.com/users/1137837/polymorphism'}",False,1172,,1,0,1520363819,1330957504,1520363819.0,9568259,CC BY-SA 3.0,https://stackoverflow.com/questions/9568259/linqer-dont-convert-t-sql-query,Linqer dont Convert T-Sql query,,,,,,
965,"['c#', 'asp.net']","{'account_id': 26894, 'reputation': 98713, 'user_id': 70386, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/56a2a55982a1fb84d691f8ca772a4982?s=256&d=identicon&r=PG', 'display_name': 'jgauffin', 'link': 'https://stackoverflow.com/users/70386/jgauffin'}",True,56312,9701664.0,7,32,1520336360,1331725470,,9701309,CC BY-SA 3.0,https://stackoverflow.com/questions/9701309/get-app-relative-url-from-request-url-absolutepath,Get app relative url from Request.Url.AbsolutePath,,,,,,
966,"['c#', '.net']","{'account_id': 411140, 'reputation': 4787, 'user_id': 783410, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/9cc1a242c22b6057c68e49b8d9590055?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rafik Bari', 'link': 'https://stackoverflow.com/users/783410/rafik-bari'}",True,11053,9811204.0,3,4,1520282496,1332356316,1450440129.0,9811076,CC BY-SA 3.0,https://stackoverflow.com/questions/9811076/how-to-add-an-icon-to-an-existing-exe-file-without-an-icon-by-default,How to add an icon to an existing exe file (without an icon by default)?,,,,,,
967,"['c#', 'asp.net']","{'account_id': 1225804, 'reputation': 3065, 'user_id': 1191353, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/83e1bc5e8b02d06b9f88e876d9cb83ae?s=256&d=identicon&r=PG', 'display_name': 'John Baum', 'link': 'https://stackoverflow.com/users/1191353/john-baum'}",True,7835,9721395.0,5,0,1520268013,1331820113,,9721310,CC BY-SA 3.0,https://stackoverflow.com/questions/9721310/running-c-code-on-button-click-in-aspx,Running c# code on button click in aspx,,,,,,
968,"['c#', '.net', 'opencv', 'emgucv', 'flip']","{'account_id': 208881, 'reputation': 2664, 'user_id': 459638, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c31db04ea5440f6869c556b7d5c599db?s=256&d=identicon&r=PG', 'display_name': 'ykombinator', 'link': 'https://stackoverflow.com/users/459638/ykombinator'}",True,6744,9758890.0,1,1,1519997486,1332074750,1332078180.0,9758403,CC BY-SA 3.0,https://stackoverflow.com/questions/9758403/flipping-an-image-horizontally-in-opencvsharp,Flipping an image horizontally in OpenCVSharp,,,,,,
969,"['c#', 'winapi', 'naming-conventions', 'pinvoke', 'constants']","{'account_id': 42600, 'reputation': 36563, 'user_id': 124119, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/14570e9514625800a440f40fec36ed6e?s=256&d=identicon&r=PG', 'display_name': 'Camilo Martin', 'link': 'https://stackoverflow.com/users/124119/camilo-martin'}",True,937,9918055.0,2,13,1519930362,1332984095,1495540405.0,9917942,CC BY-SA 3.0,https://stackoverflow.com/questions/9917942/naming-windows-api-constants-in-c,Naming Windows API constants in C#,,,,,,
970,"['c#', 'asp.net', 'acrobat', 'acrobat-sdk']","{'account_id': 1010880, 'reputation': 2237, 'user_id': 1023476, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/08f816b0d6aff58d571a2d9b6bff19cf?s=256&d=identicon&r=PG', 'display_name': 'amit patel', 'link': 'https://stackoverflow.com/users/1023476/amit-patel'}",False,782,,1,3,1519879843,1331033856,,9582946,CC BY-SA 3.0,https://stackoverflow.com/questions/9582946/is-there-a-way-to-read-table-data-parse-from-pdf-file-using-adobe-reader-type,Is there a way to read table data (parse) from pdf file using Adobe reader Type library,,,,,,
971,"['c#', 'asp.net']","{'account_id': 1333741, 'reputation': 319, 'user_id': 1276998, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/11495278ce4e058ee0601258cc1b56a4?s=256&d=identicon&r=PG', 'display_name': 'dhyabi', 'link': 'https://stackoverflow.com/users/1276998/dhyabi'}",True,258,9829157.0,1,1,1519869294,1332444181,,9829102,CC BY-SA 3.0,https://stackoverflow.com/questions/9829102/is-there-any-limit-that-application-state-can-store,Is there any limit that application state can store ??,,,,,,
972,"['c#', 'asp.net', '.net', 'regex']","{'account_id': 20706, 'reputation': 13525, 'user_id': 49742, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/174bi.png?s=256&g=1', 'display_name': 'Subliminal Hash', 'link': 'https://stackoverflow.com/users/49742/subliminal-hash'}",True,441,9777708.0,2,1,1519815129,1332189956,1519815129.0,9777676,CC BY-SA 3.0,https://stackoverflow.com/questions/9777676/c-allowing-slashes-and-other-similar-characters-in-regular-expressions,c# allowing slashes (and other similar characters) in regular expressions,,,,,,
973,"['c#', 'google-docs-api']","{'account_id': 1295185, 'reputation': 153, 'user_id': 1246423, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://graph.facebook.com/555599795/picture?type=large', 'display_name': 'Snehil Khanor', 'link': 'https://stackoverflow.com/users/1246423/snehil-khanor'}",True,166,9936731.0,1,1,1519783729,1331317052,1519783729.0,9638967,CC BY-SA 3.0,https://stackoverflow.com/questions/9638967/unable-to-retrieve-docs-in-a-specific-folder-in-google-docs-using-c,Unable to retrieve docs in a specific folder in google docs using c#,,,,,,
974,"['c#', 'asp.net-mvc', 'caching']","{'account_id': 3246, 'reputation': 181819, 'user_id': 4653, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a525b89ed2980a2bbc41e1f23dc350cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'leora', 'link': 'https://stackoverflow.com/users/4653/leora'}",True,6016,9988962.0,1,11,1519686036,1332993659,1519686036.0,9918907,,https://stackoverflow.com/questions/9918907/in-asp-net-is-there-anyway-to-view-whats-in-httpcontext-cache,In asp.net is there anyway to view whats in httpcontext.Cache?,,1333982690.0,exact duplicate,,,
975,"['c#', '.net', 'xml', 'vb.net', 'web-services']","{'account_id': 973568, 'reputation': 4215, 'user_id': 995548, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/cdd7913245789e338608275215fd53ae?s=256&d=identicon&r=PG', 'display_name': 'Alexandre', 'link': 'https://stackoverflow.com/users/995548/alexandre'}",True,8611,9792999.0,1,4,1519533233,1332268993,1519533233.0,9792974,CC BY-SA 3.0,https://stackoverflow.com/questions/9792974/returning-xml-from-a-web-service,Returning XML from a Web Service,,,,,,
976,"['c#', '.net', 'caching', 'redis']","{'account_id': 350056, 'reputation': 8679, 'user_id': 685711, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/6277c350d08116f636da218f4eff0c86?s=256&d=identicon&r=PG', 'display_name': 'sgtz', 'link': 'https://stackoverflow.com/users/685711/sgtz'}",True,13155,9597177.0,1,27,1519360440,1331102248,1519360440.0,9596877,CC BY-SA 3.0,https://stackoverflow.com/questions/9596877/stack-overflow-redis-and-cache-invalidation,"Stack Overflow, Redis, and Cache invalidation",,,,,,
977,"['c#', 'asp.net', 'sql', 'image']","{'user_type': 'does_not_exist', 'display_name': 'user1086094'}",False,1989,,3,0,1519273385,1332835966,1332841816.0,9885627,CC BY-SA 3.0,https://stackoverflow.com/questions/9885627/asp-net-display-image-from-sql,ASP.net Display Image from SQL,,,,,,
978,"['c#', '.net', 'out-of-memory', 'pdfsharp']","{'account_id': 483814, 'reputation': 2125, 'user_id': 899092, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/6fdb1de54999eb78141604c0a39a3667?s=256&d=identicon&r=PG', 'display_name': 'SiliconMind', 'link': 'https://stackoverflow.com/users/899092/siliconmind'}",True,6920,9890068.0,6,6,1519208896,1332852877,1332855105.0,9889925,CC BY-SA 3.0,https://stackoverflow.com/questions/9889925/outofmemoryexception-when-creating-multiple-byte-arrays,OutOfMemoryException when creating multiple byte arrays,,,,,,
979,"['c#', 'c++', 'c++-cli']","{'account_id': 180086, 'reputation': 19468, 'user_id': 413174, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/f3adc2b3fc7f7b18b9608a4a5ab0ba24?s=256&d=identicon&r=PG', 'display_name': 'olidev', 'link': 'https://stackoverflow.com/users/413174/olidev'}",True,3681,9910410.0,2,2,1518552062,1332946597,1518552062.0,9910186,CC BY-SA 3.0,https://stackoverflow.com/questions/9910186/pass-an-object-from-c-to-c-using-c-cli-or-convert-object-to-object,Pass an object from C# to C++ using C++/CLI or convert Object^ to Object,,,,,,
980,['c#'],"{'account_id': 1049364, 'reputation': 21, 'user_id': 1053647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b470be79652a2b3bdc56df01d012347?s=256&d=identicon&r=PG', 'display_name': 'chandrasekhar', 'link': 'https://stackoverflow.com/users/1053647/chandrasekhar'}",True,16012,,1,2,1518538213,1330751044,1330751250.0,9543635,CC BY-SA 3.0,https://stackoverflow.com/questions/9543635/no-mapping-exists-from-object-type-system-windows-forms-datetimepicker-to-a-know,No mapping exists from object type System.Windows.Forms.DateTimePicker to a known managed provider native type,,,,,,
981,"['c#', '.net', 'nunit']","{'account_id': 30899, 'reputation': 37977, 'user_id': 84539, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/277f6eb5c0f422fa7bec5b1d2cb51e82?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/84539/jon'}",True,8671,9888622.0,7,32,1518132210,1332846719,,9888469,CC BY-SA 3.0,https://stackoverflow.com/questions/9888469/using-nunit-to-test-for-any-type-of-exception,Using NUnit to test for any type of exception,,,,,,
982,"['c#', 'generics', 'reflection']","{'account_id': 47188, 'reputation': 8366, 'user_id': 139637, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/452808dcde6558ad24d44be6fb8babc5?s=256&d=identicon&r=PG', 'display_name': 'Custodio', 'link': 'https://stackoverflow.com/users/139637/custodio'}",True,18559,9788819.0,3,15,1518114300,1332253191,1495540427.0,9788593,CC BY-SA 3.0,https://stackoverflow.com/questions/9788593/workaround-for-c-generic-attribute-limitation,Workaround for C# generic attribute limitation,,,,,,
983,"['c#', 'string', 'performance']","{'user_type': 'does_not_exist', 'display_name': 'user1158903'}",True,741,9847006.0,3,3,1518054431,1332539735,1518054431.0,9846980,CC BY-SA 3.0,https://stackoverflow.com/questions/9846980/faster-string-comparison-in-c,Faster string comparison in C#,,,,,,
984,"['c#', 'html', 'mshtml']","{'account_id': 1288705, 'reputation': 337, 'user_id': 1241248, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1553fabb7ed688cddf544e6ab440b401?s=256&d=identicon&r=PG', 'display_name': 'giuse', 'link': 'https://stackoverflow.com/users/1241248/giuse'}",False,1594,,1,1,1518043111,1330550932,1330551317.0,9506910,CC BY-SA 3.0,https://stackoverflow.com/questions/9506910/ihtmldocument2-write,IHTMLDocument2.write(),,,,,,
985,"['c#', 'oop']","{'account_id': 1271743, 'reputation': 889, 'user_id': 1227839, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/0bfb38b393cefeec84a2f51ef002392e?s=256&d=identicon&r=PG', 'display_name': 'ankush', 'link': 'https://stackoverflow.com/users/1227839/ankush'}",True,10559,9652562.0,3,2,1517974106,1331440736,1495540297.0,9652506,,https://stackoverflow.com/questions/9652506/why-we-need-abstract-class-when-we-can-inherit-normal-class,Why we need abstract class when we can inherit normal class?,,1331517486.0,exact duplicate,,,
986,"['c#', 'wpf']","{'account_id': 941962, 'reputation': 2048, 'user_id': 969894, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/e9d16bcc3af83d11f9f94ebcfec2207e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/969894/michael'}",True,18528,9707833.0,2,7,1517753637,1331749078,1349331765.0,9707753,CC BY-SA 3.0,https://stackoverflow.com/questions/9707753/programmatically-set-textblock-margin,Programmatically set textblock margin,,,,,,
987,"['c#', 'unit-testing', 'mbunit', 'resharper-6.1']","{'account_id': 27889, 'reputation': 67822, 'user_id': 74022, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/YL96W.jpg?s=256&g=1', 'display_name': 'Brandon', 'link': 'https://stackoverflow.com/users/74022/brandon'}",True,3323,,6,8,1517690951,1332516147,,9841855,CC BY-SA 3.0,https://stackoverflow.com/questions/9841855/any-way-to-ignore-possible-null-reference-exception-warnings-when-using-assert-s,Any way to ignore Possible Null Reference Exception warnings when using Assert statements?,,,,,,
988,"['c#', 'json', 'serialization']","{'account_id': 1079685, 'reputation': 4850, 'user_id': 1076993, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/hgolH.jpg?s=256&g=1', 'display_name': 'FatAlbert', 'link': 'https://stackoverflow.com/users/1076993/fatalbert'}",True,30076,19078059.0,2,11,1517560139,1331137785,1331198368.0,9605397,CC BY-SA 3.0,https://stackoverflow.com/questions/9605397/datacontractjsonserializer-throws-exception-expecting-state-element-encounte,"DataContractJsonSerializer throws exception Expecting state &#39;Element&#39;.. Encountered &#39;Text&#39; with name &#39;&#39;, namespace &#39;&#39;",,,,,,
989,"['c#', 'c#-4.0', 'sealed']","{'account_id': 1060723, 'reputation': 1062, 'user_id': 1090214, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/a37c442614c1cf09df5ff691f90e814c?s=256&d=identicon&r=PG', 'display_name': 'nighthawk457', 'link': 'https://stackoverflow.com/users/1090214/nighthawk457'}",True,38785,9914983.0,4,25,1517525273,1332965429,1457042683.0,9914908,CC BY-SA 3.0,https://stackoverflow.com/questions/9914908/preventing-a-method-from-being-overridden-in-c,Preventing a method from being overridden in C#,,,,,,
990,"['c#', 'generics', 'attributes']","{'account_id': 377783, 'reputation': 1169, 'user_id': 730132, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/b2d30c2b910abb41fd0ca318a861d504?s=256&d=identicon&r=PG', 'display_name': 'Chris Gonzales', 'link': 'https://stackoverflow.com/users/730132/chris-gonzales'}",True,2026,9910994.0,5,5,1517505549,1332948988,1517505482.0,9910949,CC BY-SA 3.0,https://stackoverflow.com/questions/9910949/attribute-restrictions-on-c-generics,Attribute restrictions on C# generics,,,,,,
991,"['c#', 'asp.net', 'inheritance', 'user-controls']","{'account_id': 57312, 'reputation': 5384, 'user_id': 171632, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/17ca264278bb4819d7ea057e4888612f?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/171632/mike'}",True,1075,9620396.0,1,0,1517369377,1331219522,1517369377.0,9619886,CC BY-SA 3.0,https://stackoverflow.com/questions/9619886/can-i-create-an-abstract-base-class-usercontrol-so-derived-ascx-must-implement,Can I create an abstract base class UserControl so derived .ascx must implement certain controls?,,,,,,
992,"['c#', 'asp.net', '.net']","{'account_id': 1180003, 'reputation': 43, 'user_id': 1155123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/876be94aa2e71acd84825f30a09813eb?s=256&d=identicon&r=PG', 'display_name': 'marko_net', 'link': 'https://stackoverflow.com/users/1155123/marko-net'}",True,2162,9932658.0,1,1,1517369278,1333051142,1517369278.0,9932576,CC BY-SA 3.0,https://stackoverflow.com/questions/9932576/trigger-a-usercontrol-updatepanel-from-a-parent-page,Trigger a UserControl UpdatePanel from a parent Page,,,,,,
993,"['c#', 'mouse', 'emgucv']","{'account_id': 1299986, 'reputation': 521, 'user_id': 1250116, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/e267287a8c676093afa2e491d3330242?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/1250116/andy'}",True,7092,,2,0,1517306563,1332578323,,9850279,CC BY-SA 3.0,https://stackoverflow.com/questions/9850279/how-to-draw-a-rectangle-using-a-mouse-in-c-emgucv,How to draw a rectangle using a mouse in C# (emgucv)?,,,,,,
994,"['c#', '.net', 'visual-c++', 'com', 'regasm']","{'account_id': 894368, 'reputation': 1830, 'user_id': 931972, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/0WUbv.png?s=256&g=1', 'display_name': 'BigSauce', 'link': 'https://stackoverflow.com/users/931972/bigsauce'}",True,23239,9711510.0,3,9,1517246588,1331763111,,9711079,CC BY-SA 3.0,https://stackoverflow.com/questions/9711079/class-not-registered-error-for-instantiation-of-c-object-via-com-from-vc,Class not registered error for Instantiation of C# object via COM from VC++,,,,,,
995,"['c#', 'reflection', '.net-reflector']","{'account_id': 205967, 'reputation': 5948, 'user_id': 454998, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/h70ch.png?s=256&g=1', 'display_name': 'Christophe Debove', 'link': 'https://stackoverflow.com/users/454998/christophe-debove'}",True,25460,9684888.0,1,24,1516915988,1331644971,1331649020.0,9684804,CC BY-SA 3.0,https://stackoverflow.com/questions/9684804/is-there-a-way-to-override-a-method-with-reflection,Is there a way to &quot;override&quot; a method with reflection?,,,,,,
996,"['c#', 'xaml', 'partial-classes', 'base-class']","{'account_id': 41476, 'reputation': 1893, 'user_id': 120549, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/3bed937f9a351974cfbd655c8bf418fc?s=256&d=identicon&r=PG', 'display_name': 'IAmAN00B', 'link': 'https://stackoverflow.com/users/120549/iaman00b'}",True,1751,,3,2,1516906388,1330541449,,9504885,CC BY-SA 3.0,https://stackoverflow.com/questions/9504885/how-do-i-find-the-matching-partial-class-in-c-visual-studio-2010-in-a-xaml-fi,How do I find the matching partial-class in C# &amp; Visual Studio 2010 in a XAML file?,,,,,,
997,"['c#', 'single-instance']","{'account_id': 246114, 'reputation': 6348, 'user_id': 520044, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/ceP50.jpg?s=256&g=1', 'display_name': 'takrl', 'link': 'https://stackoverflow.com/users/520044/takrl'}",True,993,,1,4,1516851627,1331886767,,9734061,CC BY-SA 3.0,https://stackoverflow.com/questions/9734061/cantstartsingleinstanceexception-when-trying-to-start-second-instance,CantStartSingleInstanceException when trying to start second instance,,,,,,
998,"['c#', 'winforms', 'winapi', 'c#-4.0', 'winforms-interop']","{'account_id': 366644, 'reputation': 775, 'user_id': 712307, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/1d95bb6ca4cfc15495bc4c812fa75b4e?s=256&d=identicon&r=PG', 'display_name': 'pili', 'link': 'https://stackoverflow.com/users/712307/pili'}",True,1173,9527579.0,5,1,1516801951,1330650454,,9526637,CC BY-SA 3.0,https://stackoverflow.com/questions/9526637/how-to-detect-the-ctrl-key-is-pressed-twice-if-the-program-is-minimized-or-in-sy,How to detect the ctrl key is pressed twice if the program is minimized or in system tray,,,,,,
999,"['c#', 'asp.net-mvc', 'asp.net-mvc-3']","{'account_id': 65030, 'reputation': 20794, 'user_id': 191647, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/BkIYy.jpg?s=256&g=1', 'display_name': 'Mohammad Dayyan', 'link': 'https://stackoverflow.com/users/191647/mohammad-dayyan'}",True,34014,9511888.0,2,49,1516799794,1330582300,1342485562.0,9511462,CC BY-SA 3.0,https://stackoverflow.com/questions/9511462/run-a-method-in-each-request-in-mvc-c,"Run a method in each request in MVC, C#?",,,,,,
1000,"['c#', 'blob', 'blobstore', 'azure-blob-storage', 'blobstorage']","{'account_id': 1365029, 'reputation': 11, 'user_id': 1301657, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25a9c57ce7541b18f42e4096a0b76f5c?s=256&d=identicon&r=PG', 'display_name': 'user1301657', 'link': 'https://stackoverflow.com/users/1301657/user1301657'}",True,3776,,3,1,1516715133,1333050087,1333050456.0,9932327,CC BY-SA 3.0,https://stackoverflow.com/questions/9932327/how-to-search-for-a-specific-file-in-blob-storage,how to search for a specific file in blob storage,,,,,,
1001,"['c#', 'audio', 'windows-7', 'pinvoke', 'volume']","{'account_id': 90215, 'reputation': 2925, 'user_id': 248417, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/9b6a67fe13eeff019039764847861d83?s=256&d=identicon&r=PG', 'display_name': 'XSL', 'link': 'https://stackoverflow.com/users/248417/xsl'}",True,3691,9552241.0,3,2,1516457543,1330833902,,9552208,CC BY-SA 3.0,https://stackoverflow.com/questions/9552208/mute-system-from-code,Mute system from code,,,,,,
1002,"['c#', '.net', 'reflection', 'enums', 'nullable']","{'account_id': 240927, 'reputation': 23611, 'user_id': 511438, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/Z2ov4.jpg?s=256&g=1', 'display_name': 'Valamas', 'link': 'https://stackoverflow.com/users/511438/valamas'}",True,7836,9764078.0,2,13,1516387003,1332121664,,9764041,CC BY-SA 3.0,https://stackoverflow.com/questions/9764041/parse-to-nullable-enum,Parse to Nullable Enum,,,,,,
1003,"['c#', 'moq']","{'account_id': 78737, 'reputation': 28690, 'user_id': 223863, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d1a3555e8c2b5b97629857352b0d6706?s=256&d=identicon&r=PG', 'display_name': 'Exitos', 'link': 'https://stackoverflow.com/users/223863/exitos'}",True,4141,,3,6,1516373594,1332174820,1332232620.0,9774035,CC BY-SA 3.0,https://stackoverflow.com/questions/9774035/is-it-possible-to-set-a-property-with-no-setter-using-moq,Is it possible to set a property with no setter using Moq?,,,,,,
1004,"['c#', 'entity-framework', 'nuget', 'entity-framework-4.3']","{'account_id': 203044, 'reputation': 14555, 'user_id': 450466, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/def14e2d64e6a27d81e77af8b643ba72?s=256&d=identicon&r=PG', 'display_name': 'Mediator', 'link': 'https://stackoverflow.com/users/450466/mediator'}",True,320,9910273.0,1,-3,1516325582,1332871322,1516325582.0,9895025,CC BY-SA 3.0,https://stackoverflow.com/questions/9895025/why-dont-woked-enable-migrations,Why don&#39;t woked Enable-Migrations?,,,,,,
1005,"['c#', '.net', 'winforms', 'user-controls', 'tab-ordering']","{'account_id': 173425, 'reputation': 29627, 'user_id': 402081, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6b7391baca69f670e5c6af8354a2a041?s=256&d=identicon&r=PG', 'display_name': 'Daniel Pe&#241;alba', 'link': 'https://stackoverflow.com/users/402081/daniel-pe%c3%b1alba'}",True,1437,9868355.0,4,1,1516148420,1332505861,1516148420.0,9839231,CC BY-SA 3.0,https://stackoverflow.com/questions/9839231/restrict-tab-order-to-a-single-user-control,Restrict tab order to a single user control,,,,,,
