,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason,protected_date
1538,"['typescript', 'vue.js', 'rollup']","{'account_id': 25330988, 'reputation': 11, 'user_id': 19150798, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjV-44Ln29pYoK3x-IlhejL7ywrFkoBt3ZF9kuMnA=k-s256', 'display_name': 'Uladzimir Karpau', 'link': 'https://stackoverflow.com/users/19150798/uladzimir-karpau'}",False,145,,0,1,1652941252,1652941252,,72299519,CC BY-SA 4.0,https://stackoverflow.com/questions/72299519/how-to-add-types-for-generated-vue-3-components-lib-typescript-composition-api,"How to add types for generated vue 3 components lib (TypeScript, Composition API)",,,,,
1539,"['typescript', 'visual-studio-code', 'eslint', 'yarn-workspaces']","{'account_id': 11739465, 'reputation': 24764, 'user_id': 10128619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bdc22c54f0db808af642c22b4308f22?s=256&d=identicon&r=PG&f=1', 'display_name': 'cbdeveloper', 'link': 'https://stackoverflow.com/users/10128619/cbdeveloper'}",False,526,,0,1,1652940918,1652938514,1652940918.0,72299117,CC BY-SA 4.0,https://stackoverflow.com/questions/72299117/using-yarn-workspaces-vscode-does-not-auto-suggest-imports-from-different-packa,"Using yarn workspaces, VSCode does not auto suggest imports from different packages",,,,,
1540,"['typescript', 'graphql']","{'account_id': 25258231, 'reputation': 1, 'user_id': 19089547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fce19f631fcf8dd408c9884711141cfc?s=256&d=identicon&r=PG', 'display_name': 'TheBoiLeroy', 'link': 'https://stackoverflow.com/users/19089547/theboileroy'}",False,57,,0,0,1652938975,1652938975,,72299190,CC BY-SA 4.0,https://stackoverflow.com/questions/72299190/cannotdeterminegraphqltypeerror,CannotDetermineGraphQLTypeError:,,,,,
1541,"['javascript', 'reactjs', 'typescript', 'webpack', 'lazy-loading']","{'account_id': 13785152, 'reputation': 302, 'user_id': 10288155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12d767dd7904d8a68bdca68deadf82ad?s=256&d=identicon&r=PG', 'display_name': 'ZVER3D', 'link': 'https://stackoverflow.com/users/10288155/zver3d'}",False,245,,1,0,1652937512,1652934267,,72298620,CC BY-SA 4.0,https://stackoverflow.com/questions/72298620/how-to-use-code-splitting-with-webpack-in-react-app-with-components-exported-as,How to use code splitting with webpack in react app with components exported as export * from &#39;...&#39;,,,,,
1542,"['typescript', 'postman', 'openapi', 'tsoa']","{'account_id': 25318581, 'reputation': 3, 'user_id': 19140256, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhtKXUeZSuMmD-uvqvtOyKJTYg0op5DjSPujtGG=k-s256', 'display_name': 'khaled bouajila', 'link': 'https://stackoverflow.com/users/19140256/khaled-bouajila'}",True,149,72298813.0,1,0,1652936098,1652824959,1652864235.0,72281132,CC BY-SA 4.0,https://stackoverflow.com/questions/72281132/tsoa-typescript-empty-array-in-response-in-postman,tsoa typescript empty array in response in postman,,,,,
1543,"['angular', 'typescript', 'dropdown', 'angular-reactive-forms']","{'account_id': 24178110, 'reputation': 41, 'user_id': 18139178, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cbe40688cdd26cb72cde019bee62fb79?s=256&d=identicon&r=PG', 'display_name': 'user1', 'link': 'https://stackoverflow.com/users/18139178/user1'}",True,204,72298575.0,1,0,1652935991,1652925864,1652935991.0,72297861,CC BY-SA 4.0,https://stackoverflow.com/questions/72297861/how-to-disable-the-options-lists-until-another-dropdown-is-selected-in-reactive,How to disable the options lists until another dropdown is selected in reactive forms,,,,,
1544,"['typescript', 'types']","{'account_id': 25330082, 'reputation': 1, 'user_id': 19150010, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fb282f117892a8b01b1efdf2e86ac36?s=256&d=identicon&r=PG', 'display_name': 'Mox', 'link': 'https://stackoverflow.com/users/19150010/mox'}",False,75,,0,0,1652931911,1652931911,,72298389,CC BY-SA 4.0,https://stackoverflow.com/questions/72298389/type-alias-circularly-references-itself-parsing-expressions,Type alias circularly references itself - parsing expressions,,,,,
1545,"['javascript', 'typescript']","{'account_id': 25329885, 'reputation': 11, 'user_id': 19149848, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fUUwi.jpg?s=256&g=1', 'display_name': 'Not one can help me', 'link': 'https://stackoverflow.com/users/19149848/not-one-can-help-me'}",False,48,,0,0,1652931402,1652929749,1652931402.0,72298179,CC BY-SA 4.0,https://stackoverflow.com/questions/72298179/why-type-does-not-satisfy-the-constraint-parameters,why Type &#39;[]&#39; does not satisfy the constraint Parameters,,,,,
1546,"['typescript', 'typescript-generics', 'typescript-types']","{'account_id': 1736824, 'reputation': 4934, 'user_id': 1589188, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/cdecfbddde74f80213b245bef0df1b23?s=256&d=identicon&r=PG', 'display_name': 'user1589188', 'link': 'https://stackoverflow.com/users/1589188/user1589188'}",True,196,72294288.0,1,1,1652931395,1652839001,1652931395.0,72282435,CC BY-SA 4.0,https://stackoverflow.com/questions/72282435/typescript-how-to-use-generated-union-type-correctly-in-a-loop,TypeScript: How to use generated Union Type correctly in a loop?,,,,,
1547,"['reactjs', 'typescript', 'material-ui']","{'account_id': 25330023, 'reputation': 1, 'user_id': 19149960, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx9xEHTpB-GSSqJGY04QSij2aaR1QTpjQikQsRv=k-s256', 'display_name': 'Random135', 'link': 'https://stackoverflow.com/users/19149960/random135'}",False,17,,0,0,1652930635,1652930459,1652930635.0,72298254,CC BY-SA 4.0,https://stackoverflow.com/questions/72298254/property-onboarding-does-not-exist-on-type-theme-onboarding-boolean,Property &#39;onboarding&#39; does not exist on type &#39;{ theme: { onboarding: boolean; }; }&#39;,,,,,
1548,"['reactjs', 'typescript', 'react-hooks']","{'account_id': 24823378, 'reputation': 13, 'user_id': 18703466, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxGXqKcXTQS5TTy8RI5Uo0tchVoH5ZUzH7SkrYu=k-s256', 'display_name': 'D-Wire', 'link': 'https://stackoverflow.com/users/18703466/d-wire'}",True,69,72298229.0,1,1,1652930225,1652929520,,72298161,CC BY-SA 4.0,https://stackoverflow.com/questions/72298161/how-do-i-properly-set-the-state-to-a-response-output-in-react-using-typescript,How do I properly set the state to a response output in React using Typescript?,,,,,
1549,"['typescript', 'enums', 'user-defined']","{'account_id': 1061100, 'reputation': 1219, 'user_id': 1062714, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6ea5efd929017c313d90b52b0a6f01fa?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/1062714/james'}",False,37,,1,1,1652929233,1652909600,1652928707.0,72296243,CC BY-SA 4.0,https://stackoverflow.com/questions/72296243/user-defined-extended-enums-in-typescript,User-Defined Extended Enums in TypeScript,,,,,
1550,"['javascript', 'angular', 'typescript']","{'account_id': 13709780, 'reputation': 51, 'user_id': 9892451, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/48lpX.png?s=256&g=1', 'display_name': 'Mr.Snail', 'link': 'https://stackoverflow.com/users/9892451/mr-snail'}",False,20,,2,0,1652927623,1652923122,,72297612,CC BY-SA 4.0,https://stackoverflow.com/questions/72297612/in-angular-how-to-change-a-field-member-in-a-component-or-service-automatically,"In Angular how to change a field member in a component or service automatically, when another depending field member changes?",,,,,
1551,"['javascript', 'angular', 'typescript']","{'account_id': 25315154, 'reputation': 39, 'user_id': 19137378, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwByaBa5EV45E1IA-PNGNtQ5o0awPni1dK_IDMK=k-s256', 'display_name': 'Hemanth Girimath', 'link': 'https://stackoverflow.com/users/19137378/hemanth-girimath'}",False,115,,1,0,1652925742,1652862429,1652882945.0,72285646,CC BY-SA 4.0,https://stackoverflow.com/questions/72285646/i-want-to-pass-promise-value-dynamically-to-the-sdk-as-a-parameter-in-angular,I want to pass promise value dynamically to the sdk as a parameter in Angular,,,,,
1552,"['typescript', 'oop']","{'account_id': 20437053, 'reputation': 1, 'user_id': 15868117, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgApLVthCOBmUCElvAF1TsV9mKvZ2QefM51sF9a=k-s256', 'display_name': 'Zero Null', 'link': 'https://stackoverflow.com/users/15868117/zero-null'}",False,24,,1,-1,1652925316,1652924398,1652925316.0,72297727,CC BY-SA 4.0,https://stackoverflow.com/questions/72297727/when-to-apply-single-responsibility-principle,When to apply single responsibility principle?,,,,,
1553,"['node.js', 'typescript', 'promise', 'scripting']","{'account_id': 8429134, 'reputation': 67, 'user_id': 6325469, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3hXIU.jpg?s=256&g=1', 'display_name': 'andremonteiro1996', 'link': 'https://stackoverflow.com/users/6325469/andremonteiro1996'}",False,72,,1,0,1652924347,1652833665,1652924347.0,72282018,CC BY-SA 4.0,https://stackoverflow.com/questions/72282018/for-loop-not-being-itereated-properly-with-promises,For loop not being itereated properly with promises,,,,,
1554,"['javascript', 'node.js', 'typescript', 'express']","{'account_id': 21371648, 'reputation': 110, 'user_id': 15739096, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qnJe7.jpg?s=256&g=1', 'display_name': 'DepletedKnowledge', 'link': 'https://stackoverflow.com/users/15739096/depletedknowledge'}",True,56,72297459.0,1,0,1652921132,1652918081,,72297181,CC BY-SA 4.0,https://stackoverflow.com/questions/72297181/what-type-do-i-use-for-app-in-express-typescript,what type do I use for app in express typescript,,,,,
1555,"['javascript', 'html', 'angular', 'typescript']","{'account_id': 16419366, 'reputation': 41, 'user_id': 11861513, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10216014404885584/picture?type=large', 'display_name': 'Anthony Acosta', 'link': 'https://stackoverflow.com/users/11861513/anthony-acosta'}",True,54,72232670.0,1,0,1652921082,1652457331,1652921082.0,72232340,CC BY-SA 4.0,https://stackoverflow.com/questions/72232340/passing-angular-component-to-another-one,Passing Angular component to another one,,,,,
1556,['typescript'],"{'account_id': 7666021, 'reputation': 117, 'user_id': 7155098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4853d6baacedda2f597ae7171b069bda?s=256&d=identicon&r=PG&f=1', 'display_name': 'user87064', 'link': 'https://stackoverflow.com/users/7155098/user87064'}",True,60,72297405.0,1,0,1652920472,1652919703,,72297326,CC BY-SA 4.0,https://stackoverflow.com/questions/72297326/how-to-copy-parameters-and-return-type-of-function,How to copy parameters and return type of function?,,,,,
1557,"['reactjs', 'typescript', 'unit-testing', 'jestjs', 'react-testing-library']","{'account_id': 8648907, 'reputation': 2452, 'user_id': 6475284, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/IybwQ.png?s=256&g=1', 'display_name': 'Codehan25', 'link': 'https://stackoverflow.com/users/6475284/codehan25'}",True,369,72297183.0,1,0,1652918592,1652916199,,72297002,CC BY-SA 4.0,https://stackoverflow.com/questions/72297002/how-to-test-if-a-function-set-something-to-localstorage-with-jest,How to test if a function set something to localStorage with Jest?,,,,,
1558,['typescript'],"{'account_id': 23521127, 'reputation': 9, 'user_id': 17568254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03036710cfb881fdb569e0a87c638e5f?s=256&d=identicon&r=PG', 'display_name': 'python-dude153', 'link': 'https://stackoverflow.com/users/17568254/python-dude153'}",False,85,,1,0,1652918057,1652911746,,72296545,CC BY-SA 4.0,https://stackoverflow.com/questions/72296545/typescript-object-is-possibly-undefined-error,Typescript object is possibly undefined error,,,,,
1559,"['typescript', 'graphql', 'nestjs']","{'account_id': 5425975, 'reputation': 123, 'user_id': 4318215, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100007450988184/picture?type=large', 'display_name': 'Vania Kycher', 'link': 'https://stackoverflow.com/users/4318215/vania-kycher'}",False,1125,,0,1,1652916108,1652916108,,72296991,CC BY-SA 4.0,https://stackoverflow.com/questions/72296991/get-user-from-request-with-graphql-in-nest-js,Get user from request with Graphql in Nest.js,,,,,
1560,['typescript'],"{'account_id': 12700041, 'reputation': 15, 'user_id': 9227111, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a01221a657a3d38b59e1ba5341ec0635?s=256&d=identicon&r=PG&f=1', 'display_name': 'undercut J', 'link': 'https://stackoverflow.com/users/9227111/undercut-j'}",True,53,72296923.0,1,0,1652915459,1652913799,1652914449.0,72296755,CC BY-SA 4.0,https://stackoverflow.com/questions/72296755/it-is-a-good-practice-type-object-pass-as-argument-for-a-function-with-your-para,It is a good practice type object pass as argument for a function with your parameter already typed?,,,,,
1561,"['typescript', 'asynchronous', 'async-await', 'google-api']","{'account_id': 1657172, 'reputation': 1542, 'user_id': 1526396, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/60cc3fccdc81057bbca0e483381c5017?s=256&d=identicon&r=PG', 'display_name': 'TinyTiger', 'link': 'https://stackoverflow.com/users/1526396/tinytiger'}",False,291,,0,0,1652913007,1652783538,1652913007.0,72272447,CC BY-SA 4.0,https://stackoverflow.com/questions/72272447/how-to-use-google-api-client-library-for-javascript-gapi-with-async-await,How to use Google API Client Library for JavaScript (gapi) with async/await?,,,,,
1562,"['node.js', 'typescript', 'tsyringe']","{'account_id': 25328262, 'reputation': 1, 'user_id': 19148531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5043af1ccf1e7153b0c63390432c08d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bellaraus', 'link': 'https://stackoverflow.com/users/19148531/bellaraus'}",False,74,,1,0,1652912353,1652909518,,72296237,CC BY-SA 4.0,https://stackoverflow.com/questions/72296237/nodejs-typescript-using-eventemitter-between-multiple-classes,Nodejs / Typescript: Using EventEmitter between multiple classes,,,,,
1563,"['typescript', 'jestjs']","{'account_id': 24213942, 'reputation': 53, 'user_id': 18170079, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a41c4019d515318d791a0b20fdceb53?s=256&d=identicon&r=PG', 'display_name': 'Paulo-Krg', 'link': 'https://stackoverflow.com/users/18170079/paulo-krg'}",True,809,72289984.0,2,4,1652912214,1652879533,,72289885,CC BY-SA 4.0,https://stackoverflow.com/questions/72289885/problem-in-the-tsconfig-json-file-when-trying-to-use-jest-with-typescript,Problem in the tsconfig.json file when trying to use Jest with Typescript,,,,,
1564,"['typescript', 'typescript-types']","{'account_id': 209051, 'reputation': 2429, 'user_id': 459877, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/QdrXY.jpg?s=256&g=1', 'display_name': 'beta', 'link': 'https://stackoverflow.com/users/459877/beta'}",True,42,72296141.0,1,2,1652908992,1652908390,,72296046,CC BY-SA 4.0,https://stackoverflow.com/questions/72296046/type-for-only-subclasses-of-a-class,Type for only subclasses of a class,,,,,
1565,"['typescript', 'jestjs', 'typescript-typings', 'ts-jest']","{'account_id': 132430, 'reputation': 1953, 'user_id': 333113, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/faf5ac53a206b7d501c16bcfd53be172?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/333113/john'}",False,782,,0,0,1652904724,1652904563,1652904724.0,72295385,CC BY-SA 4.0,https://stackoverflow.com/questions/72295385/how-to-configure-jest-v28-with-typescript-properly,How to configure Jest v28 with Typescript properly?,,,,,
1566,"['typescript', 'mongodb', 'vue.js', 'frontend', 'base64']","{'account_id': 25325429, 'reputation': 11, 'user_id': 19146154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fbe93978ddc1f2b2cc561cf6340e8ae1?s=256&d=identicon&r=PG', 'display_name': 'Julian JBeard', 'link': 'https://stackoverflow.com/users/19146154/julian-jbeard'}",False,228,,2,-1,1652903834,1652885750,,72291494,CC BY-SA 4.0,https://stackoverflow.com/questions/72291494/convert-input-image-to-base64-using-vuejs-and-typescript,Convert input image to Base64 using VueJs and typescript,,,,,
1567,"['reactjs', 'typescript']","{'account_id': 17859705, 'reputation': 183, 'user_id': 12973512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/482d39201957e67f3fe00e0c9b3b9087?s=256&d=identicon&r=PG&f=1', 'display_name': 'Esore', 'link': 'https://stackoverflow.com/users/12973512/esore'}",True,51,72295165.0,2,1,1652903302,1652900245,,72294615,CC BY-SA 4.0,https://stackoverflow.com/questions/72294615/onclose-is-not-a-function-for-a-modal,onClose is not a function for a Modal,,,,,
1568,"['javascript', 'typescript', 'amazon-web-services', 'aws-step-functions']","{'account_id': 13345105, 'reputation': 47, 'user_id': 9632099, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a030582913b2506479254f921708d1d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben Wu', 'link': 'https://stackoverflow.com/users/9632099/ben-wu'}",True,1946,,2,1,1652901983,1652847232,1652847574.0,72283126,CC BY-SA 4.0,https://stackoverflow.com/questions/72283126/how-can-i-pass-input-data-through-aws-step-functions-with-nested-step-functions,How can I pass input data through AWS step functions with nested step functions,,,,,
1569,"['javascript', 'typescript']","{'account_id': 13748027, 'reputation': 51, 'user_id': 9921038, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OlOpibVjUMg/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq2EJHit-4QujLUAeJEZ3VYc2OCt0A/mo/photo.jpg?sz=256', 'display_name': 'Chinmay Gopal', 'link': 'https://stackoverflow.com/users/9921038/chinmay-gopal'}",False,28,,0,0,1652900283,1652900207,,72294607,,https://stackoverflow.com/questions/72294607/what-does-this-conditional-variable-instantiation-work,What does this conditional variable instantiation work?,,,1652900270.0,Duplicate,
1570,"['javascript', 'reactjs', 'typescript', 'next.js', 'papaparse']","{'account_id': 6342428, 'reputation': 1073, 'user_id': 4923949, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8ce4795ec9f6a270fce7d12caf2b6e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'sev', 'link': 'https://stackoverflow.com/users/4923949/sev'}",False,518,,1,0,1652898536,1652891894,,72292972,CC BY-SA 4.0,https://stackoverflow.com/questions/72292972/propper-way-to-handle-csvs-in-nextjs-typescript,Propper way to handle csv&#39;s in nextjs + typescript,,,,,
1571,['typescript'],"{'account_id': 18281068, 'reputation': 51, 'user_id': 13309887, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiOPkIRKFrAeWBCa4o0WNoV2_8aSP7jPc-0zFvoDw=k-s256', 'display_name': 'Richie Zakaria', 'link': 'https://stackoverflow.com/users/13309887/richie-zakaria'}",True,54,72294034.0,1,-2,1652897346,1652896837,1652896949.0,72293940,,https://stackoverflow.com/questions/72293940/why-is-addition-in-typescript-weird,Why is addition in TypeScript weird?,,,1652897681.0,Not suitable for this site,
1572,"['typescript', 'mongodb', 'mongoose', 'discord', 'mongoose-schema']","{'account_id': 24695215, 'reputation': 69, 'user_id': 18587276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dac8f94b0a528240dbcf380d13b729ef?s=256&d=identicon&r=PG', 'display_name': 'NoBypass', 'link': 'https://stackoverflow.com/users/18587276/nobypass'}",True,593,72293991.0,1,0,1652897091,1652896014,1652896620.0,72293783,CC BY-SA 4.0,https://stackoverflow.com/questions/72293783/mongodb-find-doesnt-return-the-right-data,MongoDB .find() doesn&#39;t return the right data,,,,,
1573,"['reactjs', 'typescript', 'styled-components', 'react-typescript']","{'account_id': 12858110, 'reputation': 115, 'user_id': 9300821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/669cebbc7f1e731e1331ae0ca234cb8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Panudeth Jaruwong', 'link': 'https://stackoverflow.com/users/9300821/panudeth-jaruwong'}",True,70,72293968.0,2,0,1652897049,1652895287,,72293645,CC BY-SA 4.0,https://stackoverflow.com/questions/72293645/styled-components-suggestion-props-name-with-type-script,Styled-components suggestion props name with type script,,,,,
1574,"['reactjs', 'typescript', 'redux', 'next.js']","{'account_id': 22163782, 'reputation': 451, 'user_id': 16804487, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyp07Dky0QIYuYGT2fZW7TKDq--4DTefG3pqEpJ=k-s256', 'display_name': 'Kay', 'link': 'https://stackoverflow.com/users/16804487/kay'}",False,29,,0,1,1652896743,1652896191,,72293820,CC BY-SA 4.0,https://stackoverflow.com/questions/72293820/should-i-put-getstaticprops-to-redux-store,Should I put getStaticProps to redux store?,,,,,
1575,"['javascript', 'arrays', 'typescript']","{'account_id': 25326436, 'reputation': 31, 'user_id': 19147006, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyCSaHELzYVD3h_PcZSKEam_C3zsuo9Q0zPk6g4=k-s256', 'display_name': 'soger', 'link': 'https://stackoverflow.com/users/19147006/soger'}",True,149,72293327.0,2,1,1652895250,1652892589,,72293106,CC BY-SA 4.0,https://stackoverflow.com/questions/72293106/replace-array-prototype-includes-with-a-method-that-does-not-return-a-boolean,Replace Array.prototype.includes() with a method that does not return a boolean,,,,,
1576,"['javascript', 'angular', 'typescript']","{'account_id': 20208031, 'reputation': 19, 'user_id': 14823117, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DdGUF-FbqJ8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmRXTAsclN8GljXNf6guzUwvT1N0w/s96-c/photo.jpg?sz=256', 'display_name': 'Sukey', 'link': 'https://stackoverflow.com/users/14823117/sukey'}",False,20,,1,-1,1652895016,1652893911,,72293370,,https://stackoverflow.com/questions/72293370/how-can-i-get-value-from-subscribe,How can I get value from subscribe?,,,1652895171.0,Duplicate,
1577,"['typescript', 'typescript-typings', 'typescript-generics']","{'account_id': 11240733, 'reputation': 77, 'user_id': 8245136, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-voeP0dzfoFU/AAAAAAAAAAI/AAAAAAAAARY/FfuZmXtCwiI/photo.jpg?sz=256', 'display_name': 'Salarenko', 'link': 'https://stackoverflow.com/users/8245136/salarenko'}",True,115,72293442.0,1,0,1652894302,1652893640,,72293305,CC BY-SA 4.0,https://stackoverflow.com/questions/72293305/function-argument-type-inference-and-conditional-type,Function argument type inference and conditional type,,,,,
1578,"['typescript', 'vue.js', 'vue-props']","{'account_id': 3058484, 'reputation': 322, 'user_id': 2591667, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/O6HYO.jpg?s=256&g=1', 'display_name': 'greg-e', 'link': 'https://stackoverflow.com/users/2591667/greg-e'}",True,1174,72293267.0,2,-1,1652894128,1652889424,,72292430,CC BY-SA 4.0,https://stackoverflow.com/questions/72292430/vue-get-props-into-component-in-typescript-setup-unused,Vue get props into component in typescript setup unused,,,,,
1579,"['javascript', 'reactjs', 'typescript']","{'account_id': 25287361, 'reputation': 9, 'user_id': 19114067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71cf3a1004a7026161651dc2af118e72?s=256&d=identicon&r=PG&f=1', 'display_name': 'GOOGLEKING', 'link': 'https://stackoverflow.com/users/19114067/googleking'}",False,24,,0,1,1652894033,1652894033,,72293389,CC BY-SA 4.0,https://stackoverflow.com/questions/72293389/mui-when-the-value-is-changed-with-value-focus,"Mui, When the value is changed with Value +=, focus",,,,,
1580,"['javascript', 'typescript']","{'account_id': 211093, 'reputation': 38958, 'user_id': 463065, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/edb56216fd1104b03e56477dfc1a282c?s=256&d=identicon&r=PG', 'display_name': 'Trufa', 'link': 'https://stackoverflow.com/users/463065/trufa'}",True,22,72293212.0,1,1,1652893097,1652892187,,72293027,CC BY-SA 4.0,https://stackoverflow.com/questions/72293027/get-the-value-of-a-parameter-and-make-it-the-type-of-another-parameter,Get the value of a parameter and make it the type of another parameter,,,,,
1581,"['javascript', 'reactjs', 'typescript', 'redux']","{'account_id': 13235339, 'reputation': 1131, 'user_id': 9557666, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Norayr Ghukasyan', 'link': 'https://stackoverflow.com/users/9557666/norayr-ghukasyan'}",False,76,,1,0,1652892476,1652872504,,72288152,CC BY-SA 4.0,https://stackoverflow.com/questions/72288152/how-to-use-enum-values-as-a-type,How to use enum values as a type,,,,,
1582,"['javascript', 'typescript', 'mongodb', 'aggregate']","{'account_id': 18023000, 'reputation': 77, 'user_id': 13099722, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gyJwc3PgQ8s/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nC5gL8BgMPgEK51_McPTGRKTp14YA/photo.jpg?sz=256', 'display_name': 'Vyacheslav Tarshevskiy', 'link': 'https://stackoverflow.com/users/13099722/vyacheslav-tarshevskiy'}",False,41,,0,0,1652891538,1652890678,1652891538.0,72292710,CC BY-SA 4.0,https://stackoverflow.com/questions/72292710/mongodb-findandupdate-elements-in-array-with-condition,Mongodb findAndUpdate elements in array with condition,,,,,
1583,"['typescript', 'function', 'generics', 'typescript-generics', 'currying']","{'account_id': 13985646, 'reputation': 385, 'user_id': 10100812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57002d33793b6acba0b4390c7e77c9b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Edwin', 'link': 'https://stackoverflow.com/users/10100812/edwin'}",True,136,72292760.0,1,0,1652890902,1652888683,,72292238,CC BY-SA 4.0,https://stackoverflow.com/questions/72292238/currying-with-bind-function-and-to-correctly-type-with-generic-in-typescript,Currying with bind function and to correctly type with generic in TypeScript,,,,,
1584,['typescript'],"{'account_id': 6097915, 'reputation': 1236, 'user_id': 4758148, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/8b29648ceff6d6cf3eac58ebd6b47358?s=256&d=identicon&r=PG&f=1', 'display_name': 'hafiz ali', 'link': 'https://stackoverflow.com/users/4758148/hafiz-ali'}",True,21,,1,0,1652890292,1652868077,1652890292.0,72287033,CC BY-SA 4.0,https://stackoverflow.com/questions/72287033/type-casting-desctructured-property,type casting desctructured property,,,,,
1585,"['arrays', 'typescript', 'filter', 'typeguards']","{'account_id': 1473567, 'reputation': 277, 'user_id': 1384529, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/af0928ad54b7413d8aaba65902477c85?s=256&d=identicon&r=PG', 'display_name': 'Martin Svoboda', 'link': 'https://stackoverflow.com/users/1384529/martin-svoboda'}",True,255,72292501.0,1,0,1652889751,1652889131,,72292351,CC BY-SA 4.0,https://stackoverflow.com/questions/72292351/typeguards-for-optional-property-while-filtering-array-of-objects,TypeGuards for optional property while filtering array of objects,,,,,
