,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,locked_date
1362,"['angular', 'typescript']","{'account_id': 19858342, 'reputation': 1, 'user_id': 14547220, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-JkGC407PApo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclHFEpPB-QXhdDa1Vj5kX_W0jtrdg/s96-c/photo.jpg?sz=256', 'display_name': 'Bharat Hegde', 'link': 'https://stackoverflow.com/users/14547220/bharat-hegde'}",False,55,0,0,1605599346,1605599346,64871183,CC BY-SA 4.0,https://stackoverflow.com/questions/64871183/mat-table-sort-header-issue,Mat table sort-header issue,,,,,,
1363,"['javascript', 'typescript']","{'account_id': 5733107, 'reputation': 1353, 'user_id': 4528053, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://lh6.googleusercontent.com/-Pm0atpEuc7c/AAAAAAAAAAI/AAAAAAAAAGo/fxFj45l6wdQ/photo.jpg?sz=256', 'display_name': 'onmyway', 'link': 'https://stackoverflow.com/users/4528053/onmyway'}",True,622,2,0,1605599278,1605596227,64870608,CC BY-SA 4.0,https://stackoverflow.com/questions/64870608/how-to-update-set-the-values-of-multiple-objects-with-the-same-parameters-with,How to update/set the values of multiple Objects (with the same parameters) with the same values JavaScript/Typescript,64870742.0,1605598043.0,,,,
1364,"['javascript', 'html', 'css', 'angular', 'typescript']","{'account_id': 10463842, 'reputation': 2441, 'user_id': 7713770, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/91cd7c2df5d23b2b3a4c95ab87b7798c?s=256&d=identicon&r=PG&f=1', 'display_name': 'mightycode Newton', 'link': 'https://stackoverflow.com/users/7713770/mightycode-newton'}",True,280,1,0,1605598310,1605563228,64866205,CC BY-SA 4.0,https://stackoverflow.com/questions/64866205/how-to-customise-popup-from-mapbox,How to customise popup from mapbox,64866251.0,1605598310.0,,,,
1365,['typescript'],"{'account_id': 4940087, 'reputation': 38052, 'user_id': 3977061, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'BeetleJuice', 'link': 'https://stackoverflow.com/users/3977061/beetlejuice'}",True,653,2,1,1605597048,1605591492,64869891,CC BY-SA 4.0,https://stackoverflow.com/questions/64869891/typescript-typesafety-for-object-must-have-all-keys-in-array-values,Typescript: typesafety for object must have all keys in array values,64870749.0,,,,,
1366,"['html', 'css', 'angular', 'typescript']","{'account_id': 17491115, 'reputation': 23, 'user_id': 12683260, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDGCP_MMbJr0MwQJvyTKr6oaRmSVgoUD19wuLuzew=k-s256', 'display_name': 'Razana Razak', 'link': 'https://stackoverflow.com/users/12683260/razana-razak'}",False,1197,1,0,1605595299,1605593268,64870130,,https://stackoverflow.com/questions/64870130/how-can-i-display-just-2-lines-of-my-dynamic-text-in-this-area-ending-with-3-dot,How can i display just 2 lines of my dynamic text in this area ending with 3 dots and then the &#39;read more&#39; link next to it,,,,1605609188.0,Duplicate,
1367,"['typescript', 'redux']","{'account_id': 393377, 'reputation': 73, 'user_id': 755198, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/eceaf4f4724b9fdee977e14a10645f25?s=256&d=identicon&r=PG', 'display_name': 'Noel', 'link': 'https://stackoverflow.com/users/755198/noel'}",True,41,1,0,1605595006,1605591507,64869893,CC BY-SA 4.0,https://stackoverflow.com/questions/64869893/wait-on-action-within-an-action-in-redux,Wait on action within an action in redux,,,,,,
1368,"['javascript', 'typescript', 'vue.js', 'ghost-blog', 'quasar']","{'account_id': 4900788, 'reputation': 1, 'user_id': 3949136, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100005056302826/picture?type=large', 'display_name': 'Devin Michael Gray', 'link': 'https://stackoverflow.com/users/3949136/devin-michael-gray'}",False,327,0,0,1605593740,1605593740,64870203,CC BY-SA 4.0,https://stackoverflow.com/questions/64870203/cannot-define-type-on-this-attrs-on-vue-js-component-of-quasar-app,Cannot Define Type on &#39;this.$attrs&#39; on Vue.js Component of Quasar App,,,,,,
1369,"['angular', 'typescript', 'generics']","{'account_id': 13515639, 'reputation': 215, 'user_id': 9750302, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2155457411147560/picture?type=large', 'display_name': 'Gani Lastra', 'link': 'https://stackoverflow.com/users/9750302/gani-lastra'}",True,68,1,1,1605591031,1605588231,64869474,CC BY-SA 4.0,https://stackoverflow.com/questions/64869474/refactor-methods-into-a-single-method-by-using-typescript-generics,Refactor methods into a Single Method by using typescript Generics,64869709.0,,,,,
1370,"['node.js', 'typescript', 'unit-testing', 'jestjs', 'google-secret-manager']","{'account_id': 1876903, 'reputation': 2336, 'user_id': 2672566, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/wUXsT.png?s=256&g=1', 'display_name': 'nifCody', 'link': 'https://stackoverflow.com/users/2672566/nifcody'}",True,1335,1,0,1605589617,1605525827,64857093,CC BY-SA 4.0,https://stackoverflow.com/questions/64857093/jest-mocking-for-google-secret-manager-client-is-broken,jest mocking for Google Secret Manager client is broken,64869636.0,1605528747.0,,,,
1371,"['reactjs', 'typescript', 'react-native']","{'account_id': 19910963, 'reputation': 9, 'user_id': 14588980, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg0S9R52Y95Hw4eJgARrM3E-L8_xGFYmxdxhQN_gg=k-s256', 'display_name': 'ABY', 'link': 'https://stackoverflow.com/users/14588980/aby'}",True,196,1,-1,1605589603,1605564099,64866366,CC BY-SA 4.0,https://stackoverflow.com/questions/64866366/how-can-i-sorting-combobox-items-on-react-with-typescript,How can i sorting combobox items on React with Typescript?,64869635.0,1605565952.0,,,,
1372,"['node.js', 'typescript', 'list', 'automation', 'cypress']","{'account_id': 3032660, 'reputation': 123, 'user_id': 2571352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8017e19b20058e4d070a29883bf329bf?s=256&d=identicon&r=PG', 'display_name': 'sgv393', 'link': 'https://stackoverflow.com/users/2571352/sgv393'}",False,1481,2,2,1605587516,1605559681,64865510,CC BY-SA 4.0,https://stackoverflow.com/questions/64865510/how-to-return-a-list-of-objects-from-cypress-custom-commands-in-type-script,How to return a list of objects from Cypress Custom Commands in type script,,1605560102.0,,,,
1373,"['reactjs', 'typescript', 'webpack']","{'account_id': 9584185, 'reputation': 482, 'user_id': 7117605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bea05df9b206738f95204851519f6888?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/7117605/sam'}",True,194,1,1,1605587046,1605498050,64852406,CC BY-SA 4.0,https://stackoverflow.com/questions/64852406/react-not-attaching-event-listeners,React not attaching event listeners,64869334.0,1605584234.0,,,,
1374,"['javascript', 'angular', 'regex', 'typescript', 'angular-directive']","{'account_id': 9806713, 'reputation': 798, 'user_id': 7266205, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cddb9fd38b3efc97c72f0e1ce333a2bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'scriobh', 'link': 'https://stackoverflow.com/users/7266205/scriobh'}",True,2054,2,2,1605586291,1605580136,64868492,CC BY-SA 4.0,https://stackoverflow.com/questions/64868492/phone-mask-directive-in-angular-8,Phone mask directive in Angular 8,64869254.0,1605580722.0,,,,
1375,"['reactjs', 'typescript', 'material-ui']","{'account_id': 19974131, 'reputation': 160, 'user_id': 14638895, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d154d6fa1076c36a37719ad66389ccec?s=256&d=identicon&r=PG&f=1', 'display_name': 'ZimZimma', 'link': 'https://stackoverflow.com/users/14638895/zimzimma'}",True,14095,1,5,1605586180,1605562115,64865959,CC BY-SA 4.0,https://stackoverflow.com/questions/64865959/with-material-uis-datagrid-component-how-do-i-create-multi-layered-text-in-one,"With Material-UI&#39;s DataGrid component, how do I create multi layered text in one of the cells?",64869230.0,,,,,
1376,"['javascript', 'typescript']","{'account_id': 341, 'reputation': 7553, 'user_id': 426, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/IOSXQ.jpg?s=256&g=1', 'display_name': 'bugmagnet', 'link': 'https://stackoverflow.com/users/426/bugmagnet'}",True,38,1,1,1605586127,1605571952,64867564,CC BY-SA 4.0,https://stackoverflow.com/questions/64867564/how-to-compile-one-typescript-file-in-a-larger-project-to-a-different-file-exten,How to compile one typescript file in a larger project to a different file extension?,64869224.0,,,,,
1377,"['angular', 'typescript', 'rxjs']","{'account_id': 1067937, 'reputation': 13406, 'user_id': 1067943, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/93c13b4e7dc0e35c60f09d3abca0f601?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/1067943/michael'}",False,52,1,-1,1605584027,1605583584,64868903,CC BY-SA 4.0,https://stackoverflow.com/questions/64868903/how-can-i-make-that-function-wait-for-another-function-to-complete,How can I make that function wait for another function to complete?,,,,,,
1378,"['typescript', 'express', 'graphql', 'apollo', 'typeorm']","{'account_id': 19972830, 'reputation': 1, 'user_id': 14637900, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-s0bDNeIkX1o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnoZH371N9e6OkE3GZTTxeYF79DoA/s96-c/photo.jpg?sz=256', 'display_name': 'Jake Lehoux', 'link': 'https://stackoverflow.com/users/14637900/jake-lehoux'}",False,866,1,0,1605583961,1605378872,64837298,CC BY-SA 4.0,https://stackoverflow.com/questions/64837298/dynamic-filters-for-graphql-queries-with-typeorm,Dynamic Filters for Graphql Queries with TypeOrm,,1605387921.0,,,,
1379,"['reactjs', 'typescript', 'node-modules', 'rollup']","{'account_id': 8742620, 'reputation': 19, 'user_id': 6539174, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d4949c52bddb8eb38b6a980b3690566?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mark D', 'link': 'https://stackoverflow.com/users/6539174/mark-d'}",False,685,1,0,1605570992,1605534675,64859307,CC BY-SA 4.0,https://stackoverflow.com/questions/64859307/trouble-importing-recharts-into-rollup-typescript-react-project,"Trouble importing Recharts into Rollup, Typescript, React project",,,,,,
1380,"['typescript', 'web', 'httprequest', 'angular7', 'internet-explorer-11']","{'account_id': 14212096, 'reputation': 121, 'user_id': 10267017, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-L2IPdPgW_Zc/AAAAAAAAAAI/AAAAAAAAABE/tR5IbQq_IBk/photo.jpg?sz=256', 'display_name': 'luis alberto juarez', 'link': 'https://stackoverflow.com/users/10267017/luis-alberto-juarez'}",False,168,0,0,1605570367,1605037587,64775757,CC BY-SA 4.0,https://stackoverflow.com/questions/64775757/invalid-calling-object-on-ie-and-angular-7-and-spring,Invalid calling Object on IE and - Angular 7 and Spring,,1605570367.0,,,,
1381,"['reactjs', 'django', 'typescript', 'django-rest-framework', 'react-redux']","{'account_id': 11995311, 'reputation': 161, 'user_id': 9366383, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ywMIjTfSeOA/AAAAAAAAAAI/AAAAAAAAABA/vGB976hK1fg/photo.jpg?sz=256', 'display_name': 'Angel Omar Rojas Pacheco', 'link': 'https://stackoverflow.com/users/9366383/angel-omar-rojas-pacheco'}",False,263,0,1,1605568134,1605568134,64867038,CC BY-SA 4.0,https://stackoverflow.com/questions/64867038/how-to-send-images-from-reactjs-to-django-rest-framework,how to send images from reactJS to Django rest framework,,,,,,
1382,"['typescript', 'generics', 'types']","{'account_id': 8970, 'reputation': 5278, 'user_id': 16387, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/crb0b.jpg?s=256&g=1', 'display_name': 'Wayne Bloss', 'link': 'https://stackoverflow.com/users/16387/wayne-bloss'}",True,42,1,1,1605567762,1605555419,64864590,CC BY-SA 4.0,https://stackoverflow.com/questions/64864590/typescript-type-constraint-inconsistency,Typescript type constraint inconsistency,64864849.0,1605567762.0,,,,
1383,"['html', 'css', 'angular', 'typescript', 'spring-boot']","{'account_id': 13484978, 'reputation': 39, 'user_id': 10996165, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-gQg-tLObjfY/AAAAAAAAAAI/AAAAAAAACDQ/OoAdY7dERvg/photo.jpg?sz=256', 'display_name': 'Karan Saxena', 'link': 'https://stackoverflow.com/users/10996165/karan-saxena'}",True,150,1,0,1605566074,1605565237,64866570,CC BY-SA 4.0,https://stackoverflow.com/questions/64866570/show-all-the-columns-in-a-single-row-and-not-overflow-to-next-row-in-html,Show all the columns in a single row and not overflow to next row in HTML,64866705.0,,,,,
1384,"['javascript', 'node.js', 'typescript', 'graphql']","{'account_id': 8569993, 'reputation': 2812, 'user_id': 6421288, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e47f36b310b3e426e9ec3434bb09b29e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maramal', 'link': 'https://stackoverflow.com/users/6421288/maramal'}",True,303,1,-1,1605565016,1605559729,64865521,CC BY-SA 4.0,https://stackoverflow.com/questions/64865521/type-gqlschema-is-not-assignable-to-type-undefined,Type GQLSchema is not assignable to type undefined,64866535.0,1605563123.0,,,,
1385,"['javascript', 'typescript', 'momentjs']","{'account_id': 12987353, 'reputation': 871, 'user_id': 9387790, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/18785079d01dba68f60960fdd2132a4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Franchise', 'link': 'https://stackoverflow.com/users/9387790/franchise'}",True,45,1,0,1605564122,1605563335,64866220,CC BY-SA 4.0,https://stackoverflow.com/questions/64866220/format-momentjs-date-output,Format MomentJS Date Output,64866273.0,1605563654.0,,,,
1386,"['angular', 'typescript', 'angular-dependency-injection']","{'account_id': 11240475, 'reputation': 1734, 'user_id': 8244989, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/3255f84c31c9f0f96820d8c3da8f85b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luke1988', 'link': 'https://stackoverflow.com/users/8244989/luke1988'}",False,1698,1,1,1605563677,1605557590,64865063,CC BY-SA 4.0,https://stackoverflow.com/questions/64865063/angular-dependency-injection-for-different-route,Angular: dependency injection for different route,,,,,,
1387,"['node.js', 'typescript']","{'account_id': 18422327, 'reputation': 3, 'user_id': 13419628, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8dHt-IRnFrQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPrjrsqsDBDI-eDeFJ2CeAQ70OAXg/photo.jpg?sz=256', 'display_name': 'Dordetto', 'link': 'https://stackoverflow.com/users/13419628/dordetto'}",True,460,1,-1,1605562440,1605551885,64863750,CC BY-SA 4.0,https://stackoverflow.com/questions/64863750/property-password-does-not-exist-on-type-user-ts2339,Property &#39;password&#39; does not exist on type &#39;User[]&#39;.ts(2339),64866032.0,,,,,
1388,"['angular', 'typescript', 'routes', 'angular-components']","{'account_id': 16981668, 'reputation': 61, 'user_id': 12283427, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9633cc1c40ef34ae149c97122180d799?s=256&d=identicon&r=PG&f=1', 'display_name': 'Greeshma Nimmala', 'link': 'https://stackoverflow.com/users/12283427/greeshma-nimmala'}",True,105,1,0,1605561911,1605550527,64863448,CC BY-SA 4.0,https://stackoverflow.com/questions/64863448/unable-to-send-the-data-between-components-in-angular,Unable to send the data between components in Angular,,,,,,
1389,"['angular', 'typescript']","{'account_id': 306579, 'reputation': 14253, 'user_id': 617413, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/ea8d1d44536977144fd66c87849748aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'dhrm', 'link': 'https://stackoverflow.com/users/617413/dhrm'}",False,104,1,3,1605561906,1605551463,64863654,CC BY-SA 4.0,https://stackoverflow.com/questions/64863654/how-to-trigger-an-angular-controller-method-when-the-internal-state-changes,How to trigger an Angular controller method when the internal state changes?,,1605558898.0,,,,
1390,['typescript'],"{'account_id': 19789013, 'reputation': 59, 'user_id': 14492382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d89be5a6cdd46766cf560099a442c113?s=256&d=identicon&r=PG&f=1', 'display_name': 'lross12', 'link': 'https://stackoverflow.com/users/14492382/lross12'}",True,52,1,0,1605560565,1605534983,64859386,CC BY-SA 4.0,https://stackoverflow.com/questions/64859386/clean-up-multiple-if-else-statements,clean up multiple if else statements,,1605560565.0,,,,
1391,"['typescript', 'option-type', 'fp-ts']","{'account_id': 1974151, 'reputation': 14587, 'user_id': 1772334, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/36bbc437a85c7654d1841ad508c78acb?s=256&d=identicon&r=PG', 'display_name': 'Abraham P', 'link': 'https://stackoverflow.com/users/1772334/abraham-p'}",True,149,1,3,1605560432,1605535207,64859444,CC BY-SA 4.0,https://stackoverflow.com/questions/64859444/get-an-optional-generic-value-from-an-object,"Get an Optional, Generic, value from an Object",64864257.0,1605560432.0,,,,
1392,"['typescript', 'typescript-generics']","{'account_id': 1658258, 'reputation': 3139, 'user_id': 1527166, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/620ecda510717e18539e7128449644da?s=256&d=identicon&r=PG', 'display_name': 'user1527166', 'link': 'https://stackoverflow.com/users/1527166/user1527166'}",True,55,2,2,1605559372,1605557140,64864957,CC BY-SA 4.0,https://stackoverflow.com/questions/64864957/accept-keyof-of-an-object-with-a-specific-type,Accept keyof of an object with a specific type?,64865321.0,,,,,
1393,"['typescript', 'types', 'beta']","{'account_id': 15504689, 'reputation': 628, 'user_id': 13104050, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgMNQDJD4ehlGPbyq-rwLzgSLlnwUmvST15qRdqFw=k-s256', 'display_name': 'Temoncher', 'link': 'https://stackoverflow.com/users/13104050/temoncher'}",True,216,1,1,1605558577,1605556313,64864775,CC BY-SA 4.0,https://stackoverflow.com/questions/64864775/convert-string-type-into-array-of-chars-type,Convert string TYPE into array of chars TYPE,64865249.0,1605557181.0,,,,
1394,"['javascript', 'reactjs', 'typescript']","{'account_id': 4839557, 'reputation': 357, 'user_id': 3904991, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KlcOw.jpg?s=256&g=1', 'display_name': 'Esther Cuan', 'link': 'https://stackoverflow.com/users/3904991/esther-cuan'}",True,125,1,2,1605558063,1605554997,64864506,,https://stackoverflow.com/questions/64864506/best-practice-typescript-and-react,Best practice Typescript and React,64865148.0,,,1605558467.0,Opinion-based,
1395,"['javascript', 'typescript']","{'account_id': 2220474, 'reputation': 19746, 'user_id': 1959948, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/trFNS.jpg?s=256&g=1', 'display_name': 'Dalorzo', 'link': 'https://stackoverflow.com/users/1959948/dalorzo'}",True,59,2,1,1605555310,1605554840,64864467,CC BY-SA 4.0,https://stackoverflow.com/questions/64864467/casting-from-json-in-typescript-not-working,Casting from JSON in Typescript not working,64864568.0,,,,,
1396,"['angular', 'typescript', 'bootstrap-4', 'ng-bootstrap']","{'account_id': 1900763, 'reputation': 5287, 'user_id': 1716669, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/35432860778343745728e5607c393fa5?s=256&d=identicon&r=PG&f=1', 'display_name': 'mrks', 'link': 'https://stackoverflow.com/users/1716669/mrks'}",True,123,1,1,1605555200,1605553499,64864136,CC BY-SA 4.0,https://stackoverflow.com/questions/64864136/ng-bootstrap-close-mutliple-drowdowns-simultaneously,ng-bootstrap close mutliple drowdowns simultaneously,64864545.0,1605554992.0,,,,
1397,"['typescript', 'types']","{'account_id': 14207571, 'reputation': 65, 'user_id': 10263686, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BZ2mM.jpg?s=256&g=1', 'display_name': 'Florian', 'link': 'https://stackoverflow.com/users/10263686/florian'}",True,442,1,2,1605554628,1605534442,64859249,CC BY-SA 4.0,https://stackoverflow.com/questions/64859249/access-dynamic-second-level-property-in-typescript-object,Access dynamic second-level property in Typescript object,64864416.0,,,,,
1398,"['javascript', 'typescript', 'unit-testing', 'jestjs', 'babeljs']","{'account_id': 6346672, 'reputation': 444, 'user_id': 4927000, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d349029feb6e88831cbfb0d63edeca8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/4927000/josh'}",True,1283,1,2,1605554492,1605549878,64863325,CC BY-SA 4.0,https://stackoverflow.com/questions/64863325/jest-typescript-class-implementation-is-not-a-function,Jest Typescript class implementation - &quot;... is not a function&quot;,,1605554492.0,,,,
1399,"['javascript', 'reactjs', 'typescript', 'setstate']","{'account_id': 10390315, 'reputation': 85, 'user_id': 7661867, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abe7fbea79eb7fbe6bb302f85eb13fdb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ajinkya Gawali', 'link': 'https://stackoverflow.com/users/7661867/ajinkya-gawali'}",False,88,0,2,1605554030,1605552594,64863911,,https://stackoverflow.com/questions/64863911/entire-state-object-in-react-setstate,Entire state object in React setState,,1605554030.0,,1605553842.0,Needs more focus,
1400,"['typescript', 'google-admin-sdk', 'asynccallback', 'google-directory-api', 'google-groups']","{'account_id': 3550992, 'reputation': 31, 'user_id': 2965887, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eac1aaa2294fa66e2916b66074c2b2ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ninjacompiler', 'link': 'https://stackoverflow.com/users/2965887/ninjacompiler'}",False,82,0,0,1605553683,1605289348,64825553,CC BY-SA 4.0,https://stackoverflow.com/questions/64825553/setting-manager-role-on-multiple-members-in-one-json-request,Setting Manager role on multiple members in one json request,,1605553683.0,,,,
1401,"['javascript', 'angular', 'typescript', 'angular2-observables']","{'account_id': 18001426, 'reputation': 21, 'user_id': 13083304, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19d6b36b0f58b9c7b1b87ce0853ae0cd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Azuzu', 'link': 'https://stackoverflow.com/users/13083304/azuzu'}",True,625,2,0,1605551964,1605545817,64862277,CC BY-SA 4.0,https://stackoverflow.com/questions/64862277/how-do-i-wait-for-an-observable-to-update-before-executing-more-code,How do I wait for an observable to update before executing more code?,64863675.0,,,,,
1402,"['typescript', 'typescript-generics']","{'account_id': 1712959, 'reputation': 947, 'user_id': 1570608, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/7aa57ec1a8027504ad4566211700d95e?s=256&d=identicon&r=PG', 'display_name': 'swennemen', 'link': 'https://stackoverflow.com/users/1570608/swennemen'}",True,45,1,0,1605551751,1605533535,64859003,CC BY-SA 4.0,https://stackoverflow.com/questions/64859003/inferring-when-a-type-holds-a-specific-type-inside-a-mixed-array,Inferring when a type holds a specific type inside a mixed array,64863722.0,1605534350.0,,,,
1403,"['javascript', 'angular', 'typescript', 'npm']","{'account_id': 5277324, 'reputation': 311, 'user_id': 4213730, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1668975014/picture?type=large', 'display_name': 'Sean Goldfarb', 'link': 'https://stackoverflow.com/users/4213730/sean-goldfarb'}",True,201,1,-1,1605550716,1605545251,64862111,,https://stackoverflow.com/questions/64862111/how-to-run-an-old-angular-project,How to run an old angular project?,,1605550569.0,,1605550776.0,Not suitable for this site,
1404,"['angular', 'typescript', 'google-cloud-platform', 'yaml', 'woff']","{'account_id': 7422601, 'reputation': 635, 'user_id': 5646334, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/p372l.png?s=256&g=1', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/5646334/james'}",True,1447,2,0,1605549928,1605534780,64859333,CC BY-SA 4.0,https://stackoverflow.com/questions/64859333/failed-to-decode-downloaded-font-for-woff-woff2-ttf,"Failed to decode downloaded font for WOFF, WOFF2 &amp; TTF",64863337.0,,,,,
1405,"['angular', 'typescript', 'unit-testing', 'rxjs', 'jasmine']","{'account_id': 9342620, 'reputation': 73, 'user_id': 6934854, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iQxc6.png?s=256&g=1', 'display_name': 'Rick', 'link': 'https://stackoverflow.com/users/6934854/rick'}",True,7884,1,1,1605547775,1605520797,64855915,CC BY-SA 4.0,https://stackoverflow.com/questions/64855915/angular-jasmine-cannot-read-property-pipe-of-undefined,Angular/Jasmine: Cannot read property &#39;pipe&#39; of undefined,64859417.0,1605547775.0,,,,
1406,"['reactjs', 'typescript']","{'account_id': 16569760, 'reputation': 326, 'user_id': 11973242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57477d3180bb77297623c047603036f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Commando', 'link': 'https://stackoverflow.com/users/11973242/commando'}",True,85,3,1,1605547522,1605545880,64862296,CC BY-SA 4.0,https://stackoverflow.com/questions/64862296/how-to-apply-ui-props-in-react,How to apply UI props in React,64862729.0,,,,,
1407,"['angular', 'typescript', 'angular-material', 'themes']","{'account_id': 11232348, 'reputation': 210, 'user_id': 8239924, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-JFdSORl4TsU/AAAAAAAAAAI/AAAAAAAABcQ/G5EHIlzdiio/photo.jpg?sz=256', 'display_name': 'Claudio Teles', 'link': 'https://stackoverflow.com/users/8239924/claudio-teles'}",False,932,1,2,1605546650,1605543577,64861679,CC BY-SA 4.0,https://stackoverflow.com/questions/64861679/sasserror-when-defining-custom-themes-using-angular-materials,SassError when defining custom themes using Angular Materials,,,,,,
1408,"['angular', 'typescript', 'rxjs']","{'account_id': 19898646, 'reputation': 13, 'user_id': 14579200, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Kt9XwBu6Nms/AAAAAAAAAAI/AAAAAAAAABc/AMZuuckLENpWzLN6IUawV5bAe64ZyG9d0w/s96-c/photo.jpg?sz=256', 'display_name': 'Huhubi', 'link': 'https://stackoverflow.com/users/14579200/huhubi'}",True,574,3,0,1605545759,1605443801,64844471,CC BY-SA 4.0,https://stackoverflow.com/questions/64844471/angular-rxjs-how-to-subscribe-to-a-function-in-a-loop-with-different-parameters,Angular/Rxjs how to subscribe to a function in a loop with different parameters,64862264.0,1605451067.0,,,,
1409,"['javascript', 'angular', 'typescript', 'ngx-bootstrap']","{'account_id': 10878444, 'reputation': 62, 'user_id': 7998191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5952a73b791b854721bddd75fb3e2496?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sameer', 'link': 'https://stackoverflow.com/users/7998191/sameer'}",True,523,1,0,1605545533,1605529870,64858104,CC BY-SA 4.0,https://stackoverflow.com/questions/64858104/dropdown-does-not-collapse-when-the-option-is-selected-in-angular,Dropdown does not collapse when the option is selected in angular,64862193.0,1605535588.0,,,,
