,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason
1612,"['node.js', 'reactjs', 'typescript', 'sendmail', 'email-attachments']","{'account_id': 19732935, 'reputation': 139, 'user_id': 14448025, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60575aad5ec9d16881a48b18ed557ca6?s=256&d=identicon&r=PG&f=1', 'display_name': 'R H', 'link': 'https://stackoverflow.com/users/14448025/r-h'}",False,83,0,0,1623837107,1623835882,1623837107.0,67999994,CC BY-SA 4.0,https://stackoverflow.com/questions/67999994/how-to-create-a-file-and-attach-it-email,How to create a file and attach it email?,,,
1613,"['reactjs', 'typescript', 'babeljs']","{'account_id': 692028, 'reputation': 901, 'user_id': 565633, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3b11fadc3f1686878ec2fcff0cf70fc2?s=256&d=identicon&r=PG', 'display_name': 'zXynK', 'link': 'https://stackoverflow.com/users/565633/zxynk'}",False,79,0,0,1623836058,1623760434,1623836058.0,67986364,CC BY-SA 4.0,https://stackoverflow.com/questions/67986364/module-parse-failed-unexpected-token-after-running-eject,Module parse failed: Unexpected token after running eject,,,
1614,"['typescript', 'mapped-types']","{'account_id': 37416, 'reputation': 72306, 'user_id': 106979, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/aOb1r.jpg?s=256&g=1', 'display_name': 'fortran', 'link': 'https://stackoverflow.com/users/106979/fortran'}",True,63,1,0,1623835811,1623829481,1623829808.0,67998441,CC BY-SA 4.0,https://stackoverflow.com/questions/67998441/how-to-define-mapped-type-with-a-non-optional-subset-of-keys-in-typescript,How to define Mapped type with a non-optional subset of keys in TypeScript?,,67999971.0,
1615,"['typescript', 'discord.js']","{'account_id': 20751550, 'reputation': 59, 'user_id': 15238951, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bjqetEw_M_E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnPI3KQ2UmlvxHqJwTB6eAtdCAHGA/s96-c/photo.jpg?sz=256', 'display_name': 'lolnoob lolnooa', 'link': 'https://stackoverflow.com/users/15238951/lolnoob-lolnooa'}",False,180,0,0,1623834966,1623834613,1623834966.0,67999674,CC BY-SA 4.0,https://stackoverflow.com/questions/67999674/argument-of-type-x-is-not-assignable-to-type-x,Argument of type x is not assignable to type x,,,
1616,"['node.js', 'typescript', 'nestjs', 'typeorm', 'dto']","{'account_id': 20256131, 'reputation': 65, 'user_id': 14855882, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86b854612bc8bd00d327ebb15f36905a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joseph', 'link': 'https://stackoverflow.com/users/14855882/joseph'}",True,1400,1,0,1623834714,1623826916,,67997844,CC BY-SA 4.0,https://stackoverflow.com/questions/67997844/how-to-allow-both-uppercase-and-lowercase-in-nest-js-dto,How to allow both uppercase and lowercase in nest.js DTO,,67999692.0,
1617,"['typescript', 'typescript-typings']","{'account_id': 8027458, 'reputation': 89, 'user_id': 6053821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1707508e7920c689364312731e2bf98d?s=256&d=identicon&r=PG', 'display_name': 'Federico Moretti', 'link': 'https://stackoverflow.com/users/6053821/federico-moretti'}",True,106,2,1,1623834127,1623831939,,67998981,CC BY-SA 4.0,https://stackoverflow.com/questions/67998981/switch-in-typescript-does-not-narrow-actions,Switch in TypeScript does not narrow actions,,67999531.0,
1618,"['typescript', 'dependency-injection', 'nestjs', 'prisma', 'seeding']","{'account_id': 21963927, 'reputation': 11, 'user_id': 16241447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ac05efa562b95458f188c85f1907afb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Miriam-Nest', 'link': 'https://stackoverflow.com/users/16241447/miriam-nest'}",False,179,0,1,1623833874,1623833874,,67999449,CC BY-SA 4.0,https://stackoverflow.com/questions/67999449/use-services-of-nestjs-modules-in-prisma-seeds,Use services of nestJS-modules in prisma seeds,,,
1619,"['html', 'angular', 'typescript']","{'account_id': 20348864, 'reputation': 13, 'user_id': 14925982, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3719751228103578/picture?type=large', 'display_name': 'Leonardo Bellizzi', 'link': 'https://stackoverflow.com/users/14925982/leonardo-bellizzi'}",True,603,1,0,1623833455,1623832148,1623832976.0,67999024,CC BY-SA 4.0,https://stackoverflow.com/questions/67999024/call-typescript-function-in-html-table-in-td-tag-without-click-event,Call typescript function in html table in &lt;td&gt; tag without click event,,67999349.0,
1620,"['angular', 'typescript', 'components', 'sender']","{'account_id': 11494424, 'reputation': 1176, 'user_id': 8424269, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Wz3Br.png?s=256&g=1', 'display_name': 'Sadra M.', 'link': 'https://stackoverflow.com/users/8424269/sadra-m'}",True,1592,3,0,1623833312,1623832189,,67999037,CC BY-SA 4.0,https://stackoverflow.com/questions/67999037/when-clicked-on-a-component-pass-the-component-itself-as-a-parameter,"When clicked on a Component, pass the Component itself as a parameter",,67999275.0,
1621,"['javascript', 'typescript']","{'account_id': 12215469, 'reputation': 688, 'user_id': 8916057, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3YcLf.jpg?s=256&g=1', 'display_name': 'Sergiu Molnar', 'link': 'https://stackoverflow.com/users/8916057/sergiu-molnar'}",True,61,1,0,1623832969,1623832158,,67999028,CC BY-SA 4.0,https://stackoverflow.com/questions/67999028/how-to-check-if-an-array-contains-all-elements-from-one-of-another-arrays,How to check if an array contains all elements from one of another arrays,,67999156.0,
1622,['typescript'],"{'account_id': 21956760, 'reputation': 11, 'user_id': 16235207, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52878a4d83087cfda0c0d2bae9d0f5f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Heithoff', 'link': 'https://stackoverflow.com/users/16235207/heithoff'}",False,52,0,1,1623832955,1623823996,1623832955.0,67997273,CC BY-SA 4.0,https://stackoverflow.com/questions/67997273/extract-the-real-parameter-type-of-a-given-function,Extract the real parameter type of a given function,,,
1623,"['typescript', 'mapped-types']","{'account_id': 5356197, 'reputation': 599, 'user_id': 4268788, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RocPC.jpg?s=256&g=1', 'display_name': 'Deftomat', 'link': 'https://stackoverflow.com/users/4268788/deftomat'}",True,519,1,0,1623831943,1623770892,,67989199,CC BY-SA 4.0,https://stackoverflow.com/questions/67989199/typescript-list-of-keys-into-the-object-with-the-same-keys-and-values-based-on,Typescript: list of keys into the object with the same keys and values based on key content,,67990114.0,
1624,"['reactjs', 'typescript', 'react-proptypes']","{'account_id': 4353104, 'reputation': 468, 'user_id': 4916855, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/544f2ce0065587778a17f4a5e6299029?s=256&d=identicon&r=PG&f=1', 'display_name': 'newbie', 'link': 'https://stackoverflow.com/users/4916855/newbie'}",True,554,1,1,1623830990,1623784392,1623828872.0,67992192,CC BY-SA 4.0,https://stackoverflow.com/questions/67992192/react-proptypes-gives-error-while-generating-proptypes-for-a-component,React Proptypes gives error while generating Proptypes for a component,,,
1625,['typescript'],"{'account_id': 16528257, 'reputation': 11, 'user_id': 11942311, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a40ef9dfd99cf4b39adb906e8fd6653e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Katya', 'link': 'https://stackoverflow.com/users/11942311/katya'}",False,66,1,-1,1623830684,1623788966,,67993089,CC BY-SA 4.0,https://stackoverflow.com/questions/67993089/how-to-make-the-interface-or-type-properties-start-with-a-specific-character,How to make the Interface (or type) Properties start with a specific character?,,,
1626,"['reactjs', 'typescript', 'react-spring']","{'account_id': 16766406, 'reputation': 128, 'user_id': 12119966, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/x3i3q.jpg?s=256&g=1', 'display_name': 'Samuele1818', 'link': 'https://stackoverflow.com/users/12119966/samuele1818'}",True,255,1,1,1623830422,1623713157,,67978249,CC BY-SA 4.0,https://stackoverflow.com/questions/67978249/react-typescript-type-error-with-react-spring,React typescript type error with react-spring,,67998636.0,
1627,"['typescript', 'vue.js', 'vuejs3']","{'account_id': 9442254, 'reputation': 85, 'user_id': 7022291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b3c187b02c1e8f072d1419c6feb4978?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ragib', 'link': 'https://stackoverflow.com/users/7022291/ragib'}",False,487,0,5,1623829968,1623829968,,67998532,CC BY-SA 4.0,https://stackoverflow.com/questions/67998532/vue-v3-typescript-error-you-may-need-an-additional-loader-to-handle-the-resul,Vue v3 + Typescript Error: You may need an additional loader to handle the result of these loaders,,,
1628,"['javascript', 'mysql', 'typescript', 'blob']","{'account_id': 5849922, 'reputation': 311, 'user_id': 4608865, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/uAcdI.jpg?s=256&g=1', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/4608865/thomas'}",False,341,1,0,1623829710,1623823479,,67997183,CC BY-SA 4.0,https://stackoverflow.com/questions/67997183/how-do-i-insert-a-blob-into-mysql-using-typescript-mysql-package,How do I insert a blob into mysql using typescript / mysql package,,,
1629,"['reactjs', 'typescript', 'webpack', 'micro-frontend']","{'account_id': 10327178, 'reputation': 445, 'user_id': 9671246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eab397493c1a5a7896b6b01d230f2870?s=256&d=identicon&r=PG&f=1', 'display_name': 'Flimzy_Programmer', 'link': 'https://stackoverflow.com/users/9671246/flimzy-programmer'}",False,332,1,0,1623829247,1623661211,1623665529.0,67967466,CC BY-SA 4.0,https://stackoverflow.com/questions/67967466/webpack-not-rendering-any-markup-logic-on-build,Webpack not rendering any markup logic on build,,,
1630,"['reactjs', 'typescript']","{'account_id': 20289119, 'reputation': 53, 'user_id': 14881147, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a9da03d6f660637fe9ff1130b6c43fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'BaLaBaLa', 'link': 'https://stackoverflow.com/users/14881147/balabala'}",True,412,1,5,1623827378,1623825132,,67997480,CC BY-SA 4.0,https://stackoverflow.com/questions/67997480/how-do-i-use-debounce-in-input-onchange-events-in-typescript,How do I use debounce in Input onChange events in TypeScript,,67997871.0,
1631,"['typescript', 'mongodb', 'express', 'mongoose', 'nestjs']","{'account_id': 18466531, 'reputation': 401, 'user_id': 13452555, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9950a34c0c1d6b4193a0b77d51250520?s=256&d=identicon&r=PG&f=1', 'display_name': 'ffx292', 'link': 'https://stackoverflow.com/users/13452555/ffx292'}",True,792,1,3,1623827015,1623822628,,67997029,CC BY-SA 4.0,https://stackoverflow.com/questions/67997029/mongoose-cant-access-createdat,Mongoose - can&#39;t access createdAt,,67997862.0,
1632,"['angular', 'typescript', 'rxjs']","{'account_id': 11249271, 'reputation': 303, 'user_id': 8250886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01acff50b89f415656535968a1e9c19b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Glen', 'link': 'https://stackoverflow.com/users/8250886/glen'}",True,223,1,1,1623826777,1623821276,1623826777.0,67996828,,https://stackoverflow.com/questions/67996828/observable-deprecated-in-angular-component-class-in-rxjs-6-x,observable deprecated in Angular component class in (RXJS 6.X),1623822608.0,,Duplicate
1633,['typescript'],"{'account_id': 15099478, 'reputation': 45, 'user_id': 10896950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff6f2710365adb8841c4495a4721e267?s=256&d=identicon&r=PG&f=1', 'display_name': 'duke666', 'link': 'https://stackoverflow.com/users/10896950/duke666'}",True,60,2,0,1623824488,1623793869,1623816238.0,67993915,CC BY-SA 4.0,https://stackoverflow.com/questions/67993915/what-is-the-best-way-to-pass-values-to-an-abstract-class,what is the best way to pass values to an abstract class?,,,
1634,"['node.js', 'typescript', 'express']","{'account_id': 12729851, 'reputation': 163, 'user_id': 9246918, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5bb1c7f2bfad7bba716cfafea2cbfd2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hiep Nguyen', 'link': 'https://stackoverflow.com/users/9246918/hiep-nguyen'}",False,283,1,0,1623822927,1623820012,,67996656,CC BY-SA 4.0,https://stackoverflow.com/questions/67996656/cannot-import-module-in-nodejs-with-typescript,Cannot import module in nodejs with typescript,,,
1635,"['html', 'angular', 'typescript', 'angular-material']","{'account_id': 20010743, 'reputation': 118, 'user_id': 14667806, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/623d5508fd6317b3e17dd630028261ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'kacper3671', 'link': 'https://stackoverflow.com/users/14667806/kacper3671'}",True,124,1,0,1623819697,1623756041,,67985284,CC BY-SA 4.0,https://stackoverflow.com/questions/67985284/return-false-when-element-is-not-selected-on-angular-material-table,Return false when element is not selected on Angular Material Table,,67996617.0,
1636,"['angular', 'typescript', 'dynamic', 'components']","{'account_id': 16238946, 'reputation': 349, 'user_id': 11725795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/596d8fdd492c3abf903cd4a1063cf266?s=256&d=identicon&r=PG&f=1', 'display_name': 'kt-workflow', 'link': 'https://stackoverflow.com/users/11725795/kt-workflow'}",True,221,1,0,1623814222,1623801818,1623802073.0,67994788,CC BY-SA 4.0,https://stackoverflow.com/questions/67994788/giving-an-input-to-a-dynamically-loaded-component-in-angular,Giving an @input to a dynamically loaded component in Angular,,67995977.0,
1637,"['reactjs', 'typescript', 'material-ui']","{'account_id': 6890265, 'reputation': 221, 'user_id': 5339314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1668d0e33a148f50ce04d8f5c68b62b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fred', 'link': 'https://stackoverflow.com/users/5339314/fred'}",True,971,1,0,1623809437,1623807008,1623808175.0,67995265,CC BY-SA 4.0,https://stackoverflow.com/questions/67995265/how-to-call-a-function-via-onchange-of-a-textfield-select-type-from-the-material,How to call a function via onChange of a TextField Select type from the MaterialUI package,,67995515.0,
1638,"['javascript', 'angular', 'typescript', 'ecmascript-6']","{'account_id': 8071384, 'reputation': 13, 'user_id': 6084038, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8de71e006cbe3577be9d6fa432b0cc74?s=256&d=identicon&r=PG&f=1', 'display_name': 'Surya K', 'link': 'https://stackoverflow.com/users/6084038/surya-k'}",True,107,3,0,1623808637,1623805185,1623807318.0,67995101,CC BY-SA 4.0,https://stackoverflow.com/questions/67995101/compare-and-filter-2-arrays,compare and filter 2 arrays,,67995229.0,
1639,"['node.js', 'typescript', 'sequelize.js', 'nestjs', 'sequelize-typescript']","{'account_id': 21936359, 'reputation': 86, 'user_id': 16217534, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6cc2576c4b25cfbf9af4765d7a1a3477?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael Cook', 'link': 'https://stackoverflow.com/users/16217534/michael-cook'}",False,164,0,1,1623808447,1623808447,,67995415,CC BY-SA 4.0,https://stackoverflow.com/questions/67995415/how-to-make-parameter-type-safe-for-method-that-uses-sequelize-in-typescript,How to make parameter type-safe for method that uses Sequelize in TypeScript,,,
1640,"['javascript', 'angular', 'typescript']","{'account_id': 1859358, 'reputation': 38075, 'user_id': 1684269, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/5adbf1d60d27b9ee3aeee069591ba88b?s=256&d=identicon&r=PG', 'display_name': 'Ole', 'link': 'https://stackoverflow.com/users/1684269/ole'}",True,150,1,0,1623807083,1623803155,,67994911,CC BY-SA 4.0,https://stackoverflow.com/questions/67994911/angular-12-project-worker-has-the-error-not-all-code-paths-return-a-value-ts7,Angular 12 project worker has the error - Not all code paths return a value.ts(7030),,67995270.0,
1641,"['javascript', 'node.js', 'typescript', 'jestjs', 'dotenv']","{'account_id': 1746734, 'reputation': 2794, 'user_id': 1596750, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AUl9X.jpg?s=256&g=1', 'display_name': 'Ross Jacobs', 'link': 'https://stackoverflow.com/users/1596750/ross-jacobs'}",True,221,1,0,1623804013,1623803059,1623803713.0,67994907,CC BY-SA 4.0,https://stackoverflow.com/questions/67994907/typescript-throws-configure-not-a-function-error-with-dotenv-and-jest,typescript throws configure not a function error with dotenv and jest,,67994992.0,
1642,"['angular', 'typescript']","{'account_id': 16150815, 'reputation': 3501, 'user_id': 11659311, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156752026212862/picture?type=large', 'display_name': 'Pablo Aguirre de Souza', 'link': 'https://stackoverflow.com/users/11659311/pablo-aguirre-de-souza'}",True,137,2,0,1623803022,1623802402,,67994851,CC BY-SA 4.0,https://stackoverflow.com/questions/67994851/error-accessing-nested-array-of-objects-in-typescript,Error accessing nested array of objects in Typescript,,67994888.0,
1643,"['reactjs', 'typescript', 'material-ui']","{'account_id': 6890265, 'reputation': 221, 'user_id': 5339314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1668d0e33a148f50ce04d8f5c68b62b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fred', 'link': 'https://stackoverflow.com/users/5339314/fred'}",True,44,2,0,1623801812,1623798603,1623801149.0,67994492,CC BY-SA 4.0,https://stackoverflow.com/questions/67994492/problem-typing-a-select-object-from-the-materialui-package,Problem typing a Select object from the MaterialUI package,,67994785.0,
1644,"['angular', 'typescript', 'angular-material']","{'account_id': 9947305, 'reputation': 11531, 'user_id': 7361479, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/soT91.jpg?s=256&g=1', 'display_name': 'kshetline', 'link': 'https://stackoverflow.com/users/7361479/kshetline'}",False,737,0,1,1623798856,1623797313,1623798856.0,67994342,CC BY-SA 4.0,https://stackoverflow.com/questions/67994342/programmatically-collapsing-a-mat-expansion-panel-gets-it-out-of-sync-with-expan,Programmatically collapsing a mat-expansion-panel gets it out-of-sync with expansion by mouse clicks,,,
1645,"['typescript', 'rxjs', 'observable', 'declarative']","{'account_id': 5154097, 'reputation': 495, 'user_id': 4127780, 'user_type': 'registered', 'accept_rate': 19, 'profile_image': 'https://www.gravatar.com/avatar/ac9e8904fb1421ab4e3cb6e63d8d7a2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'MDK', 'link': 'https://stackoverflow.com/users/4127780/mdk'}",False,38,1,1,1623798282,1623789358,1623798282.0,67993183,CC BY-SA 4.0,https://stackoverflow.com/questions/67993183/observable-chain-strategy-to-cycle-through-list-items,Observable Chain Strategy to cycle through list items,,,
1646,"['typescript', 'cypress']","{'account_id': 3555582, 'reputation': 75, 'user_id': 2969449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5458566635d6ee0856d66fc1f8d04192?s=256&d=identicon&r=PG', 'display_name': 'dsp', 'link': 'https://stackoverflow.com/users/2969449/dsp'}",True,2099,2,3,1623796808,1623764573,,67987474,CC BY-SA 4.0,https://stackoverflow.com/questions/67987474/selecting-cypress-elements-that-do-not-contain-text-with-cypress,Selecting cypress elements that do not contain text with Cypress,,67988214.0,
1647,"['typescript', 'axios', 'nestjs']","{'account_id': 15453302, 'reputation': 403, 'user_id': 11148124, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/--4YgXHcDE38/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf5P_8g_tbBQhjhLL-diAZq2K2WDQ/mo/photo.jpg?sz=256', 'display_name': 'Michal Ružička Ružička', 'link': 'https://stackoverflow.com/users/11148124/michal-ru%c5%bei%c4%8dka-ru%c5%bei%c4%8dka'}",True,425,2,1,1623795835,1623792604,,67993728,CC BY-SA 4.0,https://stackoverflow.com/questions/67993728/how-can-i-return-the-data-from-axiosresponse,How can I return the data from AxiosResponse?,,67994175.0,
1648,"['reactjs', 'typescript']","{'account_id': 4734378, 'reputation': 1021, 'user_id': 3829174, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/UrbmG.png?s=256&g=1', 'display_name': 'stackoverflow', 'link': 'https://stackoverflow.com/users/3829174/stackoverflow'}",True,198,1,0,1623794494,1623788915,1623789301.0,67993082,CC BY-SA 4.0,https://stackoverflow.com/questions/67993082/typescript-react-conditional-callback-prop-type-based-on-optional-prop,"Typescript - React, conditional callback prop type based on optional prop",,67994001.0,
1649,"['angular', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user15762723'}",True,58,1,0,1623793615,1623269793,,67911157,CC BY-SA 4.0,https://stackoverflow.com/questions/67911157/angular-how-can-i-delete-specific-object-from-my-localestorage-array,Angular how can i delete specific object from my localeStorage array,,67912083.0,
1650,"['javascript', 'angular', 'typescript', 'ngrx', 'ngrx-store']","{'account_id': 17168363, 'reputation': 332, 'user_id': 12426044, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5uGlYr4WK6c/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd_3RwHE1LvhI5-PVAOnH9D1sAcLQ/photo.jpg?sz=256', 'display_name': 'Akash Sharma', 'link': 'https://stackoverflow.com/users/12426044/akash-sharma'}",True,610,1,1,1623793252,1623792349,,67993688,CC BY-SA 4.0,https://stackoverflow.com/questions/67993688/adding-data-to-state-in-ngrx-reducer-function,Adding data to state in Ngrx reducer function,,,
1651,"['javascript', 'angular', 'string', 'typescript']","{'account_id': 6816601, 'reputation': 1264, 'user_id': 5245070, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/JfrKO.jpg?s=256&g=1', 'display_name': 'Devmix', 'link': 'https://stackoverflow.com/users/5245070/devmix'}",True,1025,2,0,1623790982,1623789429,1623790210.0,67993195,CC BY-SA 4.0,https://stackoverflow.com/questions/67993195/how-to-access-object-property-in-angular-using-string-interpolation,How to access object property in angular using string interpolation?,,67993473.0,
1652,"['angular', 'typescript', 'websocket', 'state-management', 'ngxs']","{'account_id': 2070979, 'reputation': 2169, 'user_id': 1845475, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/dYXci.png?s=256&g=1', 'display_name': 'franco phong', 'link': 'https://stackoverflow.com/users/1845475/franco-phong'}",True,137,1,1,1623790021,1623774604,,67990144,CC BY-SA 4.0,https://stackoverflow.com/questions/67990144/angular-ngxs-websocket-updated-the-state-but-not-ui,Angular : NGXS : WebSocket updated the state but not UI,,67993301.0,
1653,"['typescript', 'plugins', 'nuxtjs']","{'account_id': 14286205, 'reputation': 33, 'user_id': 10319506, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jOD4cwsFLCY/AAAAAAAAAAI/AAAAAAAAANA/eBOe7pkGbXA/photo.jpg?sz=256', 'display_name': 'Alexis', 'link': 'https://stackoverflow.com/users/10319506/alexis'}",True,1155,1,0,1623789761,1623770630,1623786321.0,67989113,CC BY-SA 4.0,https://stackoverflow.com/questions/67989113/nuxtjs-publicruntimeconfig-in-typescript-plugin,NuxtJs publicRuntimeConfig in typescript plugin,,67993254.0,
1654,"['reactjs', 'typescript', 'material-ui']","{'account_id': 6890265, 'reputation': 221, 'user_id': 5339314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1668d0e33a148f50ce04d8f5c68b62b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fred', 'link': 'https://stackoverflow.com/users/5339314/fred'}",True,937,1,0,1623789639,1623789086,,67993116,CC BY-SA 4.0,https://stackoverflow.com/questions/67993116/how-to-type-object-in-a-material-ui-select,How to type object in a material ui select,,67993229.0,
1655,['typescript'],"{'account_id': 76355, 'reputation': 7430, 'user_id': 218640, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b46c5c5c70b433012c437578243bf289?s=256&d=identicon&r=PG', 'display_name': 'char m', 'link': 'https://stackoverflow.com/users/218640/char-m'}",False,21,1,0,1623789192,1623770267,,67989021,CC BY-SA 4.0,https://stackoverflow.com/questions/67989021/what-is-correct-way-to-cast-convert-array-of-objects-to-the-parent-interface-the,What is correct way to cast/convert array of objects to the parent interface the objects&#39; interface extends in typescript?,,,
1656,"['node.js', 'typescript', 'generics']","{'account_id': 6280689, 'reputation': 63, 'user_id': 4881802, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/343867bcdb2a0b7698a8c8efe898dbf9?s=256&d=identicon&r=PG&f=1', 'display_name': 'mh f', 'link': 'https://stackoverflow.com/users/4881802/mh-f'}",False,39,0,0,1623787618,1623787268,1623787618.0,67992762,CC BY-SA 4.0,https://stackoverflow.com/questions/67992762/special-use-of-generics-in-typesript,Special Use Of Generics In Typesript,,,
1657,"['node.js', 'typescript', 'docker', 'heroku', 'npm']","{'account_id': 15975488, 'reputation': 496, 'user_id': 11528516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd8b146e87524ecb38cdb97bfea50969?s=256&d=identicon&r=PG', 'display_name': 'DBencz', 'link': 'https://stackoverflow.com/users/11528516/dbencz'}",False,233,0,0,1623787367,1623705181,1623787367.0,67977277,CC BY-SA 4.0,https://stackoverflow.com/questions/67977277/deploy-typescript-node-container-to-heroku,Deploy typescript node container to heroku,,,
1658,['typescript'],"{'account_id': 1497294, 'reputation': 3594, 'user_id': 1402923, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/D1HNd.jpg?s=256&g=1', 'display_name': 'RobH', 'link': 'https://stackoverflow.com/users/1402923/robh'}",True,175,1,3,1623786160,1623762860,,67986975,CC BY-SA 4.0,https://stackoverflow.com/questions/67986975/why-does-typescript-infer-this-type-for-the-array-item-with-a-union-of-array-typ,Why does TypeScript infer this type for the array item with a union of array types?,,67992535.0,
1659,"['javascript', 'typescript', 'visual-studio-code', 'tsconfig', 'type-definition']","{'account_id': 21956503, 'reputation': 11, 'user_id': 16234984, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj8u4jWpJsVaQ24WWngc7nG4QFz_ux_AstliJVGVQ=k-s256', 'display_name': 'Robert Bullen', 'link': 'https://stackoverflow.com/users/16234984/robert-bullen'}",False,647,0,1,1623786118,1623786118,,67992525,CC BY-SA 4.0,https://stackoverflow.com/questions/67992525/vs-code-jsconfig-json-cannot-find-module-for-npm-modules-with-built-in-t,VS Code + jsconfig.json: &quot;Cannot find module...&quot; for NPM modules with built-in types,,,
1660,"['typescript', 'firebase', 'firebase-realtime-database', 'async-await']","{'account_id': 1367968, 'reputation': 3, 'user_id': 1303991, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d823ac5c4051ce77be9fc652dffbb1f?s=256&d=identicon&r=PG', 'display_name': 'SiGF', 'link': 'https://stackoverflow.com/users/1303991/sigf'}",True,115,2,0,1623785655,1623751118,,67984092,CC BY-SA 4.0,https://stackoverflow.com/questions/67984092/managing-nested-firebase-realtime-db-queries-with-await-async,Managing nested Firebase realtime DB queries with await/async,,67992018.0,
