,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,migrated_from,closed_date,closed_reason
1544,"['jquery', 'typescript', 'twitter-bootstrap', 'accordion']","{'account_id': 8027683, 'reputation': 321, 'user_id': 6053969, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/a1df914f74705ecb72e8fdefcd8390f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'purplewind', 'link': 'https://stackoverflow.com/users/6053969/purplewind'}",False,417,,1,0,1618581672,1618556624,67120564,CC BY-SA 4.0,https://stackoverflow.com/questions/67120564/bootstrap-accordion-not-working-in-typescript,Bootstrap accordion not working in typescript,1618556891.0,,,
1545,['typescript'],"{'account_id': 21208936, 'reputation': 25, 'user_id': 15597978, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c70af1a181bfe43a14a712b2e5953997?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jemima P.D.', 'link': 'https://stackoverflow.com/users/15597978/jemima-p-d'}",False,77,,0,1,1618581205,1618581205,67126507,CC BY-SA 4.0,https://stackoverflow.com/questions/67126507/how-to-append-type-definition-to-existing-types-package,How to append type definition to existing @types package?,,,,
1546,"['typescript', 'format', 'numbers']","{'account_id': 7303438, 'reputation': 876, 'user_id': 5565253, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/90e626123c21156d82ca4f26da204bf1?s=256&d=identicon&r=PG&f=1', 'display_name': 'EdXX', 'link': 'https://stackoverflow.com/users/5565253/edxx'}",True,18,67126416.0,1,0,1618580833,1618578948,67125960,CC BY-SA 4.0,https://stackoverflow.com/questions/67125960/numbers-formating,Numbers formating,,,,
1547,"['angular', 'typescript', 'checkbox']","{'account_id': 19619414, 'reputation': 59, 'user_id': 14360199, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cx6ipqTS3Bg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclznxis5ApL494AybNaONVnBuVmng/photo.jpg?sz=256', 'display_name': 'BeauNut', 'link': 'https://stackoverflow.com/users/14360199/beaunut'}",True,404,67125913.0,1,0,1618578776,1618578025,67125721,CC BY-SA 4.0,https://stackoverflow.com/questions/67125721/how-to-show-data-from-multiple-checkbox-in-array-angular-app,How to show data from multiple checkbox in Array? Angular app,1618578211.0,,,
1548,['typescript'],"{'account_id': 20263375, 'reputation': 81, 'user_id': 14861209, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-x-dXPR4zFa8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmBe1tUjQ8O5AH74PMaHdVtcq43ig/s96-c/photo.jpg?sz=256', 'display_name': 'pupeeterMaster', 'link': 'https://stackoverflow.com/users/14861209/pupeetermaster'}",True,272,,1,-1,1618578215,1618576745,67125378,CC BY-SA 4.0,https://stackoverflow.com/questions/67125378/how-to-compare-object-with-interface-in-typescript-to-see-if-object-has-right-va,How to compare object with interface in Typescript to see if object has right variable type?,1618577371.0,,,
1549,"['angular', 'typescript', 'asp.net-core', 'search']","{'account_id': 20683043, 'reputation': 33, 'user_id': 15186159, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04cdc36ca263e6f7be56ccc8ec825b0f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alessia', 'link': 'https://stackoverflow.com/users/15186159/alessia'}",False,125,,1,0,1618577990,1618044173,67032404,CC BY-SA 4.0,https://stackoverflow.com/questions/67032404/search-bar-is-not-returning-the-expected-results,Search bar is not returning the expected results,,,,
1550,"['javascript', 'typescript', 'function', 'indexing', 'types']","{'account_id': 15178884, 'reputation': 172, 'user_id': 13794499, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SxirP.jpg?s=256&g=1', 'display_name': 'Jordan', 'link': 'https://stackoverflow.com/users/13794499/jordan'}",True,76,67117729.0,1,1,1618577855,1618530612,67117363,CC BY-SA 4.0,https://stackoverflow.com/questions/67117363/how-do-i-correctly-type-a-function-that-checks-whether-a-key-exists-in-object-a,"How do I correctly type a function that checks whether a key exists in object, and returns the corresponding value?",,,,
1551,"['javascript', 'reactjs', 'typescript', 'fetch']","{'account_id': 3880543, 'reputation': 172, 'user_id': 3213188, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ebc28e62917e9a3cabb0e8306a34bbf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Deepak Negi', 'link': 'https://stackoverflow.com/users/3213188/deepak-negi'}",False,420,,0,0,1618577761,1618558899,67121050,CC BY-SA 4.0,https://stackoverflow.com/questions/67121050/reactjs-typescript-cross-origin-read-blocking-corb-blocked-cross-origin,ReactJS/Typescript: Cross-Origin Read Blocking (CORB) blocked cross-origin,1618577761.0,,,
1552,"['angular', 'typescript', 'nativescript', 'angular2-nativescript', 'nativescript-angular']","{'account_id': 18833057, 'reputation': 1, 'user_id': 15659363, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ceb3e09e6fbb906754728ebf2d129aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shounak', 'link': 'https://stackoverflow.com/users/15659363/shounak'}",False,78,,1,-2,1618577706,1618567932,67123308,CC BY-SA 4.0,https://stackoverflow.com/questions/67123308/import-dialogs-from-nativescript-core-is-not-working,import { Dialogs } from &quot;@nativescript/core&quot;; is not working,,,,
1553,"['javascript', 'node.js', 'typescript']","{'account_id': 18318740, 'reputation': 53, 'user_id': 13339986, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a4f7356e128220b50291b5b5bbd929f?s=256&d=identicon&r=PG', 'display_name': 'BlockyPenguin', 'link': 'https://stackoverflow.com/users/13339986/blockypenguin'}",True,564,67125389.0,1,0,1618577145,1618576639,67125358,CC BY-SA 4.0,https://stackoverflow.com/questions/67125358/tsc-and-ts-node-ignoring-noimplicitany,tsc and ts-node ignoring noImplicitAny,,,,
1554,"['angular', 'typescript']","{'account_id': 16732690, 'reputation': 159, 'user_id': 12094632, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f15cdb9601c6a6fa1988688d95a72f2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zephyr', 'link': 'https://stackoverflow.com/users/12094632/zephyr'}",True,29,67125370.0,1,0,1618576701,1618575596,67125121,CC BY-SA 4.0,https://stackoverflow.com/questions/67125121/ascending-descinding-filter-on-array,Ascending/Descinding filter on array,,,,
1555,"['typescript', 'nestjs', 'nestjs-config']","{'account_id': 20364744, 'reputation': 63, 'user_id': 14938350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c01e59536dcdec21119651aa776b9268?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thomas Saison', 'link': 'https://stackoverflow.com/users/14938350/thomas-saison'}",False,421,,0,2,1618575995,1618575995,67125223,CC BY-SA 4.0,https://stackoverflow.com/questions/67125223/nestjs-i-cant-access-my-environment-variables-from-my-static-function-of-the-m,"Nestjs, I can&#39;t access my environment variables from my static function of the module",,,,
1556,"['typescript', 'react-hooks']","{'user_type': 'does_not_exist', 'display_name': 'user13780186'}",False,74,,0,0,1618574952,1618574921,67124982,CC BY-SA 4.0,https://stackoverflow.com/questions/67124982/how-to-fix-the-argument-of-type-string-number-symbol-is-not-assignable-to,How to fix the Argument of type &#39;string | number | symbol&#39; is not assignable to parameter of type &#39;string&#39; using react,1618574952.0,,,
1557,"['reactjs', 'typescript', 'react-native']","{'account_id': 2537914, 'reputation': 505, 'user_id': 2204498, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/aa2f02da9a06b2c690f2001f6f526d82?s=256&d=identicon&r=PG', 'display_name': 'Silviu.', 'link': 'https://stackoverflow.com/users/2204498/silviu'}",False,29,,0,0,1618574161,1618574161,67124785,CC BY-SA 4.0,https://stackoverflow.com/questions/67124785/react-map-is-not-a-function-when-mapping-prop-array,React .map is not a function when mapping prop array,,,,
1558,"['javascript', 'angular', 'typescript', 'openlayers', 'geojson']","{'account_id': 20999130, 'reputation': 59, 'user_id': 15430274, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ajb0fbq33G0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckRrR908JwHrdz76IS4krLQYMHQBQ/s96-c/photo.jpg?sz=256', 'display_name': 'amrmbso01', 'link': 'https://stackoverflow.com/users/15430274/amrmbso01'}",True,174,67122997.0,1,-3,1618572882,1618566451,67122952,CC BY-SA 4.0,https://stackoverflow.com/questions/67122952/for-loop-causes-cannot-set-property-0-of-undefined,for-loop causes Cannot set property &#39;0&#39; of undefined,,,,
1559,"['javascript', 'typescript', 'type-conversion']","{'account_id': 4447344, 'reputation': 455, 'user_id': 3620283, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/3807387b08621946d1d1dc5ddc242ee6?s=256&d=identicon&r=PG&f=1', 'display_name': 'kalki', 'link': 'https://stackoverflow.com/users/3620283/kalki'}",False,73,,1,0,1618571578,1618570435,67123906,CC BY-SA 4.0,https://stackoverflow.com/questions/67123906/typescript-validation-rules-for-variables-with-and-without-explicit-types,Typescript validation rules for variables with and without explicit types,,,,
1560,"['typescript', 'babeljs']","{'account_id': 1555737, 'reputation': 1219, 'user_id': 1446907, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/hp8A5.jpg?s=256&g=1', 'display_name': 'tomwang1013', 'link': 'https://stackoverflow.com/users/1446907/tomwang1013'}",False,284,,1,0,1618570799,1618564394,67122408,CC BY-SA 4.0,https://stackoverflow.com/questions/67122408/should-we-use-preset-react-if-we-are-using-preset-typescript-with-jsx-option-set,Should we use preset-react if we are using preset-typescript with jsx option set to &#39;react&#39;?,,,,
1561,"['angular', 'typescript', 'filter']","{'account_id': 13693027, 'reputation': 1760, 'user_id': 9880356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bfaefd12219aa775b130105938d4157?s=256&d=identicon&r=PG&f=1', 'display_name': 'Giannis', 'link': 'https://stackoverflow.com/users/9880356/giannis'}",False,88,,0,0,1618570481,1618568571,67123478,CC BY-SA 4.0,https://stackoverflow.com/questions/67123478/how-to-filter-nested-object-array-in-angular-typescript,How to filter nested object array in Angular/Typescript,1618570481.0,,,
1562,"['angular', 'typescript', 'openlayers']","{'account_id': 10291440, 'reputation': 51, 'user_id': 7593088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/456010c6baa11b54a6698124d43644f0?s=256&d=identicon&r=PG', 'display_name': 'Cafeteru_', 'link': 'https://stackoverflow.com/users/7593088/cafeteru'}",False,140,,1,0,1618569176,1618502850,67112048,CC BY-SA 4.0,https://stackoverflow.com/questions/67112048/can%c2%b4t-sync-map-openlayers-angular,Can&#180;t sync map OpenLayers Angular,,,,
1563,"['angular', 'typescript']","{'account_id': 20694736, 'reputation': 81, 'user_id': 15195222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ffbe8dbf2cfc5ab9bd09fd9f1aea4ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gaurav', 'link': 'https://stackoverflow.com/users/15195222/gaurav'}",False,100,,0,1,1618567566,1618567566,67123230,CC BY-SA 4.0,https://stackoverflow.com/questions/67123230/angular-epoch-date-from-custom-string,Angular Epoch date from custom String,,,,
1564,"['reactjs', 'typescript', 'react-router', 'react-router-dom']","{'account_id': 12533134, 'reputation': 997, 'user_id': 9120653, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DhSmU.png?s=256&g=1', 'display_name': 'Liam_1998', 'link': 'https://stackoverflow.com/users/9120653/liam-1998'}",True,176,,1,0,1618566130,1618564433,67122422,CC BY-SA 4.0,https://stackoverflow.com/questions/67122422/typescript-with-dynamic-map-router-got-type-error,Typescript with dynamic map router got type error,1618565513.0,,,
1565,"['angular', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user14828311'}",True,350,67121274.0,2,0,1618564713,1618557937,67120849,CC BY-SA 4.0,https://stackoverflow.com/questions/67120849/i-cant-get-the-file-name-from-the-file-input-angular-material-component,I can&#39;t get the file name from the File Input @angular/material component,1618563012.0,,,
1566,"['angular', 'typescript']","{'account_id': 18727175, 'reputation': 543, 'user_id': 13653514, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj1oz2KgsiMRWzfSUCZwxe83YA6cOFqWrpI0qEKpw=k-s256', 'display_name': 'manikandan', 'link': 'https://stackoverflow.com/users/13653514/manikandan'}",True,1091,,3,0,1618564312,1618453435,67101391,CC BY-SA 4.0,https://stackoverflow.com/questions/67101391/dynamic-form-input-validation-using-angular-11,Dynamic form input validation using angular 11,1618453806.0,,,
1567,"['angular', 'typescript', 'rxjs']","{'account_id': 21176753, 'reputation': 1, 'user_id': 15571923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh-cW9SPalutM0s9pPLHN3UpvNms5BPyNgNEqJcDA=k-s256', 'display_name': 'damien barbot', 'link': 'https://stackoverflow.com/users/15571923/damien-barbot'}",True,20,,1,-3,1618564294,1618494590,67109748,,https://stackoverflow.com/questions/67109748/what-is-the-correct-solution-to-return-one-observable-issue-to-two-observablebo,What is the correct solution to return one observable issue to two Observable&lt;boolean&gt;,1618564294.0,,1618556215.0,Needs details or clarity
1568,"['typescript', 'enums', 'switch-statement']","{'account_id': 18160179, 'reputation': 239, 'user_id': 13211675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a84d9b5ad4e3b25afc0a8be921b47aaa?s=256&d=identicon&r=PG&f=1', 'display_name': 'grkmk', 'link': 'https://stackoverflow.com/users/13211675/grkmk'}",True,919,67122304.0,1,1,1618563947,1618563311,67122143,CC BY-SA 4.0,https://stackoverflow.com/questions/67122143/typescript-enum-switch-statement-without-break,TypeScript enum switch statement without break,,,,
1569,"['angular', 'typescript', 'eslint', 'eslintrc']","{'account_id': 9017538, 'reputation': 189, 'user_id': 6719772, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Bd3qp.png?s=256&g=1', 'display_name': 'danielmoessner', 'link': 'https://stackoverflow.com/users/6719772/danielmoessner'}",True,1916,67122189.0,2,4,1618563480,1618316757,67074848,CC BY-SA 4.0,https://stackoverflow.com/questions/67074848/angular-eslint-no-floating-promises-error-with-this-router-navigate,Angular &amp; Eslint - no-floating-promises error with this.router.navigate([&#39;/&#39;]),,,,
1570,"['angular', 'typescript', 'forms', 'validation']","{'account_id': 14467583, 'reputation': 506, 'user_id': 10450505, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LAI3P.jpg?s=256&g=1', 'display_name': 'juanjinario', 'link': 'https://stackoverflow.com/users/10450505/juanjinario'}",False,36,,1,0,1618561810,1618560154,67121362,CC BY-SA 4.0,https://stackoverflow.com/questions/67121362/how-to-execute-the-submit-of-a-form-from-the-click-event-of-a-common-button,How to execute the submit of a form from the click event of a common button?,,,,
1571,"['angular', 'typescript']","{'account_id': 20787566, 'reputation': 1, 'user_id': 15266479, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca94f2407afe3b5b70abcd3c28f2fed6?s=256&d=identicon&r=PG&f=1', 'display_name': 'manu', 'link': 'https://stackoverflow.com/users/15266479/manu'}",False,221,,3,0,1618560640,1618483214,67106940,CC BY-SA 4.0,https://stackoverflow.com/questions/67106940/angular-display-all-the-images-in-an-array,Angular display all the images in an array,1618560640.0,,,
1572,"['typescript', 'typescript-typings', 'typescript-generics']","{'account_id': 3656, 'reputation': 32314, 'user_id': 5291, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/718a25f38a4fea73c590ac7c8f372bf7?s=256&d=identicon&r=PG', 'display_name': 'Wilco', 'link': 'https://stackoverflow.com/users/5291/wilco'}",True,190,67089413.0,2,1,1618559980,1618367628,67084764,CC BY-SA 4.0,https://stackoverflow.com/questions/67084764/function-return-type-that-matches-parameter-types-when-using-the-spread-operato,Function return type that matches parameter types (when using the spread operator)?,1618524382.0,,,
1573,"['javascript', 'typescript', 'vue.js', 'vee-validate']","{'account_id': 8470502, 'reputation': 116, 'user_id': 6800865, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c884650c76c5af687170e1d92c1a62d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'RobDee', 'link': 'https://stackoverflow.com/users/6800865/robdee'}",False,927,,0,1,1618559398,1618559051,67121079,CC BY-SA 4.0,https://stackoverflow.com/questions/67121079/how-to-get-refs-element-inside-nested-validation-observer-in-vee-validate,How to get refs element inside nested validation Observer in vee-validate,1618559398.0,,,
1574,"['javascript', 'typescript', 'typescript-typings', 'typescript-generics']","{'account_id': 6344765, 'reputation': 13295, 'user_id': 4925661, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://i.stack.imgur.com/kJlTP.jpg?s=256&g=1', 'display_name': 'Maciej Krawczyk', 'link': 'https://stackoverflow.com/users/4925661/maciej-krawczyk'}",True,6350,,1,9,1618558495,1618511171,67114094,CC BY-SA 4.0,https://stackoverflow.com/questions/67114094/typescript-get-type-of-generic-class-parameter,TypeScript - get type of generic class parameter,1618558495.0,,,
1575,"['typescript', 'vue.js', 'sass', 'nuxt.js', 'vuetify.js']","{'account_id': 18783442, 'reputation': 743, 'user_id': 13697559, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TFPIX.jpg?s=256&g=1', 'display_name': 'drunkdolphin', 'link': 'https://stackoverflow.com/users/13697559/drunkdolphin'}",False,649,,0,0,1618558335,1618554831,67120189,CC BY-SA 4.0,https://stackoverflow.com/questions/67120189/vuetify-v-card-component-overflow-x-is-not-working,Vuetify v-card component overflow-x is not working,1618558335.0,,,
1576,"['c#', 'typescript']","{'account_id': 5284530, 'reputation': 2743, 'user_id': 4218929, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/78cd1a623467fcebcf986eca518a0a26?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chatra', 'link': 'https://stackoverflow.com/users/4218929/chatra'}",True,124,67120812.0,1,0,1618557759,1618536245,67117919,,https://stackoverflow.com/questions/67117919/validating-if-a-string-is-a-valid-argb,Validating if a string is a valid ARGB,,,1618571385.0,Duplicate
1577,"['angular', 'typescript']","{'account_id': 20861745, 'reputation': 13, 'user_id': 15323832, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AsWpL.png?s=256&g=1', 'display_name': 'David Moreira', 'link': 'https://stackoverflow.com/users/15323832/david-moreira'}",True,418,67062442.0,5,1,1618557750,1618243374,67061716,CC BY-SA 4.0,https://stackoverflow.com/questions/67061716/problem-with-validatons-inside-a-formarray,Problem with validatons inside a FormArray,1618324818.0,,,
1578,"['javascript', 'angular', 'typescript', 'angular5']","{'account_id': 10342476, 'reputation': 1647, 'user_id': 7628381, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/6475e6aadaf6b387d21c27890497a6d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'pratik jaiswal', 'link': 'https://stackoverflow.com/users/7628381/pratik-jaiswal'}",True,193,67120722.0,2,0,1618557318,1618556415,67120519,CC BY-SA 4.0,https://stackoverflow.com/questions/67120519/angular-5-conact-string-only-if-field-exists-in-html,Angular 5 conact string only if field exists in html,1618557094.0,,,
1579,"['javascript', 'typescript']","{'account_id': 2618367, 'reputation': 6610, 'user_id': 2266992, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/LITBD.jpg?s=256&g=1', 'display_name': 'Miomir Dancevic', 'link': 'https://stackoverflow.com/users/2266992/miomir-dancevic'}",True,137,67119777.0,3,1,1618554145,1618551920,67119722,CC BY-SA 4.0,https://stackoverflow.com/questions/67119722/comparing-two-objects-typescript-and-check-if-there-three-or-more-value-same,Comparing two objects typescript and check if there three or more value same,1618553005.0,,,
1580,"['typescript', 'next.js', 'spoonacular']","{'account_id': 20075984, 'reputation': 87, 'user_id': 14719718, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3760191467358253/picture?type=large', 'display_name': 'Guillermina Martinez', 'link': 'https://stackoverflow.com/users/14719718/guillermina-martinez'}",True,333,67119944.0,2,0,1618553425,1618517409,67115418,CC BY-SA 4.0,https://stackoverflow.com/questions/67115418/handling-images-with-typescript-nextjs,Handling images with Typescript - NextJS,,,,
1581,"['reactjs', 'typescript', 'gatsby', 'reach-router']","{'account_id': 266173, 'reputation': 14415, 'user_id': 553609, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/c0eacc2216ee78427fa0774c5ae419bf?s=256&d=identicon&r=PG', 'display_name': 'Mathias Lykkegaard Lorenzen', 'link': 'https://stackoverflow.com/users/553609/mathias-lykkegaard-lorenzen'}",False,50,,0,0,1618552955,1618492946,67109306,CC BY-SA 4.0,https://stackoverflow.com/questions/67109306/gatsby-v2-is-ruining-my-client-side-route,Gatsby V2 is ruining my client-side route,,,,
1582,"['javascript', 'node.js', 'typescript', 'promise', 'cucumberjs']","{'account_id': 19534581, 'reputation': 141, 'user_id': 14293624, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-6NLzTBCHeTg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_Nqn_eV2W2RBWpo99AUnZtQD1QA/photo.jpg?sz=256', 'display_name': 'Raul_M', 'link': 'https://stackoverflow.com/users/14293624/raul-m'}",True,3813,,1,0,1618552775,1618382362,67086671,CC BY-SA 4.0,https://stackoverflow.com/questions/67086671/function-uses-multiple-asynchronous-interfaces-promise-mapseries,function uses multiple asynchronous interfaces Promise MapSeries,1618552414.0,,,
1583,"['javascript', 'typescript', 'charts', 'echarts']","{'account_id': 1232818, 'reputation': 7144, 'user_id': 1197047, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/17d5b6e1a45e048b1d524845e579bd82?s=256&d=identicon&r=PG&f=1', 'display_name': 'J.K.A.', 'link': 'https://stackoverflow.com/users/1197047/j-k-a'}",False,115,,1,0,1618552335,1618551870,67119716,CC BY-SA 4.0,https://stackoverflow.com/questions/67119716/echarts-showbackground-property-not-working,Echarts showBackground property not working,,,,
1584,"['typescript', 'types', 'self-reference']","{'account_id': 2935320, 'reputation': 31, 'user_id': 2514387, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bbde83ba2ffde2a2700cc34ad6da548?s=256&d=identicon&r=PG', 'display_name': 'ovesco', 'link': 'https://stackoverflow.com/users/2514387/ovesco'}",False,184,,0,1,1618551266,1618551266,67119621,CC BY-SA 4.0,https://stackoverflow.com/questions/67119621/typescript-reference-self-object-keys,Typescript reference self object keys,,,,
1585,"['angular', 'typescript']","{'account_id': 20779779, 'reputation': 23, 'user_id': 15260502, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3I3dCG1mWHw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnOtdoqWU0x9TLBadkmyrlWIekmpQ/s96-c/photo.jpg?sz=256', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/15260502/andy'}",False,99,,1,1,1618549905,1618546358,67118991,CC BY-SA 4.0,https://stackoverflow.com/questions/67118991/angular-components-are-not-updating-if-i-show-in-another-component,Angular Components are not updating if i show in another component,,,,
1586,"['angular', 'typescript']","{'account_id': 1412214, 'reputation': 1376, 'user_id': 1338585, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/sqfbx.gif?s=256&g=1', 'display_name': 'SK.', 'link': 'https://stackoverflow.com/users/1338585/sk'}",True,335,67119240.0,1,0,1618549806,1618545720,67118929,CC BY-SA 4.0,https://stackoverflow.com/questions/67118929/angular-typescript-filter-objects-from-a-list-of-objects,Angular Typescript - Filter objects from a list of objects,,,,
1587,"['typescript', 'typescript-generics']","{'account_id': 5534236, 'reputation': 2098, 'user_id': 4393136, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/743087b8994a5698c3528720c79cbf5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ujjwal Kumar Gupta', 'link': 'https://stackoverflow.com/users/4393136/ujjwal-kumar-gupta'}",False,76,,0,0,1618546937,1618543656,67118695,CC BY-SA 4.0,https://stackoverflow.com/questions/67118695/convert-generic-type-to-enum-in-typescript,Convert generic type to enum in typescript,1618546890.0,,,
1588,"['angular', 'typescript', 'angular-reactive-forms']","{'account_id': 21121468, 'reputation': 5, 'user_id': 15527417, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ca8sySdTekM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucml37qITkcvLxIOH9lHPp6XN2im0w/s96-c/photo.jpg?sz=256', 'display_name': 'Ashish Sharma', 'link': 'https://stackoverflow.com/users/15527417/ashish-sharma'}",False,148,,1,0,1618540458,1618523335,67116440,CC BY-SA 4.0,https://stackoverflow.com/questions/67116440/having-error-object-is-possibly-null-in-typescript-while-working-on-reactive,Having Error &quot;Object is possibly &#39;null&#39; in typescript&quot; while working on reactive form for edit/update,,,,
1589,"['javascript', 'arrays', 'typescript', 'sorting']","{'account_id': 14730644, 'reputation': 530, 'user_id': 10638529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20848ed22bd7b18044711a522a381f01?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luis Berm&#250;dez', 'link': 'https://stackoverflow.com/users/10638529/luis-berm%c3%badez'}",True,1418,,3,3,1618537041,1618513932,67114727,CC BY-SA 4.0,https://stackoverflow.com/questions/67114727/sort-an-array-by-a-boolean-property-in-typescript,sort an array by a boolean property in typescript,1618537041.0,,,
1590,"['javascript', 'angular', 'typescript']","{'account_id': 1073176, 'reputation': 3177, 'user_id': 1071967, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/0ac9b91656bf6d2c151364475972873d?s=256&d=identicon&r=PG', 'display_name': 'Geek', 'link': 'https://stackoverflow.com/users/1071967/geek'}",True,2699,67100799.0,1,2,1618535442,1618436222,67099436,CC BY-SA 4.0,https://stackoverflow.com/questions/67099436/typescript-scroll-position,typescript scroll position,1618521063.0,,,
1591,"['reactjs', 'typescript', 'react-native', 'visual-studio-code']","{'account_id': 8039133, 'reputation': 940, 'user_id': 6061376, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4QOXz.png?s=256&g=1', 'display_name': 'Thomaz Capra', 'link': 'https://stackoverflow.com/users/6061376/thomaz-capra'}",False,668,,1,3,1618535176,1618337009,67080157,CC BY-SA 4.0,https://stackoverflow.com/questions/67080157/change-default-import-file-from-index-ts-to-index-native-ts-react-native,Change default import file from index.ts to index.native.ts [react-native],1618535176.0,,,
1592,"['html', 'node.js', 'typescript', 'handlebars.js']","{'account_id': 14632158, 'reputation': 23, 'user_id': 10567559, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c3b53b97ea08f85aa85f77c0bf691b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jorge Moreira', 'link': 'https://stackoverflow.com/users/10567559/jorge-moreira'}",True,31,67107533.0,1,-1,1618534812,1618484027,67107150,CC BY-SA 4.0,https://stackoverflow.com/questions/67107150/how-to-identify-different-handlebar-templates,How to identify different handlebar templates?,1618534812.0,,,
