,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,locked_date
838,"['javascript', 'function']","{'account_id': 33759, 'reputation': 35159, 'user_id': 94813, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/309b6e38fe3e1f926bfd6de600ce0346?s=256&d=identicon&r=PG', 'display_name': 'Rakesh Juyal', 'link': 'https://stackoverflow.com/users/94813/rakesh-juyal'}",True,2162,,1588914.0,5,8,1312419290,1255961561,1312419290.0,1588891,CC BY-SA 3.0,https://stackoverflow.com/questions/1588891/what-does-return-function-do-in-javascript,What does &quot;return function() { ... }&quot; do in JavaScript?,,,,
839,"['javascript', 'notepad++']","{'account_id': 53552, 'reputation': 451, 'user_id': 160124, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c80f24c390bb7368f35280da7f585651?s=256&d=identicon&r=PG', 'display_name': 'acatalept', 'link': 'https://stackoverflow.com/users/160124/acatalept'}",True,4396,,6926462.0,1,2,1312374575,1256678131,,1633736,CC BY-SA 2.5,https://stackoverflow.com/questions/1633736/notepad-function-list-plugin-javascript-parsing-rules-to-support-nested-funct,Notepad++ Function List plugin: Javascript parsing rules to support nested functions,,,,
840,"['javascript', 'firefox', 'dom', 'firefox-addon']","{'account_id': 27318, 'reputation': 4216, 'user_id': 71976, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/985d1c8b324f7e8c3ad1e05190e7c5af?s=256&d=identicon&r=PG', 'display_name': 'akosch', 'link': 'https://stackoverflow.com/users/71976/akosch'}",True,2918,,1520807.0,1,2,1312348078,1254407090,1254413689.0,1504285,CC BY-SA 2.5,https://stackoverflow.com/questions/1504285/how-to-access-webpage-data-from-a-firefox-extension,How to access webpage data from a firefox extension?,,,,
841,"['javascript', 'html', 'internet-explorer', 'internet-explorer-6']","{'account_id': 562259, 'reputation': 5533, 'user_id': 186852, 'user_type': 'unregistered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/ed9e8043e0a5be1ef60c8a7865f5ed24?s=256&d=identicon&r=PG', 'display_name': 'mp_', 'link': 'https://stackoverflow.com/users/186852/mp'}",True,1856,,1545487.0,2,0,1311327335,1255114246,1311327335.0,1545463,CC BY-SA 3.0,https://stackoverflow.com/questions/1545463/ie6-javascript-hyperlink-not-working,IE6: JavaScript hyperlink not working,,,,
842,"['javascript', 'e-commerce', 'radio-button', 'onchange', 'onfocus']","{'account_id': 57063, 'reputation': 743, 'user_id': 170938, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/1ff3faaab6859c6752688fbd6786baa5?s=256&d=identicon&r=PG', 'display_name': 'Mike B.', 'link': 'https://stackoverflow.com/users/170938/mike-b'}",True,1162,,,2,0,1311270022,1255367130,1311270022.0,1555757,CC BY-SA 3.0,https://stackoverflow.com/questions/1555757/cross-browser-issue-regarding-onchange-onfocus,Cross-Browser Issue Regarding onchange/onfocus,,,,
843,"['javascript', 'internet-explorer', 'google-maps']","{'account_id': 562259, 'reputation': 5533, 'user_id': 186852, 'user_type': 'unregistered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/ed9e8043e0a5be1ef60c8a7865f5ed24?s=256&d=identicon&r=PG', 'display_name': 'mp_', 'link': 'https://stackoverflow.com/users/186852/mp'}",True,4545,,1544559.0,1,3,1311238487,1255102403,1311238487.0,1544518,CC BY-SA 3.0,https://stackoverflow.com/questions/1544518/ie6-doesnt-load-google-maps-api-v3,IE6: Doesn&#39;t load Google Maps API v3,,,,
844,"['javascript', 'jquery', 'dialog', 'tabs']","{'account_id': 63315, 'reputation': 11, 'user_id': 187481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ced9be610315ee7754f92ee66cf179b1?s=256&d=identicon&r=PG', 'display_name': 'guaguanco', 'link': 'https://stackoverflow.com/users/187481/guaguanco'}",True,557,,1610505.0,2,1,1311077602,1255129114,1311077602.0,1546449,CC BY-SA 3.0,https://stackoverflow.com/questions/1546449/modal-dialogs-from-within-a-tabbed-ui-improved-example,Modal dialogs from within a tabbed UI (Improved example),,,,
845,"['c#', 'javascript', '.net', 'asp.net']","{'account_id': 44807, 'reputation': 1041, 'user_id': 131717, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/bb6c83d362192e9f705ba7449e69f31b?s=256&d=identicon&r=PG', 'display_name': 'bean', 'link': 'https://stackoverflow.com/users/131717/bean'}",True,3979,,1543097.0,1,1,1311002542,1255085182,1311002542.0,1543078,CC BY-SA 3.0,https://stackoverflow.com/questions/1543078/include-external-js-file-from-base-page,Include external JS file from base page,,,,
846,"['javascript', 'flash', 'actionscript-3', 'fullscreen', 'mousewheel']","{'account_id': 7722, 'reputation': 4195, 'user_id': 13480, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/e15e012b73d5a144b1d6433be7230a5a?s=256&d=identicon&r=PG', 'display_name': 'Amir', 'link': 'https://stackoverflow.com/users/13480/amir'}",True,2594,,3168614.0,5,9,1310922576,1255566104,,1569681,CC BY-SA 2.5,https://stackoverflow.com/questions/1569681/flash-using-mouse-wheel-events-in-full-screen-mode-windows-and-mac,Flash: Using mouse wheel events in full screen mode (Windows and Mac),,,,
847,"['php', 'javascript', 'authentication']","{'account_id': 880800, 'reputation': 4509, 'user_id': 161562, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/052b76439c54f029a0595f88e3da6659?s=256&d=identicon&r=PG', 'display_name': 'noob', 'link': 'https://stackoverflow.com/users/161562/noob'}",True,1759,,,7,2,1310722507,1255418137,,1558639,CC BY-SA 2.5,https://stackoverflow.com/questions/1558639/closing-browser-after-failing-to-login-3-times,closing browser after failing to login 3 times,,,,
848,"['javascript', 'jquery', 'flash', 'actionscript-3']","{'account_id': 28035, 'reputation': 4403, 'user_id': 74474, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b91c7a89b6ae2bfb195b655ce6b4db8e?s=256&d=identicon&r=PG', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/74474/joe'}",True,280,,,3,0,1310680587,1256074029,1310680587.0,1597416,CC BY-SA 3.0,https://stackoverflow.com/questions/1597416/call-javascript-function-while-playing-an-flv,Call JavaScript function while playing an FLV,,,,
849,"['javascript', 'dom', 'scroll', 'dhtml', 'smooth-scrolling']","{'account_id': 31440, 'reputation': 8314, 'user_id': 86295, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://lh4.googleusercontent.com/-fzwAAK8rf7Y/AAAAAAAAAAI/AAAAAAAAAHo/CXCQv4hajos/photo.jpg?sz=256', 'display_name': 'Your Friend Ken', 'link': 'https://stackoverflow.com/users/86295/your-friend-ken'}",False,3344,,,4,3,1310606240,1256243551,1592644375.0,1609780,CC BY-SA 4.0,https://stackoverflow.com/questions/1609780/scrolling-an-html-page-with-javascript,Scrolling an HTML page with javascript?,,,,
850,"['javascript', 'regex']","{'account_id': 30594, 'reputation': 21483, 'user_id': 83475, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/b295505887122cc6f69500bc9fb77045?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roch', 'link': 'https://stackoverflow.com/users/83475/roch'}",True,1225,,1566579.0,5,1,1310193034,1255529764,1310193034.0,1566544,CC BY-SA 3.0,https://stackoverflow.com/questions/1566544/regular-expression-to-match-phone-numbers-with-country-codes,Regular expression to match phone numbers with country codes,,,,
851,"['javascript', 'html', 'blocking']","{'account_id': 562259, 'reputation': 5533, 'user_id': 186852, 'user_type': 'unregistered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/ed9e8043e0a5be1ef60c8a7865f5ed24?s=256&d=identicon&r=PG', 'display_name': 'mp_', 'link': 'https://stackoverflow.com/users/186852/mp'}",True,6500,,,4,3,1309865582,1255124800,1309801069.0,1546218,CC BY-SA 3.0,https://stackoverflow.com/questions/1546218/how-to-delay-loading-external-js-file-google-analytics,How to delay loading external JS file (Google Analytics)?,,,,
852,['javascript'],"{'account_id': 564120, 'reputation': 1, 'user_id': 195314, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/fa8d8187faaef971e87bd7f22d5b5e97?s=256&d=identicon&r=PG', 'display_name': 'Yrgl', 'link': 'https://stackoverflow.com/users/195314/yrgl'}",True,386,,,2,0,1309647340,1256304971,,1613485,CC BY-SA 2.5,https://stackoverflow.com/questions/1613485/method-is-not-a-function,Method is not a function,,,,
853,"['javascript', 'jquery', 'dom', 'internet-explorer']","{'account_id': 10879, 'reputation': 64919, 'user_id': 20745, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/dc5d9e7efea07afc78d5408680438507?s=256&d=identicon&r=PG', 'display_name': 'friedo', 'link': 'https://stackoverflow.com/users/20745/friedo'}",True,8145,,1651304.0,2,3,1309284050,1256919215,,1650797,CC BY-SA 2.5,https://stackoverflow.com/questions/1650797/setting-name-of-dom-created-element-fails-in-ie-workaround,Setting name of DOM-created element fails in IE -- workaround?,,,,
854,"['javascript', 'jquery']","{'account_id': 880632, 'reputation': 8646, 'user_id': 184362, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/c852412da31623c2b92f47467b57dbfb?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/184362/chris'}",True,1077,,1541539.0,2,0,1309154210,1255055254,1255436351.0,1541529,CC BY-SA 2.5,https://stackoverflow.com/questions/1541529/jquery-autocomplete,Jquery autocomplete,,,,
855,"['javascript', 'dojo', 'contextmenu']","{'account_id': 61232, 'reputation': 305, 'user_id': 182624, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/60fa7bc3e6ec6b27774689322a759365?s=256&d=identicon&r=PG', 'display_name': 'UnableToLoad', 'link': 'https://stackoverflow.com/users/182624/unabletoload'}",False,596,,,1,0,1309118481,1254417056,1254494416.0,1505246,CC BY-SA 2.5,https://stackoverflow.com/questions/1505246/catch-menu-positon-and-edit-menu-after-creation,"catch menu positon, and edit menu after creation",,,,
856,"['javascript', 'synchronization', 'alert']","{'account_id': 565308, 'reputation': 1, 'user_id': 189847, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/530bb828ac4bea3db1a51dbb8212bba8?s=256&d=identicon&r=PG', 'display_name': 'Bhanu', 'link': 'https://stackoverflow.com/users/189847/bhanu'}",False,179,,,1,0,1308798524,1255527053,1308798524.0,1566247,CC BY-SA 3.0,https://stackoverflow.com/questions/1566247/javascript-acts-different-when-test-alert-message-is-present,Javascript: Acts different when test alert message is present,,,,
857,"['javascript', 'inheritance']","{'account_id': 58501, 'reputation': 4027, 'user_id': 175113, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/a3050cae1aa154c87f0241a177871ed0?s=256&d=identicon&r=PG', 'display_name': 'jd.', 'link': 'https://stackoverflow.com/users/175113/jd'}",True,235,,1507336.0,1,2,1308748769,1254445761,1308748769.0,1507321,CC BY-SA 3.0,https://stackoverflow.com/questions/1507321/javascript-inheritance-implementation-question,Javascript inheritance implementation question,,,,
858,"['javascript', 'asp.net-3.5']","{'account_id': 23822, 'reputation': 10076, 'user_id': 60002, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/14ced7c2f0a68cbdd6d6a7ab63c969e5?s=256&d=identicon&r=PG', 'display_name': 'Melursus', 'link': 'https://stackoverflow.com/users/60002/melursus'}",True,1261,,1554732.0,2,0,1308671975,1255355294,1308671975.0,1554688,CC BY-SA 3.0,https://stackoverflow.com/questions/1554688/asp-net-redirect-if-javascript-is-not-enabled,Asp.Net - Redirect if JavaScript is not enabled,,,,
859,"['javascript', 'jquery']","{'account_id': 39982, 'reputation': 31393, 'user_id': 115608, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/50347af8e4c65e93c3ec5328295216b1?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/115608/mark'}",True,380,,1640030.0,6,2,1308332081,1256762798,,1640004,CC BY-SA 2.5,https://stackoverflow.com/questions/1640004/javascript-running-a-function-under-another-function,javascript Running a function under another function,,,,
860,"['javascript', 'double', 'hex', 'ieee-754']","{'account_id': 24093, 'reputation': 80488, 'user_id': 61027, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4d5cf9b8d40af8083b1797aa7c5f3de9?s=256&d=identicon&r=PG', 'display_name': 'Nosredna', 'link': 'https://stackoverflow.com/users/61027/nosredna'}",True,5770,,1597924.0,3,9,1308157819,1256078250,1256080207.0,1597709,CC BY-SA 2.5,https://stackoverflow.com/questions/1597709/convert-a-string-with-a-hex-representation-of-an-ieee-754-double-into-javascript,Convert a string with a hex representation of an IEEE-754 double into JavaScript numeric variable,,,,
861,"['php', 'javascript', 'html-select']","{'user_type': 'does_not_exist', 'display_name': 'lackingpregmatch'}",False,532,,,1,0,1308130999,1254860354,,1527881,CC BY-SA 2.5,https://stackoverflow.com/questions/1527881/multiple-select-values-error,multiple select values error,,,,
862,"['javascript', 'jquery']","{'account_id': 29402, 'reputation': 4860, 'user_id': 79435, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/0949504ab705ea86dd931f90cb224cda?s=256&d=identicon&r=PG', 'display_name': 'Wondering', 'link': 'https://stackoverflow.com/users/79435/wondering'}",False,326,,,2,0,1308116577,1255346182,1255351603.0,1553994,CC BY-SA 2.5,https://stackoverflow.com/questions/1553994/ajax-call-not-working-in-ie7-and-ff,Ajax call not working in IE7 and FF,,,,
863,"['javascript', 'jquery', 'ajax', 'encoding']","{'account_id': 33478, 'reputation': 1651, 'user_id': 93773, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/8fb1979189490530ac6671f659f3519e?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/93773/matt'}",True,5303,,,2,8,1307719540,1256878425,,1648066,CC BY-SA 2.5,https://stackoverflow.com/questions/1648066/i-cant-change-http-request-header-content-type-value-using-jquery,I can&#39;t change HTTP request header Content-Type value using jQuery,,,,
864,"['javascript', 'image-replacement']","{'user_type': 'does_not_exist', 'display_name': 'user184625'}",True,2372,,1522678.0,3,2,1307708487,1254779619,1307708487.0,1522603,CC BY-SA 3.0,https://stackoverflow.com/questions/1522603/image-change-on-link-click-without-hardcoding-locations,Image change on link click without hardcoding locations?,,,,
865,"['javascript', 'html', 'npapi']","{'account_id': 57248, 'reputation': 90542, 'user_id': 171461, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/26eb5bb9dd2ccd72e2ccdc112ad1d050?s=256&d=identicon&r=PG', 'display_name': 'jldupont', 'link': 'https://stackoverflow.com/users/171461/jldupont'}",True,1015,,1657736.0,2,2,1307645129,1256262904,,1611034,CC BY-SA 2.5,https://stackoverflow.com/questions/1611034/npapi-is-there-a-way-to-generate-an-event-to-js,NPAPI: is there a way to generate an event to JS?,,,,
866,"['javascript', 'asp.net-mvc']","{'account_id': 20668, 'reputation': 13576, 'user_id': 49632, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/4fc32cd12049befa83b453b42184d3a7?s=256&d=identicon&r=PG', 'display_name': 'zsharp', 'link': 'https://stackoverflow.com/users/49632/zsharp'}",True,8011,,1628035.0,3,5,1307346086,1256602016,1307346086.0,1628008,CC BY-SA 3.0,https://stackoverflow.com/questions/1628008/type-is-undefined-mvc-ajax-script,Type is undefined MVC AJAX Script,,,,
867,"['javascript', 'ajax', 'dialog', 'fbjs']","{'account_id': 563803, 'reputation': 1917, 'user_id': 168636, 'user_type': 'unregistered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/20d68c7f8288fcfbb04396ceac001d27?s=256&d=identicon&r=PG', 'display_name': 'Chris Barnhill', 'link': 'https://stackoverflow.com/users/168636/chris-barnhill'}",False,364,,,1,0,1306945026,1256167958,,1604231,CC BY-SA 2.5,https://stackoverflow.com/questions/1604231/need-some-help-synching-outer-loop-counter-with-dialog-onconfirm,Need some help synch&#39;ing outer loop counter with dialog.onconfirm(),,,,
868,"['javascript', 'jquery', 'jquery-plugins']","{'account_id': 60175, 'reputation': 42549, 'user_id': 179855, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/eedd5a37effb5bdd4bbd71ea86aef617?s=256&d=identicon&r=PG', 'display_name': 'Mohit Jain', 'link': 'https://stackoverflow.com/users/179855/mohit-jain'}",True,4683,,1692403.0,2,0,1306621253,1255422768,1306621253.0,1558917,CC BY-SA 3.0,https://stackoverflow.com/questions/1558917/how-to-call-generate-nyro-modal-pop-up-using-javascript,How to call/generate nyro modal pop up using javascript,,,,
869,"['javascript', 'jquery', 'jquery-ui', 'accordion']","{'account_id': 562373, 'reputation': 63, 'user_id': 189326, 'user_type': 'unregistered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/67b1f788e7507646517eaa435fd571cf?s=256&d=identicon&r=PG', 'display_name': 'Lance', 'link': 'https://stackoverflow.com/users/189326/lance'}",True,1016,,1626754.0,2,0,1305659447,1256583991,1305659447.0,1626726,CC BY-SA 3.0,https://stackoverflow.com/questions/1626726/open-an-accordion-panel-with-a-function,Open an accordion panel with a function,,,,
870,"['javascript', 'jquery', 'jquery-plugins', 'escaping']","{'account_id': 42998, 'reputation': 4008, 'user_id': 125491, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/4b9f277002205596f309b09406f2eaa5?s=256&d=identicon&r=PG', 'display_name': 'hdx', 'link': 'https://stackoverflow.com/users/125491/hdx'}",False,433,,,1,1,1305575205,1254788931,,1523060,CC BY-SA 2.5,https://stackoverflow.com/questions/1523060/jquery-taconite-selector-with-character-that-needs-to-be-escaped,Jquery taconite selector with character that needs to be escaped,,,,
871,['javascript'],"{'account_id': 34302, 'reputation': 525, 'user_id': 96828, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://www.gravatar.com/avatar/aad253733cae829cb69f29f472c65b68?s=256&d=identicon&r=PG', 'display_name': 'user96828', 'link': 'https://stackoverflow.com/users/96828/user96828'}",False,759,,,1,0,1305149657,1254367135,,1501728,CC BY-SA 2.5,https://stackoverflow.com/questions/1501728/close-a-js-lightbox-type-overlay,close a js &#39;lightbox&#39; type overlay,,,,
872,"['javascript', 'internet-explorer', 'popup', 'window']","{'account_id': 561976, 'reputation': 312, 'user_id': 175512, 'user_type': 'unregistered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/17dec573ca4b6b5411747ec659a1b446?s=256&d=identicon&r=PG', 'display_name': 'Slevin', 'link': 'https://stackoverflow.com/users/175512/slevin'}",True,1840,,1540239.0,3,2,1305025929,1255031384,1255032339.0,1540028,CC BY-SA 2.5,https://stackoverflow.com/questions/1540028/javascript-popup-ie-error,Javascript Popup IE Error,,,,
873,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'Usman Ajmal'}",False,430,,,2,0,1304590622,1254384954,,1502575,CC BY-SA 2.5,https://stackoverflow.com/questions/1502575/how-to-overlay-a-small-page-on-a-html-page,How to overlay a small page on a html page?,,,,
874,"['javascript', 'jquery', 'internet-explorer-8']","{'account_id': 42212, 'reputation': 3090, 'user_id': 122929, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/05e3046e0750deab388a361b83c324d8?s=256&d=identicon&r=PG', 'display_name': 'Andrew Song', 'link': 'https://stackoverflow.com/users/122929/andrew-song'}",True,1668,,1618782.0,4,2,1304517172,1255634221,1495540074.0,1574462,CC BY-SA 3.0,https://stackoverflow.com/questions/1574462/disabling-ie8-accelerators-for-an-entire-site,Disabling IE8 accelerators for an entire site,,,,
875,['javascript'],"{'account_id': 66183, 'reputation': 13460, 'user_id': 194328, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/pARzA.jpg?s=256&g=1', 'display_name': 'RKh', 'link': 'https://stackoverflow.com/users/194328/rkh'}",True,422,,1605782.0,2,1,1304365889,1256199964,1304365889.0,1605748,CC BY-SA 3.0,https://stackoverflow.com/questions/1605748/how-to-call-the-function-in-this-file,How to call the function in this file?,,,,
876,"['javascript', 'jquery', 'rdf']","{'account_id': 65671, 'reputation': 1191, 'user_id': 193112, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8c9b849a977448b9a577ad587e6aef91?s=256&d=identicon&r=PG&f=1', 'display_name': 'brinxmat', 'link': 'https://stackoverflow.com/users/193112/brinxmat'}",True,6660,,1596207.0,4,9,1303383133,1256044813,,1594566,CC BY-SA 2.5,https://stackoverflow.com/questions/1594566/jquery-javascript-rdf-plugin,JQuery/Javascript RDF plugin,,,,
877,"['javascript', 'jquery', 'jquery-ui', 'grails', 'modal-dialog']","{'account_id': 565683, 'reputation': 1, 'user_id': 198995, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/f4f082647fcd4632cc9710ccfaacf977?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/198995/david'}",True,2545,,,2,0,1303350610,1256828687,,1644365,CC BY-SA 2.5,https://stackoverflow.com/questions/1644365/closing-a-jquery-modal-dialog-from-a-remote-page,Closing a jquery modal dialog from a remote page,,,,
878,"['javascript', 'internet-explorer']","{'account_id': 47377, 'reputation': 16349, 'user_id': 140293, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3c685de098530e0cdb6934228603651b?s=256&d=identicon&r=PG', 'display_name': 'Nico Burns', 'link': 'https://stackoverflow.com/users/140293/nico-burns'}",True,5869,,1550759.0,1,0,1302898784,1255267216,1302898784.0,1550678,CC BY-SA 3.0,https://stackoverflow.com/questions/1550678/javascript-dynamically-add-onkeypress-event-in-ie,Javascript: dynamically add onkeypress event in ie,,,,
879,"['com', 'javascript', 'ipod', 'itunes-sdk']","{'account_id': 39920, 'reputation': 5219, 'user_id': 115385, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/554cf2014df70e8e0fbbcfbf7d1be3a0?s=256&d=identicon&r=PG', 'display_name': 'detj', 'link': 'https://stackoverflow.com/users/115385/detj'}",False,1364,,,2,2,1302808228,1256672654,,1633215,CC BY-SA 2.5,https://stackoverflow.com/questions/1633215/need-an-explanation-on-itunes-com-persistent-id-is-the-id-for-a-track-same-when,Need an explanation on iTunes COM persistent ID. Is the ID for a track same when its transferred to an iPod?,,,,
880,['javascript'],"{'account_id': 28890, 'reputation': 11035, 'user_id': 77538, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/e3d899fdf49a550207763d2454304de0?s=256&d=identicon&r=PG', 'display_name': 'Achilles', 'link': 'https://stackoverflow.com/users/77538/achilles'}",True,728,,1566827.0,3,0,1302505833,1255530808,1495542570.0,1566691,,https://stackoverflow.com/questions/1566691/persisting-client-side-data-using-javascript,Persisting client side data using JavaScript?,1503002344.0,Duplicate,,
881,"['javascript', 'regex', 'dom', 'utf-8', 'xss']","{'account_id': 93251, 'reputation': 5127, 'user_id': 255239, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ecbf0e2d1688d3aaba3d54818a972579?s=256&d=identicon&r=PG', 'display_name': 'bucabay', 'link': 'https://stackoverflow.com/users/255239/bucabay'}",True,6835,,1628236.0,3,0,1302268539,1256604815,,1628185,CC BY-SA 2.5,https://stackoverflow.com/questions/1628185/javascript-dom-xss-injection-validation,JavaScript DOM XSS Injection validation,,,,
882,"['javascript', 'jquery', 'url', 'parsing']","{'account_id': 61278, 'reputation': 61, 'user_id': 182714, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/744ba61d454344793c00f44ed1432fe1?s=256&d=identicon&r=PG', 'display_name': 'Rick', 'link': 'https://stackoverflow.com/users/182714/rick'}",True,198,,,3,0,1302121353,1254425029,1254429145.0,1505945,CC BY-SA 2.5,https://stackoverflow.com/questions/1505945/how-do-i-retrieve-several-hex-values-that-are-included-in-a-a-url-query-string-u,How do I retrieve several hex values that are included in a a URL query string using jQuery?,,,,
883,"['javascript', 'outlook', 'calendar']","{'account_id': 566739, 'reputation': 31, 'user_id': 193953, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/92d1bafa441c8382c67f130594c80f76?s=256&d=identicon&r=PG', 'display_name': 'Novinite', 'link': 'https://stackoverflow.com/users/193953/novinite'}",False,2290,,,1,0,1301539661,1256219509,,1607377,CC BY-SA 2.5,https://stackoverflow.com/questions/1607377/js-calendar-outlook-control,JS Calendar Outlook control,,,,
884,"['javascript', 'asp.net']","{'account_id': 23183, 'reputation': 18261, 'user_id': 57883, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/9f4a12b955cb61fcf67b031040f7da51?s=256&d=identicon&r=PG', 'display_name': 'Maslow', 'link': 'https://stackoverflow.com/users/57883/maslow'}",True,238,,1602414.0,1,3,1301434258,1256145405,1301434258.0,1602255,CC BY-SA 2.5,https://stackoverflow.com/questions/1602255/can-you-put-a-preprocessor-or-todo-asp-net-tag-in-an-aspx-source-javascript,Can you put a preprocessor or TODO ASP.NET tag in an aspx source JavaScript?,,,,
885,"['javascript', 'silverlight-3.0']","{'account_id': 25502, 'reputation': 994, 'user_id': 65563, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/EmkW0.jpg?s=256&g=1', 'display_name': 'bperreault', 'link': 'https://stackoverflow.com/users/65563/bperreault'}",True,2334,,2247840.0,2,1,1301398318,1256761108,1301398318.0,1639862,CC BY-SA 2.5,https://stackoverflow.com/questions/1639862/javascript-to-silverlight-when-silverlight-instantiated-with-object-tag,Javascript to Silverlight when Silverlight instantiated with object tag,,,,
886,"['javascript', 'internet-explorer']","{'account_id': 9912, 'reputation': 5523, 'user_id': 18494, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/c7874a4682d547b17543476272725198?s=256&d=identicon&r=PG', 'display_name': 'Roy Tang', 'link': 'https://stackoverflow.com/users/18494/roy-tang'}",True,664,,1561254.0,3,1,1301283427,1255164360,,1547415,CC BY-SA 2.5,https://stackoverflow.com/questions/1547415/how-to-handle-ie-select-onchange-and-ajax-requests,how to handle IE select onchange and ajax requests,,,,
887,"['javascript', 'safari', 'range']","{'account_id': 63225, 'reputation': 52831, 'user_id': 187291, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7b727a03622f0f926d8ea1c2b30ee800?s=256&d=identicon&r=PG', 'display_name': 'user187291', 'link': 'https://stackoverflow.com/users/187291/user187291'}",True,381,,5430100.0,1,1,1301041673,1255528953,,1566435,CC BY-SA 2.5,https://stackoverflow.com/questions/1566435/safari-get-the-word-under-the-mouse-pointer,safari: get the word under the mouse pointer,,,,
