,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
1527,"['javascript', 'xcode', 'uiwebview']","{'account_id': 185336, 'reputation': 810, 'user_id': 421964, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/MAbpj.jpg?s=256&g=1', 'display_name': 'Antonio Giarrusso', 'link': 'https://stackoverflow.com/users/421964/antonio-giarrusso'}",True,1078,1,1,1298570071,1281977941,1298570071.0,3495412,CC BY-SA 2.5,https://stackoverflow.com/questions/3495412/how-to-modify-javascript-in-a-uiwebview-programmatically,How to modify JavaScript in a UIWebView programmatically?,,3495527.0,,,,,
1528,"['javascript', 'jquery', 'picasa']","{'account_id': 643887, 'reputation': 11, 'user_id': 428655, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/be6f909ba48252bc88a6ab8595bc4761?s=256&d=identicon&r=PG', 'display_name': 'davidagnino', 'link': 'https://stackoverflow.com/users/428655/davidagnino'}",True,359,1,1,1298561259,1282583561,1298561259.0,3549946,CC BY-SA 2.5,https://stackoverflow.com/questions/3549946/how-to-dynamically-delete-a-div-and-clear-the-memory-so-i-could-add-a-new-div-wi,How to dynamically delete a div and clear the memory so I could add a new div with the same ID but different content using jQuery?,,,,,,,
1529,"['javascript', 'web-applications', 'html', 'widget']","{'account_id': 183221, 'reputation': 15, 'user_id': 418471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/181615d303c59258036d77fd97ed5ff7?s=256&d=identicon&r=PG', 'display_name': 'Jake Ruges', 'link': 'https://stackoverflow.com/users/418471/jake-ruges'}",False,94,1,0,1298307156,1281957465,,3492619,CC BY-SA 2.5,https://stackoverflow.com/questions/3492619/how-to-set-css-property-when-developing-for-the-vodafone-mwp,How to set CSS property when developing for the Vodafone MWP?,,,,,,,
1530,"['javascript', 'internet-explorer', 'mouseevent']","{'account_id': 146825, 'reputation': 91, 'user_id': 357535, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/421da930a54ce65201bb14da7f749963?s=256&d=identicon&r=PG', 'display_name': 'user357535', 'link': 'https://stackoverflow.com/users/357535/user357535'}",False,762,2,0,1298037183,1281011578,1281015057.0,3414683,CC BY-SA 2.5,https://stackoverflow.com/questions/3414683/javascript-mouse-position-problem,Javascript mouse position problem,,,,,,,
1531,['javascript'],"{'account_id': 40839, 'reputation': 6439, 'user_id': 118513, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/2c2d9b641cdb85f9a509c98a0fc375b3?s=256&d=identicon&r=PG', 'display_name': 'Villager', 'link': 'https://stackoverflow.com/users/118513/villager'}",True,5165,3,5,1297957200,1281991236,,3497133,CC BY-SA 2.5,https://stackoverflow.com/questions/3497133/handling-the-enter-return-key-in-chrome,Handling the &quot;Enter&quot; / &quot;Return&quot; key in Chrome,,3497173.0,,,,,
1532,"['javascript', 'html', 'tinymce', 'wysiwyg']","{'account_id': 151241, 'reputation': 122903, 'user_id': 364969, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/79e7cefc9e7deb0e0bf422baa1a38a2c?s=256&d=identicon&r=PG', 'display_name': 'Walker', 'link': 'https://stackoverflow.com/users/364969/walker'}",True,1969,1,1,1297939556,1282706956,,3562677,CC BY-SA 2.5,https://stackoverflow.com/questions/3562677/tinymce-not-displaying-bullet-points-from-copypaste,TinyMCE not displaying bullet points from copy+paste?,,5027886.0,,,,,
1533,"['javascript', 'jquery', 'cookies', 'if-statement']","{'account_id': 174535, 'reputation': 17643, 'user_id': 403965, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/f7e9033f2cf744ab17c15886fe1509df?s=256&d=identicon&r=PG', 'display_name': 'Qcom', 'link': 'https://stackoverflow.com/users/403965/qcom'}",False,396,1,0,1297785760,1282537674,,3544747,CC BY-SA 2.5,https://stackoverflow.com/questions/3544747/setting-a-cookie-to-prevent-music-from-playing,Setting a cookie to prevent music from playing,,,,,,,
1534,"['javascript', 'iframe', 'facebook-iframe']","{'account_id': 86145, 'reputation': 1618, 'user_id': 239768, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/1d9cbde6701cb78fdd8d8e4114a70439?s=256&d=identicon&r=PG', 'display_name': 'a1anm', 'link': 'https://stackoverflow.com/users/239768/a1anm'}",False,854,1,0,1297664680,1282244687,1282244906.0,3525278,CC BY-SA 2.5,https://stackoverflow.com/questions/3525278/identify-and-remove-frame-busting-code,Identify and Remove Frame Busting Code?,,,,,,,
1535,"['javascript', 'scripting', 'protocols']","{'account_id': 58376, 'reputation': 14344, 'user_id': 174774, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/dab796fe601fb6c339bf57f46c3b4b1b?s=256&d=identicon&r=PG', 'display_name': 'Trav L', 'link': 'https://stackoverflow.com/users/174774/trav-l'}",True,1171,1,2,1297599651,1280984396,,3411875,CC BY-SA 2.5,https://stackoverflow.com/questions/3411875/how-to-detect-whether-a-protocol-is-supported-through-web-browser,How to detect whether a protocol is supported through web browser?,,3412219.0,,,,,
1536,"['javascript', 'jquery', 'lightbox']","{'account_id': 179692, 'reputation': 1205, 'user_id': 412520, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/11981e443eb1b985acf650185a66cdb6?s=256&d=identicon&r=PG', 'display_name': 'Christian Benincasa', 'link': 'https://stackoverflow.com/users/412520/christian-benincasa'}",True,2203,1,2,1297599579,1281052409,1281064714.0,3420056,CC BY-SA 2.5,https://stackoverflow.com/questions/3420056/dynamic-links-and-jquery-lightbox-issue-loading-image-in-lightbox-completely,Dynamic Links and jQuery Lightbox issue : Loading image in lightbox...completely stumped!,,3420075.0,,,,,
1537,"['javascript', 'jquery', 'progressive-enhancement']","{'account_id': 88550, 'reputation': 8024, 'user_id': 244826, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/80fa81938a6d1df92cd101d7fe997a71?s=256&d=identicon&r=PG', 'display_name': 'Sonny', 'link': 'https://stackoverflow.com/users/244826/sonny'}",True,549,1,1,1297353985,1281547948,1297353985.0,3461152,CC BY-SA 2.5,https://stackoverflow.com/questions/3461152/progressive-enhancement-and-initial-display-state,Progressive Enhancement and Initial Display State,,3461196.0,,,,,
1538,"['javascript', 'html', 'internet-explorer', 'google-maps-api-3', 'printing-web-page']","{'account_id': 42921, 'reputation': 4574, 'user_id': 125222, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/b801d7473e1d5aaeb8d0715dbc35e2db?s=256&d=identicon&r=PG', 'display_name': 'benjy', 'link': 'https://stackoverflow.com/users/125222/benjy'}",True,1808,1,0,1297204939,1282317179,,3532234,CC BY-SA 2.5,https://stackoverflow.com/questions/3532234/printing-api-generated-google-maps-from-internet-explorer,Printing API-Generated Google Maps from Internet Explorer,,4936330.0,,,,,
1539,"['javascript', 'wordpress', 'cdata', 'disqus']","{'account_id': 133834, 'reputation': 7496, 'user_id': 335514, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/bb782ba7adb3816391c8be65f9e66639?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/335514/jason'}",True,1068,1,0,1297198496,1281063560,1281109546.0,3420746,CC BY-SA 2.5,https://stackoverflow.com/questions/3420746/wordpress-disqus-error-with-custom-page-template,Wordpress - Disqus error with custom page template,,3425541.0,,,,,
1540,"['javascript', 'string', 'compression']","{'account_id': 135732, 'reputation': 40807, 'user_id': 338803, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2b99fb33f647bc77b3d4a55a31402882?s=256&d=identicon&r=PG', 'display_name': 'sje397', 'link': 'https://stackoverflow.com/users/338803/sje397'}",True,4789,3,7,1297156169,1281844617,1282138456.0,3486136,CC BY-SA 2.5,https://stackoverflow.com/questions/3486136/javascript-string-compression,Javascript string compression,,3535077.0,,,,,
1541,"['javascript', 'json', 'jquery']","{'account_id': 183153, 'reputation': 111, 'user_id': 418361, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3056578065fa111b46003c01614fb421?s=256&d=identicon&r=PG', 'display_name': 'user418361', 'link': 'https://stackoverflow.com/users/418361/user418361'}",True,5313,3,11,1297085241,1281614428,1281616901.0,3467366,CC BY-SA 2.5,https://stackoverflow.com/questions/3467366/how-do-i-know-if-a-server-has-jsonp-turned-on,How do I know if a server has JSONP turned on?,,,,,,,
1542,"['javascript', 'web-applications', 'same-origin-policy', 'google-data-api']","{'account_id': 183320, 'reputation': 1213, 'user_id': 418615, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/Ptxnt.png?s=256&g=1', 'display_name': 'Kafkaesque', 'link': 'https://stackoverflow.com/users/418615/kafkaesque'}",True,194,2,1,1297057517,1281628237,,3469535,CC BY-SA 2.5,https://stackoverflow.com/questions/3469535/how-can-google-data-js-client-access-feeds-without-any-same-origin-policy-issue,How can Google Data js-client access feeds without any same-origin-policy issue?,,,,,,,
1543,"['javascript', 'html', 'google-chrome']","{'account_id': 45260, 'reputation': 63245, 'user_id': 133374, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/8337eb6c24313a1e0e81ecae24f20406?s=256&d=identicon&r=PG', 'display_name': 'Albert', 'link': 'https://stackoverflow.com/users/133374/albert'}",False,286,2,0,1297033240,1281816701,1285506528.0,3484924,CC BY-SA 2.5,https://stackoverflow.com/questions/3484924/javascript-using-flattr-api-how-to-wait-until-api-is-loaded,JavaScript: using Flattr API. how to wait until API is loaded?,,,,,,,
1544,"['javascript', 'jquery']","{'account_id': 179245, 'reputation': 11, 'user_id': 411774, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59a6f9b638f38bf83f154fee0e58b83e?s=256&d=identicon&r=PG', 'display_name': 'Barry', 'link': 'https://stackoverflow.com/users/411774/barry'}",True,897,2,1,1296872719,1281000372,,3413364,CC BY-SA 2.5,https://stackoverflow.com/questions/3413364/using-jquery-to-convert-html-tr-tags-to-uppercase-for-string-comparison,using JQuery to convert html tr tags to uppercase for string comparison,,,,,,,
1545,"['javascript', 'iframe', 'internet-explorer-7', 'google-visualization']","{'account_id': 189955, 'reputation': 391, 'user_id': 429603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27176f9c2b4843ec375ad5a85ceac72e?s=256&d=identicon&r=PG', 'display_name': 'Seb Dangerfield', 'link': 'https://stackoverflow.com/users/429603/seb-dangerfield'}",False,486,1,0,1296838053,1282658059,1282731382.0,3557175,CC BY-SA 2.5,https://stackoverflow.com/questions/3557175/top-left-borders-appearing-round-bar-chart-in-ie7-using-google-visualization-api,Top left borders appearing round Bar Chart in IE7 using Google Visualization API,,,,,,,
1546,"['javascript', 'menu', 'drop-down-menu', 'navigation', 'frameset']","{'account_id': 103719, 'reputation': 11, 'user_id': 277644, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67e88fb20a752fe756df2dcd6f15661e?s=256&d=identicon&r=PG', 'display_name': 'Heypy.com', 'link': 'https://stackoverflow.com/users/277644/heypy-com'}",False,173,1,0,1296122362,1283006432,,3591133,CC BY-SA 2.5,https://stackoverflow.com/questions/3591133/how-to-make-auto-pull-down-menu-works-with-frameset,how to make auto pull down menu works with frameset?,,,,,,,
1547,"['javascript', 'windows-desktop-gadgets']","{'account_id': 628966, 'reputation': 265, 'user_id': 384715, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/a5ced96436d7c9fdd16b58d6692ccfb6?s=256&d=identicon&r=PG', 'display_name': 'Mark Cheek', 'link': 'https://stackoverflow.com/users/384715/mark-cheek'}",True,10157,1,1,1296072427,1281617810,1281618880.0,3467849,CC BY-SA 2.5,https://stackoverflow.com/questions/3467849/find-localappdata-path-and-add-new-folder-with-javascript,Find %LocalAppData% path and add new folder with JavaScript,,3538217.0,,,,,
1548,['javascript'],"{'account_id': 643857, 'reputation': 263, 'user_id': 418209, 'user_type': 'unregistered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/7b58deeb4f97411fa667f6f40600e7ea?s=256&d=identicon&r=PG', 'display_name': 'soorajthomas', 'link': 'https://stackoverflow.com/users/418209/soorajthomas'}",False,127,3,0,1296050308,1282053742,,3503231,CC BY-SA 2.5,https://stackoverflow.com/questions/3503231/javascript-event,javascript event,,,,,,,
1549,"['javascript', 'onclick', 'graceful-degradation']","{'account_id': 110322, 'reputation': 185, 'user_id': 291976, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/352a080ab2a7cb2e7cad06f6124513fa?s=256&d=identicon&r=PG', 'display_name': 'Lauren', 'link': 'https://stackoverflow.com/users/291976/lauren'}",True,476,1,0,1296021482,1282597108,,3551654,CC BY-SA 2.5,https://stackoverflow.com/questions/3551654/javascript-error-when-i-switch-to-gracefully-degrading-javascript-zoomimage-n,Javascript error when I switch to gracefully degrading Javascript: zoomImage() not found,,3551671.0,,,,,
1550,"['javascript', 'jquery', 'html', 'dom']","{'account_id': 116298, 'reputation': 226759, 'user_id': 1386886, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/ItXE6.jpg?s=256&g=1', 'display_name': 'jAndy', 'link': 'https://stackoverflow.com/users/1386886/jandy'}",True,1149,3,9,1295970253,1280939319,1280943561.0,3407634,CC BY-SA 2.5,https://stackoverflow.com/questions/3407634/jquerys-data-vs-dom-object-property,jQuerys $.data() vs. DOM Object property,,3407808.0,,,,,
1551,"['javascript', 'ipad', 'youtube', 'fullscreen', 'popover']","{'account_id': 193679, 'reputation': 629, 'user_id': 435566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ccf25af2b34b48ed48cc3def0028567?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/435566/nick'}",False,662,0,1,1295938465,1283235018,,3606448,CC BY-SA 2.5,https://stackoverflow.com/questions/3606448/making-youtube-stop-playing-when-popover-is-dismissed-or-using-javascript-youtu,"Making Youtube Stop Playing When Popover Is Dismissed, Or Using Javascript Youtube Controls",,,,,,,
1552,"['javascript', 'css', 'overlay', 'survey']","{'account_id': 797844, 'reputation': 21, 'user_id': 423662, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/cb088043e58b2ae204892413a3415fb9?s=256&d=identicon&r=PG', 'display_name': 'Sofia', 'link': 'https://stackoverflow.com/users/423662/sofia'}",False,335,1,0,1295920574,1282113279,,3509502,CC BY-SA 2.5,https://stackoverflow.com/questions/3509502/survey-overlay-functionality-for-campaigns,Survey &#39;overlay&#39; functionality for campaigns,,,,,,,
1553,"['javascript', 'jquery', 'fragment-identifier', 'hashchange', 'browser-state']","{'account_id': 646354, 'reputation': 61, 'user_id': 425698, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5d8642c09c82ea0e7daae2d73bfed616?s=256&d=identicon&r=PG', 'display_name': 'aldona', 'link': 'https://stackoverflow.com/users/425698/aldona'}",True,13315,3,2,1295802458,1282248759,1284810060.0,3525810,CC BY-SA 2.5,https://stackoverflow.com/questions/3525810/jquery-window-location-hash-getting-hash-too-late,jQuery &quot;window.location.hash&quot; - getting hash too late?,,,,,,,
1554,"['php', 'javascript', 'cookies', 'autologin']","{'account_id': 65729, 'reputation': 39281, 'user_id': 193251, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/86b0f1f58edb6b31bcb975c1114d1438?s=256&d=identicon&r=PG', 'display_name': 'Jichao', 'link': 'https://stackoverflow.com/users/193251/jichao'}",True,1301,3,0,1295791475,1281959233,1281968260.0,3492776,CC BY-SA 2.5,https://stackoverflow.com/questions/3492776/how-to-implement-an-automatically-login-system-under-php-and-javascript,How to implement an automatically login system under php and javascript?,,3495602.0,,,,,
1555,"['javascript', 'jquery']","{'account_id': 57966, 'reputation': 28629, 'user_id': 173634, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ec698b0083accdf1be56fb0582e070cb?s=256&d=identicon&r=PG', 'display_name': 'ben', 'link': 'https://stackoverflow.com/users/173634/ben'}",True,482,2,0,1295680648,1281107445,1281107527.0,3425105,CC BY-SA 2.5,https://stackoverflow.com/questions/3425105/i-need-to-perform-an-action-based-on-which-radio-button-is-selected-by-jquery,"I need to perform an action based on which radio button is selected (by jQuery), but neither jQuery&#39;s click or change method is doing what I want",,3425130.0,,,,,
1556,"['javascript', 'ipad', 'scroll']","{'account_id': 96511, 'reputation': 8389, 'user_id': 262296, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/684d8dfa52760f1dc8d178012bf6c44c?s=256&d=identicon&r=PG', 'display_name': 'TiansHUo', 'link': 'https://stackoverflow.com/users/262296/tianshuo'}",True,605,1,0,1295560093,1281341282,,3438300,CC BY-SA 2.5,https://stackoverflow.com/questions/3438300/how-do-i-use-javascript-control-ipad-to-scroll-uniformly-without-friction,How do I use javascript control ipad to scroll uniformly (without friction),,4753012.0,,,,,
1557,"['javascript', 'spring-mvc', 'spring-security']","{'account_id': 22143, 'reputation': 5451, 'user_id': 54356, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b0dfaae93d160833756b9e911c309fc1?s=256&d=identicon&r=PG', 'display_name': 'El Guapo', 'link': 'https://stackoverflow.com/users/54356/el-guapo'}",True,190,1,0,1295408632,1282264296,,3527371,CC BY-SA 2.5,https://stackoverflow.com/questions/3527371/change-all-links-on-a-page-to-point-to-login-with-spring-mvc,Change all links on a page to point to login with Spring MVC,,4731537.0,,,,,
1558,"['javascript', 'python', 'ajax', 'qooxdoo']","{'account_id': 184051, 'reputation': 43, 'user_id': 419859, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d70d1fdcfd945ba2a611efdb85f8602e?s=256&d=identicon&r=PG', 'display_name': 'Vinod Vm', 'link': 'https://stackoverflow.com/users/419859/vinod-vm'}",True,488,1,0,1295334105,1281968145,1281968933.0,3493974,CC BY-SA 2.5,https://stackoverflow.com/questions/3493974/getting-started-with-qooxdoo,Getting started with Qooxdoo,,3493994.0,,,,,
1559,"['javascript', 'visual-studio-2008', 'debugging']","{'account_id': 114829, 'reputation': 3430, 'user_id': 301795, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/N6jlv.jpg?s=256&g=1', 'display_name': 'Patrice Cote', 'link': 'https://stackoverflow.com/users/301795/patrice-cote'}",True,256,2,2,1295294299,1281460183,,3451527,CC BY-SA 2.5,https://stackoverflow.com/questions/3451527/javascript-debugging-visual-studio-2008,Javascript debugging Visual studio 2008,,3453554.0,,,,,
1560,"['javascript', 'jquery', 'recursion']","{'account_id': 193990, 'reputation': 61, 'user_id': 436037, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/cfcb53a6ade4103a5d4aa0d3622a2b3b?s=256&d=identicon&r=PG', 'display_name': 'Khuram Javaid', 'link': 'https://stackoverflow.com/users/436037/khuram-javaid'}",True,1154,1,2,1295292974,1282575022,1282640075.0,3548684,CC BY-SA 2.5,https://stackoverflow.com/questions/3548684/jquery-append-closing-tag-before-data,JQuery append closing tag before data,,,,,,,
1561,"['javascript', 'jquery', 'jquery-plugins', 'jqgrid', 'jqgrid-php']","{'account_id': 19588, 'reputation': 54664, 'user_id': 46011, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/b4c7b9374987c46b00b8baa33f601af3?s=256&d=identicon&r=PG', 'display_name': 'JD Isaacks', 'link': 'https://stackoverflow.com/users/46011/jd-isaacks'}",True,1302,1,0,1295279047,1281107875,1592644375.0,3425164,CC BY-SA 4.0,https://stackoverflow.com/questions/3425164/jqgrid-update-selectcommand-at-runtime-and-listen-for-row-select,jqgrid update SelectCommand at runtime and listen for row select?,,3425922.0,,,,,
1562,"['javascript', 'frameworks', 'frame', 'mobile-website', 'smartphone']","{'account_id': 40109, 'reputation': 2587, 'user_id': 116085, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/fe6bb6485b18c054934c1fe5b592e45e?s=256&d=identicon&r=PG', 'display_name': 'Denis Hoctor', 'link': 'https://stackoverflow.com/users/116085/denis-hoctor'}",True,329,4,1,1295018650,1282541472,,3544957,CC BY-SA 2.5,https://stackoverflow.com/questions/3544957/what-javascript-frameworks-are-out-there-for-building-smartphone-websites,What JavaScript frameworks are out there for building smartphone websites?,,3545023.0,,,1282541472.0,,
1563,"['javascript', 'ruby-on-rails', 'forms', 'erb', 'embedded-ruby']","{'account_id': 182742, 'reputation': 435, 'user_id': 417656, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0849d59ea37ba69d3484419fac0ceb86?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stephan1990', 'link': 'https://stackoverflow.com/users/417656/stephan1990'}",True,1180,3,0,1294908620,1281554710,1281772647.0,3462034,CC BY-SA 2.5,https://stackoverflow.com/questions/3462034/erb-doesnt-get-executed-in-javascript-scripts,ERB doesnt get executed in javascript scripts,,3462614.0,,,,,
1564,"['javascript', 'html', 'css']","{'account_id': 47754, 'reputation': 4900, 'user_id': 141552, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/352bbc884389edd57a335e1c7c7a18c6?s=256&d=identicon&r=PG', 'display_name': 'Dmitriy Likhten', 'link': 'https://stackoverflow.com/users/141552/dmitriy-likhten'}",True,3206,2,1,1294749566,1280856220,,3398998,CC BY-SA 2.5,https://stackoverflow.com/questions/3398998/how-to-create-a-scrollable-table-in-google-chrome,How to create a Scrollable Table in Google Chrome,,,,,,,
1565,"['javascript', 'asp.net', 'ajax', 'telerik', 'radwindow']","{'account_id': 62912, 'reputation': 3005, 'user_id': 186584, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/c77166e4c495f60f3e5e337a68639953?s=256&d=identicon&r=PG', 'display_name': 'Andrew Kalashnikov', 'link': 'https://stackoverflow.com/users/186584/andrew-kalashnikov'}",False,2329,1,0,1294733151,1282211638,,3520585,CC BY-SA 2.5,https://stackoverflow.com/questions/3520585/telerik-radscriptmanager-issue-at-radwindow,Telerik. RadScriptManager issue at RadWindow,,,,,,,
1566,"['javascript', 'json', 'bson']","{'account_id': 79263, 'reputation': 87794, 'user_id': 224922, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/0cd3969d4631c7ef1da736d816f1af72?s=256&d=identicon&r=PG', 'display_name': 'never_had_a_name', 'link': 'https://stackoverflow.com/users/224922/never-had-a-name'}",True,1680,3,9,1294729125,1282635182,1282635974.0,3554325,CC BY-SA 2.5,https://stackoverflow.com/questions/3554325/why-is-it-called-bson,Why is it called BSON?,,3554355.0,,,,,
1567,"['javascript', 'firefox', 'firefox-addon', 'xmlhttprequest']","{'account_id': 25621, 'reputation': 21522, 'user_id': 65977, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/e689265ee24e0874ae8a90827c4783e7?s=256&d=identicon&r=PG', 'display_name': 'Tyler', 'link': 'https://stackoverflow.com/users/65977/tyler'}",True,403,1,2,1294602305,1282940205,1283200164.0,3587820,CC BY-SA 2.5,https://stackoverflow.com/questions/3587820/http-channel-implementation-doesnt-support-nsiuploadchannel2-an-extension-has,&quot;Http channel implementation doesn&#39;t support nsIUploadChannel2. An extension has supplied a non-functional http protocol handler&quot;,,4641330.0,,,,,
1568,"['javascript', 'jquery', 'time-format']","{'account_id': 136362, 'reputation': 1010, 'user_id': 339808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b53a23d5b7ee5cc58ced418dcf9bfc40?s=256&d=identicon&r=PG', 'display_name': 'B-Money', 'link': 'https://stackoverflow.com/users/339808/b-money'}",True,632,2,3,1294571231,1282975926,1282977986.0,3589695,CC BY-SA 2.5,https://stackoverflow.com/questions/3589695/what-time-format-is-this-and-how-can-i-reformat-it-using-jquery,What time format is this and how can I reformat it using JQuery?,,3589832.0,,,,,
1569,"['javascript', 'html', 'contenteditable', 'paste', 'wysihat']","{'account_id': 47891, 'reputation': 2663, 'user_id': 142061, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/577be4cba7261dde4126dd5f85c3b39c?s=256&d=identicon&r=PG', 'display_name': 'mixonic', 'link': 'https://stackoverflow.com/users/142061/mixonic'}",True,4173,3,7,1294479347,1282615013,1285219224.0,3553041,CC BY-SA 2.5,https://stackoverflow.com/questions/3553041/how-can-you-catch-a-contenteditable-paste-event,How can you catch a contentEditable paste event?,,,,,,,
1570,"['javascript', 'css', 'syntax', 'html', 'highlighting']","{'account_id': 177064, 'reputation': 5450, 'user_id': 408168, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/5e81af9a78e50d10204ce1f2abb8bd00?s=256&d=identicon&r=PG', 'display_name': 'Alexander', 'link': 'https://stackoverflow.com/users/408168/alexander'}",True,58,1,1,1294352751,1280879844,,3401620,CC BY-SA 2.5,https://stackoverflow.com/questions/3401620/periodically-detecting-specific-strings-inside-of-an-html-element,Periodically detecting specific strings inside of an HTML element,,4620628.0,,,,,
1571,"['javascript', 'jquery', 'variables', 'scope']","{'account_id': 164852, 'reputation': 3775, 'user_id': 387885, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/946877067eaa2881b242e1b6fe6d5673?s=256&d=identicon&r=PG', 'display_name': 'Munzilla', 'link': 'https://stackoverflow.com/users/387885/munzilla'}",True,2054,3,1,1294335606,1281727714,1281728363.0,3480106,CC BY-SA 2.5,https://stackoverflow.com/questions/3480106/problem-passing-integer-variable-into-click-event-in-javascript-and-jquery,Problem passing integer variable into click event in javascript and jquery,,3480113.0,,,,,
1572,"['javascript', 'mouseevent', 'onbeforeunload']","{'account_id': 197653, 'reputation': 797, 'user_id': 441851, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/30406733e1eed5cfb54e4782da4fd4e7?s=256&d=identicon&r=PG', 'display_name': 'BoBoDev', 'link': 'https://stackoverflow.com/users/441851/bobodev'}",False,1349,1,1,1294214809,1282676409,1287391138.0,3560035,CC BY-SA 2.5,https://stackoverflow.com/questions/3560035/get-firefox-mouse-event-on-onbeforeunload-when-it-doesnt-exist,Get Firefox mouse event on onbeforeunload when it doesn&#39;t exist?,,,,,,,
1573,"['php', 'javascript']","{'account_id': 186947, 'reputation': 2081, 'user_id': 424646, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/d4da920d7d32a79b70cdd1eaa934c176?s=256&d=identicon&r=PG', 'display_name': 'Ogugua Belonwu', 'link': 'https://stackoverflow.com/users/424646/ogugua-belonwu'}",False,268,2,1,1294158909,1282181096,1294143060.0,3518056,CC BY-SA 2.5,https://stackoverflow.com/questions/3518056/serious-problem-with-special-characters-and-multi-languages,Serious Problem with special characters and multi-languages,,,,,,,
