,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,community_owned_date,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
1108,"['javascript', 'regex', 'csv']","{'account_id': 5848, 'reputation': 1373, 'user_id': 9615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46051acaffb31bf1f9ce2e0b7baea023?s=256&d=identicon&r=PG', 'display_name': 'Lauri Oherd', 'link': 'https://stackoverflow.com/users/9615/lauri-oherd'}",True,692,,1204614.0,3,,0,1248931857,1248929135,1248929867.0,1204485,CC BY-SA 2.5,https://stackoverflow.com/questions/1204485/how-to-search-csv-string-and-return-a-match-by-using-a-javascript-regex,How to search csv string and return a match by using a Javascript regex,,
1109,"['java', 'javascript', 'tomcat', 'jsf', 'jaas']","{'account_id': 27502, 'reputation': 13529, 'user_id': 72668, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/9b1a2.jpg?s=256&g=1', 'display_name': 'Martlark', 'link': 'https://stackoverflow.com/users/72668/martlark'}",True,2057,,1204053.0,2,,3,1248918084,1248872595,,1200091,CC BY-SA 2.5,https://stackoverflow.com/questions/1200091/jaas-tomcat-login-module-possible-method-to-pass-ip-address,JAAS tomcat login module possible method to pass ip address,,
1110,"['javascript', 'jquery', 'html', 'dialog', 'onclick']","{'account_id': 49314, 'reputation': 7956, 'user_id': 146773, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/f2c9dcd00b4947cd026f6afbfeb137b2?s=256&d=identicon&r=PG', 'display_name': 'matthy', 'link': 'https://stackoverflow.com/users/146773/matthy'}",True,23341,,1203837.0,1,,5,1248914176,1248913934,,1203823,CC BY-SA 2.5,https://stackoverflow.com/questions/1203823/simple-jquery-dialog-but-now-on-click,Simple Jquery Dialog but now on click,,
1111,['javascript'],"{'account_id': 15289, 'reputation': 10210, 'user_id': 32129, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7ee1f4d66d9eac566c0ce96eedc50cfe?s=256&d=identicon&r=PG', 'display_name': 'Christian Nunciato', 'link': 'https://stackoverflow.com/users/32129/christian-nunciato'}",True,1070,,1203776.0,1,,1,1248912799,1248912510,,1203761,CC BY-SA 2.5,https://stackoverflow.com/questions/1203761/is-it-possible-to-detect-when-a-javascript-opened-windows-location-changes,Is it possible to detect when a JavaScript-opened window&#39;s location changes?,,
1112,"['javascript', 'jquery']","{'account_id': 2323, 'reputation': 12207, 'user_id': 3226, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/56e5c12047b131b9a4a2bb4a4556253e?s=256&d=identicon&r=PG', 'display_name': 'Max Schmeling', 'link': 'https://stackoverflow.com/users/3226/max-schmeling'}",True,1581,,1203183.0,2,,0,1248903515,1248902935,1248903515.0,1203170,CC BY-SA 2.5,https://stackoverflow.com/questions/1203170/how-do-i-allow-the-user-to-move-an-absolutely-positioned-div,How do I allow the user to move an absolutely positioned div?,,
1113,"['asp.net', 'javascript', 'master-pages']","{'account_id': 36047, 'reputation': 7447, 'user_id': 102533, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/7c1e34735e0469ad339b6d010bc08d28?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/102533/nick'}",True,91,,,1,,0,1248903515,1248903183,,1203193,CC BY-SA 2.5,https://stackoverflow.com/questions/1203193/repositioning-loading-image,Repositioning loading image,,
1114,"['javascript', 'html', 'variables', 'coding-style']","{'account_id': 49488, 'reputation': 135, 'user_id': 147349, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2cbf875ff36592b38f80411252900797?s=256&d=identicon&r=PG', 'display_name': 'febs', 'link': 'https://stackoverflow.com/users/147349/febs'}",True,206,,1202523.0,5,,0,1248903217,1248895796,,1202509,CC BY-SA 2.5,https://stackoverflow.com/questions/1202509/styling-divs-with-javascript-vars,Styling Divs with Javascript Vars,,
1115,"['javascript', 'jquery', 'ajax']","{'account_id': 45982, 'reputation': 331, 'user_id': 135737, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/973bbe7565ac3c73b482f31b6e7ce722?s=256&d=identicon&r=PG', 'display_name': 'Eliyahu', 'link': 'https://stackoverflow.com/users/135737/eliyahu'}",True,147,,,3,,1,1248902836,1248902246,,1203107,CC BY-SA 2.5,https://stackoverflow.com/questions/1203107/slow-down-code-until-ajax-function-is-over,slow down code until ajax function is over?,,
1116,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'nsf'}",True,337,,,3,,1,1248900779,1248900196,,1202921,CC BY-SA 2.5,https://stackoverflow.com/questions/1202921/list-of-javascript-objects-features-unique-to-a-given-browser,list of javascript objects/features unique to a given browser?,,
1117,"['javascript', 'jquery']","{'account_id': 36719, 'reputation': 4539, 'user_id': 104849, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b155507a2fc8d2a113f765b423dcd729?s=256&d=identicon&r=PG', 'display_name': 'Tony Borf', 'link': 'https://stackoverflow.com/users/104849/tony-borf'}",True,810,,1202625.0,3,,4,1248900470,1248896663,1248900470.0,1202591,CC BY-SA 2.5,https://stackoverflow.com/questions/1202591/jquery-post-and-form-data,Jquery .post and form data,,
1118,"['javascript', 'dom']","{'account_id': 25046, 'reputation': 24061, 'user_id': 64106, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/833262925bd43cb65509d59372d46dbc?s=256&d=identicon&r=PG', 'display_name': 'Nir', 'link': 'https://stackoverflow.com/users/64106/nir'}",True,5420,,,4,,3,1248900402,1248898389,1248900349.0,1202752,CC BY-SA 2.5,https://stackoverflow.com/questions/1202752/injecting-arbitrary-html-string-into-document-javascript-updated,injecting arbitrary HTML string into document (javascript) - updated,,
1119,"['javascript', 'jquery', 'input', 'hidden-field']","{'account_id': 140971, 'reputation': 771, 'user_id': 347662, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/733f4f1845d8657837a4c7071f3df1fd?s=256&d=identicon&r=PG', 'display_name': 'John Stephens', 'link': 'https://stackoverflow.com/users/347662/john-stephens'}",True,4176,,1202652.0,4,,0,1248897338,1248896332,,1202555,CC BY-SA 2.5,https://stackoverflow.com/questions/1202555/javascript-question-how-do-i-duplicate-user-input-into-a-hidden-field,Javascript question: How do I duplicate user input into a hidden field?,,
1120,"['javascript', 'html', 'ajax']","{'account_id': 43161, 'reputation': 13609, 'user_id': 126015, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/5d11472083f0a899276616a936637e67?s=256&d=identicon&r=PG', 'display_name': 'vondip', 'link': 'https://stackoverflow.com/users/126015/vondip'}",True,5906,,1202051.0,2,,0,1248893581,1248890666,,1202012,CC BY-SA 2.5,https://stackoverflow.com/questions/1202012/changing-param-value-of-object-in-html-using-ajax,changing param value of object in html using ajax,,
1121,"['javascript', 'master-pages', 'rendering']","{'user_type': 'does_not_exist', 'display_name': 'Sachit'}",True,2360,,,3,,2,1248889174,1248887877,,1201788,CC BY-SA 2.5,https://stackoverflow.com/questions/1201788/rendering-javascript-in-an-asp-net-master-page-at-a-specific-spot,Rendering Javascript in an asp.net master page at a specific spot,,
1122,"['javascript', 'internet-explorer']","{'account_id': 166770, 'reputation': 1126, 'user_id': 391122, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/63c655bc5282d3f343574aef29de460a?s=256&d=identicon&r=PG', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/391122/jared'}",True,281,,1201638.0,2,,0,1248887598,1248886303,1248886838.0,1201618,CC BY-SA 2.5,https://stackoverflow.com/questions/1201618/ie7-complaining-about-label-id-in-javascript,IE7 complaining about label ID in javascript,,
1123,"['javascript', 'browser']","{'account_id': 5313, 'reputation': 25136, 'user_id': 8482, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/248a3c4ba8f2972427222d46954f9c1c?s=256&d=identicon&r=PG', 'display_name': 'interstar', 'link': 'https://stackoverflow.com/users/8482/interstar'}",True,509,,,2,,1,1248886001,1248874685,1495540980.0,1200344,CC BY-SA 3.0,https://stackoverflow.com/questions/1200344/where-do-browsers-store-dynamically-downloaded-javascript,Where do browsers store dynamically downloaded Javascript?,,
1124,"['asp.net', 'javascript', 'jquery', 'ajax', 'jquery-plugins']","{'user_type': 'does_not_exist', 'display_name': 'Austin'}",True,679,,,2,,2,1248883567,1248808176,,1196147,CC BY-SA 2.5,https://stackoverflow.com/questions/1196147/javascript-menu-onblur-issue,Javascript Menu OnBlur Issue,,
1125,"['javascript', 'regex']","{'account_id': 27848, 'reputation': 4423, 'user_id': 73901, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/73918145885877c3652e4aeba58901c6?s=256&d=identicon&r=PG', 'display_name': 'MacAnthony', 'link': 'https://stackoverflow.com/users/73901/macanthony'}",True,267,,1200714.0,2,,0,1248882883,1248877885,,1200700,CC BY-SA 2.5,https://stackoverflow.com/questions/1200700/regular-expression-to-only-grab-date,Regular Expression to only grab date,,
1126,"['javascript', 'jquery']","{'account_id': 45683, 'reputation': 1233, 'user_id': 134779, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/c0f1a5e48c670672c04689926976154b?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/134779/nick'}",True,1132,,1200827.0,4,,1,1248878947,1248877920,,1200704,CC BY-SA 2.5,https://stackoverflow.com/questions/1200704/check-that-the-user-is-entering-a-time-format-eg-1300,Check that the user is entering a time format? eg 13:00,,
1127,"['java', 'javascript', 'google-app-engine', 'google-maps', 'maps']","{'account_id': 47576, 'reputation': 12347, 'user_id': 140962, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/ttvCS.jpg?s=256&g=1', 'display_name': 'JGC', 'link': 'https://stackoverflow.com/users/140962/jgc'}",True,91,,1199630.0,3,,0,1248878858,1248864584,,1199376,CC BY-SA 2.5,https://stackoverflow.com/questions/1199376/using-google-map-after-logging,using google map after logging,,
1128,"['javascript', 'google-maps', 'geocoding']","{'account_id': 7127, 'reputation': 30623, 'user_id': 12243, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1a5f5acdb6ebd04eaca03b820fa907ce?s=256&d=identicon&r=PG', 'display_name': 'Malfist', 'link': 'https://stackoverflow.com/users/12243/malfist'}",True,2830,,1093799.0,4,,0,1248876753,1246989001,1592644375.0,1093776,CC BY-SA 4.0,https://stackoverflow.com/questions/1093776/how-can-i-fix-this-javascript-syntax-error,How can I fix this JavaScript syntax error?,,
1129,"['asp.net', 'javascript', 'controls']","{'account_id': 30297, 'reputation': 7415, 'user_id': 82541, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/5006681d8215ba06afd5987a20573b9e?s=256&d=identicon&r=PG', 'display_name': 'Blake Blackwell', 'link': 'https://stackoverflow.com/users/82541/blake-blackwell'}",True,586,,1200364.0,1,,2,1248874868,1248797122,,1195121,CC BY-SA 2.5,https://stackoverflow.com/questions/1195121/asp-net-ajax-server-control-detecting-instantiation-of-control,ASP.NET AJAX Server Control - Detecting Instantiation of Control,,
1130,"['javascript', 'syntax-highlighting']","{'account_id': 1587, 'reputation': 42164, 'user_id': 2128, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9e896c8c1ffcf716f2593ec0ed672140?s=256&d=identicon&r=PG&f=1', 'display_name': 'The.Anti.9', 'link': 'https://stackoverflow.com/users/2128/the-anti-9'}",True,149,,1198665.0,4,,0,1248874811,1248853784,,1198635,CC BY-SA 2.5,https://stackoverflow.com/questions/1198635/finding-beginning-and-end-quotations,Finding beginning and end quotations,,
1131,"['javascript', 'scope', 'javascript-objects']","{'account_id': 26307, 'reputation': 646, 'user_id': 68332, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6ff06a908ab438322d7f8ea4919e7c9d?s=256&d=identicon&r=PG', 'display_name': 'tombazza', 'link': 'https://stackoverflow.com/users/68332/tombazza'}",True,1653,,1199255.0,3,,0,1248871586,1248862934,,1199241,CC BY-SA 2.5,https://stackoverflow.com/questions/1199241/javascript-convert-string-to-value-of-predefined-variable,JavaScript: Convert string to value of predefined variable,,
1132,"['javascript', 'html', 'flash', 'swfobject', 'filepath']","{'account_id': 876397, 'reputation': 47, 'user_id': 142857, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8950633fa966e0994725e69aec2b1679?s=256&d=identicon&r=PG', 'display_name': 'Stoffer', 'link': 'https://stackoverflow.com/users/142857/stoffer'}",True,3191,,1199570.0,1,,0,1248869749,1248866626,,1199539,CC BY-SA 2.5,https://stackoverflow.com/questions/1199539/how-can-i-make-the-relative-paths-to-js-swf-files-in-html-work,How can I make the relative paths to JS &amp; SWF files in HTML work?,,
1133,"['javascript', 'jquery', 'firefox', 'yui', 'firebug']","{'account_id': 5313, 'reputation': 25136, 'user_id': 8482, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/248a3c4ba8f2972427222d46954f9c1c?s=256&d=identicon&r=PG', 'display_name': 'interstar', 'link': 'https://stackoverflow.com/users/8482/interstar'}",True,280,,,1,,0,1248866850,1248865532,,1199467,CC BY-SA 2.5,https://stackoverflow.com/questions/1199467/weird-browser-ajax-error-extra-junk-appears-at-the-end-of-javascript-files-i,Weird browser / ajax error : Extra junk appears at the end of javascript files in firefox,,
1134,"['javascript', 'css', 'internet-explorer']","{'account_id': 49377, 'reputation': 47, 'user_id': 146982, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/112978be3e66c7d330eb59b52b9feaf7?s=256&d=identicon&r=PG', 'display_name': 'GripnRip', 'link': 'https://stackoverflow.com/users/146982/gripnrip'}",True,93,,1199256.0,1,,0,1248864703,1248862550,,1199218,CC BY-SA 2.5,https://stackoverflow.com/questions/1199218/how-do-i-get-this-to-render-in-ie6,How do I get this to render in IE6?,,
1135,"['javascript', 'css', 'internet-explorer-6']","{'account_id': 3989, 'reputation': 10394, 'user_id': 5861, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/dbb746e77f93fdaf25617632b235966e?s=256&d=identicon&r=PG', 'display_name': 'Mathieu Pag&#233;', 'link': 'https://stackoverflow.com/users/5861/mathieu-pag%c3%a9'}",True,168,,1196156.0,2,,1,1248863357,1248807544,1248807691.0,1196088,CC BY-SA 2.5,https://stackoverflow.com/questions/1196088/ie6-is-not-updating-the-style-once-a-class-is-removed-from-an-element,IE6 is not updating the style once a class is removed from an element,,
1136,"['javascript', 'eval']","{'account_id': 43595, 'reputation': 4410, 'user_id': 127522, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/nF5vb.jpg?s=256&g=1', 'display_name': 'Will Morgan', 'link': 'https://stackoverflow.com/users/127522/will-morgan'}",True,3027,,1199114.0,2,,3,1248861819,1248860854,1248861819.0,1199110,CC BY-SA 2.5,https://stackoverflow.com/questions/1199110/whats-a-more-secure-alternative-for-eval-when-i-just-want-to-call-a-function,What&#39;s a more secure alternative for eval() when I just want to call a function?,,
1137,"['javascript', 'events', 'yui', 'event-bubbling']","{'account_id': 2890, 'reputation': 398, 'user_id': 4098, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7382250e6f25bbd60fde94d3ba83ad61?s=256&d=identicon&r=PG', 'display_name': 'wwilkins', 'link': 'https://stackoverflow.com/users/4098/wwilkins'}",True,170,,1199165.0,1,,1,1248861678,1248792688,1248793397.0,1194657,CC BY-SA 2.5,https://stackoverflow.com/questions/1194657/where-can-i-catch-up-on-event-bubbling-in-web-programmingesp-re-the-yui,Where can I catch up on event bubbling in web programming(Esp. RE: the YUI)?,,
1138,"['javascript', 'html', 'input']","{'account_id': 30899, 'reputation': 37947, 'user_id': 84539, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/277f6eb5c0f422fa7bec5b1d2cb51e82?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/84539/jon'}",True,709,,1199147.0,1,,0,1248861490,1248858035,,1198905,CC BY-SA 2.5,https://stackoverflow.com/questions/1198905/should-i-use-ondeactivate-or-onblur-when-leaving-a-input-textbox,Should I use ondeactivate or onblur when leaving a input textbox?,,
1139,"['javascript', 'jquery']","{'account_id': 39569, 'reputation': 363, 'user_id': 114206, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/2000069596e3718f718939967a4c278a?s=256&d=identicon&r=PG', 'display_name': 'text', 'link': 'https://stackoverflow.com/users/114206/text'}",True,3710,,1198388.0,2,,2,1248850187,1248848486,,1198325,CC BY-SA 2.5,https://stackoverflow.com/questions/1198325/how-to-check-the-age-of-registrant-during-registration-using-jquery,how to check the age of registrant during registration using jquery,,
1140,"['asp.net', 'javascript']","{'account_id': 32269, 'reputation': 121, 'user_id': 89354, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17eef635869d09e87b48b30ef4cf0790?s=256&d=identicon&r=PG', 'display_name': 'Annie', 'link': 'https://stackoverflow.com/users/89354/annie'}",True,56,,,2,,0,1248843398,1248842717,1248843285.0,1198089,CC BY-SA 2.5,https://stackoverflow.com/questions/1198089/quiting-the-page-before-a-form-submission,Quiting the page before a form submission,,
1141,"['c#', 'asp.net', 'javascript']","{'account_id': 24125, 'reputation': 24605, 'user_id': 61156, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4d41619db953932c92e0eacff01f8263?s=256&d=identicon&r=PG', 'display_name': 'odiseh', 'link': 'https://stackoverflow.com/users/61156/odiseh'}",False,86,,,1,,0,1248842577,1248842325,,1198071,CC BY-SA 2.5,https://stackoverflow.com/questions/1198071/writing-a-function-which-creates-a-string-javascript-and-then-add-it-to-a-butt,writing a function which creates a string (javascript) and then add it to a button as its attribute?,,
1142,"['javascript', 'internet-explorer', 'dom']","{'account_id': 49325, 'reputation': 1115, 'user_id': 146812, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/2a695e73e2f73b1325cd2b4cc125a084?s=256&d=identicon&r=PG', 'display_name': 'Sinal', 'link': 'https://stackoverflow.com/users/146812/sinal'}",True,1290,,,1,,1,1248841087,1248837904,1248840224.0,1197905,CC BY-SA 2.5,https://stackoverflow.com/questions/1197905/problem-with-dom-in-ie,Problem with DOM in IE,,
1143,"['javascript', 'ajax']","{'account_id': 11069, 'reputation': 688, 'user_id': 21195, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/90d6e1e5e3d383ac189ab657b128d1b0?s=256&d=identicon&r=PG', 'display_name': 'rsapru', 'link': 'https://stackoverflow.com/users/21195/rsapru'}",True,252,,1186381.0,3,,0,1248838694,1248666621,1248838694.0,1186335,CC BY-SA 2.5,https://stackoverflow.com/questions/1186335/how-is-this-working,How is this working?,,
1144,"['javascript', 'this']","{'account_id': 49324, 'reputation': 7281, 'user_id': 146807, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/17d53ce67f9960c846db7cb09d4ef9b1?s=256&d=identicon&r=PG', 'display_name': 'Travis', 'link': 'https://stackoverflow.com/users/146807/travis'}",True,2152,,1197850.0,4,,4,1248838468,1248835460,1248837352.0,1197822,CC BY-SA 2.5,https://stackoverflow.com/questions/1197822/how-does-this-work-in-javascript,How does &#39;this&#39; work in JavaScript?,,
1145,"['javascript', 'jquery', 'asp.net-mvc']","{'account_id': 36536, 'reputation': 20687, 'user_id': 104252, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/3ef746c8b5df11a95a0056f25de8fa19?s=256&d=identicon&r=PG', 'display_name': 'Kurt Schindler', 'link': 'https://stackoverflow.com/users/104252/kurt-schindler'}",True,10269,,1197137.0,4,,34,1248827949,1248819869,,1197101,CC BY-SA 2.5,https://stackoverflow.com/questions/1197101/best-practices-for-passing-data-from-asp-net-mvc-to-javascript,Best practices for passing data from asp.net-mvc to javascript,,
1146,"['javascript', 'internet-explorer', 'windows-media-player']","{'account_id': 1028, 'reputation': 15851, 'user_id': 1363, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/4hoNk.jpg?s=256&g=1', 'display_name': 'Ron Harlev', 'link': 'https://stackoverflow.com/users/1363/ron-harlev'}",True,274,,1196775.0,2,,0,1248821677,1248815373,1248821677.0,1196755,CC BY-SA 2.5,https://stackoverflow.com/questions/1196755/is-there-a-good-wrapper-for-using-media-player-in-ie,Is there a good wrapper for using Media Player in IE,,
1147,"['javascript', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'Thomas'}",True,85,,,3,,0,1248820296,1248779820,,1193434,CC BY-SA 2.5,https://stackoverflow.com/questions/1193434/how-to-have-a-scrollbar-thats-not-next-to-the-scroll-object,How to have a scrollbar that&#39;s not next to the scroll object?,,
1148,"['php', 'javascript', 'html', 'mootools']","{'user_type': 'does_not_exist', 'display_name': 'Bifter'}",True,4661,,1195581.0,3,,1,1248814997,1248796556,1248805349.0,1195062,CC BY-SA 2.5,https://stackoverflow.com/questions/1195062/create-row-id-for-dynamic-js-table,Create row ID for dynamic JS Table,,
1149,"['javascript', 'regex']","{'account_id': 30705, 'reputation': 8987, 'user_id': 83843, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/f8d1f29a3d0a3812380b112d5141c32c?s=256&d=identicon&r=PG', 'display_name': 'Flueras Bogdan', 'link': 'https://stackoverflow.com/users/83843/flueras-bogdan'}",True,3410,,1193027.0,3,,0,1248814214,1248773587,,1192989,CC BY-SA 2.5,https://stackoverflow.com/questions/1192989/javascript-regex-how-to-replace-just-the-class-of-attribute-for-any-tr,Javascript Regex: how to replace just the class of attribute for any tr?,,
1150,"['javascript', 'regex']","{'account_id': 39982, 'reputation': 31393, 'user_id': 115608, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/50347af8e4c65e93c3ec5328295216b1?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/115608/mark'}",True,271,,1196248.0,2,,0,1248812350,1248808742,1495541972.0,1196187,CC BY-SA 3.0,https://stackoverflow.com/questions/1196187/jquery-doing-some-operations-on-strings,Jquery: Doing some operations on strings,,
1151,"['javascript', 'performance']","{'user_type': 'does_not_exist', 'display_name': 'gg1'}",True,305,,,7,,0,1248812314,1248810799,1248811045.0,1196359,CC BY-SA 2.5,https://stackoverflow.com/questions/1196359/javascript-errors-bad-practice,Javascript errors / bad practice,,
1152,"['php', 'javascript', 'jquery', 'zend-framework', 'progress-bar']","{'account_id': 34080, 'reputation': 78673, 'user_id': 95944, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/SprKq.jpg?s=256&g=1', 'display_name': 'Richard Knop', 'link': 'https://stackoverflow.com/users/95944/richard-knop'}",True,1874,,1196277.0,1,,0,1248811505,1248801660,1248811505.0,1195513,CC BY-SA 2.5,https://stackoverflow.com/questions/1195513/zend-progressbar-jquery-uploading-a-video,Zend_Progressbar + JQuery + uploading a video,,
1153,"['javascript', 'html', 'css', 'stylesheet']","{'account_id': 49259, 'reputation': 13716, 'user_id': 146587, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/dca0ebacce0844b9d65f5322420c72a2?s=256&d=identicon&r=PG', 'display_name': 'Mala', 'link': 'https://stackoverflow.com/users/146587/mala'}",True,1182,,1196123.0,7,,3,1248810736,1248804541,,1195754,CC BY-SA 2.5,https://stackoverflow.com/questions/1195754/how-can-one-unstyle-a-div-html-element,how can one &quot;unstyle&quot; a div html element?,,
1154,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'Cory'}",True,367,,,1,,0,1248798316,1248797833,,1195174,CC BY-SA 2.5,https://stackoverflow.com/questions/1195174/media-player-object-catch-mouse-events,Media Player &lt;object&gt; - catch mouse events,,
1155,"['asp.net', 'javascript']","{'user_type': 'does_not_exist', 'display_name': 'wildanjel'}",True,1270,,1194719.0,3,,0,1248793496,1248792984,1248793225.0,1194695,CC BY-SA 2.5,https://stackoverflow.com/questions/1194695/server-variable-in-javascript,Server variable in javascript,,
1156,"['javascript', 'jquery']","{'account_id': 41759, 'reputation': 18989, 'user_id': 121445, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/20ec708dd3b76174091bf4e0484a4a02?s=256&d=identicon&r=PG', 'display_name': 'Sylvain', 'link': 'https://stackoverflow.com/users/121445/sylvain'}",True,3825,,1193899.0,5,,2,1248790875,1248785438,,1193886,CC BY-SA 2.5,https://stackoverflow.com/questions/1193886/how-to-do-something-with-jquery-after-the-dom-is-ready-but-before-the-ui-is-rend,How to do something with jquery after the DOM is ready but before the UI is rendered?,,
1157,"['javascript', 'html', 'css', 'internet-explorer', 'xhtml']","{'account_id': 29690, 'reputation': 2679, 'user_id': 80426, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/j5cS6.jpg?s=256&g=1', 'display_name': 'Sumeet Pareek', 'link': 'https://stackoverflow.com/users/80426/sumeet-pareek'}",True,483,,1193375.0,4,,0,1248789042,1248777741,,1193288,CC BY-SA 2.5,https://stackoverflow.com/questions/1193288/html-and-css-possibilities-when-wrappeded-inside-select-tags,HTML and CSS possibilities when wrappeded inside &#39;select&#39; tags,,
1158,"['c#', 'asp.net', 'javascript']","{'account_id': 16691, 'reputation': 5972, 'user_id': 36633, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/45874831ed45224fda70f19a239c80f9?s=256&d=identicon&r=PG', 'display_name': 'Jack Mills', 'link': 'https://stackoverflow.com/users/36633/jack-mills'}",True,307,,,1,,0,1248788805,1248788298,,1194160,CC BY-SA 2.5,https://stackoverflow.com/questions/1194160/odd-problem-with-window-close,Odd Problem With window.close(),,
1159,"['javascript', 'prototype', 'validation']","{'user_type': 'does_not_exist', 'display_name': 'Bifter'}",True,209,,1193891.0,2,,1,1248786657,1248785069,1248786657.0,1193858,CC BY-SA 2.5,https://stackoverflow.com/questions/1193858/validating-form-inputs-of-a-perticular-form,Validating form inputs of a perticular form,,
1160,"['javascript', 'jquery', 'jquery-plugins']","{'account_id': 33986, 'reputation': 716, 'user_id': 95579, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9f1ac4697c9e3b1f0f0d076568c511dd?s=256&d=identicon&r=PG', 'display_name': 'stukerr', 'link': 'https://stackoverflow.com/users/95579/stukerr'}",True,760,,1193741.0,1,,1,1248783671,1248783080,,1193695,CC BY-SA 2.5,https://stackoverflow.com/questions/1193695/jquery-how-to-make-an-element-follow-the-page-to-a-point,jquery - How to make an element follow the page to a point?,,
