,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,locked_date
1210,"['javascript', 'html', 'silverlight', 'sharepoint', 'sharepoint-2010']","{'account_id': 7240, 'reputation': 2487, 'user_id': 12497, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/9043308ae43ea17afb84e5c6abc743c1?s=256&d=identicon&r=PG', 'display_name': 'Peter Walke', 'link': 'https://stackoverflow.com/users/12497/peter-walke'}",True,776,5199597.0,2,0,1352969210,1286548178,3891570,CC BY-SA 2.5,https://stackoverflow.com/questions/3891570/are-there-any-good-silverlight-html-file-upload-with-metadata-libraries,Are there any good Silverlight/HTML file-upload with metadata libraries?,1286548711.0,,,,,
1211,"['javascript', 'ruby', 'bash', 'thor']","{'account_id': 79263, 'reputation': 87794, 'user_id': 224922, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/0cd3969d4631c7ef1da736d816f1af72?s=256&d=identicon&r=PG', 'display_name': 'never_had_a_name', 'link': 'https://stackoverflow.com/users/224922/never-had-a-name'}",True,1140,,2,2,1352749559,1286155225,3852282,CC BY-SA 2.5,https://stackoverflow.com/questions/3852282/thor-equivalent-or-similar-scripting-framework-for-javascript,Thor equivalent or similar scripting framework for Javascript?,,,,,,
1212,"['javascript', 'coffeescript', 'metaprogramming', 'dsl', 'jaml']","{'account_id': 39373, 'reputation': 3090, 'user_id': 113507, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a509816d7a285952021a2ea5243612af?s=256&d=identicon&r=PG', 'display_name': 'Daniel Ribeiro', 'link': 'https://stackoverflow.com/users/113507/daniel-ribeiro'}",True,415,7154527.0,1,4,1352710955,1286940402,3920576,CC BY-SA 3.0,https://stackoverflow.com/questions/3920576/instance-eval-in-javascript-around-browsers,Instance Eval in Javascript around browsers,1495540522.0,,,,,
1213,"['javascript', 'jquery', 'jquery-ui', 'lightbox']","{'account_id': 660377, 'reputation': 1, 'user_id': 480126, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/da6d4f38b0f23069ebe64edbf53123ca?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/480126/mark'}",False,502,,1,0,1352520445,1287470156,3965863,CC BY-SA 3.0,https://stackoverflow.com/questions/3965863/adding-lightbox-functionality-to-a-jqueryui-template-in-visual-studio-2010,Adding Lightbox functionality to a JQueryUI Template in Visual Studio 2010,1342842505.0,,,,,
1214,"['javascript', 'macos', 'tidesdk']","{'account_id': 27798, 'reputation': 1414, 'user_id': 73717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43d72f01069b135779118e8cccc518d7?s=256&d=identicon&r=PG', 'display_name': 'meeech', 'link': 'https://stackoverflow.com/users/73717/meeech'}",True,63,3989394.0,1,0,1352493256,1286503506,3887214,CC BY-SA 3.0,https://stackoverflow.com/questions/3887214/what-are-some-options-that-exist-for-osx-like-macruby-but-using-javascript,"What are some options that exist for osx like MacRuby, but using javascript?",1352493256.0,,,,,
1215,"['php', 'javascript', 'networking', 'local']","{'account_id': 224958, 'reputation': 33, 'user_id': 485158, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6722218b4e9850be1668333bca2317d?s=256&d=identicon&r=PG', 'display_name': 'user485158', 'link': 'https://stackoverflow.com/users/485158/user485158'}",True,2013,4005367.0,7,3,1352425956,1287851660,4004977,CC BY-SA 2.5,https://stackoverflow.com/questions/4004977/php-javascript-tell-two-computers-apart-from-same-network,PHP/Javascript: Tell two computers apart from same network,,,,,,
1216,"['javascript', 'jquery', 'html', 'css']","{'account_id': 656851, 'reputation': 1, 'user_id': 468616, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/e5c4c3873fe848d9ed72d33ccf7ca844?s=256&d=identicon&r=PG', 'display_name': 'Darlene Conner', 'link': 'https://stackoverflow.com/users/468616/darlene-conner'}",True,15579,,5,0,1352091434,1286413798,3878027,CC BY-SA 2.5,https://stackoverflow.com/questions/3878027/how-to-fade-in-a-div-on-hover,How to fade in a div on hover?,1286414705.0,,,,,
1217,"['javascript', 'joomla']","{'account_id': 51573, 'reputation': 12739, 'user_id': 154137, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/105033d2f0090fa79359d92ddb680c97?s=256&d=identicon&r=PG', 'display_name': 'Fero', 'link': 'https://stackoverflow.com/users/154137/fero'}",False,1331,,1,0,1351869190,1286865319,3912171,CC BY-SA 3.0,https://stackoverflow.com/questions/3912171/how-to-do-a-javascript-validation-in-joomla-backend,how to do a javascript validation in joomla backend,1351869190.0,,,,,
1218,"['javascript', 'silverlight', 'arrays']","{'account_id': 6155, 'reputation': 8266, 'user_id': 10247, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/790b9bc94f894235179b8979d247ab24?s=256&d=identicon&r=PG', 'display_name': 'dlanod', 'link': 'https://stackoverflow.com/users/10247/dlanod'}",True,1431,3964600.0,2,2,1351598403,1287448897,3964592,CC BY-SA 2.5,https://stackoverflow.com/questions/3964592/why-do-i-only-get-first-element-in-javascript-array-passed-from-silverlight,Why do I only get first element in Javascript array passed from Silverlight?,,,,,,
1219,"['javascript', 'jquery', 'html', 'google-analytics']","{'account_id': 213975, 'reputation': 153, 'user_id': 467666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1b61c2c09f767ac8c364e8ce575b6bc?s=256&d=identicon&r=PG', 'display_name': 'user467666', 'link': 'https://stackoverflow.com/users/467666/user467666'}",True,25612,3870434.0,4,15,1351520573,1286350788,3870345,CC BY-SA 2.5,https://stackoverflow.com/questions/3870345/new-google-analytics-code-into-external-file,New Google Analytics code into external file,,,,,,
1220,"['javascript', 'audio', 'controller', 'flash', 'flowplayer']","{'account_id': 28383, 'reputation': 15606, 'user_id': 75799, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4131aef304cdc3d6a73078e239f2ba3a?s=256&d=identicon&r=PG', 'display_name': 'Basit', 'link': 'https://stackoverflow.com/users/75799/basit'}",True,1121,3985560.0,2,0,1351470295,1287629447,3983938,CC BY-SA 3.0,https://stackoverflow.com/questions/3983938/flowplayer-hide-video-display-for-mp3-player,flowplayer hide video display for mp3 player,1326471294.0,,,,,
1221,"['javascript', 'internet-explorer-7']","{'account_id': 195281, 'reputation': 614, 'user_id': 438075, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/SowFw.jpg?s=256&g=1', 'display_name': 'albertopriore', 'link': 'https://stackoverflow.com/users/438075/albertopriore'}",True,4045,3923407.0,3,1,1351198376,1286970947,3923321,CC BY-SA 2.5,https://stackoverflow.com/questions/3923321/ie7-window-open-when-focus-return-null,IE7 window.open when .focus return null,1286971146.0,,,,,
1222,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'user478860'}",True,1771,3955994.0,1,0,1351138903,1287363102,3955984,CC BY-SA 2.5,https://stackoverflow.com/questions/3955984/need-comprehensive-list-of-all-native-objects,Need comprehensive list of all native objects,1287367459.0,,,,,
1223,"['javascript', 'jquery', 'jquery-ui']","{'account_id': 183089, 'reputation': 189, 'user_id': 418260, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/0ba82f94261758efdba7c8c53f4548d8?s=256&d=identicon&r=PG', 'display_name': 'Mirco', 'link': 'https://stackoverflow.com/users/418260/mirco'}",True,4312,,2,4,1350936386,1286289348,3864702,CC BY-SA 2.5,https://stackoverflow.com/questions/3864702/jquery-ui-dialog-how-can-i-prevent-default-action-when-the-user-clicks-on-close,JQuery-ui Dialog: How can I prevent default action when the user clicks on close button?,,,,,,
1224,['javascript'],"{'account_id': 662421, 'reputation': 1385, 'user_id': 487081, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/3a6ffd41ed39b2f06df1f2802320d7e3?s=256&d=identicon&r=PG', 'display_name': 'jack moore', 'link': 'https://stackoverflow.com/users/487081/jack-moore'}",True,746,4019986.0,1,2,1350933178,1288054783,4019973,CC BY-SA 2.5,https://stackoverflow.com/questions/4019973/javascript-image-to-base64,Javascript: Image to Base64?,,,,,,
1225,"['javascript', 'cookies']","{'account_id': 86542, 'reputation': 911, 'user_id': 240575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3b68d4f630aae909f50a1405280a4a3?s=256&d=identicon&r=PG', 'display_name': 'lordlinier', 'link': 'https://stackoverflow.com/users/240575/lordlinier'}",True,4763,,2,4,1350740270,1286850377,3911267,CC BY-SA 3.0,https://stackoverflow.com/questions/3911267/javascript-document-cookie-missing-some-pairs,javascript document.cookie missing some pairs,1350740270.0,,,,,
1226,"['javascript', 'jquery']","{'account_id': 10611, 'reputation': 107835, 'user_id': 20128, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4b62eef3ad218a5d3cbdd1077660ca8b?s=256&d=identicon&r=PG', 'display_name': 'serg', 'link': 'https://stackoverflow.com/users/20128/serg'}",True,1443,,8,25,1350661303,1287854888,4005211,,https://stackoverflow.com/questions/4005211/beating-jquery-addiction-which-jquery-methods-are-easily-translated-into-pure-j,Beating jQuery addiction: Which jQuery methods are easily translated into pure javascript?,,,1350663381.0,not constructive,1287865429.0,
1227,"['javascript', 'html', 'css', 'hyperlink']","{'user_type': 'does_not_exist', 'display_name': 'delete'}",True,176,3934785.0,4,2,1350469443,1287069307,3934707,CC BY-SA 2.5,https://stackoverflow.com/questions/3934707/how-can-i-have-my-links-display-a-little-transparent-box-on-ahover,How can I have my links display a little transparent box on a:hover?,,,,,,
1228,"['javascript', 'dojo']","{'account_id': 69102, 'reputation': 3358, 'user_id': 201244, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/504ba9a5b4ad4c63f6211ddbffb6f7f5?s=256&d=identicon&r=PG', 'display_name': 'GnrlBzik', 'link': 'https://stackoverflow.com/users/201244/gnrlbzik'}",True,6909,3893814.0,2,2,1350322317,1286564499,3893522,CC BY-SA 2.5,https://stackoverflow.com/questions/3893522/dojo-find-child,DOJO: find child,,,,,,
1229,"['javascript', 'ajax', 'pageload']","{'account_id': 99114, 'reputation': 245, 'user_id': 267895, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e3a6799f7b80726f2e30103c590f6683?s=256&d=identicon&r=PG', 'display_name': 'monthon1', 'link': 'https://stackoverflow.com/users/267895/monthon1'}",True,92,3908002.0,2,0,1350281158,1286811470,3907700,CC BY-SA 3.0,https://stackoverflow.com/questions/3907700/strange-position-of-the-page-after-loading-it,Strange position of the page after loading it,1350281158.0,,,,,
1230,"['javascript', 'copy-paste']","{'account_id': 97455, 'reputation': 4436, 'user_id': 264347, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/hs6ir.jpg?s=256&g=1', 'display_name': 'sum1stolemyname', 'link': 'https://stackoverflow.com/users/264347/sum1stolemyname'}",True,121,4040366.0,1,0,1350192510,1288247355,4040359,,https://stackoverflow.com/questions/4040359/copyright-when-using-parts-of-a-third-party-javascript-from-a-webpage,Copyright when using parts of a third-party javascript from a webpage,1350192510.0,,1350312715.0,off topic,,
1231,"['javascript', 'jquery', 'ajax']","{'account_id': 116721, 'reputation': 5058, 'user_id': 305971, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d597c21615c8fbc2db03d2d677d7b544?s=256&d=identicon&r=PG', 'display_name': 'red-X', 'link': 'https://stackoverflow.com/users/305971/red-x'}",True,1391,12802161.0,2,2,1349792479,1287731125,3994615,CC BY-SA 2.5,https://stackoverflow.com/questions/3994615/multiple-ajax-calls-at-the-same-time-override-eachother,multiple ajax calls at the same time override eachother,,,,,,
1232,"['php', 'javascript', 'jquery', 'drupal', 'fancybox']","{'account_id': 29667, 'reputation': 18277, 'user_id': 80363, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/380030a0b674fa9546c6062a25aef05b?s=256&d=identicon&r=PG', 'display_name': 'Strae', 'link': 'https://stackoverflow.com/users/80363/strae'}",True,1904,3866693.0,2,3,1349731149,1286197113,3855436,CC BY-SA 2.5,https://stackoverflow.com/questions/3855436/drupal-add-a-js-function-callback-to-drupal-settings,Drupal: add a js function callback to Drupal.settings,1286201271.0,,,,,
1233,"['javascript', 'html']","{'account_id': 179767, 'reputation': 957, 'user_id': 412634, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e8933bbb632200e08576224940d13202?s=256&d=identicon&r=PG', 'display_name': 'Meena', 'link': 'https://stackoverflow.com/users/412634/meena'}",True,2414,4002688.0,2,0,1349441488,1287811999,4002648,CC BY-SA 3.0,https://stackoverflow.com/questions/4002648/how-to-pass-parameter-a-in-the-newelement-setattribute-in-javascript,How to pass parameter a in the newElement.setAttribute in JavaScript,1349441488.0,,,,,
1234,"['javascript', 'jquery']","{'account_id': 59909, 'reputation': 661, 'user_id': 179134, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/1ebede281d44f2aa0181989e4b59b7b5?s=256&d=identicon&r=PG', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/179134/paul'}",True,7926,,4,2,1349368637,1286367983,3872375,CC BY-SA 2.5,https://stackoverflow.com/questions/3872375/jquery-javascript-scrolltop-not-working-as-expected-on-chrome-to-restore-scrollb,jQuery Javascript scrollTop not working as expected on Chrome to restore scrollbar position,,,,,,
1235,"['javascript', 'jquery', 'plugins', 'printing', 'cross-browser']","{'account_id': 17985, 'reputation': 5435, 'user_id': 40815, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/35e8ab0ee3f55854e70a2bddc9990390?s=256&d=identicon&r=PG', 'display_name': 'TGuimond', 'link': 'https://stackoverflow.com/users/40815/tguimond'}",True,1077,3996887.0,2,2,1349360304,1287751409,3996868,CC BY-SA 2.5,https://stackoverflow.com/questions/3996868/javascript-solution-to-print-specified-area-cross-browser-friendly,Javascript solution to print specified area. Cross-browser friendly,,,,,,
1236,"['javascript', 'mobile-safari', 'mobile-webkit']","{'account_id': 136862, 'reputation': 81, 'user_id': 340659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e47573d3799958bca8eaed47a9aca7af?s=256&d=identicon&r=PG', 'display_name': 'joneath', 'link': 'https://stackoverflow.com/users/340659/joneath'}",True,3002,,2,8,1349339303,1285908844,3836633,CC BY-SA 2.5,https://stackoverflow.com/questions/3836633/mobile-safari-webkit-on-window-focus-event,Mobile Safari/Webkit On Window Focus Event,,,,,,
1237,"['javascript', 'drag-and-drop', 'raphael']","{'account_id': 62936, 'reputation': 56294, 'user_id': 186636, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/17097e51a8903e51b647c7ad843ea56d?s=256&d=identicon&r=PG', 'display_name': 'Peter Ajtai', 'link': 'https://stackoverflow.com/users/186636/peter-ajtai'}",True,1473,3905018.0,2,3,1349295905,1286752541,3902610,CC BY-SA 2.5,https://stackoverflow.com/questions/3902610/how-do-you-make-an-element-undragable-in-raphael,How do you make an element undragable in Raphael?,1286753383.0,,,,,
1238,"['javascript', 'css', 'webkit', 'svg']","{'account_id': 63827, 'reputation': 6217, 'user_id': 188729, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6f3c114e2ddb15bb2357083c1a3ab4a9?s=256&d=identicon&r=PG', 'display_name': 'juandopazo', 'link': 'https://stackoverflow.com/users/188729/juandopazo'}",True,2740,12713114.0,3,6,1349282916,1288229442,4039041,CC BY-SA 3.0,https://stackoverflow.com/questions/4039041/is-it-possible-to-use-webkit-css-masks-with-svg-without-an-external-file,Is it possible to use webkit css masks with SVG without an external file?,1486564244.0,,,,,
1239,"['javascript', 'jquery', 'mouseover']","{'account_id': 217533, 'reputation': 15, 'user_id': 473381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e2889da005a52b52e8d37f616a88fc2?s=256&d=identicon&r=PG', 'display_name': 'MrCoder', 'link': 'https://stackoverflow.com/users/473381/mrcoder'}",True,138,3915946.0,1,0,1348915798,1286889553,3915100,CC BY-SA 3.0,https://stackoverflow.com/questions/3915100/catching-mouseover-on-whitespaces-in-a-div,Catching mouseover on whitespaces in a div,1348915798.0,,,,,
1240,"['javascript', 'jquery', 'jqtouch']","{'account_id': 70242, 'reputation': 3959, 'user_id': 203882, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/3dace9786e9b3e24d103fb9a852e2e34?s=256&d=identicon&r=PG', 'display_name': 'n4rzul', 'link': 'https://stackoverflow.com/users/203882/n4rzul'}",True,2401,3930759.0,2,2,1348915790,1286889689,3915123,CC BY-SA 3.0,https://stackoverflow.com/questions/3915123/jqtouch-navigate-forward-without-adding-page-to-history,JQTouch - Navigate forward without adding page to history,1348915790.0,,,,,
1241,"['javascript', 'jquery', 'jquery-validate']","{'account_id': 38152, 'reputation': 13269, 'user_id': 109341, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/13091ee9cd0e2cb9eced6969fef6e449?s=256&d=identicon&r=PG', 'display_name': 'Sander', 'link': 'https://stackoverflow.com/users/109341/sander'}",True,2829,3915583.0,1,0,1348915774,1286892353,3915554,CC BY-SA 3.0,https://stackoverflow.com/questions/3915554/how-to-customize-the-position-of-the-error-message-for-each-field-from-jquery-va,how to customize the position of the error message for each field from jquery validate plugin,1348915774.0,,,,,
1242,"['javascript', 'jquery', 'jquery-ui']","{'account_id': 196929, 'reputation': 43, 'user_id': 440655, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b87fa870fadf45480c069ededfbc967?s=256&d=identicon&r=PG', 'display_name': 'Tuck', 'link': 'https://stackoverflow.com/users/440655/tuck'}",False,3229,,1,3,1348915746,1286895564,3915981,CC BY-SA 3.0,https://stackoverflow.com/questions/3915981/jquery-ui-sortable-this-placeholder0-parentnode-is-null,Jquery.UI.Sortable this.placeholder[0].parentNode is null,1348915746.0,,,,,
1243,"['javascript', 'jquery']","{'account_id': 46128, 'reputation': 918, 'user_id': 136202, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/9a9fe701a7f2135170b228e87459f7b3?s=256&d=identicon&r=PG', 'display_name': 'Rajasankar', 'link': 'https://stackoverflow.com/users/136202/rajasankar'}",True,2203,3916143.0,4,1,1348915716,1286896286,3916118,CC BY-SA 3.0,https://stackoverflow.com/questions/3916118/and-or-conditions-in-jquery,AND/OR Conditions in jQuery,1348915716.0,,,,,
1244,"['javascript', 'jquery']","{'account_id': 657899, 'reputation': 83, 'user_id': 473485, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/e12bb5f0f1c96e1a52a8347928dfbbc9?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/473485/daniel'}",True,2671,3916409.0,2,2,1348915708,1286896449,3916148,CC BY-SA 3.0,https://stackoverflow.com/questions/3916148/jquery-change-image-on-checkbox-click,jQuery: Change image on checkbox click,1348915708.0,,,,,
1245,"['javascript', 'jquery', 'validation', 'select']","{'account_id': 206920, 'reputation': 63, 'user_id': 456501, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fedf2572deecffd3375b93cbb079007e?s=256&d=identicon&r=PG', 'display_name': 'slok', 'link': 'https://stackoverflow.com/users/456501/slok'}",True,16496,3920344.0,1,6,1348915687,1286899351,3916669,CC BY-SA 3.0,https://stackoverflow.com/questions/3916669/jquery-validation-how-to-check-items-in-multiple-select,JQuery validation : How to check items in multiple select,1348915687.0,,,,,
1246,"['javascript', 'jquery', 'jquery-plugins']","{'account_id': 109526, 'reputation': 2548, 'user_id': 290150, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/py9zT.png?s=256&g=1', 'display_name': 'b_dev', 'link': 'https://stackoverflow.com/users/290150/b-dev'}",True,301,3918953.0,2,0,1348915678,1286899352,3916670,CC BY-SA 3.0,https://stackoverflow.com/questions/3916670/any-suggestions-on-why-i-can-not-run-this-simple-jquery-tablesorter-plugin-examp,Any suggestions on why I can not run this simple jquery tablesorter plugin example?,1348915678.0,,,,,
1247,"['javascript', 'actionscript-3', 'air', 'google-analytics']","{'account_id': 211088, 'reputation': 176, 'user_id': 463060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df008984b6f8c79599669b835dea7be4?s=256&d=identicon&r=PG', 'display_name': 'JordanW', 'link': 'https://stackoverflow.com/users/463060/jordanw'}",True,997,,2,1,1348875765,1286887705,3914839,CC BY-SA 2.5,https://stackoverflow.com/questions/3914839/adding-google-analytics-to-adobe-air-html-javascript-app,Adding Google Analytics to Adobe Air HTML/Javascript App,1286899839.0,,,,,
1248,"['c#', '.net', 'javascript', 'html', 'post']","{'account_id': 214603, 'reputation': 1, 'user_id': 468671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a8e7ab159ffff2d40056947306c112d?s=256&d=identicon&r=PG', 'display_name': 'blommer', 'link': 'https://stackoverflow.com/users/468671/blommer'}",True,1707,,3,0,1348792580,1286423824,3878556,CC BY-SA 2.5,https://stackoverflow.com/questions/3878556/how-do-i-download-a-pdf-from-an-html-webpage-submitted-post-form-using-c,How do I download a PDF from an HTML webpage-submitted POST form using C#?,,,,,,
1249,"['javascript', 'jquery', 'scroll']","{'account_id': 218215, 'reputation': 119, 'user_id': 474422, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/996bd7402633e5de2fc9a3b6649169b3?s=256&d=identicon&r=PG', 'display_name': 'MadsK', 'link': 'https://stackoverflow.com/users/474422/madsk'}",True,4220,3923663.0,3,3,1348778650,1286972439,3923511,CC BY-SA 2.5,https://stackoverflow.com/questions/3923511/jquery-follow-scroll,Jquery follow scroll,,,,,,
1250,"['javascript', 'jquery', 'html', 'video']","{'account_id': 226778, 'reputation': 1, 'user_id': 488006, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XcQUa.jpg?s=256&g=1', 'display_name': 'vongoo', 'link': 'https://stackoverflow.com/users/488006/vongoo'}",False,126,,1,0,1348717441,1288119974,4027095,CC BY-SA 3.0,https://stackoverflow.com/questions/4027095/remove-video-when-it-is-completed,Remove video when it is completed,1348717441.0,,,,,
1251,"['javascript', 'jquery']","{'account_id': 207760, 'reputation': 808, 'user_id': 457827, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/96defd0c7a8511debc4257f103c32063?s=256&d=identicon&r=PG', 'display_name': 'Johnson', 'link': 'https://stackoverflow.com/users/457827/johnson'}",True,92,,1,1,1348717418,1288117726,4026768,CC BY-SA 3.0,https://stackoverflow.com/questions/4026768/jquery-adding-properteries-twice-later-in-code,jQuery: Adding properteries twice/later in code?,1348717418.0,,,,,
1252,"['javascript', 'jquery', 'python', 'html', 'parsing']","{'account_id': 214278, 'reputation': 2228, 'user_id': 468160, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/730773ec68e002fc2929b4cdd77bdd00?s=256&d=identicon&r=PG', 'display_name': 'kand', 'link': 'https://stackoverflow.com/users/468160/kand'}",True,627,3874362.0,4,3,1348696046,1286379694,3874280,CC BY-SA 2.5,https://stackoverflow.com/questions/3874280/javascript-execution-through-python,Javascript Execution Through Python,,1348700069.0,,,,
1253,"['javascript', 'jquery']","{'account_id': 53224, 'reputation': 13357, 'user_id': 159118, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/10ec549544da6b1af2c9c91380736f98?s=256&d=identicon&r=PG', 'display_name': 'CLiown', 'link': 'https://stackoverflow.com/users/159118/cliown'}",True,17552,,2,1,1348580382,1287140602,3941597,CC BY-SA 2.5,https://stackoverflow.com/questions/3941597/set-cookie-domain-with-javascript-variable,Set cookie domain with Javascript variable,,,,,,
1254,"['javascript', 'jquery', 'setinterval']","{'account_id': 148747, 'reputation': 7882, 'user_id': 360758, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/2bfc39451c39d2349512fd52b3ddc327?s=256&d=identicon&r=PG', 'display_name': 'andrei', 'link': 'https://stackoverflow.com/users/360758/andrei'}",True,458,4027710.0,3,-1,1348514485,1288124744,4027681,CC BY-SA 3.0,https://stackoverflow.com/questions/4027681/jquery-automate-function-call,jQuery automate function call,1348514375.0,,,,,
1255,"['php', 'javascript', 'jquery', 'pdf']","{'account_id': 103699, 'reputation': 43419, 'user_id': 277603, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/7a9cef13e8a7de2131328fa033d94a5a?s=256&d=identicon&r=PG', 'display_name': 'Rajeev', 'link': 'https://stackoverflow.com/users/277603/rajeev'}",True,779,3864471.0,2,0,1348473504,1286287824,3864439,CC BY-SA 3.0,https://stackoverflow.com/questions/3864439/php-display-contents-of-pdf,Php display contents of pdf,1348473504.0,,,,,
1256,"['javascript', 'validation', 'date']","{'account_id': 161976, 'reputation': 74540, 'user_id': 383148, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/529a291a6eb6205d850ac47d2c38b24c?s=256&d=identicon&r=PG', 'display_name': 'Francisc', 'link': 'https://stackoverflow.com/users/383148/francisc'}",True,638,,3,1,1348242968,1288365504,4053252,CC BY-SA 3.0,https://stackoverflow.com/questions/4053252/javascript-validate-existence-of-date,JavaScript validate existence of date,1348242968.0,,,,,
1257,"['javascript', 'jquery', 'jquery-plugins', 'jquery-tooltip']","{'account_id': 175949, 'reputation': 12747, 'user_id': 406322, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a6eb1f7e364fd775d4cca2151bc57d49?s=256&d=identicon&r=PG', 'display_name': 'Prabhu', 'link': 'https://stackoverflow.com/users/406322/prabhu'}",True,9881,3894981.0,1,12,1347998321,1286579998,3894937,,https://stackoverflow.com/questions/3894937/wheres-the-tipsy-plugin-for-jquery,Where&#39;s the Tipsy plugin for jQuery?,,,1348008299.0,too localized,,
1258,"['javascript', 'zend-framework']","{'account_id': 151782, 'reputation': 3779, 'user_id': 365870, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/7d88d49bbfdec1979bf3375ec3b5ca39?s=256&d=identicon&r=PG', 'display_name': 'Future King', 'link': 'https://stackoverflow.com/users/365870/future-king'}",True,218,3982876.0,5,0,1347376332,1287611883,3982679,CC BY-SA 3.0,https://stackoverflow.com/questions/3982679/models-in-zend-framework,Models in Zend Framework,1347376332.0,,,,,
1259,"['javascript', 'extjs', 'sencha-touch']","{'account_id': 195772, 'reputation': 3896, 'user_id': 438864, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2b2f73594011f16e2070e5a025678983?s=256&d=identicon&r=PG', 'display_name': 'Prateek Raj', 'link': 'https://stackoverflow.com/users/438864/prateek-raj'}",True,7186,3978285.0,9,18,1347365837,1287482116,3967154,CC BY-SA 2.5,https://stackoverflow.com/questions/3967154/best-available-guide-to-sencha,Best available guide to Sencha?,1287482305.0,,,,,
