,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason
94,"['javascript', 'python', 'database', 'flask']","{'account_id': 3816083, 'reputation': 847, 'user_id': 5674660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abfd25267af999fb9d8e4e526e1ea480?s=256&d=identicon&r=PG&f=1', 'display_name': 'chibole', 'link': 'https://stackoverflow.com/users/5674660/chibole'}",False,67,,1,0,1667827964,1660339840,1667057009.0,73339965,CC BY-SA 4.0,https://stackoverflow.com/questions/73339965/what-is-the-best-way-to-display-data-of-a-text-file-using-the-fetch-function-of,What is the best way to display data of a text file using the fetch function of Java Script in Flask by by clicking a button?,,,,
95,"['javascript', 'jquery', 'reactjs']","{'account_id': 25051640, 'reputation': 1, 'user_id': 18907490, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjXXD1A49f7LFA0qc6LCk9LQV1UR_e593wr9CABpg=k-s256', 'display_name': 'No Face', 'link': 'https://stackoverflow.com/users/18907490/no-face'}",True,668,,1,-2,1667813521,1660926889,1667813521.0,73419767,,https://stackoverflow.com/questions/73419767/pdf-flip-book-in-javascript,Pdf Flip Book in Javascript,,,1665550801.0,Not suitable for this site
96,"['javascript', 'flowtype']","{'account_id': 7999860, 'reputation': 23, 'user_id': 6035057, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/562670c489815c980605446ab01c52a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'bhushan laware', 'link': 'https://stackoverflow.com/users/6035057/bhushan-laware'}",False,90,,2,1,1667803631,1661503770,1661894715.0,73498389,CC BY-SA 4.0,https://stackoverflow.com/questions/73498389/why-flow-type-casting-not-working-for-string-literal-as-expected,Why flow type casting not working for string literal as expected,,,,
97,"['javascript', 'jquery', 'css', 'bootstrap-5']","{'account_id': 25521195, 'reputation': 13, 'user_id': 19311032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhaRvCDrbHTq16ZwuciPjKh0fTsQsIi9AmjjWOGcQ=k-s256', 'display_name': 'Jibi Joseph', 'link': 'https://stackoverflow.com/users/19311032/jibi-joseph'}",False,98,,2,1,1667787382,1660617393,1660667108.0,73368215,CC BY-SA 4.0,https://stackoverflow.com/questions/73368215/close-offcanvas-navigation-bar-on-a-click-bootstrap5,close offcanvas navigation bar on a click bootstrap5,,,,
98,"['javascript', 'html', 'vuejs3', 'element-ui', 'element-plus']","{'account_id': 24548566, 'reputation': 1, 'user_id': 18458016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a386a392d74f199ccc2aff22b2b17007?s=256&d=identicon&r=PG', 'display_name': 'Mackz', 'link': 'https://stackoverflow.com/users/18458016/mackz'}",False,76,,0,0,1667776973,1661138660,1661259683.0,73439904,CC BY-SA 4.0,https://stackoverflow.com/questions/73439904/default-active-propety-in-element-plus-lose-efficacy,default-active propety in element-plus lose efficacy,,,,
99,"['javascript', 'typescript', 'azure', 'azure-functions', 'azureservicebus']","{'account_id': 4883127, 'reputation': 217, 'user_id': 3936295, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'L&#233;o D.', 'link': 'https://stackoverflow.com/users/3936295/l%c3%a9o-d'}",True,192,74340458.0,1,2,1667776294,1660051584,,73292661,CC BY-SA 4.0,https://stackoverflow.com/questions/73292661/how-to-add-user-properties-to-service-bus-topic-output-from-javascript-azure-fun,How to add user properties to Service Bus topic output from Javascript Azure Function,,,,
100,"['javascript', 'node.js', 'express', 'handlebars.js', 'express-handlebars']","{'account_id': 12915576, 'reputation': 154, 'user_id': 9339963, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uVVss.jpg?s=256&g=1', 'display_name': 'whoff', 'link': 'https://stackoverflow.com/users/9339963/whoff'}",False,47,,1,0,1667775304,1659387924,,73199610,CC BY-SA 4.0,https://stackoverflow.com/questions/73199610/are-javascript-script-tags-efficient-when-parsing-through-handlebars-data,Are javascript &lt;script&gt; tags efficient when parsing through Handlebars data?,,,,
101,"['javascript', 'blockchain', 'ethereum', 'ethers.js']","{'account_id': 20558385, 'reputation': 49, 'user_id': 15089403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cca3ab0b9d210aa0cf1e3d277c7619be?s=256&d=identicon&r=PG&f=1', 'display_name': 'duskdusk13', 'link': 'https://stackoverflow.com/users/15089403/duskdusk13'}",True,170,74284479.0,2,0,1667726433,1661151858,1667726433.0,73441298,CC BY-SA 4.0,https://stackoverflow.com/questions/73441298/unable-to-retrieve-blockchain-data-from-alchemyprodiver-through-ethers-js,Unable to retrieve blockchain data from AlchemyProdiver through ethers.js,,,,
102,"['javascript', 'reactjs', 'react-hooks', 'react-redux']","{'account_id': 14940739, 'reputation': 120, 'user_id': 10787495, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48bf3c353f298aa61863f5e26744ffd6?s=256&d=identicon&r=PG&f=1', 'display_name': 'san_anto', 'link': 'https://stackoverflow.com/users/10787495/san-anto'}",True,186,,2,0,1667706096,1660228706,1660229858.0,73322535,CC BY-SA 4.0,https://stackoverflow.com/questions/73322535/should-i-wrap-this-function-in-a-usecallback,Should I wrap this function in a useCallback?,,,,
103,"['javascript', 'html', 'jquery-selectors', 'nodelist']","{'account_id': 25851686, 'reputation': 19, 'user_id': 19585580, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucr1luFnCGqHhFlgCG_MIEHtfyKotWQRH41hUvLqPA=k-s256', 'display_name': 'shaheryar abid', 'link': 'https://stackoverflow.com/users/19585580/shaheryar-abid'}",False,115,,3,-2,1667705674,1660390571,1660391500.0,73343900,CC BY-SA 4.0,https://stackoverflow.com/questions/73343900/how-to-return-all-unordered-list-items-including-links-and-links-text,How to return all unordered list items including links and links text?,,,,
104,"['javascript', 'jquery', 'plugins', 'config', 'gatsby']","{'account_id': 26045111, 'reputation': 11, 'user_id': 19749240, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df27397d4ed158331d8f790a76e5046f?s=256&d=identicon&r=PG', 'display_name': 'Arckanama', 'link': 'https://stackoverflow.com/users/19749240/arckanama'}",False,106,,1,0,1667654782,1660293836,,73331503,CC BY-SA 4.0,https://stackoverflow.com/questions/73331503/error-building-schema-with-gatsby-source-filesystem-config-with-officiel-tutoria,Error building schema with gatsby-source-filesystem config with officiel tutorial,,,,
105,"['javascript', 'ios', 'iphone', 'react-native']","{'account_id': 3148525, 'reputation': 1, 'user_id': 2662481, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002654624987/picture?type=large', 'display_name': 'רונן ברברמן', 'link': 'https://stackoverflow.com/users/2662481/%d7%a8%d7%95%d7%a0%d7%9f-%d7%91%d7%a8%d7%91%d7%a8%d7%9e%d7%9f'}",True,71,,1,0,1667642448,1661941961,,73554572,CC BY-SA 4.0,https://stackoverflow.com/questions/73554572/get-location-permission-in-react-native-for-ios,Get location permission in React Native for IOS,,,,
106,"['javascript', 'vuejs2']","{'account_id': 24932, 'reputation': 2388, 'user_id': 63730, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/pOkUi.jpg?s=256&g=1', 'display_name': 'geschema', 'link': 'https://stackoverflow.com/users/63730/geschema'}",False,97,,1,1,1667594302,1659457281,1659466404.0,73210730,CC BY-SA 4.0,https://stackoverflow.com/questions/73210730/how-to-use-vuegtag-to-track-google-ads-conversions-in-vue2-application,How to use VueGtag to track Google Ads conversions in Vue2 application,,,,
107,"['javascript', 'node.js', 'mongoose']","{'account_id': 13451431, 'reputation': 125, 'user_id': 9706146, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b05aa7b0e804d5197cd5332b67576ba7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Apostolos Lazidis', 'link': 'https://stackoverflow.com/users/9706146/apostolos-lazidis'}",False,37,,0,0,1667570270,1661072261,1667570270.0,73432917,CC BY-SA 4.0,https://stackoverflow.com/questions/73432917/how-can-i-add-a-value-to-a-property-in-node-js,How can I add a value to a property in Node.js?,,,,
108,"['javascript', 'firebase', 'firebase-authentication', 'sign-in-with-google']","{'account_id': 23658250, 'reputation': 19, 'user_id': 17686194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84e8162284dce9a5f331059ae0902142?s=256&d=identicon&r=PG', 'display_name': 'Hadi abdallah', 'link': 'https://stackoverflow.com/users/17686194/hadi-abdallah'}",True,100,74316318.0,1,-1,1667561278,1661611770,1661612696.0,73511981,CC BY-SA 4.0,https://stackoverflow.com/questions/73511981/firebase-web-authentication-not-working-on-mobile,Firebase Web authentication not working on mobile,,,,
109,"['javascript', 'laravel', 'websocket', 'pusher', 'pusher-js']","{'account_id': 18032375, 'reputation': 19, 'user_id': 13106602, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dtbKZ.jpg?s=256&g=1', 'display_name': 'Ryo', 'link': 'https://stackoverflow.com/users/13106602/ryo'}",False,319,,1,-1,1667522861,1660196941,,73315822,CC BY-SA 4.0,https://stackoverflow.com/questions/73315822/is-there-anyway-to-create-laravel-websocket-server-without-3rd-party-solution,Is there anyway to create Laravel Websocket Server without 3rd party solution?,,,,
110,"['javascript', 'node.js', 'reactjs', 'react-redux', 'rabbitmq']","{'account_id': 4502423, 'reputation': 1, 'user_id': 3660668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/054e5b457a34229fa7555f71061add47?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lobsang', 'link': 'https://stackoverflow.com/users/3660668/lobsang'}",True,53,73362875.0,1,-3,1667514881,1660564310,,73360636,,https://stackoverflow.com/questions/73360636/how-to-slow-down-a-node-rabbitmq-message-react,How to slow down a node/rabbitmq message/react,,,1660728433.0,Needs details or clarity
111,"['javascript', 'reactjs', 'render', 'use-effect']","{'account_id': 26176356, 'reputation': 1, 'user_id': 19860447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57d570893148f889f1527837ca203e10?s=256&d=identicon&r=PG', 'display_name': 'NoobWebDesigner', 'link': 'https://stackoverflow.com/users/19860447/noobwebdesigner'}",True,87,,3,0,1667470049,1661693708,,73519126,CC BY-SA 4.0,https://stackoverflow.com/questions/73519126/react-component-renderes-twice-useeffect-runs-twice,React component renderes twice (useeffect runs twice),,,,
112,"['javascript', 'css', 'darkmode', 'gridjs']","{'account_id': 18096884, 'reputation': 5373, 'user_id': 13155046, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44dc61d7ce44f1c1df872b480243c5a1?s=256&d=identicon&r=PG', 'display_name': 'Milovan Tomašević', 'link': 'https://stackoverflow.com/users/13155046/milovan-toma%c5%a1evi%c4%87'}",False,226,,2,0,1667468891,1660555474,,73359060,CC BY-SA 4.0,https://stackoverflow.com/questions/73359060/how-to-add-dark-theme-for-gridjs,How to add dark theme for `gridjs`,,,,
113,"['javascript', 'frontend', 'webkit', 'blockchain', 'keyframe']","{'account_id': 26150425, 'reputation': 1, 'user_id': 19838472, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpTlq5aDAaTpNCkdPmzP27gkHtZtZaE0JHPrRhBvg=k-s256', 'display_name': 'Alan One', 'link': 'https://stackoverflow.com/users/19838472/alan-one'}",False,43,,0,0,1667452396,1661350004,1667452396.0,73474616,CC BY-SA 4.0,https://stackoverflow.com/questions/73474616/typeerror-webpack-imported-module-2-eosjs-dist-eosjs-jssig-default-a-is-not,TypeError: __WEBPACK_IMPORTED_MODULE_2_eosjs_dist_eosjs_jssig___default.a is not a constructor,,,,
114,"['javascript', 'reactjs', 'tailwind-css', 'tailwind-in-js']","{'account_id': 14002308, 'reputation': 61, 'user_id': 10113523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a65d497f68ac2ca515e3dfdcd824234?s=256&d=identicon&r=PG&f=1', 'display_name': 'buckeyeguyy', 'link': 'https://stackoverflow.com/users/10113523/buckeyeguyy'}",False,198,,0,1,1667434623,1661613686,1667434623.0,73512228,CC BY-SA 4.0,https://stackoverflow.com/questions/73512228/dynamic-tailwind-elements-datepicker-component-not-working-in-react,Dynamic Tailwind Elements datepicker component not working in React,,,,
115,"['javascript', 'solid-js']","{'account_id': 22399614, 'reputation': 1, 'user_id': 19070886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f58a30c7bc304d36d991d3bcc4d65def?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gouneken', 'link': 'https://stackoverflow.com/users/19070886/gouneken'}",True,84,,3,0,1667390130,1660035931,,73289187,CC BY-SA 4.0,https://stackoverflow.com/questions/73289187/how-to-change-the-type-of-an-input-tag-when-clicking-on-a-button,How to change the type of an input tag when clicking on a button?,,,,
116,"['javascript', 'c#', 'ios', 'xamarin', 'webview']","{'account_id': 17237209, 'reputation': 21, 'user_id': 12480420, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e7b30448d6e51ea330889f2a1bfe590?s=256&d=identicon&r=PG&f=1', 'display_name': 'mehmet_demir', 'link': 'https://stackoverflow.com/users/12480420/mehmet-demir'}",True,102,74287853.0,1,1,1667385598,1660121808,,73303433,CC BY-SA 4.0,https://stackoverflow.com/questions/73303433/xamarin-ios-hybridwebview-does-not-execute-javascript-files-for-ios-15-ipads,Xamarin iOS HybridWebView does not execute JavaScript files for iOS 15&gt; iPads,,,,
117,"['javascript', 'axios', 'next.js', '404-page']","{'account_id': 25824650, 'reputation': 1, 'user_id': 19563072, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkz_IooiIlqYxHGVnm8ib7CRM3jm3Ls2S1EQ94v=k-s256', 'display_name': 'Rajvir Ahmed', 'link': 'https://stackoverflow.com/users/19563072/rajvir-ahmed'}",False,194,,0,0,1667380393,1659368708,1659524426.0,73196330,CC BY-SA 4.0,https://stackoverflow.com/questions/73196330/getting-a-404-error-from-getstaticpaths-nextjs,Getting a 404 Error from GetStaticPaths NextJs,,,,
118,['javascript'],"{'account_id': 25552477, 'reputation': 55, 'user_id': 19336640, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gsBlM.jpg?s=256&g=1', 'display_name': 'AMRIT SHAHI', 'link': 'https://stackoverflow.com/users/19336640/amrit-shahi'}",True,43,73471900.0,2,1,1667376244,1661337934,1661339833.0,73471763,CC BY-SA 4.0,https://stackoverflow.com/questions/73471763/getting-undefined-but-i-would-like-to-use-else-statement-inside-for-loop-and-dis,Getting undefined but i would like to use else statement inside for loop and display &#39;not exist&#39; instead. please help me to fix,,,,
119,"['javascript', 'json', 'serialization', 'data-structures']","{'account_id': 323748, 'reputation': 2639, 'user_id': 643951, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/28af467eb309ca3d12cec68ace7b3f05?s=256&d=identicon&r=PG', 'display_name': 'Ruslan', 'link': 'https://stackoverflow.com/users/643951/ruslan'}",False,47,,2,0,1667324989,1659363846,1659365207.0,73195193,CC BY-SA 4.0,https://stackoverflow.com/questions/73195193/manually-compressing-a-very-large-number-of-boolean-values-in-json,Manually &quot;compressing&quot; a very large number of boolean values in JSON,,,,
120,"['javascript', 'reactjs', 'paypal', 'paypal-sandbox', 'paypal-buttons']","{'account_id': 22467164, 'reputation': 35, 'user_id': 16668158, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgMOUgDDZ4s6bnggOIDEdJxyd_V1yT175kzLl1yhg=k-s256', 'display_name': 'Faaiz ALAM', 'link': 'https://stackoverflow.com/users/16668158/faaiz-alam'}",True,231,74277020.0,2,3,1667310880,1659847358,1659872314.0,73264943,CC BY-SA 4.0,https://stackoverflow.com/questions/73264943/after-updating-on-react-18-paypal-button-show-twice,After Updating on react 18 paypal button show twice,,,,
121,"['javascript', 'themes', 'blogger', 'darkmode']","{'account_id': 23822305, 'reputation': 25, 'user_id': 17829821, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxdQtVc207bDk_nnVDhY6kzeQQp1_MGxXNNibZW=k-s256', 'display_name': 'kid123456', 'link': 'https://stackoverflow.com/users/17829821/kid123456'}",True,77,73561951.0,1,0,1667308805,1661858648,1661928367.0,73541663,CC BY-SA 4.0,https://stackoverflow.com/questions/73541663/add-dark-mode-button-to-blogspot,Add dark mode button to blogspot,,,,
122,"['javascript', 'openai']","{'account_id': 11004943, 'reputation': 29, 'user_id': 8084141, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/892be1d8de61577824212fa3ca7e330a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Pereyra', 'link': 'https://stackoverflow.com/users/8084141/gabriel-pereyra'}",False,105,,1,0,1667275989,1661887242,,73547502,CC BY-SA 4.0,https://stackoverflow.com/questions/73547502/how-do-i-stream-openais-completion-api,How do I Stream OpenAI&#39;s completion API?,,,,
123,"['javascript', 'sql', 'node.js', 'postgresql', 'date']","{'account_id': 15298485, 'reputation': 131, 'user_id': 11037761, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3ZNUubIrqes/AAAAAAAAAAI/AAAAAAAAADc/qXdAQHWNR6Y/photo.jpg?sz=256', 'display_name': 'Muhamad Fadhil Surya Putra', 'link': 'https://stackoverflow.com/users/11037761/muhamad-fadhil-surya-putra'}",False,64,,5,-1,1667258383,1660986289,1667258383.0,73425411,CC BY-SA 4.0,https://stackoverflow.com/questions/73425411/get-specific-date-from-specific-day-last-week,"Get specific date, from specific day last week",,,,
124,"['javascript', 'arrays', 'loops', 'javascript-objects']","{'account_id': 26070534, 'reputation': 21, 'user_id': 19770287, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucr6rkI97Av2m8o0I_2LDk4emXQdG9MTBC1qmKjeww=k-s256', 'display_name': 'Matt P', 'link': 'https://stackoverflow.com/users/19770287/matt-p'}",False,709,,3,-2,1667243594,1660921932,1667243594.0,73418853,CC BY-SA 4.0,https://stackoverflow.com/questions/73418853/looping-over-an-array-and-accessing-properties-of-the-currently-looped-over-obje,Looping over an array and accessing properties of the currently looped-over object,,,,
125,"['javascript', 'html', 'string']","{'account_id': 26096475, 'reputation': 7, 'user_id': 19792538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f263537f9b245a493f5190fc18ab0b0?s=256&d=identicon&r=PG', 'display_name': 'Zeyya', 'link': 'https://stackoverflow.com/users/19792538/zeyya'}",True,50,,2,-2,1667240519,1660815589,1660838402.0,73400744,CC BY-SA 4.0,https://stackoverflow.com/questions/73400744/remove-the-spaces-between-the-closing-and-opening-tag-in-html-with-javascript,Remove the spaces between the closing and opening tag in html with JavaScript,,,,
126,"['javascript', 'reactjs', 'arrays', 'dictionary']","{'account_id': 12077545, 'reputation': 1104, 'user_id': 8830456, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2fbcb7abc1855686a2921f17cd128b8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/8830456/james'}",True,58,73484058.0,1,2,1667202328,1661414789,1667202328.0,73483988,CC BY-SA 4.0,https://stackoverflow.com/questions/73483988/how-to-create-multiple-objects-from-arrays-value-in-javascript,How to create multiple objects from array&#39;s value in JavaScript?,,,,
127,"['javascript', 'reactjs', 'next.js']","{'account_id': 26092491, 'reputation': 1, 'user_id': 19789150, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed628e9f9c26489dc54c7c8f52356983?s=256&d=identicon&r=PG', 'display_name': 'Wondering Coder', 'link': 'https://stackoverflow.com/users/19789150/wondering-coder'}",False,100,,0,0,1667192177,1660776632,,73395693,CC BY-SA 4.0,https://stackoverflow.com/questions/73395693/rendering-next-js-pages-on-chrome-extension,Rendering Next.js pages on Chrome Extension,,,,
128,"['javascript', 'typescript', 'react-native', 'mobile', 'barcode-scanner']","{'account_id': 4558371, 'reputation': 5702, 'user_id': 3701393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'holydragon', 'link': 'https://stackoverflow.com/users/3701393/holydragon'}",True,162,,1,6,1667174044,1659697316,,73248715,CC BY-SA 4.0,https://stackoverflow.com/questions/73248715/how-to-capture-physical-barcode-scanners-scanned-input-text-inside-a-screen-in,How to capture physical barcode scanner&#39;s scanned input text inside a screen in React Native?,,,,
129,"['javascript', 'dom', 'html5-video']","{'account_id': 4749863, 'reputation': 25144, 'user_id': 3840170, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/L9NB3.png?s=256&g=1', 'display_name': 'user3840170', 'link': 'https://stackoverflow.com/users/3840170/user3840170'}",True,165,,1,0,1667150606,1661807406,1667150606.0,73534684,CC BY-SA 4.0,https://stackoverflow.com/questions/73534684/how-can-i-translate-between-client-coordinates-of-a-html-video-element-and-pictu,How can I translate between client coordinates of a HTML video element and picture coordinates?,,,,
130,"['javascript', 'html', 'iframe', 'grapejs']","{'account_id': 20668580, 'reputation': 33, 'user_id': 15174828, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39db1be4e5aa449dcbb7226436fda10c?s=256&d=identicon&r=PG&f=1', 'display_name': 'hundefutt3r', 'link': 'https://stackoverflow.com/users/15174828/hundefutt3r'}",True,33,,1,0,1667148004,1659689206,,73247035,CC BY-SA 4.0,https://stackoverflow.com/questions/73247035/how-do-i-add-an-iframe-block-in-grapejs,How do I add an Iframe Block in Grapejs?,,,,
131,"['javascript', 'reactjs', 'frontend', 'web-deployment', 'meta']","{'account_id': 26164074, 'reputation': 11, 'user_id': 19850131, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmk3zlWB-DaVivc9Ig39cuOyPXmo8pNNhLRIKV88=k-s256', 'display_name': 'Dainik Dekavadiya', 'link': 'https://stackoverflow.com/users/19850131/dainik-dekavadiya'}",True,253,,1,1,1667133322,1661498933,1661512276.0,73497519,CC BY-SA 4.0,https://stackoverflow.com/questions/73497519/dynamic-meta-tag-in-react-js-without-ssr-without-using-helmet-tag-and-only-fro,"Dynamic Meta Tag In React Js Without Ssr , Without Using Helmet Tag and only Front end",,,,
132,"['javascript', 'c#', 'asp.net', '.net']","{'account_id': 19708445, 'reputation': 11, 'user_id': 14429532, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/64H2x.jpg?s=256&g=1', 'display_name': 'Muhammad Hassam', 'link': 'https://stackoverflow.com/users/14429532/muhammad-hassam'}",True,153,,2,0,1667131087,1660072717,1660073196.0,73297028,CC BY-SA 4.0,https://stackoverflow.com/questions/73297028/how-to-prevent-user-from-going-back-to-previous-page-in-asp-net,How to prevent user from going back to previous page in ASP.NET,,,,
133,"['javascript', 'reactjs', 'material-ui']","{'account_id': 18481708, 'reputation': 174, 'user_id': 15818365, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhuinOVO6wbrEA02vyyhf0OA2Xr_mUMxuCiTEI=k-s256', 'display_name': 'quiccode', 'link': 'https://stackoverflow.com/users/15818365/quiccode'}",True,1257,73230178.0,1,1,1667069966,1659396325,,73200492,CC BY-SA 4.0,https://stackoverflow.com/questions/73200492/how-to-filter-datagrid-columns-on-click-of-an-external-button-in-mui,How to filter DataGrid columns on click of an external button in mui,,,,
134,"['javascript', 'slick.js']","{'account_id': 26098344, 'reputation': 1, 'user_id': 19794168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7cde0e85768246e33277846202f3107?s=256&d=identicon&r=PG', 'display_name': 'endevvour-rs', 'link': 'https://stackoverflow.com/users/19794168/endevvour-rs'}",False,35,,1,0,1667069292,1660828948,,73403841,CC BY-SA 4.0,https://stackoverflow.com/questions/73403841/slick-slider-initialize-as-fast-as-possible-dont-wait-for-document-readyf,Slick-Slider initialize as fast as possible - don&#39;t wait for $(document).ready(function($),,,,
135,"['javascript', 'html', 'zope']","{'account_id': 23714604, 'reputation': 107, 'user_id': 17735940, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyEhgftwJVV_j6pduhN8OawFsqvZ3cW9JLj0Z3g=k-s256', 'display_name': 'JThao', 'link': 'https://stackoverflow.com/users/17735940/jthao'}",False,33,,1,1,1667029216,1660578250,1660578554.0,73363343,CC BY-SA 4.0,https://stackoverflow.com/questions/73363343/is-it-possible-to-use-talconditions-in-a-javascript-file,Is it possible to use tal:conditions in a Javascript file?,,,,
136,['javascript'],"{'account_id': 11230174, 'reputation': 497, 'user_id': 9756816, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LDOnjOWGcwU/AAAAAAAAAAI/AAAAAAAAAac/POirRczlo8M/photo.jpg?sz=256', 'display_name': 'era s&#39;q', 'link': 'https://stackoverflow.com/users/9756816/era-sq'}",True,88,73266094.0,1,-2,1666994747,1659859798,1659861491.0,73265852,CC BY-SA 4.0,https://stackoverflow.com/questions/73265852/can-someone-explain-the-below-code-for-deep-copy-of-an-object,Can someone explain the below code for deep copy of an object?,,,,
137,"['javascript', 'reactjs', 'material-ui']","{'account_id': 19787018, 'reputation': 643, 'user_id': 14490784, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-hzCM7c2MkeA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclocELBS30Q176hb6M91qTOljk9MA/s96-c/photo.jpg?sz=256', 'display_name': 'CODEforDREAM', 'link': 'https://stackoverflow.com/users/14490784/codefordream'}",True,203,,2,1,1666979531,1659465537,,73212263,CC BY-SA 4.0,https://stackoverflow.com/questions/73212263/how-to-hide-bottom-info-of-datagrid-mui,How to hide bottom info of DataGrid MUI,,,,
138,"['javascript', 'reactjs', 'typescript']","{'account_id': 8060822, 'reputation': 393, 'user_id': 6076424, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e1b9f42f0ba7f1874b0f6b4fc52240b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'zakrapovic', 'link': 'https://stackoverflow.com/users/6076424/zakrapovic'}",False,69,,0,1,1666957756,1660288410,1666957756.0,73330500,CC BY-SA 4.0,https://stackoverflow.com/questions/73330500/react-pattern-container-logic-component-view-question,React pattern Container (logic) / Component (view) question,,,,
139,"['javascript', 'vue.js', 'vuetify.js', 'vuetify-datatable']","{'account_id': 23084732, 'reputation': 47, 'user_id': 17346100, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1043f47e5317707909be5c9c730acfb3?s=256&d=identicon&r=PG', 'display_name': 'plasticheart', 'link': 'https://stackoverflow.com/users/17346100/plasticheart'}",False,38,,0,1,1666940196,1660714278,,73383284,CC BY-SA 4.0,https://stackoverflow.com/questions/73383284/how-can-i-show-the-data-that-i-require-in-vuetify,How can I show the data that I require in vuetify?,,,,
140,"['javascript', 'reactjs', 'typescript', 'material-ui', 'react-hook-form']","{'account_id': 415814, 'reputation': 12497, 'user_id': 790842, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/Qz93N.jpg?s=256&g=1', 'display_name': 'iphonic', 'link': 'https://stackoverflow.com/users/790842/iphonic'}",True,452,73336103.0,3,1,1666933643,1660315410,,73335872,CC BY-SA 4.0,https://stackoverflow.com/questions/73335872/react-hook-form-with-material-ui-radiogroup-selected-value-is-always-null,react-hook-form with Material UI RadioGroup selected value is always NULL,,,,
