,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
953,"['javascript', 'jquery', 'css']","{'account_id': 1833290, 'reputation': 71, 'user_id': 1664185, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b539fdd076c62bcba49d4d4839c629d4?s=256&d=identicon&r=PG', 'display_name': 'user1664185', 'link': 'https://stackoverflow.com/users/1664185/user1664185'}",True,9997,,4,7,1515833200,1347520081,12401138,CC BY-SA 3.0,https://stackoverflow.com/questions/12401138/how-to-expand-a-div-without-affecting-other-elements,How to expand a DIV without affecting other elements,1515833200.0,,,,,
954,"['javascript', 'html', 'google-maps-api-3', 'google-fusion-tables']","{'account_id': 1869478, 'reputation': 11, 'user_id': 1692076, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ff000260c9e58642be19ac49454bdfb?s=256&d=identicon&r=PG', 'display_name': 'user1692076', 'link': 'https://stackoverflow.com/users/1692076/user1692076'}",False,99,,1,1,1515457023,1348393334,12551259,CC BY-SA 3.0,https://stackoverflow.com/questions/12551259/where-clause-using-in-query-issue,where clause using IN query issue,,,,,,
955,"['javascript', 'html']","{'account_id': 168876, 'reputation': 1457, 'user_id': 394596, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/fa90685474fac82e9dfbfd56ce24f0f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'big_smile', 'link': 'https://stackoverflow.com/users/394596/big-smile'}",True,4253,12584812.0,7,2,1515173439,1348581769,12584621,CC BY-SA 3.0,https://stackoverflow.com/questions/12584621/how-to-store-html-headings-in-javascript-array,How to store HTML headings in JavaScript array,1348584482.0,,,,,
956,"['javascript', 'meteor']","{'account_id': 1802020, 'reputation': 785, 'user_id': 1640097, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/a569660cc745cf356a5de80c77c32eca?s=256&d=identicon&r=PG', 'display_name': 'drzhbe', 'link': 'https://stackoverflow.com/users/1640097/drzhbe'}",True,44097,19347490.0,14,60,1515054393,1346608448,12238382,CC BY-SA 3.0,https://stackoverflow.com/questions/12238382/how-to-stop-meteor,How to stop Meteor?,1495540507.0,,,,,
957,['javascript'],"{'account_id': 1383310, 'reputation': 6591, 'user_id': 1315857, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/0RojV.jpg?s=256&g=1', 'display_name': 'Antonio Pavicevac-Ortiz', 'link': 'https://stackoverflow.com/users/1315857/antonio-pavicevac-ortiz'}",True,90,12570459.0,2,0,1514944737,1348509711,12570366,CC BY-SA 3.0,https://stackoverflow.com/questions/12570366/stopping-setinterval,Stopping setInterval,1514944737.0,,,,,
958,['javascript'],"{'account_id': 1878989, 'reputation': 151, 'user_id': 1699585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca49ef6078afe25a0718eff6d03a8d61?s=256&d=identicon&r=PG', 'display_name': 'J&#225;nos Tov&#225;bb&#237;t&#243;', 'link': 'https://stackoverflow.com/users/1699585/j%c3%a1nos-tov%c3%a1bb%c3%adt%c3%b3'}",True,22676,,4,15,1514822161,1348647264,12597364,CC BY-SA 3.0,https://stackoverflow.com/questions/12597364/how-to-save-a-javascript-object-to-file,How to save a Javascript object to file ?,1354479641.0,,,,,
959,"['javascript', 'css', 'web-applications', 'dart']","{'account_id': 69086, 'reputation': 1593, 'user_id': 201215, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6b715a3a16717753ef1113162509b406?s=256&d=identicon&r=PG', 'display_name': 'Tyler', 'link': 'https://stackoverflow.com/users/201215/tyler'}",True,2187,12256187.0,3,2,1514480508,1346715876,12255158,CC BY-SA 3.0,https://stackoverflow.com/questions/12255158/dart-and-third-party-css-and-js-frameworks,Dart and third party CSS and JS frameworks,1514480508.0,,,,,
960,"['javascript', 'jquery-ui', 'jquery-ui-selectmenu']","{'account_id': 1487036, 'reputation': 697, 'user_id': 1395052, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c1fd531953b63c5a74db4ae6f051af78?s=256&d=identicon&r=PG', 'display_name': 'Channafow', 'link': 'https://stackoverflow.com/users/1395052/channafow'}",True,10488,12273757.0,2,6,1514462625,1346806308,12273176,CC BY-SA 3.0,https://stackoverflow.com/questions/12273176/jqueryui-selectmenu-how-to-add-more-options,JQueryUI selectmenu - How to add more options,1346860765.0,,,,,
961,"['javascript', 'constructor', 'prototype']","{'account_id': 303463, 'reputation': 2053, 'user_id': 612418, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/01147154dd2da0238920c2a2d7f3e6c3?s=256&d=identicon&r=PG', 'display_name': 'Kai', 'link': 'https://stackoverflow.com/users/612418/kai'}",True,8120,12593269.0,6,50,1514404523,1348618667,12592913,CC BY-SA 3.0,https://stackoverflow.com/questions/12592913/what-is-the-reason-to-use-the-new-keyword-at-derived-prototype-new-base,What is the reason to use the &#39;new&#39; keyword at Derived.prototype = new Base,1403183818.0,,,,,
962,"['javascript', 'jquery', 'web', 'growl']","{'account_id': 1581404, 'reputation': 2379, 'user_id': 1466719, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/1148339060c8c9aaaf3180b378e61278?s=256&d=identicon&r=PG', 'display_name': 'Yo Al', 'link': 'https://stackoverflow.com/users/1466719/yo-al'}",True,2673,,3,1,1513945240,1348483569,12563433,CC BY-SA 3.0,https://stackoverflow.com/questions/12563433/make-jquery-growl-plugin-messages-not-fade-out,make jQuery Growl plugin messages not fade out,,,,,,
963,"['javascript', 'selenium', 'menu', 'webdriver']","{'account_id': 448320, 'reputation': 459, 'user_id': 842448, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8ff78e194f6faff8cd127b85e10d5c38?s=256&d=identicon&r=PG', 'display_name': 'Shashank Jain', 'link': 'https://stackoverflow.com/users/842448/shashank-jain'}",False,2295,,2,0,1513651785,1348117794,12506375,CC BY-SA 3.0,https://stackoverflow.com/questions/12506375/how-to-click-on-windows-menu-which-populate-on-mouse-hover-using-selenium,how to Click on windows menu which populate on mouse hover using selenium,1348118092.0,,,,,
964,"['javascript', 'google-chrome']","{'account_id': 1287571, 'reputation': 133, 'user_id': 1243051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adb482e2776df21af45ea347c4f92bf5?s=256&d=identicon&r=PG', 'display_name': 'Toste', 'link': 'https://stackoverflow.com/users/1243051/toste'}",False,53,,0,1,1513413044,1346645679,12241907,CC BY-SA 3.0,https://stackoverflow.com/questions/12241907/run-a-functions-across-pages,Run a functions across pages,1513413044.0,,,,,
965,"['javascript', 'angularjs']","{'account_id': 115607, 'reputation': 55988, 'user_id': 303477, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a33dc35cc7a3747fd3b9a666a31a2533?s=256&d=identicon&r=PG&f=1', 'display_name': 'bsr', 'link': 'https://stackoverflow.com/users/303477/bsr'}",True,7101,12664493.0,3,14,1513265239,1348946035,12655689,CC BY-SA 3.0,https://stackoverflow.com/questions/12655689/passing-object-between-views-flash-message,Passing object between views (flash message),1513265239.0,,,,,
966,"['javascript', 'validation', 'keyboard']","{'user_type': 'does_not_exist', 'display_name': 'user1430484'}",True,10340,12530126.0,4,1,1513247117,1348227939,12529922,CC BY-SA 3.0,https://stackoverflow.com/questions/12529922/explanation-on-a-javascript-function,Explanation on a Javascript function,1392835582.0,,,,,
967,"['javascript', 'webgl', 'flashdevelop', 'haxe']","{'account_id': 53488, 'reputation': 1038, 'user_id': 2385364, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/ec33fa52e91e09c47a1c8e3aac60dad5?s=256&d=identicon&r=PG', 'display_name': 'Gary Paluk', 'link': 'https://stackoverflow.com/users/2385364/gary-paluk'}",True,558,12239568.0,1,1,1513186087,1346507194,12228294,CC BY-SA 3.0,https://stackoverflow.com/questions/12228294/flashdevelop-for-webgl-with-haxe-stdjs,Flashdevelop for webgl with haxe &amp; stdjs,1513186087.0,,,,,
968,"['javascript', 'debugging', 'yui', 'combres']","{'account_id': 442966, 'reputation': 1228, 'user_id': 833910, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f17925cf81da78a1abf31b0d9dc86445?s=256&d=identicon&r=PG', 'display_name': 'moefinley', 'link': 'https://stackoverflow.com/users/833910/moefinley'}",True,2487,,4,7,1513143341,1346840271,12279219,CC BY-SA 3.0,https://stackoverflow.com/questions/12279219/best-practice-for-removing-console-log-and-other-debug-code-from-your-release-ja,Best practice for removing console.log and other debug code from your release JavaScript?,1513143341.0,,,,,
969,"['javascript', 'getelementbyid']","{'account_id': 1238139, 'reputation': 6406, 'user_id': 1201298, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0c3afd52b0c5f38b781eb3c729843cec?s=256&d=identicon&r=PG', 'display_name': 'Hassen', 'link': 'https://stackoverflow.com/users/1201298/hassen'}",True,13360,12340885.0,4,2,1513115176,1347208832,12340871,,https://stackoverflow.com/questions/12340871/javascript-cant-get-element-using-getelementbyid,Javascript: Can&#39;t get element using getElementById,,1461226837.0,Duplicate,,,
970,"['javascript', 'html', 'html-table', 'innerhtml', 'clonenode']","{'account_id': 1770145, 'reputation': 1087, 'user_id': 1615129, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/632cc606b563c8c2f5ea5158d202a323?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jap Evans', 'link': 'https://stackoverflow.com/users/1615129/jap-evans'}",True,539,12514675.0,1,0,1512900586,1347982969,12480425,CC BY-SA 3.0,https://stackoverflow.com/questions/12480425/changing-the-innerhtml-after-clonenode-not-working,Changing the innerhtml after cloneNode not working,1512900586.0,,,,,
971,"['javascript', 'html', 'html-table', 'innerhtml']","{'account_id': 1885036, 'reputation': 13, 'user_id': 1704431, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca252496259370ef3f3aee07a27a3bab?s=256&d=identicon&r=PG', 'display_name': 'LordGrteg', 'link': 'https://stackoverflow.com/users/1704431/lordgrteg'}",True,7648,12629363.0,2,1,1512900426,1348776443,12629249,CC BY-SA 3.0,https://stackoverflow.com/questions/12629249/inserting-select-button-into-html-table-using-innerhtml,Inserting &lt;select&gt; button into HTML table using innerHTML,1512900426.0,,,,,
972,"['javascript', 'jquery', 'css', 'firefox']","{'user_type': 'does_not_exist', 'display_name': 'user669677'}",True,52,12279136.0,1,0,1512842979,1346839125,12278853,CC BY-SA 3.0,https://stackoverflow.com/questions/12278853/compatibility-issue-in-firefox-dynamic-absolute-table-content,"compatibility issue in firefox, dynamic,absolute table content",1512842979.0,,,,,
973,"['java', 'javascript', 'jsp', 'jakarta-ee', 'struts']","{'account_id': 1705386, 'reputation': 5547, 'user_id': 1564528, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/Do2Mk.jpg?s=256&g=1', 'display_name': 'Just_another_developer', 'link': 'https://stackoverflow.com/users/1564528/just-another-developer'}",True,804,12237738.0,1,2,1512431136,1346602982,12237654,CC BY-SA 3.0,https://stackoverflow.com/questions/12237654/javascripts-array-scriptlet-combination-is-not-working,"JavaScript&#39;s Array,Scriptlet combination is not working",1512431136.0,,,,,
974,"['javascript', 'jquery', 'jquery-ui']","{'account_id': 1787083, 'reputation': 59, 'user_id': 1628329, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0487aa2c52308d715c4c04fed905d9f8?s=256&d=identicon&r=PG', 'display_name': 'Sk MiRaj', 'link': 'https://stackoverflow.com/users/1628329/sk-miraj'}",True,382,12328407.0,1,0,1512124955,1347083393,12328388,CC BY-SA 3.0,https://stackoverflow.com/questions/12328388/is-it-possible-to-set-active-panel-of-jquery-accordion-dynamically-while-calling,Is it possible to set active panel of Jquery Accordion dynamically while calling?,1512124955.0,,,,,
975,"['javascript', 'class', 'function', 'object', 'return']","{'account_id': 1885958, 'reputation': 133, 'user_id': 1705157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52b0f7df4e1f60270cf8707fd2774c2e?s=256&d=identicon&r=PG', 'display_name': 'Lehonti', 'link': 'https://stackoverflow.com/users/1705157/lehonti'}",True,1717,12633917.0,1,2,1511977884,1348804903,12633392,CC BY-SA 3.0,https://stackoverflow.com/questions/12633392/what-are-the-advantages-of-using-classes-instead-of-using-a-function-that-throws,What are the advantages of using classes instead of using a function that throws an object as a return value?,1511977884.0,,,,,
976,"['javascript', 'jquery', 'xpath']","{'account_id': 1018772, 'reputation': 7857, 'user_id': 1029733, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/a15b6ee9ffa696b4ca8f88de01a7d666?s=256&d=identicon&r=PG', 'display_name': 'Adam Sh', 'link': 'https://stackoverflow.com/users/1029733/adam-sh'}",True,61714,12244020.0,8,17,1511965988,1346657457,12243661,CC BY-SA 3.0,https://stackoverflow.com/questions/12243661/javascript-use-xpath-in-jquery,Javascript: use xpath in jQuery,1511965988.0,,,,,
977,"['javascript', 'tracking', 'outbound']","{'account_id': 1484930, 'reputation': 5284, 'user_id': 1393400, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/kq29s.jpg?s=256&g=1', 'display_name': 'Xpleria', 'link': 'https://stackoverflow.com/users/1393400/xpleria'}",True,277,12427977.0,2,0,1511871558,1347637503,12427847,CC BY-SA 3.0,https://stackoverflow.com/questions/12427847/how-to-execute-a-function-and-track-outbound-link-on-page-exit-using-javascript,How to execute a function and track outbound link on page exit using Javascript?,1511871558.0,,,,,
978,"['javascript', 'jquery', 'css', 'arrays']","{'account_id': 1145605, 'reputation': 2461, 'user_id': 1128445, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/7b36d8a21237dba1cd3fc0d893d8398e?s=256&d=identicon&r=PG', 'display_name': 'im_benton', 'link': 'https://stackoverflow.com/users/1128445/im-benton'}",True,1523,12465735.0,4,2,1511781198,1347908666,12465583,CC BY-SA 3.0,https://stackoverflow.com/questions/12465583/count-sibling-elements-that-all-have-same-unknown-class-name,Count sibling elements that all have same unknown class name,1511781198.0,,,,,
979,"['javascript', 'jquery', 'html']","{'account_id': 555095, 'reputation': 1730, 'user_id': 1262187, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://www.gravatar.com/avatar/d3068f39f0fe5d8444a91e4d35606bf2?s=256&d=identicon&r=PG', 'display_name': 'simar', 'link': 'https://stackoverflow.com/users/1262187/simar'}",True,141,,3,-4,1511753580,1348576230,12582995,CC BY-SA 3.0,https://stackoverflow.com/questions/12582995/jquery-html-and-append-not-working,jquery html() and append() not working,1511753580.0,,,,,
980,"['javascript', 'css']","{'account_id': 1379133, 'reputation': 8292, 'user_id': 1312519, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/91zhU.jpg?s=256&g=1', 'display_name': 'Omar Wagih', 'link': 'https://stackoverflow.com/users/1312519/omar-wagih'}",True,831,12506274.0,2,2,1511633953,1348116798,12506244,CC BY-SA 3.0,https://stackoverflow.com/questions/12506244/google-prettify-not-showing-colors,Google prettify not showing colors,,,,,,
981,"['javascript', 'jquery', 'django', 'local-storage', 'browser-tab']","{'account_id': 129578, 'reputation': 6013, 'user_id': 328258, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/bb68408b9aaff4ac34d5f1679bc4d363?s=256&d=identicon&r=PG', 'display_name': 'olofom', 'link': 'https://stackoverflow.com/users/328258/olofom'}",True,10730,12619898.0,3,17,1511612401,1348735914,12617536,CC BY-SA 3.0,https://stackoverflow.com/questions/12617536/store-browser-tab-specific-data,Store browser tab specific data,,,,,,
982,"['javascript', 'asp.net-mvc-3', 'html-table', 'datepicker']","{'account_id': 1588270, 'reputation': 341, 'user_id': 1472162, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e16fc4b2dc494503922fbf7c036e186a?s=256&d=identicon&r=PG', 'display_name': 'Mike Thunder', 'link': 'https://stackoverflow.com/users/1472162/mike-thunder'}",True,3054,12301699.0,1,1,1511036816,1346939153,12301529,CC BY-SA 3.0,https://stackoverflow.com/questions/12301529/date-picker-only-works-on-first-row,Date picker only works on first row,1511036816.0,,,,,
983,['javascript'],"{'account_id': 968842, 'reputation': 44148, 'user_id': 991788, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/39d159a6f2a0cacf9e03a0e16bbd3097?s=256&d=identicon&r=PG', 'display_name': 'Sachin Kainth', 'link': 'https://stackoverflow.com/users/991788/sachin-kainth'}",True,164,12515500.0,3,1,1510938105,1348153451,12515483,CC BY-SA 3.0,https://stackoverflow.com/questions/12515483/can-a-page-have-more-than-one-document-ready-function,Can a page have more than one document.ready function?,,,,,,
984,"['javascript', 'jquery', 'html-table', 'jquery-selectors']","{'account_id': 189431, 'reputation': 4951, 'user_id': 428757, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/3649b963f61aaa9fe29a105a1a24e390?s=256&d=identicon&r=PG', 'display_name': 'dotnetN00b', 'link': 'https://stackoverflow.com/users/428757/dotnetn00b'}",True,227,12267769.0,1,0,1510745426,1346776199,12267713,CC BY-SA 3.0,https://stackoverflow.com/questions/12267713/how-do-i-select-all-cells-td-and-th-in-a-column-based-on-what-radiobutton-i-se,How do I select all cells (td and th) in a column based on what radiobutton I select?,1510745426.0,,,,,
985,"['javascript', 'jquery']","{'account_id': 1656918, 'reputation': 1019, 'user_id': 2443950, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/379c559291737d88e0d0b38d186835dc?s=256&d=identicon&r=PG', 'display_name': 'ramr', 'link': 'https://stackoverflow.com/users/2443950/ramr'}",True,1921,12501066.0,2,1,1510388004,1348080514,12500990,CC BY-SA 3.0,https://stackoverflow.com/questions/12500990/creating-new-message-notifications-within-title-title-from-a-chat-box,creating new message notifications within &lt;title&gt;&lt;/title&gt; from a chat box,1348083626.0,,,,,
986,"['javascript', 'css', 'aem']","{'account_id': 1838719, 'reputation': 349, 'user_id': 1668577, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/bbdb01dcd8e442a601f5c5c37be26453?s=256&d=identicon&r=PG', 'display_name': 'Vinoth Kumar Subramanian', 'link': 'https://stackoverflow.com/users/1668577/vinoth-kumar-subramanian'}",True,9456,,2,5,1510347450,1347612795,12421087,CC BY-SA 3.0,https://stackoverflow.com/questions/12421087/how-to-use-cqincludeclientlib-in-cq5-to-include-css-and-javascript,How to use cq:includeClientLib in CQ5 to include CSS and Javascript,1356689619.0,,,,,
987,"['javascript', 'android']","{'account_id': 1242678, 'reputation': 551, 'user_id': 1204894, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8b7dd659376f2d7157c0dd591c9c6a3?s=256&d=identicon&r=PG', 'display_name': 'Ishaq', 'link': 'https://stackoverflow.com/users/1204894/ishaq'}",False,2326,,3,1,1510210357,1346848837,12281665,CC BY-SA 3.0,https://stackoverflow.com/questions/12281665/uncaught-referenceerror-function-is-not-defined-javascript-android,uncaught referenceerror function is not defined javascript android,1346852782.0,,,,,
988,"['javascript', 'jquery', 'twitter-bootstrap']","{'account_id': 1690944, 'reputation': 3382, 'user_id': 1553293, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/12fbb0c5f237d6e3e6c52941e30b0c2a?s=256&d=identicon&r=PG', 'display_name': 'Muhambi', 'link': 'https://stackoverflow.com/users/1553293/muhambi'}",True,315016,12343706.0,5,199,1510149024,1347231713,12343695,CC BY-SA 3.0,https://stackoverflow.com/questions/12343695/make-bootstrap-popover-appear-disappear-on-hover-instead-of-click,Make Bootstrap Popover Appear/Disappear on Hover instead of Click,1461220579.0,,,1412946707.0,,
989,"['javascript', 'templates', 'google-chrome', 'google-chrome-extension']","{'account_id': 1085196, 'reputation': 523, 'user_id': 1081056, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d36c201b212d2e9c452532401f17235d?s=256&d=identicon&r=PG', 'display_name': 'user1081056', 'link': 'https://stackoverflow.com/users/1081056/user1081056'}",True,1940,12626165.0,1,4,1509977811,1348730673,12616158,CC BY-SA 3.0,https://stackoverflow.com/questions/12616158/js-templating-in-google-chrome-extensionmanifest-v2,JS templating in google chrome extension(manifest v2),,,,,,
990,"['javascript', 'd3.js', 'html-table', 'console', 'window']","{'account_id': 85655, 'reputation': 16265, 'user_id': 238671, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/fc17c0a0eb63ef5ae4000782b5bb74d1?s=256&d=identicon&r=PG', 'display_name': 'Ruggero Turra', 'link': 'https://stackoverflow.com/users/238671/ruggero-turra'}",True,2256,12377939.0,1,1,1509473608,1347366799,12369823,CC BY-SA 3.0,https://stackoverflow.com/questions/12369823/use-d3-js-on-a-new-window,Use d3.js on a new window,1509473608.0,,,,,
991,"['javascript', 'jsf', 'oracle-adf']","{'account_id': 1663453, 'reputation': 247, 'user_id': 1531320, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/afae0e5656d11c3e3fca13423e53f5da?s=256&d=identicon&r=PG', 'display_name': 'Durgesh Sahu', 'link': 'https://stackoverflow.com/users/1531320/durgesh-sahu'}",True,7701,,2,1,1509111696,1346839555,12279007,CC BY-SA 3.0,https://stackoverflow.com/questions/12279007/how-to-perform-auto-click-on-command-button-in-jsf-using-script,How to perform auto click on command button in jsf using script,1346840195.0,,,,,
992,"['javascript', 'html', 'three.js']","{'account_id': 1837765, 'reputation': 2003, 'user_id': 1667768, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/37bf03168011f6f252f7461948db035b?s=256&d=identicon&r=PG', 'display_name': 'Valay', 'link': 'https://stackoverflow.com/users/1667768/valay'}",True,2809,12478751.0,2,1,1509014972,1347973706,12477715,CC BY-SA 3.0,https://stackoverflow.com/questions/12477715/three-js-disabled-textboxes,three.js - disabled textboxes,,,,,,
993,"['javascript', 'greasemonkey', 'qr-code', 'permalinks', 'userscripts']","{'account_id': 1278247, 'reputation': 542, 'user_id': 1233003, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/vcqP0.jpg?s=256&g=1', 'display_name': 'mickdekkers', 'link': 'https://stackoverflow.com/users/1233003/mickdekkers'}",True,468,12233912.0,1,1,1508765605,1346536436,12231730,CC BY-SA 3.0,https://stackoverflow.com/questions/12231730/how-to-generating-qr-codes-for-permalinks-in-forums,How to generating QR-Codes for permalinks in forums?,1508765605.0,,,,,
994,"['javascript', 'jquery', 'pagination']","{'account_id': 1670603, 'reputation': 2608, 'user_id': 1537128, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f8345664b7182911614e9757601d7957?s=256&d=identicon&r=PG', 'display_name': 'ATaylor', 'link': 'https://stackoverflow.com/users/1537128/ataylor'}",True,2441,12437301.0,3,2,1508637162,1347696155,12435661,CC BY-SA 3.0,https://stackoverflow.com/questions/12435661/fast-js-pagination-for-long-texts,Fast JS Pagination for long texts,1348317773.0,,,,,
995,"['javascript', 'angularjs', 'web-applications', 'javascript-framework']","{'account_id': 1697114, 'reputation': 3951, 'user_id': 1558259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ccf88f87f1d316dd65bd9bc7a446bf28?s=256&d=identicon&r=PG', 'display_name': 'user1558259', 'link': 'https://stackoverflow.com/users/1558259/user1558259'}",True,113431,,4,395,1508454925,1348341543,12546945,CC BY-SA 3.0,https://stackoverflow.com/questions/12546945/difference-between-the-controller-link-and-compile-functions-when-definin,"Difference between the &#39;controller&#39;, &#39;link&#39; and &#39;compile&#39; functions when defining a directive",1508454925.0,,,1433961319.0,,
996,"['javascript', 'jsrender']","{'account_id': 1832658, 'reputation': 141, 'user_id': 1663711, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d89a79bbcbcbfb72cecb37d78a42359b?s=256&d=identicon&r=PG', 'display_name': 'quickLearner', 'link': 'https://stackoverflow.com/users/1663711/quicklearner'}",True,4662,12397384.0,2,4,1508433039,1347387858,12375671,CC BY-SA 3.0,https://stackoverflow.com/questions/12375671/accessing-a-global-javascript-variable-inside-jsrender-template-and-updating-it,Accessing a global javascript variable inside jsrender template and updating it,,,,,,
997,"['javascript', 'pdf', 'internet-explorer-9', 'pdf.js']","{'account_id': 1731784, 'reputation': 2128, 'user_id': 1585252, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/bf2ab432b3b0b5fbad5bc6e18b9635b4?s=256&d=identicon&r=PG', 'display_name': 'jfreak53', 'link': 'https://stackoverflow.com/users/1585252/jfreak53'}",True,15637,,3,27,1508400949,1348259443,12537773,CC BY-SA 3.0,https://stackoverflow.com/questions/12537773/pdf-js-not-working-on-ie9,PDF.js not working on IE9,1365500845.0,,,,,
998,"['javascript', 'python', 'html', 'file', 'server-side']","{'account_id': 1852612, 'reputation': 41, 'user_id': 1678838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4226168b9e60b4bac8492a51575e5a6?s=256&d=identicon&r=PG', 'display_name': 'user1678838', 'link': 'https://stackoverflow.com/users/1678838/user1678838'}",True,7055,,5,4,1508348450,1347923548,12468335,CC BY-SA 3.0,https://stackoverflow.com/questions/12468335/how-to-create-a-file-and-append-data-from-html-page,How to create a file and append data from html page ?,1347954250.0,,,,,
999,"['javascript', 'html', 'html5-canvas']","{'account_id': 1662650, 'reputation': 201, 'user_id': 1530622, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8ed870610d5332b3cd6124bcea673574?s=256&d=identicon&r=PG', 'display_name': 'Shanky', 'link': 'https://stackoverflow.com/users/1530622/shanky'}",True,1956,12278143.0,1,1,1508331421,1346826185,12275572,CC BY-SA 3.0,https://stackoverflow.com/questions/12275572/how-can-i-draw-circle-in-html5-canvas-as-an-individual-canvas,How can I draw circle in html5 canvas as an individual canvas?,1346836272.0,,,,,
1000,"['javascript', 'same-origin-policy']","{'account_id': 450732, 'reputation': 41071, 'user_id': 1206051, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/HYPUk.png?s=256&g=1', 'display_name': 'treecoder', 'link': 'https://stackoverflow.com/users/1206051/treecoder'}",True,3816,12543984.0,1,24,1508279289,1348318698,12543978,CC BY-SA 3.0,https://stackoverflow.com/questions/12543978/same-origin-policy-and-serving-js-from-a-cdn,Same-Origin Policy and serving JS from a CDN,,,,,,
1001,"['javascript', 'jquery']","{'account_id': 177920, 'reputation': 2305, 'user_id': 409571, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/35673cc4948ee8da47feb3b0443e20f9?s=256&d=identicon&r=PG', 'display_name': 'Velmurugan', 'link': 'https://stackoverflow.com/users/409571/velmurugan'}",True,352,12541441.0,1,0,1508236651,1348292292,12541057,CC BY-SA 3.0,https://stackoverflow.com/questions/12541057/jquery-easing-jquery-conflict,jquery.easing jQuery conflict,1508236651.0,,,,,
