,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date
1173,"['javascript', 'jquery']","{'account_id': 153857, 'reputation': 2468, 'user_id': 369411, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/ed70bb27c7d6a0d515220d66d3a0e1dd?s=256&d=identicon&r=PG', 'display_name': 'MANnDAaR', 'link': 'https://stackoverflow.com/users/369411/manndaar'}",True,2793,3152360.0,4,1,1345711135,1277922995,,3152305,CC BY-SA 2.5,https://stackoverflow.com/questions/3152305/if-ie-neglect-hide-div,IF IE neglect/hide div,,,,
1174,"['c#', 'asp.net', 'javascript']","{'account_id': 148442, 'reputation': 83, 'user_id': 360213, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/bff1cdd5b26d7768db9ede54a1abfc28?s=256&d=identicon&r=PG', 'display_name': 'Ramakrishna', 'link': 'https://stackoverflow.com/users/360213/ramakrishna'}",True,526,3212632.0,2,0,1345671153,1278678690,1345671153.0,3212558,CC BY-SA 3.0,https://stackoverflow.com/questions/3212558/how-to-count-dynamically-added-table-rows,how to count dynamically added table rows,,,,
1175,"['javascript', 'jquery']","{'account_id': 119331, 'reputation': 155, 'user_id': 310957, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92462a92d1c0f868f5e290c9b594d8a9?s=256&d=identicon&r=PG', 'display_name': 'Rik', 'link': 'https://stackoverflow.com/users/310957/rik'}",True,6594,3235690.0,4,4,1345625626,1279012429,,3235680,CC BY-SA 2.5,https://stackoverflow.com/questions/3235680/javascript-jquery-use-modulus-to-ensure-height-of-div-is-a-multiple-of-x,Javascript/jQuery - Use modulus to ensure height of div is a multiple of x,,,,
1176,"['javascript', 'jquery', 'variables', 'scope']","{'account_id': 65788, 'reputation': 3115, 'user_id': 193375, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/3bc03ee670a100bc64f81cb8adee45a9?s=256&d=identicon&r=PG', 'display_name': 'Obay', 'link': 'https://stackoverflow.com/users/193375/obay'}",True,221,12066686.0,4,1,1345612721,1278262014,,3175431,CC BY-SA 2.5,https://stackoverflow.com/questions/3175431/javascript-object-property-inaccessible-from-another-property-function,Javascript object property inaccessible from another property (function),,,,
1177,"['javascript', 'conditional', 'expression', 'shorthand']","{'account_id': 48726, 'reputation': 30838, 'user_id': 144833, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/GHAT8.jpg?s=256&g=1', 'display_name': 'Oscar Godson', 'link': 'https://stackoverflow.com/users/144833/oscar-godson'}",True,535,3231594.0,7,0,1345612138,1278962841,,3231569,,https://stackoverflow.com/questions/3231569/shortest-way-to-write-this-in-javascript,Shortest way to write this in JavaScript,,1352898521.0,not a real question,
1178,"['c#', 'javascript', 'unit-testing', 'nunit', 'selenium-rc']","{'account_id': 163266, 'reputation': 755, 'user_id': 385291, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/6f794e0f967f0f73820005df565c002e?s=256&d=identicon&r=PG', 'display_name': 'deha', 'link': 'https://stackoverflow.com/users/385291/deha'}",False,328,,1,0,1345552258,1278594500,,3203877,CC BY-SA 2.5,https://stackoverflow.com/questions/3203877/running-js-functions-on-selenium-rc-net,Running JS functions on Selenium RC .Net,,,,
1179,"['javascript', 'ajax', 'wrapper', 'intercept']","{'account_id': 103579, 'reputation': 3659, 'user_id': 277345, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/1E5Lz.jpg?s=256&g=1', 'display_name': 'Andrey Nikishaev', 'link': 'https://stackoverflow.com/users/277345/andrey-nikishaev'}",True,5514,3216023.0,3,7,1345445336,1278586675,,3202849,CC BY-SA 2.5,https://stackoverflow.com/questions/3202849/how-to-intercept-every-ajax-request-from-a-webpage,How to intercept every AJAX request from a webpage,,,,
1180,"['javascript', 'jquery', 'html', 'dom']","{'account_id': 9034, 'reputation': 70455, 'user_id': 16511, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/f1ead936fb3a1beb870c8541f463254a?s=256&d=identicon&r=PG', 'display_name': 'Rich Bradshaw', 'link': 'https://stackoverflow.com/users/16511/rich-bradshaw'}",True,2079,3312957.0,4,0,1345399678,1279828589,,3312865,CC BY-SA 2.5,https://stackoverflow.com/questions/3312865/check-if-each-cell-in-a-table-is-equal-to-the-cell-above,Check if each cell in a table is equal to the cell above,,,,
1181,"['javascript', 'jquery']","{'account_id': 632256, 'reputation': 21, 'user_id': 394490, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/c047affcf7605698be203599f858c254?s=256&d=identicon&r=PG', 'display_name': 'Chris Hughes', 'link': 'https://stackoverflow.com/users/394490/chris-hughes'}",False,961,,2,2,1345299705,1279343866,1279345262.0,3270354,CC BY-SA 2.5,https://stackoverflow.com/questions/3270354/how-to-disable-text-selection-in-jquery-ui-dialog-without-disabling-form-element,How to disable text selection in jquery-UI dialog without disabling form elements,,,,
1182,"['javascript', 'jquery-ui', 'jquery', 'jquery-ui-tabs']","{'account_id': 45046, 'reputation': 34184, 'user_id': 132528, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d8f540ed5300b2efbc389da170f9bf14?s=256&d=identicon&r=PG', 'display_name': 'JasCav', 'link': 'https://stackoverflow.com/users/132528/jascav'}",True,1168,3324843.0,5,1,1345220382,1279954363,1279972761.0,3324146,CC BY-SA 2.5,https://stackoverflow.com/questions/3324146/javascript-only-working-in-firebug,Javascript only working in Firebug,,,,
1183,"['javascript', 'jquery', 'domready']","{'account_id': 174535, 'reputation': 17643, 'user_id': 403965, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/f7e9033f2cf744ab17c15886fe1509df?s=256&d=identicon&r=PG', 'display_name': 'Qcom', 'link': 'https://stackoverflow.com/users/403965/qcom'}",True,2436,3364534.0,7,3,1345136628,1280417667,1280417951.0,3364255,CC BY-SA 2.5,https://stackoverflow.com/questions/3364255/understanding-the-document-ready-event,Understanding the document-ready event,,,,
1184,['javascript'],"{'account_id': 98334, 'reputation': 9167, 'user_id': 266250, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/f455d35677d9e55f5d0a161ccc99b4fd?s=256&d=identicon&r=PG', 'display_name': 'Stewie Griffin', 'link': 'https://stackoverflow.com/users/266250/stewie-griffin'}",True,28429,3206879.0,3,8,1345045584,1278614270,1278614595.0,3206830,CC BY-SA 2.5,https://stackoverflow.com/questions/3206830/history-go-1-going-back-doesnt-work-in-chrome,history.go(-1) going back doesnt work in Chrome,,,,
1185,"['javascript', 'jquery', 'web-applications', 'jquery-plugins']","{'account_id': 93641, 'reputation': 7123, 'user_id': 256077, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/22e5ba65134fe70af51dff163814d27b?s=256&d=identicon&r=PG', 'display_name': 'RyanP13', 'link': 'https://stackoverflow.com/users/256077/ryanp13'}",True,1070,3205291.0,3,2,1345041319,1277999087,,3159389,CC BY-SA 2.5,https://stackoverflow.com/questions/3159389/jquery-javascript-large-scale-application-development,jQuery Javascript large scale application development,,,,
1186,"['html', 'caching', 'javascript']","{'account_id': 64868, 'reputation': 1818, 'user_id': 191279, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/54b3c9140e0b468e9d14f5a094add79b?s=256&d=identicon&r=PG', 'display_name': 'cinek', 'link': 'https://stackoverflow.com/users/191279/cinek'}",True,3993,3185752.0,3,5,1344975744,1278415422,,3185739,CC BY-SA 2.5,https://stackoverflow.com/questions/3185739/is-it-possible-to-cache-js-inside-script-tags-on-html-page,Is it possible to cache JS inside &lt;script/&gt; tags on HTML page?,,,,
1187,"['javascript', 'objective-c']","{'account_id': 161528, 'reputation': 2981, 'user_id': 1420271, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/b68b1a2f695d530099bd3c7085012e08?s=256&d=identicon&r=PG', 'display_name': 'objectiveccoder001', 'link': 'https://stackoverflow.com/users/1420271/objectiveccoder001'}",True,137,3176297.0,1,0,1344622268,1278278837,1344622268.0,3176279,CC BY-SA 3.0,https://stackoverflow.com/questions/3176279/objective-c-javascript,objective c javaScript,,,,
1188,"['php', 'javascript', 'json', 'validation', 'jsonlint']","{'account_id': 165732, 'reputation': 151, 'user_id': 389422, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5a16f91b1cc2f4fc87ac075ad525fa8b?s=256&d=identicon&r=PG', 'display_name': 'clonex1', 'link': 'https://stackoverflow.com/users/389422/clonex1'}",True,362,3324408.0,2,1,1344462421,1279960409,1344462421.0,3324405,CC BY-SA 3.0,https://stackoverflow.com/questions/3324405/json-error-parsererror,json error: parsererror,,,,
1189,"['javascript', 'jsf']","{'account_id': 131901, 'reputation': 2201, 'user_id': 332244, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/7d6fa61353697811cee3c5131d60c7ec?s=256&d=identicon&r=PG', 'display_name': 'gekrish', 'link': 'https://stackoverflow.com/users/332244/gekrish'}",True,1637,3160286.0,1,0,1344391541,1277999685,1278006180.0,3159491,CC BY-SA 2.5,https://stackoverflow.com/questions/3159491/problems-with-javascript-and-hcommandlink,Problems with javascript and h:commandLink,,,,
1190,"['javascript', 'xhtml', 'dojo', 'mime-types', 'xhtml-1.1']","{'account_id': 40626, 'reputation': 844, 'user_id': 117719, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/ad25f7896b325cdb0db5d1b852c9a058?s=256&d=identicon&r=PG', 'display_name': 'mctom987', 'link': 'https://stackoverflow.com/users/117719/mctom987'}",True,637,3570826.0,3,6,1344355090,1279583812,1344355090.0,3286013,CC BY-SA 3.0,https://stackoverflow.com/questions/3286013/dojo-with-application-xmlxhtml-content-type,Dojo with application/xml+xhtml content-type,,,,
1191,"['javascript', 'jquery', 'regex']","{'account_id': 60030, 'reputation': 1210, 'user_id': 179446, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/Fe4yZ.jpg?s=256&g=1', 'display_name': 'Kerberos', 'link': 'https://stackoverflow.com/users/179446/kerberos'}",True,715,3334926.0,6,1,1343854675,1280147679,1343854675.0,3334794,CC BY-SA 3.0,https://stackoverflow.com/questions/3334794/parsing-valid-url-from-long-string-with-pure-js-or-jquery-using-regex,Parsing valid url from long string with pure js or jquery using regex,,,,
1192,"['javascript', 'asp.net', 'web-applications', 'internet-explorer-6', 'textselection']","{'account_id': 158987, 'reputation': 996, 'user_id': 377996, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/8hoWl.jpg?s=256&g=1', 'display_name': 'Hukam', 'link': 'https://stackoverflow.com/users/377996/hukam'}",True,853,3363583.0,3,0,1343388061,1280409236,1343388061.0,3362807,CC BY-SA 3.0,https://stackoverflow.com/questions/3362807/disable-defualt-text-selection-in-web-application,Disable defualt text selection in web application,,,,
1193,"['javascript', 'jquery', 'watermark']","{'account_id': 69946, 'reputation': 20390, 'user_id': 203262, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/MseVV.jpg?s=256&g=1', 'display_name': 'Shantanu Gupta', 'link': 'https://stackoverflow.com/users/203262/shantanu-gupta'}",True,2156,3362161.0,1,1,1343287539,1280404099,1280407746.0,3362118,CC BY-SA 2.5,https://stackoverflow.com/questions/3362118/how-to-create-watermark-effect-using-jquery-in-asp-net,how to create watermark effect using jquery in asp.net,,,,
1194,"['javascript', 'firefox', 'browser', 'x11']","{'account_id': 174435, 'reputation': 370, 'user_id': 403800, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gXcAH.jpg?s=256&g=1', 'display_name': 'Micha&#235;l', 'link': 'https://stackoverflow.com/users/403800/micha%c3%abl'}",True,822,,1,3,1343168107,1280259530,,3347275,CC BY-SA 2.5,https://stackoverflow.com/questions/3347275/raising-x11-urgent-flag-from-webbrowser,Raising X11 urgent flag from webbrowser,,,,
1195,"['javascript', 'jquery', 'effect']","{'account_id': 632106, 'reputation': 17, 'user_id': 393856, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/5850b7f1f759cfaf318cbccf5f696a0d?s=256&d=identicon&r=PG', 'display_name': 'khyati', 'link': 'https://stackoverflow.com/users/393856/khyati'}",True,328,,3,0,1343149388,1279283868,1495541000.0,3264880,,https://stackoverflow.com/questions/3264880/how-to-create-google-effect,how to create google effect?,,1279285384.0,exact duplicate,
1196,"['javascript', 'upload', 'html', 'file-upload']","{'account_id': 17448, 'reputation': 3614, 'user_id': 39058, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/952aa92c2f88da8b18e45cff8e6897fc?s=256&d=identicon&r=PG', 'display_name': 'kkubasik', 'link': 'https://stackoverflow.com/users/39058/kkubasik'}",True,2300,,2,7,1343133656,1278974371,,3232843,CC BY-SA 2.5,https://stackoverflow.com/questions/3232843/html5-file-upload-progress-client-side-only,HTML5 File Upload Progress - Client Side Only,,,,
1197,"['javascript', 'jquery', 'css']","{'account_id': 121823, 'reputation': 5379, 'user_id': 315200, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/e2c6198a407c4dd791553afdfac7fce3?s=256&d=identicon&r=PG&f=1', 'display_name': 'curly_brackets', 'link': 'https://stackoverflow.com/users/315200/curly-brackets'}",True,948,3288667.0,3,2,1343097992,1279618010,1343097992.0,3288600,CC BY-SA 3.0,https://stackoverflow.com/questions/3288600/jquery-count-children-of-several-elements-and-calculate,jQuery: Count children of several elements and calculate,,,,
1198,"['javascript', 'html', 'jsp']","{'account_id': 160547, 'reputation': 7655, 'user_id': 380691, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/849f6c8d7320806be0337142d0aa45a6?s=256&d=identicon&r=PG', 'display_name': 'Shawn D.', 'link': 'https://stackoverflow.com/users/380691/shawn-d'}",True,1496,3300707.0,3,1,1342941693,1279044542,,3240091,CC BY-SA 2.5,https://stackoverflow.com/questions/3240091/html-custom-input-type-for-schedule,HTML Custom Input type for schedule,,,,
1199,"['php', 'javascript', 'ajax', 'fusioncharts']","{'account_id': 636125, 'reputation': 21, 'user_id': 398463, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/018931259fee94641e962f1d855f2169?s=256&d=identicon&r=PG', 'display_name': 'Jasem', 'link': 'https://stackoverflow.com/users/398463/jasem'}",True,532,,6,2,1342761977,1279745969,1342761977.0,3303819,CC BY-SA 3.0,https://stackoverflow.com/questions/3303819/javascript-via-ajax,Javascript via Ajax,,,,
1200,"['javascript', 'jquery', 'equivalent']","{'account_id': 168603, 'reputation': 3226, 'user_id': 394159, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/UgoMX.jpg?s=256&g=1', 'display_name': 'Ian', 'link': 'https://stackoverflow.com/users/394159/ian'}",True,22843,3285679.0,5,7,1342733538,1279578840,1342733538.0,3285630,CC BY-SA 3.0,https://stackoverflow.com/questions/3285630/what-is-the-jquery-equivalent-to-document-forms0-elementsi-value,What is the jQuery equivalent to document.forms[0].elements[i].value;?,,,,
1201,"['javascript', 'css', 'internet-explorer-8', 'prototypejs', 'html-components']","{'account_id': 30174, 'reputation': 10203, 'user_id': 82124, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/RLjJi.png?s=256&g=1', 'display_name': 'Jeremy Kauffman', 'link': 'https://stackoverflow.com/users/82124/jeremy-kauffman'}",True,1358,4754110.0,2,6,1342617692,1279554141,1342617692.0,3282588,CC BY-SA 3.0,https://stackoverflow.com/questions/3282588/why-does-css3pie-prototype-1-6-1-crash-internet-explorer-8,Why does CSS3Pie + Prototype 1.6.1 crash Internet Explorer 8,,,,
1202,"['javascript', 'cross-browser', 'adsense']","{'account_id': 5090, 'reputation': 17391, 'user_id': 8005, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/27cf0f5bc9b62727c9125dd16301caea?s=256&d=identicon&r=PG', 'display_name': 'Bemmu', 'link': 'https://stackoverflow.com/users/8005/bemmu'}",True,2425,6206107.0,2,3,1342609619,1279281966,1342609619.0,3264633,CC BY-SA 3.0,https://stackoverflow.com/questions/3264633/dynamic-adsense-units,Dynamic AdSense units,,,,
1203,['javascript'],"{'account_id': 172441, 'reputation': 800, 'user_id': 400468, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e32e91a9db96e068714d938e52578c0d?s=256&d=identicon&r=PG', 'display_name': 'Garrett Johnson', 'link': 'https://stackoverflow.com/users/400468/garrett-johnson'}",True,2715,3321985.0,2,3,1342515388,1279903571,1279903802.0,3320410,CC BY-SA 2.5,https://stackoverflow.com/questions/3320410/javascript-object-properties-visible-in-console-but-undefined,"Javascript object properties visible in console, but undefined?",,,,
1204,"['javascript', 'jquery', 'jquery-ui', 'grid', 'slickgrid']","{'account_id': 88187, 'reputation': 4056, 'user_id': 244093, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/630b6e20f7000d40b7f100d8584f7ec5?s=256&d=identicon&r=PG', 'display_name': 'Rubans', 'link': 'https://stackoverflow.com/users/244093/rubans'}",True,19692,3274231.0,3,16,1342253743,1278934272,1278939571.0,3228066,CC BY-SA 2.5,https://stackoverflow.com/questions/3228066/saving-changes-in-slickgrid,Saving changes in SlickGrid,,,,
1205,"['javascript', 'dashboard', 'dashcode']","{'account_id': 75900, 'reputation': 16140, 'user_id': 217586, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/l9b1b.jpg?s=256&g=1', 'display_name': 'Devarshi', 'link': 'https://stackoverflow.com/users/217586/devarshi'}",True,743,3290434.0,3,0,1342245718,1279555670,1495541220.0,3282800,CC BY-SA 3.0,https://stackoverflow.com/questions/3282800/simple-dashboard-application,Simple dashboard application,,,,
1206,"['javascript', 'css', 'xhtml', 'yui']","{'account_id': 46016, 'reputation': 49053, 'user_id': 135829, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/zfWZK.jpg?s=256&g=1', 'display_name': 'Sergei Basharov', 'link': 'https://stackoverflow.com/users/135829/sergei-basharov'}",False,715,,1,2,1342200838,1278935233,,3228191,CC BY-SA 2.5,https://stackoverflow.com/questions/3228191/yui-skinning-scrollbar-used-in-container,YUI skinning scrollbar used in container,,,,
1207,"['javascript', 'firefox-addon', 'greasemonkey', 'google-chrome-extension']","{'account_id': 65848, 'reputation': 934, 'user_id': 193493, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/72065235e1f0640bc7a340cddfe84148?s=256&d=identicon&r=PG', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/193493/paul'}",True,1095,3251628.0,1,7,1342196635,1279128920,1342196635.0,3248847,CC BY-SA 3.0,https://stackoverflow.com/questions/3248847/javascript-how-greasemonkey-works,JavaScript - how Greasemonkey works,,,,
1208,"['javascript', 'javascript-framework', 'sproutcore']","{'account_id': 36534, 'reputation': 4445, 'user_id': 104250, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/328f1f082566eecb4f83da76259ddda4?s=256&d=identicon&r=PG', 'display_name': 'Rafael Vega', 'link': 'https://stackoverflow.com/users/104250/rafael-vega'}",True,241,3661243.0,2,0,1342141868,1278594161,,3203820,CC BY-SA 2.5,https://stackoverflow.com/questions/3203820/which-version-of-sproutcore-should-i-use-for-a-new-project,Which version of SproutCore should I use for a new project,,,,
1209,"['javascript', 'object']","{'account_id': 117870, 'reputation': 77, 'user_id': 308475, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ac495ce1c5dd5e4be187746d6252a9e5?s=256&d=identicon&r=PG', 'display_name': 'bibhas', 'link': 'https://stackoverflow.com/users/308475/bibhas'}",True,1421,3170573.0,3,1,1342083579,1278138194,,3170526,CC BY-SA 2.5,https://stackoverflow.com/questions/3170526/calling-a-function-of-a-super-javascript-object,Calling a function of a &#39;super&#39; javascript object,,,,
1210,"['javascript', 'jquery', 'jquery-plugins', 'fullcalendar']","{'account_id': 632921, 'reputation': 41, 'user_id': 386895, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/6a763d9d0600bb2a418eebfce131581d?s=256&d=identicon&r=PG', 'display_name': 'Joao', 'link': 'https://stackoverflow.com/users/386895/joao'}",True,4926,,1,1,1342015289,1278865642,1342015289.0,3223774,CC BY-SA 3.0,https://stackoverflow.com/questions/3223774/fullcalendar-how-to-call-month-method,"Fullcalendar, how to call month method?",,,,
1211,"['asp.net', 'javascript', 'ajax', 'browser', 'mobile']","{'account_id': 5011, 'reputation': 35861, 'user_id': 7850, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/RM3XT.jpg?s=256&g=1', 'display_name': 'Shaul Behr', 'link': 'https://stackoverflow.com/users/7850/shaul-behr'}",True,21135,3255089.0,5,10,1341895315,1279193028,,3255048,CC BY-SA 2.5,https://stackoverflow.com/questions/3255048/which-mobile-browsers-support-javascript-and-ajax,Which mobile browsers support javascript (and Ajax)?,,,,
1212,"['javascript', 'jquery', 'post', 'geolocation']","{'account_id': 153978, 'reputation': 5148, 'user_id': 369618, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/11434be4968705972a97784bbaeb84da?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/369618/nick'}",True,1047,3267771.0,1,0,1341525589,1279304110,1341525589.0,3267729,CC BY-SA 3.0,https://stackoverflow.com/questions/3267729/jquery-post-fires-twice,jQuery $.post fires twice?,,,,
1213,['javascript'],"{'account_id': 26001, 'reputation': 7553, 'user_id': 67357, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ed5b1daadb718d2b09ea8fad4659b650?s=256&d=identicon&r=PG', 'display_name': 'handles', 'link': 'https://stackoverflow.com/users/67357/handles'}",True,7996,,12,13,1341366591,1279801508,,3308767,CC BY-SA 2.5,https://stackoverflow.com/questions/3308767/does-it-matter-where-javascript-is-placed-on-a-html-page,Does it matter where JavaScript is placed on a html page?,,,,
1214,"['javascript', 'json']","{'account_id': 629322, 'reputation': 31, 'user_id': 385061, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/50290f98f6c2845526f22ea02cafb3d0?s=256&d=identicon&r=PG', 'display_name': 'Corel', 'link': 'https://stackoverflow.com/users/385061/corel'}",True,362,,4,3,1341366182,1278463495,1341365113.0,3191182,CC BY-SA 3.0,https://stackoverflow.com/questions/3191182/how-would-i-read-such-a-json-structure,How would I read such a JSON structure?,,,,
1215,"['javascript', 'jquery', 'ruby-on-rails']","{'account_id': 144343, 'reputation': 2269, 'user_id': 353312, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/812bdb7fc608048547fbdfd8bb961376?s=256&d=identicon&r=PG&f=1', 'display_name': 'Budgie', 'link': 'https://stackoverflow.com/users/353312/budgie'}",True,8077,3362838.0,4,8,1341281856,1280360658,1280360989.0,3358434,CC BY-SA 2.5,https://stackoverflow.com/questions/3358434/ujs-partial-rendering-in-rails-3,UJS partial rendering in Rails 3,,,,
1216,"['javascript', 'jquery', 'validation', 'forms', 'google-chrome']","{'account_id': 628732, 'reputation': 13, 'user_id': 383900, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/b42573b5d63f0391264be537ad66fb86?s=256&d=identicon&r=PG', 'display_name': 'Henry', 'link': 'https://stackoverflow.com/users/383900/henry'}",True,899,3181874.0,1,1,1341242205,1278352428,1341242205.0,3181320,CC BY-SA 3.0,https://stackoverflow.com/questions/3181320/chrome-fails-on-jquery-form-validation,Chrome fails on jquery form validation,,,,
1217,"['javascript', 'jquery', 'jquery-animate']","{'account_id': 22749, 'reputation': 32695, 'user_id': 56449, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/793c96ba46b5db802c2857479ea9d92e?s=256&d=identicon&r=PG', 'display_name': 'adardesign', 'link': 'https://stackoverflow.com/users/56449/adardesign'}",True,750,3259149.0,1,1,1341170977,1279219578,1279220395.0,3258830,CC BY-SA 2.5,https://stackoverflow.com/questions/3258830/what-information-can-i-get-from-the-jquerys-animate-step-method-on-each-step,What information can i get from the jQuery&#39;s animate step method on each step?,,,,
1218,"['javascript', 'dojo']","{'account_id': 142978, 'reputation': 739, 'user_id': 351014, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/99c640c6e71ff8ff85f09b70d9b9a5e4?s=256&d=identicon&r=PG', 'display_name': 'Dfowj', 'link': 'https://stackoverflow.com/users/351014/dfowj'}",True,289,3196914.0,1,0,1341029562,1278517258,1341029562.0,3196398,CC BY-SA 3.0,https://stackoverflow.com/questions/3196398/can-you-make-a-dojo-data-store-from-properties-of-another-dojo-data-store,Can you make a dojo.data store from properties of another dojo.data store?,,,,
1219,"['javascript', 'jquery', 'jqgrid', 'drag-and-drop', 'jstree']","{'account_id': 143661, 'reputation': 3054, 'user_id': 352150, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c6d68bd7a22f1f7535539baa5af18c0f?s=256&d=identicon&r=PG', 'display_name': 'Bob', 'link': 'https://stackoverflow.com/users/352150/bob'}",True,1489,3317754.0,3,3,1341008663,1279722169,1333119475.0,3300258,CC BY-SA 3.0,https://stackoverflow.com/questions/3300258/drag-from-jqgrid-to-jstree-v-0-9-9a,Drag from JQGrid to jsTree v.0.9.9a,,,,
1220,"['javascript', 'jquery']","{'account_id': 30833, 'reputation': 18595, 'user_id': 84325, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/ee92a9d3f41478ebae739a03d01bcf3a?s=256&d=identicon&r=PG', 'display_name': 'lovespring', 'link': 'https://stackoverflow.com/users/84325/lovespring'}",True,729,3371080.0,3,0,1340952808,1280489948,1340952808.0,3371067,CC BY-SA 3.0,https://stackoverflow.com/questions/3371067/how-to-hide-a-table-when-it-blur-or-click-document-that-outside-the-table,How to hide a table when it blur/or click document that outside the table,,,,
1221,"['javascript', 'editor', 'wysiwyg']","{'account_id': 161573, 'reputation': 5268, 'user_id': 382456, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/1ac25865669434ea8bbb18d03838acc0?s=256&d=identicon&r=PG', 'display_name': 'Scott', 'link': 'https://stackoverflow.com/users/382456/scott'}",True,3889,3326745.0,1,0,1340895611,1280002488,1280007240.0,3326713,CC BY-SA 2.5,https://stackoverflow.com/questions/3326713/detect-if-text-is-bold,Detect if text is bold,,,,
