,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,community_owned_date,locked_date
1386,"['javascript', 'arrays', 'prototype']","{'account_id': 43090, 'reputation': 1444, 'user_id': 125783, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/9d4d86d301eca057574a5d91291c9fa6?s=256&d=identicon&r=PG', 'display_name': 'Richard Testani', 'link': 'https://stackoverflow.com/users/125783/richard-testani'}",True,90,,3,0,1259081300,1259080722,,1791281,CC BY-SA 2.5,https://stackoverflow.com/questions/1791281/array-each-outputs-all-methods,Array.each outputs all methods,,1791353.0,,,
1387,"['javascript', 'javascript-events']","{'account_id': 54266, 'reputation': 16929, 'user_id': 162325, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/oTKyK.jpg?s=256&g=1', 'display_name': 'roundcrisis', 'link': 'https://stackoverflow.com/users/162325/roundcrisis'}",True,776,,4,2,1259079638,1259079472,,1791133,CC BY-SA 2.5,https://stackoverflow.com/questions/1791133/settimeoutfn-delay-doesnt-delay-as-expected,"setTimeout(fn(), delay) doesnt delay as expected",,1791145.0,,,
1388,"['scripting', 'javascript', 'wsh']","{'account_id': 49019, 'reputation': 3962, 'user_id': 145831, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/cUW1S.jpg?s=256&g=1', 'display_name': 'Justin Rusbatch', 'link': 'https://stackoverflow.com/users/145831/justin-rusbatch'}",True,449,,1,0,1259077739,1257353030,,1675095,CC BY-SA 2.5,https://stackoverflow.com/questions/1675095/running-multiple-jscript-files-in-a-separate-process,Running multiple JScript files in a separate process,,1790935.0,,,
1389,"['java', 'datetime', 'actionscript', 'timestamp', 'javascript']","{'account_id': 34674, 'reputation': 14541, 'user_id': 98050, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f9f53917b48e19f8fad3daad45d7d91b?s=256&d=identicon&r=PG', 'display_name': 'Dougnukem', 'link': 'https://stackoverflow.com/users/98050/dougnukem'}",True,1695,,1,3,1259077192,1258741444,1592644375.0,1772371,CC BY-SA 4.0,https://stackoverflow.com/questions/1772371/converting-a-64-bit-long-utc-timestamp-into-actionscript-date,Converting a 64-bit long UTC timestamp into Actionscript Date,,,,,
1390,"['javascript', 'jquery']","{'account_id': 572277, 'reputation': 1, 'user_id': 217671, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/fd4c36eaf0fff580c06d275832d23871?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/217671/adam'}",True,603,,6,0,1259065594,1259054693,1259062778.0,1788908,CC BY-SA 2.5,https://stackoverflow.com/questions/1788908/what-is-the-best-way-to-cut-the-file-name-from-href-attribute-of-an-a-elemen,What is the best way to cut the file name from &#39;href&#39; attribute of an &#39;a&#39; element using jQuery?,,,,,
1391,"['.net', 'javascript', 'ajax', '.net-2.0']","{'account_id': 68646, 'reputation': 8819, 'user_id': 200172, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/38e5ae600601debd77516bb83a3f609a?s=256&d=identicon&r=PG', 'display_name': 'van', 'link': 'https://stackoverflow.com/users/200172/van'}",True,66,,1,0,1259062613,1259059593,1259062613.0,1789268,CC BY-SA 2.5,https://stackoverflow.com/questions/1789268/gridview-item-preview-using-net-2-0,Gridview item preview using .net 2.0,,1789346.0,,,
1392,"['asp.net', 'javascript', 'jquery', 'gif']","{'account_id': 47357, 'reputation': 2755, 'user_id': 140223, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f159abb3aa65032565f551d19196e11c?s=256&d=identicon&r=PG', 'display_name': 'Jebli', 'link': 'https://stackoverflow.com/users/140223/jebli'}",True,9673,,2,1,1259061989,1259058516,,1789194,CC BY-SA 2.5,https://stackoverflow.com/questions/1789194/how-to-show-hide-gif-image-when-button-click-in-asp-net,How to show/hide gif image when button click in asp.net,,1789253.0,,,
1393,"['javascript', 'canvas']","{'account_id': 107920, 'reputation': 237, 'user_id': 286702, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/907f29cb608004d2156d5ce88240f09b?s=256&d=identicon&r=PG', 'display_name': 'Timothy McDowell', 'link': 'https://stackoverflow.com/users/286702/timothy-mcdowell'}",False,1071,,1,0,1259060389,1259022879,,1787072,CC BY-SA 2.5,https://stackoverflow.com/questions/1787072/detecting-drawn-shapes-in-canvasjavascript,Detecting drawn shapes in Canvas+Javascript?,,,,,
1394,"['javascript', 'html']","{'account_id': 47126, 'reputation': 372070, 'user_id': 139459, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/wKqlC.png?s=256&g=1', 'display_name': 'Sarfraz', 'link': 'https://stackoverflow.com/users/139459/sarfraz'}",True,1872,,3,0,1259050545,1259049942,,1788564,CC BY-SA 2.5,https://stackoverflow.com/questions/1788564/hide-addressbar,Hide Addressbar,,1788570.0,,,
1395,"['javascript', 'html', 'cross-browser', 'popup']","{'account_id': 49131, 'reputation': 4057, 'user_id': 146182, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/b732c13c9d7b82bfab07b3c460377ddd?s=256&d=identicon&r=PG', 'display_name': 'Salvin Francis', 'link': 'https://stackoverflow.com/users/146182/salvin-francis'}",True,504,,1,1,1259049311,1259048400,,1788475,CC BY-SA 2.5,https://stackoverflow.com/questions/1788475/popup-and-change-location-at-the-same-time,Popup and change location at the same time,,1788525.0,,,
1396,"['javascript', 'ruby-on-rails', 'rjs']","{'account_id': 32633, 'reputation': 63622, 'user_id': 90691, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/fb042ce6a66cc962a00576632311c880?s=256&d=identicon&r=PG', 'display_name': 'marcgg', 'link': 'https://stackoverflow.com/users/90691/marcgg'}",True,2010,,7,9,1259047758,1258479251,,1750485,CC BY-SA 2.5,https://stackoverflow.com/questions/1750485/is-rjs-evil-and-why,Is RJS evil and why?,,1772545.0,,,
1397,"['javascript', 'dom']","{'account_id': 17988, 'reputation': 1482, 'user_id': 40825, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/8ce2131d84eca1e97e92db2296b226b6?s=256&d=identicon&r=PG', 'display_name': 'ChrisDiRulli', 'link': 'https://stackoverflow.com/users/40825/chrisdirulli'}",True,5167,,6,3,1259047514,1259012615,,1786217,CC BY-SA 2.5,https://stackoverflow.com/questions/1786217/execute-javascript-after-external-javascript-document-has-loaded,Execute javascript after external javascript document has loaded,,1786248.0,,,
1398,"['php', 'javascript', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user188962'}",True,97,,5,0,1259044550,1259042984,,1788141,CC BY-SA 2.5,https://stackoverflow.com/questions/1788141/php-javascript-dilemma,PHP / Javascript Dilemma,,1788164.0,,,
1399,"['javascript', 'jquery', 'object', 'parameters']","{'account_id': 72430, 'reputation': 22893, 'user_id': 209113, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/4e79a29548f77c41e66e2538776ddb42?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/209113/matt'}",True,3169,,5,0,1259043068,1259029268,1259030214.0,1787390,CC BY-SA 2.5,https://stackoverflow.com/questions/1787390/how-to-pass-dummy-jquery-object-to-javascript-function,How to Pass Dummy jQuery Object to Javascript function,,1787400.0,,,
1400,"['javascript', 'asp.net-ajax', 'asp.net-3.5', 'webforms']","{'account_id': 19264, 'reputation': 8553, 'user_id': 45005, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/199b18f7bf22ca711410c0da0ba1b947?s=256&d=identicon&r=PG', 'display_name': 'Ryu', 'link': 'https://stackoverflow.com/users/45005/ryu'}",True,145,,1,0,1259042809,1258992545,1495542404.0,1784149,CC BY-SA 3.0,https://stackoverflow.com/questions/1784149/customize-asp-net-ajax-framework,Customize ASP.Net Ajax Framework,,1788131.0,,,
1401,"['javascript', 'internet-explorer', 'alert']","{'account_id': 51832, 'reputation': 57, 'user_id': 154885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4f1620cef0f75b7e363ab94612ea189?s=256&d=identicon&r=PG', 'display_name': 'hillpath', 'link': 'https://stackoverflow.com/users/154885/hillpath'}",True,354,,2,0,1259038979,1259034005,1259038979.0,1787625,CC BY-SA 2.5,https://stackoverflow.com/questions/1787625/disable-ie-menu-while-displaying-a-custom-dialog,Disable IE menu while displaying a custom dialog,,,,,
1402,"['javascript', 'html', 'css']","{'account_id': 18268, 'reputation': 9168, 'user_id': 41713, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/ksuyd.jpg?s=256&g=1', 'display_name': 'jle', 'link': 'https://stackoverflow.com/users/41713/jle'}",True,2701,,1,2,1259037874,1259033942,,1787620,CC BY-SA 2.5,https://stackoverflow.com/questions/1787620/wrapping-text-within-a-multiple-select-list,Wrapping text within a multiple &lt;select&gt; list,,1787665.0,,,
1403,['javascript'],"{'account_id': 51832, 'reputation': 57, 'user_id': 154885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4f1620cef0f75b7e363ab94612ea189?s=256&d=identicon&r=PG', 'display_name': 'hillpath', 'link': 'https://stackoverflow.com/users/154885/hillpath'}",False,192,,1,1,1259037850,1259037502,1495541062.0,1787817,,https://stackoverflow.com/questions/1787817/mouse-click-limit-problem-like-a-alert,"mouse click limit problem, like a alert()",1259074297.0,,exact duplicate,,
1404,"['javascript', 'jquery', 'scroll', 'highlighting']","{'account_id': 572209, 'reputation': 13, 'user_id': 217485, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/af86766696a468113b4d21b58355192f?s=256&d=identicon&r=PG', 'display_name': 'TeddyH', 'link': 'https://stackoverflow.com/users/217485/teddyh'}",True,1341,,2,1,1259037464,1259027041,1259037445.0,1787282,CC BY-SA 2.5,https://stackoverflow.com/questions/1787282/javascript-highlight-a-row-when-i-scroll-up-down,JavaScript: Highlight a row when I scroll up/down,,1787300.0,,,
1405,"['javascript', 'python', 'semantics']","{'account_id': 560614, 'reputation': 1819, 'user_id': 163162, 'user_type': 'unregistered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/e9ace999cf9a75e532259644b88ef5d8?s=256&d=identicon&r=PG', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/163162/steve'}",True,17388,,6,28,1259034186,1259015441,,1786522,CC BY-SA 2.5,https://stackoverflow.com/questions/1786522/how-different-are-the-semantics-between-python-and-javascript,How different are the semantics between Python and JavaScript?,,1786584.0,,,
1406,"['javascript', 'python']","{'account_id': 573920, 'reputation': 41, 'user_id': 214764, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/d82d7d49d81a643e95c4bfaa726e38db?s=256&d=identicon&r=PG', 'display_name': 'чувак', 'link': 'https://stackoverflow.com/users/214764/%d1%87%d1%83%d0%b2%d0%b0%d0%ba'}",True,1535,,2,4,1259032552,1258648631,1495535124.0,1764674,CC BY-SA 3.0,https://stackoverflow.com/questions/1764674/how-to-execute-javascript-from-python-on-windows,How to execute Javascript from Python on Windows?,,,,,
1407,"['javascript', 'regex']","{'account_id': 60848, 'reputation': 566, 'user_id': 181649, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/fa80754dc2e69dcd8910f51e2c03a667?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/181649/ben'}",True,42275,,6,2,1259027642,1259002524,1259003316.0,1785209,CC BY-SA 2.5,https://stackoverflow.com/questions/1785209/regex-to-match-part-of-a-string,Regex to match part of a string,,1785238.0,,,
1408,"['javascript', 'moveabletype']","{'account_id': 40774, 'reputation': 27387, 'user_id': 118228, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/f2tOS.jpg?s=256&g=1', 'display_name': 'djangofan', 'link': 'https://stackoverflow.com/users/118228/djangofan'}",True,161,,1,0,1259023870,1259021391,1259023870.0,1786978,CC BY-SA 2.5,https://stackoverflow.com/questions/1786978/with-movabletype-how-do-i-make-my-banner-image-clickable,"With MovableType, how do I make my banner image clickable?",,1787114.0,,,
1409,"['javascript', 'jquery', 'ajax', 'dhtml']","{'user_type': 'does_not_exist', 'display_name': 'John'}",True,663,,5,1,1259022136,1259020940,1259021335.0,1786949,CC BY-SA 2.5,https://stackoverflow.com/questions/1786949/hack-proof-html-coding-with-ajax,hack proof html coding with ajax,,1787013.0,,,
1410,['javascript'],"{'account_id': 72540, 'reputation': 1211, 'user_id': 209411, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/062716b434faafdc03eab16657d2fc76?s=256&d=identicon&r=PG', 'display_name': 'Mishigen', 'link': 'https://stackoverflow.com/users/209411/mishigen'}",True,887,,4,1,1259017860,1258982509,,1783098,CC BY-SA 2.5,https://stackoverflow.com/questions/1783098/page-load-from-javascript,page load from javascript,,1783108.0,,,
1411,"['javascript', 'jquery']","{'account_id': 69185, 'reputation': 10164, 'user_id': 201469, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/k3Myh.png?s=256&g=1', 'display_name': 'Phil Jackson', 'link': 'https://stackoverflow.com/users/201469/phil-jackson'}",True,833,,3,0,1259016623,1259015937,1259016623.0,1786567,CC BY-SA 2.5,https://stackoverflow.com/questions/1786567/image-dump-from-print-screen,image dump from print screen,,1786585.0,,,
1412,"['javascript', 'hyperlink', 'greasemonkey', 'href']","{'account_id': 43405, 'reputation': 707, 'user_id': 126898, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/4eef1a1a698c3845762c83e254f1da8f?s=256&d=identicon&r=PG', 'display_name': 'Gurzo', 'link': 'https://stackoverflow.com/users/126898/gurzo'}",True,89568,,3,9,1259013795,1258982327,1495541343.0,1783084,CC BY-SA 3.0,https://stackoverflow.com/questions/1783084/call-href-from-javascript,Call href from JavaScript,,1786360.0,,,
1413,"['javascript', 'xml', 'internet-explorer', 'activexobject']","{'account_id': 48193, 'reputation': 2895, 'user_id': 143071, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/4e9e522af51abed07d5a1059b45c63ab?s=256&d=identicon&r=PG', 'display_name': 'kilrizzy', 'link': 'https://stackoverflow.com/users/143071/kilrizzy'}",True,3745,,2,1,1259010231,1259009553,1259010231.0,1785874,CC BY-SA 2.5,https://stackoverflow.com/questions/1785874/xml-activexobject-ie-object-doesnt-support-this-action,XML ActiveXObject IE. Object doesn&#39;t support this action,,1785902.0,,,
1414,"['javascript', 'css', 'xhtml']","{'account_id': 30799, 'reputation': 144745, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",True,849,,3,0,1259010164,1258906418,1258907820.0,1779146,CC BY-SA 2.5,https://stackoverflow.com/questions/1779146/how-to-open-2-different-link-one-in-same-window-and-another-one-in-new-window-fr,How to open 2 different link one in same window and another one in new window from one link?,,,,,
1415,"['javascript', 'proxy']","{'account_id': 45599, 'reputation': 45789, 'user_id': 134482, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/cb9ada49cb5e02e2a77b44ca89392313?s=256&d=identicon&r=PG', 'display_name': 'trobrock', 'link': 'https://stackoverflow.com/users/134482/trobrock'}",True,1632,,2,0,1259008788,1259002749,1259003154.0,1785243,CC BY-SA 2.5,https://stackoverflow.com/questions/1785243/javascript-going-through-a-proxy,Javascript going through a Proxy,,,,,
1416,"['javascript', 'jquery', 'html', 'json']","{'account_id': 59215, 'reputation': 249, 'user_id': 177215, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/04a42546e8b85cf6d30f3f7de2637dad?s=256&d=identicon&r=PG', 'display_name': 'user177215', 'link': 'https://stackoverflow.com/users/177215/user177215'}",True,3764,,2,0,1259008481,1259001432,,1785094,CC BY-SA 2.5,https://stackoverflow.com/questions/1785094/change-table-based-on-dropdown-box-selection,Change table based on dropdown box selection,,1785763.0,,,
1417,"['javascript', 'google-maps']","{'account_id': 75589, 'reputation': 4075, 'user_id': 216763, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/42c59d1498dcfa2a74b0d244b6171047?s=256&d=identicon&r=PG', 'display_name': 'logic-unit', 'link': 'https://stackoverflow.com/users/216763/logic-unit'}",True,6177,,3,3,1259006080,1258998996,,1784860,CC BY-SA 2.5,https://stackoverflow.com/questions/1784860/google-maps-max-markers,Google Maps Max Markers,,1784902.0,,,
1418,"['javascript', 'google-wave']","{'account_id': 11618, 'reputation': 39920, 'user_id': 22470, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/782ed167b5c2c2563480ad62727f6b08?s=256&d=identicon&r=PG', 'display_name': 'powtac', 'link': 'https://stackoverflow.com/users/22470/powtac'}",True,44,,1,1,1259003078,1258575644,,1758785,CC BY-SA 2.5,https://stackoverflow.com/questions/1758785/accessing-content-of-a-other-page-in-a-google-wave-widget,Accessing content of a other page in a Google Wave widget?,,,,,
1419,"['javascript', 'html', 'parent-child']","{'account_id': 62391, 'reputation': 1451, 'user_id': 185412, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2e4264f8b7cea304af0f7aa9a1b5049a?s=256&d=identicon&r=PG', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/185412/vivek'}",True,1385,,3,0,1259000763,1258999244,1258999428.0,1784885,CC BY-SA 2.5,https://stackoverflow.com/questions/1784885/html-passing-param-b-w-parent-child,HTML + Passing Param b/w Parent &amp; Child,,1785044.0,,,
1420,"['javascript', 'arrays', 'sorting']","{'user_type': 'does_not_exist', 'display_name': 'user191766'}",True,520,,2,0,1258998573,1257517201,1258998573.0,1687905,CC BY-SA 2.5,https://stackoverflow.com/questions/1687905/sorting-elements-javascript,sorting elements javascript,,1688071.0,,,
1421,"['javascript', 'jquery']","{'account_id': 21303, 'reputation': 54766, 'user_id': 51649, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/ZPArK.jpg?s=256&g=1', 'display_name': 'Abs', 'link': 'https://stackoverflow.com/users/51649/abs'}",True,15525,,5,5,1258997056,1258993637,1258994192.0,1784267,CC BY-SA 2.5,https://stackoverflow.com/questions/1784267/remove-element-from-javascript-associative-array-using-array-value,Remove element from Javascript associative array using array value,,1784363.0,,,
1422,['javascript'],"{'account_id': 43090, 'reputation': 1444, 'user_id': 125783, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/9d4d86d301eca057574a5d91291c9fa6?s=256&d=identicon&r=PG', 'display_name': 'Richard Testani', 'link': 'https://stackoverflow.com/users/125783/richard-testani'}",True,570,,3,0,1258995322,1258994056,,1784310,CC BY-SA 2.5,https://stackoverflow.com/questions/1784310/return-true-submitting-an-online-form-with-javascript,Return true - submitting an online form with Javascript,,1784324.0,,,
1423,"['javascript', 'ruby-on-rails']","{'account_id': 71441, 'reputation': 1422, 'user_id': 206680, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/37cd5cfb3b6dadfc536de4ce0bf80849?s=256&d=identicon&r=PG', 'display_name': 'Carlos Barbosa', 'link': 'https://stackoverflow.com/users/206680/carlos-barbosa'}",True,247,,3,1,1258993569,1258968285,,1781996,CC BY-SA 2.5,https://stackoverflow.com/questions/1781996/autoreload-partial-every-few-seconds-ala-twitter-search-style,autoreload partial every few seconds ala twitter search style,,1784261.0,,,
1424,"['php', 'javascript', 'jquery', 'jquery-ui']","{'account_id': 75721, 'reputation': 436, 'user_id': 217114, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/1716e1e0515550adc87fbe362b92ff2e?s=256&d=identicon&r=PG', 'display_name': 'Ratty', 'link': 'https://stackoverflow.com/users/217114/ratty'}",True,1606,,2,0,1258993071,1258991521,,1784015,CC BY-SA 2.5,https://stackoverflow.com/questions/1784015/javascript-php-dynamic-text-fields-jquery,Javascript + PHP + Dynamic Text Fields + Jquery,,1784203.0,,,
1425,"['javascript', 'object-literal']","{'account_id': 22906, 'reputation': 18303, 'user_id': 56974, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/6e5af3c3c57bdcf3e5fe1e7a1269a0e7?s=256&d=identicon&r=PG', 'display_name': 'Michael Ekoka', 'link': 'https://stackoverflow.com/users/56974/michael-ekoka'}",True,199,,2,0,1258991756,1258986195,,1783403,,https://stackoverflow.com/questions/1783403/in-javascript-is-it-possible-to-construct-an-object-literal-with-expressions-eva,in javascript is it possible to construct an object literal with expressions evaluating to strings for property names?,1416289746.0,1783428.0,Duplicate,,
1426,"['c#', 'asp.net', 'javascript']","{'account_id': 72540, 'reputation': 1211, 'user_id': 209411, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/062716b434faafdc03eab16657d2fc76?s=256&d=identicon&r=PG', 'display_name': 'Mishigen', 'link': 'https://stackoverflow.com/users/209411/mishigen'}",True,550,,4,0,1258990660,1258989338,,1783749,CC BY-SA 2.5,https://stackoverflow.com/questions/1783749/calling-javascript-from-codebehind-or-dopastback-in-javascript,calling javascript from codebehind or dopastback in javascript,,1783885.0,,,
1427,"['javascript', 'image', 'xhtml']","{'account_id': 44786, 'reputation': 33654, 'user_id': 131637, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/5bdd11cc38862a9bffc7b60623ccac80?s=256&d=identicon&r=PG', 'display_name': 'Elitmiar', 'link': 'https://stackoverflow.com/users/131637/elitmiar'}",True,441,,1,0,1258990111,1258989667,,1783788,CC BY-SA 2.5,https://stackoverflow.com/questions/1783788/submitting-a-form-using-javascript-and-image-maps,Submitting a form using JavaScript and image maps,,1783858.0,,,
1428,"['javascript', 'internet-explorer']","{'account_id': 51900, 'reputation': 2058, 'user_id': 155080, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/585c9f3cfcadb8da175fcd28d01a5f57?s=256&d=identicon&r=PG', 'display_name': 'vas', 'link': 'https://stackoverflow.com/users/155080/vas'}",False,523,,2,0,1258987416,1258745365,1258746317.0,1772740,CC BY-SA 2.5,https://stackoverflow.com/questions/1772740/mouseover-not-working-in-ie7,mouseover not working in ie7,,,,,
1429,"['c#', 'asp.net', 'javascript']","{'account_id': 72540, 'reputation': 1211, 'user_id': 209411, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/062716b434faafdc03eab16657d2fc76?s=256&d=identicon&r=PG', 'display_name': 'Mishigen', 'link': 'https://stackoverflow.com/users/209411/mishigen'}",True,1723,,4,0,1258986876,1258986571,,1783450,CC BY-SA 2.5,https://stackoverflow.com/questions/1783450/passing-an-argument-in-javascript-function,passing an argument in javascript function,,1783453.0,,,
1430,['javascript'],"{'account_id': 59999, 'reputation': 32209, 'user_id': 179364, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/e8f1250b965193b05a82004ea45810a4?s=256&d=identicon&r=PG', 'display_name': 'Mask', 'link': 'https://stackoverflow.com/users/179364/mask'}",True,1527,,3,4,1258986331,1258983799,1258985630.0,1783199,CC BY-SA 2.5,https://stackoverflow.com/questions/1783199/what-does-the-javascript-snippet-mean,What does the javascript snippet mean?,,1783219.0,,,
1431,"['javascript', 'jquery', 'redirect', 'client-side', 'blogs']","{'user_type': 'does_not_exist', 'display_name': 'clouserw'}",True,432,,4,1,1258986232,1258820586,1258986232.0,1775931,CC BY-SA 2.5,https://stackoverflow.com/questions/1775931/redirect-to-new-blog-using-jquery-or-javascript,Redirect to new blog using jquery or javascript,,1775955.0,,,
1432,"['php', 'javascript', 'html']","{'account_id': 63368, 'reputation': 435908, 'user_id': 187606, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/zzxoB.jpg?s=256&g=1', 'display_name': 'Pekka', 'link': 'https://stackoverflow.com/users/187606/pekka'}",True,71,,3,1,1258983390,1258980578,,1782969,CC BY-SA 2.5,https://stackoverflow.com/questions/1782969/bizarre-timeout-in-web-cms-ideas,"Bizarre timeout in Web CMS, ideas?",,1783168.0,,,
1433,"['javascript', 'jquery']","{'account_id': 21303, 'reputation': 54766, 'user_id': 51649, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/ZPArK.jpg?s=256&g=1', 'display_name': 'Abs', 'link': 'https://stackoverflow.com/users/51649/abs'}",True,351,,2,1,1258982498,1258974024,,1782408,CC BY-SA 2.5,https://stackoverflow.com/questions/1782408/does-this-js-code-wait-for-ajax-request-to-complete,Does this JS code wait for AJAX request to complete?,,1782421.0,,,
1434,"['javascript', 'arrays']","{'account_id': 574062, 'reputation': 23, 'user_id': 216962, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/5d454cb78f96aaae87c163e963994695?s=256&d=identicon&r=PG', 'display_name': 'Stefan', 'link': 'https://stackoverflow.com/users/216962/stefan'}",True,220,,1,1,1258982498,1258976980,1258978363.0,1782669,CC BY-SA 2.5,https://stackoverflow.com/questions/1782669/js-adding-a-value-to-a-element-in-an-array,js adding a value to a element in an array,,1782700.0,,,
1435,['javascript'],"{'account_id': 569549, 'reputation': 21, 'user_id': 203413, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/b82bee490e2bfdb219ff225aadb70698?s=256&d=identicon&r=PG', 'display_name': 'Sudhakar', 'link': 'https://stackoverflow.com/users/203413/sudhakar'}",True,3253,,4,1,1258982219,1258980102,1258980420.0,1782932,CC BY-SA 2.5,https://stackoverflow.com/questions/1782932/access-is-denied-javascript-error,&#39;Access is denied&#39; Javascript error,,,,,
1436,"['javascript', 'function', 'scope', 'function-pointers', 'closures']","{'account_id': 19001, 'reputation': 104355, 'user_id': 44084, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c398dd0c2ca7d5281d0a83242a924e76?s=256&d=identicon&r=PG', 'display_name': 'Andreas Grech', 'link': 'https://stackoverflow.com/users/44084/andreas-grech'}",True,272,,5,0,1258980849,1258972161,1258972729.0,1782265,CC BY-SA 2.5,https://stackoverflow.com/questions/1782265/issue-with-scope-and-closures-in-javascript,Issue with scope and closures in JavaScript,,1782313.0,,,
1437,"['asp.net', 'javascript']","{'account_id': 42399, 'reputation': 2960, 'user_id': 123514, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/GstBj.jpg?s=256&g=1', 'display_name': 'IrfanRaza', 'link': 'https://stackoverflow.com/users/123514/irfanraza'}",True,1488,,1,0,1258979049,1258978203,,1782770,CC BY-SA 2.5,https://stackoverflow.com/questions/1782770/invoking-button-click-event-on-one-page-from-another-page-asp-net,Invoking button click event on one page from another page ASP.NET,,1782840.0,,,
