,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date,locked_date
1268,"['javascript', 'animation', 'accordion']","{'account_id': 26330658, 'reputation': 53, 'user_id': 19991177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1379e1c185626a10b0ddac93c5326254?s=256&d=identicon&r=PG', 'display_name': 'TheNickster', 'link': 'https://stackoverflow.com/users/19991177/thenickster'}",True,33,1,1,1667089637,1667089174,74249753,CC BY-SA 4.0,https://stackoverflow.com/questions/74249753/how-to-rotate-accordion-arrow-180-degrees-on-click,How to Rotate Accordion Arrow 180 Degrees on Click?,1667089339.0,74249773.0,,,,,
1269,"['javascript', 'google-chrome', 'google-chrome-devtools', 'dot-notation']","{'account_id': 5793705, 'reputation': 1245, 'user_id': 4570185, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e21a2aa224b48f003b002c77694fa5ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vzupo', 'link': 'https://stackoverflow.com/users/4570185/vzupo'}",False,15,0,1,1667088992,1667088992,74249743,,https://stackoverflow.com/questions/74249743/chrome-console-accessing-dot-notation-square-brackets,chrome console accessing dot notation square brackets,,,1667090269.0,Duplicate,,,
1270,"['javascript', 'reactjs', 'api', 'react-props', 'openweathermap']","{'account_id': 22577242, 'reputation': 47, 'user_id': 16762504, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhmSDidSAY6SMH01u7F-qpwESHD_anN-Y0tDGZp3g=k-s256', 'display_name': 'Ahsan Khalid', 'link': 'https://stackoverflow.com/users/16762504/ahsan-khalid'}",False,36,2,0,1667088524,1667085801,74249542,CC BY-SA 4.0,https://stackoverflow.com/questions/74249542/location-city-value-is-undefined-after-passing-through-other-component-and-then,Location/city value is undefined after passing through other component and then render page gone blank..any solution?,,,,,,,
1271,"['javascript', 'function']","{'account_id': 26772512, 'reputation': 21, 'user_id': 20368664, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1cu_D4yz7E8OD7PUgq71J7b55sqf3nyds-dhDf=k-s256', 'display_name': 'Aviran', 'link': 'https://stackoverflow.com/users/20368664/aviran'}",True,34,1,1,1667088438,1667087248,74249633,CC BY-SA 4.0,https://stackoverflow.com/questions/74249633/javascript-return-in-functions-what-to-do-with-the-undefined,JavaScript return in functions - What to do with the undefined?,1667087716.0,,,,,,
1272,"['javascript', 'node.js', 'command-line-interface', 'inquirerjs']","{'account_id': 26009474, 'reputation': 1, 'user_id': 19718784, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b4bc2d64382d375977c3eeff6b6c4f9?s=256&d=identicon&r=PG', 'display_name': 'Tetiana', 'link': 'https://stackoverflow.com/users/19718784/tetiana'}",False,22,0,0,1667087999,1667035145,74244124,CC BY-SA 4.0,https://stackoverflow.com/questions/74244124/how-can-i-break-out-of-question-loop-on-enter-using-inquirer-js,How can I break out of question loop on ENTER using inquirer.js?,1667087999.0,,,,,,
1273,"['javascript', 'reactjs', 'typescript', 'react-native', 'react-proptypes']","{'account_id': 7976111, 'reputation': 8857, 'user_id': 6025788, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/179054cae7d50ca26d58411cf1ae3294?s=256&d=identicon&r=PG&f=1', 'display_name': 'Slbox', 'link': 'https://stackoverflow.com/users/6025788/slbox'}",False,21,0,0,1667084908,1667084908,74249479,CC BY-SA 4.0,https://stackoverflow.com/questions/74249479/how-to-fix-ts7016-with-deprecated-react-native-prop-types,How to fix TS7016 with deprecated-react-native-prop-types?,,,,,,,
1274,"['javascript', 'google-chrome-extension']","{'account_id': 9915207, 'reputation': 405, 'user_id': 8719001, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh3.googleusercontent.com/-bLAOeFywAwE/AAAAAAAAAAI/AAAAAAAAC7A/I1WeJsSB7R8/photo.jpg?sz=256', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/8719001/markus'}",False,14,0,0,1667084296,1667084296,74249431,CC BY-SA 4.0,https://stackoverflow.com/questions/74249431/how-to-extract-specific-string-timecode-within-a-text-via-textcontent-and-com,How to extract specific string (timecode) within a text via .textContent and compare from another div?,,,,,,,
1275,"['javascript', 'html', 'css']","{'account_id': 16771941, 'reputation': 55, 'user_id': 12124168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f25e9ded6483de0be95ea307966e463c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Samy', 'link': 'https://stackoverflow.com/users/12124168/samy'}",True,40,1,1,1667084292,1667082689,74249308,CC BY-SA 4.0,https://stackoverflow.com/questions/74249308/how-to-style-toggle-notifications-list,How to style &amp; toggle notifications list?,1667084292.0,74249341.0,,,,,
1276,"['javascript', 'css', 'reactjs', 'list', 'scroll']","{'account_id': 20506154, 'reputation': 11, 'user_id': 15048897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6bb901e9c57466a7826930b754816b96?s=256&d=identicon&r=PG&f=1', 'display_name': 'cshdev', 'link': 'https://stackoverflow.com/users/15048897/cshdev'}",True,40,1,0,1667083903,1666657808,74188034,CC BY-SA 4.0,https://stackoverflow.com/questions/74188034/react-scrolling-component-stutters-and-list-items-disappear-on-laptop-monitor-on,React scrolling component stutters and list items disappear on laptop monitor only,,74249401.0,,,,,
1277,"['javascript', 'date', 'react-datepicker']","{'account_id': 23670789, 'reputation': 203, 'user_id': 17697574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7df984bc6f05fede133a5dfb66eb6b73?s=256&d=identicon&r=PG', 'display_name': 'KingJoeffrey', 'link': 'https://stackoverflow.com/users/17697574/kingjoeffrey'}",False,24,1,0,1667083836,1666846444,74216967,CC BY-SA 4.0,https://stackoverflow.com/questions/74216967/convert-a-date-to-a-different-timezone-date-object-react-datepicker,convert a date to a different timezone date object react datePicker,,,,,,,
1278,"['javascript', 'rust', 'child-process', 'rust-cargo']","{'account_id': 24497396, 'reputation': 27, 'user_id': 18413450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac7bb127ec6050022a0d70d36cb4d24a?s=256&d=identicon&r=PG', 'display_name': 'cantfetzthis', 'link': 'https://stackoverflow.com/users/18413450/cantfetzthis'}",False,46,0,0,1667083658,1667083218,74249351,CC BY-SA 4.0,https://stackoverflow.com/questions/74249351/why-cant-i-programmatically-use-the-cargo-command-from-within-a-child-process,Why can&#39;t I programmatically use the Cargo command from within a Child Process?,1667083658.0,,,,,,
1279,"['javascript', 'reactjs', 'dom', 'lifecycle']","{'account_id': 4349198, 'reputation': 1458, 'user_id': 3550183, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/b641c307007e973d90e33737c2d3a48f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Doug', 'link': 'https://stackoverflow.com/users/3550183/doug'}",False,32,0,0,1667083077,1667083077,74249337,CC BY-SA 4.0,https://stackoverflow.com/questions/74249337/dom-element-not-loaded-after-react-component-mounts,DOM element not loaded after React component mounts,,,,,,,
1280,"['javascript', 'canvas']","{'account_id': 22117546, 'reputation': 25, 'user_id': 16371374, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c2933e49652d8f3e12c48738ba3838d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marco1314', 'link': 'https://stackoverflow.com/users/16371374/marco1314'}",True,35,1,0,1667082898,1667078528,74248925,CC BY-SA 4.0,https://stackoverflow.com/questions/74248925/js-how-to-set-element-to-other-coordinate-after-collide,JS how to set element to other coordinate after collide,1667079202.0,,,,,,
1281,"['javascript', 'jquery']","{'account_id': 9169741, 'reputation': 65, 'user_id': 6817789, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3VDzN.jpg?s=256&g=1', 'display_name': 'GalanopD', 'link': 'https://stackoverflow.com/users/6817789/galanopd'}",False,38,0,0,1667082892,1667062416,74247126,CC BY-SA 4.0,https://stackoverflow.com/questions/74247126/update-a-text-field-on-page-a-using-class-length-value-from-page-b,Update a text field on PAGE-A using class length value from PAGE-B,1667082892.0,,,,,,
1282,"['javascript', 'vite']","{'account_id': 13081377, 'reputation': 259, 'user_id': 9451827, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5153790fa24fb836be787f5a8825c5c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'thor', 'link': 'https://stackoverflow.com/users/9451827/thor'}",False,62,1,1,1667082750,1667049436,74245621,CC BY-SA 4.0,https://stackoverflow.com/questions/74245621/vite-react-how-to-integrate-a-html-file-and-js-files,Vite + React how to integrate a HTML file and JS files,,,,,,,
1283,"['javascript', 'html', 'reactjs', 'typescript']","{'account_id': 20878826, 'reputation': 125, 'user_id': 15337070, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-JPEBNSobots/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucneTX2D0l4WfmCP609brcKTZchrbg/s96-c/photo.jpg?sz=256', 'display_name': 'Software14', 'link': 'https://stackoverflow.com/users/15337070/software14'}",True,24,1,0,1667082472,1667082263,74249275,CC BY-SA 4.0,https://stackoverflow.com/questions/74249275/how-to-add-widget-in-react-component,How to add widget in react component,,74249293.0,,,,,
1284,"['javascript', 'html', 'css']","{'account_id': 8645441, 'reputation': 1, 'user_id': 17631451, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94e6147faa0d80d55dc5cf971edf9d0a?s=256&d=identicon&r=PG', 'display_name': 'Eve Ninnall', 'link': 'https://stackoverflow.com/users/17631451/eve-ninnall'}",True,43,2,-1,1667082469,1667079490,74249038,CC BY-SA 4.0,https://stackoverflow.com/questions/74249038/only-the-play-button-should-be-clickable,Only the play button should be clickable,1667082469.0,74249091.0,,,,,
1285,"['javascript', 'html', 'css', 'discord']","{'account_id': 22319781, 'reputation': 22, 'user_id': 16542571, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Xa1QF.jpg?s=256&g=1', 'display_name': 'unofficialdxnny', 'link': 'https://stackoverflow.com/users/16542571/unofficialdxnny'}",False,32,1,-2,1667082202,1667076535,74248718,CC BY-SA 4.0,https://stackoverflow.com/questions/74248718/can-i-replicate-discord-activity-status-on-my-website-with-just-frontend,Can I replicate discord activity status on my website with just frontend?,1667076919.0,,,,,,
1286,"['javascript', 'dom']","{'account_id': 26238409, 'reputation': 1, 'user_id': 19913139, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpdZFfY4UI4O-_FZleNl_iVfYdL6SUhRpARxeTE6A=k-s256', 'display_name': 'Diego Guart', 'link': 'https://stackoverflow.com/users/19913139/diego-guart'}",True,40,1,-1,1667081766,1667081476,74249210,,https://stackoverflow.com/questions/74249210/remove-atrribute-hidden-from-a-table-using-dom-shows-removeattribute-is-not-a,remove Atrribute &quot;hidden&quot; from a table using DOM shows removeAttribute is not a function,1667081534.0,74249243.0,1667083677.0,Duplicate,,,
1287,"['javascript', 'google-chrome', 'google-chrome-extension']","{'account_id': 9915207, 'reputation': 405, 'user_id': 8719001, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh3.googleusercontent.com/-bLAOeFywAwE/AAAAAAAAAAI/AAAAAAAAC7A/I1WeJsSB7R8/photo.jpg?sz=256', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/8719001/markus'}",False,34,0,0,1667081691,1666972848,74237964,CC BY-SA 4.0,https://stackoverflow.com/questions/74237964/using-background-js-service-worker-on-aboutblank-page-with-matchaboutblanktrue,"using background.js service_worker on about:blank page with matchAboutBlank:true not working, any workaround?",1667081691.0,,,,,,
1288,"['javascript', 'python', 'python-turtle', 'pyodide']","{'account_id': 22721783, 'reputation': 1, 'user_id': 16886190, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2UGTo.jpg?s=256&g=1', 'display_name': 'interlink', 'link': 'https://stackoverflow.com/users/16886190/interlink'}",False,22,0,0,1667080182,1667080182,74249109,CC BY-SA 4.0,https://stackoverflow.com/questions/74249109/how-to-use-pyo-js-turtle-in-pyodide,How to use pyo-js-turtle in Pyodide,,,,,,,
1289,['javascript'],"{'account_id': 26771897, 'reputation': 1, 'user_id': 20368148, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu01FR4jZV25AofmKPRNg98a9UY7ygG2CHySwBdGoA=k-s256', 'display_name': 'supO sselepoH', 'link': 'https://stackoverflow.com/users/20368148/supo-sselepoh'}",False,17,0,-2,1667079923,1667077057,74248775,,https://stackoverflow.com/questions/74248775/im-writing-a-function-that-takes-in-an-array-of-numbers-the-function-should-re,"I&#39;m writing a function that takes in an array of numbers. The function should return True if any two numbers in the list sum to 0, and false otherwise",1667079923.0,,1667077244.0,Duplicate,,,
1290,['javascript'],"{'account_id': 6713966, 'reputation': 165, 'user_id': 5176356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f6be06c0809ddbec8787504e0804a59?s=256&d=identicon&r=PG&f=1', 'display_name': 'oneyellowlion', 'link': 'https://stackoverflow.com/users/5176356/oneyellowlion'}",False,33,0,0,1667079818,1667079818,74249068,CC BY-SA 4.0,https://stackoverflow.com/questions/74249068/newbie-javascript-question-on-method-chaining-and-passing-objects,Newbie javascript question on method chaining and passing objects,,,,,,,
1291,"['javascript', 'html', 'function', 'loops']","{'account_id': 23015231, 'reputation': 13, 'user_id': 17988251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79a9b0944094a12de6590e9411360bd7?s=256&d=identicon&r=PG', 'display_name': 'Talar', 'link': 'https://stackoverflow.com/users/17988251/talar'}",False,43,3,0,1667079724,1667077228,74248796,CC BY-SA 4.0,https://stackoverflow.com/questions/74248796/run-function-again-only-after-it-has-been-completed,Run function again only after it has been completed,1667078850.0,,,,,,
1292,"['javascript', 'regex']","{'account_id': 13050171, 'reputation': 31, 'user_id': 9430769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa2333c091fab77db7bb9e214c907216?s=256&d=identicon&r=PG&f=1', 'display_name': 'dustin', 'link': 'https://stackoverflow.com/users/9430769/dustin'}",True,77,3,0,1667079534,1667000560,74241845,CC BY-SA 4.0,https://stackoverflow.com/questions/74241845/how-to-create-a-regex-function-that-matches-image-alt-text-for-two-keys,How to create a Regex function that matches image alt text for two keys,1667004195.0,74242104.0,,,,,
1293,"['javascript', 'reactjs', 'material-ui', 'jsx']","{'account_id': 20773366, 'reputation': 506, 'user_id': 15255487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b0fb6027618464a0b0a5b40faaed409?s=256&d=identicon&r=PG&f=1', 'display_name': 'marcinb1986', 'link': 'https://stackoverflow.com/users/15255487/marcinb1986'}",True,29,1,0,1667079394,1667078038,74248879,CC BY-SA 4.0,https://stackoverflow.com/questions/74248879/how-to-solve-typescript-errors-this-condition-will-always-return-false-since,How to solve typescript errors: This condition will always return &#39;false&#39; since the types have no overlap when I have 3 conditional renderings,,74249024.0,,,,,
1294,"['javascript', 'puppeteer']","{'account_id': 19770275, 'reputation': 164, 'user_id': 14477397, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-fWZQ3yPnhDo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucllRj19sKbOEe3byLp-PnaFT9eOLw/s96-c/photo.jpg?sz=256', 'display_name': 'Mantofka', 'link': 'https://stackoverflow.com/users/14477397/mantofka'}",True,41,1,2,1667079260,1667078139,74248891,CC BY-SA 4.0,https://stackoverflow.com/questions/74248891/puppeteer-gives-undefined-with-eval,Puppeteer gives undefined with $$eval,,74249002.0,,,,,
1295,"['javascript', 'reactjs', 'next.js']","{'account_id': 26503599, 'reputation': 33, 'user_id': 20140123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0471aa3a00d902396debbbf7d1c8f80c?s=256&d=identicon&r=PG', 'display_name': 'iamundertaker', 'link': 'https://stackoverflow.com/users/20140123/iamundertaker'}",False,57,2,-1,1667078915,1666901513,74227808,,https://stackoverflow.com/questions/74227808/how-to-fix-if-document-queryselector-is-not-working-on-nextjs-for-ssr,How to fix if document.queryselector is not working on NextJS for SSR,1666911430.0,,1667172793.0,Duplicate,,,
1296,"['javascript', 'php', 'html', 'ajax']","{'account_id': 23872504, 'reputation': 1, 'user_id': 19966348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a69dfb4e540026ef3648afd8c1205aa?s=256&d=identicon&r=PG', 'display_name': 'Alfredo.Colindres10', 'link': 'https://stackoverflow.com/users/19966348/alfredo-colindres10'}",False,31,0,0,1667078851,1667078851,74248964,CC BY-SA 4.0,https://stackoverflow.com/questions/74248964/how-to-fill-a-select-from-another-select-from-different-tables-in-the-db-in-php,"How to fill a Select from another Select from different tables in the DB in php, Js and Ajax?",,,,,,,
1297,"['javascript', 'jquery']","{'account_id': 21537029, 'reputation': 141, 'user_id': 18148338, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7e6ef799466ccff0941583ed0f2768a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jenny', 'link': 'https://stackoverflow.com/users/18148338/jenny'}",True,37,1,-1,1667078462,1666510878,74169419,,https://stackoverflow.com/questions/74169419/click-the-one-button-multiple-times-to-change-the-text-multi-time,Click the One Button Multiple times to change the text multi time,1667078462.0,74169614.0,1666513999.0,Needs details or clarity,,,
1298,"['javascript', 'function', 'keydown']","{'account_id': 26448747, 'reputation': 13, 'user_id': 20114922, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2P9VbRqlhI43Oe_5bPoCu5QfdgLTszDDTiCTz5=k-s256', 'display_name': 'user162426', 'link': 'https://stackoverflow.com/users/20114922/user162426'}",True,62,2,1,1667078165,1667069574,74247969,CC BY-SA 4.0,https://stackoverflow.com/questions/74247969/please-explain-this-mdn-example,Please explain this MDN example,,74248855.0,,,,,
1299,"['javascript', 'html', 'css', 'reactjs', 'flexbox']","{'account_id': 23259159, 'reputation': 55, 'user_id': 17345724, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi5gAUXWEQAagL6yYh3SwTd3uudYQH_G1SYuHL7Ng=k-s256', 'display_name': 'Sam Rad', 'link': 'https://stackoverflow.com/users/17345724/sam-rad'}",True,62,2,0,1667078033,1666984303,74239938,CC BY-SA 4.0,https://stackoverflow.com/questions/74239938/nav-bar-is-not-displaying-in-bigger-screens-what-is-the-reason,"Nav bar is not displaying In bigger screens, what is the reason?",1666986337.0,74240120.0,,,,,
1300,"['javascript', 'node.js', 'loops']","{'account_id': 24565506, 'reputation': 67, 'user_id': 18472704, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwsNg7HqIG6y2NXG1PaF4M5Uwf5FQ4vJxgvE4DE=k-s256', 'display_name': 'Joseph Walsh', 'link': 'https://stackoverflow.com/users/18472704/joseph-walsh'}",True,77,3,0,1667077945,1667068610,74247849,CC BY-SA 4.0,https://stackoverflow.com/questions/74247849/node-js-for-loop-not-leading-to-splice-of-all-matching-items,Node.js for loop not leading to splice of all matching items,1667068956.0,,,,,,
1301,"['javascript', 'html', 'directory-structure', 'static-site', 'file-structure']","{'account_id': 5543594, 'reputation': 1, 'user_id': 4399142, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9ILsp1w6-4s/AAAAAAAAAAI/AAAAAAAAAAA/TjEedb0R1D0/photo.jpg?sz=256', 'display_name': 'tariq anees', 'link': 'https://stackoverflow.com/users/4399142/tariq-anees'}",False,30,0,0,1667077729,1667077729,74248844,CC BY-SA 4.0,https://stackoverflow.com/questions/74248844/static-website-folder-structure-reusability,Static Website Folder Structure - Reusability,,,,,,,
1302,"['javascript', 'input', 'calculator', 'calculation']","{'account_id': 11859773, 'reputation': 1, 'user_id': 8678816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6f55a80fb869561dcf2ebef657a86e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brandon W', 'link': 'https://stackoverflow.com/users/8678816/brandon-w'}",False,27,1,0,1667077683,1667071786,74248219,CC BY-SA 4.0,https://stackoverflow.com/questions/74248219/javascript-simple-two-input-calculator-best-approach-clear-inputs-add-alert-a,"JavaScript simple two input calculator best approach - clear inputs, add alert and comma",,,,,,,
1303,"['javascript', 'jquery', 'css', 'css-selectors']","{'account_id': 26771899, 'reputation': 1, 'user_id': 20368149, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2w11JgRIZrO5uDewa52YeJAaSntt4FQZI-QPEg=k-s256', 'display_name': 'antonio martin', 'link': 'https://stackoverflow.com/users/20368149/antonio-martin'}",False,11,0,0,1667077562,1667077562,74248834,CC BY-SA 4.0,https://stackoverflow.com/questions/74248834/custom-jquery-and-bootsrap-si-messing-my-website-font-system,Custom jquery and Bootsrap si messing my website Font system,,,,,,,
1304,"['javascript', 'node.js', 'typescript', 'dictionary', 'object']","{'account_id': 23666773, 'reputation': 31, 'user_id': 17694149, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwkP5E84Bgm9vDtFA12hdaxnduy0XmHNJvPXaMt=k-s256', 'display_name': 'Andrey Grigorev', 'link': 'https://stackoverflow.com/users/17694149/andrey-grigorev'}",False,49,0,-1,1667077383,1667077164,74248788,,https://stackoverflow.com/questions/74248788/is-javascript-map-really-useful,Is JavaScript Map really useful?,1667077335.0,,1667077376.0,Duplicate,,,
1305,"['javascript', 'reactjs']","{'account_id': 26292496, 'reputation': 3, 'user_id': 19959301, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nac2q.jpg?s=256&g=1', 'display_name': 'ceoconn', 'link': 'https://stackoverflow.com/users/19959301/ceoconn'}",True,21,1,0,1667077257,1667076389,74248702,CC BY-SA 4.0,https://stackoverflow.com/questions/74248702/reverse-method-is-called-every-time-i-type-in-my-input-box-onchange,reverse method is called every time i type in my input box (onChange),,74248761.0,,,,,
1306,"['javascript', 'vue.js', 'charts', 'chart.js', 'vue-chartjs']","{'account_id': 24666758, 'reputation': 1, 'user_id': 20367597, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c441d5a7b53e2bb061cc41b4ff38c24?s=256&d=identicon&r=PG', 'display_name': 'VTsM', 'link': 'https://stackoverflow.com/users/20367597/vtsm'}",False,52,0,0,1667077059,1667077059,74248776,CC BY-SA 4.0,https://stackoverflow.com/questions/74248776/hello-tell-me-how-to-change-the-background-color-in-chart-js-doughnut-with-ho,"Hello, tell me how to change the background color in chart.js (Doughnut) with hover effect only for the rest of the chart elements?",,,,,,,
1307,"['javascript', 'lazy-loading']","{'account_id': 26771821, 'reputation': 1, 'user_id': 20368086, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0GI5n52_6RM7uUcKKXCBET6O0Y483fmtN1Y_v-=k-s256', 'display_name': 'Sam Cassman', 'link': 'https://stackoverflow.com/users/20368086/sam-cassman'}",False,32,1,0,1667076969,1667075893,74248654,CC BY-SA 4.0,https://stackoverflow.com/questions/74248654/how-to-lazyload-js-script-to-improve-site-speed,How to lazyload JS script to improve site speed,,,,,,,
1308,"['javascript', 'reactjs', 'keycloak']","{'account_id': 10593328, 'reputation': 270, 'user_id': 7803070, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/O1zrL.jpg?s=256&g=1', 'display_name': 'AOUADI Slim', 'link': 'https://stackoverflow.com/users/7803070/aouadi-slim'}",False,18,0,0,1667076967,1667076967,74248765,CC BY-SA 4.0,https://stackoverflow.com/questions/74248765/keycloak-refreshing-page-each-5-seconds-after-logged-in-with-reactjs,Keycloak refreshing page each 5 seconds after Logged in with ReactJs,,,,,,,
1309,"['javascript', 'pine-script', 'tradingview-api']","{'account_id': 8951632, 'reputation': 11, 'user_id': 6677444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acfe8da16b19b8b5b2de318472f987ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steven Steggles', 'link': 'https://stackoverflow.com/users/6677444/steven-steggles'}",False,35,1,0,1667076892,1667061653,74247041,CC BY-SA 4.0,https://stackoverflow.com/questions/74247041/how-can-i-access-the-highest-and-lowest-price-from-the-price-scale-on-tradingvie,How can I access the highest and lowest price from the price scale on TradingView?,,,,,,,
1310,"['javascript', 'node.js', 'google-cloud-platform', 'google-contacts-api', 'google-people-api']","{'account_id': 26771721, 'reputation': 1, 'user_id': 20367997, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1lVkJgyP1FcM0uzQAna-RVhWOHTDlrA-VuB7fbAw=k-s256', 'display_name': 'Augment Chinedu', 'link': 'https://stackoverflow.com/users/20367997/augment-chinedu'}",False,22,0,0,1667076667,1667076667,74248735,CC BY-SA 4.0,https://stackoverflow.com/questions/74248735/how-do-i-connect-my-authenticated-service-account-google-people-api-to-read-cont,How do i connect my authenticated service account Google People API to read contacts on my personal user account?,,,,,,,
1311,"['javascript', 'php', 'jquery', 'ajax', 'laravel']","{'account_id': 26640002, 'reputation': 3, 'user_id': 20255857, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1-Ii-vPEvk7VuL8mv_xnITfvmYQWmbe7YJgIHe=k-s256', 'display_name': 'Asharf Khosravi', 'link': 'https://stackoverflow.com/users/20255857/asharf-khosravi'}",False,57,1,-1,1667076113,1667016488,74242761,CC BY-SA 4.0,https://stackoverflow.com/questions/74242761/how-to-delete-key-with-ajax-in-laravel,How to delete {{ $key }} with ajax in laravel?,,,,,,,
1312,"['javascript', 'reactjs', 'react-testing-library', 'react-apollo', 'graphql-js']","{'account_id': 8168985, 'reputation': 309, 'user_id': 6150195, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gfiCpfFRIIY/AAAAAAAAAAI/AAAAAAAAA-8/fw-iP0jMwsc/photo.jpg?sz=256', 'display_name': 'Samira Arabgol', 'link': 'https://stackoverflow.com/users/6150195/samira-arabgol'}",False,18,0,0,1667075990,1667075990,74248666,CC BY-SA 4.0,https://stackoverflow.com/questions/74248666/how-to-test-a-apollo-grapgql-usequery-which-exist-in-context-in-a-react-componen,How to test a apollo grapgql useQuery which exist in context in a react component,,,,,,,
1313,"['javascript', 'reactjs', 'postman', 'mern']","{'account_id': 20955640, 'reputation': 1, 'user_id': 15463129, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giw_hdYsESYcer7lhJRxI_qCbQRE9sIO9DILp_QHA=k-s256', 'display_name': 'Mostafa Sallam', 'link': 'https://stackoverflow.com/users/15463129/mostafa-sallam'}",False,14,0,0,1667075822,1667075822,74248646,CC BY-SA 4.0,https://stackoverflow.com/questions/74248646/the-search-doesnot-post-on-the-front-end-why-even-though-post-man-gives-me-the-b,The search doesnot post on the front end why even though post man gives me the back end is perfect,,,,,,,
1314,"['javascript', 'pouchdb']","{'account_id': 9940026, 'reputation': 1038, 'user_id': 7356942, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/f8a39695bce1ecd0c4f0cc9de0cfc607?s=256&d=identicon&r=PG&f=1', 'display_name': 'Torf', 'link': 'https://stackoverflow.com/users/7356942/torf'}",True,20,1,0,1667075716,1667071631,74248203,CC BY-SA 4.0,https://stackoverflow.com/questions/74248203/pouchdb-put-with-document-in-variable-not-working,PouchDB put with document in variable not working,,74248634.0,,,,,
