,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,community_owned_date
1312,"['javascript', 'jquery', 'jquery-chosen']","{'account_id': 272683, 'reputation': 2385, 'user_id': 563900, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/bO5Lx.jpg?s=256&g=1', 'display_name': 'Nick Foote', 'link': 'https://stackoverflow.com/users/563900/nick-foote'}",True,4549,,12857137.0,4,2,1475149801,1350036386,1364505224.0,12856750,https://stackoverflow.com/questions/12856750/jquery-chosen-plugin-first-option-doesnt-trigger-change-event,,jQuery Chosen plugin - first option doesn&#39;t trigger change event?,CC BY-SA 3.0,,
1313,"['javascript', 'actionscript-3', 'apache-flex', 'dojo', 'swfobject']","{'account_id': 1950698, 'reputation': 31, 'user_id': 1754852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/155bea63e6e79b584acd160c2b3a7e59?s=256&d=identicon&r=PG', 'display_name': 'rindshegs', 'link': 'https://stackoverflow.com/users/1754852/rindshegs'}",False,1588,,,1,1,1475148588,1350523150,,12945769,https://stackoverflow.com/questions/12945769/typeerror-object-doesnt-support-this-property-or-method-in-ie8-ie9,,TypeError: Object doesn&#39;t support this property or method in IE8 / IE9,CC BY-SA 3.0,,
1314,"['javascript', 'html', 'canvas', 'html5-canvas']","{'account_id': 1895344, 'reputation': 483, 'user_id': 1712444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dabfdbf171f5bc808394a4b0cccc483e?s=256&d=identicon&r=PG', 'display_name': 'Crogo', 'link': 'https://stackoverflow.com/users/1712444/crogo'}",True,3431,,12680065.0,1,1,1474637689,1349119179,1349120870.0,12679601,https://stackoverflow.com/questions/12679601/how-to-properly-clear-a-rotated-html5-canvas-context,,How to properly clear a rotated HTML5 canvas context?,CC BY-SA 3.0,,
1315,['javascript'],"{'account_id': 1500526, 'reputation': 1012, 'user_id': 1405353, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/fe83b78b95b3806f936f985b82c0a03d?s=256&d=identicon&r=PG', 'display_name': 'Morgan Green', 'link': 'https://stackoverflow.com/users/1405353/morgan-green'}",True,21645,,13094181.0,3,9,1474510252,1351284089,,13094141,https://stackoverflow.com/questions/13094141/make-div-expand-smoothly,,Make Div Expand Smoothly,CC BY-SA 3.0,,
1316,"['javascript', 'html', 'internet-explorer']","{'account_id': 1585396, 'reputation': 355, 'user_id': 1469894, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8d23e5b0ae4d907a94ed541d7b018695?s=256&d=identicon&r=PG', 'display_name': 'Tomcatom', 'link': 'https://stackoverflow.com/users/1469894/tomcatom'}",True,17352,,18051912.0,4,5,1474298002,1349795811,1375685916.0,12803235,https://stackoverflow.com/questions/12803235/drag-and-drop-not-working-in-ie-javascript-html5,,"drag and drop not working in IE - Javascript, HTML5",CC BY-SA 3.0,,
1317,"['javascript', 'html', 'forms', 'textarea', 'save']","{'account_id': 1940942, 'reputation': 361, 'user_id': 1747170, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1b42ed1c23ab13711203197b01247068?s=256&d=identicon&r=PG', 'display_name': 'Alex M', 'link': 'https://stackoverflow.com/users/1747170/alex-m'}",True,37347,,,2,20,1474091611,1350307262,1350307410.0,12896504,https://stackoverflow.com/questions/12896504/javascript-save-textarea-value-with-line-breaks,,javascript | save textarea value with line breaks,CC BY-SA 3.0,,
1318,"['javascript', 'jquery']","{'account_id': 1693855, 'reputation': 1009, 'user_id': 1555688, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/edv7T.jpg?s=256&g=1', 'display_name': 'James Stafford', 'link': 'https://stackoverflow.com/users/1555688/james-stafford'}",True,84,,12976994.0,7,1,1474010305,1350658515,1474010305.0,12976913,https://stackoverflow.com/questions/12976913/identifier-for-value-of-radio-button,,identifier for value of radio button,CC BY-SA 3.0,,
1319,"['javascript', 'arrays', 'indexing', 'increment', 'quartz-composer']","{'account_id': 1950037, 'reputation': 13, 'user_id': 1754344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0191edd27900a42bc1a6bb3b7f8047c?s=256&d=identicon&r=PG', 'display_name': 'user1754344', 'link': 'https://stackoverflow.com/users/1754344/user1754344'}",True,2484,,12942262.0,1,1,1473962165,1350503167,1473962165.0,12942190,https://stackoverflow.com/questions/12942190/javascript-increment-index-on-event,,Javascript increment index on event,CC BY-SA 3.0,,
1320,"['javascript', 'underscore.js']","{'account_id': 10223, 'reputation': 78457, 'user_id': 19212, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3aefe160da30caa0d7ea0f922f94c257?s=256&d=identicon&r=PG', 'display_name': 'Brian M. Hunt', 'link': 'https://stackoverflow.com/users/19212/brian-m-hunt'}",True,4515,,12785559.0,4,8,1473856146,1349712461,1349712821.0,12785377,https://stackoverflow.com/questions/12785377/pluck-specific-javascript-value-from-an-object-based-on-an-array-of-indexes,,Pluck specific javascript value from an object based on an array of indexes,CC BY-SA 3.0,,
1321,"['javascript', 'jquery', 'html', 'jquery-masonry', 'jquery-isotope']","{'account_id': 106820, 'reputation': 1078, 'user_id': 284374, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9db1ee5e868678c147d0162871b1f8a3?s=256&d=identicon&r=PG', 'display_name': 'Luca', 'link': 'https://stackoverflow.com/users/284374/luca'}",True,8024,,,3,3,1473782018,1350648611,1495542640.0,12974030,https://stackoverflow.com/questions/12974030/isotope-masonry-layout-is-not-working-after-item-size-change,,Isotope masonry layout is not working after item size change,CC BY-SA 3.0,,
1322,"['javascript', 'ios', 'google-chrome', 'pdf']","{'account_id': 35516, 'reputation': 293, 'user_id': 100611, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fe30505a377e10317f85b1d5b15f44e?s=256&d=identicon&r=PG', 'display_name': 'DuStorm', 'link': 'https://stackoverflow.com/users/100611/dustorm'}",True,4184,,,3,20,1473753034,1351633802,,13148089,https://stackoverflow.com/questions/13148089/trouble-loading-pdf-on-chrome-ios,,Trouble loading PDF on Chrome IOS,CC BY-SA 3.0,,
1323,"['javascript', 'performance', 'setinterval']","{'account_id': 1722165, 'reputation': 559, 'user_id': 1577698, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/0074615e2b11ce598f8c2d1998b64030?s=256&d=identicon&r=PG', 'display_name': 'Rafie', 'link': 'https://stackoverflow.com/users/1577698/rafie'}",True,2682,,,6,4,1473701284,1351296489,,13095972,https://stackoverflow.com/questions/13095972/is-it-possible-to-have-setinterval-set-too-fast,,Is it possible to have &quot;setInterval&quot; set too fast?,CC BY-SA 3.0,,
1324,"['javascript', 'performance', 'node.js', 'loops', 'for-loop']","{'account_id': 544238, 'reputation': 13086, 'user_id': 913622, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/5f00606edc36d3a4a6287c2fa08e92a4?s=256&d=identicon&r=PG', 'display_name': 'AndrewMcLagan', 'link': 'https://stackoverflow.com/users/913622/andrewmclagan'}",True,3062,1473483475.0,12797200.0,5,4,1473483469,1349774865,,12796887,https://stackoverflow.com/questions/12796887/for-loop-performance-in-javascript,Duplicate,FOR loop performance in Javascript,,,
1325,"['javascript', 'onclick', 'dojo', 'event-handling', 'event-binding']","{'account_id': 933620, 'reputation': 45, 'user_id': 962984, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/aa5d2f4f7f358bf43c82b78fe641ca6f?s=256&d=identicon&r=PG', 'display_name': 'Kany', 'link': 'https://stackoverflow.com/users/962984/kany'}",True,3730,,,2,-1,1473368109,1350594158,1473368109.0,12963718,https://stackoverflow.com/questions/12963718/javascript-onclick-not-firing-on-button-click,,javascript onclick not firing on button click,CC BY-SA 3.0,,
1326,"['javascript', 'mustache']","{'account_id': 71825, 'reputation': 15905, 'user_id': 207633, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/B0Wfy.jpg?s=256&g=1', 'display_name': 'Saif Bechan', 'link': 'https://stackoverflow.com/users/207633/saif-bechan'}",True,27421,,12834493.0,1,49,1473056785,1349940764,,12834419,https://stackoverflow.com/questions/12834419/text-as-html-in-mustache-js,,Text as HTML in Mustache.js,CC BY-SA 3.0,,
1327,"['javascript', 'json', 'flot']","{'account_id': 466652, 'reputation': 656, 'user_id': 871533, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/03b1920538658c33003f542179ec430f?s=256&d=identicon&r=PG', 'display_name': 'Gian', 'link': 'https://stackoverflow.com/users/871533/gian'}",True,3075,,13005143.0,4,2,1472925239,1350879712,1439429866.0,13004944,https://stackoverflow.com/questions/13004944/javascript-float-data,,javascript float data,CC BY-SA 3.0,,
1328,"['javascript', 'angularjs']","{'account_id': 99611, 'reputation': 3134, 'user_id': 268968, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/RRNRg.jpg?s=256&g=1', 'display_name': 'rdodev', 'link': 'https://stackoverflow.com/users/268968/rdodev'}",True,12528,,13142725.0,2,6,1472719977,1351607172,,13141080,https://stackoverflow.com/questions/13141080/angularjs-http-html-parser,,AngularJS $http HTML Parser,CC BY-SA 3.0,,
1329,"['javascript', 'jquery', 'image', 'map', 'coordinates']","{'account_id': 1937934, 'reputation': 51, 'user_id': 1744911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcf4eee1e75bdaa35c6ca0e5bdf303f6?s=256&d=identicon&r=PG', 'display_name': 'picsis', 'link': 'https://stackoverflow.com/users/1744911/picsis'}",True,9754,,,2,5,1472586456,1350222845,,12882869,https://stackoverflow.com/questions/12882869/dynamically-generate-map-area-coords-from-clicks-over-an-image-jquery-or-javasc,,dynamically generate map area coords from clicks over an image (jquery or javascript),CC BY-SA 3.0,,
1330,"['javascript', 'jquery']","{'account_id': 1161961, 'reputation': 1401, 'user_id': 1141291, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/148f9543658acb479a2cad17998d46c7?s=256&d=identicon&r=PG', 'display_name': 'Blynn', 'link': 'https://stackoverflow.com/users/1141291/blynn'}",True,11298,,12728938.0,3,0,1472289621,1349358926,1349359069.0,12728879,https://stackoverflow.com/questions/12728879/add-random-number-to-css-so-it-doesnt-cache,,Add random number to .css so it doesn&#39;t cache,CC BY-SA 3.0,,
1331,['javascript'],"{'account_id': 1389315, 'reputation': 1677, 'user_id': 1320551, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/3a8fa3af2b5b83292b0b9ab8a226f17f?s=256&d=identicon&r=PG', 'display_name': 'tobbe', 'link': 'https://stackoverflow.com/users/1320551/tobbe'}",True,12552,,13128522.0,4,4,1472214184,1351537851,,13128095,https://stackoverflow.com/questions/13128095/get-relative-url-with-javascript,,get relative URL with javascript,CC BY-SA 3.0,,
1332,"['javascript', 'jquery', 'jquery-chosen']","{'account_id': 1036525, 'reputation': 71, 'user_id': 1043651, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55deeb78371ecb005366a2efc8f3bb59?s=256&d=identicon&r=PG', 'display_name': 'Christian Beil', 'link': 'https://stackoverflow.com/users/1043651/christian-beil'}",True,15240,,,5,5,1472142332,1350916692,1364505199.0,13013756,https://stackoverflow.com/questions/13013756/how-can-i-hide-and-fadein-a-chosen-select,,How can I hide (and fadeIn) a chosen select?,CC BY-SA 3.0,,
1333,"['javascript', 'canvas', 'svg', 'mobile-safari', 'mathml']","{'account_id': 958210, 'reputation': 71, 'user_id': 990457, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca728c45e21d36b88c779a5f5cd40bd9?s=256&d=identicon&r=PG', 'display_name': 'Russell', 'link': 'https://stackoverflow.com/users/990457/russell'}",False,877,,,1,1,1472137118,1349728950,,12789160,https://stackoverflow.com/questions/12789160/rendering-mathml-in-a-canvas-fails-on-safari-image-load-callback-is-not-trigger,,Rendering mathML in a canvas fails on Safari. Image load callback is not triggered,CC BY-SA 3.0,,
1334,"['javascript', 'reference', 'window', 'undefined']","{'account_id': 1955070, 'reputation': 964, 'user_id': 1758241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a282ca886a3075091914a4f6b69739b?s=256&d=identicon&r=PG', 'display_name': 'Michael Theriot', 'link': 'https://stackoverflow.com/users/1758241/michael-theriot'}",True,8952,,12967801.0,2,8,1472081665,1350623084,1592644375.0,12967700,https://stackoverflow.com/questions/12967700/global-variables-undefined-when-referencing-them-via-window-object,,Global variables undefined when referencing them via window object,CC BY-SA 4.0,,
1335,"['javascript', 'jquery', 'jquery-mobile', 'iscroll4', 'iscroll']","{'account_id': 1126190, 'reputation': 6676, 'user_id': 1113435, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/7e0261a85605383ccbe6b71596377027?s=256&d=identicon&r=PG', 'display_name': 'Zar', 'link': 'https://stackoverflow.com/users/1113435/zar'}",True,9523,,13203647.0,2,12,1471924659,1351642608,1351867342.0,13149485,https://stackoverflow.com/questions/13149485/jquery-mobile-iscroll-cannot-scroll-down,,"jQuery mobile + iScroll, cannot scroll down",CC BY-SA 3.0,,
1336,"['javascript', 'angularjs']","{'account_id': 48802, 'reputation': 33186, 'user_id': 145117, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/36116750cd2044711438ec91dfc23988?s=256&d=identicon&r=PG', 'display_name': 'Pickels', 'link': 'https://stackoverflow.com/users/145117/pickels'}",True,30946,,12936046.0,8,37,1471861599,1350466660,1350467680.0,12931369,https://stackoverflow.com/questions/12931369/click-everywhere-but-here-event,,Click everywhere but here event,CC BY-SA 3.0,,
1337,"['javascript', 'google-maps', 'google-maps-api-3', 'google-maps-markers']","{'account_id': 987265, 'reputation': 1165, 'user_id': 1026742, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/2e7a35057a2980c4560e0953d3a1bc7e?s=256&d=identicon&r=PG', 'display_name': 'Zach', 'link': 'https://stackoverflow.com/users/1026742/zach'}",True,6454,,12832051.0,1,1,1471312233,1349922980,1349923738.0,12831358,https://stackoverflow.com/questions/12831358/google-maps-api-unique-active-icon-per-marker-on-click,,Google Maps API -- Unique Active Icon per marker on click,CC BY-SA 3.0,,
1338,['javascript'],"{'account_id': 1989168, 'reputation': 65, 'user_id': 1783674, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d80392341b15c7313d4012b1a22e0a4?s=256&d=identicon&r=PG', 'display_name': 'user1783674', 'link': 'https://stackoverflow.com/users/1783674/user1783674'}",True,233,,13127197.0,2,0,1471022767,1351533662,1370072372.0,13127172,https://stackoverflow.com/questions/13127172/comparing-numbers-in-javascript,,Comparing numbers in javascript,CC BY-SA 3.0,,
1339,"['javascript', 'unicode']","{'account_id': 141459, 'reputation': 6669, 'user_id': 348496, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/NPZ24.jpg?s=256&g=1', 'display_name': 'mix', 'link': 'https://stackoverflow.com/users/348496/mix'}",True,3046,,12704373.0,1,1,1470928364,1349251514,,12704296,https://stackoverflow.com/questions/12704296/how-to-strip-or-regex-match-a-unicode-character-from-a-string-in-javascript,,how to strip (or regex match) a unicode character from a string in javascript?,CC BY-SA 3.0,,
1340,"['javascript', 'svg']","{'account_id': 1944900, 'reputation': 7122, 'user_id': 1750282, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/de6f3eebd350eab64f9728c30ede43ef?s=256&d=identicon&r=PG', 'display_name': 'Randy Hall', 'link': 'https://stackoverflow.com/users/1750282/randy-hall'}",True,4662,,13120667.0,4,1,1470907364,1351278793,1351279389.0,13092979,https://stackoverflow.com/questions/13092979/svg-javascript-pie-wedge-generator,,SVG JavaScript &quot;pie wedge&quot; generator,CC BY-SA 3.0,,
1341,"['javascript', 'svg', 'd3.js']","{'account_id': 1246556, 'reputation': 765, 'user_id': 1207880, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/3c87c5e3e467b1ab4c17b95ba371cc55?s=256&d=identicon&r=PG', 'display_name': 'PLui', 'link': 'https://stackoverflow.com/users/1207880/plui'}",True,9392,,12866147.0,1,6,1470680797,1350071417,,12866109,https://stackoverflow.com/questions/12866109/d3-transition-not-working,,D3 transition not working,CC BY-SA 3.0,,
1342,"['javascript', 'jquery', 'jquery-plugins', 'autocomplete']","{'account_id': 1833335, 'reputation': 21, 'user_id': 1664221, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0dadca08f5308bcc6d8b215096e1295?s=256&d=identicon&r=PG', 'display_name': 'wecando', 'link': 'https://stackoverflow.com/users/1664221/wecando'}",False,1927,,,1,0,1470392275,1349092161,,12672686,https://stackoverflow.com/questions/12672686/make-jquery-tokeninput-pre-populate-search-results-on-click,,Make JQuery Tokeninput pre-populate search results on click,CC BY-SA 3.0,,
1343,"['javascript', 'html', 'google-maps', 'maps']","{'account_id': 60424, 'reputation': 1005, 'user_id': 180477, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/RU3p6.jpg?s=256&g=1', 'display_name': 'mdcarter', 'link': 'https://stackoverflow.com/users/180477/mdcarter'}",True,37299,,,3,12,1470348628,1349204374,,12696526,https://stackoverflow.com/questions/12696526/display-a-map-and-highlight-certain-countries,,Display a map and highlight certain countries,CC BY-SA 3.0,,
1344,"['javascript', 'html', 'css']","{'account_id': 1741983, 'reputation': 161, 'user_id': 1593122, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/592fcb2afaaf8c2201ac564384509278?s=256&d=identicon&r=PG', 'display_name': 'Samarth Wahal', 'link': 'https://stackoverflow.com/users/1593122/samarth-wahal'}",False,949,,,2,1,1470342256,1349795445,1349796631.0,12803128,https://stackoverflow.com/questions/12803128/javascript-side-scroller,,Javascript side scroller,CC BY-SA 3.0,,
1345,"['javascript', 'jquery', 'dom', 'scope', 'angularjs']","{'account_id': 1773913, 'reputation': 4809, 'user_id': 1618119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63bb3adac22343079cf687d9bb74428c?s=256&d=identicon&r=PG&f=1', 'display_name': 'gorpacrate', 'link': 'https://stackoverflow.com/users/1618119/gorpacrate'}",True,115089,,12987603.0,2,53,1470225520,1350582727,1470225493.0,12960701,https://stackoverflow.com/questions/12960701/how-do-i-get-current-scope-dom-element-in-angularjs-controller,,How do I get current scope dom-element in AngularJS controller?,CC BY-SA 3.0,,
1346,"['php', 'javascript', 'security', '.htaccess', 'captcha']","{'account_id': 1911434, 'reputation': 335, 'user_id': 1725155, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/59ab0b346b357ffbb28114482498c254?s=256&d=identicon&r=PG', 'display_name': 'user1725155', 'link': 'https://stackoverflow.com/users/1725155/user1725155'}",True,359,,12770979.0,5,1,1470122675,1349629180,,12770875,https://stackoverflow.com/questions/12770875/create-a-unreadable-php-page-for-capthca,,Create a unreadable PHP page for capthca,CC BY-SA 3.0,,
1347,"['javascript', 'php', 'wordpress']","{'account_id': 1473181, 'reputation': 742, 'user_id': 1384223, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/0ea5ebe5c772b535a8d628384a2bf5d0?s=256&d=identicon&r=PG', 'display_name': 'Leroy Mikenzi', 'link': 'https://stackoverflow.com/users/1384223/leroy-mikenzi'}",True,992,,13086229.0,1,1,1469794591,1351249553,1469794591.0,13085762,https://stackoverflow.com/questions/13085762/php-send-mail-not-working-in-wordpress,,php Send mail not working in wordpress,CC BY-SA 3.0,,
1348,"['javascript', 'jquery', 'jquery-ui', 'jsplumb']","{'account_id': 1427915, 'reputation': 1699, 'user_id': 1350983, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/cc5a1aeef773db057b8980c7fbfb4583?s=256&d=identicon&r=PG', 'display_name': 'Sebastian van Wickern', 'link': 'https://stackoverflow.com/users/1350983/sebastian-van-wickern'}",True,17957,1469633082.0,13830834.0,2,20,1469630397,1350907978,,13011230,https://stackoverflow.com/questions/13011230/is-there-a-simple-but-useful-jquery-jsplumb-example,Not suitable for this site,Is there a simple but useful jquery.JsPlumb example?,,,
1349,"['javascript', 'jquery', 'syntax']","{'account_id': 1947037, 'reputation': 95, 'user_id': 1751930, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6253bb19dcd8c77aabc0dc3b9bea1737?s=256&d=identicon&r=PG', 'display_name': 'Craig Rinde', 'link': 'https://stackoverflow.com/users/1751930/craig-rinde'}",True,156,,12994359.0,1,-2,1469622270,1350784692,1469622270.0,12994285,https://stackoverflow.com/questions/12994285/syntax-errors-when-defining-variables,,Syntax errors when defining variables,CC BY-SA 3.0,,
1350,['javascript'],"{'account_id': 983233, 'reputation': 1642, 'user_id': 1002379, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/U87D4.jpg?s=256&g=1', 'display_name': 'Tyler Buchea', 'link': 'https://stackoverflow.com/users/1002379/tyler-buchea'}",True,1113,,12910535.0,3,5,1469543991,1350375946,,12910430,https://stackoverflow.com/questions/12910430/crockfords-supplant-with-multiple-level-objects,,Crockford&#39;s .supplant with multiple level objects,CC BY-SA 3.0,,
1351,"['javascript', 'jquery', 'jquery-file-upload']","{'account_id': 400962, 'reputation': 30228, 'user_id': 767244, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/513069195a0fe87b2fb64979bc6c349e?s=256&d=identicon&r=PG', 'display_name': 'Mirage', 'link': 'https://stackoverflow.com/users/767244/mirage'}",True,11848,,12891484.0,2,7,1469516026,1350287128,1441299046.0,12891264,https://stackoverflow.com/questions/12891264/jquery-file-upload-plugin-not-calling-success-callback,,jQuery file upload plugin not calling success callback,CC BY-SA 3.0,,
1352,"['javascript', 'jquery']","{'account_id': 51170, 'reputation': 18661, 'user_id': 152825, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/e990c2bcb4dfb7fd0c398098da9bca59?s=256&d=identicon&r=PG', 'display_name': 'timpone', 'link': 'https://stackoverflow.com/users/152825/timpone'}",True,196,,12886221.0,2,1,1469461938,1350246071,1469461938.0,12886168,https://stackoverflow.com/questions/12886168/how-to-namespace-many-events-in-a-javascript-object-literal,,how to namespace many events in a Javascript object literal,CC BY-SA 3.0,,
1353,"['javascript', 'callback']","{'account_id': 1386927, 'reputation': 4845, 'user_id': 1318734, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/S3JJ2.gif?s=256&g=1', 'display_name': 'rofls', 'link': 'https://stackoverflow.com/users/1318734/rofls'}",True,56091,1480091930.0,13004118.0,5,19,1469006600,1350868260,1466133688.0,13003828,https://stackoverflow.com/questions/13003828/javascript-callback-function-with-parameters,Duplicate,Javascript callback function with parameters,,,
1354,"['javascript', 'html', 'ajax']","{'account_id': 1655163, 'reputation': 177, 'user_id': 1524919, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8565b99e36556932e0270572a98e3414?s=256&d=identicon&r=PG', 'display_name': 'Alec', 'link': 'https://stackoverflow.com/users/1524919/alec'}",True,2947,,,5,0,1468604407,1349402947,1349403628.0,12738585,https://stackoverflow.com/questions/12738585/ajax-infinite-loop,,Ajax Infinite Loop,CC BY-SA 3.0,,
1355,"['javascript', 'module', 'dojo', 'requirejs', 'amd']","{'account_id': 1149076, 'reputation': 81, 'user_id': 1131171, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/400968b0fdbc17e6f0daa7c44a548d22?s=256&d=identicon&r=PG', 'display_name': 'Graham Hargrove', 'link': 'https://stackoverflow.com/users/1131171/graham-hargrove'}",True,2345,,,4,2,1468570410,1350155466,,12876085,https://stackoverflow.com/questions/12876085/cannot-load-dojo-modules-with-requirejs,,Cannot load Dojo modules with RequireJs,CC BY-SA 3.0,,
1356,"['javascript', 'jquery', 'asp.net-mvc', 'jquery-ui', 'jquery-ui-autocomplete']","{'account_id': 1867541, 'reputation': 671, 'user_id': 1690711, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/hOlqP.jpg?s=256&g=1', 'display_name': 'smart boy', 'link': 'https://stackoverflow.com/users/1690711/smart-boy'}",True,74218,,12723042.0,2,22,1468341311,1349338074,1468341311.0,12722891,https://stackoverflow.com/questions/12722891/jquery-autocomplete-on-select-event,,Jquery autocomplete on select event,CC BY-SA 3.0,,
1357,"['javascript', 'css', 'html', 'dynamic']","{'account_id': 1975136, 'reputation': 33, 'user_id': 1773092, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d529e3021a9307a2587510626565488?s=256&d=identicon&r=PG', 'display_name': 'user200261', 'link': 'https://stackoverflow.com/users/1773092/user200261'}",True,17609,,,4,3,1467973512,1351139025,1351142360.0,13061539,https://stackoverflow.com/questions/13061539/loading-images-into-div-dynamically,,Loading Images into Div Dynamically,CC BY-SA 3.0,,
1358,"['javascript', 'php', 'jquery', 'ajax', 'sorttable.js']","{'account_id': 1623294, 'reputation': 235, 'user_id': 1499421, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/372d960be3707d565e167cb778a735b4?s=256&d=identicon&r=PG', 'display_name': 'nodsdorf', 'link': 'https://stackoverflow.com/users/1499421/nodsdorf'}",True,141,,12960917.0,2,0,1467543917,1350582356,1467543917.0,12960594,https://stackoverflow.com/questions/12960594/why-would-javascript-fail-when-called-dynamically-ajax,,Why would javascript fail when called dynamically (Ajax)?,CC BY-SA 3.0,,
1359,"['javascript', 'angularjs', 'asp.net-web-api']","{'account_id': 1930573, 'reputation': 11, 'user_id': 1740031, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6dc7dd8f420a37063d1b5fb3f4ec43db?s=256&d=identicon&r=PG', 'display_name': 'Vishal Mantri', 'link': 'https://stackoverflow.com/users/1740031/vishal-mantri'}",True,2205,,,1,1,1467377896,1350017467,1467377896.0,12852454,https://stackoverflow.com/questions/12852454/not-able-to-bind-to-ng-repeat,,Not able to bind to ng-repeat,CC BY-SA 3.0,,
1360,"['javascript', 'asp.net', 'web-applications']","{'account_id': 533916, 'reputation': 1750, 'user_id': 904173, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/562c88963b4382b16e12956dc2463b57?s=256&d=identicon&r=PG', 'display_name': 'Troy Mitchel', 'link': 'https://stackoverflow.com/users/904173/troy-mitchel'}",True,7868,,12940802.0,2,0,1467270532,1350498045,,12940782,https://stackoverflow.com/questions/12940782/change-background-color-on-anchor-in-listitem-when-clicked,,Change background color on anchor in listitem when clicked,CC BY-SA 3.0,,
