,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
1154,"['javascript', 'node.js', 'cryptojs', 'node-crypto']","{'account_id': 1788016, 'reputation': 91, 'user_id': 1629030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc84ae5370fbb3051e4a1192ebd4971d?s=256&d=identicon&r=PG', 'display_name': 'Mono', 'link': 'https://stackoverflow.com/users/1629030/mono'}",True,16265,4,9,1496912220,1355384150,13855120,CC BY-SA 3.0,https://stackoverflow.com/questions/13855120/nodejs-crypto-module-vs-crypto-js,nodejs crypto module vs crypto-js,1496912220.0,,,,,,
1155,"['javascript', 'extjs', 'extjs4']","{'account_id': 1631652, 'reputation': 394, 'user_id': 1506045, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8a32401b4902d4b320e429cc6ffbe467?s=256&d=identicon&r=PG', 'display_name': 'Hmxa Mughal', 'link': 'https://stackoverflow.com/users/1506045/hmxa-mughal'}",True,27895,7,11,1496855331,1354793495,13742723,CC BY-SA 3.0,https://stackoverflow.com/questions/13742723/how-to-find-column-index-using-dataindex-extjs-4,how to find column index using dataIndex Extjs 4,,15181692.0,,,,,
1156,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1993980, 'reputation': 5066, 'user_id': 1787314, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/1zDXh.png?s=256&g=1', 'display_name': 'Nick Div', 'link': 'https://stackoverflow.com/users/1787314/nick-div'}",True,5161,4,3,1496845901,1355998471,13969816,CC BY-SA 3.0,https://stackoverflow.com/questions/13969816/scroll-the-content-of-a-div-by-hovering-over-an-image,scroll the content of a div by hovering over an image,1355998882.0,13969928.0,,,,,
1157,"['javascript', 'regex', 'camelcasing']","{'account_id': 1817615, 'reputation': 5739, 'user_id': 1654143, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/DiNAr.png?s=256&g=1', 'display_name': 'Ghoul Fool', 'link': 'https://stackoverflow.com/users/1654143/ghoul-fool'}",True,7953,3,4,1496825586,1354700739,13720256,CC BY-SA 3.0,https://stackoverflow.com/questions/13720256/javascript-regex-camelcase-to-sentence,JavaScript: regex CamelCase to Sentence,1369394738.0,13720440.0,,,,,
1158,"['javascript', 'mocha.js']","{'account_id': 386092, 'reputation': 78, 'user_id': 743646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2779222b5104800a2bb489934479a555?s=256&d=identicon&r=PG', 'display_name': 'superdikery', 'link': 'https://stackoverflow.com/users/743646/superdikery'}",True,5368,1,1,1496753815,1356132963,13998565,CC BY-SA 3.0,https://stackoverflow.com/questions/13998565/passing-parameters-to-mocha,Passing parameters to Mocha,,14000980.0,,,,,
1159,"['javascript', 'jquery']","{'account_id': 264829, 'reputation': 3250, 'user_id': 551404, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/2EWEH.jpg?s=256&g=1', 'display_name': 'dramasea', 'link': 'https://stackoverflow.com/users/551404/dramasea'}",True,15440,4,0,1496584366,1355762322,13918170,CC BY-SA 3.0,https://stackoverflow.com/questions/13918170/how-to-make-something-load-first-before-another-in-javascript-and-jquery,How to make something load first before another in javascript and jquery,,13918210.0,,,,,
1160,"['javascript', 'jquery']","{'account_id': 207344, 'reputation': 12516, 'user_id': 457148, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/be60e802b2befc9a4df592e163f8447a?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/457148/tom'}",True,4890,5,6,1496523822,1355304555,13836633,CC BY-SA 3.0,https://stackoverflow.com/questions/13836633/jquery-wrap-all-unwrapped-text-in-p-tags,jQuery - wrap all unwrapped text in p tags,,13836786.0,,,,,
1161,"['c#', 'javascript', 'asp.net', 'sql-server', 'google-maps']","{'account_id': 1684560, 'reputation': 53, 'user_id': 1548101, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/ba284c253bfe692a0e881471ab5b8c9e?s=256&d=identicon&r=PG', 'display_name': 'Shameer Ali Shaik', 'link': 'https://stackoverflow.com/users/1548101/shameer-ali-shaik'}",True,11847,2,1,1496403762,1354513032,13677741,CC BY-SA 3.0,https://stackoverflow.com/questions/13677741/how-to-add-locationsmarkers-on-a-google-map-from-database,how to add locations(markers) on a google map from database..?,1496403762.0,13737280.0,,,,,
1162,"['javascript', 'flash', 'coffeescript', 'clipboard']","{'account_id': 1031148, 'reputation': 521, 'user_id': 1039443, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d74b857fb071334ea7a20da3cd7465a5?s=256&d=identicon&r=PG', 'display_name': 'jlebrijo', 'link': 'https://stackoverflow.com/users/1039443/jlebrijo'}",True,2865,1,24,1496301936,1355345302,13848337,CC BY-SA 3.0,https://stackoverflow.com/questions/13848337/copy-to-clipboard-binary-data-in-browsers,Copy to clipboard BINARY data in browsers,1483464035.0,,,,,,
1163,"['javascript', 'jquery-ui', 'web-applications']","{'account_id': 181393, 'reputation': 25, 'user_id': 415356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fed3f5ecb249e7cb4a0217cde8d5dd8?s=256&d=identicon&r=PG', 'display_name': 'TOSM', 'link': 'https://stackoverflow.com/users/415356/tosm'}",True,2983,3,0,1496231468,1355182801,13811216,CC BY-SA 3.0,https://stackoverflow.com/questions/13811216/new-to-jquery-creating-multiple-spinner-controls,new to jquery - creating multiple spinner controls,1355183116.0,13811721.0,,,,,
1164,"['javascript', 'jquery', 'html', 'dom']","{'account_id': 479479, 'reputation': 3546, 'user_id': 892168, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/4e8ea129f367d77233c954a114d8b6e9?s=256&d=identicon&r=PG', 'display_name': 'Roy', 'link': 'https://stackoverflow.com/users/892168/roy'}",True,4070,5,2,1496229299,1355275567,13831332,CC BY-SA 3.0,https://stackoverflow.com/questions/13831332/how-to-check-header-h1-h2-h3-property-of-a-dom-element,"How to check header (h1, h2, h3) property of a DOM element?",,13831352.0,,,,,
1165,"['php', 'javascript', 'timezone']","{'account_id': 2133667, 'reputation': 43, 'user_id': 1893914, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c1c30a329564431de7eb44df128b07ee?s=256&d=identicon&r=PG', 'display_name': 'pdbd', 'link': 'https://stackoverflow.com/users/1893914/pdbd'}",True,1758,2,1,1496093818,1356716922,14073560,CC BY-SA 3.0,https://stackoverflow.com/questions/14073560/js-gettimezoneoffset-in-php,js getTimezoneOffset() in php,,,,,,,
1166,"['javascript', 'ajax']","{'account_id': 1686245, 'reputation': 2197, 'user_id': 1549471, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/f42b75231c76292e1fbec7c626d7d75d?s=256&d=identicon&r=PG', 'display_name': 'gmustudent', 'link': 'https://stackoverflow.com/users/1549471/gmustudent'}",True,9945,2,10,1495832712,1356895296,14093826,CC BY-SA 3.0,https://stackoverflow.com/questions/14093826/clear-onbeforeunload,Clear Onbeforeunload,1356895436.0,14093847.0,,,,,
1167,"['javascript', 'canvas', 'cross-domain', 'cors', 'mjpeg']","{'account_id': 220452, 'reputation': 19214, 'user_id': 477865, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/thOfN.gif?s=256&g=1', 'display_name': 'clwen', 'link': 'https://stackoverflow.com/users/477865/clwen'}",True,54215,4,21,1495802553,1354488860,13674835,CC BY-SA 3.0,https://stackoverflow.com/questions/13674835/canvas-tainted-by-cross-origin-data,Canvas tainted by cross-origin data,1395932421.0,13675184.0,,,,,
1168,"['javascript', 'backbone.js', 'underscore.js', 'backbone.js-collections']","{'account_id': 2103006, 'reputation': 3885, 'user_id': 1870109, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/53a172402accaf1006e6271b39c9d92b?s=256&d=identicon&r=PG', 'display_name': 'sublime', 'link': 'https://stackoverflow.com/users/1870109/sublime'}",True,19642,5,18,1495734142,1355523736,13887089,CC BY-SA 3.0,https://stackoverflow.com/questions/13887089/set-attribute-of-all-models-in-backbone-collection,set attribute of all models in backbone collection,,13887165.0,,,,,
1169,"['javascript', 'jquery', 'asp.net-mvc-4', 'angularjs', 'singlepage']","{'account_id': 437724, 'reputation': 873, 'user_id': 825559, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/7FJBh.jpg?s=256&g=1', 'display_name': 'cpeele00', 'link': 'https://stackoverflow.com/users/825559/cpeele00'}",True,16247,8,9,1495663280,1354731481,13729788,CC BY-SA 3.0,https://stackoverflow.com/questions/13729788/very-large-single-page-application-design-problems,Very large single page application design problems,1372174806.0,13730376.0,,,,,
1170,"['javascript', 'database', 'extjs3']","{'account_id': 2168894, 'reputation': 167, 'user_id': 1921399, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a5b11a2ec67a3def3e5eae38ca995954?s=256&d=identicon&r=PG', 'display_name': 'Calypo Gunn', 'link': 'https://stackoverflow.com/users/1921399/calypo-gunn'}",False,992,2,2,1495613738,1356430773,14029734,CC BY-SA 3.0,https://stackoverflow.com/questions/14029734/lost-data-of-htmleditor-textarea-on-panel-collapse-extjs,Lost data of HTMLEditor textarea on Panel Collapse ExtJS,1357230432.0,,,,,,
1171,"['javascript', 'ruby-on-rails', 'asset-pipeline']","{'account_id': 65103, 'reputation': 17840, 'user_id': 191808, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/86c8ac2f97b1ce67bf33f5268898fbb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'BeachRunnerFred', 'link': 'https://stackoverflow.com/users/191808/beachrunnerfred'}",True,277,3,1,1495018730,1354330972,13655934,CC BY-SA 3.0,https://stackoverflow.com/questions/13655934/my-rails-app-is-crashing-because-its-loading-every-javascript-file-including-o,"My Rails app is crashing because it&#39;s loading every JavaScript file, including ones that aren&#39;t related to the page being loaded",1495018730.0,13656847.0,,,,,
1172,"['javascript', 'html', 'xml']","{'account_id': 1975206, 'reputation': 1, 'user_id': 1773139, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5c44863b63231ff89f3e4137932e7b6?s=256&d=identicon&r=PG', 'display_name': 'Tajuwara Loki', 'link': 'https://stackoverflow.com/users/1773139/tajuwara-loki'}",False,67,1,0,1495018726,1355200998,13813779,CC BY-SA 3.0,https://stackoverflow.com/questions/13813779/javascript-and-xml-cant-open-javascript-in-html,JavaScript AND XML: can&#39;t open javascript in html?,1495018726.0,,,,,,
1173,"['javascript', 'google-apps-script', 'google-sheets', 'google-spreadsheet-api']","{'account_id': 2109451, 'reputation': 95, 'user_id': 1875018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/448cea5210f54660eb8df3382ed66cfc?s=256&d=identicon&r=PG', 'display_name': 'iVanguard', 'link': 'https://stackoverflow.com/users/1875018/ivanguard'}",True,6319,4,3,1495018582,1354611578,13699186,CC BY-SA 3.0,https://stackoverflow.com/questions/13699186/getting-next-day-date-for-specific-string-format-in-google-apps-script-javascri,Getting next day date for specific string format in Google Apps Script (JavaScript),1495018582.0,13699327.0,,,,,
1174,"['javascript', 'google-apps-script']","{'account_id': 2182984, 'reputation': 271, 'user_id': 1932048, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/648578cec77f20d4f1bbc874be990fad?s=256&d=identicon&r=PG', 'display_name': 'SmittyBoy', 'link': 'https://stackoverflow.com/users/1932048/smittyboy'}",True,1070,2,0,1494794874,1356681493,14066455,CC BY-SA 3.0,https://stackoverflow.com/questions/14066455/type-casting-in-apps-script-continued,Type casting in Apps Script - continued,1494794874.0,,,,,,
1175,"['javascript', 'jquery']","{'account_id': 768774, 'reputation': 499, 'user_id': 804699, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/b6b84bc39c96965dc78c8549a82cf7da?s=256&d=identicon&r=PG', 'display_name': 'mousesports', 'link': 'https://stackoverflow.com/users/804699/mousesports'}",True,21408,5,15,1494592007,1354462987,13670821,CC BY-SA 3.0,https://stackoverflow.com/questions/13670821/find-all-elements-by-part-of-the-id-attribute,Find all elements by part of the id attribute,1494592007.0,13670829.0,,,,,
1176,"['javascript', 'c++', 'google-chrome', 'v8']","{'account_id': 2157359, 'reputation': 162, 'user_id': 1912255, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fff787cafce500ead4a961b6a5a777cd?s=256&d=identicon&r=PG', 'display_name': 'jean', 'link': 'https://stackoverflow.com/users/1912255/jean'}",True,3740,1,10,1494492833,1355822314,13929716,CC BY-SA 3.0,https://stackoverflow.com/questions/13929716/how-to-add-a-new-class-to-google-v8,How to add a new class to Google V8?,,13932109.0,,,,,
1177,"['javascript', 'google-maps', 'jsfiddle']","{'account_id': 250934, 'reputation': 8883, 'user_id': 527965, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/fb6abea2fa29413a2d4613ef78cf8399?s=256&d=identicon&r=PG', 'display_name': 'Ruben', 'link': 'https://stackoverflow.com/users/527965/ruben'}",True,5210,2,1,1494271330,1354532597,13681917,CC BY-SA 3.0,https://stackoverflow.com/questions/13681917/google-maps-in-jsfiddle,Google maps in jsFiddle,1354533868.0,13682023.0,,,,,
1178,"['javascript', 'google-apps-script', 'jsonp']","{'account_id': 69815, 'reputation': 9526, 'user_id': 202940, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/JNQ86.jpg?s=256&g=1', 'display_name': 'Ashraf Bashir', 'link': 'https://stackoverflow.com/users/202940/ashraf-bashir'}",True,5360,4,3,1494000935,1356527724,14041124,CC BY-SA 3.0,https://stackoverflow.com/questions/14041124/jsonp-using-contentservice-of-google-apps-script,JSONP using ContentService of Google Apps Script?,1356529469.0,,,,,,
1179,"['javascript', 'regex']","{'account_id': 164450, 'reputation': 59128, 'user_id': 387194, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/dc10501a6e08f9efcb42bf7b434bf1b1?s=256&d=identicon&r=PG', 'display_name': 'jcubic', 'link': 'https://stackoverflow.com/users/387194/jcubic'}",True,5129,8,5,1493972246,1355124021,13796594,CC BY-SA 3.0,https://stackoverflow.com/questions/13796594/how-to-split-string-into-arguments-and-options-in-javascript,How to split string into arguments and options in javascript,1493585603.0,43766456.0,,,,,
1180,"['javascript', 'events']","{'account_id': 2181813, 'reputation': 2771, 'user_id': 1931101, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4a5009ac906a82dcf3494d0d627a8cb1?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/1931101/mark'}",True,4244,3,0,1493886873,1356578356,14048967,CC BY-SA 3.0,https://stackoverflow.com/questions/14048967/javascript-conflict-with-onclick-and-onmouseout,Javascript conflict with onclick and onmouseout,1356580755.0,14049220.0,,,,,
1181,"['javascript', 'webkit', 'scope', 'phantomjs', 'casperjs']","{'account_id': 50116, 'reputation': 18828, 'user_id': 149367, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/760651162448ebb12c6a03bcee2b980a?s=256&d=identicon&r=PG', 'display_name': 'HP.', 'link': 'https://stackoverflow.com/users/149367/hp'}",True,6305,3,4,1493737639,1355039757,13785670,CC BY-SA 3.0,https://stackoverflow.com/questions/13785670/passing-variable-from-this-evaluate-to-casper-then,Passing variable from this.evaluate to casper.then,,13896188.0,,,,,
1182,"['javascript', 'html', 'css']","{'account_id': 1109867, 'reputation': 5899, 'user_id': 1100536, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/YzCUu.png?s=256&g=1', 'display_name': 'Mathew Kurian', 'link': 'https://stackoverflow.com/users/1100536/mathew-kurian'}",True,251,3,4,1493659112,1356725942,14075275,CC BY-SA 3.0,https://stackoverflow.com/questions/14075275/how-to-get-a-css-stylesheet-value-that-is-not-interpreted-by-the-browser,How to get a css stylesheet value that is not interpreted by the browser?,1493659112.0,14075466.0,,,,,
1183,"['javascript', 'jquery']","{'account_id': 1761209, 'reputation': 1721, 'user_id': 1608273, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/tbrZ4.jpg?s=256&g=1', 'display_name': 'Khanh Tran', 'link': 'https://stackoverflow.com/users/1608273/khanh-tran'}",True,6715,2,4,1493456113,1355715007,13907924,CC BY-SA 3.0,https://stackoverflow.com/questions/13907924/javascript-followed-by-curly-braces,javascript $ followed by curly braces,1355715653.0,13907995.0,,,,,
1184,"['php', 'javascript']","{'account_id': 2111314, 'reputation': 37, 'user_id': 1876547, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1c92fa13ad145ea0511094f140f5f733?s=256&d=identicon&r=PG', 'display_name': 'Shahroz Aziz', 'link': 'https://stackoverflow.com/users/1876547/shahroz-aziz'}",True,9722,2,3,1493209743,1354645776,13709517,CC BY-SA 3.0,https://stackoverflow.com/questions/13709517/escaping-line-break-endline-from-php-variable-for-javascript-usage,Escaping line break (endline) from PHP variable for Javascript usage,1354646981.0,13709585.0,,,,,
1185,"['javascript', 'arrays', 'json', 'object', 'recursion']","{'account_id': 154962, 'reputation': 5316, 'user_id': 371273, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e48420f424687108162612d5e5740162?s=256&d=identicon&r=PG', 'display_name': 'winduptoy', 'link': 'https://stackoverflow.com/users/371273/winduptoy'}",True,8422,2,1,1493149254,1356839939,14088181,CC BY-SA 3.0,https://stackoverflow.com/questions/14088181/recursively-creating-a-json-tree-structure-from-arrays-of-objects,Recursively creating a JSON tree structure from arrays of objects,,14088348.0,,,,,
1186,"['php', 'javascript', 'jquery', 'ajax']","{'account_id': 1460322, 'reputation': 869, 'user_id': 1374827, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/efdd8e80974b600f12e8c4c402249a6f?s=256&d=identicon&r=PG', 'display_name': 'Jordan', 'link': 'https://stackoverflow.com/users/1374827/jordan'}",True,32241,3,4,1493101847,1354672098,13715081,CC BY-SA 3.0,https://stackoverflow.com/questions/13715081/jquery-ajax-login-form-submit-on-enter,jQuery/AJAX login form submit on enter,,13715152.0,,,,,
1187,"['javascript', 'colors', 'highcharts', 'series']","{'account_id': 1186262, 'reputation': 1973, 'user_id': 1160161, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/6KLVO.jpg?s=256&g=1', 'display_name': 'dllhell', 'link': 'https://stackoverflow.com/users/1160161/dllhell'}",True,35465,4,19,1493045240,1355475056,13875315,CC BY-SA 3.0,https://stackoverflow.com/questions/13875315/highcharts-dynamically-define-colors-in-pie-chart,highcharts: dynamically define colors in pie chart,1493045240.0,13882753.0,,,,,
1188,"['javascript', 'jquery']","{'account_id': 2070339, 'reputation': 105, 'user_id': 1844977, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d155deff95b1dffdd56662be541b6a68?s=256&d=identicon&r=PG', 'display_name': 'Johntyb', 'link': 'https://stackoverflow.com/users/1844977/johntyb'}",True,114,6,1,1492775462,1354894915,13766260,CC BY-SA 3.0,https://stackoverflow.com/questions/13766260/how-would-i-determine-the-index-of-the-last-item-in-javascript-array-with-a-valu,How would I determine the index of the last item in javascript array with a value &gt; 0,1354895070.0,13766293.0,,,,,
1189,"['javascript', 'c#', 'jquery', 'asp.net', 'html-table']","{'account_id': 1491165, 'reputation': 1131, 'user_id': 1398222, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/048e462e55e5d431f067b3997c1de8df?s=256&d=identicon&r=PG', 'display_name': 'user1509', 'link': 'https://stackoverflow.com/users/1398222/user1509'}",True,6227,4,0,1492722651,1355463986,13873372,CC BY-SA 3.0,https://stackoverflow.com/questions/13873372/remove-table-from-div-tag,Remove table from &lt;div&gt; tag,1492722651.0,13873400.0,,,,,
1190,"['javascript', 'html', 'web-applications', 'sidebar', 'windows-desktop-gadgets']","{'account_id': 1154458, 'reputation': 2406, 'user_id': 1135440, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f622d4012e93a149d1883fee6fe553af?s=256&d=identicon&r=PG', 'display_name': 'tim', 'link': 'https://stackoverflow.com/users/1135440/tim'}",False,351,3,4,1492667140,1356137122,13999031,CC BY-SA 3.0,https://stackoverflow.com/questions/13999031/substituting-html-javascript-sidebar-gadgets,Substituting HTML/Javascript Sidebar Gadgets?,1492667140.0,,,,,,
1191,"['javascript', 'jquery', 'fullcalendar']","{'account_id': 361230, 'reputation': 6191, 'user_id': 703693, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5c6a15b7837a4d7b491ee9442e181474?s=256&d=identicon&r=PG', 'display_name': 'Kimi', 'link': 'https://stackoverflow.com/users/703693/kimi'}",True,15326,2,4,1492621605,1355412083,13862942,CC BY-SA 3.0,https://stackoverflow.com/questions/13862942/how-to-make-jquery-fullcalendars-height-fit-its-content,How to make jQuery FullCalendar&#39;s height fit its content?,,13866473.0,,,,,
1192,"['javascript', 'html', 'firefox', 'safari', 'web-audio-api']","{'account_id': 1489998, 'reputation': 16543, 'user_id': 1397319, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9101dfda077f5f21924241b05c7e124f?s=256&d=identicon&r=PG', 'display_name': 'idbehold', 'link': 'https://stackoverflow.com/users/1397319/idbehold'}",True,4045,2,11,1492092404,1355939388,13958158,CC BY-SA 3.0,https://stackoverflow.com/questions/13958158/why-arent-safari-or-firefox-able-to-process-audio-data-from-mediaelementsource,Why aren&#39;t Safari or Firefox able to process audio data from MediaElementSource?,1492092404.0,23202652.0,,,,,
1193,"['javascript', 'ios', 'google-chrome', 'mobile']","{'account_id': 436507, 'reputation': 707, 'user_id': 823731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0060c7c6da96ad4e33b3f1b260dde63d?s=256&d=identicon&r=PG', 'display_name': 'cr1msaun', 'link': 'https://stackoverflow.com/users/823731/cr1msaun'}",True,43706,4,55,1491996205,1355167889,13807810,CC BY-SA 3.0,https://stackoverflow.com/questions/13807810/ios-chrome-detection,iOS Chrome detection,,13808053.0,,,,,
1194,"['javascript', 'html', 'scroll']","{'account_id': 2137810, 'reputation': 65, 'user_id': 1897140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b49ee04791d0dceacaf457c9950de192?s=256&d=identicon&r=PG', 'display_name': 'Karl Heinz', 'link': 'https://stackoverflow.com/users/1897140/karl-heinz'}",True,17877,2,5,1491995944,1355583403,13893256,CC BY-SA 3.0,https://stackoverflow.com/questions/13893256/jumping-to-anchor-in-iframe,Jumping to anchor in iframe,1355584593.0,13893672.0,,,,,
1195,"['javascript', 'jquery', 'html', 'forms', 'jquery-cookie']","{'account_id': 2158796, 'reputation': 83, 'user_id': 1913435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/694f96faafd8180be7cb4bccbbd5a22d?s=256&d=identicon&r=PG', 'display_name': 'user1913435', 'link': 'https://stackoverflow.com/users/1913435/user1913435'}",True,19065,4,6,1491916052,1355846533,13936865,CC BY-SA 3.0,https://stackoverflow.com/questions/13936865/jquery-save-checkbox-state-on-click-in-cookie,(jQuery) Save checkbox state on click in cookie,1491916052.0,13937740.0,,,,,
1196,"['javascript', 'design-patterns', 'heavy-computation']","{'account_id': 434817, 'reputation': 27866, 'user_id': 821057, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/02A11.jpg?s=256&g=1', 'display_name': 'Zaheer Ahmed', 'link': 'https://stackoverflow.com/users/821057/zaheer-ahmed'}",True,6748,3,13,1491731868,1355902711,13947592,CC BY-SA 3.0,https://stackoverflow.com/questions/13947592/best-practices-for-heavy-computations-in-javascript,Best Practices For Heavy Computations in Javascript?,1491731868.0,,,,,,
1197,"['javascript', 'jquery', 'html', 'html5-video']","{'account_id': 335264, 'reputation': 329, 'user_id': 662260, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5aaac1ce0547facfaa79b7802e4a9d0a?s=256&d=identicon&r=PG', 'display_name': 'Almog Dubin', 'link': 'https://stackoverflow.com/users/662260/almog-dubin'}",False,2275,2,0,1491617248,1354701553,13720511,CC BY-SA 3.0,https://stackoverflow.com/questions/13720511/html5s-video-not-fading-out-with-jquery-in-chrome,html5&#39;s &lt;video&gt; not fading out with jquery in chrome,1354720643.0,,,,,,
1198,"['javascript', 'node.js', 'audio', 'websocket']","{'account_id': 293479, 'reputation': 2182, 'user_id': 596793, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c50c51424d7bd9e5cf63915ac6ffb07c?s=256&d=identicon&r=PG', 'display_name': 'Kieran Klaassen', 'link': 'https://stackoverflow.com/users/596793/kieran-klaassen'}",True,3279,3,2,1491565773,1356226299,14007976,CC BY-SA 3.0,https://stackoverflow.com/questions/14007976/how-can-i-sync-two-javascript-timers-via-websockets,How can I sync two javascript timers via websockets,1356227939.0,14008027.0,,,,,
1199,"['javascript', 'backbone.js', 'requirejs']","{'account_id': 269450, 'reputation': 9, 'user_id': 558797, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/584818117/picture?type=large', 'display_name': 'Ofer Velich', 'link': 'https://stackoverflow.com/users/558797/ofer-velich'}",False,1629,1,-1,1491556192,1354564843,13690726,CC BY-SA 3.0,https://stackoverflow.com/questions/13690726/can-not-configure-require-js-baseurl,Can not configure Require.js baseUrl,1491556192.0,,,,,,
1200,"['javascript', 'jquery', 'function', 'responsive-design', 'viewport']","{'account_id': 268725, 'reputation': 578, 'user_id': 557640, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/53db50c482ba8b25e9d2f3aaef63e72d?s=256&d=identicon&r=PG', 'display_name': 'R.J.', 'link': 'https://stackoverflow.com/users/557640/r-j'}",True,1786,2,0,1491476658,1354395112,13663632,CC BY-SA 3.0,https://stackoverflow.com/questions/13663632/separate-desktop-and-mobile-jquery-functions-on-a-responsive-site,Separate desktop and mobile jQuery functions on a responsive site,,13663860.0,,,,,
1201,"['javascript', 'user-interface']","{'account_id': 2135038, 'reputation': 83, 'user_id': 1895045, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7650ed611ece9da3e364eab6e38148f6?s=256&d=identicon&r=PG', 'display_name': 'Βασίλης Κερασιώτης', 'link': 'https://stackoverflow.com/users/1895045/%ce%92%ce%b1%cf%83%ce%af%ce%bb%ce%b7%cf%82-%ce%9a%ce%b5%cf%81%ce%b1%cf%83%ce%b9%cf%8e%cf%84%ce%b7%cf%82'}",True,7185,3,6,1491413209,1355637272,13899014,,https://stackoverflow.com/questions/13899014/how-to-create-a-user-first-time-screen-guide-for-my-application,How to create a user first-time screen guide for my application,1491413209.0,13899253.0,1426744128.0,Needs more focus,,,
