,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,community_owned_date,locked_date,closed_date,closed_reason
546,"['javascript', 'rss', 'cross-domain']","{'account_id': 18060, 'reputation': 107489, 'user_id': 41021, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/1b91ea7970ba26630adec64ef683c474?s=256&d=identicon&r=PG', 'display_name': 'Robin Rodricks', 'link': 'https://stackoverflow.com/users/41021/robin-rodricks'}",True,3459,5,5,1298078949,1237426719,1237427214.0,660774,CC BY-SA 2.5,https://stackoverflow.com/questions/660774/can-javascript-load-xml-data-from-a-third-party-domain,Can JavaScript load XML data from a third-party domain?,,841316.0,,,,
547,"['javascript', 'debugging', 'networking', 'geocoding']","{'account_id': 20208, 'reputation': 20626, 'user_id': 48067, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/c4ae44b728231749396d79e7823a9461?s=256&d=identicon&r=PG', 'display_name': 'pedalpete', 'link': 'https://stackoverflow.com/users/48067/pedalpete'}",True,393,6,0,1296957899,1236043204,1296957899.0,604758,CC BY-SA 2.5,https://stackoverflow.com/questions/604758/how-would-you-debug-this-javascript-problem,how would you debug this javascript problem?,,,,,,
548,"['javascript', 'html', 'email']","{'account_id': 17171, 'reputation': 36951, 'user_id': 38172, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5b5506e29d988e9b4f3408d50d8bc9c9?s=256&d=identicon&r=PG', 'display_name': 'praveenjayapal', 'link': 'https://stackoverflow.com/users/38172/praveenjayapal'}",True,2316,4,2,1294687160,1238426397,,697663,CC BY-SA 2.5,https://stackoverflow.com/questions/697663/send-a-web-page-through-javascript,Send a web page through javascript,,,,,,
549,"['javascript', 'variables', 'comparison']","{'account_id': 25448, 'reputation': 4965, 'user_id': 65412, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/e5f378904172b20d47218d62f429a504?s=256&d=identicon&r=PG', 'display_name': 'Real Red.', 'link': 'https://stackoverflow.com/users/65412/real-red'}",True,13820,8,11,1293958051,1237520069,,664886,CC BY-SA 2.5,https://stackoverflow.com/questions/664886/in-javascript-int-value-int-value-evaluates-to-true-why-is-it-so,"In Javascript, &lt;int-value&gt; == &quot;&lt;int-value&gt;&quot; evaluates to true. Why is it so?",,665056.0,,,,
550,['javascript'],"{'account_id': 1581, 'reputation': 9453, 'user_id': 2118, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/558f6300806bd61b6fc860289ebe37c7?s=256&d=identicon&r=PG', 'display_name': 'AnnanFay', 'link': 'https://stackoverflow.com/users/2118/annanfay'}",True,6571,4,8,1293831159,1237349545,1237360014.0,656941,CC BY-SA 2.5,https://stackoverflow.com/questions/656941/converting-decimals-to-sexagesimal-base-sixty-in-javascript,Converting decimals to sexagesimal (base sixty) in javascript,,657008.0,,,,
551,"['.net', 'asp.net', 'javascript', 'asp.net-ajax']","{'account_id': 10610, 'reputation': 64602, 'user_id': 20126, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/22fc146c1512cdb4d381222dcbc8b9f8?s=256&d=identicon&r=PG', 'display_name': 'Amr Elgarhy', 'link': 'https://stackoverflow.com/users/20126/amr-elgarhy'}",True,15109,1,17,1293077066,1236002490,1236013108.0,602441,CC BY-SA 2.5,https://stackoverflow.com/questions/602441/whats-the-different-between-asp-net-ajax-pageload-and-javascript-window-onloa,What&#39;s the different between ASP.NET AJAX pageLoad() and JavaScript window.onload?,,603116.0,1236002490.0,,,
552,"['javascript', 'eclipse', 'jsdt']","{'account_id': 3141, 'reputation': 111849, 'user_id': 4465, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7f4fd2cb2fec52981ae18c25257a1634?s=256&d=identicon&r=PG', 'display_name': 'levik', 'link': 'https://stackoverflow.com/users/4465/levik'}",True,8599,1,7,1293052342,1236147955,,609432,CC BY-SA 2.5,https://stackoverflow.com/questions/609432/what-happened-to-eclipses-jsdt,What happened to Eclipse&#39;s JSDT?,,609514.0,,,,
553,"['javascript', 'collections', 'methods', 'element', 'chaining']","{'account_id': 23556, 'reputation': 42349, 'user_id': 59107, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/1c6ed1e4b15243c4e1a552fcdacff8ac?s=256&d=identicon&r=PG', 'display_name': 'Hexagon Theory', 'link': 'https://stackoverflow.com/users/59107/hexagon-theory'}",True,198,2,1,1292031237,1236025667,,603870,CC BY-SA 2.5,https://stackoverflow.com/questions/603870/attaching-chained-methods-to-collections-of-elements-in-javascript,Attaching chained methods to collections of elements in JavaScript,,,,,,
554,"['javascript', 'internet-explorer', 'iframe']","{'account_id': 3175, 'reputation': 164, 'user_id': 4523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52c6cc67af88f904cf3b30472e6f2894?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/4523/mike'}",True,2286,2,2,1292015642,1236795397,1236800372.0,635723,CC BY-SA 2.5,https://stackoverflow.com/questions/635723/how-to-stop-ie-from-displaying-url-in-iframe-when-changing-the-parent-window,How to stop IE from displaying URL in IFrame when changing the parent window,,636073.0,,,,
555,"['javascript', 'jquery']","{'account_id': 17596, 'reputation': 11580, 'user_id': 39539, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Z3lGo.jpg?s=256&g=1', 'display_name': 'Ian', 'link': 'https://stackoverflow.com/users/39539/ian'}",True,18809,8,3,1291890374,1236035312,1236037398.0,604444,CC BY-SA 2.5,https://stackoverflow.com/questions/604444/jquery-slide-toggle-not-working-resolved,jQuery Slide Toggle Not Working - Resolved,,604466.0,,,,
556,"['javascript', 'jquery', 'jquery-ui', 'jquery-ui-dialog']","{'user_type': 'does_not_exist', 'display_name': 'Donald'}",True,3120,4,0,1291739323,1238070696,1238071158.0,685560,CC BY-SA 2.5,https://stackoverflow.com/questions/685560/help-with-jquery-ui-dialog,Help with jQuery UI dialog,,,,,,
557,"['javascript', 'html', 'css', 'jquery-plugins']","{'account_id': 1921, 'reputation': 183450, 'user_id': 2648, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/8b2d39a59a961ef26440e9c1453d1939?s=256&d=identicon&r=PG', 'display_name': 'D&#243;nal', 'link': 'https://stackoverflow.com/users/2648/d%c3%b3nal'}",True,4096,3,2,1291288406,1237987499,1237989719.0,681577,CC BY-SA 2.5,https://stackoverflow.com/questions/681577/javascript-rounded-corners-with-transparent-background,JavaScript rounded corners with transparent background,,,,,,
558,"['javascript', 'browser']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,879,2,3,1290186652,1238342413,1238344420.0,694858,CC BY-SA 2.5,https://stackoverflow.com/questions/694858/can-i-control-the-web-browsers-loading-icon,Can I control the web browser&#39;s loading icon?,,694863.0,,,,
559,"['javascript', 'gmail', 'greasemonkey']","{'account_id': 28519, 'reputation': 568, 'user_id': 76259, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/cefc15db97dde5eb3f16bbc0b4aae812?s=256&d=identicon&r=PG', 'display_name': 'jhofman', 'link': 'https://stackoverflow.com/users/76259/jhofman'}",True,2070,4,2,1290133345,1237840472,,675120,CC BY-SA 2.5,https://stackoverflow.com/questions/675120/inspect-javascript-calls-for-gmails-buttons,inspect javascript calls for gmail&#39;s buttons,,,,,,
560,"['javascript', 'html', 'events', 'dom', 'browser']","{'account_id': 15247, 'reputation': 3456, 'user_id': 32021, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/953f5fe4266e51ebbbbac53be872c425?s=256&d=identicon&r=PG', 'display_name': 'Sheff', 'link': 'https://stackoverflow.com/users/32021/sheff'}",True,1123,1,1,1289643843,1237569691,,667118,CC BY-SA 2.5,https://stackoverflow.com/questions/667118/speeding-up-multiple-onmouseover-events-in-ie,speeding up multiple onmouseover events in IE,,667169.0,,,,
561,"['javascript', 'jquery', 'css']","{'account_id': 21858, 'reputation': 708, 'user_id': 53466, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Urc1P.png?s=256&g=1', 'display_name': 'Michael MacDonald', 'link': 'https://stackoverflow.com/users/53466/michael-macdonald'}",True,1161,1,0,1289419757,1236910147,,641221,CC BY-SA 2.5,https://stackoverflow.com/questions/641221/how-to-use-jquery-or-similar-to-extract-all-of-the-css,How to use jQuery (or similar) to extract all of the CSS,,,1236910147.0,,,
562,"['javascript', 'google-maps']","{'user_type': 'does_not_exist', 'display_name': 'vag'}",True,2814,3,1,1288601869,1238411275,,696778,CC BY-SA 2.5,https://stackoverflow.com/questions/696778/how-i-add-an-addlistener-to-google-maps-to-get-maptype,How i add an addListener to GOOGLE MAPS to get MapType,,696819.0,,,,
563,"['asp.net', 'javascript', 'silverlight', 'sharepoint', 'web-parts']","{'account_id': 14311, 'reputation': 500, 'user_id': 29338, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/a54f921d6d60ff65b3077474dd92e62d?s=256&d=identicon&r=PG', 'display_name': 'Abdullah Ahmed', 'link': 'https://stackoverflow.com/users/29338/abdullah-ahmed'}",True,1145,2,2,1287182983,1236788450,,635272,CC BY-SA 2.5,https://stackoverflow.com/questions/635272/client-id-of-a-silverlight-control-in-a-sharepoint-webpart,Client ID of a Silverlight Control in A Sharepoint WebPart,,636825.0,,,,
564,"['google-analytics', 'javascript']","{'account_id': 21539, 'reputation': 19227, 'user_id': 52458, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/11e524fa952e9e2b844149a9862f8c26?s=256&d=identicon&r=PG', 'display_name': 'Dead account', 'link': 'https://stackoverflow.com/users/52458/dead-account'}",True,1110,2,10,1286476938,1238086288,1286476938.0,686640,CC BY-SA 2.5,https://stackoverflow.com/questions/686640/google-analytics-why-have-two-script-blocks,"Google analytics, why have two script blocks?",,686655.0,,,,
565,"['javascript', 'dojo']","{'account_id': 24634, 'reputation': 36362, 'user_id': 62776, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/64e1bac9c4de37c0ef5122e30fc7d2d8?s=256&d=identicon&r=PG', 'display_name': 'David.Chu.ca', 'link': 'https://stackoverflow.com/users/62776/david-chu-ca'}",True,1712,2,0,1286385341,1238278149,,693621,CC BY-SA 2.5,https://stackoverflow.com/questions/693621/issues-with-dojox-charting-and-xdomain-reference-to-dojo-dojox-library,Issues with dojox.charting and xDomain reference to dojo/dojox library,,694168.0,,,,
566,"['javascript', 'regex', 'merge', 'replace', 'token']","{'account_id': 14734, 'reputation': 2198, 'user_id': 30572, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/2292cb39fe9c57bbaa90e00123b98c53?s=256&d=identicon&r=PG', 'display_name': 'vdhant', 'link': 'https://stackoverflow.com/users/30572/vdhant'}",True,3224,3,1,1286260409,1238330622,1238360426.0,694576,CC BY-SA 2.5,https://stackoverflow.com/questions/694576/javascript-token-replace-append,Javascript token replace/append,,695857.0,,,,
567,"['javascript', 'uploading']","{'account_id': 23595, 'reputation': 7660, 'user_id': 59220, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/d0059c18415b209a42b3a736819c1f8d?s=256&d=identicon&r=PG', 'display_name': 'Garrett', 'link': 'https://stackoverflow.com/users/59220/garrett'}",True,744,3,0,1284853996,1237869781,,676174,CC BY-SA 2.5,https://stackoverflow.com/questions/676174/drop-files-from-window-to-javascript,Drop Files From Window To Javascript,,676218.0,,,,
568,"['javascript', 'air', 'session-state']","{'account_id': 30137, 'reputation': 17901, 'user_id': 82004, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/7f33ec33b527c8e9ee644eca997c454e?s=256&d=identicon&r=PG', 'display_name': 'Gideon', 'link': 'https://stackoverflow.com/users/82004/gideon'}",True,570,4,0,1284422385,1238401521,1238526148.0,696396,CC BY-SA 2.5,https://stackoverflow.com/questions/696396/does-adobe-air-for-js-support-some-sort-of-non-persistent-data-container,Does Adobe AIR for JS support some sort of non-persistent data container?,,702019.0,,,,
569,"['javascript', 'plugins', 'fckeditor']","{'account_id': 27858, 'reputation': 6620, 'user_id': 73930, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/5c5ba5a8a11f5d9a3a861ccc13b51354?s=256&d=identicon&r=PG', 'display_name': 'Eileen', 'link': 'https://stackoverflow.com/users/73930/eileen'}",True,4816,1,4,1283138209,1237299853,,654472,CC BY-SA 2.5,https://stackoverflow.com/questions/654472/fckeditor-how-to-make-a-simple-plugin,FCKEditor - how to make a simple plugin?,,654687.0,,,,
570,"['asp.net', 'javascript']","{'account_id': 3619, 'reputation': 15649, 'user_id': 5232, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/823048c003a3159b3adc1ee146b91114?s=256&d=identicon&r=PG', 'display_name': 'Abdu', 'link': 'https://stackoverflow.com/users/5232/abdu'}",True,234,1,0,1282323517,1236984264,,644878,CC BY-SA 2.5,https://stackoverflow.com/questions/644878/need-uservoice-feedback-page-functionality,Need UserVoice feedback page functionality,,644938.0,,,,
571,"['javascript', 'jquery']","{'account_id': 4125, 'reputation': 2899, 'user_id': 6106, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/ac9a29ef15c823b60aa07b4b7f564957?s=256&d=identicon&r=PG', 'display_name': 'Matt Haughton', 'link': 'https://stackoverflow.com/users/6106/matt-haughton'}",True,1674,4,2,1281846286,1237325237,1237329704.0,656088,CC BY-SA 2.5,https://stackoverflow.com/questions/656088/jquery-isnt-recognising-a-id-selector-seems-to-be-dependent-on-the-url,"JQuery isn&#39;t recognising a #id selector, seems to be dependent on the URL",,656116.0,,,,
572,"['asp.net', 'javascript', 'validation']","{'account_id': 29235, 'reputation': 12011, 'user_id': 78828, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/02845d2fbd8c1c5ba152ce74556a7d8f?s=256&d=identicon&r=PG', 'display_name': 'David Reis', 'link': 'https://stackoverflow.com/users/78828/david-reis'}",True,142,1,0,1280750482,1237251589,,652693,CC BY-SA 2.5,https://stackoverflow.com/questions/652693/mixing-asp-net-default-validation-with-a-custum-submit-action,Mixing Asp.net default validation with a custum submit action,,652707.0,,,,
573,"['javascript', 'security', 'exploit']","{'account_id': 27427, 'reputation': 2927, 'user_id': 962474, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/95f5b7b88dca6d1733c1bae8ee57fe40?s=256&d=identicon&r=PG', 'display_name': 'M3taSpl0it', 'link': 'https://stackoverflow.com/users/962474/m3taspl0it'}",True,1058,2,6,1279893592,1237227729,1237232014.0,651590,CC BY-SA 2.5,https://stackoverflow.com/questions/651590/i-dont-understand-this-code,I don&#39;t understand this Code,,651636.0,,,,
574,"['javascript', 'ruby-on-rails', 'ruby', 'rjs']","{'account_id': 190345, 'reputation': 24291, 'user_id': 430254, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/V6PGq.png?s=256&g=1', 'display_name': 'Valentin V', 'link': 'https://stackoverflow.com/users/430254/valentin-v'}",True,2401,3,2,1279326323,1236263516,,615010,CC BY-SA 2.5,https://stackoverflow.com/questions/615010/how-to-change-html-tag-attribute-value-from-rjs-template,How to change html tag attribute value from RJS template?,,615041.0,,,,
575,"['javascript', 'jquery', 'html', 'css']","{'account_id': 13052, 'reputation': 35709, 'user_id': 26004, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/1ef891089f11c306cc49e2e8dedaed88?s=256&d=identicon&r=PG', 'display_name': 'fmsf', 'link': 'https://stackoverflow.com/users/26004/fmsf'}",True,2668,8,18,1278722115,1236189160,1592644375.0,611704,CC BY-SA 4.0,https://stackoverflow.com/questions/611704/how-can-i-achieve-a-consistent-layout-in-all-browsers,How can I achieve a consistent layout in all browsers?,,611713.0,1236599795.0,,,
576,"['javascript', 'jquery', 'jquery-ui-sortable', 'draggable']","{'account_id': 19236, 'reputation': 2076, 'user_id': 44916, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/e9b133e574d282b26c6914a204f7a38a?s=256&d=identicon&r=PG', 'display_name': 'Swamy g', 'link': 'https://stackoverflow.com/users/44916/swamy-g'}",True,4722,2,4,1278415189,1237879060,1237889352.0,676415,CC BY-SA 2.5,https://stackoverflow.com/questions/676415/jquery-help-draggable-to-sortable-and-then-back-to-draggable-again,Jquery Help : Draggable to Sortable and then back to draggable again,,1016349.0,,,,
577,"['javascript', 'jquery']","{'account_id': 26950, 'reputation': 544, 'user_id': 70588, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/51968c9632cc07ab399cc32412ccbb98?s=256&d=identicon&r=PG', 'display_name': 'bitboxer', 'link': 'https://stackoverflow.com/users/70588/bitboxer'}",True,5725,2,4,1277971102,1237292349,1237292473.0,653976,,https://stackoverflow.com/questions/653976/call-url-before-closing-of-browser-window,Call URL before closing of Browser Window,,654014.0,,,1484216139.0,Duplicate
578,"['javascript', 'internet-explorer', 'web-applications']","{'account_id': 17171, 'reputation': 36951, 'user_id': 38172, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5b5506e29d988e9b4f3408d50d8bc9c9?s=256&d=identicon&r=PG', 'display_name': 'praveenjayapal', 'link': 'https://stackoverflow.com/users/38172/praveenjayapal'}",True,4589,2,1,1277654357,1236775227,1236775784.0,634337,CC BY-SA 2.5,https://stackoverflow.com/questions/634337/how-to-auto-run-the-active-x-controls-in-html-files,How to auto run the Active X Controls in Html Files,,,,,,
579,"['javascript', 'jquery', 'autocomplete', 'webforms', 'textpattern']","{'account_id': 140971, 'reputation': 771, 'user_id': 347662, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/733f4f1845d8657837a4c7071f3df1fd?s=256&d=identicon&r=PG', 'display_name': 'John Stephens', 'link': 'https://stackoverflow.com/users/347662/john-stephens'}",True,5167,2,1,1276335612,1236194608,1236194764.0,612045,CC BY-SA 2.5,https://stackoverflow.com/questions/612045/jquery-autocomplete-for-input-form-using-textpattern-category-list-as-a-source,"Jquery autocomplete for input form, using Textpattern category list as a source",,1022082.0,,,,
580,"['javascript', 'ide', 'rhino']","{'account_id': 13743, 'reputation': 9744, 'user_id': 27782, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c79aa9c816a8c2df49be056fed50ab2a?s=256&d=identicon&r=PG', 'display_name': 'thatismatt', 'link': 'https://stackoverflow.com/users/27782/thatismatt'}",True,3112,7,10,1276271413,1237549695,1276271413.0,665810,,https://stackoverflow.com/questions/665810/decent-javascript-ide,Decent JavaScript IDE,,665867.0,,,1314883852.0,not constructive
581,"['javascript', 'hash', 'compression', 'zipcode']","{'account_id': 13130, 'reputation': 56279, 'user_id': 26188, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/64b452e2c24a0409558fbae7921e1c01?s=256&d=identicon&r=PG', 'display_name': 'mkoryak', 'link': 'https://stackoverflow.com/users/26188/mkoryak'}",True,3769,6,1,1275765430,1236217760,1266668311.0,613316,CC BY-SA 2.5,https://stackoverflow.com/questions/613316/writing-a-javascript-zip-code-validation-function,Writing a JavaScript zip code validation function,,613384.0,,,,
582,['javascript'],"{'account_id': 15972, 'reputation': 6071, 'user_id': 34340, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/xLgsM.jpg?s=256&g=1', 'display_name': 'Eric Caron', 'link': 'https://stackoverflow.com/users/34340/eric-caron'}",True,1396,4,3,1275702483,1236353417,1592644375.0,619240,CC BY-SA 4.0,https://stackoverflow.com/questions/619240/detect-difference-between-and-26-in-location-hash,Detect difference between &amp; and %26 in location.hash,,621127.0,,,,
583,"['java', 'javascript', 'caching', 'applet']","{'user_type': 'does_not_exist', 'display_name': 'Francis Shanahan'}",True,737,4,0,1274982033,1237242219,,652376,CC BY-SA 2.5,https://stackoverflow.com/questions/652376/how-to-prevent-an-applet-from-unloading-across-web-pages,How to Prevent an Applet from Unloading across web pages?,,,,,,
584,"['javascript', 'extjs', 'updatepanel', 'rendering', 'panel']","{'user_type': 'does_not_exist', 'display_name': 'venkat'}",True,1314,1,0,1274631357,1236679928,1274631357.0,629553,CC BY-SA 2.5,https://stackoverflow.com/questions/629553/how-to-re-render-the-panel-to-different-div-when-panel-already-render-to-some-ot,How to re-render the panel to different div when panel already render to some other div,,,,,,
585,"['javascript', 'jquery', 'web-applications']","{'user_type': 'does_not_exist', 'display_name': 'anon'}",True,3305,3,2,1273077459,1237580290,,667812,CC BY-SA 2.5,https://stackoverflow.com/questions/667812/does-live-binding-work-for-jquery-in-ie7,Does .live() binding work for jQuery in IE7?,,667861.0,,,,
586,"['javascript', 'ajax', 'bookmarklet']","{'account_id': 157, 'reputation': 30279, 'user_id': 194, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/b336fc4bc06c327650d1dff9938e7a00?s=256&d=identicon&r=PG', 'display_name': 'Adam Haile', 'link': 'https://stackoverflow.com/users/194/adam-haile'}",True,6746,2,9,1272480299,1237512668,,664689,CC BY-SA 2.5,https://stackoverflow.com/questions/664689/ajax-call-from-bookmarklet,Ajax call from Bookmarklet,,670857.0,,,,
587,"['javascript', 'javascript-events']","{'account_id': 5760, 'reputation': 5370, 'user_id': 9440, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/94251ecf094005090f394b46d317124b?s=256&d=identicon&r=PG', 'display_name': 'Silver Dragon', 'link': 'https://stackoverflow.com/users/9440/silver-dragon'}",True,1873,4,1,1271991352,1237334280,1244792442.0,656476,CC BY-SA 2.5,https://stackoverflow.com/questions/656476/capture-link-clickthrough-events-from-javascript,Capture link clickthrough events from Javascript,,656575.0,,,,
588,"['c#', 'asp.net', 'javascript']","{'account_id': 15773, 'reputation': 44885, 'user_id': 33690, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bc4a56b34e979d7f2397bcc1ecf25caf?s=256&d=identicon&r=PG', 'display_name': 'Xaisoft', 'link': 'https://stackoverflow.com/users/33690/xaisoft'}",True,3630,3,0,1271742049,1237566500,,666917,CC BY-SA 2.5,https://stackoverflow.com/questions/666917/why-is-the-label-not-changing-color-using-registerclientscriptblock,Why is the label not changing color using RegisterClientScriptBlock?,,666926.0,,,,
589,"['javascript', 'silverlight', 'firefox']","{'account_id': 26318, 'reputation': 1097, 'user_id': 68381, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/09d3bb5527e64455c703655504465c8f?s=256&d=identicon&r=PG', 'display_name': 'kumar', 'link': 'https://stackoverflow.com/users/68381/kumar'}",True,531,1,0,1271257203,1236602360,1254884584.0,626048,CC BY-SA 2.5,https://stackoverflow.com/questions/626048/how-can-i-call-a-com-component-using-javascript-in-mozilla,How can I call a COM component using JavaScript in Mozilla?,,,,,,
590,"['javascript', 'jquery', 'ajax', 'countdownlatch']","{'account_id': 2619, 'reputation': 25442, 'user_id': 3661, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3a3fb77c01514093da4c10f806ae4284?s=256&d=identicon&r=PG', 'display_name': 'roman m', 'link': 'https://stackoverflow.com/users/3661/roman-m'}",True,10417,3,-1,1270899665,1238136693,1592644375.0,688763,CC BY-SA 4.0,https://stackoverflow.com/questions/688763/jquery-countdown-plugin-and-ajax,jQuery Countdown plugin and AJAX,,688814.0,,,,
591,"['javascript', 'focus']","{'account_id': 4924, 'reputation': 10347, 'user_id': 7644, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d594691f6719ea114207702610e9ef77?s=256&d=identicon&r=PG', 'display_name': 'SpoiledTechie.com', 'link': 'https://stackoverflow.com/users/7644/spoiledtechie-com'}",True,8765,6,0,1270664384,1236902971,1270664059.0,640971,CC BY-SA 2.5,https://stackoverflow.com/questions/640971/setfocus-to-textbox-from-javascript-after-just-creating-the-textbox-with-javascr,Setfocus to textbox from JavaScript after just creating the textbox with JavaScript?,,640985.0,,,,
592,"['javascript', 'greasemonkey']","{'user_type': 'does_not_exist', 'display_name': 'user34537'}",True,1467,5,5,1270318606,1235851085,1236182922.0,598572,CC BY-SA 2.5,https://stackoverflow.com/questions/598572/launch-an-app-to-record-keep-with-greasemonkey,launch an app to record keep with greasemonkey,,611221.0,,,,
593,"['c#', '.net', 'javascript', 'asp.net-mvc']","{'account_id': 30187, 'reputation': 4571, 'user_id': 82165, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/bc5ffa7adf8f69d2ad4f3e8a55552659?s=256&d=identicon&r=PG', 'display_name': 'kaivalya', 'link': 'https://stackoverflow.com/users/82165/kaivalya'}",True,640,3,0,1270039732,1238192871,1238250482.0,691692,CC BY-SA 2.5,https://stackoverflow.com/questions/691692/mvc-way-of-handling-data-input,MVC way of handling data input,,691711.0,,,,
594,"['javascript', 'jquery', 'jquery-ui', 'progress-bar']","{'account_id': 14305, 'reputation': 3798, 'user_id': 2043539, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f35f3b2663a6718f19b66e9251d5fa8b?s=256&d=identicon&r=PG', 'display_name': 'Oleg Barshay', 'link': 'https://stackoverflow.com/users/2043539/oleg-barshay'}",True,12251,1,7,1269865321,1238105712,1238107692.0,687767,CC BY-SA 2.5,https://stackoverflow.com/questions/687767/how-do-i-display-a-jquery-dialog-box-before-the-entire-page-is-loaded,How do I display a jquery dialog box before the entire page is loaded?,,687815.0,,,,
595,"['javascript', 'gwt', 'code-generation', 'script#']","{'account_id': 13193, 'reputation': 72062, 'user_id': 26349, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/0f47e514351f802b3c70eaacfe6ff492?s=256&d=identicon&r=PG', 'display_name': 'Morgan Cheng', 'link': 'https://stackoverflow.com/users/26349/morgan-cheng'}",True,1580,8,8,1269509941,1237301771,1237302464.0,654587,CC BY-SA 2.5,https://stackoverflow.com/questions/654587/why-havent-gwt-and-script-style-frameworks-become-dominant,Why Haven&#39;t GWT- and Script#-style Frameworks Become Dominant?,,654621.0,,,,
596,"['javascript', 'html', 'user-interface', 'input']","{'account_id': 26837, 'reputation': 2345, 'user_id': 70187, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ee5bb33c441faf3ff9bfdba0c6586c53?s=256&d=identicon&r=PG', 'display_name': 'Dels', 'link': 'https://stackoverflow.com/users/70187/dels'}",True,8985,3,6,1268828018,1237367684,1241632387.0,657492,CC BY-SA 2.5,https://stackoverflow.com/questions/657492/restrict-user-input-using-javascript,restrict user input using javascript,,657546.0,,,,
