,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,last_edit_date,closed_date,closed_reason,community_owned_date,locked_date
816,"['javascript', 'firefox', 'ads', 'inject']","{'account_id': 4924, 'reputation': 10347, 'user_id': 7644, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d594691f6719ea114207702610e9ef77?s=256&d=identicon&r=PG', 'display_name': 'SpoiledTechie.com', 'link': 'https://stackoverflow.com/users/7644/spoiledtechie-com'}",True,4211,928851.0,1,0,1276609746,1243651127,928845,CC BY-SA 2.5,https://stackoverflow.com/questions/928845/how-do-i-inject-javascript-with-firefox-extension,How do I Inject Javascript with Firefox Extension,,1276609746.0,,,,
817,"['javascript', 'jquery', 'rest']","{'account_id': 6232, 'reputation': 5797, 'user_id': 10407, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5da25913b9d362053b2679e68382446d?s=256&d=identicon&r=PG', 'display_name': 'Aupajo', 'link': 'https://stackoverflow.com/users/10407/aupajo'}",True,8165,914014.0,4,2,1276579630,1243399288,913959,CC BY-SA 2.5,https://stackoverflow.com/questions/913959/dry-jquery-for-restful-put-delete-links,DRY jQuery for RESTful PUT/DELETE links,,,,,,
818,"['javascript', 'jquery']","{'account_id': 23170, 'reputation': 1020, 'user_id': 57845, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/d887e46ff552a79e552cc9d71881b5b9?s=256&d=identicon&r=PG', 'display_name': 'Maen', 'link': 'https://stackoverflow.com/users/57845/maen'}",True,9276,897615.0,12,10,1274778977,1242995360,897603,CC BY-SA 2.5,https://stackoverflow.com/questions/897603/learning-javascript-vs-jquery,Learning Javascript vs. jQuery,,1243015283.0,,,,
819,"['javascript', 'jquery', 'html', 'css', 'marquee']","{'account_id': 563962, 'reputation': 404, 'user_id': 103002, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/cd00d8b5d491a9b06ab197eadb7eb117?s=256&d=identicon&r=PG', 'display_name': 'Mike Stanford', 'link': 'https://stackoverflow.com/users/103002/mike-stanford'}",True,9454,,4,5,1274719216,1241713350,835684,CC BY-SA 2.5,https://stackoverflow.com/questions/835684/marquee-text-when-text-overflows,Marquee Text When Text Overflows,,,,,,
820,"['javascript', 'jquery', 'firebug']","{'account_id': 11253, 'reputation': 9742, 'user_id': 21613, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/tB5iV.png?s=256&g=1', 'display_name': 'Dan Burzo', 'link': 'https://stackoverflow.com/users/21613/dan-burzo'}",True,2427,915420.0,9,12,1274630749,1243426521,915385,CC BY-SA 2.5,https://stackoverflow.com/questions/915385/javascript-best-practice-handling-firebug-specific-code,Javascript best practice: handling Firebug-specific code,,,,,,
821,"['javascript', 'arrays', 'loops']","{'account_id': 26003, 'reputation': 14138, 'user_id': 67366, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/2dda6b0ff86132c635b5120c2ad2e040?s=256&d=identicon&r=PG', 'display_name': 'Macha', 'link': 'https://stackoverflow.com/users/67366/macha'}",True,491,874436.0,4,1,1274542278,1242560813,874431,CC BY-SA 2.5,https://stackoverflow.com/questions/874431/more-compact-way-to-do-this,More compact way to do this?,,,,,,
822,"['javascript', 'ultrawebgrid']","{'account_id': 27627, 'reputation': 2153, 'user_id': 73073, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/7388d86bdb366ee15f65216fe8283e73?s=256&d=identicon&r=PG', 'display_name': 'stack_pointer is EXTINCT', 'link': 'https://stackoverflow.com/users/73073/stack-pointer-is-extinct'}",True,5665,,4,1,1274384449,1242128640,852321,CC BY-SA 2.5,https://stackoverflow.com/questions/852321/visibilitycollapse-in-javascript,visibility:collapse in javascript,,1242130165.0,,,,
823,"['javascript', 'prism', 'mozilla-prism']","{'account_id': 20645, 'reputation': 5403, 'user_id': 49548, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/96c0605d3e98437b5803f8e5e83f4f63?s=256&d=identicon&r=PG', 'display_name': 'Bob', 'link': 'https://stackoverflow.com/users/49548/bob'}",True,2358,2383165.0,2,0,1274106956,1242765994,884926,CC BY-SA 2.5,https://stackoverflow.com/questions/884926/mozilla-prism-disable-pop-up-blocker,Mozilla Prism: disable pop-up blocker,,,,,,
824,"['javascript', 'jquery', 'drag-and-drop', 'sortables']","{'account_id': 36715, 'reputation': 5641, 'user_id': 104833, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/09701ddf32692b307471ebf9dc5c61ad?s=256&d=identicon&r=PG', 'display_name': 'Cudos', 'link': 'https://stackoverflow.com/users/104833/cudos'}",True,2057,,3,1,1274049153,1242052710,848432,CC BY-SA 2.5,https://stackoverflow.com/questions/848432/dragged-div-change-places-with-destination,Dragged div change places with destination,,1274049153.0,,,,
825,"['javascript', 'html']","{'account_id': 1335, 'reputation': 78658, 'user_id': 1782, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/4dfc8f56817006ef21327d5ff19ce04f?s=256&d=identicon&r=PG', 'display_name': 'juan', 'link': 'https://stackoverflow.com/users/1782/juan'}",True,194,841112.0,3,2,1274003693,1241806371,841104,CC BY-SA 2.5,https://stackoverflow.com/questions/841104/can-someone-help-me-understand-why-this-is-happening,Can someone help me understand why this is happening?,,1274003693.0,,,,
826,"['javascript', 'ajax', 'cross-domain']","{'account_id': 19588, 'reputation': 54664, 'user_id': 46011, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/b4c7b9374987c46b00b8baa33f601af3?s=256&d=identicon&r=PG', 'display_name': 'JD Isaacks', 'link': 'https://stackoverflow.com/users/46011/jd-isaacks'}",True,3868,895223.0,3,2,1273544531,1242938725,895045,CC BY-SA 2.5,https://stackoverflow.com/questions/895045/ajax-load-xml-from-different-domain,Ajax: Load XML from different domain?,,1242939428.0,,,,
827,"['javascript', 'jquery', 'yui', 'javascript-framework', 'css-frameworks']","{'account_id': 23236, 'reputation': 17152, 'user_id': 58089, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/27DPo.jpg?s=256&g=1', 'display_name': 'Eric Johnson', 'link': 'https://stackoverflow.com/users/58089/eric-johnson'}",True,1992,846553.0,5,4,1273460466,1242009245,846538,,https://stackoverflow.com/questions/846538/javascript-frameworks-and-css-frameworks-jquery-yui-neither-or-something-els,"JavaScript frameworks and CSS frameworks: JQuery, YUI, neither, or something else?",,1273460466.0,1377540429.0,Opinion-based,,
828,"['javascript', 'json']","{'account_id': 28213, 'reputation': 2675, 'user_id': 75168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44b6f403aa55dbd860550f03e3a20d00?s=256&d=identicon&r=PG', 'display_name': 'bgosalci', 'link': 'https://stackoverflow.com/users/75168/bgosalci'}",False,1042,,1,2,1273460406,1242054463,848556,CC BY-SA 2.5,https://stackoverflow.com/questions/848556/issue-with-parsing-json-string,issue with parsing JSON string,,1242413239.0,,,,
829,"['javascript', 'windows-desktop-gadgets']","{'account_id': 16663, 'reputation': 13988, 'user_id': 36545, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/Hg4LF.jpg?s=256&g=1', 'display_name': 'kylex', 'link': 'https://stackoverflow.com/users/36545/kylex'}",False,215,,1,1,1272920426,1243461201,918210,CC BY-SA 2.5,https://stackoverflow.com/questions/918210/vista-gadget-javascript-passing-variables-question,Vista gadget/javascript passing variables question,,,,,,
830,"['javascript', 'jquery', 'internet-explorer', 'firefox', 'wmd']","{'account_id': 8303, 'reputation': 8523, 'user_id': 14894, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/efaf53f5fc4619b19e56d7ea11abb211?s=256&d=identicon&r=PG', 'display_name': 'CMPalmer', 'link': 'https://stackoverflow.com/users/14894/cmpalmer'}",True,563,922886.0,2,4,1272824034,1243526292,921670,CC BY-SA 2.5,https://stackoverflow.com/questions/921670/browser-dependent-problem-rendering-wmd-with-showdown-js,Browser dependent problem rendering WMD with Showdown.js?,,1243541164.0,,,,
831,"['javascript', 'css', 'internet-explorer-7', 'scrollbar', 'modal-dialog']","{'account_id': 24561, 'reputation': 31437, 'user_id': 62571, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/6ebd160dfe542ce08608dbf10652919f?s=256&d=identicon&r=PG', 'display_name': 'cdmckay', 'link': 'https://stackoverflow.com/users/62571/cdmckay'}",True,6658,,4,3,1271720827,1241201866,812542,CC BY-SA 2.5,https://stackoverflow.com/questions/812542/ie7-modal-dialog-scrollbars-overlap-content,IE7 modal dialog scrollbars overlap content,,,,,,
832,"['javascript', 'jquery']","{'account_id': 34084, 'reputation': 37827, 'user_id': 95956, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/cf67a80f9bbf37b8fa751a05d3b90977?s=256&d=identicon&r=PG', 'display_name': 'Newy', 'link': 'https://stackoverflow.com/users/95956/newy'}",True,165,813701.0,1,0,1271289949,1241116878,808454,CC BY-SA 2.5,https://stackoverflow.com/questions/808454/prior-jquery-ui-dialogs-become-nonresponsive-after-opening-a-new-dialog,Prior jQuery UI Dialogs become nonresponsive after opening a new Dialog,,1271289949.0,,,,
833,"['javascript', 'jquery', 'undefined']","{'account_id': 36919, 'reputation': 2595, 'user_id': 105419, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f57f23546f086f0dc86a87fe91b5c468?s=256&d=identicon&r=PG', 'display_name': 'djairo', 'link': 'https://stackoverflow.com/users/105419/djairo'}",True,3478,914494.0,3,2,1271152132,1243344131,910649,CC BY-SA 2.5,https://stackoverflow.com/questions/910649/javascript-undefined-variable,Javascript undefined variable,,1243344579.0,,,,
834,"['javascript', 'yui', 'drag-and-drop']","{'account_id': 13060, 'reputation': 1242, 'user_id': 26036, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/f33fdcf395c60f944e1c75abab703f63?s=256&d=identicon&r=PG&f=1', 'display_name': 'gk.', 'link': 'https://stackoverflow.com/users/26036/gk'}",True,1100,2627534.0,1,0,1271141342,1241974733,845665,CC BY-SA 2.5,https://stackoverflow.com/questions/845665/how-to-cancel-drop-event-in-yui-drag-drop-utility,How to cancel drop event in YUI drag &amp; drop utility?,,,,,,
835,"['javascript', 'redirect', 'build', 'compression', 'http-status-code-301']","{'account_id': 35011, 'reputation': 1573, 'user_id': 99022, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/51a8973edc7c7a2d2b4b84d835920f07?s=256&d=identicon&r=PG', 'display_name': 'Leonard Ehrenfried', 'link': 'https://stackoverflow.com/users/99022/leonard-ehrenfried'}",True,831,,2,1,1270726927,1242481471,872460,CC BY-SA 2.5,https://stackoverflow.com/questions/872460/javascript-build-options-tools,JavaScript build options/tools,,,,,,
836,"['javascript', 'jquery', 'yui']","{'account_id': 11234, 'reputation': 64142, 'user_id': 21574, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/wBRgZ.jpg?s=256&g=1', 'display_name': 'Chris S', 'link': 'https://stackoverflow.com/users/21574/chris-s'}",True,1549,890524.0,3,4,1270583798,1242730519,882073,CC BY-SA 2.5,https://stackoverflow.com/questions/882073/jquery-version-of-yahoo-lang-isundefined-isnull-isstring-etc,"jQuery version of YAHOO.lang (isUndefined, isNull, isString etc.)",,,,,,
837,"['javascript', 'validation', 'forms']","{'account_id': 18684, 'reputation': 2411, 'user_id': 43035, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/95ac3676439ca898dfb84721a44fe50e?s=256&d=identicon&r=PG', 'display_name': 'pg.', 'link': 'https://stackoverflow.com/users/43035/pg'}",True,14773,841917.0,5,2,1270492125,1241806643,841119,CC BY-SA 2.5,https://stackoverflow.com/questions/841119/inline-javascript-form-validation,inline javascript form validation,,,,,,
838,"['javascript', 'internet-explorer', 'dom', 'cross-browser']","{'account_id': 35695, 'reputation': 2495, 'user_id': 101186, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/8a21b168169dd51660caa58f3c8925ce?s=256&d=identicon&r=PG', 'display_name': 'Bobby Eickhoff', 'link': 'https://stackoverflow.com/users/101186/bobby-eickhoff'}",True,1450,,1,0,1270281603,1243603649,925953,CC BY-SA 2.5,https://stackoverflow.com/questions/925953/ie-problem-keyboard-interaction-with-checkbox,IE problem: keyboard interaction with checkbox,,,,,,
839,"['javascript', 'html', 'ajax', 'delphi', 'browser']","{'account_id': 13445, 'reputation': 1156, 'user_id': 27016, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/8262bbf4d5900c592d89fa4b20125a50?s=256&d=identicon&r=PG', 'display_name': 'Irfan Mulic', 'link': 'https://stackoverflow.com/users/27016/irfan-mulic'}",True,268,,1,0,1269482414,1243267697,907265,CC BY-SA 2.5,https://stackoverflow.com/questions/907265/highlighting-effect-to-text-and-or-image-similar-to-be-synchronized-with-audio,Highlighting effect to text and/or image similar to be synchronized with audio,,,,,,
840,"['javascript', 'audio-recording']","{'user_type': 'does_not_exist', 'display_name': 'Abhinav Chittora'}",True,1183,,4,0,1269115043,1243064910,901095,CC BY-SA 2.5,https://stackoverflow.com/questions/901095/how-to-control-windows-sound-recorder-using-java-script,How to control windows Sound recorder using java script,,1269115043.0,,,,
841,"['javascript', 'url', 'browser', 'browser-history']","{'account_id': 18060, 'reputation': 107489, 'user_id': 41021, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/1b91ea7970ba26630adec64ef683c474?s=256&d=identicon&r=PG', 'display_name': 'Robin Rodricks', 'link': 'https://stackoverflow.com/users/41021/robin-rodricks'}",True,2061,821580.0,3,1,1267846387,1241464645,821511,CC BY-SA 3.0,https://stackoverflow.com/questions/821511/manipulate-the-session-history-with-javascript,Manipulate the session history with JavaScript,,1495535583.0,,,,
842,"['javascript', 'jsp']","{'account_id': 10070, 'reputation': 13034, 'user_id': 18853, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/552ceba6f92c714aaf1a0c75b5a8386b?s=256&d=identicon&r=PG', 'display_name': 'phill', 'link': 'https://stackoverflow.com/users/18853/phill'}",False,880,,1,1,1267002005,1241540519,825717,CC BY-SA 2.5,https://stackoverflow.com/questions/825717/how-can-i-pass-a-variable-to-a-jsp-class-using-the-url,How can I pass a variable to a JSP class using the URL?,,1241541444.0,,,,
843,['javascript'],"{'account_id': 34143, 'reputation': 1, 'user_id': 96225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b60b98b1148d94f381c96d15648b75f?s=256&d=identicon&r=PG', 'display_name': 'sayuki288', 'link': 'https://stackoverflow.com/users/96225/sayuki288'}",True,230,,1,0,1266692403,1241203986,812725,CC BY-SA 2.5,https://stackoverflow.com/questions/812725/problem-with-calendar-script,Problem with calendar script,,1254753257.0,,,,
844,"['javascript', 'ajax', 'comet', 'reverse-ajax']","{'account_id': 17167, 'reputation': 16697, 'user_id': 38146, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/a3dd7329a3e36fd5557d1d1515c9a40e?s=256&d=identicon&r=PG', 'display_name': 'RexE', 'link': 'https://stackoverflow.com/users/38146/rexe'}",True,753,873650.0,3,4,1265917199,1242520096,873624,CC BY-SA 2.5,https://stackoverflow.com/questions/873624/what-is-the-simplest-way-to-implement-server-push-like-behavior-for-a-web-page,What is the simplest way to implement &quot;server push&quot;-like behavior for a web page?,,,,,,
845,"['javascript', 'iframe']","{'user_type': 'does_not_exist', 'display_name': 'Bihag Raval'}",False,1825,,1,0,1265781603,1241857819,842953,CC BY-SA 2.5,https://stackoverflow.com/questions/842953/how-to-load-javascript-in-iframe-as-a-part-of-header-and-us-it-for-child-frames,How to load javascript in iframe as a part of header and us it for child frames,,1241859412.0,,,,
846,"['javascript', 'google-maps']","{'account_id': 1425, 'reputation': 8371, 'user_id': 1900, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/VZ4ge.jpg?s=256&g=1', 'display_name': 'Lee Theobald', 'link': 'https://stackoverflow.com/users/1900/lee-theobald'}",True,4194,829382.0,2,5,1265641702,1241613424,829353,CC BY-SA 2.5,https://stackoverflow.com/questions/829353/google-maps-trouble-closures-passing-by-reference,Google Maps Trouble: Closures &amp; Passing By Reference,,,,,,
847,"['php', 'javascript', 'md5', 'multibyte']","{'account_id': 35157, 'reputation': 734, 'user_id': 99445, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0c1ec74b7df5a34021c6dc46a774ac7f?s=256&d=identicon&r=PG', 'display_name': 'Petrunov', 'link': 'https://stackoverflow.com/users/99445/petrunov'}",True,3144,822053.0,2,2,1265286285,1241470620,822036,CC BY-SA 2.5,https://stackoverflow.com/questions/822036/javascript-equivalent-for-phps-md5-which-will-also-work-with-multibyte-string,Javascript equivalent for PHP&#39;s md5() which will also work with multibyte strings?,,1241481203.0,,,,
848,"['javascript', 'oop', 'inheritance', 'prototypal-inheritance']","{'account_id': 33679, 'reputation': 10281, 'user_id': 94451, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/1641f83297f51d788f326f5dbd858c3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Norbert Hartl', 'link': 'https://stackoverflow.com/users/94451/norbert-hartl'}",True,2453,,8,5,1265101665,1241470419,822014,CC BY-SA 2.5,https://stackoverflow.com/questions/822014/why-to-use-class-based-oop-style-inheritance-in-javascript,Why to use class based OOP style inheritance in javascript?,,1265101665.0,,,,
849,"['asp.net', 'javascript', 'silverlight']","{'account_id': 31730, 'reputation': 3603, 'user_id': 87371, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/bbcca56caec0307674bcbcf9a390d981?s=256&d=identicon&r=PG', 'display_name': 'ra170', 'link': 'https://stackoverflow.com/users/87371/ra170'}",True,2823,955138.0,3,0,1264921203,1241561206,827124,CC BY-SA 2.5,https://stackoverflow.com/questions/827124/updatepanel-and-updateprogress-not-working,UpdatePanel and UpdateProgress not working,,,,,,
850,"['javascript', 'xmlhttprequest', 'firefox-addon']","{'account_id': 25960, 'reputation': 55409, 'user_id': 67168, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/auViF.jpg?s=256&g=1', 'display_name': 'Jonathan Fingland', 'link': 'https://stackoverflow.com/users/67168/jonathan-fingland'}",True,2441,929195.0,1,2,1264876649,1243647576,928735,CC BY-SA 2.5,https://stackoverflow.com/questions/928735/how-to-make-a-firefox-addon-listen-to-xmlhttprequests-from-a-page,How to make a Firefox addon listen to xmlhttprequests from a page?,,,,,,
851,"['javascript', 'screen-scraping']","{'account_id': 1012, 'reputation': 73276, 'user_id': 1343, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6757caf55de0413ae0994293e001d465?s=256&d=identicon&r=PG', 'display_name': 'BCS', 'link': 'https://stackoverflow.com/users/1343/bcs'}",False,104,,1,0,1264564807,1243562595,924094,CC BY-SA 2.5,https://stackoverflow.com/questions/924094/how-do-i-get-the-user-number-from-inside-a-stackoverflow-page-using-javascript,How do I get the user number from inside a stackoverflow page using javascript?,,1243565773.0,,,,
852,"['asp.net', 'javascript', 'jquery', 'telerik', 'radgrid']","{'account_id': 28392, 'reputation': 2420, 'user_id': 75825, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/44e7e0a344df4151cba35d0dbbdd4baa?s=256&d=identicon&r=PG', 'display_name': 'nemke', 'link': 'https://stackoverflow.com/users/75825/nemke'}",True,20562,929403.0,4,1,1264344225,1243515263,920682,CC BY-SA 2.5,https://stackoverflow.com/questions/920682/how-to-calculate-radgrid-cell-value-on-client-side,How to calculate RadGrid cell value on Client side?,,1264344225.0,,,,
853,"['javascript', 'jquery', 'event-handling', 'live']","{'account_id': 29070, 'reputation': 14324, 'user_id': 78254, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/2d4af5a4e43bff332dc81538526ac369?s=256&d=identicon&r=PG', 'display_name': 'Allen Bargi', 'link': 'https://stackoverflow.com/users/78254/allen-bargi'}",True,6815,2090968.0,5,6,1263873610,1241304314,815809,CC BY-SA 2.5,https://stackoverflow.com/questions/815809/how-to-make-live-custom-events-in-jquery,How to make live custom events in jQuery,,1241304998.0,,,,
854,"['javascript', 'sifr']","{'user_type': 'does_not_exist', 'display_name': 'walfredo'}",False,497,,1,1,1262912405,1241105275,807513,CC BY-SA 2.5,https://stackoverflow.com/questions/807513/sifr-and-document-write-within-a-javascript-function,sIFR and document.write within a javascript function,,,,,,
855,"['php', 'javascript', 'jquery', 'xml', 'ajax']","{'user_type': 'does_not_exist', 'display_name': 'Antony'}",False,1207,,4,1,1262660403,1241809680,841337,CC BY-SA 2.5,https://stackoverflow.com/questions/841337/different-ajax-xml-results-from-same-php-file-with-same-post-parameters-using-jq,Different AJAX XML results from same PHP file with same POST parameters using JQuery,,1242002772.0,,,,
856,"['javascript', 'iphone', 'objective-c', 'gdata']","{'account_id': 33622, 'reputation': 14402, 'user_id': 94239, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/ccfbf9171755de036223185be7de203c?s=256&d=identicon&r=PG', 'display_name': 'Justicle', 'link': 'https://stackoverflow.com/users/94239/justicle'}",True,2007,896240.0,1,4,1262291702,1242962602,896234,CC BY-SA 2.5,https://stackoverflow.com/questions/896234/accessing-google-apis-from-iphone-native-app,Accessing Google APIs from iPhone native app,,1248672140.0,,,,
857,"['javascript', 'flash', 'reload']","{'user_type': 'does_not_exist', 'display_name': 'Steve'}",False,209,,2,1,1261659601,1242769134,885159,CC BY-SA 2.5,https://stackoverflow.com/questions/885159/tell-swf-to-check-what-page-its-loading-on-an-switch-to-the-correct-page,Tell swf to check what page its loading on an switch to the correct page,,,,,,
858,"['javascript', 'safari', 'webkit', 'selection']","{'account_id': 32681, 'reputation': 134452, 'user_id': 90848, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/tK3A3.jpg?s=256&g=1', 'display_name': 'Laurence Gonsalves', 'link': 'https://stackoverflow.com/users/90848/laurence-gonsalves'}",True,1401,,2,1,1261298046,1243401875,914082,CC BY-SA 2.5,https://stackoverflow.com/questions/914082/how-can-the-selection-of-a-textarea-be-determined-manipulated-in-safari-from-jav,How can the selection of a textarea be determined/manipulated in Safari from JavaScript?,,,,,,
859,"['javascript', 'firefox', 'url', 'firefox-addon', 'tabbed']","{'account_id': 33086, 'reputation': 3973, 'user_id': 92319, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/b0d2c911296d1ea0704a3691e64b0337?s=256&d=identicon&r=PG', 'display_name': 'Lilz', 'link': 'https://stackoverflow.com/users/92319/lilz'}",True,4042,,2,1,1260997578,1242944245,895523,CC BY-SA 2.5,https://stackoverflow.com/questions/895523/change-url-of-tab-javascript-firefox-extension,change url of tab javascript firefox extension,,1250772687.0,,,,
860,"['javascript', 'django', 'apache', 'tinymce']","{'account_id': 24835, 'reputation': 3900, 'user_id': 63401, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/eea1b5c572baacb9567d2bbe3fd3cc7c?s=256&d=identicon&r=PG', 'display_name': 'chernevik', 'link': 'https://stackoverflow.com/users/63401/chernevik'}",False,671,,2,0,1260864003,1243603177,925917,CC BY-SA 2.5,https://stackoverflow.com/questions/925917/implementing-tiny-mce-as-local-html-editor,Implementing Tiny MCE As Local HTML Editor,,1244211302.0,,,,
861,"['javascript', 'publish-subscribe']","{'account_id': 11636, 'reputation': 40611, 'user_id': 22514, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/ePeDX.png?s=256&g=1', 'display_name': 'Kevin Hakanson', 'link': 'https://stackoverflow.com/users/22514/kevin-hakanson'}",True,307,1772531.0,2,3,1260823015,1242788124,885953,CC BY-SA 2.5,https://stackoverflow.com/questions/885953/how-relevant-is-the-openajax-alliance-to-the-average-web-developer,How relevant is the OpenAjax Alliance to the average web developer?,,,,,,
862,"['javascript', 'google-maps']","{'account_id': 3768, 'reputation': 42603, 'user_id': 5475, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/6914c4148b1539100bca43bdaffbdb40?s=256&d=identicon&r=PG', 'display_name': 'ibz', 'link': 'https://stackoverflow.com/users/5475/ibz'}",True,566,934812.0,1,2,1260679583,1241242472,814216,CC BY-SA 2.5,https://stackoverflow.com/questions/814216/ginfowindow-maxcontent-dependent-on-the-currently-selected-tab,GInfoWindow maxContent dependent on the currently selected tab,,1260679583.0,,,,
863,"['javascript', 'xml', 'ajax', 'e4x']","{'account_id': 19588, 'reputation': 54664, 'user_id': 46011, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/b4c7b9374987c46b00b8baa33f601af3?s=256&d=identicon&r=PG', 'display_name': 'JD Isaacks', 'link': 'https://stackoverflow.com/users/46011/jd-isaacks'}",True,621,,3,0,1260586201,1243003987,898282,CC BY-SA 2.5,https://stackoverflow.com/questions/898282/process-xml-returned-via-ajax-with-e4x,Process XML returned via Ajax with E4X?,,,,,,
864,"['javascript', 'programming-languages']","{'account_id': 20666, 'reputation': 10909, 'user_id': 49628, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4c4df93ff400a22097c3ff8bfea529fb?s=256&d=identicon&r=PG', 'display_name': 'prinzdezibel', 'link': 'https://stackoverflow.com/users/49628/prinzdezibel'}",True,1188,,20,5,1260343204,1242416725,870500,,https://stackoverflow.com/questions/870500/do-you-expect-javascript-to-become-widely-used-outside-the-browser,Do you expect Javascript to become widely used outside the browser?,,1242418497.0,1348633394.0,not constructive,,
865,"['php', 'javascript']","{'account_id': 1295429, 'reputation': 3933, 'user_id': 1246613, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/6501ef9311cdfdd17894f251a848d5ee?s=256&d=identicon&r=PG', 'display_name': 'Joshxtothe4', 'link': 'https://stackoverflow.com/users/1246613/joshxtothe4'}",False,266,,3,0,1260280804,1242647827,877356,CC BY-SA 2.5,https://stackoverflow.com/questions/877356/passing-a-parramter-from-php-to-javascript-back-to-php,passing a parramter from php to javascript back to php,,1242648746.0,,,,
866,"['javascript', 'dom', 'screen-scraping', 'xulrunner']","{'account_id': 2763, 'reputation': 43916, 'user_id': 3886, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/fd04cb73de5ffd81321a85c45dc75724?s=256&d=identicon&r=PG', 'display_name': 'dicroce', 'link': 'https://stackoverflow.com/users/3886/dicroce'}",True,674,1624672.0,2,0,1260276224,1243448829,917298,CC BY-SA 2.5,https://stackoverflow.com/questions/917298/javascript-server-under-xulrunner-fails,javascript server under XULRunner fails,,1256562406.0,,,,
