,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id,community_owned_date,migrated_from,locked_date
955,"['javascript', 'asp.net', 'onmouseover']","{'account_id': 59872, 'reputation': 5410, 'user_id': 179032, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/2e7e9dc7b83cc5148703c48283bf58df?s=256&d=identicon&r=PG', 'display_name': 'Developer404', 'link': 'https://stackoverflow.com/users/179032/developer404'}",True,19234,,4,4,1330683526,1264151812,2116177,CC BY-SA 3.0,https://stackoverflow.com/questions/2116177/windows-event-is-undefined-javascript-error-in-firefox,Windows.event is undefined -Javascript error in firefox,,1328868559.0,,2116239.0,,,
956,"['javascript', 'filter', 'mime']","{'account_id': 68911, 'reputation': 275, 'user_id': 200814, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/acfcef0b3a338ae9857c19f09ce61bee?s=256&d=identicon&r=PG', 'display_name': 'user200814', 'link': 'https://stackoverflow.com/users/200814/user200814'}",True,175,,2,2,1330641590,1263840728,2088437,CC BY-SA 3.0,https://stackoverflow.com/questions/2088437/rewriting-javascript-before-its-loaded-by-the-browser,rewriting Javascript before it&#39;s loaded by the browser,,1330641590.0,,,,,
957,"['javascript', 'optimization', 'jawr']","{'account_id': 38895, 'reputation': 36799, 'user_id': 111934, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/8e43779c997d8ba388efa39e0d105eba?s=256&d=identicon&r=PG', 'display_name': 'Jeff Meatball Yang', 'link': 'https://stackoverflow.com/users/111934/jeff-meatball-yang'}",True,324,,2,2,1330641560,1263247659,2045315,CC BY-SA 2.5,https://stackoverflow.com/questions/2045315/some-software-for-iis-net-similar-to-jawr-consolidate-and-minify-javascript,Some software for IIS/.NET similar to JAWR (consolidate and minify Javascript),,,,,,,
958,"['php', 'javascript']","{'account_id': 68024, 'reputation': 60148, 'user_id': 198729, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/3b104e63986f3650917b545a243a04a4?s=256&d=identicon&r=PG', 'display_name': 'user198729', 'link': 'https://stackoverflow.com/users/198729/user198729'}",True,649,,6,1,1330490694,1264095224,2111408,CC BY-SA 2.5,https://stackoverflow.com/questions/2111408/is-there-a-list-like-operator-in-javascript,Is there a list like operator in javascript?,,,,2111459.0,,,
959,"['javascript', 'iphone']","{'account_id': 584340, 'reputation': 23, 'user_id': 257549, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/769bdd66f1d03efb408dca3bc0dd1be7?s=256&d=identicon&r=PG', 'display_name': 'Viral', 'link': 'https://stackoverflow.com/users/257549/viral'}",True,263,,3,1,1330181747,1264410932,2131211,CC BY-SA 2.5,https://stackoverflow.com/questions/2131211/how-to-integrate-javascript-in-iphone-application,how to integrate javascript in iPhone application?,,1264411211.0,,,,,
960,"['javascript', 'smalltalk']","{'account_id': 58072, 'reputation': 2941, 'user_id': 173929, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f3e46341bd51ce81564fab18d27e1399?s=256&d=identicon&r=PG', 'display_name': 'Richard Durr', 'link': 'https://stackoverflow.com/users/173929/richard-durr'}",True,716,,4,7,1330089109,1264153662,2116348,CC BY-SA 2.5,https://stackoverflow.com/questions/2116348/does-anybody-use-clamato,Does anybody use Clamato?,,1270040380.0,,3714081.0,,,
961,"['php', 'javascript', 'html', 'xhtml']","{'account_id': 51071, 'reputation': 1657, 'user_id': 152510, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/7ad8e0d6ef9317f22b20c591ab80671c?s=256&d=identicon&r=PG', 'display_name': 'DhrubaJyoti', 'link': 'https://stackoverflow.com/users/152510/dhrubajyoti'}",True,192,,5,0,1330064260,1262784107,2013148,CC BY-SA 2.5,https://stackoverflow.com/questions/2013148/how-two-different-domains-to-be-viewed-in-the-single-browser,How two different domains to be viewed in the single browser?,,1262785889.0,,,,,
962,"['javascript', 'jquery', 'regex']","{'account_id': 24696, 'reputation': 4657, 'user_id': 62983, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/1uKle.jpg?s=256&g=1', 'display_name': 'jerome', 'link': 'https://stackoverflow.com/users/62983/jerome'}",True,5765,,10,5,1330011348,1262979704,2030213,CC BY-SA 2.5,https://stackoverflow.com/questions/2030213/javascript-jquery-grabbing-an-integer-from-an-elements-id,JavaScript/jQuery - grabbing an integer from an element&#39;s id,,,,,,,
963,"['javascript', 'string-conversion']","{'account_id': 76592, 'reputation': 1207, 'user_id': 219152, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/7ff3848e4f5faa22ab0165098b0c69a3?s=256&d=identicon&r=PG', 'display_name': 'dexter', 'link': 'https://stackoverflow.com/users/219152/dexter'}",True,28962,,5,3,1329931621,1264765256,2161615,CC BY-SA 2.5,https://stackoverflow.com/questions/2161615/convert-string-into-datetime-format-in-javascript,convert string into datetime format in Javascript,,,,,,,
964,"['javascript', 'json']","{'account_id': 28890, 'reputation': 11035, 'user_id': 77538, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/e3d899fdf49a550207763d2454304de0?s=256&d=identicon&r=PG', 'display_name': 'Achilles', 'link': 'https://stackoverflow.com/users/77538/achilles'}",True,2739,,5,3,1329916261,1263331679,2052513,CC BY-SA 2.5,https://stackoverflow.com/questions/2052513/how-to-serialize-a-file-in-javascript,How to serialize a file in JavaScript?,,,,2052611.0,,,
965,"['asp.net', 'javascript']","{'account_id': 585757, 'reputation': 11, 'user_id': 260949, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/08744c752f915da716f67d9ae5f99ea5?s=256&d=identicon&r=PG', 'display_name': 'Nitin', 'link': 'https://stackoverflow.com/users/260949/nitin'}",False,75,,1,1,1329841813,1264765107,2161594,CC BY-SA 3.0,https://stackoverflow.com/questions/2161594/giving-tolltip-to-drop-downlist-box-when-it-is-populated,Giving tolltip to Drop Downlist box when it is populated,,1329841813.0,,,,,
966,"['javascript', 'web-crawler']","{'account_id': 61611, 'reputation': 65382, 'user_id': 183528, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/7cedb843eb2922000eb41b4561ed660d?s=256&d=identicon&r=PG', 'display_name': 'rook', 'link': 'https://stackoverflow.com/users/183528/rook'}",True,5674,,5,3,1329536833,1263367196,2055054,CC BY-SA 2.5,https://stackoverflow.com/questions/2055054/best-open-source-spider-for-site-coverage,Best Open Source Spider for Site Coverage,,1264784873.0,,2055088.0,,,
967,"['javascript', 'jquery', 'html']","{'account_id': 90025, 'reputation': 51, 'user_id': 248011, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39a26df4a42c3c5e44d459af41e0eb82?s=256&d=identicon&r=PG', 'display_name': 'user248011', 'link': 'https://stackoverflow.com/users/248011/user248011'}",True,26821,,4,5,1329245109,1263211434,2041648,CC BY-SA 3.0,https://stackoverflow.com/questions/2041648/editing-an-html-table-cell,Editing an HTML table cell,,1329245109.0,,,,,
968,"['javascript', 'yui']","{'account_id': 10662, 'reputation': 455, 'user_id': 20249, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d574af98adc0405b9f320fa49773bde0?s=256&d=identicon&r=PG', 'display_name': 'Martin Hoegh', 'link': 'https://stackoverflow.com/users/20249/martin-hoegh'}",True,1454,,4,0,1329173625,1263217663,2042203,CC BY-SA 2.5,https://stackoverflow.com/questions/2042203/make-a-yui-asyncrequest-call-which-is-not-async,Make a YUI asyncRequest call which is not async,,1263219522.0,,2289010.0,,,
969,"['javascript', 'jquery', 'accessibility']","{'account_id': 62772, 'reputation': 5439, 'user_id': 186241, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9b617fb7c0a590faf58a516324ff53e2?s=256&d=identicon&r=PG', 'display_name': 'Rowan', 'link': 'https://stackoverflow.com/users/186241/rowan'}",True,1501,,3,1,1329068917,1264696225,2156094,CC BY-SA 2.5,https://stackoverflow.com/questions/2156094/jquery-javascript-pass-focus-to-next-element-while-tabbing-through-page,jQuery / Javascript pass focus to next element while tabbing through page,,,,2156288.0,,,
970,"['javascript', 'firefox-addon', 'google-chrome-extension']","{'user_type': 'does_not_exist', 'display_name': 'user247169'}",True,1688,,2,2,1328831651,1263061163,2034377,CC BY-SA 2.5,https://stackoverflow.com/questions/2034377/detect-browsers-default-search-engine-in-javascript,Detect browser&#39;s default search engine in Javascript,,,,2034499.0,,,
971,"['javascript', 'xslt', 'google-chrome']","{'account_id': 86925, 'reputation': 325, 'user_id': 241378, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/0c95fba740646e128a86ed6ebc5a5635?s=256&d=identicon&r=PG', 'display_name': 'Guy', 'link': 'https://stackoverflow.com/users/241378/guy'}",True,4663,,2,3,1328645265,1262871750,2020663,CC BY-SA 2.5,https://stackoverflow.com/questions/2020663/javascript-xsl-in-google-chrome,javascript XSL in google chrome,,1271425348.0,,2020708.0,,,
972,"['php', 'javascript', 'out']","{'account_id': 49809, 'reputation': 2804, 'user_id': 148449, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/47a079f8c597d3b4eda5f2de055792e4?s=256&d=identicon&r=PG', 'display_name': 'Testadmin ', 'link': 'https://stackoverflow.com/users/148449/testadmin'}",True,348,,1,0,1328489324,1262406163,1990597,CC BY-SA 3.0,https://stackoverflow.com/questions/1990597/add-my-site-logo-to-google-check-out-page,Add my site logo to google check out page,,1328489324.0,,1990617.0,,,
973,"['javascript', 'jquery', 'slideshow', 'easyslider']","{'account_id': 23179, 'reputation': 6744, 'user_id': 57872, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/c3894a3d1a90a0c487ac3d051cd7b69c?s=256&d=identicon&r=PG', 'display_name': 'Udders', 'link': 'https://stackoverflow.com/users/57872/udders'}",True,670,,1,0,1328201119,1264102463,2112234,CC BY-SA 2.5,https://stackoverflow.com/questions/2112234/jquery-easyslide-help,jquery easyslide help,,,,,,,
974,"['javascript', 'flash', 'browser']","{'account_id': 25242, 'reputation': 2462, 'user_id': 1236013, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b5a14bb8a7d1a4b8de4ac85304724786?s=256&d=identicon&r=PG', 'display_name': 'aaandre', 'link': 'https://stackoverflow.com/users/1236013/aaandre'}",True,10078,,5,2,1328189439,1264206466,2121475,CC BY-SA 2.5,https://stackoverflow.com/questions/2121475/javascript-automatically-maximize-browser-window-and-switch-to-full-screen-mode,Javascript: Automatically maximize browser window and switch to full screen mode?,,1264211752.0,,2121601.0,,,
975,"['javascript', 'math', 'xhtml', 'forms']","{'account_id': 78808, 'reputation': 237, 'user_id': 224009, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/fd2ac891fc4e51babddd7bab1a094e66?s=256&d=identicon&r=PG', 'display_name': 'asn1981', 'link': 'https://stackoverflow.com/users/224009/asn1981'}",True,7878,,2,1,1328180246,1263300071,2048938,CC BY-SA 2.5,https://stackoverflow.com/questions/2048938/javascript-radio-button-count-and-calculation-for-questionnaire,Javascript Radio Button Count and Calculation for Questionnaire,,,,2049019.0,,,
976,"['javascript', 'memory-leaks', 'browser', 'circular-reference']","{'account_id': 57248, 'reputation': 90542, 'user_id': 171461, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/26eb5bb9dd2ccd72e2ccdc112ad1d050?s=256&d=identicon&r=PG', 'display_name': 'jldupont', 'link': 'https://stackoverflow.com/users/171461/jldupont'}",True,9152,,3,24,1328106370,1262615355,1999840,CC BY-SA 2.5,https://stackoverflow.com/questions/1999840/javascript-circular-references-and-memory-leaks,"javascript, circular references and memory leaks",,,,2000467.0,,,
977,"['dojo', 'javascript', 'xpages']","{'account_id': 89423, 'reputation': 1, 'user_id': 246733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dfa088288c2d0d5818aff16eaf1b7869?s=256&d=identicon&r=PG', 'display_name': 'John Smart', 'link': 'https://stackoverflow.com/users/246733/john-smart'}",True,429,,4,0,1328094948,1262985065,2030766,CC BY-SA 2.5,https://stackoverflow.com/questions/2030766/why-wont-my-dojo-byid-work-within-a-script-library,Why won&#39;t my dojo.byId work within a script library?,,1298470518.0,,,,,
978,"['javascript', 'jquery']","{'account_id': 71344, 'reputation': 75792, 'user_id': 206446, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d084e44bfe1566d87abf80d1f6c0b8a4?s=256&d=identicon&r=PG', 'display_name': 'ajsie', 'link': 'https://stackoverflow.com/users/206446/ajsie'}",True,1923,,3,0,1328024036,1263665989,2078423,CC BY-SA 2.5,https://stackoverflow.com/questions/2078423/check-if-file-exist-in-javascript,check if file exist in javascript?,,,,2078430.0,,,
979,"['javascript', 'ajax', 'xmlhttprequest', 'picasa']","{'account_id': 95926, 'reputation': 1493, 'user_id': 2718862, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/44fJH.jpg?s=256&g=1', 'display_name': 'dgnin', 'link': 'https://stackoverflow.com/users/2718862/dgnin'}",True,1008,,3,1,1327986621,1264686425,2154889,CC BY-SA 2.5,https://stackoverflow.com/questions/2154889/clientlogin-from-google-api-doesnt-works-with-ajax,ClientLogin from Google API doesn&#39;t works with AJAX,,,,2161192.0,,,
980,"['javascript', 'jquery', 'extjs']","{'account_id': 77449, 'reputation': 39671, 'user_id': 221023, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/JtbrH.jpg?s=256&g=1', 'display_name': 'openfrog', 'link': 'https://stackoverflow.com/users/221023/openfrog'}",True,9531,,6,15,1327292049,1262624467,2000759,CC BY-SA 2.5,https://stackoverflow.com/questions/2000759/is-jquery-compatible-with-extjs,Is jQuery compatible with ExtJS?,,1262625569.0,,2000800.0,,,
981,"['php', 'javascript']","{'account_id': 58361, 'reputation': 12677, 'user_id': 174719, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/25abbe6d5c68fa80f729aca49df4ab56?s=256&d=identicon&r=PG', 'display_name': 'steven', 'link': 'https://stackoverflow.com/users/174719/steven'}",True,8523,,4,15,1326717642,1262933481,2025971,CC BY-SA 2.5,https://stackoverflow.com/questions/2025971/ip-and-subnet-to-start-ip-end-ip,IP and Subnet to Start IP End IP,,,,,,,
982,['javascript'],"{'account_id': 91867, 'reputation': 455, 'user_id': 252048, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/af02286df066cfecb53cf13f77ae47c1?s=256&d=identicon&r=PG', 'display_name': 'Patel', 'link': 'https://stackoverflow.com/users/252048/patel'}",True,191,,2,-2,1326538169,1263632282,2076777,CC BY-SA 3.0,https://stackoverflow.com/questions/2076777/script-with-which-i-can-change-the-font-dynamically-when-the-page-is-live-using,Script with which I can change the font dynamically when the page is live using JavaScript,,1326538169.0,,2076790.0,,,
983,"['javascript', 'css']","{'account_id': 91867, 'reputation': 455, 'user_id': 252048, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/af02286df066cfecb53cf13f77ae47c1?s=256&d=identicon&r=PG', 'display_name': 'Patel', 'link': 'https://stackoverflow.com/users/252048/patel'}",True,1968,,2,0,1326393047,1263972905,2099716,,https://stackoverflow.com/questions/2099716/dynamically-loading-an-external-css-file-using-javascript,Dynamically loading an external CSS file using JavaScript,1358003121.0,1495535581.0,exact duplicate,2099875.0,,,
984,"['javascript', 'jquery', 'jquery-plugins', 'asynchronous']","{'account_id': 50116, 'reputation': 18798, 'user_id': 149367, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/760651162448ebb12c6a03bcee2b980a?s=256&d=identicon&r=PG', 'display_name': 'HP.', 'link': 'https://stackoverflow.com/users/149367/hp'}",True,936,,2,0,1326029077,1262937951,2026205,CC BY-SA 3.0,https://stackoverflow.com/questions/2026205/jquery-async-plugin-loop-sequence,jQuery Async Plugin loop sequence,,1326029077.0,,2026736.0,,,
985,"['javascript', 'jquery', 'sharepoint']","{'account_id': 587114, 'reputation': 13, 'user_id': 259329, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/e7b27ec986e744ea5fdcfd5363389d75?s=256&d=identicon&r=PG', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/259329/brian'}",True,885,,2,1,1325706069,1264519571,2140374,CC BY-SA 2.5,https://stackoverflow.com/questions/2140374/hiding-groupings-only-containing-1-element-in-sharepoint,Hiding Groupings Only Containing 1 Element (in Sharepoint),,,,2140999.0,,,
986,"['javascript', 'html', 'ckeditor']","{'account_id': 19360, 'reputation': 17328, 'user_id': 45311, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/c8e2cf9e01c59c7b8bb94e92a22f66e8?s=256&d=identicon&r=PG', 'display_name': 'Ropstah', 'link': 'https://stackoverflow.com/users/45311/ropstah'}",True,1593,,2,1,1325666811,1263658549,2078025,CC BY-SA 2.5,https://stackoverflow.com/questions/2078025/safely-print-raw-html-code-in-a-textarea-to-use-with-ckeditor,Safely &#39;print&#39; raw html code in a textarea to use with CKeditor?,,,,2078092.0,,,
987,"['javascript', 'html', 'resize']","{'account_id': 13299, 'reputation': 29855, 'user_id': 26620, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/f654549723ac0841aad2ade1385871b4?s=256&d=identicon&r=PG', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/26620/kevin'}",True,1148,,1,0,1325623346,1264180389,2119044,CC BY-SA 3.0,https://stackoverflow.com/questions/2119044/faking-body-scrollheight,Faking body.scrollHeight,,1325623346.0,,,,,
988,"['javascript', 'dom', 'popup']","{'account_id': 92980, 'reputation': 123, 'user_id': 254582, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8a5e4c1163fb8c72aeeac9fec246389c?s=256&d=identicon&r=PG', 'display_name': 'user254582', 'link': 'https://stackoverflow.com/users/254582/user254582'}",True,1756,,1,2,1325618858,1264687182,2154972,CC BY-SA 3.0,https://stackoverflow.com/questions/2154972/how-to-show-a-child-window-full-screen-mode,How to show a child window full-screen mode?,,1325618858.0,,,,,
989,"['javascript', 'jquery']","{'account_id': 84413, 'reputation': 19, 'user_id': 236001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65634d4625e205ff6e07b6777acc30ef?s=256&d=identicon&r=PG', 'display_name': 'factoringcompare', 'link': 'https://stackoverflow.com/users/236001/factoringcompare'}",True,317,,4,1,1325396299,1264171013,2117912,CC BY-SA 2.5,https://stackoverflow.com/questions/2117912/jquery-toggle,jQuery toggle();,,1264172007.0,,,,,
990,"['javascript', 'jquery', 'email']","{'account_id': 584461, 'reputation': 53, 'user_id': 259934, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/b6700c6d60c757359ed5b989c81fd14b?s=256&d=identicon&r=PG', 'display_name': 'Nic', 'link': 'https://stackoverflow.com/users/259934/nic'}",True,6302,,2,5,1325340467,1264586477,2145895,CC BY-SA 3.0,https://stackoverflow.com/questions/2145895/remove-elements-with-display-none-for-email-using-javascript,remove elements with &quot;display: none;&quot; for email using javascript,,1325340467.0,,2145911.0,,,
991,"['javascript', 'jquery']","{'account_id': 89836, 'reputation': 169, 'user_id': 247620, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/199f075b8dc5b98abc8ad13fb8fa4a2f?s=256&d=identicon&r=PG', 'display_name': 'Espen Arnoy', 'link': 'https://stackoverflow.com/users/247620/espen-arnoy'}",True,3351,,3,2,1325184488,1263158505,2038680,CC BY-SA 3.0,https://stackoverflow.com/questions/2038680/same-function-for-multiple-jquery-objects,Same function for multiple jQuery objects,,1325184488.0,,2038691.0,,,
992,"['javascript', 'yui']","{'account_id': 85219, 'reputation': 6264, 'user_id': 237743, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/yiKrN.jpg?s=256&g=1', 'display_name': 'Anil Namde', 'link': 'https://stackoverflow.com/users/237743/anil-namde'}",True,79,,1,1,1325177593,1263978449,2100142,CC BY-SA 3.0,https://stackoverflow.com/questions/2100142/which-approach-is-more-correct-to-get-element-in-document-with-focus,which approach is more correct to get element in document with focus?,,1325177593.0,,2100189.0,,,
993,"['javascript', 'prototypejs']","{'account_id': 1092, 'reputation': 111977, 'user_id': 1450, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3b687a35025c05dbc7627af428dff0da?s=256&d=identicon&r=PG', 'display_name': 'John Topley', 'link': 'https://stackoverflow.com/users/1450/john-topley'}",True,648,,1,2,1325177323,1263229220,2043380,CC BY-SA 3.0,https://stackoverflow.com/questions/2043380/javascript-this-references-the-wrong-object-within-an-event-handler,JavaScript &quot;this&quot; references the wrong object within an event handler,,1325177323.0,,2043424.0,,,
994,"['javascript', 'string', 'prototypejs', 'switch-statement']","{'account_id': 88897, 'reputation': 511, 'user_id': 245630, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/fe98f25972d4df0756a94e4d0415f179?s=256&d=identicon&r=PG', 'display_name': 'JoaoPedro', 'link': 'https://stackoverflow.com/users/245630/joaopedro'}",True,909,,1,1,1325174801,1263222818,2042655,CC BY-SA 3.0,https://stackoverflow.com/questions/2042655/switch-statement-always-evaluates-the-default-condition,Switch statement always evaluates the default condition,,1325174801.0,,2042697.0,,,
995,"['javascript', 'prototypejs']","{'account_id': 49845, 'reputation': 1069, 'user_id': 148559, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2ca8d34369a6b61607c362d658c3d686?s=256&d=identicon&r=PG', 'display_name': 'freenight', 'link': 'https://stackoverflow.com/users/148559/freenight'}",True,123,,3,2,1325174436,1262424570,1991098,CC BY-SA 3.0,https://stackoverflow.com/questions/1991098/prototype-strange-behaviour,prototype $ strange behaviour,,1325174436.0,,1991148.0,,,
996,"['javascript', 'prototypejs']","{'account_id': 86212, 'reputation': 2070, 'user_id': 239903, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d4c471bc639ec7b569d3e98a6bb3a025?s=256&d=identicon&r=PG', 'display_name': 'kgpdeveloper', 'link': 'https://stackoverflow.com/users/239903/kgpdeveloper'}",False,310,,1,1,1325174248,1263091210,2035872,CC BY-SA 3.0,https://stackoverflow.com/questions/2035872/prototype-issue-how-do-i-check-for-links-on-an-input-field-and-check-for-the-l,Prototype issue - How do I check for links on an input field and check for the length of that input field?,,1325174248.0,,,,,
997,"['javascript', 'prototypejs', 'carousel']","{'account_id': 83938, 'reputation': 1679, 'user_id': 234979, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5e771d78e54afcd5d9c866533c2087d0?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/234979/josh'}",False,1311,,2,0,1325173876,1263620322,2076318,CC BY-SA 3.0,https://stackoverflow.com/questions/2076318/creating-a-carousel-with-javascript,creating a carousel with javascript?,,1325173876.0,,,,,
998,"['javascript', 'internet-explorer-8', 'prototypejs']","{'account_id': 88897, 'reputation': 511, 'user_id': 245630, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/fe98f25972d4df0756a94e4d0415f179?s=256&d=identicon&r=PG', 'display_name': 'JoaoPedro', 'link': 'https://stackoverflow.com/users/245630/joaopedro'}",True,1355,,5,0,1325172779,1264535101,2142089,CC BY-SA 3.0,https://stackoverflow.com/questions/2142089/element-reference-is-always-null-on-ie8,Element reference is always null on IE8,,1325172779.0,,,,,
999,"['javascript', 'ruby-on-rails', 'ruby', 'prototypejs']","{'account_id': 85020, 'reputation': 1576, 'user_id': 237316, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/f677fa685a2cfe8aff31f161062db3d3?s=256&d=identicon&r=PG', 'display_name': 'TenJack', 'link': 'https://stackoverflow.com/users/237316/tenjack'}",False,582,,1,1,1325172762,1264310818,2126075,CC BY-SA 3.0,https://stackoverflow.com/questions/2126075/oncomplete-for-ajax-request-buggy-with-cached-content,onComplete for Ajax.Request buggy with cached content,,1325172762.0,,,,,
1000,"['javascript', 'asp.net', 'vb.net']","{'account_id': 72131, 'reputation': 6450, 'user_id': 208367, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/8421d10d11e9ddc510d437da8de03cb3?s=256&d=identicon&r=PG', 'display_name': 'julio', 'link': 'https://stackoverflow.com/users/208367/julio'}",True,2165,,3,0,1325172755,1264635644,2151215,CC BY-SA 3.0,https://stackoverflow.com/questions/2151215/trigger-a-javascript-click-event-from-vb-net,Trigger a javascript click event from vb.net,,1325172755.0,,2151246.0,,,
1001,"['javascript', 'ruby-on-rails', 'prototypejs']","{'account_id': 61072, 'reputation': 22520, 'user_id': 182172, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/ZlHFm.png?s=256&g=1', 'display_name': 'Victor', 'link': 'https://stackoverflow.com/users/182172/victor'}",True,801,,2,0,1325172686,1262573627,1997286,CC BY-SA 3.0,https://stackoverflow.com/questions/1997286/modal-using-prototype-in-rails,modal using prototype in rails,,1325172686.0,,2075625.0,,,
1002,"['javascript', 'html', 'select']","{'account_id': 29591, 'reputation': 13602, 'user_id': 80111, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b2756817b2660e3e37a87fcaf69ee1ef?s=256&d=identicon&r=PG', 'display_name': 'Ben Everard', 'link': 'https://stackoverflow.com/users/80111/ben-everard'}",True,10039,,3,1,1325170463,1263289160,2047932,CC BY-SA 3.0,https://stackoverflow.com/questions/2047932/click-mousedown-event-of-a-select-element,Click (mousedown) event of a select element,,1325170463.0,,2048122.0,,,
1003,"['javascript', 'prototypejs']","{'account_id': 64600, 'reputation': 25488, 'user_id': 190623, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ded2adc034647d0e934806583137ecdd?s=256&d=identicon&r=PG', 'display_name': 'Gandalf StormCrow', 'link': 'https://stackoverflow.com/users/190623/gandalf-stormcrow'}",True,2638,,2,0,1325170143,1262688069,2005419,CC BY-SA 3.0,https://stackoverflow.com/questions/2005419/select-element-with-prototype,select element with prototype,,1325170143.0,,2005558.0,,,
1004,"['javascript', 'css', 'prototypejs']","{'account_id': 51677, 'reputation': 1378, 'user_id': 154445, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/379b8c8a80f994cb80af8ac47948e3ea?s=256&d=identicon&r=PG', 'display_name': 'Daniil', 'link': 'https://stackoverflow.com/users/154445/daniil'}",True,2474,,1,2,1325169507,1262984680,2030728,CC BY-SA 3.0,https://stackoverflow.com/questions/2030728/getting-a-color-from-the-css-class-using-prototype,Getting a color from the CSS class using prototype,,1325169507.0,,2030759.0,,,
