,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,accepted_answer_id,closed_date,closed_reason,protected_date,locked_date
1608,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 17378929, 'reputation': 1586, 'user_id': 12924484, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ppzlA.jpg?s=256&g=1', 'display_name': 'Ismoil Shokirov', 'link': 'https://stackoverflow.com/users/12924484/ismoil-shokirov'}",False,37,0,2,1648734416,1648734416,71693650,CC BY-SA 4.0,https://stackoverflow.com/questions/71693650/huawei-browser-slider-horizontal-scrolling-changes-page-location,Huawei browser slider horizontal scrolling changes page location,,,,,,,,
1609,"['javascript', 'python', 'html', 'css', 'django']","{'account_id': 20144663, 'reputation': 131, 'user_id': 14773487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/542a772f2098ea2079da8196c07b3901?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leon_idas', 'link': 'https://stackoverflow.com/users/14773487/leon-idas'}",False,51,0,1,1648734366,1648733519,71693400,CC BY-SA 4.0,https://stackoverflow.com/questions/71693400/javascript-fetch-likes-not-showing-up-in-the-social-post-in-django,JavaScript fetch likes not showing up in the social Post in Django,1648734366.0,,,,,,,
1610,"['javascript', 'image', 'variables', 'internals']","{'account_id': 24662941, 'reputation': 11, 'user_id': 18558964, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28319fceda36f269de5bce958ae023a0?s=256&d=identicon&r=PG', 'display_name': 'hm741', 'link': 'https://stackoverflow.com/users/18558964/hm741'}",False,47,0,0,1648734307,1648555776,71661752,CC BY-SA 4.0,https://stackoverflow.com/questions/71661752/dynamic-image-change-according-to-internal-variable,Dynamic image change according to internal variable,1648734307.0,,,,,,,
1611,"['javascript', 'angular', 'angular-material', 'material-ui']","{'account_id': 7819979, 'reputation': 1045, 'user_id': 5913407, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/18a3dd1cac701e741f8e60d5e9fdd8a9?s=256&d=identicon&r=PG&f=1', 'display_name': 'LowCool', 'link': 'https://stackoverflow.com/users/5913407/lowcool'}",False,22,0,0,1648734303,1648734303,71693627,CC BY-SA 4.0,https://stackoverflow.com/questions/71693627/unable-to-populate-tick-mark-on-angular-checkbox,Unable to populate tick mark on angular checkbox,,,,,,,,
1612,"['javascript', 'reactjs', 'javascript-objects', 'soapui', 'soap-client']","{'account_id': 17707476, 'reputation': 19, 'user_id': 12855681, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCQWHT-4K3bUUz-moH9H2g3ajhWOXTh5Z2xp9WqQQ=k-s256', 'display_name': 'Towseef Ahmed', 'link': 'https://stackoverflow.com/users/12855681/towseef-ahmed'}",False,76,0,0,1648734267,1648734267,71693617,CC BY-SA 4.0,https://stackoverflow.com/questions/71693617/unable-to-send-soap-request-from-reactjs,Unable to send SOAP request from ReactJS,,,,,,,,
1613,"['javascript', 'reactjs', 'react-redux']","{'account_id': 18411278, 'reputation': 61, 'user_id': 13411507, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiTsmuAlHEh5xWFV3ZqjJY2uj3J7WoqxsgE_t9q=k-s256', 'display_name': 'Haris Ahmad', 'link': 'https://stackoverflow.com/users/13411507/haris-ahmad'}",False,423,1,0,1648734263,1648037734,71587059,CC BY-SA 4.0,https://stackoverflow.com/questions/71587059/image-shows-empty-object-while-dispatching-action-in-react-js,image shows empty object while dispatching action in react js,1648110030.0,,,,,,,
1614,"['javascript', 'reactjs', 'validation', 'modal-dialog', 'popup']","{'account_id': 16583315, 'reputation': 9, 'user_id': 11983401, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3cd361edd1583ef2edd7dc191a365bee?s=256&d=identicon&r=PG&f=1', 'display_name': 'r23', 'link': 'https://stackoverflow.com/users/11983401/r23'}",False,22,0,0,1648733957,1648733957,71693519,CC BY-SA 4.0,https://stackoverflow.com/questions/71693519/hi-i-wrote-the-code-for-popup-in-reactjs-but-the-validation-is-not-working-on-e,Hi. I wrote the code for popup in reactjs but the validation is not working on each input field inside popup,,,,,,,,
1615,"['javascript', 'vue.js', 'internationalization', 'nuxt.js', 'vue-i18n']","{'account_id': 15231832, 'reputation': 13325, 'user_id': 10990737, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y8rbe.png?s=256&g=1', 'display_name': 'bill.gates', 'link': 'https://stackoverflow.com/users/10990737/bill-gates'}",False,231,0,0,1648733728,1648733728,71693451,CC BY-SA 4.0,https://stackoverflow.com/questions/71693451/cannot-translate-the-value-of-keypath-when-setting-lazy-to-true,Cannot translate the value of keypath when setting lazy to true,,,,,,,,
1616,"['javascript', 'jquery', '.net', 'model-view-controller']","{'account_id': 17060513, 'reputation': 97, 'user_id': 12344070, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57befe0af3e005e90efe32f33650185a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aletho', 'link': 'https://stackoverflow.com/users/12344070/aletho'}",False,9,0,0,1648733689,1648729275,71692381,CC BY-SA 4.0,https://stackoverflow.com/questions/71692381/net-mvc-deselecting-model-checkboxes-onclick-in-view,.Net MVC Deselecting model checkboxes onclick in view,1648733689.0,,,,,,,
1617,"['javascript', 'arrays', 'reactjs', 'nested']","{'account_id': 11677011, 'reputation': 33, 'user_id': 8550192, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba4d8d8acee365ab7e3d591ffdaba1a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ashkan Azadi', 'link': 'https://stackoverflow.com/users/8550192/ashkan-azadi'}",True,2167,4,0,1648733672,1648717985,71689875,CC BY-SA 4.0,https://stackoverflow.com/questions/71689875/how-to-map-a-nested-array-of-objects-one-child-array-item-at-a-time-in-react,"How to map a nested array of objects, one child array item at a time, in react",1648721412.0,,,71690603.0,,,,
1618,"['javascript', 'heatmap', 'cesiumjs', 'wms']","{'account_id': 4796888, 'reputation': 159, 'user_id': 6261627, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://graph.facebook.com/100000780405420/picture?type=large', 'display_name': 'pawaelus', 'link': 'https://stackoverflow.com/users/6261627/pawaelus'}",False,456,1,-1,1648733637,1648716345,71689501,CC BY-SA 4.0,https://stackoverflow.com/questions/71689501/cesium-and-geoserver-wms,Cesium and Geoserver WMS,1648733637.0,,,,,,,
1619,"['javascript', 'sharepoint', 'odata', 'power-platform']","{'account_id': 9101547, 'reputation': 85, 'user_id': 6773512, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/e539f0c9557d0b84f9870c3be6876af5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pete Whelan', 'link': 'https://stackoverflow.com/users/6773512/pete-whelan'}",False,373,0,0,1648733555,1648733555,71693407,CC BY-SA 4.0,https://stackoverflow.com/questions/71693407/odata-filter-fails-when-i-try-to-filter-by-a-lookup,ODATA filter fails when I try to filter by a lookup,,,,,,,,
1620,"['javascript', 'node.js', 'asynchronous']","{'account_id': 4265377, 'reputation': 712, 'user_id': 3488625, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/XVl67.jpg?s=256&g=1', 'display_name': 'morgan9999', 'link': 'https://stackoverflow.com/users/3488625/morgan9999'}",True,47,1,0,1648733553,1648718914,71690114,CC BY-SA 4.0,https://stackoverflow.com/questions/71690114/would-giving-response-to-client-while-letting-asynchronous-operation-continue-to,Would giving response to client while letting asynchronous operation continue to run a good idea?,1648730340.0,,,71693406.0,,,,
1621,"['javascript', 'reactjs']","{'account_id': 24737178, 'reputation': 31, 'user_id': 18624390, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhhcVMPXM-krlrGF695TbA3KV96VmpLPWDKB4hCrw=k-s256', 'display_name': 'Vraj Solanki', 'link': 'https://stackoverflow.com/users/18624390/vraj-solanki'}",True,105,1,0,1648733477,1648732821,71693243,CC BY-SA 4.0,https://stackoverflow.com/questions/71693243/how-to-use-preventdefault-while-passing-variable-in-react,how to use preventDefault() While passing variable in react?,1648733477.0,,,71693349.0,,,,
1622,"['javascript', 'node.js', 'react-native']","{'account_id': 22877164, 'reputation': 5, 'user_id': 17019304, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7001e2bd1cecd50b0c73c9435d15666?s=256&d=identicon&r=PG', 'display_name': 'Araf', 'link': 'https://stackoverflow.com/users/17019304/araf'}",True,125,1,0,1648733392,1648730138,71692591,CC BY-SA 4.0,https://stackoverflow.com/questions/71692591/how-to-change-the-border-color-of-textinputs-when-typing-in-react-native,How to change the border color of textinputs when typing in React Native,1648730923.0,,,71693268.0,,,,
1623,['javascript'],"{'account_id': 16977285, 'reputation': 1, 'user_id': 12280242, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2607744879290482/picture?type=large', 'display_name': 'Rajender Rao', 'link': 'https://stackoverflow.com/users/12280242/rajender-rao'}",False,12,0,0,1648733389,1648733389,71693366,CC BY-SA 4.0,https://stackoverflow.com/questions/71693366/i-need-to-get-bank-value-dynamically-from-the-description-field-in-servicenow,I need to get bank value dynamically from the description field in ServiceNow,,,,,,,,
1624,"['javascript', 'asynchronous', 'promise']","{'account_id': 241581, 'reputation': 687, 'user_id': 512480, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/0cf5174e271a217eaeaff726aa32f51a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joymaker', 'link': 'https://stackoverflow.com/users/512480/joymaker'}",False,515,3,3,1648733387,1648157799,71609736,CC BY-SA 4.0,https://stackoverflow.com/questions/71609736/asynchronous-readline-loop-without-async-await,Asynchronous readline loop without async / await,,,,,,,,
1625,"['javascript', 'reactjs', 'curl', 'fetch', 'fetch-api']","{'user_type': 'does_not_exist', 'display_name': 'user18541276'}",True,956,1,-1,1648733329,1648732065,71693054,CC BY-SA 4.0,https://stackoverflow.com/questions/71693054/how-to-send-curl-request-in-react-javascript-using-fetch,How to send curl request in react/javascript using fetch?,1648732562.0,,,71693352.0,,,,
1626,"['javascript', 'jquery']","{'account_id': 8160490, 'reputation': 83, 'user_id': 6144656, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2deb52ea46933622fa583c25dc768565?s=256&d=identicon&r=PG&f=1', 'display_name': 'anton_klochko', 'link': 'https://stackoverflow.com/users/6144656/anton-klochko'}",True,541,2,-1,1648733188,1648731467,71692906,CC BY-SA 4.0,https://stackoverflow.com/questions/71692906/how-can-i-compare-two-strings-ignoring-new-line-characters-white-spaces-non-br,"How can I compare two strings ignoring new line characters, white spaces, non-breaking space?",1648731570.0,,,,,,,
1627,"['javascript', 'arrays', 'function']","{'account_id': 24745338, 'reputation': 11, 'user_id': 18631602, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgTPP7eGccAI7p5S5_-0aQ-IGXAtcDgziIo5tkxyg=k-s256', 'display_name': 'Samuel', 'link': 'https://stackoverflow.com/users/18631602/samuel'}",False,46,4,1,1648732980,1648643100,71677183,CC BY-SA 4.0,https://stackoverflow.com/questions/71677183/hi-i-am-having-a-problem-in-java-script-with-function-and-arrays,Hi i am having a problem in java script with function and arrays,1648643406.0,,,,,,,
1628,"['javascript', 'd3.js', 'zooming']","{'account_id': 7339964, 'reputation': 445, 'user_id': 5589918, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/IghGz.jpg?s=256&g=1', 'display_name': 'Da Mike', 'link': 'https://stackoverflow.com/users/5589918/da-mike'}",False,82,0,1,1648732922,1648732922,71693266,CC BY-SA 4.0,https://stackoverflow.com/questions/71693266/d3-force-directed-graph-breaks-on-zoom,D3 Force Directed Graph breaks on zoom,,,,,,,,
1629,['javascript'],"{'account_id': 24534607, 'reputation': 87, 'user_id': 18445889, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzkMSdxYGlMgNY9fbELtWlrOmoZstSLUKWNyncu=k-s256', 'display_name': 'Gaito Uchiha', 'link': 'https://stackoverflow.com/users/18445889/gaito-uchiha'}",False,39,0,0,1648732770,1648732078,71693059,CC BY-SA 4.0,https://stackoverflow.com/questions/71693059/random-number-generator-is-giving-zero-still-when-minimum-and-maximum-is-given,Random number generator is giving zero still when minimum and maximum is given,1648732770.0,,,,,,,
1630,"['javascript', 'reactjs']","{'account_id': 24326151, 'reputation': 13, 'user_id': 18265667, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f33245c967ceda7480a3a1c0e5337e4?s=256&d=identicon&r=PG', 'display_name': 'fayemacapagal', 'link': 'https://stackoverflow.com/users/18265667/fayemacapagal'}",True,47,1,0,1648732473,1648727093,71691887,CC BY-SA 4.0,https://stackoverflow.com/questions/71691887/i-want-to-show-the-filtered-search-from-an-array-i-cannot-return-it-in-front-en,"I want to show the filtered search from an array, I cannot return it in front end",1648732473.0,,,,,,,
1631,"['javascript', 'reactjs']","{'account_id': 9665227, 'reputation': 21, 'user_id': 7171921, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/0e7b23cb389ceb0921512bf4b159cd34?s=256&d=identicon&r=PG&f=1', 'display_name': 'React Developer', 'link': 'https://stackoverflow.com/users/7171921/react-developer'}",True,50,1,0,1648732424,1648720745,71690531,CC BY-SA 4.0,https://stackoverflow.com/questions/71690531/react-passing-value-from-child-component-to-parent-component,React: Passing value from child component to parent component,1648732424.0,,,71691901.0,,,,
1632,"['javascript', 'r', 'excel', 'shiny', 'datatable']","{'account_id': 22288182, 'reputation': 108, 'user_id': 16515478, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c55057702c4bee295264e15a6ab6655e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fire Salamander', 'link': 'https://stackoverflow.com/users/16515478/fire-salamander'}",False,39,0,0,1648732400,1648732400,71693144,CC BY-SA 4.0,https://stackoverflow.com/questions/71693144/how-to-save-currency-in-german-format-and-percentage-columns-as-numeric-in-exc,How to save currency (in German format) and percentage columns as numeric in Excel after exportet from datatable in R shiny?,,,,,,,,
1633,['javascript'],"{'account_id': 1660400, 'reputation': 31, 'user_id': 1528807, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/9e8d5b7dd0dd2cf7c315ba02c02120a1?s=256&d=identicon&r=PG', 'display_name': 'philiph', 'link': 'https://stackoverflow.com/users/1528807/philiph'}",True,57,3,0,1648732365,1648722589,71690954,CC BY-SA 4.0,https://stackoverflow.com/questions/71690954/how-do-i-do-math-with-two-different-arrays,How do I do math with two different arrays?,,,,71691106.0,,,,
1634,"['javascript', 'angular', 'google-maps', 'google-maps-api-3']","{'account_id': 11282279, 'reputation': 31, 'user_id': 8274227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3951562a87c8fee5338410bc400fbc1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Master', 'link': 'https://stackoverflow.com/users/8274227/master'}",False,567,0,1,1648732213,1648732213,71693103,CC BY-SA 4.0,https://stackoverflow.com/questions/71693103/on-opening-google-map-second-time-error-is-generating-saying-that-you-have-incl,"On opening google map second time, error is generating saying that You have included the Google Maps JavaScript API multiple times on this page",,,,,,,,
1635,"['javascript', 'css', 'vue.js', 'primevue']","{'account_id': 1528111, 'reputation': 1368, 'user_id': 1426035, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1211ecc94ba2e83b71461323c865aa00?s=256&d=identicon&r=PG', 'display_name': 'Jeff Huijsmans', 'link': 'https://stackoverflow.com/users/1426035/jeff-huijsmans'}",False,173,0,1,1648732032,1648727024,71691870,CC BY-SA 4.0,https://stackoverflow.com/questions/71691870/override-a-teleport-that-is-defined-in-an-imported-package-in-vue-3,Override a &lt;Teleport /&gt; that is defined in an imported package in Vue 3,1648732032.0,,,,,,,
1636,"['javascript', 'testing', 'browser', 'frontend', 'cypress']","{'account_id': 1486414, 'reputation': 13948, 'user_id': 1394590, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/7hwje.jpg?s=256&g=1', 'display_name': 'bgusach', 'link': 'https://stackoverflow.com/users/1394590/bgusach'}",False,546,0,1,1648731897,1648731897,71693006,CC BY-SA 4.0,https://stackoverflow.com/questions/71693006/cypress-test-freezes-for-some-seconds-while-standalone-app-doesnt,Cypress test freezes for some seconds while standalone app doesn&#39;t,,,,,,,,
1637,"['javascript', 'html', 'asp.net-mvc']","{'account_id': 154699, 'reputation': 819, 'user_id': 370806, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/59d11e22dadef58cbdb06bc82604f5f4?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/370806/john'}",False,29,1,0,1648731872,1648729845,71692531,CC BY-SA 4.0,https://stackoverflow.com/questions/71692531/using-javascript-reset-removes-format-of-phone-field,Using JavaScript reset removes format of phone field,1648730406.0,,,,,,,
1638,"['javascript', 'php', 'paypal']","{'account_id': 14671834, 'reputation': 65, 'user_id': 10596102, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96f91d3f92d1106296c79949f94717d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ali Mammadov', 'link': 'https://stackoverflow.com/users/10596102/ali-mammadov'}",True,40,1,0,1648731822,1648730778,71692731,CC BY-SA 4.0,https://stackoverflow.com/questions/71692731/change-return-fetch-directory,change return fetch directory,1648731081.0,,,71692983.0,,,,
1639,"['javascript', 'jquery', 'html5-video']","{'account_id': 15221815, 'reputation': 568, 'user_id': 10983537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27b6bb2c6eafba2736a8b6c12cb6230d?s=256&d=identicon&r=PG&f=1', 'display_name': 'provance', 'link': 'https://stackoverflow.com/users/10983537/provance'}",True,107,1,1,1648731765,1648730452,71692658,CC BY-SA 4.0,https://stackoverflow.com/questions/71692658/how-to-play-a-video-from-a-specific-starttime-to-a-specific-endtime,how to play a video from a specific startTime to a specific endTime,,,,,,,,
1640,"['javascript', 'vis.js']","{'account_id': 21575010, 'reputation': 355, 'user_id': 15907304, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgKXvEvlao3_1j9tuShCIiD3rqYIYMdroLMxJRU=k-s256', 'display_name': 'Petros Kalafatidis', 'link': 'https://stackoverflow.com/users/15907304/petros-kalafatidis'}",False,132,1,0,1648731683,1648731118,71692811,CC BY-SA 4.0,https://stackoverflow.com/questions/71692811/vis-timeline-is-not-visible,vis timeline is not visible,1648731295.0,,,,,,,
1641,"['javascript', 'html', 'jsp']","{'account_id': 24755848, 'reputation': 31, 'user_id': 18640792, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJykI3mfoBZ5BVIpwaUXa5tOr4ko32ye3AfIErII=k-s256', 'display_name': 'Radha Kalal', 'link': 'https://stackoverflow.com/users/18640792/radha-kalal'}",True,1306,1,2,1648731490,1648713848,71689005,CC BY-SA 4.0,https://stackoverflow.com/questions/71689005/tabindex-is-given-it-is-focusing-but-on-enter-key-enter-it-wont-work,tabindex is given it is focusing but on enter key enter it won&#39;t work,,,,,,,,
1642,"['javascript', 'selenium', 'web-scraping', 'selenium-chromedriver']","{'account_id': 18535504, 'reputation': 39, 'user_id': 13505278, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhdiFMnkbfPcZz36LZvtyqDcal3cX5uHK32t-1qcg=k-s256', 'display_name': 'raju kancharla', 'link': 'https://stackoverflow.com/users/13505278/raju-kancharla'}",False,43,0,1,1648731444,1648731444,71692896,CC BY-SA 4.0,https://stackoverflow.com/questions/71692896/how-to-get-window-document-from-selenium-driver,How to get window.document from selenium driver?,,,,,,,,
1643,"['javascript', 'phaser-framework']","{'account_id': 898132, 'reputation': 539, 'user_id': 934965, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/03697d22c18e2ea5dd3485fcdfa034d9?s=256&d=identicon&r=PG', 'display_name': 'web_la', 'link': 'https://stackoverflow.com/users/934965/web-la'}",True,102,1,2,1648731332,1648284748,71626593,CC BY-SA 4.0,https://stackoverflow.com/questions/71626593/getting-last-element-on-click-every-time-in-javascript-loop-with-phaser-js,Getting last element on click every time in Javascript loop with Phaser JS,,,,71627656.0,,,,
1644,"['javascript', 'c#', 'asp.net', 'google-chrome', 'asp.net-mvc-5']","{'account_id': 16415256, 'reputation': 35, 'user_id': 11857564, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8eeb8b245412e67d6504c2cae281dc67?s=256&d=identicon&r=PG&f=1', 'display_name': 'PandaSITT', 'link': 'https://stackoverflow.com/users/11857564/pandasitt'}",False,62,0,1,1648731328,1648730847,71692748,CC BY-SA 4.0,https://stackoverflow.com/questions/71692748/asp-net-reload-redirect-view-without-changing-the-back-button-order-for-chrome,ASP.NET Reload (Redirect) view without changing the back button order for chrome,1648731328.0,,,,,,,
1645,"['javascript', 'reactjs', 'azure-active-directory', 'conditional-rendering']","{'account_id': 6088397, 'reputation': 273, 'user_id': 7913631, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ASG3P1LZzD4/AAAAAAAAAAI/AAAAAAAAAAA/0__iyuk41JA/photo.jpg?sz=256', 'display_name': 'Sriharsha K', 'link': 'https://stackoverflow.com/users/7913631/sriharsha-k'}",True,2449,1,0,1648731297,1648616481,71671755,CC BY-SA 4.0,https://stackoverflow.com/questions/71671755/redirect-to-home-page-after-react-azure-ad-login,Redirect to home page after React Azure AD login,,,,,,,,
1646,"['javascript', 'typescript']","{'account_id': 24758430, 'reputation': 1, 'user_id': 18643123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d37fb963217a8052d3f4eb8b7cb942a?s=256&d=identicon&r=PG', 'display_name': 'Lila12', 'link': 'https://stackoverflow.com/users/18643123/lila12'}",False,44,1,-3,1648731289,1648727568,71691990,CC BY-SA 4.0,https://stackoverflow.com/questions/71691990/change-javascript-in-typescript,Change JavaScript in TypeScript,1648727759.0,,,,,,,
1647,"['javascript', 'arrays']","{'account_id': 24403624, 'reputation': 41, 'user_id': 18332039, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg4tifXqz1EyvGvql7xiwcDxgNf1-wr9gaXxaiPcQ=k-s256', 'display_name': 'jeho Ntanda', 'link': 'https://stackoverflow.com/users/18332039/jeho-ntanda'}",True,28,2,0,1648731176,1648730304,71692632,CC BY-SA 4.0,https://stackoverflow.com/questions/71692632/advise-on-array-manipulation,Advise on Array manipulation,,,,71692829.0,,,,
1648,"['javascript', 'c#', 'asp.net', 'webforms']","{'account_id': 21405614, 'reputation': 1, 'user_id': 15766899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec5019d70d534d71e325c704549ac598?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frank', 'link': 'https://stackoverflow.com/users/15766899/frank'}",False,122,0,0,1648731080,1648731080,71692802,CC BY-SA 4.0,https://stackoverflow.com/questions/71692802/refresh-all-open-chrome-tabs-on-a-button-click-event-in-asp-net,Refresh all open chrome tabs on a button click event in asp.net,,,,,,,,
1649,['javascript'],"{'account_id': 24757636, 'reputation': 7, 'user_id': 18642394, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwXOfMoldaOLTidMx9QgNflfd20S3HxgEPxMdEkLQ=k-s256', 'display_name': 'Kibo', 'link': 'https://stackoverflow.com/users/18642394/kibo'}",True,2039,1,0,1648730933,1648724041,71691243,CC BY-SA 4.0,https://stackoverflow.com/questions/71691243/typeerror-cannot-read-properties-of-undefined-reading-id,&quot;TypeError: Cannot read properties of undefined (reading &#39;id&#39;)&quot;,,,,71692624.0,,,,
1650,"['javascript', 'python', 'django', 'forms']","{'account_id': 23955350, 'reputation': 11, 'user_id': 17946310, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiFyPC00yRVIwXJK10FJr7UO1zgTjBJlRVoab4M=k-s256', 'display_name': 'Khalid Seflan', 'link': 'https://stackoverflow.com/users/17946310/khalid-seflan'}",False,45,1,0,1648730805,1648705714,71687455,CC BY-SA 4.0,https://stackoverflow.com/questions/71687455/how-to-get-a-variable-value-from-form-to-python-function-in-django-from-javascri,how to get a variable value from form to python function in django from javascript,,,,,,,,
1651,"['javascript', 'arrays', 'object', 'vuejs2', 'properties']","{'account_id': 4301154, 'reputation': 801, 'user_id': 3514835, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/O9qG3.jpg?s=256&g=1', 'display_name': 'Joao Alves Marrucho', 'link': 'https://stackoverflow.com/users/3514835/joao-alves-marrucho'}",True,22,1,0,1648730776,1648730240,71692611,CC BY-SA 4.0,https://stackoverflow.com/questions/71692611/how-to-show-a-property-from-an-object-inside-an-array-in-vue-data-during-a-loop,How to show a property from an object inside an array in Vue data during a loop defined on the Template?,1648730702.0,,,71692730.0,,,,
1652,"['javascript', 'while-loop']","{'account_id': 24134309, 'reputation': 21, 'user_id': 18101479, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh-jnFx3OqkGkzysR7ZgmfWuKYgVvD07xcBvsBoxA=k-s256', 'display_name': 'Khaled Ha', 'link': 'https://stackoverflow.com/users/18101479/khaled-ha'}",True,107,6,1,1648730768,1648726553,71691774,CC BY-SA 4.0,https://stackoverflow.com/questions/71691774/got-stuck-in-an-infinite-loop,Got stuck in an infinite loop,1648726807.0,,,,,,,
1653,"['javascript', 'reactjs', 'jestjs', 'react-testing-library']","{'account_id': 21386605, 'reputation': 405, 'user_id': 15751486, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a34ae745e2908a957cc58cb02c95ff12?s=256&d=identicon&r=PG&f=1', 'display_name': 'underfrankenwood', 'link': 'https://stackoverflow.com/users/15751486/underfrankenwood'}",True,254,1,0,1648730717,1648729900,71692539,CC BY-SA 4.0,https://stackoverflow.com/questions/71692539/failing-tests-because-of-the-daylight-saving-time-change,Failing tests because of the daylight saving time change,1648730413.0,,,71692629.0,,,,
1654,['javascript'],"{'account_id': 22509443, 'reputation': 1, 'user_id': 16704582, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/990sJ.jpg?s=256&g=1', 'display_name': 'vardhiro', 'link': 'https://stackoverflow.com/users/16704582/vardhiro'}",False,72,1,-2,1648730663,1648730369,71692642,,https://stackoverflow.com/questions/71692642/creating-a-file-using-plain-javascript,Creating a file using plain JavaScript,1648730481.0,,,,1648730555.0,Duplicate,,
1655,"['javascript', 'aframe', 'virtual-reality', 'navmesh']","{'account_id': 24757546, 'reputation': 310, 'user_id': 18642316, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwApbqu56TSQdZjTm1_KqwTE715z8RumuUITymw=k-s256', 'display_name': 'ajai.s', 'link': 'https://stackoverflow.com/users/18642316/ajai-s'}",True,270,2,0,1648730650,1648723542,71691140,CC BY-SA 4.0,https://stackoverflow.com/questions/71691140/trouble-using-nav-mesh-in-a-frame-js-for-my-vr-project,Trouble using nav-mesh in a-frame js for my VR project,1648723901.0,,,71692701.0,,,,
