,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
1589,"['javascript', 'google-chrome', 'browser']","{'account_id': 908116, 'reputation': 675, 'user_id': 942597, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/1026ae20f825d1dcb5ad36efc27e4d6e?s=256&d=identicon&r=PG', 'display_name': 'Kit Barnes', 'link': 'https://stackoverflow.com/users/942597/kit-barnes'}",False,697,,,1,0,1606404971,1603726085,64540105,CC BY-SA 4.0,https://stackoverflow.com/questions/64540105/browser-screen-height-with-page-zoom,Browser screen/height with page zoom,1603727437.0,,
1590,"['javascript', 'reactjs', 'react-native', 'expo', 'face-detection']","{'account_id': 14854122, 'reputation': 545, 'user_id': 10727157, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gsJeCgxH_-E/AAAAAAAAAAI/AAAAAAAAIKA/cXfvTy4e02s/photo.jpg?sz=256', 'display_name': 'ashen madusanka', 'link': 'https://stackoverflow.com/users/10727157/ashen-madusanka'}",True,638,,65013232.0,1,0,1606341311,1602421015,64304247,CC BY-SA 4.0,https://stackoverflow.com/questions/64304247/expo-facedetector-keep-triggering-onfacesdetected-event-in-accurate-mode-eve,expo FaceDetector keep triggering &quot;onFacesDetected&quot; event in &quot;accurate&quot; mode even without face,,,
1591,"['javascript', 'here-api', 'heremaps']","{'account_id': 10142585, 'reputation': 814, 'user_id': 7491837, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/65adac70903164651b524a048c773ba8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adriano', 'link': 'https://stackoverflow.com/users/7491837/adriano'}",False,200,,,1,1,1606338471,1603050269,64417607,CC BY-SA 4.0,https://stackoverflow.com/questions/64417607/how-to-add-base-map-with-max-and-min-zoom-heremaps-js-api,How to add base map with max and min zoom HereMaps JS Api,1606338471.0,,
1592,"['javascript', 'reactjs', 'function', 'react-router', 'react-component']","{'account_id': 16466079, 'reputation': 261, 'user_id': 11896163, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b7f6445a658a4b5788a0ecb6674f9f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nikunj V', 'link': 'https://stackoverflow.com/users/11896163/nikunj-v'}",False,78,,,0,1,1606324621,1602756908,64369376,CC BY-SA 4.0,https://stackoverflow.com/questions/64369376/react-refresh-cards-without-resetting-the-stopwatch,React - Refresh cards without resetting the stopwatch,1606324621.0,,
1593,"['javascript', 'dom']","{'account_id': 18590368, 'reputation': 27, 'user_id': 13547722, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3019b87205a4bbf5bf7ea20d0f9d5d4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'ricky', 'link': 'https://stackoverflow.com/users/13547722/ricky'}",True,103,,64158495.0,2,0,1606316334,1601564852,64158193,CC BY-SA 4.0,https://stackoverflow.com/questions/64158193/auto-text-with-javascript,auto-text with javascript,1606316334.0,,
1594,"['javascript', 'google-apps-script', 'google-sheets']","{'account_id': 19673193, 'reputation': 1, 'user_id': 14401995, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi5oYOOJ6bUUmMe5Z-kZRqfZ7qyZfh57uqJdzx_oA=k-s256', 'display_name': 'Artyom Lakhov', 'link': 'https://stackoverflow.com/users/14401995/artyom-lakhov'}",False,32,,,1,-2,1606306157,1602003047,64230364,CC BY-SA 4.0,https://stackoverflow.com/questions/64230364/cannot-write-a-right-script-for-email-alerts-from-google-sheets,Cannot write a right script for email alerts from google sheets,1602003071.0,,
1595,"['javascript', 'plot', 'visualization']","{'account_id': 164450, 'reputation': 59098, 'user_id': 387194, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/dc10501a6e08f9efcb42bf7b434bf1b1?s=256&d=identicon&r=PG', 'display_name': 'jcubic', 'link': 'https://stackoverflow.com/users/387194/jcubic'}",True,81,,65001419.0,1,0,1606294793,1604144850,64621372,CC BY-SA 4.0,https://stackoverflow.com/questions/64621372/how-to-create-multi-2d-line-plot-of-prices-over-time,How to create multi 2D line plot of prices over time,1604229448.0,,
1596,"['javascript', 'arrays', 'ajax', 'dom-events', 'ajaxform']","{'account_id': 7262023, 'reputation': 11, 'user_id': 5538351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/615826c2546bb273d8fa6d71cdc2182e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user5538351', 'link': 'https://stackoverflow.com/users/5538351/user5538351'}",True,85,,,1,0,1606292337,1603579286,64518681,,https://stackoverflow.com/questions/64518681/what-is-the-best-way-to-create-javascript-components,What is the best way to create Javascript components?,1606292337.0,1603600186.0,Opinion-based
1597,"['javascript', 'node.js', 'express']","{'user_type': 'does_not_exist', 'display_name': 'user12280951'}",True,46,,,2,0,1606260406,1601892329,64206495,CC BY-SA 4.0,https://stackoverflow.com/questions/64206495/how-send-javasript-with-express,How send javasript with Express?,,,
1598,"['javascript', 'physics', 'p5.js', 'runge-kutta']","{'account_id': 18726722, 'reputation': 21, 'user_id': 13653183, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-b6OK7kzLFbU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckk29_9I8gyhMDrQ2PuejpW3vKxPw/photo.jpg?sz=256', 'display_name': 'half0man', 'link': 'https://stackoverflow.com/users/13653183/half0man'}",True,671,,,2,2,1606251735,1601562839,64157573,CC BY-SA 4.0,https://stackoverflow.com/questions/64157573/how-to-calculate-movement-of-pendulum,How to calculate movement of pendulum?,1601570119.0,,
1599,"['javascript', 'reactjs', 'next.js']","{'account_id': 1725961, 'reputation': 5583, 'user_id': 1580610, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/eMtFG.jpg?s=256&g=1', 'display_name': 'Vinnie James', 'link': 'https://stackoverflow.com/users/1580610/vinnie-james'}",True,6080,,,1,2,1606250156,1603810964,64557197,CC BY-SA 4.0,https://stackoverflow.com/questions/64557197/compiling-legacy-components-in-next-js-cant-resolve-react-jsx-dev-runtime-g,"Compiling legacy components in Next.js (Can&#39;t resolve &#39;react/jsx-dev-runtime&#39;, Global CSS cannot be imported)",,,
1600,"['javascript', 'vue.js', 'webpack-hmr']","{'account_id': 75990, 'reputation': 12845, 'user_id': 217823, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/198e729c90ed694c9e3dd4e05c9fb17c?s=256&d=identicon&r=PG', 'display_name': 'JustAMartin', 'link': 'https://stackoverflow.com/users/217823/justamartin'}",False,710,,,1,0,1606240519,1602596212,64336266,CC BY-SA 4.0,https://stackoverflow.com/questions/64336266/disabling-hot-reload-for-vue-js-website-with-raw-loader-for-production-like-envi,Disabling hot reload for vue.js website with raw-loader for production-like environments,1602664705.0,,
1601,"['javascript', 'arrays']","{'account_id': 13590752, 'reputation': 819, 'user_id': 9804124, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/123c65bfee9f2af5f2d50a5f4518579f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zahid Hussain', 'link': 'https://stackoverflow.com/users/9804124/zahid-hussain'}",False,48,,,1,2,1606234939,1603261580,64457786,CC BY-SA 4.0,https://stackoverflow.com/questions/64457786/compare-two-array-of-objects-based-on-a-properties-value-and-return-the-matched,Compare two array of objects based on a properties value and return the matched,1603722168.0,,
1602,"['javascript', 'testing', 'cucumber', 'report', 'bdd']","{'account_id': 14724185, 'reputation': 65, 'user_id': 10633781, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1903281056386120/picture?type=large', 'display_name': 'Adrian ', 'link': 'https://stackoverflow.com/users/10633781/adrian'}",True,2724,,,1,2,1606234042,1603819590,64559777,CC BY-SA 4.0,https://stackoverflow.com/questions/64559777/how-to-generate-local-report-in-cucumber,How to generate local report in cucumber?,,,
1603,"['javascript', 'reactjs']","{'account_id': 19211573, 'reputation': 1690, 'user_id': 14037283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0af08b0c329963626eb9f672b7ed35cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'tonitone120', 'link': 'https://stackoverflow.com/users/14037283/tonitone120'}",True,356,,,2,1,1606230274,1604068847,64610504,CC BY-SA 4.0,https://stackoverflow.com/questions/64610504/what-is-determining-the-order-in-which-these-components-mount-functions-execu,What is determining the order in which these components&#39; &#39;mount&#39; functions execute?,1604081678.0,,
1604,"['javascript', 'thunderbird', 'thunderbird-addon', 'thunderbird-webextensions']","{'account_id': 6526811, 'reputation': 2387, 'user_id': 5049318, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/doxmu.jpg?s=256&g=1', 'display_name': 'Abrar Hossain', 'link': 'https://stackoverflow.com/users/5049318/abrar-hossain'}",True,137,,64988606.0,1,0,1606228297,1603675639,64530456,CC BY-SA 4.0,https://stackoverflow.com/questions/64530456/uploading-a-file-to-remote-server-from-background-script-in-thunderbird,Uploading a file to remote server from background script in Thunderbird,,,
1605,"['javascript', 'audio', 'web-audio-api']","{'account_id': 10648138, 'reputation': 77, 'user_id': 7840090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f11f9ad0e0aef18da583a45e239f3fe1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Will Pierce', 'link': 'https://stackoverflow.com/users/7840090/will-pierce'}",True,411,,64181712.0,2,2,1606218151,1601708658,64181608,CC BY-SA 4.0,https://stackoverflow.com/questions/64181608/why-does-chrome-request-favicon-on-audio-playback,Why does Chrome request favicon on audio playback?,,,
1606,"['javascript', 'here-api', 'heremaps']","{'account_id': 19419315, 'reputation': 11, 'user_id': 14202127, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiXzooxq10CsESDRbMI3GN_lJdTP7CB6RhEVdEtbA=k-s256', 'display_name': 'Pedro Benedetti', 'link': 'https://stackoverflow.com/users/14202127/pedro-benedetti'}",False,549,,,1,1,1606216283,1603814982,64558466,CC BY-SA 4.0,https://stackoverflow.com/questions/64558466/problem-with-reinstantiating-map-objects-here-maps,Problem with reinstantiating map objects HERE Maps,1603815463.0,,
1607,"['javascript', 'typescript', 'angular7']","{'account_id': 5888194, 'reputation': 1307, 'user_id': 4635536, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/6c910d1aaac3e7d051867d7b35e03d27?s=256&d=identicon&r=PG&f=1', 'display_name': 'durga siva kishore mopuru', 'link': 'https://stackoverflow.com/users/4635536/durga-siva-kishore-mopuru'}",False,107,,,1,0,1606216054,1604136307,64620229,CC BY-SA 4.0,https://stackoverflow.com/questions/64620229/how-to-highlight-different-values-in-two-string-objects-in-angular-7,How to highlight different values in two string objects in angular 7?,,,
1608,"['javascript', 'vuejs2', 'vue-router', 'popstate', 'single-spa']","{'account_id': 5970801, 'reputation': 83, 'user_id': 4693171, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7e047bd16cfac4281da2d9b5eda1d4f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'elektrobober', 'link': 'https://stackoverflow.com/users/4693171/elektrobober'}",True,145,,64983546.0,1,1,1606209813,1602774147,64374489,CC BY-SA 4.0,https://stackoverflow.com/questions/64374489/how-to-get-popstate-event-listeners,How to get &#39;popstate&#39; event listeners?,,,
1609,['javascript'],"{'account_id': 7615255, 'reputation': 619, 'user_id': 5774907, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/b80ebc99db9fc7f5422cdb8139d83e0c?s=256&d=identicon&r=PG&f=1', 'display_name': 'jonask', 'link': 'https://stackoverflow.com/users/5774907/jonask'}",True,236,,64305725.0,1,4,1606162869,1602421812,64304365,CC BY-SA 4.0,https://stackoverflow.com/questions/64304365/stop-request-after-x-amount-is-fetched,Stop request after X-amount is fetched,1606162869.0,,
1610,"['javascript', 'reactjs', 'spring', 'spring-boot', 'spring-mvc']","{'account_id': 3384466, 'reputation': 96, 'user_id': 2840745, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/577880245/picture?type=large', 'display_name': 'Remzi Ibrahim Zayid', 'link': 'https://stackoverflow.com/users/2840745/remzi-ibrahim-zayid'}",False,1246,,,3,0,1606137888,1602189824,64270341,CC BY-SA 4.0,https://stackoverflow.com/questions/64270341/redirect-blocked-by-cors-policy-react-springboot,Redirect Blocked by CORS Policy (React + SpringBoot),1602222704.0,,
1611,"['javascript', 'typescript', 'visual-studio-code', 'console.log', 'vscode-debugger']","{'account_id': 86120, 'reputation': 11836, 'user_id': 239712, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9ab7f9073b8903e82146d211fb6d9b73?s=256&d=identicon&r=PG', 'display_name': 'brahn', 'link': 'https://stackoverflow.com/users/239712/brahn'}",True,361,,64899329.0,1,7,1606133809,1603408464,64491766,CC BY-SA 4.0,https://stackoverflow.com/questions/64491766/vscode-debugger-with-typescript-what-determines-how-an-object-is-rendered,vscode debugger with typescript: what determines how an object is rendered?,,,
1612,"['javascript', 'openlayers', 'qgis']","{'account_id': 8978999, 'reputation': 1033, 'user_id': 6694814, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06da9bcbd088ee23277f2b7494ba9daa?s=256&d=identicon&r=PG&f=1', 'display_name': 'MKR', 'link': 'https://stackoverflow.com/users/6694814/mkr'}",False,272,,,1,6,1606130389,1603897149,64575539,CC BY-SA 4.0,https://stackoverflow.com/questions/64575539/qgis-2-web-plugin-and-shape-drawing-option,QGIS 2 web plugin and shape drawing option,1605266914.0,,
1613,"['javascript', 'firebase', 'google-cloud-firestore', 'next.js', 'firebase-tools']","{'account_id': 5751327, 'reputation': 303, 'user_id': 4540917, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10155220846345106/picture?type=large', 'display_name': 'Charles de Dreuille', 'link': 'https://stackoverflow.com/users/4540917/charles-de-dreuille'}",True,1953,,64581574.0,2,2,1606119794,1603918695,64581197,CC BY-SA 4.0,https://stackoverflow.com/questions/64581197/how-to-use-firestore-emulator-with-nextjs,How to use firestore emulator with Nextjs,,,
1614,"['javascript', 'html']","{'account_id': 13245047, 'reputation': 1387, 'user_id': 9564433, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7uGb6.jpg?s=256&g=1', 'display_name': 'Kunal Tyagi', 'link': 'https://stackoverflow.com/users/9564433/kunal-tyagi'}",True,99,,,2,-2,1606111182,1602487455,64313324,CC BY-SA 4.0,https://stackoverflow.com/questions/64313324/how-to-wrap-same-classes-inside-one-parent-div-using-javascript,How to wrap same classes inside one parent div using javascript,1606111182.0,,
1615,"['javascript', 'collision-detection']","{'account_id': 19249387, 'reputation': 19, 'user_id': 14067767, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggu817kDAzblSWPqZqfSFKAu45FMInTF20XK1FoogA=k-s256', 'display_name': 'Vanesa Morilla', 'link': 'https://stackoverflow.com/users/14067767/vanesa-morilla'}",True,179,,,2,1,1606052810,1603229997,64453708,CC BY-SA 4.0,https://stackoverflow.com/questions/64453708/how-to-detect-a-collision-between-a-circle-and-a-rectangle,How to detect a collision between a circle and a rectangle?,1603268936.0,,
1616,"['javascript', 'node.js', 'cron', 'discord.js']","{'account_id': 6866441, 'reputation': 1, 'user_id': 5278708, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-utW-1AiB2Pc/AAAAAAAAAAI/AAAAAAAAACc/li0HF1nQLvc/photo.jpg?sz=256', 'display_name': 'skimpy noodle', 'link': 'https://stackoverflow.com/users/5278708/skimpy-noodle'}",False,1450,,,1,0,1606048145,1601652634,64174306,CC BY-SA 4.0,https://stackoverflow.com/questions/64174306/sending-a-scheduled-message-with-cron-node-js,sending a scheduled message with cron &amp; node.js,,,
1617,"['javascript', 'reactjs', 'next.js', 'react-grid-layout']","{'account_id': 19848220, 'reputation': 5, 'user_id': 14539304, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-NSeDe465BFk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmibWbK_l33yV2Bu1zgK6Gm3U-yYg/s96-c/photo.jpg?sz=256', 'display_name': 'RATIU5', 'link': 'https://stackoverflow.com/users/14539304/ratiu5'}",True,781,,64939258.0,1,0,1606022173,1603997692,64597519,CC BY-SA 4.0,https://stackoverflow.com/questions/64597519/toggling-the-static-key-boolean-in-layout-object-of-a-react-grid-layout-causes-a,Toggling the static key boolean in layout object of a react-grid-layout causes all grid items to move incorrectly,1606002876.0,,
1618,"['javascript', 'angularjs', 'ionic-framework']","{'account_id': 12484908, 'reputation': 1018, 'user_id': 9088454, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-kegYJCFMCro/AAAAAAAAAAI/AAAAAAAAATU/LZizxkFtrXY/photo.jpg?sz=256', 'display_name': 'user9088454', 'link': 'https://stackoverflow.com/users/9088454/user9088454'}",True,874,,,2,8,1606020436,1603802404,64554645,CC BY-SA 4.0,https://stackoverflow.com/questions/64554645/how-can-i-fill-color-between-4-lines-when-it-connect-in-canvas,How can I fill color between 4 lines when it connect in canvas?,1605432183.0,,
1619,"['javascript', 'vue.js', 'vue-component', 'vuejs3']","{'account_id': 1177078, 'reputation': 12099, 'user_id': 1152809, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/7bA0M.jpg?s=256&g=1', 'display_name': 'Travis Heeter', 'link': 'https://stackoverflow.com/users/1152809/travis-heeter'}",True,1546,,64418114.0,2,3,1606019699,1603053401,64418086,CC BY-SA 4.0,https://stackoverflow.com/questions/64418086/following-documentation-i-cannot-create-an-instance-of-vue-js-3,Following documentation I cannot create an instance of Vue.js 3,1603057457.0,,
1620,"['javascript', 'php', 'css', 'xml', 'svg']","{'account_id': 3801807, 'reputation': 1429, 'user_id': 3155240, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea8f38a00798080b48cdcf4d4f14b720?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shmack', 'link': 'https://stackoverflow.com/users/3155240/shmack'}",True,142,,64949462.0,1,0,1606003894,1602787097,64377808,CC BY-SA 4.0,https://stackoverflow.com/questions/64377808/svg-merge-text-outline-into-one-complete-outline,svg merge text outline into one complete outline,1602817636.0,,
1621,"['javascript', 'date', 'momentjs', 'lodash', 'underscore.js']","{'account_id': 474686, 'reputation': 25102, 'user_id': 884521, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b096fdd882f826178a7eb8c56e1a1aa5?s=256&d=identicon&r=PG', 'display_name': 'Mo.', 'link': 'https://stackoverflow.com/users/884521/mo'}",False,418,,,1,0,1605999700,1603121814,64430609,CC BY-SA 4.0,https://stackoverflow.com/questions/64430609/lodash-orderby-date-in-asc-and-desc-not-working,lodash orderBy date in asc and desc not working,1605999700.0,,
1622,"['javascript', 'node.js', 'axios']","{'account_id': 4336674, 'reputation': 2892, 'user_id': 3541003, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://graph.facebook.com/1094121565/picture?type=large', 'display_name': 'ThePerplexedOne', 'link': 'https://stackoverflow.com/users/3541003/theperplexedone'}",True,279,,64442465.0,1,1,1605997959,1603185072,64442048,CC BY-SA 4.0,https://stackoverflow.com/questions/64442048/unhandled-promise-rejection-even-though-im-pretty-sure-ive-handled-them-all,"Unhandled promise rejection, even though I&#39;m pretty sure I&#39;ve handled them all",1605997959.0,,
1623,"['javascript', 'reactjs', 'async-await']","{'account_id': 17597887, 'reputation': 4561, 'user_id': 12768467, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M9vwD.jpg?s=256&g=1', 'display_name': 'DoneDeal0', 'link': 'https://stackoverflow.com/users/12768467/donedeal0'}",False,828,,,2,0,1605995654,1602426784,64305175,CC BY-SA 4.0,https://stackoverflow.com/questions/64305175/async-function-in-react-triggers-error-objects-are-not-valid-as-a-react-child,Async function in React triggers error: Objects are not valid as a React child (found: [object Promise]),1605995654.0,,
1624,"['javascript', 'typescript', 'lit-element']","{'account_id': 1811487, 'reputation': 18939, 'user_id': 1647457, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/eGInh.png?s=256&g=1', 'display_name': 'Marc Rasmussen', 'link': 'https://stackoverflow.com/users/1647457/marc-rasmussen'}",True,276,,,2,3,1605995248,1602839227,64386118,CC BY-SA 4.0,https://stackoverflow.com/questions/64386118/composi-gestures-swipe-with-lit-element,@composi/gestures swipe with lit element,1605995248.0,,
1625,"['javascript', 'reactjs', 'webpack', 'webpack-production']","{'account_id': 15055848, 'reputation': 103, 'user_id': 10866130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9dbbfdcbcf5a09b188999a39c498fab5?s=256&d=identicon&r=PG&f=1', 'display_name': 'anotherChowdhury', 'link': 'https://stackoverflow.com/users/10866130/anotherchowdhury'}",True,2361,,,1,0,1605982839,1603630999,64523985,CC BY-SA 4.0,https://stackoverflow.com/questions/64523985/webpack-isnt-loading-the-app-in-index-html-after-build-no-code-in-the-build-j,"Webpack isn&#39;t loading the app in index.html after build , no code in the build.js file",1603636718.0,,
1626,"['javascript', 'accordion']","{'account_id': 19709442, 'reputation': 25, 'user_id': 14430345, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50f66d4c69b1c067eb5ac75c515b5c82?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hannah_W', 'link': 'https://stackoverflow.com/users/14430345/hannah-w'}",True,79,,64303987.0,2,0,1605979441,1602418446,64303883,CC BY-SA 4.0,https://stackoverflow.com/questions/64303883/accordion-menu-how-to-stop-all-buttons-opening-when-one-is-clicked,Accordion menu - how to stop all buttons opening when one is clicked?,1602423815.0,,
1627,"['javascript', 'angular', 'rxjs']","{'account_id': 4065021, 'reputation': 679, 'user_id': 3340372, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/kHKij.jpg?s=256&g=1', 'display_name': 'danielr1996', 'link': 'https://stackoverflow.com/users/3340372/danielr1996'}",False,250,,,1,0,1605946205,1602539271,64325740,CC BY-SA 4.0,https://stackoverflow.com/questions/64325740/rxjs-groupby-with-object-as-key,rxjs groupBy with object as key,1602581882.0,,
1628,"['javascript', 'firebase', 'google-cloud-firestore', 'angularfire']","{'account_id': 3690632, 'reputation': 5436, 'user_id': 3073280, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/PmdLQ.jpg?s=256&g=1', 'display_name': 'Jek', 'link': 'https://stackoverflow.com/users/3073280/jek'}",True,327,,64610942.0,1,0,1605910354,1604052595,64606340,CC BY-SA 4.0,https://stackoverflow.com/questions/64606340/firestore-how-to-get-multiple-random-non-duplicated-specific-number-of-docu,"Firestore - How to get multiple random (non duplicated, specific number of) documents from a collection with certainty?",1604066378.0,,
1629,"['javascript', 'jquery', 'css']","{'account_id': 19722842, 'reputation': 75, 'user_id': 14440008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e74947f78fe4032f57085e67229c5942?s=256&d=identicon&r=PG&f=1', 'display_name': 'mask', 'link': 'https://stackoverflow.com/users/14440008/mask'}",True,67,,64349252.0,1,0,1605904000,1602662300,64348971,CC BY-SA 4.0,https://stackoverflow.com/questions/64348971/slideup-slidedown-animation-only-in-one-section,slideUp/slideDown animation only in one section,1602664247.0,,
1630,"['javascript', 'html', 'jquery', 'shopify']","{'account_id': 19734858, 'reputation': 3, 'user_id': 14449583, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2dace9fc944e4cd52ccbc4030b74d8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'gpr2020', 'link': 'https://stackoverflow.com/users/14449583/gpr2020'}",True,489,,64355633.0,4,0,1605903938,1602685671,64355504,CC BY-SA 4.0,https://stackoverflow.com/questions/64355504/jquery-mega-menu-add-remove-class-on-parent-menu-item,jQuery mega menu add/remove class on parent menu item,1602685884.0,,
1631,"['javascript', 'angularjs', 'pouchdb']","{'account_id': 6828767, 'reputation': 289, 'user_id': 5253603, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh4.googleusercontent.com/-MvlMQDLs3ls/AAAAAAAAAAI/AAAAAAAABFw/p9kv3PQlVrI/photo.jpg?sz=256', 'display_name': 'Morgan Hayes', 'link': 'https://stackoverflow.com/users/5253603/morgan-hayes'}",False,56,,,0,0,1605901518,1603492687,64508103,CC BY-SA 4.0,https://stackoverflow.com/questions/64508103/why-pouchdb-error-has-no-view-named-when-it-is-in-the-design-doc,Why Pouchdb error has no view named when it is in the _design doc?,1603747424.0,,
1632,"['javascript', 'azure', 'azure-ad-b2c']","{'account_id': 18959770, 'reputation': 51, 'user_id': 13835572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45b2422944ccc60bb1f981bb91d8be58?s=256&d=identicon&r=PG&f=1', 'display_name': 'Umang', 'link': 'https://stackoverflow.com/users/13835572/umang'}",False,854,,,1,2,1605887878,1603951725,64585866,CC BY-SA 4.0,https://stackoverflow.com/questions/64585866/javascript-not-working-in-azure-ad-b2c-custom-sign-up-page,Javascript not working in azure ad b2c custom sign-up page,,,
1633,"['javascript', 'angular', 'protractor']","{'account_id': 15765369, 'reputation': 21, 'user_id': 11375911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/803735670a51cf241ab79a6dbd3eeb52?s=256&d=identicon&r=PG&f=1', 'display_name': 'Babu', 'link': 'https://stackoverflow.com/users/11375911/babu'}",False,168,,,4,2,1605880692,1603989598,64595495,CC BY-SA 4.0,https://stackoverflow.com/questions/64595495/how-to-revert-override-browser-waitforangular-in-protractor,How to revert override browser.waitforAngular in protractor,1604121727.0,,
1634,"['javascript', 'polarion']","{'account_id': 19442882, 'reputation': 137, 'user_id': 14220985, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhUQ-gsO3vFmhgpn2YqnOJhU6yDHlyzUK12d0ZT=k-s256', 'display_name': 'Der Altmann', 'link': 'https://stackoverflow.com/users/14220985/der-altmann'}",True,523,,64856307.0,1,2,1605880402,1603715116,64537076,CC BY-SA 4.0,https://stackoverflow.com/questions/64537076/polarion-eventtriggerconfiguration,Polarion EventtriggerConfiguration,,,
1635,"['javascript', 'node.js', 'discord', 'discord.js']","{'account_id': 18814538, 'reputation': 8060, 'user_id': 13721990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sZQCu.jpg?s=256&g=1', 'display_name': 'Lioness100', 'link': 'https://stackoverflow.com/users/13721990/lioness100'}",True,1050,,64926677.0,1,1,1605863458,1602851196,64389180,CC BY-SA 4.0,https://stackoverflow.com/questions/64389180/is-there-a-difference-between-guildmembermanager-resolve-and-guild-member-in,Is there a difference between GuildMemberManager.resolve() and Guild.member() in discord.js?,,,
1636,"['javascript', 'jquery', 'wordpress', 'jquery-ui-accordion']","{'account_id': 14802717, 'reputation': 115, 'user_id': 10690542, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a71081564d98488e909f7897cc1f0f5f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sophie Garcia', 'link': 'https://stackoverflow.com/users/10690542/sophie-garcia'}",False,203,,,0,1,1605862137,1602934484,64401976,CC BY-SA 4.0,https://stackoverflow.com/questions/64401976/how-to-fix-an-issue-with-accordion-scrolling-in-chrome,How to fix an issue with accordion scrolling in chrome?,1602943814.0,,
