,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,locked_date,community_owned_date,closed_date,closed_reason
441,"['javascript', 'html', 'dom', 'prototypejs']","{'user_type': 'does_not_exist', 'display_name': 'Dave'}",True,57970,,4,13,1334562031,1235349737,1334562031.0,576195,CC BY-SA 3.0,https://stackoverflow.com/questions/576195/how-to-return-element-id-instead-of-object-htmldivelement-prototype-js,How to return Element ID instead of [object HTMLDivElement] (Prototype.js),,,,,
442,"['asp.net', 'javascript']","{'user_type': 'does_not_exist', 'display_name': 'KJai'}",True,15171,560137.0,4,1,1331894496,1234940096,1234942200.0,560079,CC BY-SA 2.5,https://stackoverflow.com/questions/560079/javascript-to-access-control-in-masterpage,Javascript to access control in MasterPage,,,,,
443,"['javascript', 'flash', 'z-index', 'wmode']","{'account_id': 2903, 'reputation': 235, 'user_id': 4112, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bfdbed9187e6709124d0fb64591b969e?s=256&d=identicon&r=PG', 'display_name': 'Christian Hollbaum', 'link': 'https://stackoverflow.com/users/4112/christian-hollbaum'}",True,3701,576047.0,3,1,1330686482,1235315489,1235324783.0,575039,CC BY-SA 2.5,https://stackoverflow.com/questions/575039/how-to-put-html-content-over-flash-when-wmode-window,how to put html content over flash when wmode=window?,,,,,
444,"['javascript', 'jquery', 'jquery-ui', 'dialog', 'effects']","{'account_id': 1038, 'reputation': 4093, 'user_id': 1376, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/535215c41c0949117577517b4506202c?s=256&d=identicon&r=PG', 'display_name': 'newtonapple', 'link': 'https://stackoverflow.com/users/1376/newtonapple'}",True,5178,818960.0,3,4,1330335144,1234250403,1330335144.0,531344,CC BY-SA 3.0,https://stackoverflow.com/questions/531344/is-possible-to-have-more-granular-control-over-jquery-ui-dialog-widgets-show-hi,Is possible to have more granular control over jQuery UI Dialog Widget&#39;s show/hide method?,,,,,
445,"['javascript', '.net', 'asp.net', 'code-behind']","{'account_id': 25044, 'reputation': 1497, 'user_id': 64104, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/8f8435354bef872207921956b3f6fc51?s=256&d=identicon&r=PG', 'display_name': 'Chetan', 'link': 'https://stackoverflow.com/users/64104/chetan'}",True,6773,541143.0,2,3,1329287749,1234442208,1317902101.0,541061,CC BY-SA 3.0,https://stackoverflow.com/questions/541061/calling-javascript-function-at-the-end-of-button-click-event,Calling JavaScript function at the end of button click event,,,,,
446,"['javascript', 'jquery', 'html', 'css', 'oop']","{'account_id': 3481, 'reputation': 59935, 'user_id': 5023, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/9ef256cd299f05b32798386a086c208f?s=256&d=identicon&r=PG', 'display_name': 'Ash', 'link': 'https://stackoverflow.com/users/5023/ash'}",True,1265,532936.0,11,6,1328493197,1234281527,,532906,CC BY-SA 2.5,https://stackoverflow.com/questions/532906/misuse-of-the-css-class-attribute-or-valid-design-pattern,"Misuse of the CSS class attribute, or valid design pattern?",,,,,
447,"['javascript', 'firefox', 'add-on']","{'account_id': 13354, 'reputation': 891, 'user_id': 26763, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/20cc0a78a55699d155054f30802ba95e?s=256&d=identicon&r=PG', 'display_name': 'Federico Elles', 'link': 'https://stackoverflow.com/users/26763/federico-elles'}",True,5288,571166.0,3,2,1328488968,1235161378,1328488968.0,571092,CC BY-SA 3.0,https://stackoverflow.com/questions/571092/how-to-check-with-javascript-if-a-firefox-3-add-on-extension-is-installed,How to check with Javascript if a Firefox 3 Add-on / Extension is installed,,,,,
448,"['javascript', 'html']","{'account_id': 32834, 'reputation': 44916, 'user_id': 91385, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/fc5227c70c47a9cc103d741d35f3e17b?s=256&d=identicon&r=PG', 'display_name': 'mike', 'link': 'https://stackoverflow.com/users/91385/mike'}",True,5570,,4,3,1328364863,1234468664,,542973,CC BY-SA 2.5,https://stackoverflow.com/questions/542973/how-to-i-detect-if-an-onscroll-event-was-programmatically-generated,How to I detect if an onscroll event was programmatically generated?,,,,,
449,"['javascript', 'flash', 'actionscript-3', 'multithreading', 'actionscript']","{'account_id': 23428, 'reputation': 403, 'user_id': 58728, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ed5b1d819c8ebda9af6fa2a31a2754aa?s=256&d=identicon&r=PG', 'display_name': 'Karthik', 'link': 'https://stackoverflow.com/users/58728/karthik'}",True,802,518638.0,2,16,1327272659,1233879943,1327062894.0,518618,CC BY-SA 3.0,https://stackoverflow.com/questions/518618/what-thread-does-javascript-code-called-from-flash-execute-on,What thread does JavaScript code called from Flash execute on?,,,,,
450,"['javascript', 'css', 'internet-explorer']","{'account_id': 23837, 'reputation': 56706, 'user_id': 60102, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/04a828a8559bb8c4de12c515af6f6b58?s=256&d=identicon&r=PG', 'display_name': 'lYriCAlsSH', 'link': 'https://stackoverflow.com/users/60102/lyricalssh'}",True,2495,501040.0,4,1,1326845306,1233484793,1233527544.0,500569,CC BY-SA 2.5,https://stackoverflow.com/questions/500569/css-rollover-problems-with-internet-explorer-7,CSS rollover problems with Internet Explorer 7,,,,,
451,"['javascript', 'html', 'iframe']","{'account_id': 25449, 'reputation': 1873, 'user_id': 65415, 'user_type': 'registered', 'accept_rate': 8, 'profile_image': 'https://www.gravatar.com/avatar/5ca62dd5174ab792dfc154b0c205154a?s=256&d=identicon&r=PG', 'display_name': 'Sakthivel', 'link': 'https://stackoverflow.com/users/65415/sakthivel'}",True,341,,1,0,1326835707,1234420605,1326835707.0,540283,CC BY-SA 3.0,https://stackoverflow.com/questions/540283/getting-contents-of-iframe,Getting contents of iframe,,,,,
452,['javascript'],"{'account_id': 12111, 'reputation': 74285, 'user_id': 23691, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ffd58f2ec488a7160c4e7bbfdf179493?s=256&d=identicon&r=PG', 'display_name': 'krosenvold', 'link': 'https://stackoverflow.com/users/23691/krosenvold'}",True,1937,568836.0,4,5,1326591966,1235113936,1235121028.0,568581,CC BY-SA 2.5,https://stackoverflow.com/questions/568581/dynamic-proxies-in-javascript,Dynamic proxies in javascript?,,,,,
453,"['javascript', 'internet-explorer', 'gwt', 'memory-management']","{'account_id': 26854, 'reputation': 685, 'user_id': 70238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e859e5aa29484a6df8ea2c73d829862?s=256&d=identicon&r=PG', 'display_name': 'Ramiro Gonz&#225;lez Maciel', 'link': 'https://stackoverflow.com/users/70238/ramiro-gonz%c3%a1lez-maciel'}",True,5900,1536128.0,4,6,1326321174,1235458251,,580712,CC BY-SA 2.5,https://stackoverflow.com/questions/580712/what-do-you-use-to-monitor-jscript-memory-usage-in-internet-explorer,What do you use to monitor jscript memory usage in Internet Explorer,,,,,
454,"['javascript', 'firebug']","{'account_id': 17640, 'reputation': 253224, 'user_id': 39677, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/77aa7bc1ace6e4b0b49a2102e4fa4059?s=256&d=identicon&r=PG', 'display_name': 'Blankman', 'link': 'https://stackoverflow.com/users/39677/blankman'}",True,231,512349.0,3,1,1326061647,1233767626,,512331,CC BY-SA 2.5,https://stackoverflow.com/questions/512331/when-using-firebug-do-i-have-to-remove-the-console-outputs-when-deploying,"When using firebug, do I have to remove the console outputs when deploying?",,,,,
455,['javascript'],"{'account_id': 14348, 'reputation': 3341, 'user_id': 29443, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/8afe01be6655a1277bcf47bd6ebcf7df?s=256&d=identicon&r=PG', 'display_name': 'dotnetcoder', 'link': 'https://stackoverflow.com/users/29443/dotnetcoder'}",True,11706,,2,2,1325781511,1235127962,1325744906.0,569149,CC BY-SA 3.0,https://stackoverflow.com/questions/569149/javascript-to-overlay-a-modal-popup-that-is-center-aligned,javascript to overlay a modal popup that is center aligned,,,,,
456,"['javascript', 'prototypejs']","{'user_type': 'does_not_exist', 'display_name': 'Llu&#237;s'}",True,2578,,4,1,1325176908,1234997343,1325176908.0,563201,CC BY-SA 3.0,https://stackoverflow.com/questions/563201/read-a-specific-table-column-with-prototype,Read a specific table column with Prototype,,,,,
457,"['javascript', 'jquery', 'jquery-ui', 'prototypejs']","{'account_id': 13300, 'reputation': 3972, 'user_id': 26624, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/8f5e0c03c94cc6a0c12a2058c0b17a90?s=256&d=identicon&r=PG', 'display_name': 'Tom Lianza', 'link': 'https://stackoverflow.com/users/26624/tom-lianza'}",True,7451,,1,0,1325174152,1233603877,1325174152.0,504594,CC BY-SA 3.0,https://stackoverflow.com/questions/504594/jquery-this-clonenode-is-not-a-function-when-included-on-a-page-with-prototyp,jQuery: &quot;this.cloneNode is not a function&quot; when included on a page with Prototype,,,,,
458,"['javascript', 'prototypejs', 'textarea', 'dhtml']","{'account_id': 2525, 'reputation': 12713, 'user_id': 1349865, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/04ce9d6fb621848c10e90aebe299efa7?s=256&d=identicon&r=PG', 'display_name': 'Robin Barnes', 'link': 'https://stackoverflow.com/users/1349865/robin-barnes'}",True,2370,511401.0,2,1,1325173889,1233750172,1325173889.0,511128,CC BY-SA 3.0,https://stackoverflow.com/questions/511128/prototype-plugin-for-dynamically-expanding-textarea,Prototype plugin for dynamically expanding textarea,,,,,
459,"['javascript', 'prototypejs', 'dhtml']","{'account_id': 25497, 'reputation': 1331, 'user_id': 65555, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/80da13871179b7de36b0493a88333e6b?s=256&d=identicon&r=PG', 'display_name': 'David Easley', 'link': 'https://stackoverflow.com/users/65555/david-easley'}",True,2841,558630.0,3,1,1325168897,1234448346,1325168897.0,541424,CC BY-SA 3.0,https://stackoverflow.com/questions/541424/best-technique-for-dhtml-windows-dialogs-in-prototype,Best technique for DHTML windows/dialogs in Prototype?,,,,,
460,"['javascript', 'calendar', 'prototypejs']","{'account_id': 26027, 'reputation': 287, 'user_id': 67424, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3a6f6874c553f0895a4997f51b8d1eb?s=256&d=identicon&r=PG', 'display_name': 'user67424', 'link': 'https://stackoverflow.com/users/67424/user67424'}",True,3703,557703.0,5,1,1325111057,1234884202,1325111057.0,557334,CC BY-SA 3.0,https://stackoverflow.com/questions/557334/prototype-javascript-calendar-with-customizable-rendering-of-cells-like-yui-cale,prototype javascript calendar with customizable rendering of cells like YUI Calendar,,,,,
461,"['javascript', 'html', 'ajax']","{'account_id': 336, 'reputation': 4092, 'user_id': 420, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/16a095d9da1c92f4cc0b956a30a5da87?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/420/alex'}",True,918,603280.0,3,1,1325105448,1234892431,1325105448.0,557914,CC BY-SA 3.0,https://stackoverflow.com/questions/557914/how-can-i-highlight-a-subset-of-the-text-in-an-input-box,How can I highlight a subset of the text in an input box?,,,,,
462,"['php', 'javascript', 'ajax', 'prototypejs']","{'account_id': 20149, 'reputation': 4857, 'user_id': 47846, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/bba462f9ff611dceeb4dfeb74f1d1ae1?s=256&d=identicon&r=PG', 'display_name': 'DFectuoso', 'link': 'https://stackoverflow.com/users/47846/dfectuoso'}",True,1900,551469.0,12,1,1325021464,1233866118,1325021464.0,517799,CC BY-SA 3.0,https://stackoverflow.com/questions/517799/what-is-the-problem-with-this-ajaxwith-prototype,What is the problem with this ajax(with prototype)?,,,,,
463,"['javascript', 'jquery', 'frameworks', 'prototypejs']","{'account_id': 21763, 'reputation': 10855, 'user_id': 53166, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7290aeb7fa93b6b6c9cf768e74d1f746?s=256&d=identicon&r=PG', 'display_name': 'Abie', 'link': 'https://stackoverflow.com/users/53166/abie'}",True,1008,508849.0,8,6,1325005918,1233693082,1325005918.0,508802,CC BY-SA 3.0,https://stackoverflow.com/questions/508802/what-jquery-annoyances-should-i-be-aware-of-as-a-prototype-user,What jQuery annoyances should I be aware of as a Prototype user?,,,,,
464,"['javascript', 'jquery', 'css-selectors']","{'account_id': 24561, 'reputation': 31437, 'user_id': 62571, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/6ebd160dfe542ce08608dbf10652919f?s=256&d=identicon&r=PG', 'display_name': 'cdmckay', 'link': 'https://stackoverflow.com/users/62571/cdmckay'}",True,8148,562195.0,2,4,1323876573,1234979361,1323876573.0,562134,CC BY-SA 3.0,https://stackoverflow.com/questions/562134/how-to-match-first-child-of-an-element-only-if-its-not-preceeded-by-a-text-node,How to match first child of an element only if it&#39;s not preceeded by a text node?,,,,,
465,"['javascript', 'asynchronous', 'greasemonkey', 'gm-xmlhttprequest']","{'account_id': 19821, 'reputation': 10891, 'user_id': 46782, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2caef047b215b059ac6d7bf1cc4e4c22?s=256&d=identicon&r=PG', 'display_name': 'GeoffreyF67', 'link': 'https://stackoverflow.com/users/46782/geoffreyf67'}",True,928,526282.0,1,2,1323799137,1234116341,1495540545.0,526128,CC BY-SA 3.0,https://stackoverflow.com/questions/526128/is-there-a-way-to-pass-a-value-to-gm-xmlhttprequest,Is there a way to pass a value TO GM_xmlhttprequest?,,,,,
466,"['javascript', 'jquery', 'ajax']","{'account_id': 20530, 'reputation': 255135, 'user_id': 49153, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/833df8cee775eea743cb1172dfcd3809?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/49153/ali'}",True,2691,,3,3,1323416626,1235649029,1323416626.0,590214,CC BY-SA 3.0,https://stackoverflow.com/questions/590214/how-to-submit-a-complex-form-using-jquerys-ajax,How to submit a complex form using Jquery&#39;s AJAX?,,,,,
467,"['php', 'javascript', 'json', 'internet-explorer-7']","{'account_id': 12322, 'reputation': 4273, 'user_id': 24190, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b5e501a8be40ed3ba1a7c4f0de24f87e?s=256&d=identicon&r=PG', 'display_name': 'Bill', 'link': 'https://stackoverflow.com/users/24190/bill'}",True,13851,590965.0,8,2,1323414975,1235604819,,588413,CC BY-SA 2.5,https://stackoverflow.com/questions/588413/json-structure-not-working-in-ie7-javascript,JSON structure not working in IE7 (JavaScript),,,,,
468,"['php', 'javascript', 'jquery', 'auto-populate']","{'user_type': 'does_not_exist', 'display_name': 'user39980'}",True,420,,1,-1,1322784081,1234589034,1322784081.0,548540,CC BY-SA 3.0,https://stackoverflow.com/questions/548540/jquery-and-auto-populat-selects,jQuery and Auto-populat selects,,,,,
469,"['javascript', 'forms', 'validation', 'asp-classic']","{'account_id': 25058, 'reputation': 21, 'user_id': 64134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fdc0295b11903728f895b445645bb200?s=256&d=identicon&r=PG', 'display_name': 'user64134', 'link': 'https://stackoverflow.com/users/64134/user64134'}",True,158,,2,2,1322768019,1234180266,1322768019.0,527849,CC BY-SA 3.0,https://stackoverflow.com/questions/527849/asp-form-problem,ASP Form problem,,,,,
470,"['asp.net', 'javascript']","{'account_id': 561437, 'reputation': 791, 'user_id': 58348, 'user_type': 'unregistered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9ed2556f5e592c2a06c566adfa77db9b?s=256&d=identicon&r=PG', 'display_name': 'Bob Smith', 'link': 'https://stackoverflow.com/users/58348/bob-smith'}",True,275,,3,0,1322012182,1233771072,1233771614.0,512588,CC BY-SA 2.5,https://stackoverflow.com/questions/512588/the-this-in-javascript-and-asp-net-control-prefixes,The &quot;this&quot; in javascript and ASP.NET control prefixes,,,,,
471,"['javascript', 'openwysiwyg']","{'account_id': 12565, 'reputation': 2024, 'user_id': 24824, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/410f4f4a543a2b48644e60a3337c112d?s=256&d=identicon&r=PG', 'display_name': 'MoreThanChaos', 'link': 'https://stackoverflow.com/users/24824/morethanchaos'}",True,261,544859.0,2,0,1322011940,1234500013,1322011910.0,544749,CC BY-SA 3.0,https://stackoverflow.com/questions/544749/how-to-add-text-to-openwysiwig-editor-by-javascript-code-outside-openwysiwig,how to add text to openwysiwig editor by javascript code outside openwysiwig,,,,,
472,"['javascript', 'xhtml', 'internet-explorer-6']","{'account_id': 22925, 'reputation': 1022, 'user_id': 57024, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e986de711b68b13e2e818579bdaedc5e?s=256&d=identicon&r=PG', 'display_name': 'Priyan R', 'link': 'https://stackoverflow.com/users/57024/priyan-r'}",True,4874,552348.0,4,7,1322011664,1234761841,1322011664.0,552326,CC BY-SA 3.0,https://stackoverflow.com/questions/552326/ie-6-select-controlscombo-box-over-menu,IE 6 select controls(Combo Box) over menu,,,,,
473,"['javascript', 'scroll', 'messagebox', 'fixed']","{'account_id': 21987, 'reputation': 323, 'user_id': 53875, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8bf86895c6c2500559bec000ed8d9a57?s=256&d=identicon&r=PG', 'display_name': 'Sophisticake', 'link': 'https://stackoverflow.com/users/53875/sophisticake'}",True,1016,588784.0,1,1,1322011557,1235611329,1322011557.0,588719,CC BY-SA 3.0,https://stackoverflow.com/questions/588719/making-a-fixed-tooltip-vanish-by-scrolling,Making a fixed tooltip vanish by scrolling,,,,,
474,"['c#', 'javascript', 'master-pages']","{'account_id': 25044, 'reputation': 1497, 'user_id': 64104, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/8f8435354bef872207921956b3f6fc51?s=256&d=identicon&r=PG', 'display_name': 'Chetan', 'link': 'https://stackoverflow.com/users/64104/chetan'}",True,8498,,4,3,1321975541,1234191609,1321975541.0,528487,CC BY-SA 3.0,https://stackoverflow.com/questions/528487/body-onload-handler-in-a-content-page,Body onload handler in a content page ,,,,,
475,"['javascript', 'iframe', 'adobe', 'air', 'apache-flex']","{'user_type': 'does_not_exist', 'display_name': 'Julien Boyreau'}",True,4899,,3,1,1321875820,1235239297,1321875820.0,573472,CC BY-SA 3.0,https://stackoverflow.com/questions/573472/how-to-access-an-iframe-in-an-adobe-air-application,How to access an iframe in an Adobe AIR application?,,,,,
476,"['javascript', 'css']","{'account_id': 3352, 'reputation': 94553, 'user_id': 4833, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/c0d3bf653c44af90ef09711d538bee6a?s=256&d=identicon&r=PG', 'display_name': 'VolkerK', 'link': 'https://stackoverflow.com/users/4833/volkerk'}",True,6090,532230.0,4,13,1321534930,1234268179,1321534930.0,532073,CC BY-SA 3.0,https://stackoverflow.com/questions/532073/how-can-i-read-the-applied-css-counter-value,How can I read the applied CSS-counter value?,,,,,
477,"['php', 'javascript']","{'account_id': 24613, 'reputation': 10610, 'user_id': 62701, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/TGYdQ.png?s=256&g=1', 'display_name': 'Thomas G Henry', 'link': 'https://stackoverflow.com/users/62701/thomas-g-henry'}",True,307,,4,1,1321357471,1235158214,1321357471.0,570908,CC BY-SA 3.0,https://stackoverflow.com/questions/570908/what-are-some-examples-of-the-limitations-of-php-with-javascript,What are some examples of the limitations of PHP with JavaScript?,,,,,
478,"['php', 'javascript', 'jquery', 'html']","{'user_type': 'does_not_exist', 'display_name': 'J Siegal'}",True,1030,521746.0,4,1,1321292712,1233945300,1321292712.0,521581,CC BY-SA 3.0,https://stackoverflow.com/questions/521581/turning-timestamp-sql-into-12-hour-time,Turning TIMESTAMP SQL into 12 hour time,,,,,
479,"['javascript', 'flash', 'md5', 'sha1', 'crc']","{'account_id': 19880, 'reputation': 6091, 'user_id': 46981, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/bdad9ee7f97b1361f6dbc08f280596e2?s=256&d=identicon&r=PG', 'display_name': 'Stephen Belanger', 'link': 'https://stackoverflow.com/users/46981/stephen-belanger'}",True,2999,539522.0,4,5,1319926640,1234397951,,539488,CC BY-SA 2.5,https://stackoverflow.com/questions/539488/how-would-i-get-a-hash-value-of-a-users-file-with-javascript-or-flash,How would I get a Hash value of a users file with Javascript or Flash?,,,,,
480,"['javascript', 'namespaces']","{'account_id': 1472, 'reputation': 169367, 'user_id': 1965, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ad348387d020a15171daed0ab492a49b?s=256&d=identicon&r=PG', 'display_name': 'FlySwat', 'link': 'https://stackoverflow.com/users/1965/flyswat'}",True,208,555063.0,2,1,1319898995,1234827222,1319898995.0,555031,CC BY-SA 3.0,https://stackoverflow.com/questions/555031/javascript-namespacing-where-is-the-syntax-error,"Javascript Namespacing, where is the syntax error?",,,,,
481,"['javascript', 'jquery', 'loops', 'jquery-animate']","{'account_id': 25007, 'reputation': 2291, 'user_id': 63984, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/zmpiR.png?s=256&g=1', 'display_name': 'Henrik', 'link': 'https://stackoverflow.com/users/63984/henrik'}",True,6689,574454.0,4,3,1319881609,1235279479,1241632443.0,574392,CC BY-SA 2.5,https://stackoverflow.com/questions/574392/endless-background-color-animation-in-jquery-how,"Endless background-color animation in jQuery, how?",,,,,
482,"['javascript', 'html', 'css', 'image']","{'account_id': 24771, 'reputation': 4149, 'user_id': 63202, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/758a46ff6118d93bd67ce22c0ef1e01a?s=256&d=identicon&r=PG', 'display_name': 'Ayyash', 'link': 'https://stackoverflow.com/users/63202/ayyash'}",True,117,535949.0,3,1,1319550213,1234127129,,526391,CC BY-SA 2.5,https://stackoverflow.com/questions/526391/statistics-or-resources-which-gets-disabled-first-more-often-than-others-ima,Statistics or resources: which gets disabled first (more often than others)? Images or Javascript?,,,,,
483,"['javascript', 'jquery', 'charts', 'flot']","{'account_id': 12661, 'reputation': 42051, 'user_id': 25066, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bca89ff7612c074bbe1a77d2cf0a4fb0?s=256&d=identicon&r=PG', 'display_name': 'Eric Wendelin', 'link': 'https://stackoverflow.com/users/25066/eric-wendelin'}",True,4403,508919.0,2,1,1319185581,1233685457,1233702163.0,508297,CC BY-SA 2.5,https://stackoverflow.com/questions/508297/event-flags-in-jquery-flot,Event flags in jQuery Flot,,,,,
484,"['asp.net', 'javascript', 'treeview']","{'account_id': 8000, 'reputation': 17738, 'user_id': 14118, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1d93bfff472839988c182c97005988e2?s=256&d=identicon&r=PG', 'display_name': 'Ahmed Atia', 'link': 'https://stackoverflow.com/users/14118/ahmed-atia'}",True,2062,507097.0,1,1,1319074279,1233667553,1319074279.0,507051,CC BY-SA 3.0,https://stackoverflow.com/questions/507051/how-to-get-clientid-of-a-treenode-in-a-treeview,How to get ClientID of a TreeNode in a TreeView?,,,,,
485,"['asp.net', 'javascript', 'jquery', 'asp.net-mvc']","{'account_id': 22587, 'reputation': 3012, 'user_id': 55862, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/b1478eaf0c055713863e65f4ea619773?s=256&d=identicon&r=PG', 'display_name': 'xspydr', 'link': 'https://stackoverflow.com/users/55862/xspydr'}",True,2264,,5,3,1318505629,1233611940,1233624628.0,505140,CC BY-SA 2.5,https://stackoverflow.com/questions/505140/refresh-a-image-src,Refresh A Image Src,,,,,
486,"['asp.net', 'javascript']","{'account_id': 563953, 'reputation': 999, 'user_id': 68164, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6b386e574a7c0f738bac4b0abb7a5705?s=256&d=identicon&r=PG', 'display_name': 'Jeremy Thomson', 'link': 'https://stackoverflow.com/users/68164/jeremy-thomson'}",True,159,,2,0,1316923479,1235577467,,586616,CC BY-SA 2.5,https://stackoverflow.com/questions/586616/adding-a-textbox-dynamically,Adding a textbox dynamically,,,,,
487,"['javascript', 'events', 'dom']","{'account_id': 25344, 'reputation': 20370, 'user_id': 65120, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/ac81051f3e74f6bf8ff6a4e60c47adf6?s=256&d=identicon&r=PG', 'display_name': 'xdevel2000', 'link': 'https://stackoverflow.com/users/65120/xdevel2000'}",True,8879,587170.0,1,2,1316491062,1235571301,,586137,CC BY-SA 2.5,https://stackoverflow.com/questions/586137/dom-initmouseevent-clientx-clienty,"DOM initMouseEvent clientX, clientY",,,,,
488,"['javascript', 'air']","{'account_id': 7508, 'reputation': 129, 'user_id': 13089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67f49e992d69ae471a315408b848d624?s=256&d=identicon&r=PG', 'display_name': 'Pavel Lishin', 'link': 'https://stackoverflow.com/users/13089/pavel-lishin'}",True,1065,657077.0,2,1,1316454907,1235431211,,579830,CC BY-SA 2.5,https://stackoverflow.com/questions/579830/cannot-get-adobe-airs-applicationupdaterui-to-work,Cannot get Adobe AIR&#39;s ApplicationUpdaterUI() to work,,,,,
489,"['javascript', 'firefox']","{'account_id': 1979, 'reputation': 6048, 'user_id': 2721, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e603babadef1677676c3385531ffb03f?s=256&d=identicon&r=PG', 'display_name': 'ANaimi', 'link': 'https://stackoverflow.com/users/2721/anaimi'}",True,9447,511440.0,2,4,1314654547,1233729568,,510296,CC BY-SA 2.5,https://stackoverflow.com/questions/510296/get-set-caret-position-in-contenteditable-iframe-firefox,Get &amp; set caret position in contentEditable iframe (Firefox),,,,,
490,"['php', 'javascript', 'jquery', 'mysql']","{'account_id': 1587, 'reputation': 42164, 'user_id': 2128, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9e896c8c1ffcf716f2593ec0ed672140?s=256&d=identicon&r=PG&f=1', 'display_name': 'The.Anti.9', 'link': 'https://stackoverflow.com/users/2128/the-anti-9'}",True,598,550552.0,6,0,1314094450,1234683719,1260349343.0,550494,CC BY-SA 2.5,https://stackoverflow.com/questions/550494/beginning-jquery-help,Beginning jQuery help,,,,,
