,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
1033,"['javascript', 'vue.js', 'vuejs2']","{'account_id': 12832010, 'reputation': 191, 'user_id': 9282866, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hhad2.jpg?s=256&g=1', 'display_name': 'Smna', 'link': 'https://stackoverflow.com/users/9282866/smna'}",True,110,,,2,3,1648169312,1644311804,71031287,CC BY-SA 4.0,https://stackoverflow.com/questions/71031287/how-to-toggle-two-icons-in-v-for-list-item-in-vue,How to toggle two icons in v-for list item in Vue,71031501.0,1648169312.0,,,
1034,"['javascript', 'python', 'pandas', 'flask']","{'account_id': 20470671, 'reputation': 73, 'user_id': 15021185, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg2tts2m4yCd63rTdQis7rhDZiJjKRv8KwoRCihsg=k-s256', 'display_name': 'Oris', 'link': 'https://stackoverflow.com/users/15021185/oris'}",False,83,,,1,-1,1648153332,1645983397,71287034,CC BY-SA 4.0,https://stackoverflow.com/questions/71287034/how-to-filter-a-df-based-on-user-input,How to filter a df based on user input,,1646029312.0,,,
1035,"['javascript', 'reactjs', 'typescript']","{'account_id': 17975428, 'reputation': 1075, 'user_id': 13063136, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/380385073bdce7ff89d2ed30b55ada63?s=256&d=identicon&r=PG&f=1', 'display_name': 'crevulus', 'link': 'https://stackoverflow.com/users/13063136/crevulus'}",True,230,,,2,0,1648141575,1644504219,71067148,CC BY-SA 4.0,https://stackoverflow.com/questions/71067148/custom-context-provider-not-able-to-return-anything-including-basic-html-element,Custom context provider not able to return anything including basic html elements,,1644508221.0,,,
1036,"['javascript', 'vue.js', 'vuejs2']","{'account_id': 15148997, 'reputation': 61, 'user_id': 10931797, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-_szCx0qj9oY/AAAAAAAAAAI/AAAAAAAAAMk/rq3MHt2EcU0/photo.jpg?sz=256', 'display_name': 'Karthik Reddy', 'link': 'https://stackoverflow.com/users/10931797/karthik-reddy'}",True,63,,,1,0,1648136642,1644583624,71080325,CC BY-SA 4.0,https://stackoverflow.com/questions/71080325/i-have-a-select-option-dropdown-and-it-contains-50-options-but-i-need-to-restri,"I have a select option dropdown and it contains 50 options, but I need to restrict the option selecting to 5 options using Vue JS",,1648136642.0,,,
1037,"['javascript', 'vue.js', 'vuejs3']","{'account_id': 22814307, 'reputation': 99, 'user_id': 16965147, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz5D-4kq9dlAVGGVupaQiIoT8yLY_GcchkVWoAb=k-s256', 'display_name': 'Liza', 'link': 'https://stackoverflow.com/users/16965147/liza'}",True,1071,,,1,2,1648136590,1645712669,71253452,CC BY-SA 4.0,https://stackoverflow.com/questions/71253452/vue-3-global-directive-click-outside,vue 3 global directive click-outside,71258533.0,1648136590.0,,,
1038,"['javascript', 'reactjs', 'authentication', 'next.js', 'next-auth']","{'account_id': 18328114, 'reputation': 844, 'user_id': 13347302, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhJc4JfNmKmkOx3Q2vRLbEz7EYNpEXZpKpTDwpExQ=k-s256', 'display_name': 'Gulshan Aggarwal', 'link': 'https://stackoverflow.com/users/13347302/gulshan-aggarwal'}",False,424,,,1,-1,1648129839,1644900185,71121191,CC BY-SA 4.0,https://stackoverflow.com/questions/71121191/authorization-server-policy-requires-pkce-to-be-used-for-this-request,Authorization Server policy requires PKCE to be used for this request,,1645838763.0,,,
1039,"['javascript', 'reactjs', 'google-cloud-platform', 'create-react-app', 'firebase-hosting']","{'account_id': 272852, 'reputation': 18644, 'user_id': 564157, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3686aff1d140fd9919c430e151ffdef5?s=256&d=identicon&r=PG', 'display_name': 'Joseph Lust', 'link': 'https://stackoverflow.com/users/564157/joseph-lust'}",True,169,,,1,2,1648127117,1645979627,71286540,CC BY-SA 4.0,https://stackoverflow.com/questions/71286540/how-to-use-react-code-splitting-and-firebase-hosting-without-chunkloaderror,How to use React Code Splitting and Firebase Hosting without ChunkLoadError,71603054.0,,,,
1040,"['javascript', 'material-ui']","{'account_id': 23365745, 'reputation': 156, 'user_id': 17437404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32a8160ad19731037ef0d99e88771339?s=256&d=identicon&r=PG', 'display_name': 'Jagadish Shrestha', 'link': 'https://stackoverflow.com/users/17437404/jagadish-shrestha'}",True,3922,,,6,12,1648113285,1645278803,71185635,CC BY-SA 4.0,https://stackoverflow.com/questions/71185635/material-ui-export-useinsertioneffect-imported-as-useinsertioneffect1-was,Material ui export &#39;useInsertionEffect&#39; (imported as &#39;useInsertionEffect$1&#39;) was not found in &#39;react&#39; using Appbar component,,,,,1645281593.0
1041,"['javascript', 'html', 'vue.js', 'vuejs3', 'vue-slot']","{'account_id': 15012133, 'reputation': 89, 'user_id': 10836289, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-o-o6guNYPUE/AAAAAAAAAAI/AAAAAAAACyQ/cfQ1HlNV4Jo/photo.jpg?sz=256', 'display_name': 'alex3025', 'link': 'https://stackoverflow.com/users/10836289/alex3025'}",False,272,,,1,1,1648111383,1644658809,71090679,CC BY-SA 4.0,https://stackoverflow.com/questions/71090679/vue-3-transition-component-with-slot-child-throws-an-error,Vue 3 Transition component with &lt;slot&gt; child throws an error,,1644659722.0,,,
1042,"['javascript', 'function']","{'account_id': 23360090, 'reputation': 23, 'user_id': 17432469, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1c96c478ad2a3f6c8206b09b6a9f210?s=256&d=identicon&r=PG', 'display_name': 'martiless', 'link': 'https://stackoverflow.com/users/17432469/martiless'}",False,423,,,1,0,1648110403,1643796649,70953748,CC BY-SA 4.0,https://stackoverflow.com/questions/70953748/increase-score-in-quiz-using-javascript,Increase score in quiz using JavaScript,,,,,
1043,"['javascript', 'angular', 'ag-grid', 'ag-grid-angular', 'ag-grid-react']","{'account_id': 16478967, 'reputation': 3, 'user_id': 11906169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b495a585bb6541c854592d3889547d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'dilli', 'link': 'https://stackoverflow.com/users/11906169/dilli'}",False,2765,,,2,0,1648102662,1644767508,71102334,CC BY-SA 4.0,https://stackoverflow.com/questions/71102334/how-to-write-click-event-in-inside-of-cellrenderer-angular-ag-grid,How to write click event in inside of cellrenderer angular ag grid,,1648102662.0,,,
1044,"['javascript', 'rest', 'browser']","{'account_id': 15032045, 'reputation': 186, 'user_id': 10849843, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-GqwlG6mqEOo/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbZNJOqYyqsXS2txhkECIJXZDupqQ/mo/photo.jpg?sz=256', 'display_name': 'Stephan Lukits', 'link': 'https://stackoverflow.com/users/10849843/stephan-lukits'}",False,144,,,1,1,1648100892,1645956244,71283799,CC BY-SA 4.0,https://stackoverflow.com/questions/71283799/consuming-a-rest-api-with-javascript-in-the-browser,consuming a Rest-API with javascript in the browser,,,,,
1045,"['javascript', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user13780186'}",True,50,,,1,0,1648087924,1645703379,71251504,CC BY-SA 4.0,https://stackoverflow.com/questions/71251504/how-to-rearrange-number-or-reset-the-number,How to rearrange number or reset the number,71252448.0,1648087924.0,,,
1046,"['javascript', 'reactjs', 'redux']","{'account_id': 22730520, 'reputation': 15, 'user_id': 16893502, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59b7aebc7a689877cd184f4f09f8f009?s=256&d=identicon&r=PG&f=1', 'display_name': 'Swikar', 'link': 'https://stackoverflow.com/users/16893502/swikar'}",True,436,,,2,0,1648080974,1645417339,71201216,CC BY-SA 4.0,https://stackoverflow.com/questions/71201216/redux-useselector-returns-undefined-but-returns-data-at-3-rd-time,Redux : useSelector returns undefined but returns data at 3 rd time,71201426.0,1645419775.0,,,
1047,"['javascript', 'audio']","{'account_id': 20929253, 'reputation': 71, 'user_id': 15376029, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42904df947ba545098ec6a19465cbb68?s=256&d=identicon&r=PG&f=1', 'display_name': 'yksi', 'link': 'https://stackoverflow.com/users/15376029/yksi'}",True,581,,,2,0,1648075163,1644871194,71118040,CC BY-SA 4.0,https://stackoverflow.com/questions/71118040/getting-the-duration-of-an-mp3-file-in-a-variable,Getting the duration of an mp3 file in a variable,71118143.0,,,,
1048,"['javascript', 'plc', 'wincc']","{'account_id': 24181027, 'reputation': 1, 'user_id': 18141705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31905c7f9ae9d6ccd2a647adb82832af?s=256&d=identicon&r=PG', 'display_name': 'EYI', 'link': 'https://stackoverflow.com/users/18141705/eyi'}",False,295,,,0,0,1648048707,1644239089,71019055,CC BY-SA 4.0,https://stackoverflow.com/questions/71019055/upload-images-to-wincc-unified-from-database-in-runtime,Upload images to WinCC Unified from database in RunTime,,1648048707.0,,,
1049,"['javascript', 'visual-studio-code', 'intellisense', 'jsdoc']","{'account_id': 22395067, 'reputation': 11, 'user_id': 16606459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/870d670eb482911333c99769ff1448ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'curious_capybara', 'link': 'https://stackoverflow.com/users/16606459/curious-capybara'}",False,203,,,1,0,1648035910,1645786986,71264874,CC BY-SA 4.0,https://stackoverflow.com/questions/71264874/jsdoc-class-with-lends-or-similar-not-recognized-by-intellisense,jsdoc class with @lends (or similar) not recognized by intellisense,,,,,
1050,"['javascript', 'typescript', 'mocking']","{'account_id': 1056231, 'reputation': 436, 'user_id': 1058864, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/7c19685f171c2a4efb3996eef492d711?s=256&d=identicon&r=PG', 'display_name': 'JKK', 'link': 'https://stackoverflow.com/users/1058864/jkk'}",False,451,,,1,0,1648020042,1643755166,70948475,CC BY-SA 4.0,https://stackoverflow.com/questions/70948475/pass-aws-sqsclient-mockclient-to-a-typescript-class,Pass AWS SQSClient mockClient to a typescript class,,,,,
1051,"['javascript', 'reactjs', 'json', 'fetch-api']","{'account_id': 1559800, 'reputation': 219, 'user_id': 1449957, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/b7c3a932b22c667a3310cdc200d37d18?s=256&d=identicon&r=PG', 'display_name': 'Mike Barbaro', 'link': 'https://stackoverflow.com/users/1449957/mike-barbaro'}",True,80,,,3,0,1648018294,1646027741,71291090,CC BY-SA 4.0,https://stackoverflow.com/questions/71291090/parsing-data-then-mapping-from-json-using-fetch-api,Parsing data then mapping from JSON using Fetch API,,1648018294.0,,,
1052,"['javascript', 'node.js', 'visual-studio-code', 'vscode-debugger']","{'account_id': 3905817, 'reputation': 35, 'user_id': 5699970, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d89e0e91bfe928c518d5bc80fa393a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'priyank1205', 'link': 'https://stackoverflow.com/users/5699970/priyank1205'}",True,77,,,1,0,1647981602,1645550831,71225710,CC BY-SA 4.0,https://stackoverflow.com/questions/71225710/how-to-stop-vscode-from-auto-skipping-node-internals-while-debugging,How to stop VSCode from auto-skipping Node Internals while debugging,,,,,
1053,"['javascript', 'testing', 'solidity', 'truffle', 'decentralized-applications']","{'account_id': 12644067, 'reputation': 1, 'user_id': 9190459, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ljOtp.png?s=256&g=1', 'display_name': 'Luckthedev', 'link': 'https://stackoverflow.com/users/9190459/luckthedev'}",False,39,,,1,0,1647980916,1645932797,71281911,CC BY-SA 4.0,https://stackoverflow.com/questions/71281911/issues-with-missing-after-argument-list-in-truffle-testing,Issues with missing &quot;)&quot; after argument list in truffle testing,,1646678117.0,,,
1054,"['javascript', 'typescript', 'mongodb', 'jestjs']","{'account_id': 5496858, 'reputation': 21, 'user_id': 4367672, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/788fbda2af221f256acbc331ad471c8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Drew L', 'link': 'https://stackoverflow.com/users/4367672/drew-l'}",True,200,,,1,2,1647964022,1644273517,71026337,CC BY-SA 4.0,https://stackoverflow.com/questions/71026337/cant-mock-default-export-in-tested-file,Can&#39;t mock default export in tested file,71056404.0,1644439098.0,,,
1055,"['javascript', 'checkbox', 'enter', 'jaws-screen-reader', 'nvda']","{'account_id': 1545514, 'reputation': 12057, 'user_id': 1439143, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/M1T0O.jpg?s=256&g=1', 'display_name': 'Joshua Muheim', 'link': 'https://stackoverflow.com/users/1439143/joshua-muheim'}",False,286,,,1,0,1647957417,1644350215,71040122,CC BY-SA 4.0,https://stackoverflow.com/questions/71040122/why-do-nvda-and-jaws-intercept-enter-key-on-checkboxes-to-toggle-them-instead,"Why do NVDA and JAWS intercept Enter key on checkboxes (to toggle them, instead of submitting form)?",,1644350605.0,,,
1056,"['javascript', 'safari', 'mobile-safari', 'svelte']","{'account_id': 10687437, 'reputation': 1040, 'user_id': 7867536, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/IHT5G.jpg?s=256&g=1', 'display_name': 'Santhosh Dhaipule Chandrakanth', 'link': 'https://stackoverflow.com/users/7867536/santhosh-dhaipule-chandrakanth'}",True,459,,,1,0,1647950591,1645085565,71154480,CC BY-SA 4.0,https://stackoverflow.com/questions/71154480/background-video-not-auto-playing-on-safari-browser-used-svelte-to-build-the-web,Background video not auto playing on safari browser used svelte to build the website,71571767.0,1645097171.0,,,
1057,"['javascript', 'three.js']","{'account_id': 1680641, 'reputation': 463, 'user_id': 1544937, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zCs1o.jpg?s=256&g=1', 'display_name': 'Jacob Philpott', 'link': 'https://stackoverflow.com/users/1544937/jacob-philpott'}",True,88,,,1,0,1647950051,1645371552,71195963,CC BY-SA 4.0,https://stackoverflow.com/questions/71195963/newer-three-js-version-brakes-light-reflection-on-mesh,Newer three.js version brakes light reflection on mesh,71213739.0,1645429820.0,,,
1058,"['javascript', 'graphql', 'apollo-client', 'hasura']","{'account_id': 20718085, 'reputation': 75, 'user_id': 15213074, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3c386ae1e79860d7170d18a3015a976?s=256&d=identicon&r=PG&f=1', 'display_name': 'morphineglelly', 'link': 'https://stackoverflow.com/users/15213074/morphineglelly'}",True,297,,,2,0,1647889629,1643651670,70930612,CC BY-SA 4.0,https://stackoverflow.com/questions/70930612/null-value-in-bulk-insert-hasura-graphql,Null value in bulk insert Hasura GraphQL,70930879.0,1647889629.0,,,
1059,"['javascript', 'html']","{'account_id': 24345866, 'reputation': 11, 'user_id': 18282456, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzpJAIfzKLyxAmuffQ1Vhl4vv3Q94l1dKUq_DKP=k-s256', 'display_name': 'Ga mer', 'link': 'https://stackoverflow.com/users/18282456/ga-mer'}",True,64,,,2,-1,1647887866,1645564319,71228354,CC BY-SA 4.0,https://stackoverflow.com/questions/71228354/how-to-compare-values-inside-else-if,How to compare values inside else if,71228409.0,1647887866.0,,,
1060,"['javascript', 'axios', 'firebase-storage']","{'account_id': 19822537, 'reputation': 1, 'user_id': 14518753, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-GFtzGambnWo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnALmIEeRRVrQTbrWswyV0EC4-9Iw/s96-c/photo.jpg?sz=256', 'display_name': 'Albrich', 'link': 'https://stackoverflow.com/users/14518753/albrich'}",False,46,,,1,0,1647876827,1645494218,71214995,CC BY-SA 4.0,https://stackoverflow.com/questions/71214995/use-a-firebase-storage-url-with-moderatecontent-api,Use a Firebase storage URL with moderatecontent API,,1645494925.0,,,
1061,"['javascript', 'r', 'bootstrap-4', 'shiny']","{'account_id': 5780064, 'reputation': 398, 'user_id': 4560996, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c1ce3671d0249304f2ba0d544e4db314?s=256&d=identicon&r=PG&f=1', 'display_name': 'dhc', 'link': 'https://stackoverflow.com/users/4560996/dhc'}",False,56,,,1,0,1647863046,1645749471,71259799,CC BY-SA 4.0,https://stackoverflow.com/questions/71259799/embedding-fixing-placement-of-bootstrap-4-0-tooltip-in-shiny,Embedding/Fixing Placement of Bootstrap 4.0 Tooltip in Shiny,,1645750515.0,,,
1062,"['javascript', 'node.js', 'api', 'performance', 'profiling']","{'account_id': 9010716, 'reputation': 13, 'user_id': 6715455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7620bf78c7d6610b11cfc87605c019b5?s=256&d=identicon&r=PG', 'display_name': 'TheZaidSheikh', 'link': 'https://stackoverflow.com/users/6715455/thezaidsheikh'}",False,93,,,0,0,1647849558,1645711426,71253200,CC BY-SA 4.0,https://stackoverflow.com/questions/71253200/chrome-profiling-for-nodejs,Chrome profiling for nodejs,,1647849558.0,,,
1063,"['javascript', 'arrays', 'reactjs', 'json']","{'account_id': 5236017, 'reputation': 71, 'user_id': 4184570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cf9fc548e7e6ea1edd5498f0bfc6cd6?s=256&d=identicon&r=PG&f=1', 'display_name': 'jasnlink', 'link': 'https://stackoverflow.com/users/4184570/jasnlink'}",True,70,,,2,0,1647846235,1644562973,71076247,CC BY-SA 4.0,https://stackoverflow.com/questions/71076247/generate-brackets-with-steps-of-10-from-an-array-and-eliminate-empty-steps,Generate brackets with steps of 10 from an array and eliminate empty steps,71553872.0,,,,
1064,"['javascript', 'json', 'object']","{'account_id': 10766450, 'reputation': 1, 'user_id': 7921272, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-OhwyKPz65hU/AAAAAAAAAAI/AAAAAAAAUoE/zJcXbz9fXWQ/photo.jpg?sz=256', 'display_name': 'Juan Monsalve', 'link': 'https://stackoverflow.com/users/7921272/juan-monsalve'}",True,506,,,3,0,1647784640,1645650503,71244059,CC BY-SA 4.0,https://stackoverflow.com/questions/71244059/how-to-create-a-json-object-from-another-json-object-using-javascript,How to create a json object from another json object using JavaScript?,,1647784640.0,,,
1065,"['javascript', 'nuxt.js']","{'account_id': 13502906, 'reputation': 174, 'user_id': 9741894, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-pdQ8PY4rT6U/AAAAAAAAAAI/AAAAAAAAAA4/wBspDe4ra2Y/photo.jpg?sz=256', 'display_name': 'shinichirou ikebe', 'link': 'https://stackoverflow.com/users/9741894/shinichirou-ikebe'}",True,146,,,1,0,1647779773,1644968659,71134784,CC BY-SA 4.0,https://stackoverflow.com/questions/71134784/is-it-possible-to-define-an-variable-as-base-url-on-nuxt-js,Is it possible to define an variable as base url on nuxt.js,71136035.0,1647779773.0,,,
1066,"['javascript', 'reactjs', 'next.js', 'server-side-rendering', 'dynamic-routing']","{'account_id': 5022067, 'reputation': 71, 'user_id': 4035278, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/789635a43896157f44942b49097d4bad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raghav', 'link': 'https://stackoverflow.com/users/4035278/raghav'}",True,595,,,1,0,1647766880,1645424927,71202022,CC BY-SA 4.0,https://stackoverflow.com/questions/71202022/params-id-coming-to-be-undefined-in-getserversideprops-in-next-js-after-first-re,params.id coming to be undefined in getServerSideProps in next.js after first render,71362514.0,1647766880.0,,,
1067,"['javascript', 'html']","{'account_id': 24403693, 'reputation': 23, 'user_id': 18332101, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjPjw6AjtGOAA-u1u_y6DDtnP6BMFT-leHkkuILBw=k-s256', 'display_name': 'Louis Lemasson', 'link': 'https://stackoverflow.com/users/18332101/louis-lemasson'}",True,588,,,3,2,1647764262,1646046141,71294025,CC BY-SA 4.0,https://stackoverflow.com/questions/71294025/how-to-cancel-a-drag-on-dragenter,How to cancel a drag (on dragenter),71294962.0,1646067057.0,,,
1068,"['javascript', 'reactjs', 'typescript']","{'account_id': 11889455, 'reputation': 176, 'user_id': 8700798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc8e5c5f4eb4c1022ceaacf0853ef79f?s=256&d=identicon&r=PG&f=1', 'display_name': 'bcstryker', 'link': 'https://stackoverflow.com/users/8700798/bcstryker'}",True,741,,,2,0,1647749404,1644529655,71072689,CC BY-SA 4.0,https://stackoverflow.com/questions/71072689/in-typescript-how-can-i-safely-render-an-anchor-tag-in-a-string-as-a-react-comp,"In typescript, how can I safely render an anchor tag in a string as a react component?",71072768.0,1647749404.0,,,
1069,"['javascript', 'regex']","{'account_id': 16324414, 'reputation': 31, 'user_id': 11789330, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-b8iPuClWYKA/AAAAAAAAAAI/AAAAAAAAAOo/dfJEi4mV9uo/photo.jpg?sz=256', 'display_name': 'Abdullah Isa', 'link': 'https://stackoverflow.com/users/11789330/abdullah-isa'}",True,46,,,2,-2,1647712339,1645933233,71281940,CC BY-SA 4.0,https://stackoverflow.com/questions/71281940/how-to-strip-and-convert-this-using-regex,How to strip and convert this using regex,71540639.0,,,,
1070,"['javascript', 'html', 'vue.js', 'vuejs3', 'vuedraggable']","{'account_id': 13836897, 'reputation': 166, 'user_id': 10220116, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-gipnp5GjChs/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7pX7QMXLMbP46kVdEgQL_NoFLfr-A/mo/photo.jpg?sz=256', 'display_name': 'Daniele Tentoni', 'link': 'https://stackoverflow.com/users/10220116/daniele-tentoni'}",True,583,,,1,0,1647708139,1644839780,71111488,CC BY-SA 4.0,https://stackoverflow.com/questions/71111488/vue-draggable-next-missing-template-or-render-function,Vue Draggable Next missing template or render function,,,,,
1071,"['javascript', 'json', 'github', 'graphql', 'github-actions']","{'account_id': 15591702, 'reputation': 1, 'user_id': 11248545, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-j8WTLAWjxW8/AAAAAAAAAAI/AAAAAAAAABE/V4vX7B5oHys/photo.jpg?sz=256', 'display_name': 'Rikesh Kamra', 'link': 'https://stackoverflow.com/users/11248545/rikesh-kamra'}",False,67,,,0,0,1647659532,1645832704,71272868,CC BY-SA 4.0,https://stackoverflow.com/questions/71272868/how-to-filter-in-graphql-github-api-by-mergeablestate,How to filter in Graphql GitHub API by MergeableState,,1647659532.0,,,
1072,"['javascript', 'charts', 'google-visualization']","{'account_id': 5928361, 'reputation': 1, 'user_id': 17452591, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40fa5b6dc68d3a4b723ef45ed33ccd39?s=256&d=identicon&r=PG', 'display_name': 'Lightwalnut', 'link': 'https://stackoverflow.com/users/17452591/lightwalnut'}",False,52,,,0,0,1647655286,1645836832,71273191,CC BY-SA 4.0,https://stackoverflow.com/questions/71273191/google-visualization-creating-a-table-chart-and-category-filter,google visualization - Creating a table chart and category filter,,1647655286.0,,,
1073,"['javascript', 'nestjs']","{'account_id': 23348503, 'reputation': 21, 'user_id': 17422403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d0e1d86be00427a6093564aa05ad913?s=256&d=identicon&r=PG', 'display_name': 'Ldr', 'link': 'https://stackoverflow.com/users/17422403/ldr'}",True,1622,,,2,1,1647650609,1643929509,70979513,CC BY-SA 4.0,https://stackoverflow.com/questions/70979513/nest-cant-resolve-dependencies-of-the-mongoosecoremodule-mongooseconnectionnam,"Nest can&#39;t resolve dependencies of the MongooseCoreModule (MongooseConnectionName, ?)",,,,,
1074,"['javascript', 'reactjs', 'typescript', 'react-hook-form', 'ionic6']","{'account_id': 16207054, 'reputation': 21, 'user_id': 11701990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/i7cHf.jpg?s=256&g=1', 'display_name': 'Max Cheung', 'link': 'https://stackoverflow.com/users/11701990/max-cheung'}",False,186,,,1,0,1647639968,1645163936,71168995,CC BY-SA 4.0,https://stackoverflow.com/questions/71168995/ioninput-getting-error-with-react-hook-form,IonInput getting error with React Hook Form,,1645166877.0,,,
1075,"['javascript', 'node.js', 'firebase', 'ecmascript-6', 'google-cloud-functions']","{'account_id': 11858505, 'reputation': 23, 'user_id': 8677885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/746ab334b90ec172f1ee71135cd3a97a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alec Kaczmarek', 'link': 'https://stackoverflow.com/users/8677885/alec-kaczmarek'}",True,506,,,1,1,1647627558,1645136504,71166107,CC BY-SA 4.0,https://stackoverflow.com/questions/71166107/using-es6-import-statements-in-firebase-functions,Using es6 import statements in firebase functions,,1647627558.0,,,
1076,"['javascript', 'arrays', 'filtering']","{'account_id': 1580943, 'reputation': 81, 'user_id': 1466347, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002200894025/picture?type=large', 'display_name': 'Steven Mcsorley', 'link': 'https://stackoverflow.com/users/1466347/steven-mcsorley'}",True,489,,,1,0,1647624828,1644280332,71027158,CC BY-SA 4.0,https://stackoverflow.com/questions/71027158/filter-multiple-array-objects-and-match-key-values-with-multiple-values-form-ano,Filter multiple Array Objects and match key values with multiple values form another array in Javascript,71027224.0,1647624828.0,,,
1077,"['javascript', 'phaser-framework', 'particles']","{'account_id': 10897363, 'reputation': 529, 'user_id': 8350893, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/dHABb.png?s=256&g=1', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/8350893/alex'}",True,139,,,1,1,1647618918,1645611445,71235076,CC BY-SA 4.0,https://stackoverflow.com/questions/71235076/phaser-3-allow-particles-to-emit-with-flipped-mirrored-image,Phaser 3: Allow Particles to emit with flipped/mirrored image?,71235574.0,1645614125.0,,,
1078,"['javascript', 'firebase', 'vue.js', 'firebase-authentication', 'nuxt.js']","{'account_id': 8911722, 'reputation': 315, 'user_id': 6651697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc544ba133175acb82a4f4c2f0aa389c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tim', 'link': 'https://stackoverflow.com/users/6651697/tim'}",False,823,,,2,1,1647605800,1645723423,71255876,CC BY-SA 4.0,https://stackoverflow.com/questions/71255876/redirect-users-to-login-screen-on-page-load-if-not-authenticated-nuxt-firebase,Redirect users to login screen on page load if not authenticated (Nuxt-firebase),,1645723805.0,,,
